'Time and date','II ','V ','PLETH ','RESP '
'[09:48:09.040 24/01/1995]',0.003,-0.166,-0.413,-0.660
'[09:48:09.042 24/01/1995]',0.003,-0.132,-0.413,-0.660
'[09:48:09.044 24/01/1995]',0.037,-0.132,-0.413,-0.660
'[09:48:09.046 24/01/1995]',0.037,-0.132,-0.413,-0.660
'[09:48:09.048 24/01/1995]',0.037,-0.166,-0.418,-0.652
'[09:48:09.050 24/01/1995]',0.073,-0.132,-0.418,-0.652
'[09:48:09.052 24/01/1995]',0.073,-0.166,-0.418,-0.652
'[09:48:09.054 24/01/1995]',0.073,-0.166,-0.418,-0.652
'[09:48:09.056 24/01/1995]',0.073,-0.132,-0.427,-0.644
'[09:48:09.058 24/01/1995]',0.073,-0.132,-0.427,-0.644
'[09:48:09.060 24/01/1995]',0.108,-0.132,-0.427,-0.644
'[09:48:09.062 24/01/1995]',0.108,-0.132,-0.427,-0.644
'[09:48:09.064 24/01/1995]',0.179,-0.132,-0.432,-0.636
'[09:48:09.066 24/01/1995]',0.179,-0.132,-0.432,-0.636
'[09:48:09.068 24/01/1995]',0.179,-0.132,-0.432,-0.636
'[09:48:09.070 24/01/1995]',0.215,-0.132,-0.432,-0.636
'[09:48:09.072 24/01/1995]',0.215,-0.132,-0.447,-0.627
'[09:48:09.074 24/01/1995]',0.215,-0.132,-0.447,-0.627
'[09:48:09.076 24/01/1995]',0.250,-0.166,-0.447,-0.627
'[09:48:09.078 24/01/1995]',0.250,-0.166,-0.447,-0.627
'[09:48:09.080 24/01/1995]',0.250,-0.166,-0.447,-0.618
'[09:48:09.082 24/01/1995]',0.250,-0.199,-0.447,-0.618
'[09:48:09.084 24/01/1995]',0.250,-0.199,-0.447,-0.618
'[09:48:09.086 24/01/1995]',0.250,-0.199,-0.447,-0.618
'[09:48:09.088 24/01/1995]',0.250,-0.199,-0.451,-0.609
'[09:48:09.090 24/01/1995]',0.250,-0.199,-0.451,-0.609
'[09:48:09.092 24/01/1995]',0.250,-0.166,-0.451,-0.609
'[09:48:09.094 24/01/1995]',0.250,-0.031,-0.451,-0.609
'[09:48:09.096 24/01/1995]',0.250,0.069,-0.451,-0.599
'[09:48:09.098 24/01/1995]',0.250,0.103,-0.451,-0.599
'[09:48:09.100 24/01/1995]',0.250,0.137,-0.451,-0.599
'[09:48:09.102 24/01/1995]',0.250,0.137,-0.451,-0.599
'[09:48:09.104 24/01/1995]',0.250,0.103,-0.447,-0.589
'[09:48:09.106 24/01/1995]',0.250,0.069,-0.447,-0.589
'[09:48:09.108 24/01/1995]',0.215,0.003,-0.447,-0.589
'[09:48:09.110 24/01/1995]',0.215,-0.031,-0.447,-0.589
'[09:48:09.112 24/01/1995]',0.179,-0.098,-0.437,-0.579
'[09:48:09.114 24/01/1995]',0.179,-0.166,-0.437,-0.579
'[09:48:09.116 24/01/1995]',0.179,-0.166,-0.437,-0.579
'[09:48:09.118 24/01/1995]',0.144,-0.166,-0.437,-0.579
'[09:48:09.120 24/01/1995]',0.108,-0.199,-0.413,-0.569
'[09:48:09.122 24/01/1995]',0.108,-0.199,-0.413,-0.569
'[09:48:09.124 24/01/1995]',0.073,-0.199,-0.413,-0.569
'[09:48:09.126 24/01/1995]',0.073,-0.199,-0.413,-0.569
'[09:48:09.128 24/01/1995]',0.073,-0.199,-0.385,-0.559
'[09:48:09.130 24/01/1995]',0.037,-0.199,-0.385,-0.559
'[09:48:09.132 24/01/1995]',0.037,-0.199,-0.385,-0.559
'[09:48:09.134 24/01/1995]',0.037,-0.199,-0.385,-0.559
'[09:48:09.136 24/01/1995]',0.037,-0.199,-0.351,-0.549
'[09:48:09.138 24/01/1995]',0.003,-0.199,-0.351,-0.549
'[09:48:09.140 24/01/1995]',0.003,-0.166,-0.351,-0.549
'[09:48:09.142 24/01/1995]',0.003,-0.199,-0.351,-0.549
'[09:48:09.144 24/01/1995]',0.003,-0.166,-0.304,-0.540
'[09:48:09.146 24/01/1995]',-0.032,-0.166,-0.304,-0.540
'[09:48:09.148 24/01/1995]',-0.032,-0.166,-0.304,-0.540
'[09:48:09.150 24/01/1995]',-0.032,-0.166,-0.304,-0.540
'[09:48:09.152 24/01/1995]',-0.032,-0.166,-0.257,-0.531
'[09:48:09.154 24/01/1995]',-0.032,-0.166,-0.257,-0.531
'[09:48:09.156 24/01/1995]',-0.032,-0.166,-0.257,-0.531
'[09:48:09.158 24/01/1995]',-0.032,-0.166,-0.257,-0.531
'[09:48:09.160 24/01/1995]',-0.032,-0.166,-0.195,-0.522
'[09:48:09.162 24/01/1995]',-0.032,-0.166,-0.195,-0.522
'[09:48:09.164 24/01/1995]',-0.068,-0.166,-0.195,-0.522
'[09:48:09.166 24/01/1995]',-0.068,-0.132,-0.195,-0.522
'[09:48:09.168 24/01/1995]',-0.068,-0.132,-0.142,-0.513
'[09:48:09.170 24/01/1995]',-0.068,-0.132,-0.142,-0.513
'[09:48:09.172 24/01/1995]',-0.103,-0.098,-0.142,-0.513
'[09:48:09.174 24/01/1995]',-0.103,-0.098,-0.142,-0.513
'[09:48:09.176 24/01/1995]',-0.103,-0.098,-0.086,-0.505
'[09:48:09.178 24/01/1995]',-0.103,-0.098,-0.086,-0.505
'[09:48:09.180 24/01/1995]',-0.103,-0.132,-0.086,-0.505
'[09:48:09.182 24/01/1995]',-0.103,-0.132,-0.086,-0.505
'[09:48:09.184 24/01/1995]',-0.068,-0.132,-0.038,-0.498
'[09:48:09.186 24/01/1995]',-0.068,-0.132,-0.038,-0.498
'[09:48:09.188 24/01/1995]',-0.068,-0.132,-0.038,-0.498
'[09:48:09.190 24/01/1995]',-0.068,-0.132,-0.038,-0.498
'[09:48:09.192 24/01/1995]',-0.068,-0.132,0.009,-0.491
'[09:48:09.194 24/01/1995]',-0.068,-0.132,0.009,-0.491
'[09:48:09.196 24/01/1995]',-0.068,-0.132,0.009,-0.491
'[09:48:09.198 24/01/1995]',-0.032,-0.132,0.009,-0.491
'[09:48:09.200 24/01/1995]',-0.032,-0.132,0.048,-0.485
'[09:48:09.202 24/01/1995]',-0.032,-0.132,0.048,-0.485
'[09:48:09.204 24/01/1995]',-0.032,-0.132,0.048,-0.485
'[09:48:09.206 24/01/1995]',0.003,-0.132,0.048,-0.485
'[09:48:09.208 24/01/1995]',0.003,-0.132,0.081,-0.479
'[09:48:09.210 24/01/1995]',0.003,-0.132,0.081,-0.479
'[09:48:09.212 24/01/1995]',0.003,-0.098,0.081,-0.479
'[09:48:09.214 24/01/1995]',0.003,-0.098,0.081,-0.479
'[09:48:09.216 24/01/1995]',0.003,-0.098,0.095,-0.473
'[09:48:09.218 24/01/1995]',0.003,-0.064,0.095,-0.473
'[09:48:09.220 24/01/1995]',0.003,0.035,0.095,-0.473
'[09:48:09.222 24/01/1995]',0.003,0.103,0.095,-0.473
'[09:48:09.224 24/01/1995]',0.003,0.170,0.104,-0.468
'[09:48:09.226 24/01/1995]',0.003,0.170,0.104,-0.468
'[09:48:09.228 24/01/1995]',0.003,0.204,0.104,-0.468
'[09:48:09.230 24/01/1995]',0.003,0.204,0.104,-0.468
'[09:48:09.232 24/01/1995]',0.003,0.204,0.110,-0.462
'[09:48:09.234 24/01/1995]',0.003,0.204,0.110,-0.462
'[09:48:09.236 24/01/1995]',0.003,0.170,0.110,-0.462
'[09:48:09.238 24/01/1995]',0.003,0.103,0.110,-0.462
'[09:48:09.240 24/01/1995]',0.003,0.035,0.110,-0.456
'[09:48:09.242 24/01/1995]',0.003,-0.031,0.110,-0.456
'[09:48:09.244 24/01/1995]',0.003,-0.098,0.110,-0.456
'[09:48:09.246 24/01/1995]',0.003,-0.098,0.110,-0.456
'[09:48:09.248 24/01/1995]',0.003,-0.132,0.095,-0.450
'[09:48:09.250 24/01/1995]',0.003,-0.132,0.095,-0.450
'[09:48:09.252 24/01/1995]',0.003,-0.132,0.095,-0.450
'[09:48:09.254 24/01/1995]',0.003,-0.132,0.095,-0.450
'[09:48:09.256 24/01/1995]',0.003,-0.031,0.086,-0.443
'[09:48:09.258 24/01/1995]',0.003,0.069,0.086,-0.443
'[09:48:09.260 24/01/1995]',0.003,0.137,0.086,-0.443
'[09:48:09.262 24/01/1995]',0.003,0.204,0.086,-0.443
'[09:48:09.264 24/01/1995]',0.003,0.204,0.076,-0.436
'[09:48:09.266 24/01/1995]',0.003,0.204,0.076,-0.436
'[09:48:09.268 24/01/1995]',0.003,0.204,0.076,-0.436
'[09:48:09.270 24/01/1995]',-0.032,0.204,0.076,-0.436
'[09:48:09.272 24/01/1995]',-0.032,0.204,0.052,-0.430
'[09:48:09.274 24/01/1995]',-0.032,0.238,0.052,-0.430
'[09:48:09.276 24/01/1995]',-0.032,0.238,0.052,-0.430
'[09:48:09.278 24/01/1995]',-0.032,0.238,0.052,-0.430
'[09:48:09.280 24/01/1995]',-0.032,0.238,0.029,-0.423
'[09:48:09.282 24/01/1995]',-0.032,0.238,0.029,-0.423
'[09:48:09.284 24/01/1995]',-0.032,0.204,0.029,-0.423
'[09:48:09.286 24/01/1995]',-0.032,0.204,0.029,-0.423
'[09:48:09.288 24/01/1995]',-0.032,0.204,0.005,-0.416
'[09:48:09.290 24/01/1995]',-0.032,0.204,0.005,-0.416
'[09:48:09.292 24/01/1995]',-0.032,0.170,0.005,-0.416
'[09:48:09.294 24/01/1995]',-0.032,0.170,0.005,-0.416
'[09:48:09.296 24/01/1995]',-0.032,0.137,-0.019,-0.409
'[09:48:09.298 24/01/1995]',-0.032,0.103,-0.019,-0.409
'[09:48:09.300 24/01/1995]',-0.032,0.069,-0.019,-0.409
'[09:48:09.302 24/01/1995]',-0.032,0.069,-0.019,-0.409
'[09:48:09.304 24/01/1995]',-0.032,0.069,-0.048,-0.403
'[09:48:09.306 24/01/1995]',-0.032,0.103,-0.048,-0.403
'[09:48:09.308 24/01/1995]',-0.032,0.137,-0.048,-0.403
'[09:48:09.310 24/01/1995]',-0.032,0.170,-0.048,-0.403
'[09:48:09.312 24/01/1995]',-0.068,0.238,-0.076,-0.397
'[09:48:09.314 24/01/1995]',-0.068,0.305,-0.076,-0.397
'[09:48:09.316 24/01/1995]',-0.068,0.373,-0.076,-0.397
'[09:48:09.318 24/01/1995]',-0.068,0.406,-0.076,-0.397
'[09:48:09.320 24/01/1995]',-0.032,0.406,-0.104,-0.391
'[09:48:09.322 24/01/1995]',-0.032,0.406,-0.104,-0.391
'[09:48:09.324 24/01/1995]',0.003,0.373,-0.104,-0.391
'[09:48:09.326 24/01/1995]',0.037,0.339,-0.104,-0.391
'[09:48:09.328 24/01/1995]',0.144,0.305,-0.138,-0.386
'[09:48:09.330 24/01/1995]',0.250,0.204,-0.138,-0.386
'[09:48:09.332 24/01/1995]',0.357,0.069,-0.138,-0.386
'[09:48:09.334 24/01/1995]',0.464,-0.064,-0.138,-0.386
'[09:48:09.336 24/01/1995]',0.533,-0.199,-0.166,-0.381
'[09:48:09.338 24/01/1995]',0.533,-0.301,-0.166,-0.381
'[09:48:09.340 24/01/1995]',0.428,-0.402,-0.166,-0.381
'[09:48:09.342 24/01/1995]',0.321,-0.469,-0.166,-0.381
'[09:48:09.344 24/01/1995]',0.179,-0.569,-0.200,-0.376
'[09:48:09.346 24/01/1995]',0.073,-0.637,-0.200,-0.376
'[09:48:09.348 24/01/1995]',0.003,-0.704,-0.200,-0.376
'[09:48:09.350 24/01/1995]',0.003,-0.738,-0.200,-0.376
'[09:48:09.352 24/01/1995]',0.003,-0.738,-0.223,-0.370
'[09:48:09.354 24/01/1995]',-0.032,-0.704,-0.223,-0.370
'[09:48:09.356 24/01/1995]',-0.068,-0.637,-0.223,-0.370
'[09:48:09.358 24/01/1995]',-0.103,-0.569,-0.223,-0.370
'[09:48:09.360 24/01/1995]',-0.139,-0.368,-0.247,-0.364
'[09:48:09.362 24/01/1995]',-0.174,-0.233,-0.247,-0.364
'[09:48:09.364 24/01/1995]',-0.210,-0.199,-0.247,-0.364
'[09:48:09.366 24/01/1995]',-0.210,-0.233,-0.247,-0.364
'[09:48:09.368 24/01/1995]',-0.174,-0.233,-0.271,-0.357
'[09:48:09.370 24/01/1995]',-0.174,-0.233,-0.271,-0.357
'[09:48:09.372 24/01/1995]',-0.139,-0.233,-0.271,-0.357
'[09:48:09.374 24/01/1995]',-0.103,-0.233,-0.271,-0.357
'[09:48:09.376 24/01/1995]',-0.103,-0.199,-0.280,-0.350
'[09:48:09.378 24/01/1995]',-0.068,-0.199,-0.280,-0.350
'[09:48:09.380 24/01/1995]',-0.032,-0.233,-0.280,-0.350
'[09:48:09.382 24/01/1995]',-0.032,-0.233,-0.280,-0.350
'[09:48:09.384 24/01/1995]',-0.032,-0.233,-0.294,-0.342
'[09:48:09.386 24/01/1995]',-0.068,-0.199,-0.294,-0.342
'[09:48:09.388 24/01/1995]',-0.068,-0.199,-0.294,-0.342
'[09:48:09.390 24/01/1995]',-0.068,-0.199,-0.294,-0.342
'[09:48:09.392 24/01/1995]',-0.068,-0.199,-0.304,-0.333
'[09:48:09.394 24/01/1995]',-0.103,-0.199,-0.304,-0.333
'[09:48:09.396 24/01/1995]',-0.103,-0.166,-0.304,-0.333
'[09:48:09.398 24/01/1995]',-0.103,-0.166,-0.304,-0.333
'[09:48:09.400 24/01/1995]',-0.103,-0.132,-0.308,-0.324
'[09:48:09.402 24/01/1995]',-0.068,0.003,-0.308,-0.324
'[09:48:09.404 24/01/1995]',-0.068,0.103,-0.308,-0.324
'[09:48:09.406 24/01/1995]',-0.068,0.204,-0.308,-0.324
'[09:48:09.408 24/01/1995]',-0.068,0.238,-0.318,-0.313
'[09:48:09.410 24/01/1995]',-0.103,0.238,-0.318,-0.313
'[09:48:09.412 24/01/1995]',-0.103,0.271,-0.318,-0.313
'[09:48:09.414 24/01/1995]',-0.103,0.305,-0.318,-0.313
'[09:48:09.416 24/01/1995]',-0.103,0.305,-0.318,-0.302
'[09:48:09.418 24/01/1995]',-0.139,0.305,-0.318,-0.302
'[09:48:09.420 24/01/1995]',-0.139,0.305,-0.318,-0.302
'[09:48:09.422 24/01/1995]',-0.139,0.305,-0.318,-0.302
'[09:48:09.424 24/01/1995]',-0.139,0.305,-0.328,-0.290
'[09:48:09.426 24/01/1995]',-0.139,0.305,-0.328,-0.290
'[09:48:09.428 24/01/1995]',-0.103,0.305,-0.328,-0.290
'[09:48:09.430 24/01/1995]',-0.103,0.305,-0.328,-0.290
'[09:48:09.432 24/01/1995]',-0.068,0.305,-0.317,-0.278
'[09:48:09.434 24/01/1995]',-0.068,0.305,-0.317,-0.278
'[09:48:09.436 24/01/1995]',-0.068,0.305,-0.317,-0.278
'[09:48:09.438 24/01/1995]',-0.068,0.305,-0.317,-0.278
'[09:48:09.440 24/01/1995]',-0.068,0.305,-0.317,-0.265
'[09:48:09.442 24/01/1995]',-0.103,0.339,-0.317,-0.265
'[09:48:09.444 24/01/1995]',-0.068,0.339,-0.317,-0.265
'[09:48:09.446 24/01/1995]',-0.068,0.339,-0.317,-0.265
'[09:48:09.448 24/01/1995]',-0.068,0.339,-0.322,-0.252
'[09:48:09.450 24/01/1995]',-0.068,0.339,-0.322,-0.252
'[09:48:09.452 24/01/1995]',-0.068,0.305,-0.322,-0.252
'[09:48:09.454 24/01/1995]',-0.068,0.305,-0.322,-0.252
'[09:48:09.456 24/01/1995]',-0.068,0.305,-0.328,-0.237
'[09:48:09.458 24/01/1995]',-0.068,0.305,-0.328,-0.237
'[09:48:09.460 24/01/1995]',-0.068,0.305,-0.328,-0.237
'[09:48:09.462 24/01/1995]',-0.068,0.305,-0.328,-0.237
'[09:48:09.464 24/01/1995]',-0.068,0.305,-0.338,-0.223
'[09:48:09.466 24/01/1995]',-0.068,0.305,-0.338,-0.223
'[09:48:09.468 24/01/1995]',-0.068,0.271,-0.338,-0.223
'[09:48:09.470 24/01/1995]',-0.032,0.271,-0.338,-0.223
'[09:48:09.472 24/01/1995]',-0.032,0.271,-0.344,-0.207
'[09:48:09.474 24/01/1995]',-0.032,0.271,-0.344,-0.207
'[09:48:09.476 24/01/1995]',-0.032,0.271,-0.344,-0.207
'[09:48:09.478 24/01/1995]',0.003,0.271,-0.344,-0.207
'[09:48:09.480 24/01/1995]',0.003,0.271,-0.349,-0.191
'[09:48:09.482 24/01/1995]',0.003,0.271,-0.349,-0.191
'[09:48:09.484 24/01/1995]',0.003,0.271,-0.349,-0.191
'[09:48:09.486 24/01/1995]',0.003,0.271,-0.349,-0.191
'[09:48:09.488 24/01/1995]',0.003,0.271,-0.360,-0.174
'[09:48:09.490 24/01/1995]',0.003,0.271,-0.360,-0.174
'[09:48:09.492 24/01/1995]',0.003,0.271,-0.360,-0.174
'[09:48:09.494 24/01/1995]',0.037,0.271,-0.360,-0.174
'[09:48:09.496 24/01/1995]',0.073,0.271,-0.365,-0.157
'[09:48:09.498 24/01/1995]',0.073,0.271,-0.365,-0.157
'[09:48:09.500 24/01/1995]',0.108,0.271,-0.365,-0.157
'[09:48:09.502 24/01/1995]',0.108,0.271,-0.365,-0.157
'[09:48:09.504 24/01/1995]',0.144,0.271,-0.377,-0.140
'[09:48:09.506 24/01/1995]',0.144,0.238,-0.377,-0.140
'[09:48:09.508 24/01/1995]',0.179,0.238,-0.377,-0.140
'[09:48:09.510 24/01/1995]',0.179,0.204,-0.377,-0.140
'[09:48:09.512 24/01/1995]',0.179,0.204,-0.388,-0.122
'[09:48:09.514 24/01/1995]',0.179,0.204,-0.388,-0.122
'[09:48:09.516 24/01/1995]',0.179,0.204,-0.388,-0.122
'[09:48:09.518 24/01/1995]',0.179,0.170,-0.388,-0.122
'[09:48:09.520 24/01/1995]',0.179,0.170,-0.388,-0.105
'[09:48:09.522 24/01/1995]',0.215,0.170,-0.388,-0.105
'[09:48:09.524 24/01/1995]',0.215,0.170,-0.388,-0.105
'[09:48:09.526 24/01/1995]',0.215,0.170,-0.388,-0.105
'[09:48:09.528 24/01/1995]',0.215,0.170,-0.404,-0.087
'[09:48:09.530 24/01/1995]',0.250,0.170,-0.404,-0.087
'[09:48:09.532 24/01/1995]',0.250,0.170,-0.404,-0.087
'[09:48:09.534 24/01/1995]',0.250,0.170,-0.404,-0.087
'[09:48:09.536 24/01/1995]',0.250,0.170,-0.414,-0.070
'[09:48:09.538 24/01/1995]',0.286,0.137,-0.414,-0.070
'[09:48:09.540 24/01/1995]',0.286,0.137,-0.414,-0.070
'[09:48:09.542 24/01/1995]',0.250,0.137,-0.414,-0.070
'[09:48:09.544 24/01/1995]',0.250,0.137,-0.414,-0.052
'[09:48:09.546 24/01/1995]',0.250,0.137,-0.414,-0.052
'[09:48:09.548 24/01/1995]',0.250,0.170,-0.414,-0.052
'[09:48:09.550 24/01/1995]',0.250,0.170,-0.414,-0.052
'[09:48:09.552 24/01/1995]',0.250,0.170,-0.425,-0.035
'[09:48:09.554 24/01/1995]',0.215,0.170,-0.425,-0.035
'[09:48:09.556 24/01/1995]',0.250,0.170,-0.425,-0.035
'[09:48:09.558 24/01/1995]',0.215,0.170,-0.425,-0.035
'[09:48:09.560 24/01/1995]',0.215,0.170,-0.425,-0.017
'[09:48:09.562 24/01/1995]',0.215,0.170,-0.425,-0.017
'[09:48:09.564 24/01/1995]',0.215,0.170,-0.425,-0.017
'[09:48:09.566 24/01/1995]',0.179,0.170,-0.425,-0.017
'[09:48:09.568 24/01/1995]',0.179,0.170,-0.431,0.000
'[09:48:09.570 24/01/1995]',0.144,0.170,-0.431,0.000
'[09:48:09.572 24/01/1995]',0.144,0.170,-0.431,0.000
'[09:48:09.574 24/01/1995]',0.144,0.170,-0.431,0.000
'[09:48:09.576 24/01/1995]',0.144,0.170,-0.431,0.017
'[09:48:09.578 24/01/1995]',0.108,0.170,-0.431,0.017
'[09:48:09.580 24/01/1995]',0.108,0.170,-0.431,0.017
'[09:48:09.582 24/01/1995]',0.108,0.170,-0.431,0.017
'[09:48:09.584 24/01/1995]',0.108,0.170,-0.420,0.033
'[09:48:09.586 24/01/1995]',0.073,0.137,-0.420,0.033
'[09:48:09.588 24/01/1995]',0.037,0.137,-0.420,0.033
'[09:48:09.590 24/01/1995]',0.037,0.103,-0.420,0.033
'[09:48:09.592 24/01/1995]',0.037,0.103,-0.414,0.048
'[09:48:09.594 24/01/1995]',0.037,0.103,-0.414,0.048
'[09:48:09.596 24/01/1995]',0.037,0.103,-0.414,0.048
'[09:48:09.598 24/01/1995]',0.037,0.069,-0.414,0.048
'[09:48:09.600 24/01/1995]',0.037,0.069,-0.393,0.062
'[09:48:09.602 24/01/1995]',0.037,0.035,-0.393,0.062
'[09:48:09.604 24/01/1995]',0.037,0.003,-0.393,0.062
'[09:48:09.606 24/01/1995]',0.003,0.003,-0.393,0.062
'[09:48:09.608 24/01/1995]',0.003,0.035,-0.365,0.076
'[09:48:09.610 24/01/1995]',0.003,0.069,-0.365,0.076
'[09:48:09.612 24/01/1995]',0.003,0.103,-0.365,0.076
'[09:48:09.614 24/01/1995]',0.003,0.137,-0.365,0.076
'[09:48:09.616 24/01/1995]',0.003,0.137,-0.328,0.089
'[09:48:09.618 24/01/1995]',0.003,0.170,-0.328,0.089
'[09:48:09.620 24/01/1995]',-0.032,0.170,-0.328,0.089
'[09:48:09.622 24/01/1995]',-0.032,0.170,-0.328,0.089
'[09:48:09.624 24/01/1995]',-0.032,0.204,-0.283,0.102
'[09:48:09.626 24/01/1995]',-0.032,0.204,-0.283,0.102
'[09:48:09.628 24/01/1995]',-0.032,0.204,-0.283,0.102
'[09:48:09.630 24/01/1995]',-0.032,0.204,-0.283,0.102
'[09:48:09.632 24/01/1995]',-0.032,0.204,-0.240,0.113
'[09:48:09.634 24/01/1995]',-0.032,0.204,-0.240,0.113
'[09:48:09.636 24/01/1995]',0.003,0.204,-0.240,0.113
'[09:48:09.638 24/01/1995]',0.003,0.204,-0.240,0.113
'[09:48:09.640 24/01/1995]',0.003,0.170,-0.191,0.123
'[09:48:09.642 24/01/1995]',0.037,0.170,-0.191,0.123
'[09:48:09.644 24/01/1995]',0.037,0.170,-0.191,0.123
'[09:48:09.646 24/01/1995]',0.037,0.137,-0.191,0.123
'[09:48:09.648 24/01/1995]',0.003,0.103,-0.131,0.132
'[09:48:09.650 24/01/1995]',0.003,0.103,-0.131,0.132
'[09:48:09.652 24/01/1995]',0.003,0.069,-0.131,0.132
'[09:48:09.654 24/01/1995]',0.003,0.035,-0.131,0.132
'[09:48:09.656 24/01/1995]',0.003,0.003,-0.082,0.141
'[09:48:09.658 24/01/1995]',0.003,0.003,-0.082,0.141
'[09:48:09.660 24/01/1995]',0.003,0.003,-0.082,0.141
'[09:48:09.662 24/01/1995]',0.003,0.035,-0.082,0.141
'[09:48:09.664 24/01/1995]',0.003,0.035,-0.033,0.149
'[09:48:09.666 24/01/1995]',0.003,0.035,-0.033,0.149
'[09:48:09.668 24/01/1995]',0.003,0.035,-0.033,0.149
'[09:48:09.670 24/01/1995]',0.003,0.003,-0.033,0.149
'[09:48:09.672 24/01/1995]',0.003,-0.132,0.005,0.158
'[09:48:09.674 24/01/1995]',0.003,-0.199,0.005,0.158
'[09:48:09.676 24/01/1995]',0.003,-0.267,0.005,0.158
'[09:48:09.678 24/01/1995]',0.003,-0.301,0.005,0.158
'[09:48:09.680 24/01/1995]',0.003,-0.301,0.043,0.166
'[09:48:09.682 24/01/1995]',-0.032,-0.301,0.043,0.166
'[09:48:09.684 24/01/1995]',0.003,-0.301,0.043,0.166
'[09:48:09.686 24/01/1995]',-0.032,-0.301,0.043,0.166
'[09:48:09.688 24/01/1995]',-0.032,-0.301,0.060,0.175
'[09:48:09.690 24/01/1995]',-0.032,-0.301,0.060,0.175
'[09:48:09.692 24/01/1995]',-0.032,-0.301,0.060,0.175
'[09:48:09.694 24/01/1995]',-0.032,-0.301,0.060,0.175
'[09:48:09.696 24/01/1995]',-0.032,-0.301,0.076,0.185
'[09:48:09.698 24/01/1995]',-0.032,-0.301,0.076,0.185
'[09:48:09.700 24/01/1995]',-0.032,-0.301,0.076,0.185
'[09:48:09.702 24/01/1995]',-0.032,-0.267,0.076,0.185
'[09:48:09.704 24/01/1995]',-0.032,-0.267,0.087,0.196
'[09:48:09.706 24/01/1995]',-0.032,-0.267,0.087,0.196
'[09:48:09.708 24/01/1995]',-0.032,-0.267,0.087,0.196
'[09:48:09.710 24/01/1995]',-0.032,-0.267,0.087,0.196
'[09:48:09.712 24/01/1995]',-0.032,-0.267,0.087,0.207
'[09:48:09.714 24/01/1995]',-0.032,-0.233,0.087,0.207
'[09:48:09.716 24/01/1995]',-0.032,-0.233,0.087,0.207
'[09:48:09.718 24/01/1995]',-0.032,-0.233,0.087,0.207
'[09:48:09.720 24/01/1995]',-0.068,-0.233,0.087,0.220
'[09:48:09.722 24/01/1995]',-0.032,-0.233,0.087,0.220
'[09:48:09.724 24/01/1995]',-0.032,-0.233,0.087,0.220
'[09:48:09.726 24/01/1995]',-0.032,-0.233,0.087,0.220
'[09:48:09.728 24/01/1995]',0.003,-0.233,0.076,0.232
'[09:48:09.730 24/01/1995]',0.003,-0.233,0.076,0.232
'[09:48:09.732 24/01/1995]',0.003,-0.233,0.076,0.232
'[09:48:09.734 24/01/1995]',0.003,-0.233,0.076,0.232
'[09:48:09.736 24/01/1995]',0.003,-0.233,0.054,0.245
'[09:48:09.738 24/01/1995]',0.003,-0.233,0.054,0.245
'[09:48:09.740 24/01/1995]',0.003,-0.233,0.054,0.245
'[09:48:09.742 24/01/1995]',0.003,-0.233,0.054,0.245
'[09:48:09.744 24/01/1995]',0.003,-0.233,0.033,0.258
'[09:48:09.746 24/01/1995]',-0.032,-0.233,0.033,0.258
'[09:48:09.748 24/01/1995]',-0.032,-0.233,0.033,0.258
'[09:48:09.750 24/01/1995]',0.003,-0.233,0.033,0.258
'[09:48:09.752 24/01/1995]',0.003,-0.233,0.011,0.271
'[09:48:09.754 24/01/1995]',0.003,-0.233,0.011,0.271
'[09:48:09.756 24/01/1995]',0.003,-0.233,0.011,0.271
'[09:48:09.758 24/01/1995]',0.003,-0.199,0.011,0.271
'[09:48:09.760 24/01/1995]',0.003,-0.199,-0.022,0.284
'[09:48:09.762 24/01/1995]',0.003,-0.199,-0.022,0.284
'[09:48:09.764 24/01/1995]',0.003,-0.199,-0.022,0.284
'[09:48:09.766 24/01/1995]',0.003,-0.199,-0.022,0.284
'[09:48:09.768 24/01/1995]',0.003,-0.199,-0.054,0.298
'[09:48:09.770 24/01/1995]',0.003,-0.199,-0.054,0.298
'[09:48:09.772 24/01/1995]',0.003,-0.199,-0.054,0.298
'[09:48:09.774 24/01/1995]',0.003,-0.199,-0.054,0.298
'[09:48:09.776 24/01/1995]',0.003,-0.199,-0.087,0.311
'[09:48:09.778 24/01/1995]',0.003,-0.233,-0.087,0.311
'[09:48:09.780 24/01/1995]',0.003,-0.233,-0.087,0.311
'[09:48:09.782 24/01/1995]',0.003,-0.267,-0.087,0.311
'[09:48:09.784 24/01/1995]',0.037,-0.267,-0.126,0.325
'[09:48:09.786 24/01/1995]',0.037,-0.267,-0.126,0.325
'[09:48:09.788 24/01/1995]',0.037,-0.267,-0.126,0.325
'[09:48:09.790 24/01/1995]',0.037,-0.267,-0.126,0.325
'[09:48:09.792 24/01/1995]',0.037,-0.301,-0.159,0.338
'[09:48:09.794 24/01/1995]',0.037,-0.267,-0.159,0.338
'[09:48:09.796 24/01/1995]',0.037,-0.267,-0.159,0.338
'[09:48:09.798 24/01/1995]',0.003,-0.267,-0.159,0.338
'[09:48:09.800 24/01/1995]',0.003,-0.267,-0.191,0.351
'[09:48:09.802 24/01/1995]',0.003,-0.233,-0.191,0.351
'[09:48:09.804 24/01/1995]',0.003,-0.233,-0.191,0.351
'[09:48:09.806 24/01/1995]',0.003,-0.233,-0.191,0.351
