'Time and date','II','MCL1','V','ABP','PAP','PLETH','RESP'
'[14:01:21.466 24/11/1995]',0.677,-0.137,-0.097,150.600,41.925,-0.100,-0.728
'[14:01:21.468 24/11/1995]',0.683,-0.135,-0.087,150.600,41.925,-0.100,-0.728
'[14:01:21.470 24/11/1995]',0.690,-0.132,-0.087,150.600,41.925,-0.100,-0.728
'[14:01:21.472 24/11/1995]',0.696,-0.132,-0.078,149.475,42.275,-0.035,-0.731
'[14:01:21.474 24/11/1995]',0.703,-0.131,-0.078,149.475,42.275,-0.035,-0.731
'[14:01:21.476 24/11/1995]',0.707,-0.133,-0.078,149.475,42.275,-0.035,-0.731
'[14:01:21.478 24/11/1995]',0.711,-0.136,-0.087,149.475,42.275,-0.035,-0.731
'[14:01:21.480 24/11/1995]',0.711,-0.141,-0.097,148.650,42.450,0.026,-0.734
'[14:01:21.482 24/11/1995]',0.711,-0.147,-0.097,148.650,42.450,0.026,-0.734
'[14:01:21.484 24/11/1995]',0.707,-0.154,-0.097,148.650,42.450,0.026,-0.734
'[14:01:21.486 24/11/1995]',0.704,-0.161,-0.097,148.650,42.450,0.026,-0.734
'[14:01:21.488 24/11/1995]',0.701,-0.166,-0.097,148.125,42.525,0.086,-0.736
'[14:01:21.490 24/11/1995]',0.698,-0.171,-0.097,148.125,42.525,0.086,-0.736
'[14:01:21.492 24/11/1995]',0.695,-0.172,-0.087,148.125,42.525,0.086,-0.736
'[14:01:21.494 24/11/1995]',0.693,-0.173,-0.097,148.125,42.525,0.086,-0.736
'[14:01:21.496 24/11/1995]',0.692,-0.170,-0.097,147.825,42.450,0.138,-0.738
'[14:01:21.498 24/11/1995]',0.691,-0.168,-0.097,147.825,42.450,0.138,-0.738
'[14:01:21.500 24/11/1995]',0.690,-0.163,-0.087,147.825,42.450,0.138,-0.738
'[14:01:21.502 24/11/1995]',0.688,-0.159,-0.078,147.825,42.450,0.138,-0.738
'[14:01:21.504 24/11/1995]',0.686,-0.153,-0.058,147.750,42.275,0.185,-0.740
'[14:01:21.506 24/11/1995]',0.683,-0.147,-0.048,147.750,42.275,0.185,-0.740
'[14:01:21.508 24/11/1995]',0.679,-0.141,-0.048,147.750,42.275,0.185,-0.740
'[14:01:21.510 24/11/1995]',0.675,-0.136,-0.048,147.750,42.275,0.185,-0.740
'[14:01:21.512 24/11/1995]',0.669,-0.131,-0.058,147.825,42.050,0.226,-0.742
'[14:01:21.514 24/11/1995]',0.662,-0.127,-0.058,147.825,42.050,0.226,-0.742
'[14:01:21.516 24/11/1995]',0.659,-0.126,-0.068,147.825,42.050,0.226,-0.742
'[14:01:21.518 24/11/1995]',0.656,-0.125,-0.058,147.825,42.050,0.226,-0.742
'[14:01:21.520 24/11/1995]',0.654,-0.129,-0.048,148.125,41.700,0.264,-0.745
'[14:01:21.522 24/11/1995]',0.653,-0.133,-0.048,148.125,41.700,0.264,-0.745
'[14:01:21.524 24/11/1995]',0.652,-0.139,-0.048,148.125,41.700,0.264,-0.745
'[14:01:21.526 24/11/1995]',0.651,-0.145,-0.048,148.125,41.700,0.264,-0.745
'[14:01:21.528 24/11/1995]',0.649,-0.145,-0.048,148.350,41.400,0.297,-0.748
'[14:01:21.530 24/11/1995]',0.646,-0.145,-0.058,148.350,41.400,0.297,-0.748
'[14:01:21.532 24/11/1995]',0.641,-0.135,-0.068,148.350,41.400,0.297,-0.748
'[14:01:21.534 24/11/1995]',0.637,-0.124,-0.068,148.350,41.400,0.297,-0.748
'[14:01:21.536 24/11/1995]',0.631,-0.104,-0.068,148.650,41.000,0.326,-0.750
'[14:01:21.538 24/11/1995]',0.625,-0.084,-0.048,148.650,41.000,0.326,-0.750
'[14:01:21.540 24/11/1995]',0.620,-0.063,-0.038,148.650,41.000,0.326,-0.750
'[14:01:21.542 24/11/1995]',0.614,-0.042,-0.019,148.650,41.000,0.326,-0.750
'[14:01:21.544 24/11/1995]',0.609,-0.030,0.001,148.875,40.575,0.392,-0.751
'[14:01:21.546 24/11/1995]',0.603,-0.018,0.001,148.875,40.575,0.392,-0.751
'[14:01:21.548 24/11/1995]',0.596,-0.018,0.001,148.875,40.575,0.392,-0.751
'[14:01:21.550 24/11/1995]',0.588,-0.019,0.001,148.875,40.575,0.392,-0.751
'[14:01:21.552 24/11/1995]',0.580,-0.026,0.010,148.875,40.075,0.415,-0.751
'[14:01:21.554 24/11/1995]',0.572,-0.034,0.020,148.875,40.075,0.415,-0.751
'[14:01:21.556 24/11/1995]',0.563,-0.043,0.010,148.875,40.075,0.415,-0.751
'[14:01:21.558 24/11/1995]',0.553,-0.052,0.001,148.875,40.075,0.415,-0.751
'[14:01:21.560 24/11/1995]',0.542,-0.058,0.001,148.725,39.475,0.434,-0.751
'[14:01:21.562 24/11/1995]',0.531,-0.064,0.001,148.725,39.475,0.434,-0.751
'[14:01:21.564 24/11/1995]',0.520,-0.069,0.001,148.725,39.475,0.434,-0.751
'[14:01:21.566 24/11/1995]',0.510,-0.074,0.001,148.725,39.475,0.434,-0.751
'[14:01:21.568 24/11/1995]',0.502,-0.083,0.001,148.275,38.825,0.456,-0.751
'[14:01:21.570 24/11/1995]',0.495,-0.091,0.010,148.275,38.825,0.456,-0.751
'[14:01:21.572 24/11/1995]',0.490,-0.106,0.020,148.275,38.825,0.456,-0.751
'[14:01:21.574 24/11/1995]',0.486,-0.120,0.020,148.275,38.825,0.456,-0.751
'[14:01:21.576 24/11/1995]',0.484,-0.135,0.020,147.525,38.025,0.474,-0.750
'[14:01:21.578 24/11/1995]',0.482,-0.150,0.010,147.525,38.025,0.474,-0.750
'[14:01:21.580 24/11/1995]',0.480,-0.157,0.001,147.525,38.025,0.474,-0.750
'[14:01:21.582 24/11/1995]',0.477,-0.165,0.001,147.525,38.025,0.474,-0.750
'[14:01:21.584 24/11/1995]',0.474,-0.163,0.001,146.400,37.200,0.488,-0.749
'[14:01:21.586 24/11/1995]',0.471,-0.161,0.001,146.400,37.200,0.488,-0.749
'[14:01:21.588 24/11/1995]',0.466,-0.154,0.020,146.400,37.200,0.488,-0.749
'[14:01:21.590 24/11/1995]',0.461,-0.147,0.020,146.400,37.200,0.488,-0.749
'[14:01:21.592 24/11/1995]',0.459,-0.137,0.030,144.675,36.325,0.503,-0.748
'[14:01:21.594 24/11/1995]',0.457,-0.127,0.040,144.675,36.325,0.503,-0.748
'[14:01:21.596 24/11/1995]',0.454,-0.116,0.040,144.675,36.325,0.503,-0.748
'[14:01:21.598 24/11/1995]',0.452,-0.105,0.020,144.675,36.325,0.503,-0.748
'[14:01:21.600 24/11/1995]',0.449,-0.095,0.020,142.500,35.500,0.517,-0.746
'[14:01:21.602 24/11/1995]',0.447,-0.084,0.020,142.500,35.500,0.517,-0.746
'[14:01:21.604 24/11/1995]',0.445,-0.071,0.020,142.500,35.500,0.517,-0.746
'[14:01:21.606 24/11/1995]',0.444,-0.059,0.040,142.500,35.500,0.517,-0.746
'[14:01:21.608 24/11/1995]',0.441,-0.045,0.050,139.575,34.625,0.529,-0.744
'[14:01:21.610 24/11/1995]',0.437,-0.030,0.059,139.575,34.625,0.529,-0.744
'[14:01:21.612 24/11/1995]',0.432,-0.016,0.050,139.575,34.625,0.529,-0.744
'[14:01:21.614 24/11/1995]',0.426,-0.001,0.069,139.575,34.625,0.529,-0.744
'[14:01:21.616 24/11/1995]',0.419,0.011,0.069,136.125,33.800,0.538,-0.742
'[14:01:21.618 24/11/1995]',0.412,0.022,0.069,136.125,33.800,0.538,-0.742
'[14:01:21.620 24/11/1995]',0.408,0.029,0.079,136.125,33.800,0.538,-0.742
'[14:01:21.622 24/11/1995]',0.404,0.035,0.079,136.125,33.800,0.538,-0.742
'[14:01:21.624 24/11/1995]',0.404,0.034,0.099,132.150,33.025,0.545,-0.740
'[14:01:21.626 24/11/1995]',0.405,0.034,0.099,132.150,33.025,0.545,-0.740
'[14:01:21.628 24/11/1995]',0.406,0.029,0.099,132.150,33.025,0.545,-0.740
'[14:01:21.630 24/11/1995]',0.407,0.023,0.099,132.150,33.025,0.545,-0.740
'[14:01:21.632 24/11/1995]',0.408,0.015,0.089,127.875,32.325,0.553,-0.737
'[14:01:21.634 24/11/1995]',0.408,0.006,0.079,127.875,32.325,0.553,-0.737
'[14:01:21.636 24/11/1995]',0.407,-0.002,0.079,127.875,32.325,0.553,-0.737
'[14:01:21.638 24/11/1995]',0.405,-0.010,0.089,127.875,32.325,0.553,-0.737
'[14:01:21.640 24/11/1995]',0.402,-0.017,0.089,123.750,31.750,0.553,-0.735
'[14:01:21.642 24/11/1995]',0.399,-0.024,0.089,123.750,31.750,0.553,-0.735
'[14:01:21.644 24/11/1995]',0.396,-0.032,0.089,123.750,31.750,0.553,-0.735
'[14:01:21.646 24/11/1995]',0.394,-0.039,0.069,123.750,31.750,0.553,-0.735
'[14:01:21.648 24/11/1995]',0.394,-0.048,0.050,120.075,31.275,0.550,-0.732
'[14:01:21.650 24/11/1995]',0.394,-0.056,0.050,120.075,31.275,0.550,-0.732
'[14:01:21.652 24/11/1995]',0.394,-0.063,0.040,120.075,31.275,0.550,-0.732
'[14:01:21.654 24/11/1995]',0.394,-0.070,0.040,120.075,31.275,0.550,-0.732
'[14:01:21.656 24/11/1995]',0.394,-0.075,0.050,117.075,30.975,0.548,-0.729
'[14:01:21.658 24/11/1995]',0.394,-0.080,0.050,117.075,30.975,0.548,-0.729
'[14:01:21.660 24/11/1995]',0.394,-0.081,0.050,117.075,30.975,0.548,-0.729
'[14:01:21.662 24/11/1995]',0.394,-0.081,0.050,117.075,30.975,0.548,-0.729
'[14:01:21.664 24/11/1995]',0.394,-0.077,0.040,114.825,30.925,0.536,-0.726
'[14:01:21.666 24/11/1995]',0.394,-0.073,0.030,114.825,30.925,0.536,-0.726
'[14:01:21.668 24/11/1995]',0.394,-0.066,0.030,114.825,30.925,0.536,-0.726
'[14:01:21.670 24/11/1995]',0.394,-0.059,0.040,114.825,30.925,0.536,-0.726
'[14:01:21.672 24/11/1995]',0.395,-0.051,0.050,113.250,30.975,0.522,-0.723
'[14:01:21.674 24/11/1995]',0.395,-0.043,0.059,113.250,30.975,0.522,-0.723
'[14:01:21.676 24/11/1995]',0.397,-0.035,0.069,113.250,30.975,0.522,-0.723
'[14:01:21.678 24/11/1995]',0.399,-0.027,0.069,113.250,30.975,0.522,-0.723
'[14:01:21.680 24/11/1995]',0.400,-0.021,0.069,112.275,31.225,0.503,-0.720
'[14:01:21.682 24/11/1995]',0.400,-0.014,0.059,112.275,31.225,0.503,-0.720
'[14:01:21.684 24/11/1995]',0.400,-0.012,0.059,112.275,31.225,0.503,-0.720
'[14:01:21.686 24/11/1995]',0.400,-0.009,0.050,112.275,31.225,0.503,-0.720
'[14:01:21.688 24/11/1995]',0.400,-0.008,0.050,111.900,31.500,0.477,-0.717
'[14:01:21.690 24/11/1995]',0.400,-0.006,0.059,111.900,31.500,0.477,-0.717
'[14:01:21.692 24/11/1995]',0.403,-0.008,0.050,111.900,31.500,0.477,-0.717
'[14:01:21.694 24/11/1995]',0.405,-0.010,0.050,111.900,31.500,0.477,-0.717
'[14:01:21.696 24/11/1995]',0.409,-0.017,0.050,111.975,31.800,0.446,-0.714
'[14:01:21.698 24/11/1995]',0.413,-0.024,0.059,111.975,31.800,0.446,-0.714
'[14:01:21.700 24/11/1995]',0.419,-0.036,0.059,111.975,31.800,0.446,-0.714
'[14:01:21.702 24/11/1995]',0.424,-0.047,0.050,111.975,31.800,0.446,-0.714
'[14:01:21.704 24/11/1995]',0.428,-0.060,0.059,112.200,32.050,0.415,-0.711
'[14:01:21.706 24/11/1995]',0.432,-0.072,0.050,112.200,32.050,0.415,-0.711
'[14:01:21.708 24/11/1995]',0.437,-0.079,0.050,112.200,32.050,0.415,-0.711
'[14:01:21.710 24/11/1995]',0.442,-0.087,0.050,112.200,32.050,0.415,-0.711
'[14:01:21.712 24/11/1995]',0.445,-0.086,0.040,112.650,32.275,0.377,-0.708
'[14:01:21.714 24/11/1995]',0.449,-0.086,0.030,112.650,32.275,0.377,-0.708
'[14:01:21.716 24/11/1995]',0.450,-0.079,0.020,112.650,32.275,0.377,-0.708
'[14:01:21.718 24/11/1995]',0.452,-0.071,0.040,112.650,32.275,0.377,-0.708
'[14:01:21.720 24/11/1995]',0.452,-0.064,0.050,113.100,32.400,0.342,-0.705
'[14:01:21.722 24/11/1995]',0.452,-0.056,0.059,113.100,32.400,0.342,-0.705
'[14:01:21.724 24/11/1995]',0.448,-0.053,0.069,113.100,32.400,0.342,-0.705
'[14:01:21.726 24/11/1995]',0.444,-0.049,0.069,113.100,32.400,0.342,-0.705
'[14:01:21.728 24/11/1995]',0.438,-0.051,0.059,113.400,32.400,0.301,-0.703
'[14:01:21.730 24/11/1995]',0.432,-0.053,0.059,113.400,32.400,0.301,-0.703
'[14:01:21.732 24/11/1995]',0.427,-0.056,0.050,113.400,32.400,0.301,-0.703
'[14:01:21.734 24/11/1995]',0.421,-0.060,0.050,113.400,32.400,0.301,-0.703
'[14:01:21.736 24/11/1995]',0.415,-0.061,0.050,113.550,32.275,0.266,-0.700
'[14:01:21.738 24/11/1995]',0.408,-0.062,0.030,113.550,32.275,0.266,-0.700
'[14:01:21.740 24/11/1995]',0.404,-0.061,0.030,113.550,32.275,0.266,-0.700
'[14:01:21.742 24/11/1995]',0.400,-0.060,0.030,113.550,32.275,0.266,-0.700
'[14:01:21.744 24/11/1995]',0.399,-0.059,0.030,113.475,32.050,0.230,-0.697
'[14:01:21.746 24/11/1995]',0.397,-0.058,0.030,113.475,32.050,0.230,-0.697
'[14:01:21.748 24/11/1995]',0.395,-0.058,0.040,113.475,32.050,0.230,-0.697
'[14:01:21.750 24/11/1995]',0.394,-0.058,0.050,113.475,32.050,0.230,-0.697
'[14:01:21.752 24/11/1995]',0.393,-0.059,0.050,113.100,31.750,0.199,-0.694
'[14:01:21.754 24/11/1995]',0.392,-0.060,0.050,113.100,31.750,0.199,-0.694
'[14:01:21.756 24/11/1995]',0.388,-0.059,0.050,113.100,31.750,0.199,-0.694
'[14:01:21.758 24/11/1995]',0.384,-0.058,0.040,113.100,31.750,0.199,-0.694
'[14:01:21.760 24/11/1995]',0.380,-0.055,0.030,112.575,31.450,0.171,-0.692
'[14:01:21.762 24/11/1995]',0.376,-0.052,0.040,112.575,31.450,0.171,-0.692
'[14:01:21.764 24/11/1995]',0.372,-0.048,0.030,112.575,31.450,0.171,-0.692
'[14:01:21.766 24/11/1995]',0.368,-0.045,0.040,112.575,31.450,0.171,-0.692
'[14:01:21.768 24/11/1995]',0.367,-0.043,0.050,111.900,31.100,0.144,-0.689
'[14:01:21.770 24/11/1995]',0.365,-0.041,0.050,111.900,31.100,0.144,-0.689
'[14:01:21.772 24/11/1995]',0.368,-0.043,0.050,111.900,31.100,0.144,-0.689
'[14:01:21.774 24/11/1995]',0.371,-0.045,0.059,111.900,31.100,0.144,-0.689
'[14:01:21.776 24/11/1995]',0.378,-0.050,0.050,111.150,30.700,0.118,-0.686
'[14:01:21.778 24/11/1995]',0.384,-0.054,0.050,111.150,30.700,0.118,-0.686
'[14:01:21.780 24/11/1995]',0.389,-0.057,0.050,111.150,30.700,0.118,-0.686
'[14:01:21.782 24/11/1995]',0.394,-0.061,0.040,111.150,30.700,0.118,-0.686
'[14:01:21.784 24/11/1995]',0.395,-0.064,0.040,110.325,30.275,0.099,-0.683
'[14:01:21.786 24/11/1995]',0.395,-0.068,0.050,110.325,30.275,0.099,-0.683
'[14:01:21.788 24/11/1995]',0.394,-0.073,0.050,110.325,30.275,0.099,-0.683
'[14:01:21.790 24/11/1995]',0.392,-0.079,0.050,110.325,30.275,0.099,-0.683
'[14:01:21.792 24/11/1995]',0.389,-0.086,0.050,109.500,29.875,0.078,-0.681
'[14:01:21.794 24/11/1995]',0.386,-0.093,0.050,109.500,29.875,0.078,-0.681
'[14:01:21.796 24/11/1995]',0.383,-0.098,0.040,109.500,29.875,0.078,-0.681
'[14:01:21.798 24/11/1995]',0.381,-0.103,0.020,109.500,29.875,0.078,-0.681
'[14:01:21.800 24/11/1995]',0.379,-0.105,0.020,108.525,29.525,0.059,-0.678
'[14:01:21.802 24/11/1995]',0.376,-0.107,0.010,108.525,29.525,0.059,-0.678
'[14:01:21.804 24/11/1995]',0.376,-0.105,0.001,108.525,29.525,0.059,-0.678
'[14:01:21.806 24/11/1995]',0.376,-0.103,0.001,108.525,29.525,0.059,-0.678
'[14:01:21.808 24/11/1995]',0.379,-0.096,0.020,107.625,29.100,0.037,-0.676
'[14:01:21.810 24/11/1995]',0.383,-0.090,0.020,107.625,29.100,0.037,-0.676
'[14:01:21.812 24/11/1995]',0.387,-0.085,0.040,107.625,29.100,0.037,-0.676
'[14:01:21.814 24/11/1995]',0.391,-0.080,0.040,107.625,29.100,0.037,-0.676
'[14:01:21.816 24/11/1995]',0.396,-0.077,0.030,106.725,28.750,0.018,-0.673
'[14:01:21.818 24/11/1995]',0.402,-0.073,0.020,106.725,28.750,0.018,-0.673
'[14:01:21.820 24/11/1995]',0.407,-0.070,0.030,106.725,28.750,0.018,-0.673
'[14:01:21.822 24/11/1995]',0.412,-0.067,0.040,106.725,28.750,0.018,-0.673
'[14:01:21.824 24/11/1995]',0.414,-0.063,0.050,105.900,28.475,0.002,-0.669
'[14:01:21.826 24/11/1995]',0.416,-0.059,0.050,105.900,28.475,0.002,-0.669
'[14:01:21.828 24/11/1995]',0.417,-0.053,0.050,105.900,28.475,0.002,-0.669
'[14:01:21.830 24/11/1995]',0.418,-0.047,0.050,105.900,28.475,0.002,-0.669
'[14:01:21.832 24/11/1995]',0.417,-0.042,0.059,105.075,28.225,-0.015,-0.665
'[14:01:21.834 24/11/1995]',0.416,-0.037,0.050,105.075,28.225,-0.015,-0.665
'[14:01:21.836 24/11/1995]',0.417,-0.036,0.059,105.075,28.225,-0.015,-0.665
'[14:01:21.838 24/11/1995]',0.418,-0.035,0.069,105.075,28.225,-0.015,-0.665
'[14:01:21.840 24/11/1995]',0.421,-0.035,0.079,104.250,28.000,-0.034,-0.661
'[14:01:21.842 24/11/1995]',0.424,-0.035,0.079,104.250,28.000,-0.034,-0.661
'[14:01:21.844 24/11/1995]',0.432,-0.033,0.069,104.250,28.000,-0.034,-0.661
'[14:01:21.846 24/11/1995]',0.439,-0.030,0.050,104.250,28.000,-0.034,-0.661
'[14:01:21.848 24/11/1995]',0.447,-0.025,0.040,103.425,27.825,-0.055,-0.657
'[14:01:21.850 24/11/1995]',0.455,-0.019,0.020,103.425,27.825,-0.055,-0.657
'[14:01:21.852 24/11/1995]',0.461,-0.012,0.020,103.425,27.825,-0.055,-0.657
'[14:01:21.854 24/11/1995]',0.466,-0.006,0.020,103.425,27.825,-0.055,-0.657
'[14:01:21.856 24/11/1995]',0.473,-0.005,0.020,102.600,27.650,-0.070,-0.654
'[14:01:21.858 24/11/1995]',0.479,-0.004,0.030,102.600,27.650,-0.070,-0.654
'[14:01:21.860 24/11/1995]',0.485,-0.012,0.030,102.600,27.650,-0.070,-0.654
'[14:01:21.862 24/11/1995]',0.490,-0.021,0.020,102.600,27.650,-0.070,-0.654
'[14:01:21.864 24/11/1995]',0.495,-0.036,0.001,101.850,27.475,-0.088,-0.651
'[14:01:21.866 24/11/1995]',0.500,-0.052,0.001,101.850,27.475,-0.088,-0.651
'[14:01:21.868 24/11/1995]',0.502,-0.070,-0.009,101.850,27.475,-0.088,-0.651
'[14:01:21.870 24/11/1995]',0.503,-0.089,-0.009,101.850,27.475,-0.088,-0.651
'[14:01:21.872 24/11/1995]',0.500,-0.105,-0.009,101.175,27.300,-0.107,-0.650
'[14:01:21.874 24/11/1995]',0.497,-0.120,0.001,101.175,27.300,-0.107,-0.650
'[14:01:21.876 24/11/1995]',0.488,-0.131,0.001,101.175,27.300,-0.107,-0.650
'[14:01:21.878 24/11/1995]',0.479,-0.142,-0.009,101.175,27.300,-0.107,-0.650
'[14:01:21.880 24/11/1995]',0.469,-0.150,-0.019,100.425,27.175,-0.124,-0.648
'[14:01:21.882 24/11/1995]',0.460,-0.158,-0.029,100.425,27.175,-0.124,-0.648
'[14:01:21.884 24/11/1995]',0.452,-0.165,-0.019,100.425,27.175,-0.124,-0.648
'[14:01:21.886 24/11/1995]',0.444,-0.172,-0.009,100.425,27.175,-0.124,-0.648
'[14:01:21.888 24/11/1995]',0.438,-0.177,-0.009,99.675,27.050,-0.136,-0.647
'[14:01:21.890 24/11/1995]',0.432,-0.182,-0.009,99.675,27.050,-0.136,-0.647
'[14:01:21.892 24/11/1995]',0.431,-0.184,-0.019,99.675,27.050,-0.136,-0.647
'[14:01:21.894 24/11/1995]',0.429,-0.186,-0.019,99.675,27.050,-0.136,-0.647
'[14:01:21.896 24/11/1995]',0.428,-0.186,-0.019,99.000,26.950,-0.152,-0.645
'[14:01:21.898 24/11/1995]',0.426,-0.186,-0.009,99.000,26.950,-0.152,-0.645
'[14:01:21.900 24/11/1995]',0.424,-0.185,-0.009,99.000,26.950,-0.152,-0.645
'[14:01:21.902 24/11/1995]',0.421,-0.183,0.001,99.000,26.950,-0.152,-0.645
'[14:01:21.904 24/11/1995]',0.414,-0.178,0.001,98.325,26.950,-0.167,-0.644
'[14:01:21.906 24/11/1995]',0.407,-0.172,0.020,98.325,26.950,-0.167,-0.644
'[14:01:21.908 24/11/1995]',0.398,-0.165,0.020,98.325,26.950,-0.167,-0.644
'[14:01:21.910 24/11/1995]',0.389,-0.157,0.010,98.325,26.950,-0.167,-0.644
'[14:01:21.912 24/11/1995]',0.378,-0.147,0.001,97.725,27.000,-0.178,-0.640
'[14:01:21.914 24/11/1995]',0.367,-0.136,0.001,97.725,27.000,-0.178,-0.640
'[14:01:21.916 24/11/1995]',0.358,-0.124,0.001,97.725,27.000,-0.178,-0.640
'[14:01:21.918 24/11/1995]',0.349,-0.112,0.001,97.725,27.000,-0.178,-0.640
'[14:01:21.920 24/11/1995]',0.345,-0.099,0.010,97.200,27.050,-0.193,-0.631
'[14:01:21.922 24/11/1995]',0.341,-0.087,0.020,97.200,27.050,-0.193,-0.631
'[14:01:21.924 24/11/1995]',0.340,-0.075,0.040,97.200,27.050,-0.193,-0.631
'[14:01:21.926 24/11/1995]',0.339,-0.063,0.050,97.200,27.050,-0.193,-0.631
'[14:01:21.928 24/11/1995]',0.340,-0.053,0.040,96.675,27.050,-0.205,-0.619
'[14:01:21.930 24/11/1995]',0.341,-0.042,0.030,96.675,27.050,-0.205,-0.619
'[14:01:21.932 24/11/1995]',0.340,-0.035,0.030,96.675,27.050,-0.205,-0.619
'[14:01:21.934 24/11/1995]',0.339,-0.029,0.030,96.675,27.050,-0.205,-0.619
'[14:01:21.936 24/11/1995]',0.337,-0.028,0.040,96.300,27.000,-0.216,-0.603
'[14:01:21.938 24/11/1995]',0.334,-0.028,0.040,96.300,27.000,-0.216,-0.603
'[14:01:21.940 24/11/1995]',0.332,-0.032,0.050,96.300,27.000,-0.216,-0.603
'[14:01:21.942 24/11/1995]',0.330,-0.037,0.050,96.300,27.000,-0.216,-0.603
'[14:01:21.944 24/11/1995]',0.327,-0.041,0.050,95.850,26.825,-0.226,-0.584
'[14:01:21.946 24/11/1995]',0.325,-0.045,0.050,95.850,26.825,-0.226,-0.584
'[14:01:21.948 24/11/1995]',0.320,-0.044,0.030,95.850,26.825,-0.226,-0.584
'[14:01:21.950 24/11/1995]',0.315,-0.042,0.020,95.850,26.825,-0.226,-0.584
'[14:01:21.952 24/11/1995]',0.308,-0.031,0.030,95.550,26.600,-0.238,-0.561
'[14:01:21.954 24/11/1995]',0.301,-0.021,0.040,95.550,26.600,-0.238,-0.561
'[14:01:21.956 24/11/1995]',0.296,-0.006,0.050,95.550,26.600,-0.238,-0.561
'[14:01:21.958 24/11/1995]',0.291,0.009,0.079,95.550,26.600,-0.238,-0.561
'[14:01:21.960 24/11/1995]',0.296,0.019,0.108,95.325,26.425,-0.247,-0.535
'[14:01:21.962 24/11/1995]',0.301,0.029,0.128,95.325,26.425,-0.247,-0.535
'[14:01:21.964 24/11/1995]',0.325,0.026,0.147,95.325,26.425,-0.247,-0.535
'[14:01:21.966 24/11/1995]',0.349,0.022,0.147,95.325,26.425,-0.247,-0.535
'[14:01:21.968 24/11/1995]',0.400,-0.001,0.147,95.250,26.350,-0.255,-0.507
'[14:01:21.970 24/11/1995]',0.452,-0.025,0.147,95.250,26.350,-0.255,-0.507
'[14:01:21.972 24/11/1995]',0.531,-0.075,0.128,95.250,26.350,-0.255,-0.507
'[14:01:21.974 24/11/1995]',0.611,-0.125,0.099,95.250,26.350,-0.255,-0.507
'[14:01:21.976 24/11/1995]',0.715,-0.202,0.040,95.475,26.350,-0.262,-0.479
'[14:01:21.978 24/11/1995]',0.818,-0.280,0.001,95.475,26.350,-0.262,-0.479
'[14:01:21.980 24/11/1995]',0.936,-0.376,-0.078,95.475,26.350,-0.262,-0.479
'[14:01:21.982 24/11/1995]',1.055,-0.471,-0.156,95.475,26.350,-0.262,-0.479
'[14:01:21.984 24/11/1995]',1.166,-0.567,-0.264,95.850,26.350,-0.267,-0.453
'[14:01:21.986 24/11/1995]',1.277,-0.663,-0.391,95.850,26.350,-0.267,-0.453
'[14:01:21.988 24/11/1995]',1.352,-0.740,-0.528,95.850,26.350,-0.267,-0.453
'[14:01:21.990 24/11/1995]',1.428,-0.818,-0.645,95.850,26.350,-0.267,-0.453
'[14:01:21.992 24/11/1995]',1.442,-0.865,-0.743,96.600,26.425,-0.272,-0.428
'[14:01:21.994 24/11/1995]',1.457,-0.913,-0.811,96.600,26.425,-0.272,-0.428
'[14:01:21.996 24/11/1995]',1.401,-,-0.840,96.600,26.425,-0.272,-0.428
'[14:01:21.998 24/11/1995]',1.346,-,-0.860,96.600,26.425,-0.272,-0.428
'[14:01:22.000 24/11/1995]',1.230,-,-0.850,97.275,26.475,-0.272,-0.404
'[14:01:22.002 24/11/1995]',1.114,-,-0.811,97.275,26.475,-0.272,-0.404
'[14:01:22.004 24/11/1995]',0.971,-0.880,-0.762,97.275,26.475,-0.272,-0.404
'[14:01:22.006 24/11/1995]',0.828,-0.846,-0.703,97.275,26.475,-0.272,-0.404
'[14:01:22.008 24/11/1995]',0.695,-0.795,-0.625,98.025,26.475,-0.274,-0.384
'[14:01:22.010 24/11/1995]',0.563,-0.744,-0.537,98.025,26.475,-0.274,-0.384
'[14:01:22.012 24/11/1995]',0.467,-0.682,-0.469,98.025,26.475,-0.274,-0.384
'[14:01:22.014 24/11/1995]',0.371,-0.619,-0.401,98.025,26.475,-0.274,-0.384
'[14:01:22.016 24/11/1995]',0.316,-0.553,-0.332,98.325,26.425,-0.269,-0.367
'[14:01:22.018 24/11/1995]',0.260,-0.486,-0.283,98.325,26.425,-0.269,-0.367
'[14:01:22.020 24/11/1995]',0.239,-0.423,-0.224,98.325,26.425,-0.269,-0.367
'[14:01:22.022 24/11/1995]',0.217,-0.360,-0.165,98.325,26.425,-0.269,-0.367
'[14:01:22.024 24/11/1995]',0.217,-0.306,-0.117,98.475,26.175,-0.267,-0.355
'[14:01:22.026 24/11/1995]',0.217,-0.252,-0.068,98.475,26.175,-0.267,-0.355
'[14:01:22.028 24/11/1995]',0.227,-0.208,-0.048,98.475,26.175,-0.267,-0.355
'[14:01:22.030 24/11/1995]',0.238,-0.165,-0.009,98.475,26.175,-0.267,-0.355
'[14:01:22.032 24/11/1995]',0.250,-0.131,0.001,98.250,25.875,-0.267,-0.347
'[14:01:22.034 24/11/1995]',0.262,-0.097,0.010,98.250,25.875,-0.267,-0.347
'[14:01:22.036 24/11/1995]',0.271,-0.070,0.040,98.250,25.875,-0.267,-0.347
'[14:01:22.038 24/11/1995]',0.280,-0.044,0.059,98.250,25.875,-0.267,-0.347
