'Time and date','III ','I ','V ','ABP ','PAP ','PLETH ','RESP '
'[08:16:39.986 26/10/1994]',-0.035,0.396,0.034,67.550,41.300,-0.013,-
'[08:16:39.988 26/10/1994]',-0.032,0.373,0.034,67.550,41.300,-0.013,-
'[08:16:39.990 26/10/1994]',-0.028,0.341,0.022,67.550,41.300,-0.013,-
'[08:16:39.992 26/10/1994]',-0.022,0.297,0.022,66.750,41.600,-0.082,-
'[08:16:39.994 26/10/1994]',-0.017,0.187,0.001,66.750,41.600,-0.082,-
'[08:16:39.996 26/10/1994]',-0.013,0.001,-0.010,66.750,41.600,-0.082,-
'[08:16:39.998 26/10/1994]',-0.009,-0.076,-0.021,66.750,41.600,-0.082,-
'[08:16:40.000 26/10/1994]',-0.009,0.001,0.001,66.300,41.888,-0.147,-
'[08:16:40.002 26/10/1994]',-0.009,0.111,0.001,66.300,41.888,-0.147,-
'[08:16:40.004 26/10/1994]',-0.011,0.176,0.011,66.300,41.888,-0.147,-
'[08:16:40.006 26/10/1994]',-0.013,0.253,0.022,66.300,41.888,-0.147,-
'[08:16:40.008 26/10/1994]',-0.015,-0.164,-0.032,66.050,42.125,-0.209,-
'[08:16:40.010 26/10/1994]',-0.016,-0.240,-0.032,66.050,42.125,-0.209,-
'[08:16:40.012 26/10/1994]',-0.015,-0.021,0.001,66.050,42.125,-0.209,-
'[08:16:40.014 26/10/1994]',-0.014,0.220,0.034,66.050,42.125,-0.209,-
'[08:16:40.016 26/10/1994]',-0.011,0.220,0.022,66.250,42.300,-0.267,-
'[08:16:40.018 26/10/1994]',-0.009,0.264,0.022,66.250,42.300,-0.267,-
'[08:16:40.020 26/10/1994]',-0.008,0.077,0.001,66.250,42.300,-0.267,-
'[08:16:40.022 26/10/1994]',-0.007,-0.328,-0.076,66.250,42.300,-0.267,-
'[08:16:40.024 26/10/1994]',-0.009,-0.690,-0.120,66.700,42.362,-0.322,-
'[08:16:40.026 26/10/1994]',-0.010,-0.481,-0.076,66.700,42.362,-0.322,-
'[08:16:40.028 26/10/1994]',-0.013,0.077,0.011,66.700,42.362,-0.322,-
'[08:16:40.030 26/10/1994]',-0.017,0.483,0.056,66.700,42.362,-0.322,-
'[08:16:40.032 26/10/1994]',-0.019,0.242,0.011,67.650,42.362,-0.371,-
'[08:16:40.034 26/10/1994]',-0.022,-0.328,-0.065,67.650,42.362,-0.371,-
'[08:16:40.036 26/10/1994]',-0.022,-0.164,-0.021,67.650,42.362,-0.371,-
'[08:16:40.038 26/10/1994]',-0.022,0.362,0.056,67.650,42.362,-0.371,-
'[08:16:40.040 26/10/1994]',-0.021,0.286,0.034,68.950,42.362,-0.415,-
'[08:16:40.042 26/10/1994]',-0.019,0.001,-0.010,68.950,42.362,-0.415,-
'[08:16:40.044 26/10/1994]',-0.017,0.077,0.001,68.950,42.362,-0.415,-
'[08:16:40.046 26/10/1994]',-0.014,-0.174,-0.043,68.950,42.362,-0.415,-
'[08:16:40.048 26/10/1994]',-0.009,-0.120,-0.032,70.450,42.362,-0.454,-
'[08:16:40.050 26/10/1994]',-0.005,-0.076,-0.032,70.450,42.362,-0.454,-
'[08:16:40.052 26/10/1994]',-0.002,0.100,-0.010,70.450,42.362,-0.454,-
'[08:16:40.054 26/10/1994]',0.001,-0.317,-0.076,70.450,42.362,-0.454,-
'[08:16:40.056 26/10/1994]',0.002,-0.614,-0.109,72.200,42.362,-0.486,-
'[08:16:40.058 26/10/1994]',0.002,-0.492,-0.098,72.200,42.362,-0.486,-
'[08:16:40.060 26/10/1994]',-0.002,-0.274,-0.054,72.200,42.362,-0.486,-
'[08:16:40.062 26/10/1994]',-0.006,-0.394,-0.076,72.200,42.362,-0.486,-
'[08:16:40.064 26/10/1994]',-0.013,-0.614,-0.109,74.050,42.362,-0.512,-
'[08:16:40.066 26/10/1994]',-0.019,-0.646,-0.109,74.050,42.362,-0.512,-
'[08:16:40.068 26/10/1994]',-0.026,-0.306,-0.054,74.050,42.362,-0.512,-
'[08:16:40.070 26/10/1994]',-0.033,-0.274,-0.054,74.050,42.362,-0.512,-
'[08:16:40.072 26/10/1994]',-0.038,-0.317,-0.054,75.950,42.362,-0.529,-
'[08:16:40.074 26/10/1994]',-0.043,0.121,0.001,75.950,42.362,-0.529,-
'[08:16:40.076 26/10/1994]',-0.045,0.011,-0.010,75.950,42.362,-0.529,-
'[08:16:40.078 26/10/1994]',-0.047,0.351,0.034,75.950,42.362,-0.529,-
'[08:16:40.080 26/10/1994]',-0.046,0.747,0.088,78.000,42.237,-0.539,-
'[08:16:40.082 26/10/1994]',-0.046,0.834,0.088,78.000,42.237,-0.539,-
'[08:16:40.084 26/10/1994]',-0.044,0.571,0.044,78.000,42.237,-0.539,-
'[08:16:40.086 26/10/1994]',-0.042,0.351,0.011,78.000,42.237,-0.539,-
'[08:16:40.088 26/10/1994]',-0.040,0.385,0.022,80.000,42.188,-0.540,-
'[08:16:40.090 26/10/1994]',-0.038,0.582,0.056,80.000,42.188,-0.540,-
'[08:16:40.092 26/10/1994]',-0.036,0.625,0.056,80.000,42.188,-0.540,-
'[08:16:40.094 26/10/1994]',-0.034,0.604,0.056,80.000,42.188,-0.540,-
'[08:16:40.096 26/10/1994]',-0.032,0.560,0.044,82.050,42.000,-0.532,-
'[08:16:40.098 26/10/1994]',-0.030,0.516,0.034,82.050,42.000,-0.532,-
'[08:16:40.100 26/10/1994]',-0.028,0.472,0.022,82.050,42.000,-0.532,-
'[08:16:40.102 26/10/1994]',-0.025,0.428,0.022,82.050,42.000,-0.532,-
'[08:16:40.104 26/10/1994]',-0.023,0.373,0.011,83.950,41.825,-0.514,-
'[08:16:40.106 26/10/1994]',-0.021,0.330,0.011,83.950,41.825,-0.514,-
'[08:16:40.108 26/10/1994]',-0.020,0.297,0.011,83.950,41.825,-0.514,-
'[08:16:40.110 26/10/1994]',-0.019,0.297,0.011,83.950,41.825,-0.514,-
'[08:16:40.112 26/10/1994]',-0.018,0.286,0.011,85.650,41.538,-0.489,-
'[08:16:40.114 26/10/1994]',-0.016,0.286,0.011,85.650,41.538,-0.489,-
'[08:16:40.116 26/10/1994]',-0.011,0.275,0.001,85.650,41.538,-0.489,-
'[08:16:40.118 26/10/1994]',-0.006,0.253,0.001,85.650,41.538,-0.489,-
'[08:16:40.120 26/10/1994]',0.009,0.242,-0.010,87.050,41.250,-0.455,-
'[08:16:40.122 26/10/1994]',0.023,0.231,-0.010,87.050,41.250,-0.455,-
'[08:16:40.124 26/10/1994]',0.051,0.220,-0.021,87.050,41.250,-0.455,-
'[08:16:40.126 26/10/1994]',0.079,0.198,-0.054,87.050,41.250,-0.455,-
'[08:16:40.128 26/10/1994]',0.128,0.187,-0.087,88.000,40.950,-0.415,-
'[08:16:40.130 26/10/1994]',0.177,0.187,-0.131,88.000,40.950,-0.415,-
'[08:16:40.132 26/10/1994]',0.247,0.198,-0.185,88.000,40.950,-0.415,-
'[08:16:40.134 26/10/1994]',0.318,0.187,-0.230,88.000,40.950,-0.415,-
'[08:16:40.136 26/10/1994]',0.396,0.154,-0.295,88.350,40.663,-0.370,-
'[08:16:40.138 26/10/1994]',0.473,0.100,-0.350,88.350,40.663,-0.370,-
'[08:16:40.140 26/10/1994]',0.535,0.022,-0.405,88.350,40.663,-0.370,-
'[08:16:40.142 26/10/1994]',0.598,-0.065,-0.449,88.350,40.663,-0.370,-
'[08:16:40.144 26/10/1994]',0.624,-0.142,-0.492,88.150,40.312,-0.322,-1.010
'[08:16:40.146 26/10/1994]',0.649,-0.207,-0.525,88.150,40.312,-0.322,-1.010
'[08:16:40.148 26/10/1994]',0.630,-0.252,-0.536,88.150,40.312,-0.322,-1.010
'[08:16:40.150 26/10/1994]',0.612,-0.284,-0.536,88.150,40.312,-0.322,-1.010
'[08:16:40.152 26/10/1994]',0.558,-0.295,-0.525,87.500,39.900,-0.272,-0.976
'[08:16:40.154 26/10/1994]',0.504,-0.295,-0.492,87.500,39.900,-0.272,-0.976
'[08:16:40.156 26/10/1994]',0.434,-0.284,-0.449,87.500,39.900,-0.272,-0.976
'[08:16:40.158 26/10/1994]',0.365,-0.252,-0.405,87.500,39.900,-0.272,-0.976
'[08:16:40.160 26/10/1994]',0.297,-0.218,-0.361,86.600,39.550,-0.224,-0.947
'[08:16:40.162 26/10/1994]',0.230,-0.185,-0.295,86.600,39.550,-0.224,-0.947
'[08:16:40.164 26/10/1994]',0.176,-0.142,-0.240,86.600,39.550,-0.224,-0.947
'[08:16:40.166 26/10/1994]',0.122,-0.087,-0.185,86.600,39.550,-0.224,-0.947
'[08:16:40.168 26/10/1994]',0.084,-0.054,-0.142,85.350,39.188,-0.181,-0.927
'[08:16:40.170 26/10/1994]',0.046,-0.021,-0.109,85.350,39.188,-0.181,-0.927
'[08:16:40.172 26/10/1994]',0.021,0.011,-0.065,85.350,39.188,-0.181,-0.927
'[08:16:40.174 26/10/1994]',-0.003,0.044,-0.032,85.350,39.188,-0.181,-0.927
'[08:16:40.176 26/10/1994]',-0.018,0.067,-0.010,84.000,38.788,-0.141,-0.916
'[08:16:40.178 26/10/1994]',-0.033,0.088,0.011,84.000,38.788,-0.141,-0.916
'[08:16:40.180 26/10/1994]',-0.042,0.111,0.034,84.000,38.788,-0.141,-0.916
'[08:16:40.182 26/10/1994]',-0.050,0.133,0.044,84.000,38.788,-0.141,-0.916
'[08:16:40.184 26/10/1994]',-0.052,0.143,0.056,82.550,38.375,-0.110,-0.912
'[08:16:40.186 26/10/1994]',-0.054,0.154,0.056,82.550,38.375,-0.110,-0.912
'[08:16:40.188 26/10/1994]',-0.051,0.154,0.056,82.550,38.375,-0.110,-0.912
'[08:16:40.190 26/10/1994]',-0.047,0.154,0.056,82.550,38.375,-0.110,-0.912
'[08:16:40.192 26/10/1994]',-0.041,0.154,0.056,81.000,37.962,-0.088,-0.916
'[08:16:40.194 26/10/1994]',-0.034,0.154,0.056,81.000,37.962,-0.088,-0.916
'[08:16:40.196 26/10/1994]',-0.029,0.154,0.056,81.000,37.962,-0.088,-0.916
'[08:16:40.198 26/10/1994]',-0.023,0.044,0.034,81.000,37.962,-0.088,-0.916
'[08:16:40.200 26/10/1994]',-0.022,-0.284,-0.010,79.450,37.375,-0.074,-0.927
'[08:16:40.202 26/10/1994]',-0.021,-0.427,-0.021,79.450,37.375,-0.074,-0.927
'[08:16:40.204 26/10/1994]',-0.025,-0.427,-0.021,79.450,37.375,-0.074,-0.927
'[08:16:40.206 26/10/1994]',-0.028,-0.394,-0.010,79.450,37.375,-0.074,-0.927
'[08:16:40.208 26/10/1994]',-0.034,-0.361,-0.010,77.750,36.675,-0.070,-0.945
'[08:16:40.210 26/10/1994]',-0.040,-0.328,0.001,77.750,36.675,-0.070,-0.945
'[08:16:40.212 26/10/1994]',-0.044,-0.306,0.001,77.750,36.675,-0.070,-0.945
'[08:16:40.214 26/10/1994]',-0.049,-0.263,0.001,77.750,36.675,-0.070,-0.945
'[08:16:40.216 26/10/1994]',-0.049,-0.076,0.022,76.050,35.850,-0.076,-0.969
'[08:16:40.218 26/10/1994]',-0.048,-0.076,0.022,76.050,35.850,-0.076,-0.969
'[08:16:40.220 26/10/1994]',-0.043,-0.174,0.001,76.050,35.850,-0.076,-0.969
'[08:16:40.222 26/10/1994]',-0.039,-0.153,0.011,76.050,35.850,-0.076,-0.969
'[08:16:40.224 26/10/1994]',-0.034,-0.153,0.011,74.400,34.913,-0.091,-0.997
'[08:16:40.226 26/10/1994]',-0.029,0.011,0.034,74.400,34.913,-0.091,-0.997
'[08:16:40.228 26/10/1994]',-0.027,-0.010,0.022,74.400,34.913,-0.091,-0.997
'[08:16:40.230 26/10/1994]',-0.025,-0.274,0.001,74.400,34.913,-0.091,-0.997
'[08:16:40.232 26/10/1994]',-0.026,-0.481,-0.032,72.900,33.862,-0.113,-
'[08:16:40.234 26/10/1994]',-0.028,-0.558,-0.043,72.900,33.862,-0.113,-
'[08:16:40.236 26/10/1994]',-0.034,-0.570,-0.032,72.900,33.862,-0.113,-
'[08:16:40.238 26/10/1994]',-0.039,-0.503,-0.021,72.900,33.862,-0.113,-
'[08:16:40.240 26/10/1994]',-0.045,-0.383,-0.010,71.600,32.862,-0.141,-
'[08:16:40.242 26/10/1994]',-0.051,-0.295,0.001,71.600,32.862,-0.141,-
'[08:16:40.244 26/10/1994]',-0.053,-0.230,0.001,71.600,32.862,-0.141,-
'[08:16:40.246 26/10/1994]',-0.056,-0.142,0.022,71.600,32.862,-0.141,-
'[08:16:40.248 26/10/1994]',-0.053,-0.076,0.022,70.300,31.988,-0.176,-
'[08:16:40.250 26/10/1994]',-0.050,-0.076,0.022,70.300,31.988,-0.176,-
'[08:16:40.252 26/10/1994]',-0.044,0.088,0.056,70.300,31.988,-0.176,-
'[08:16:40.254 26/10/1994]',-0.039,0.231,0.077,70.300,31.988,-0.176,-
'[08:16:40.256 26/10/1994]',-0.035,0.001,0.044,69.050,31.400,-0.216,-
'[08:16:40.258 26/10/1994]',-0.032,-0.295,0.001,69.050,31.400,-0.216,-
'[08:16:40.260 26/10/1994]',-0.031,-0.460,-0.010,69.050,31.400,-0.216,-
'[08:16:40.262 26/10/1994]',-0.030,-0.525,-0.021,69.050,31.400,-0.216,-
'[08:16:40.264 26/10/1994]',-0.031,-0.514,-0.021,67.900,31.050,-0.257,-
'[08:16:40.266 26/10/1994]',-0.032,-0.449,-0.010,67.900,31.050,-0.257,-
'[08:16:40.268 26/10/1994]',-0.036,-0.394,-0.010,67.900,31.050,-0.257,-
'[08:16:40.270 26/10/1994]',-0.041,-0.350,0.001,67.900,31.050,-0.257,-
'[08:16:40.272 26/10/1994]',-0.045,-0.317,0.001,66.850,30.875,-0.303,-
'[08:16:40.274 26/10/1994]',-0.049,-0.295,0.011,66.850,30.875,-0.303,-
'[08:16:40.276 26/10/1994]',-0.050,-0.295,0.011,66.850,30.875,-0.303,-
'[08:16:40.278 26/10/1994]',-0.050,-0.295,0.011,66.850,30.875,-0.303,-
'[08:16:40.280 26/10/1994]',-0.046,-0.274,0.022,65.850,30.700,-0.349,-
'[08:16:40.282 26/10/1994]',-0.043,-0.240,0.022,65.850,30.700,-0.349,-
'[08:16:40.284 26/10/1994]',-0.037,-0.197,0.034,65.850,30.700,-0.349,-
'[08:16:40.286 26/10/1994]',-0.032,-0.174,0.034,65.850,30.700,-0.349,-
'[08:16:40.288 26/10/1994]',-0.029,-0.164,0.034,64.850,30.575,-0.396,-
'[08:16:40.290 26/10/1994]',-0.025,-0.164,0.034,64.850,30.575,-0.396,-
'[08:16:40.292 26/10/1994]',-0.024,-0.174,0.034,64.850,30.575,-0.396,-
'[08:16:40.294 26/10/1994]',-0.023,-0.185,0.022,64.850,30.575,-0.396,-
'[08:16:40.296 26/10/1994]',-0.025,-0.197,0.034,63.800,30.575,-0.444,-
'[08:16:40.298 26/10/1994]',-0.027,-0.164,0.034,63.800,30.575,-0.444,-
'[08:16:40.300 26/10/1994]',-0.030,-0.120,0.044,63.800,30.575,-0.444,-
'[08:16:40.302 26/10/1994]',-0.033,-0.087,0.044,63.800,30.575,-0.444,-
'[08:16:40.304 26/10/1994]',-0.034,-0.076,0.044,62.650,30.700,-0.491,-
'[08:16:40.306 26/10/1994]',-0.034,-0.087,0.044,62.650,30.700,-0.491,-
'[08:16:40.308 26/10/1994]',-0.034,-0.109,0.044,62.650,30.700,-0.491,-
'[08:16:40.310 26/10/1994]',-0.033,-0.142,0.044,62.650,30.700,-0.491,-
'[08:16:40.312 26/10/1994]',-0.032,-0.164,0.044,61.600,31.050,-0.540,-
'[08:16:40.314 26/10/1994]',-0.031,-0.142,0.056,61.600,31.050,-0.540,-
'[08:16:40.316 26/10/1994]',-0.028,-0.120,0.056,61.600,31.050,-0.540,-
'[08:16:40.318 26/10/1994]',-0.024,-0.087,0.056,61.600,31.050,-0.540,-
'[08:16:40.320 26/10/1994]',-0.019,-0.065,0.056,60.600,31.637,-0.588,-
'[08:16:40.322 26/10/1994]',-0.014,-0.065,0.056,60.600,31.637,-0.588,-
'[08:16:40.324 26/10/1994]',-0.009,-0.076,0.056,60.600,31.637,-0.588,-
'[08:16:40.326 26/10/1994]',-0.005,-0.098,0.044,60.600,31.637,-0.588,-
'[08:16:40.328 26/10/1994]',-0.003,-0.120,0.044,59.850,32.275,-0.634,-
'[08:16:40.330 26/10/1994]',0.000,-0.131,0.034,59.850,32.275,-0.634,-
'[08:16:40.332 26/10/1994]',0.002,-0.120,0.044,59.850,32.275,-0.634,-
'[08:16:40.334 26/10/1994]',0.003,-0.098,0.044,59.850,32.275,-0.634,-
'[08:16:40.336 26/10/1994]',0.004,-0.065,0.056,59.500,33.038,-0.679,-
'[08:16:40.338 26/10/1994]',0.004,-0.032,0.056,59.500,33.038,-0.679,-
'[08:16:40.340 26/10/1994]',0.004,-0.043,0.056,59.500,33.038,-0.679,-
'[08:16:40.342 26/10/1994]',0.005,-0.054,0.056,59.500,33.038,-0.679,-
'[08:16:40.344 26/10/1994]',0.008,-0.043,0.067,60.050,33.800,-0.723,-
'[08:16:40.346 26/10/1994]',0.011,0.001,0.067,60.050,33.800,-0.723,-
'[08:16:40.348 26/10/1994]',0.013,0.056,0.088,60.050,33.800,-0.723,-
'[08:16:40.350 26/10/1994]',0.015,0.198,0.121,60.050,33.800,-0.723,-
'[08:16:40.352 26/10/1994]',0.017,0.341,0.143,62.200,34.625,-0.765,-
'[08:16:40.354 26/10/1994]',0.019,0.396,0.143,62.200,34.625,-0.765,-
'[08:16:40.356 26/10/1994]',0.020,0.385,0.143,62.200,34.625,-0.765,-
'[08:16:40.358 26/10/1994]',0.021,0.297,0.133,62.200,34.625,-0.765,-
'[08:16:40.360 26/10/1994]',0.021,0.165,0.111,66.050,35.388,-0.806,-
'[08:16:40.362 26/10/1994]',0.021,0.100,0.100,66.050,35.388,-0.806,-
'[08:16:40.364 26/10/1994]',0.024,0.165,0.100,66.050,35.388,-0.806,-
'[08:16:40.366 26/10/1994]',0.026,0.220,0.111,66.050,35.388,-0.806,-
'[08:16:40.368 26/10/1994]',0.031,0.209,0.100,71.350,35.975,-0.846,-
'[08:16:40.370 26/10/1994]',0.036,0.220,0.100,71.350,35.975,-0.846,-
'[08:16:40.372 26/10/1994]',0.042,0.264,0.111,71.350,35.975,-0.846,-
'[08:16:40.374 26/10/1994]',0.048,0.264,0.111,71.350,35.975,-0.846,-
'[08:16:40.376 26/10/1994]',0.052,0.242,0.111,77.200,36.438,-0.882,-
'[08:16:40.378 26/10/1994]',0.056,0.176,0.100,77.200,36.438,-0.882,-
'[08:16:40.380 26/10/1994]',0.058,0.187,0.100,77.200,36.438,-0.882,-
'[08:16:40.382 26/10/1994]',0.059,0.275,0.121,77.200,36.438,-0.882,-
'[08:16:40.384 26/10/1994]',0.059,0.385,0.133,83.200,36.788,-0.913,-
'[08:16:40.386 26/10/1994]',0.059,0.527,0.154,83.200,36.788,-0.913,-
'[08:16:40.388 26/10/1994]',0.059,0.615,0.176,83.200,36.788,-0.913,-
'[08:16:40.390 26/10/1994]',0.059,0.636,0.176,83.200,36.788,-0.913,-
'[08:16:40.392 26/10/1994]',0.060,0.703,0.187,89.250,37.200,-0.939,-
'[08:16:40.394 26/10/1994]',0.062,0.747,0.187,89.250,37.200,-0.939,-
'[08:16:40.396 26/10/1994]',0.065,0.747,0.187,89.250,37.200,-0.939,-
'[08:16:40.398 26/10/1994]',0.067,0.692,0.176,89.250,37.200,-0.939,-
'[08:16:40.400 26/10/1994]',0.070,0.658,0.165,95.500,37.612,-0.955,-
'[08:16:40.402 26/10/1994]',0.073,0.625,0.165,95.500,37.612,-0.955,-
'[08:16:40.404 26/10/1994]',0.076,0.582,0.165,95.500,37.612,-0.955,-
'[08:16:40.406 26/10/1994]',0.080,0.538,0.165,95.500,37.612,-0.955,-
'[08:16:40.408 26/10/1994]',0.086,0.494,0.154,101.800,38.075,-0.956,-
'[08:16:40.410 26/10/1994]',0.091,0.462,0.143,101.800,38.075,-0.956,-
'[08:16:40.412 26/10/1994]',0.100,0.428,0.133,101.800,38.075,-0.956,-
'[08:16:40.414 26/10/1994]',0.109,0.396,0.111,101.800,38.075,-0.956,-
'[08:16:40.416 26/10/1994]',0.117,0.362,0.111,107.900,38.550,-0.939,-
'[08:16:40.418 26/10/1994]',0.126,0.341,0.100,107.900,38.550,-0.939,-
'[08:16:40.420 26/10/1994]',0.129,0.297,0.088,107.900,38.550,-0.939,-
'[08:16:40.422 26/10/1994]',0.132,-0.263,0.001,107.900,38.550,-0.939,-
'[08:16:40.424 26/10/1994]',0.127,-0.788,-0.065,113.050,38.962,-0.902,-
'[08:16:40.426 26/10/1994]',0.121,-0.986,-0.087,113.050,38.962,-0.902,-
'[08:16:40.428 26/10/1994]',0.107,-0.997,-0.087,113.050,38.962,-0.902,-
'[08:16:40.430 26/10/1994]',0.094,-0.920,-0.076,113.050,38.962,-0.902,-
'[08:16:40.432 26/10/1994]',0.075,-0.788,-0.065,116.700,39.375,-0.845,-
'[08:16:40.434 26/10/1994]',0.057,-0.679,-0.043,116.700,39.375,-0.845,-
'[08:16:40.436 26/10/1994]',0.042,-0.603,-0.032,116.700,39.375,-0.845,-
'[08:16:40.438 26/10/1994]',0.026,-0.525,-0.021,116.700,39.375,-0.845,-
'[08:16:40.440 26/10/1994]',0.016,-0.470,-0.032,118.400,39.775,-0.764,-
'[08:16:40.442 26/10/1994]',0.006,-0.087,0.011,118.400,39.775,-0.764,-
'[08:16:40.444 26/10/1994]',0.004,0.472,0.088,118.400,39.775,-0.764,-
'[08:16:40.446 26/10/1994]',0.002,0.615,0.100,118.400,39.775,-0.764,-
'[08:16:40.448 26/10/1994]',0.005,0.571,0.088,118.400,40.125,-0.665,-
'[08:16:40.450 26/10/1994]',0.008,0.483,0.077,118.400,40.125,-0.665,-
'[08:16:40.452 26/10/1994]',0.012,0.428,0.067,118.400,40.125,-0.665,-
'[08:16:40.454 26/10/1994]',0.016,0.440,0.067,118.400,40.125,-0.665,-
'[08:16:40.456 26/10/1994]',0.018,0.451,0.067,117.000,40.425,-0.552,-
'[08:16:40.458 26/10/1994]',0.020,0.538,0.077,117.000,40.425,-0.552,-
'[08:16:40.460 26/10/1994]',0.018,0.373,0.056,117.000,40.425,-0.552,-
'[08:16:40.462 26/10/1994]',0.015,0.111,0.022,117.000,40.425,-0.552,-
'[08:16:40.464 26/10/1994]',0.009,0.220,0.044,114.750,40.712,-0.431,-
'[08:16:40.466 26/10/1994]',0.003,0.209,0.044,114.750,40.712,-0.431,-
'[08:16:40.468 26/10/1994]',-0.004,0.373,0.056,114.750,40.712,-0.431,-
'[08:16:40.470 26/10/1994]',-0.011,0.264,0.044,114.750,40.712,-0.431,-
'[08:16:40.472 26/10/1994]',-0.017,0.406,0.056,112.000,40.950,-0.307,-
'[08:16:40.474 26/10/1994]',-0.022,0.440,0.056,112.000,40.950,-0.307,-
'[08:16:40.476 26/10/1994]',-0.026,0.406,0.056,112.000,40.950,-0.307,-
'[08:16:40.478 26/10/1994]',-0.031,0.220,0.022,112.000,40.950,-0.307,-
'[08:16:40.480 26/10/1994]',-0.035,0.330,0.044,108.900,41.125,-0.191,-
'[08:16:40.482 26/10/1994]',-0.038,0.362,0.044,108.900,41.125,-0.191,-
'[08:16:40.484 26/10/1994]',-0.038,0.362,0.044,108.900,41.125,-0.191,-
'[08:16:40.486 26/10/1994]',-0.039,0.362,0.044,108.900,41.125,-0.191,-
'[08:16:40.488 26/10/1994]',-0.037,0.341,0.044,105.700,41.188,-0.084,-
'[08:16:40.490 26/10/1994]',-0.035,0.308,0.044,105.700,41.188,-0.084,-
'[08:16:40.492 26/10/1994]',-0.035,0.308,0.044,105.700,41.188,-0.084,-
'[08:16:40.494 26/10/1994]',-0.034,0.297,0.044,105.700,41.188,-0.084,-
'[08:16:40.496 26/10/1994]',-0.036,0.220,0.034,102.350,41.062,0.007,-
'[08:16:40.498 26/10/1994]',-0.039,0.176,0.022,102.350,41.062,0.007,-
'[08:16:40.500 26/10/1994]',-0.043,0.100,0.001,102.350,41.062,0.007,-
'[08:16:40.502 26/10/1994]',-0.048,0.143,0.011,102.350,41.062,0.007,-
'[08:16:40.504 26/10/1994]',-0.052,0.198,0.022,99.100,40.775,0.083,-
'[08:16:40.506 26/10/1994]',-0.056,0.231,0.022,99.100,40.775,0.083,-
'[08:16:40.508 26/10/1994]',-0.054,0.231,0.034,99.100,40.775,0.083,-
'[08:16:40.510 26/10/1994]',-0.053,0.187,0.022,99.100,40.775,0.083,-
'[08:16:40.512 26/10/1994]',-0.049,0.176,0.022,96.050,40.250,0.138,-
'[08:16:40.514 26/10/1994]',-0.044,0.209,0.022,96.050,40.250,0.138,-
'[08:16:40.516 26/10/1994]',-0.040,0.198,0.022,96.050,40.250,0.138,-
'[08:16:40.518 26/10/1994]',-0.035,0.088,0.001,96.050,40.250,0.138,-
'[08:16:40.520 26/10/1994]',-0.033,0.165,0.011,93.200,39.663,0.177,-
'[08:16:40.522 26/10/1994]',-0.030,0.100,0.001,93.200,39.663,0.177,-
'[08:16:40.524 26/10/1994]',-0.032,-0.098,-0.021,93.200,39.663,0.177,-
'[08:16:40.526 26/10/1994]',-0.034,0.056,0.001,93.200,39.663,0.177,-
'[08:16:40.528 26/10/1994]',-0.037,0.143,0.011,90.450,39.138,0.202,-1.010
'[08:16:40.530 26/10/1994]',-0.041,0.154,0.022,90.450,39.138,0.202,-1.010
'[08:16:40.532 26/10/1994]',-0.043,0.154,0.011,90.450,39.138,0.202,-1.010
'[08:16:40.534 26/10/1994]',-0.045,0.209,0.022,90.450,39.138,0.202,-1.010
'[08:16:40.536 26/10/1994]',-0.044,0.242,0.022,87.900,38.837,0.212,-0.995
'[08:16:40.538 26/10/1994]',-0.043,0.264,0.022,87.900,38.837,0.212,-0.995
'[08:16:40.540 26/10/1994]',-0.039,0.253,0.022,87.900,38.837,0.212,-0.995
'[08:16:40.542 26/10/1994]',-0.035,0.242,0.011,87.900,38.837,0.212,-0.995
'[08:16:40.544 26/10/1994]',-0.030,0.209,0.011,85.450,38.837,0.210,-0.984
'[08:16:40.546 26/10/1994]',-0.025,0.198,0.001,85.450,38.837,0.210,-0.984
'[08:16:40.548 26/10/1994]',-0.021,0.187,0.001,85.450,38.837,0.210,-0.984
'[08:16:40.550 26/10/1994]',-0.017,0.187,0.001,85.450,38.837,0.210,-0.984
'[08:16:40.552 26/10/1994]',-0.014,0.176,0.001,83.100,39.138,0.201,-0.980
'[08:16:40.554 26/10/1994]',-0.011,0.011,-0.010,83.100,39.138,0.201,-0.980
'[08:16:40.556 26/10/1994]',-0.011,-0.263,-0.054,83.100,39.138,0.201,-0.980
'[08:16:40.558 26/10/1994]',-0.011,-0.164,-0.043,83.100,39.138,0.201,-0.980
'[08:16:40.560 26/10/1994]',-0.013,-0.317,-0.065,80.900,39.550,0.182,-0.981
'[08:16:40.562 26/10/1994]',-0.016,-0.174,-0.032,80.900,39.550,0.182,-0.981
'[08:16:40.564 26/10/1994]',-0.020,-0.185,-0.043,80.900,39.550,0.182,-0.981
'[08:16:40.566 26/10/1994]',-0.024,-0.317,-0.065,80.900,39.550,0.182,-0.981
'[08:16:40.568 26/10/1994]',-0.026,-0.174,-0.043,78.850,39.950,0.156,-0.988
'[08:16:40.570 26/10/1994]',-0.029,-0.120,-0.043,78.850,39.950,0.156,-0.988
'[08:16:40.572 26/10/1994]',-0.029,-0.076,-0.032,78.850,39.950,0.156,-0.988
'[08:16:40.574 26/10/1994]',-0.029,-0.043,-0.021,78.850,39.950,0.156,-0.988
'[08:16:40.576 26/10/1994]',-0.027,-0.054,-0.021,76.900,40.362,0.125,-0.997
'[08:16:40.578 26/10/1994]',-0.025,-0.054,-0.021,76.900,40.362,0.125,-0.997
