'Time and date','V','aVL','V','ABP','PAP','CVP','PLETH'
'[10:02:19.822 29/12/1995]',-0.775,-0.098,-,63.650,29.024,18.125,-0.332
'[10:02:19.824 29/12/1995]',-0.939,-0.098,-,63.450,28.974,18.000,-0.337
'[10:02:19.826 29/12/1995]',-1.106,-0.076,-,63.450,28.974,18.000,-0.337
'[10:02:19.828 29/12/1995]',-1.273,-0.098,-,63.450,28.974,18.000,-0.337
'[10:02:19.830 29/12/1995]',-1.441,-0.098,-,63.450,28.974,18.000,-0.337
'[10:02:19.832 29/12/1995]',-1.605,-0.109,-,67.600,28.799,17.825,-0.344
'[10:02:19.834 29/12/1995]',-1.772,-0.142,-,67.600,28.799,17.825,-0.344
'[10:02:19.836 29/12/1995]',-1.884,-0.142,-,67.600,28.799,17.825,-0.344
'[10:02:19.838 29/12/1995]',-1.995,-0.131,-,67.600,28.799,17.825,-0.344
'[10:02:19.840 29/12/1995]',-2.106,-0.120,-,71.700,28.624,17.587,-0.348
'[10:02:19.842 29/12/1995]',-2.218,-0.076,-,71.700,28.624,17.587,-0.348
'[10:02:19.844 29/12/1995]',-2.273,-0.043,-,71.700,28.624,17.587,-0.348
'[10:02:19.846 29/12/1995]',-2.382,-0.021,-,71.700,28.624,17.587,-0.348
'[10:02:19.848 29/12/1995]',-2.438,0.011,-,70.750,28.574,17.363,-0.354
'[10:02:19.850 29/12/1995]',-2.494,0.034,-,70.750,28.574,17.363,-0.354
'[10:02:19.852 29/12/1995]',-2.549,0.056,-,70.750,28.574,17.363,-0.354
'[10:02:19.854 29/12/1995]',-2.605,0.100,-,70.750,28.574,17.363,-0.354
'[10:02:19.856 29/12/1995]',-2.605,0.111,-,66.150,28.749,17.238,-0.361
'[10:02:19.858 29/12/1995]',-2.605,0.121,-,66.150,28.749,17.238,-0.361
'[10:02:19.860 29/12/1995]',-2.661,0.133,-,66.150,28.749,17.238,-0.361
'[10:02:19.862 29/12/1995]',-2.661,0.133,-,66.150,28.749,17.238,-0.361
'[10:02:19.864 29/12/1995]',-2.605,0.133,-,62.600,29.099,17.125,-0.366
'[10:02:19.866 29/12/1995]',-2.605,0.111,-,62.600,29.099,17.125,-0.366
'[10:02:19.868 29/12/1995]',-2.549,0.100,-,62.600,29.099,17.125,-0.366
'[10:02:19.870 29/12/1995]',-2.438,0.077,-,62.600,29.099,17.125,-0.366
'[10:02:19.872 29/12/1995]',-2.382,0.077,-,61.550,29.725,17.062,-0.374
'[10:02:19.874 29/12/1995]',-2.273,0.111,-,61.550,29.725,17.062,-0.374
'[10:02:19.876 29/12/1995]',-2.162,0.133,-,61.550,29.725,17.062,-0.374
'[10:02:19.878 29/12/1995]',-2.051,0.176,-,61.550,29.725,17.062,-0.374
'[10:02:19.880 29/12/1995]',-1.884,0.231,-,61.750,30.550,17.012,-0.381
'[10:02:19.882 29/12/1995]',-1.772,0.264,-,61.750,30.550,17.012,-0.381
'[10:02:19.884 29/12/1995]',-1.661,0.308,-,61.750,30.550,17.012,-0.381
'[10:02:19.886 29/12/1995]',-1.552,0.330,-,61.750,30.550,17.012,-0.381
'[10:02:19.888 29/12/1995]',-1.496,0.351,-,62.650,31.426,17.062,-0.387
'[10:02:19.890 29/12/1995]',-1.385,0.373,-,62.650,31.426,17.062,-0.387
'[10:02:19.892 29/12/1995]',-1.329,0.406,-,62.650,31.426,17.062,-0.387
'[10:02:19.894 29/12/1995]',-1.218,0.406,-,62.650,31.426,17.062,-0.387
'[10:02:19.896 29/12/1995]',-1.106,0.440,-,63.600,32.152,17.300,-0.394
'[10:02:19.898 29/12/1995]',-0.995,0.462,-,63.600,32.152,17.300,-0.394
'[10:02:19.900 29/12/1995]',-0.884,0.505,-,63.600,32.152,17.300,-0.394
'[10:02:19.902 29/12/1995]',-0.828,0.516,-,63.600,32.152,17.300,-0.394
'[10:02:19.904 29/12/1995]',-0.719,0.516,-0.953,62.550,32.727,17.712,-0.401
'[10:02:19.906 29/12/1995]',-0.608,0.527,-0.833,62.550,32.727,17.712,-0.401
'[10:02:19.908 29/12/1995]',-0.552,0.527,-0.723,62.550,32.727,17.712,-0.401
'[10:02:19.910 29/12/1995]',-0.441,0.527,-0.614,62.550,32.727,17.712,-0.401
'[10:02:19.912 29/12/1995]',-0.385,0.527,-0.514,59.350,33.378,18.175,-0.406
'[10:02:19.914 29/12/1995]',-0.273,0.516,-0.405,59.350,33.378,18.175,-0.406
'[10:02:19.916 29/12/1995]',-0.218,0.494,-0.339,59.350,33.378,18.175,-0.406
'[10:02:19.918 29/12/1995]',-0.162,0.451,-0.263,59.350,33.378,18.175,-0.406
'[10:02:19.920 29/12/1995]',-0.162,0.406,-0.218,56.050,34.379,18.762,-0.414
'[10:02:19.922 29/12/1995]',-0.106,0.362,-0.174,56.050,34.379,18.762,-0.414
'[10:02:19.924 29/12/1995]',-0.106,0.308,-0.153,56.050,34.379,18.762,-0.414
'[10:02:19.926 29/12/1995]',-0.051,0.253,-0.120,56.050,34.379,18.762,-0.414
'[10:02:19.928 29/12/1995]',-0.051,0.220,-0.076,54.400,35.730,19.350,-0.422
'[10:02:19.930 29/12/1995]',0.005,0.176,-0.065,54.400,35.730,19.350,-0.422
'[10:02:19.932 29/12/1995]',0.005,0.154,-0.010,54.400,35.730,19.350,-0.422
'[10:02:19.934 29/12/1995]',0.005,0.121,0.001,54.400,35.730,19.350,-0.422
'[10:02:19.936 29/12/1995]',0.005,0.077,0.034,55.100,37.181,20.000,-0.430
'[10:02:19.938 29/12/1995]',0.005,0.044,0.077,55.100,37.181,20.000,-0.430
'[10:02:19.940 29/12/1995]',0.058,0.022,0.100,55.100,37.181,20.000,-0.430
'[10:02:19.942 29/12/1995]',0.058,0.001,0.133,55.100,37.181,20.000,-0.430
'[10:02:19.944 29/12/1995]',0.114,-0.021,0.154,57.850,38.307,20.637,-0.438
'[10:02:19.946 29/12/1995]',0.114,-0.032,0.187,57.850,38.307,20.637,-0.438
'[10:02:19.948 29/12/1995]',0.170,-0.054,0.209,57.850,38.307,20.637,-0.438
'[10:02:19.950 29/12/1995]',0.170,-0.054,0.231,57.850,38.307,20.637,-0.438
'[10:02:19.952 29/12/1995]',0.170,-0.065,0.231,60.750,38.932,21.288,-0.446
'[10:02:19.954 29/12/1995]',0.170,-0.065,0.242,60.750,38.932,21.288,-0.446
'[10:02:19.956 29/12/1995]',0.170,-0.076,0.242,60.750,38.932,21.288,-0.446
'[10:02:19.958 29/12/1995]',0.170,-0.098,0.242,60.750,38.932,21.288,-0.446
'[10:02:19.960 29/12/1995]',0.170,-0.076,0.253,62.050,39.007,21.812,-0.455
'[10:02:19.962 29/12/1995]',0.170,-0.109,0.264,62.050,39.007,21.812,-0.455
'[10:02:19.964 29/12/1995]',0.170,-0.109,0.286,62.050,39.007,21.812,-0.455
'[10:02:19.966 29/12/1995]',0.225,-0.098,0.297,62.050,39.007,21.812,-0.455
'[10:02:19.968 29/12/1995]',0.225,-0.109,0.308,62.150,38.532,22.275,-0.463
'[10:02:19.970 29/12/1995]',0.225,-0.109,0.308,62.150,38.532,22.275,-0.463
'[10:02:19.972 29/12/1995]',0.225,-0.098,0.308,62.150,38.532,22.275,-0.463
'[10:02:19.974 29/12/1995]',0.225,-0.098,0.308,62.150,38.532,22.275,-0.463
'[10:02:19.976 29/12/1995]',0.225,-0.076,0.319,61.900,37.706,22.688,-0.470
'[10:02:19.978 29/12/1995]',0.225,-0.065,0.330,61.900,37.706,22.688,-0.470
'[10:02:19.980 29/12/1995]',0.225,-0.065,0.341,61.900,37.706,22.688,-0.470
'[10:02:19.982 29/12/1995]',0.281,-0.065,0.362,61.900,37.706,22.688,-0.470
'[10:02:19.984 29/12/1995]',0.281,-0.065,0.373,61.650,36.881,22.925,-0.475
'[10:02:19.986 29/12/1995]',0.281,-0.076,0.385,61.650,36.881,22.925,-0.475
'[10:02:19.988 29/12/1995]',0.281,-0.098,0.385,61.650,36.881,22.925,-0.475
'[10:02:19.990 29/12/1995]',0.281,-0.109,0.396,61.650,36.881,22.925,-0.475
'[10:02:19.992 29/12/1995]',0.281,-0.098,0.417,61.950,36.656,23.038,-0.481
'[10:02:19.994 29/12/1995]',0.281,-0.098,0.417,61.950,36.656,23.038,-0.481
'[10:02:19.996 29/12/1995]',0.337,-0.065,0.440,61.950,36.656,23.038,-0.481
'[10:02:19.998 29/12/1995]',0.337,-0.065,0.462,61.950,36.656,23.038,-0.481
'[10:02:20.000 29/12/1995]',0.337,-0.076,0.483,63.000,37.131,23.100,-0.485
'[10:02:20.002 29/12/1995]',0.392,-0.098,0.505,63.000,37.131,23.100,-0.485
'[10:02:20.004 29/12/1995]',0.392,-0.109,0.527,63.000,37.131,23.100,-0.485
'[10:02:20.006 29/12/1995]',0.392,-0.109,0.538,63.000,37.131,23.100,-0.485
'[10:02:20.008 29/12/1995]',0.392,-0.120,0.560,63.850,38.007,22.988,-0.486
'[10:02:20.010 29/12/1995]',0.448,-0.120,0.582,63.850,38.007,22.988,-0.486
'[10:02:20.012 29/12/1995]',0.448,-0.120,0.604,63.850,38.007,22.988,-0.486
'[10:02:20.014 29/12/1995]',0.448,-0.109,0.625,63.850,38.007,22.988,-0.486
'[10:02:20.016 29/12/1995]',0.504,-0.109,0.658,63.950,38.882,22.863,-0.487
'[10:02:20.018 29/12/1995]',0.504,-0.109,0.692,63.950,38.882,22.863,-0.487
'[10:02:20.020 29/12/1995]',0.504,-0.120,0.692,63.950,38.882,22.863,-0.487
'[10:02:20.022 29/12/1995]',0.559,-0.131,0.736,63.950,38.882,22.863,-0.487
'[10:02:20.024 29/12/1995]',0.559,-0.142,0.768,64.100,39.708,22.688,-0.485
'[10:02:20.026 29/12/1995]',0.559,-0.142,0.779,64.100,39.708,22.688,-0.485
'[10:02:20.028 29/12/1995]',0.615,-0.131,0.812,64.100,39.708,22.688,-0.485
'[10:02:20.030 29/12/1995]',0.615,-0.120,0.845,64.100,39.708,22.688,-0.485
'[10:02:20.032 29/12/1995]',0.671,-0.109,0.867,65.500,40.884,22.462,-0.480
'[10:02:20.034 29/12/1995]',0.671,-0.109,0.900,65.500,40.884,22.462,-0.480
'[10:02:20.036 29/12/1995]',0.727,-0.120,0.933,65.500,40.884,22.462,-0.480
'[10:02:20.038 29/12/1995]',0.727,-0.120,0.955,65.500,40.884,22.462,-0.480
'[10:02:20.040 29/12/1995]',0.727,-0.120,0.988,68.600,42.460,22.275,-0.474
'[10:02:20.042 29/12/1995]',0.782,-0.131,0.999,68.600,42.460,22.275,-0.474
'[10:02:20.044 29/12/1995]',0.782,-0.131,1.020,68.600,42.460,22.275,-0.474
'[10:02:20.046 29/12/1995]',0.782,-0.120,1.024,68.600,42.460,22.275,-0.474
'[10:02:20.048 29/12/1995]',0.835,-0.120,1.024,72.550,44.337,22.100,-0.464
'[10:02:20.050 29/12/1995]',0.835,-0.131,1.024,72.550,44.337,22.100,-0.464
'[10:02:20.052 29/12/1995]',0.835,-0.142,1.024,72.550,44.337,22.100,-0.464
'[10:02:20.054 29/12/1995]',0.835,-0.164,1.024,72.550,44.337,22.100,-0.464
'[10:02:20.056 29/12/1995]',0.891,-0.153,1.024,76.450,46.163,21.925,-0.449
'[10:02:20.058 29/12/1995]',0.891,-0.164,1.024,76.450,46.163,21.925,-0.449
'[10:02:20.060 29/12/1995]',0.891,-0.164,1.024,76.450,46.163,21.925,-0.449
'[10:02:20.062 29/12/1995]',0.891,-0.153,1.024,76.450,46.163,21.925,-0.449
'[10:02:20.064 29/12/1995]',0.891,-0.153,1.024,79.650,47.740,21.750,-0.427
'[10:02:20.066 29/12/1995]',0.891,-0.142,1.024,79.650,47.740,21.750,-0.427
'[10:02:20.068 29/12/1995]',0.891,-0.142,1.024,79.650,47.740,21.750,-0.427
'[10:02:20.070 29/12/1995]',0.891,-0.153,1.024,79.650,47.740,21.750,-0.427
'[10:02:20.072 29/12/1995]',0.891,-0.164,1.024,82.700,48.916,21.525,-0.400
'[10:02:20.074 29/12/1995]',0.891,-0.174,1.024,82.700,48.916,21.525,-0.400
'[10:02:20.076 29/12/1995]',0.891,-0.174,1.024,82.700,48.916,21.525,-0.400
'[10:02:20.078 29/12/1995]',0.891,-0.174,1.024,82.700,48.916,21.525,-0.400
'[10:02:20.080 29/12/1995]',0.835,-0.174,1.024,86.100,49.791,21.288,-0.365
'[10:02:20.082 29/12/1995]',0.835,-0.197,1.024,86.100,49.791,21.288,-0.365
'[10:02:20.084 29/12/1995]',0.835,-0.207,1.024,86.100,49.791,21.288,-0.365
'[10:02:20.086 29/12/1995]',0.782,-0.207,1.024,86.100,49.791,21.288,-0.365
'[10:02:20.088 29/12/1995]',0.782,-0.218,1.024,89.400,50.142,21.050,-0.321
'[10:02:20.090 29/12/1995]',0.727,-0.218,0.988,89.400,50.142,21.050,-0.321
'[10:02:20.092 29/12/1995]',0.727,-0.207,0.955,89.400,50.142,21.050,-0.321
'[10:02:20.094 29/12/1995]',0.671,-0.174,0.922,89.400,50.142,21.050,-0.321
'[10:02:20.096 29/12/1995]',0.671,-0.174,0.867,91.750,49.917,20.938,-0.271
'[10:02:20.098 29/12/1995]',0.615,-0.174,0.823,91.750,49.917,20.938,-0.271
'[10:02:20.100 29/12/1995]',0.615,-0.164,0.790,91.750,49.917,20.938,-0.271
'[10:02:20.102 29/12/1995]',0.559,-0.174,0.747,91.750,49.917,20.938,-0.271
'[10:02:20.104 29/12/1995]',0.504,-0.207,0.703,92.750,48.966,20.812,-0.211
'[10:02:20.106 29/12/1995]',0.504,-0.207,0.658,92.750,48.966,20.812,-0.211
'[10:02:20.108 29/12/1995]',0.448,-0.218,0.615,92.750,48.966,20.812,-0.211
'[10:02:20.110 29/12/1995]',0.448,-0.218,0.571,92.750,48.966,20.812,-0.211
'[10:02:20.112 29/12/1995]',0.392,-0.207,0.538,93.500,47.339,20.700,-0.149
'[10:02:20.114 29/12/1995]',0.337,-0.207,0.494,93.500,47.339,20.700,-0.149
'[10:02:20.116 29/12/1995]',0.337,-0.207,0.451,93.500,47.339,20.700,-0.149
'[10:02:20.118 29/12/1995]',0.281,-0.207,0.406,93.500,47.339,20.700,-0.149
'[10:02:20.120 29/12/1995]',0.281,-0.218,0.385,95.000,45.113,20.525,-0.084
'[10:02:20.122 29/12/1995]',0.225,-0.230,0.330,95.000,45.113,20.525,-0.084
'[10:02:20.124 29/12/1995]',0.225,-0.218,0.308,95.000,45.113,20.525,-0.084
'[10:02:20.126 29/12/1995]',0.170,-0.218,0.264,95.000,45.113,20.525,-0.084
'[10:02:20.128 29/12/1995]',0.170,-0.207,0.231,97.100,42.410,20.350,-0.019
'[10:02:20.130 29/12/1995]',0.114,-0.197,0.209,97.100,42.410,20.350,-0.019
'[10:02:20.132 29/12/1995]',0.114,-0.197,0.187,97.100,42.410,20.350,-0.019
'[10:02:20.134 29/12/1995]',0.114,-0.174,0.154,97.100,42.410,20.350,-0.019
'[10:02:20.136 29/12/1995]',0.058,-0.164,0.143,98.800,39.533,20.113,0.043
'[10:02:20.138 29/12/1995]',0.058,-0.153,0.111,98.800,39.533,20.113,0.043
'[10:02:20.140 29/12/1995]',0.058,-0.153,0.077,98.800,39.533,20.113,0.043
'[10:02:20.142 29/12/1995]',0.005,-0.153,0.067,98.800,39.533,20.113,0.043
'[10:02:20.144 29/12/1995]',0.005,-0.142,0.044,99.800,36.656,19.938,0.100
'[10:02:20.146 29/12/1995]',0.005,-0.142,0.022,99.800,36.656,19.938,0.100
'[10:02:20.148 29/12/1995]',0.005,-0.142,0.001,99.800,36.656,19.938,0.100
'[10:02:20.150 29/12/1995]',0.005,-0.142,0.001,99.800,36.656,19.938,0.100
'[10:02:20.152 29/12/1995]',0.005,-0.142,0.001,100.450,33.778,19.700,0.150
'[10:02:20.154 29/12/1995]',0.005,-0.153,-0.010,100.450,33.778,19.700,0.150
'[10:02:20.156 29/12/1995]',0.005,-0.153,-0.010,100.450,33.778,19.700,0.150
'[10:02:20.158 29/12/1995]',0.005,-0.153,-0.032,100.450,33.778,19.700,0.150
'[10:02:20.160 29/12/1995]',0.005,-0.153,-0.043,100.850,31.076,19.413,0.196
'[10:02:20.162 29/12/1995]',0.005,-0.142,-0.043,100.850,31.076,19.413,0.196
'[10:02:20.164 29/12/1995]',0.005,-0.131,-0.054,100.850,31.076,19.413,0.196
'[10:02:20.166 29/12/1995]',-0.051,-0.120,-0.065,100.850,31.076,19.413,0.196
'[10:02:20.168 29/12/1995]',-0.051,-0.120,-0.065,100.750,28.849,19.113,0.234
'[10:02:20.170 29/12/1995]',-0.051,-0.120,-0.076,100.750,28.849,19.113,0.234
'[10:02:20.172 29/12/1995]',-0.051,-0.120,-0.076,100.750,28.849,19.113,0.234
'[10:02:20.174 29/12/1995]',-0.051,-0.120,-0.087,100.750,28.849,19.113,0.234
'[10:02:20.176 29/12/1995]',-0.051,-0.109,-0.087,99.800,27.148,18.712,0.266
'[10:02:20.178 29/12/1995]',-0.051,-0.098,-0.087,99.800,27.148,18.712,0.266
'[10:02:20.180 29/12/1995]',-0.051,-0.098,-0.098,99.800,27.148,18.712,0.266
'[10:02:20.182 29/12/1995]',-0.051,-0.098,-0.098,99.800,27.148,18.712,0.266
'[10:02:20.184 29/12/1995]',-0.051,-0.109,-0.087,98.250,26.147,18.238,0.293
'[10:02:20.186 29/12/1995]',-0.051,-0.109,-0.098,98.250,26.147,18.238,0.293
'[10:02:20.188 29/12/1995]',-0.051,-0.109,-0.098,98.250,26.147,18.238,0.293
'[10:02:20.190 29/12/1995]',-0.051,-0.109,-0.098,98.250,26.147,18.238,0.293
'[10:02:20.192 29/12/1995]',-0.051,-0.109,-0.109,96.250,25.746,17.712,0.316
'[10:02:20.194 29/12/1995]',-0.051,-0.109,-0.109,96.250,25.746,17.712,0.316
'[10:02:20.196 29/12/1995]',-0.051,-0.109,-0.098,96.250,25.746,17.712,0.316
'[10:02:20.198 29/12/1995]',-0.051,-0.098,-0.098,96.250,25.746,17.712,0.316
'[10:02:20.200 29/12/1995]',-0.051,-0.098,-0.098,94.200,25.796,17.125,0.334
'[10:02:20.202 29/12/1995]',-0.051,-0.098,-0.109,94.200,25.796,17.125,0.334
'[10:02:20.204 29/12/1995]',-0.051,-0.098,-0.109,94.200,25.796,17.125,0.334
'[10:02:20.206 29/12/1995]',-0.051,-0.109,-0.109,94.200,25.796,17.125,0.334
'[10:02:20.208 29/12/1995]',-0.051,-0.109,-0.120,92.150,26.222,16.475,0.349
'[10:02:20.210 29/12/1995]',-0.051,-0.109,-0.120,92.150,26.222,16.475,0.349
'[10:02:20.212 29/12/1995]',-0.051,-0.109,-0.120,92.150,26.222,16.475,0.349
'[10:02:20.214 29/12/1995]',-0.051,-0.120,-0.120,92.150,26.222,16.475,0.349
'[10:02:20.216 29/12/1995]',-0.051,-0.120,-0.109,90.250,27.148,15.900,0.359
'[10:02:20.218 29/12/1995]',-0.051,-0.131,-0.109,90.250,27.148,15.900,0.359
'[10:02:20.220 29/12/1995]',-0.051,-0.120,-0.109,90.250,27.148,15.900,0.359
'[10:02:20.222 29/12/1995]',-0.051,-0.131,-0.109,90.250,27.148,15.900,0.359
'[10:02:20.224 29/12/1995]',-0.051,-0.120,-0.109,88.450,28.499,15.363,0.362
'[10:02:20.226 29/12/1995]',-0.051,-0.120,-0.120,88.450,28.499,15.363,0.362
'[10:02:20.228 29/12/1995]',-0.051,-0.098,-0.120,88.450,28.499,15.363,0.362
'[10:02:20.230 29/12/1995]',-0.051,-0.076,-0.120,88.450,28.499,15.363,0.362
'[10:02:20.232 29/12/1995]',-0.051,-0.076,-0.131,86.750,30.375,14.775,0.358
'[10:02:20.234 29/12/1995]',-0.051,-0.065,-0.131,86.750,30.375,14.775,0.358
'[10:02:20.236 29/12/1995]',-0.051,-0.076,-0.131,86.750,30.375,14.775,0.358
'[10:02:20.238 29/12/1995]',-0.051,-0.098,-0.131,86.750,30.375,14.775,0.358
'[10:02:20.240 29/12/1995]',-0.051,-0.098,-0.131,85.000,32.902,14.312,0.348
'[10:02:20.242 29/12/1995]',-0.051,-0.109,-0.131,85.000,32.902,14.312,0.348
'[10:02:20.244 29/12/1995]',-0.051,-0.109,-0.142,85.000,32.902,14.312,0.348
'[10:02:20.246 29/12/1995]',-0.051,-0.109,-0.142,85.000,32.902,14.312,0.348
'[10:02:20.248 29/12/1995]',0.170,0.625,0.308,83.100,36.255,13.838,0.331
'[10:02:20.250 29/12/1995]',0.392,1.024,0.516,83.100,36.255,13.838,0.331
'[10:02:20.252 29/12/1995]',0.170,0.636,0.242,83.100,36.255,13.838,0.331
'[10:02:20.254 29/12/1995]',0.058,0.319,0.067,83.100,36.255,13.838,0.331
'[10:02:20.256 29/12/1995]',0.005,0.111,-0.032,81.500,40.233,13.488,0.308
'[10:02:20.258 29/12/1995]',-0.051,-0.032,-0.109,81.500,40.233,13.488,0.308
'[10:02:20.260 29/12/1995]',-0.106,-0.131,-0.164,81.500,40.233,13.488,0.308
'[10:02:20.262 29/12/1995]',-0.106,-0.207,-0.207,81.500,40.233,13.488,0.308
'[10:02:20.264 29/12/1995]',-0.162,-0.274,-0.240,80.300,43.862,13.137,0.280
'[10:02:20.266 29/12/1995]',-0.162,-0.339,-0.274,80.300,43.862,13.137,0.280
'[10:02:20.268 29/12/1995]',-0.218,-0.416,-0.306,80.300,43.862,13.137,0.280
'[10:02:20.270 29/12/1995]',-0.218,-0.460,-0.339,80.300,43.862,13.137,0.280
'[10:02:20.272 29/12/1995]',-0.273,-0.503,-0.361,79.300,46.038,12.900,0.248
'[10:02:20.274 29/12/1995]',-0.273,-0.503,-0.361,79.300,46.038,12.900,0.248
'[10:02:20.276 29/12/1995]',-0.218,-0.492,-0.361,79.300,46.038,12.900,0.248
'[10:02:20.278 29/12/1995]',-0.218,-0.449,-0.339,79.300,46.038,12.900,0.248
'[10:02:20.280 29/12/1995]',-0.218,-0.405,-0.306,78.250,46.264,12.725,0.213
'[10:02:20.282 29/12/1995]',-0.218,-0.372,-0.306,78.250,46.264,12.725,0.213
'[10:02:20.284 29/12/1995]',-0.162,-0.339,-0.263,78.250,46.264,12.725,0.213
'[10:02:20.286 29/12/1995]',-0.162,-0.306,-0.252,78.250,46.264,12.725,0.213
'[10:02:20.288 29/12/1995]',-0.162,-0.274,-0.230,77.150,45.213,12.613,0.177
'[10:02:20.290 29/12/1995]',-0.162,-0.240,-0.230,77.150,45.213,12.613,0.177
'[10:02:20.292 29/12/1995]',-0.162,-0.230,-0.230,77.150,45.213,12.613,0.177
'[10:02:20.294 29/12/1995]',-0.162,-0.197,-0.230,77.150,45.213,12.613,0.177
'[10:02:20.296 29/12/1995]',-0.162,-0.174,-0.230,76.050,43.686,12.550,0.142
'[10:02:20.298 29/12/1995]',-0.162,-0.164,-0.218,76.050,43.686,12.550,0.142
'[10:02:20.300 29/12/1995]',-0.162,-0.153,-0.218,76.050,43.686,12.550,0.142
'[10:02:20.302 29/12/1995]',-0.106,-0.142,-0.207,76.050,43.686,12.550,0.142
'[10:02:20.304 29/12/1995]',-0.106,-0.142,-0.207,74.750,42.110,12.613,0.107
'[10:02:20.306 29/12/1995]',-0.106,-0.131,-0.207,74.750,42.110,12.613,0.107
'[10:02:20.308 29/12/1995]',-0.162,-0.131,-0.218,74.750,42.110,12.613,0.107
'[10:02:20.310 29/12/1995]',-0.162,-0.120,-0.218,74.750,42.110,12.613,0.107
'[10:02:20.312 29/12/1995]',-0.106,-0.109,-0.207,73.300,40.284,12.675,0.071
'[10:02:20.314 29/12/1995]',-0.106,-0.098,-0.207,73.300,40.284,12.675,0.071
'[10:02:20.316 29/12/1995]',-0.106,-0.076,-0.207,73.300,40.284,12.675,0.071
'[10:02:20.318 29/12/1995]',-0.106,-0.076,-0.207,73.300,40.284,12.675,0.071
'[10:02:20.320 29/12/1995]',-0.106,-0.076,-0.207,71.850,38.132,12.787,0.038
'[10:02:20.322 29/12/1995]',-0.106,-0.076,-0.207,71.850,38.132,12.787,0.038
'[10:02:20.324 29/12/1995]',-0.162,-0.076,-0.218,71.850,38.132,12.787,0.038
'[10:02:20.326 29/12/1995]',-0.162,-0.076,-0.230,71.850,38.132,12.787,0.038
'[10:02:20.328 29/12/1995]',-0.162,-0.076,-0.230,70.850,35.955,13.025,0.006
'[10:02:20.330 29/12/1995]',-0.162,-0.076,-0.230,70.850,35.955,13.025,0.006
'[10:02:20.332 29/12/1995]',-0.162,-0.065,-0.230,70.850,35.955,13.025,0.006
'[10:02:20.334 29/12/1995]',-0.162,-0.054,-0.230,70.850,35.955,13.025,0.006
'[10:02:20.336 29/12/1995]',-0.162,-0.054,-0.240,70.400,34.028,13.312,-0.024
'[10:02:20.338 29/12/1995]',-0.162,-0.054,-0.240,70.400,34.028,13.312,-0.024
'[10:02:20.340 29/12/1995]',-0.162,-0.043,-0.252,70.400,34.028,13.312,-0.024
'[10:02:20.342 29/12/1995]',-0.162,-0.043,-0.252,70.400,34.028,13.312,-0.024
'[10:02:20.344 29/12/1995]',-0.162,-0.021,-0.240,70.350,32.377,13.662,-0.054
'[10:02:20.346 29/12/1995]',-0.162,-0.021,-0.240,70.350,32.377,13.662,-0.054
'[10:02:20.348 29/12/1995]',-0.162,-0.010,-0.230,70.350,32.377,13.662,-0.054
'[10:02:20.350 29/12/1995]',-0.162,0.001,-0.230,70.350,32.377,13.662,-0.054
'[10:02:20.352 29/12/1995]',-0.162,0.001,-0.230,70.250,30.901,14.075,-0.085
'[10:02:20.354 29/12/1995]',-0.162,0.011,-0.230,70.250,30.901,14.075,-0.085
'[10:02:20.356 29/12/1995]',-0.162,0.022,-0.230,70.250,30.901,14.075,-0.085
'[10:02:20.358 29/12/1995]',-0.162,0.022,-0.230,70.250,30.901,14.075,-0.085
'[10:02:20.360 29/12/1995]',-0.162,0.044,-0.230,69.650,29.675,14.425,-0.114
'[10:02:20.362 29/12/1995]',-0.162,0.056,-0.230,69.650,29.675,14.425,-0.114
'[10:02:20.364 29/12/1995]',-0.162,0.067,-0.218,69.650,29.675,14.425,-0.114
'[10:02:20.366 29/12/1995]',-0.162,0.067,-0.218,69.650,29.675,14.425,-0.114
'[10:02:20.368 29/12/1995]',-0.106,0.077,-0.207,68.800,28.749,14.775,-0.141
'[10:02:20.370 29/12/1995]',-0.106,0.067,-0.197,68.800,28.749,14.775,-0.141
'[10:02:20.372 29/12/1995]',-0.106,0.034,-0.197,68.800,28.749,14.775,-0.141
'[10:02:20.374 29/12/1995]',-0.106,0.022,-0.185,68.800,28.749,14.775,-0.141
'[10:02:20.376 29/12/1995]',-0.106,0.022,-0.174,68.300,28.148,15.250,-0.168
'[10:02:20.378 29/12/1995]',-0.106,0.011,-0.174,68.300,28.148,15.250,-0.168
'[10:02:20.380 29/12/1995]',-0.106,0.022,-0.174,68.300,28.148,15.250,-0.168
'[10:02:20.382 29/12/1995]',-0.106,0.022,-0.174,68.300,28.148,15.250,-0.168
'[10:02:20.384 29/12/1995]',-0.106,0.022,-0.164,68.100,27.923,15.713,-0.192
'[10:02:20.386 29/12/1995]',-0.106,0.022,-0.174,68.100,27.923,15.713,-0.192
'[10:02:20.388 29/12/1995]',-0.106,0.022,-0.174,68.100,27.923,15.713,-0.192
'[10:02:20.390 29/12/1995]',-0.106,0.022,-0.174,68.100,27.923,15.713,-0.192
'[10:02:20.392 29/12/1995]',-0.106,0.011,-0.174,68.200,27.848,16.125,-0.214
'[10:02:20.394 29/12/1995]',-0.106,0.011,-0.185,68.200,27.848,16.125,-0.214
'[10:02:20.396 29/12/1995]',-0.106,0.011,-0.185,68.200,27.848,16.125,-0.214
'[10:02:20.398 29/12/1995]',-0.106,0.011,-0.185,68.200,27.848,16.125,-0.214
'[10:02:20.400 29/12/1995]',-0.106,0.011,-0.185,67.950,27.848,16.600,-0.233
