'Time and date','aVL','III','V','ABP','PLETH','RESP'
'[13:12:15.552 13/07/1995]',1.282,-1.761,1.347,65.414,0.000,-0.135
'[13:12:15.554 13/07/1995]',1.364,-1.892,1.355,65.414,0.000,-0.135
'[13:12:15.556 13/07/1995]',1.401,-1.958,1.334,65.414,0.000,-0.135
'[13:12:15.558 13/07/1995]',1.439,-2.024,1.314,65.414,0.000,-0.135
'[13:12:15.560 13/07/1995]',1.431,-2.030,1.289,64.812,0.000,-0.130
'[13:12:15.562 13/07/1995]',1.423,-2.035,1.265,64.812,0.000,-0.130
'[13:12:15.564 13/07/1995]',1.377,-1.986,1.267,64.812,0.000,-0.130
'[13:12:15.566 13/07/1995]',1.331,-1.937,1.269,64.812,0.000,-0.130
'[13:12:15.568 13/07/1995]',1.256,-1.846,1.310,64.135,0.000,-0.127
'[13:12:15.570 13/07/1995]',1.181,-1.756,1.352,64.135,0.000,-0.127
'[13:12:15.572 13/07/1995]',1.088,-1.637,1.425,64.135,0.000,-0.127
'[13:12:15.574 13/07/1995]',0.995,-1.518,1.497,64.135,0.000,-0.127
'[13:12:15.576 13/07/1995]',0.892,-1.386,1.568,63.534,0.000,-0.124
'[13:12:15.578 13/07/1995]',0.789,-1.253,1.640,63.534,0.000,-0.124
'[13:12:15.580 13/07/1995]',0.685,-1.115,1.671,63.534,0.000,-0.124
'[13:12:15.582 13/07/1995]',0.582,-0.977,1.702,63.534,0.000,-0.124
'[13:12:15.584 13/07/1995]',0.486,-0.843,1.659,63.008,0.000,-0.122
'[13:12:15.586 13/07/1995]',0.390,-0.709,1.615,63.008,0.000,-0.122
'[13:12:15.588 13/07/1995]',0.306,-0.585,1.490,63.008,0.000,-0.122
'[13:12:15.590 13/07/1995]',0.223,-0.461,1.366,63.008,0.000,-0.122
'[13:12:15.592 13/07/1995]',0.155,-0.358,1.179,62.481,0.000,-0.121
'[13:12:15.594 13/07/1995]',0.087,-0.255,0.991,62.481,0.000,-0.121
'[13:12:15.596 13/07/1995]',0.038,-0.176,0.787,62.481,0.000,-0.121
'[13:12:15.598 13/07/1995]',-0.012,-0.098,0.582,62.481,0.000,-0.121
'[13:12:15.600 13/07/1995]',-0.045,-0.044,0.406,62.030,0.000,-0.121
'[13:12:15.602 13/07/1995]',-0.077,0.010,0.229,62.030,0.000,-0.121
'[13:12:15.604 13/07/1995]',-0.100,0.052,0.111,62.030,0.000,-0.121
'[13:12:15.606 13/07/1995]',-0.122,0.094,-0.007,62.030,0.000,-0.121
'[13:12:15.608 13/07/1995]',-0.138,0.131,-0.073,61.654,0.000,-0.122
'[13:12:15.610 13/07/1995]',-0.155,0.168,-0.139,61.654,0.000,-0.122
'[13:12:15.612 13/07/1995]',-0.169,0.201,-0.166,61.654,0.000,-0.122
'[13:12:15.614 13/07/1995]',-0.183,0.234,-0.194,61.654,0.000,-0.122
'[13:12:15.616 13/07/1995]',-0.195,0.269,-0.203,61.353,0.000,-0.127
'[13:12:15.618 13/07/1995]',-0.207,0.304,-0.211,61.353,0.000,-0.127
'[13:12:15.620 13/07/1995]',-0.216,0.330,-0.222,61.353,0.000,-0.127
'[13:12:15.622 13/07/1995]',-0.225,0.356,-0.232,61.353,0.000,-0.127
'[13:12:15.624 13/07/1995]',-0.230,0.373,-0.246,61.053,0.000,-0.133
'[13:12:15.626 13/07/1995]',-0.235,0.391,-0.260,61.053,0.000,-0.133
'[13:12:15.628 13/07/1995]',-0.238,0.403,-0.276,61.053,0.000,-0.133
'[13:12:15.630 13/07/1995]',-0.242,0.415,-0.291,61.053,0.000,-0.133
'[13:12:15.632 13/07/1995]',-0.245,0.426,-0.307,60.827,0.000,-0.141
'[13:12:15.634 13/07/1995]',-0.249,0.436,-0.322,60.827,0.000,-0.141
'[13:12:15.636 13/07/1995]',-0.251,0.443,-0.336,60.827,0.000,-0.141
'[13:12:15.638 13/07/1995]',-0.254,0.450,-0.350,60.827,0.000,-0.141
'[13:12:15.640 13/07/1995]',-0.257,0.454,-0.360,60.526,0.000,-0.152
'[13:12:15.642 13/07/1995]',-0.261,0.457,-0.371,60.526,0.000,-0.152
'[13:12:15.644 13/07/1995]',-0.263,0.459,-0.380,60.526,0.000,-0.152
'[13:12:15.646 13/07/1995]',-0.265,0.461,-0.388,60.526,0.000,-0.152
'[13:12:15.648 13/07/1995]',-0.268,0.466,-0.399,60.301,0.000,-0.164
'[13:12:15.650 13/07/1995]',-0.270,0.471,-0.409,60.301,0.000,-0.164
'[13:12:15.652 13/07/1995]',-0.272,0.478,-0.418,60.301,0.000,-0.164
'[13:12:15.654 13/07/1995]',-0.275,0.485,-0.426,60.301,0.000,-0.164
'[13:12:15.656 13/07/1995]',-0.277,0.487,-0.437,60.075,0.000,-0.177
'[13:12:15.658 13/07/1995]',-0.279,0.489,-0.447,60.075,0.000,-0.177
'[13:12:15.660 13/07/1995]',-0.281,0.494,-0.454,60.075,0.000,-0.177
'[13:12:15.662 13/07/1995]',-0.282,0.499,-0.461,60.075,0.000,-0.177
'[13:12:15.664 13/07/1995]',-0.286,0.506,-0.466,59.925,0.000,-0.192
'[13:12:15.666 13/07/1995]',-0.291,0.513,-0.471,59.925,0.000,-0.192
'[13:12:15.668 13/07/1995]',-0.295,0.518,-0.478,59.925,0.000,-0.192
'[13:12:15.670 13/07/1995]',-0.298,0.524,-0.485,59.925,0.000,-0.192
'[13:12:15.672 13/07/1995]',-0.302,0.525,-0.490,59.699,0.000,-0.207
'[13:12:15.674 13/07/1995]',-0.305,0.527,-0.496,59.699,0.000,-0.207
'[13:12:15.676 13/07/1995]',-0.308,0.532,-0.499,59.699,0.000,-0.207
'[13:12:15.678 13/07/1995]',-0.310,0.538,-0.503,59.699,0.000,-0.207
'[13:12:15.680 13/07/1995]',-0.311,0.545,-0.511,59.549,0.000,-0.223
'[13:12:15.682 13/07/1995]',-0.312,0.551,-0.520,59.549,0.000,-0.223
'[13:12:15.684 13/07/1995]',-0.315,0.555,-0.529,59.549,0.000,-0.223
'[13:12:15.686 13/07/1995]',-0.317,0.558,-0.537,59.549,0.000,-0.223
'[13:12:15.688 13/07/1995]',-0.319,0.564,-0.544,59.474,0.000,-0.238
'[13:12:15.690 13/07/1995]',-0.322,0.569,-0.551,59.474,0.000,-0.238
'[13:12:15.692 13/07/1995]',-0.325,0.578,-0.560,59.474,0.000,-0.238
'[13:12:15.694 13/07/1995]',-0.329,0.586,-0.568,59.474,0.000,-0.238
'[13:12:15.696 13/07/1995]',-0.333,0.595,-0.582,59.774,0.000,-0.255
'[13:12:15.698 13/07/1995]',-0.338,0.604,-0.596,59.774,0.000,-0.255
'[13:12:15.700 13/07/1995]',-0.342,0.611,-0.607,59.774,0.000,-0.255
'[13:12:15.702 13/07/1995]',-0.345,0.618,-0.617,59.774,0.000,-0.255
'[13:12:15.704 13/07/1995]',-0.350,0.625,-0.627,61.278,0.000,-0.270
'[13:12:15.706 13/07/1995]',-0.354,0.632,-0.638,61.278,0.000,-0.270
'[13:12:15.708 13/07/1995]',-0.359,0.642,-0.652,61.278,0.000,-0.270
'[13:12:15.710 13/07/1995]',-0.364,0.653,-0.666,61.278,0.000,-0.270
'[13:12:15.712 13/07/1995]',-0.370,0.668,-0.681,64.887,0.000,-0.283
'[13:12:15.714 13/07/1995]',-0.376,0.684,-0.697,64.887,0.000,-0.283
'[13:12:15.716 13/07/1995]',-0.383,0.702,-0.719,64.887,0.000,-0.283
'[13:12:15.718 13/07/1995]',-0.390,0.719,-0.742,64.887,0.000,-0.283
'[13:12:15.720 13/07/1995]',-0.399,0.735,-0.763,72.105,0.000,-0.295
'[13:12:15.722 13/07/1995]',-0.408,0.750,-0.783,72.105,0.000,-0.295
'[13:12:15.724 13/07/1995]',-0.420,0.768,-0.804,72.105,0.000,-0.295
'[13:12:15.726 13/07/1995]',-0.432,0.785,-0.825,72.105,0.000,-0.295
'[13:12:15.728 13/07/1995]',-0.442,0.805,-0.847,82.932,0.000,-0.306
'[13:12:15.730 13/07/1995]',-0.453,0.824,-0.870,82.932,0.000,-0.306
'[13:12:15.732 13/07/1995]',-0.460,0.841,-0.889,82.932,0.000,-0.306
'[13:12:15.734 13/07/1995]',-0.467,0.859,-0.908,82.932,0.000,-0.306
'[13:12:15.736 13/07/1995]',-0.475,0.873,-0.922,96.165,0.000,-0.317
'[13:12:15.738 13/07/1995]',-0.484,0.887,-0.936,96.165,0.000,-0.317
'[13:12:15.740 13/07/1995]',-0.492,0.899,-0.945,96.165,0.000,-0.317
'[13:12:15.742 13/07/1995]',-0.500,0.911,-0.953,96.165,0.000,-0.317
'[13:12:15.744 13/07/1995]',-0.506,0.920,-0.958,109.850,0.000,-0.326
'[13:12:15.746 13/07/1995]',-0.512,0.928,-0.964,109.850,0.000,-0.326
'[13:12:15.748 13/07/1995]',-0.514,0.932,-0.965,109.850,0.000,-0.326
'[13:12:15.750 13/07/1995]',-0.516,0.935,-0.967,109.850,0.000,-0.326
'[13:12:15.752 13/07/1995]',-0.515,0.935,-0.962,122.556,0.000,-0.333
'[13:12:15.754 13/07/1995]',-0.514,0.935,-0.957,122.556,0.000,-0.333
'[13:12:15.756 13/07/1995]',-0.508,0.928,-0.946,122.556,0.000,-0.333
'[13:12:15.758 13/07/1995]',-0.502,0.921,-0.936,122.556,0.000,-0.333
'[13:12:15.760 13/07/1995]',-0.493,0.908,-0.922,133.985,0.000,-0.340
'[13:12:15.762 13/07/1995]',-0.484,0.894,-0.908,133.985,0.000,-0.340
'[13:12:15.764 13/07/1995]',-0.468,0.878,-0.893,133.985,0.000,-0.340
'[13:12:15.766 13/07/1995]',-0.453,0.862,-0.877,133.985,0.000,-0.340
'[13:12:15.768 13/07/1995]',-0.437,0.838,-0.853,143.609,0.000,-0.346
'[13:12:15.770 13/07/1995]',-0.420,0.813,-0.828,143.609,0.000,-0.346
'[13:12:15.772 13/07/1995]',-0.403,0.785,-0.801,143.609,0.000,-0.346
'[13:12:15.774 13/07/1995]',-0.385,0.757,-0.773,143.609,0.000,-0.346
'[13:12:15.776 13/07/1995]',-0.365,0.726,-0.740,150.752,0.000,-0.351
'[13:12:15.778 13/07/1995]',-0.345,0.695,-0.707,150.752,0.000,-0.351
'[13:12:15.780 13/07/1995]',-0.323,0.660,-0.671,150.752,0.000,-0.351
'[13:12:15.782 13/07/1995]',-0.300,0.625,-0.634,150.752,0.000,-0.351
'[13:12:15.784 13/07/1995]',-0.279,0.590,-0.594,154.812,0.000,-0.355
'[13:12:15.786 13/07/1995]',-0.258,0.555,-0.555,154.812,0.000,-0.355
'[13:12:15.788 13/07/1995]',-0.237,0.522,-0.515,154.812,0.000,-0.355
'[13:12:15.790 13/07/1995]',-0.216,0.489,-0.475,154.812,0.000,-0.355
'[13:12:15.792 13/07/1995]',-0.198,0.459,-0.432,155.940,0.000,-0.359
'[13:12:15.794 13/07/1995]',-0.181,0.429,-0.388,155.940,0.000,-0.359
'[13:12:15.796 13/07/1995]',-0.165,0.403,-0.341,155.940,0.000,-0.359
'[13:12:15.798 13/07/1995]',-0.150,0.377,-0.295,155.940,0.000,-0.359
'[13:12:15.800 13/07/1995]',-0.135,0.353,-0.246,154.662,0.000,-0.363
'[13:12:15.802 13/07/1995]',-0.120,0.328,-0.198,154.662,0.000,-0.363
'[13:12:15.804 13/07/1995]',-0.106,0.307,-0.154,154.662,0.000,-0.363
'[13:12:15.806 13/07/1995]',-0.092,0.286,-0.111,154.662,0.000,-0.363
'[13:12:15.808 13/07/1995]',-0.081,0.265,-0.073,151.579,0.000,-0.366
'[13:12:15.810 13/07/1995]',-0.070,0.244,-0.035,151.579,0.000,-0.366
'[13:12:15.812 13/07/1995]',-0.060,0.227,-0.005,151.579,0.000,-0.366
'[13:12:15.814 13/07/1995]',-0.049,0.209,0.024,151.579,0.000,-0.366
'[13:12:15.816 13/07/1995]',-0.040,0.195,0.050,147.293,0.000,-0.369
'[13:12:15.818 13/07/1995]',-0.031,0.182,0.076,147.293,0.000,-0.369
'[13:12:15.820 13/07/1995]',-0.022,0.171,0.099,147.293,0.000,-0.369
'[13:12:15.822 13/07/1995]',-0.014,0.161,0.121,147.293,0.000,-0.369
'[13:12:15.824 13/07/1995]',-0.007,0.148,0.140,142.331,0.000,-0.371
'[13:12:15.826 13/07/1995]',0.000,0.136,0.159,142.331,0.000,-0.371
'[13:12:15.828 13/07/1995]',0.005,0.122,0.175,142.331,0.000,-0.371
'[13:12:15.830 13/07/1995]',0.009,0.108,0.191,142.331,0.000,-0.371
'[13:12:15.832 13/07/1995]',0.014,0.098,0.201,136.992,0.000,-0.374
'[13:12:15.834 13/07/1995]',0.019,0.087,0.211,136.992,0.000,-0.374
'[13:12:15.836 13/07/1995]',0.022,0.080,0.218,136.992,0.000,-0.374
'[13:12:15.838 13/07/1995]',0.026,0.073,0.225,136.992,0.000,-0.374
'[13:12:15.840 13/07/1995]',0.027,0.066,0.229,131.579,0.000,-0.377
'[13:12:15.842 13/07/1995]',0.028,0.059,0.232,131.579,0.000,-0.377
'[13:12:15.844 13/07/1995]',0.031,0.054,0.232,131.579,0.000,-0.377
'[13:12:15.846 13/07/1995]',0.033,0.049,0.232,131.579,0.000,-0.377
'[13:12:15.848 13/07/1995]',0.033,0.049,0.229,126.316,0.000,-0.379
'[13:12:15.850 13/07/1995]',0.033,0.049,0.225,126.316,0.000,-0.379
'[13:12:15.852 13/07/1995]',0.029,0.049,0.220,126.316,0.000,-0.379
'[13:12:15.854 13/07/1995]',0.026,0.049,0.215,126.316,0.000,-0.379
'[13:12:15.856 13/07/1995]',0.026,0.049,0.211,121.203,0.000,-0.382
'[13:12:15.858 13/07/1995]',0.026,0.049,0.208,121.203,0.000,-0.382
'[13:12:15.860 13/07/1995]',0.029,0.049,0.206,121.203,0.000,-0.382
'[13:12:15.862 13/07/1995]',0.033,0.049,0.205,121.203,0.000,-0.382
'[13:12:15.864 13/07/1995]',0.034,0.049,0.205,116.466,0.000,-0.385
'[13:12:15.866 13/07/1995]',0.035,0.049,0.205,116.466,0.000,-0.385
'[13:12:15.868 13/07/1995]',0.033,0.049,0.208,116.466,0.000,-0.385
'[13:12:15.870 13/07/1995]',0.031,0.049,0.211,116.466,0.000,-0.385
'[13:12:15.872 13/07/1995]',0.027,0.049,0.215,111.880,0.000,-0.387
'[13:12:15.874 13/07/1995]',0.023,0.049,0.218,111.880,0.000,-0.387
'[13:12:15.876 13/07/1995]',0.020,0.051,0.222,111.880,0.000,-0.387
'[13:12:15.878 13/07/1995]',0.016,0.052,0.225,111.880,0.000,-0.387
'[13:12:15.880 13/07/1995]',0.014,0.056,0.227,107.519,0.000,-0.389
'[13:12:15.882 13/07/1995]',0.012,0.059,0.229,107.519,0.000,-0.389
'[13:12:15.884 13/07/1995]',0.011,0.065,0.225,107.519,0.000,-0.389
'[13:12:15.886 13/07/1995]',0.009,0.070,0.222,107.519,0.000,-0.389
'[13:12:15.888 13/07/1995]',0.008,0.072,0.218,103.308,0.000,-0.391
'[13:12:15.890 13/07/1995]',0.007,0.073,0.215,103.308,0.000,-0.391
'[13:12:15.892 13/07/1995]',0.007,0.077,0.213,103.308,0.000,-0.391
'[13:12:15.894 13/07/1995]',0.007,0.080,0.211,103.308,0.000,-0.391
'[13:12:15.896 13/07/1995]',0.006,0.084,0.208,99.323,0.000,-0.393
'[13:12:15.898 13/07/1995]',0.005,0.087,0.205,99.323,0.000,-0.393
'[13:12:15.900 13/07/1995]',0.002,0.089,0.203,99.323,0.000,-0.393
'[13:12:15.902 13/07/1995]',0.000,0.091,0.201,99.323,0.000,-0.393
'[13:12:15.904 13/07/1995]',-0.002,0.089,0.201,95.639,0.000,-0.395
'[13:12:15.906 13/07/1995]',-0.005,0.087,0.201,95.639,0.000,-0.395
'[13:12:15.908 13/07/1995]',-0.006,0.087,0.199,95.639,0.000,-0.395
'[13:12:15.910 13/07/1995]',-0.007,0.087,0.198,95.639,0.000,-0.395
'[13:12:15.912 13/07/1995]',-0.008,0.087,0.194,92.406,0.000,-0.397
'[13:12:15.914 13/07/1995]',-0.009,0.087,0.191,92.406,0.000,-0.397
'[13:12:15.916 13/07/1995]',-0.011,0.089,0.187,92.406,0.000,-0.397
'[13:12:15.918 13/07/1995]',-0.012,0.091,0.184,92.406,0.000,-0.397
'[13:12:15.920 13/07/1995]',-0.014,0.096,0.182,89.774,0.000,-0.400
'[13:12:15.922 13/07/1995]',-0.016,0.101,0.180,89.774,0.000,-0.400
'[13:12:15.924 13/07/1995]',-0.018,0.106,0.175,89.774,0.000,-0.400
'[13:12:15.926 13/07/1995]',-0.019,0.112,0.170,89.774,0.000,-0.400
'[13:12:15.928 13/07/1995]',-0.019,0.113,0.168,87.895,0.000,-0.402
'[13:12:15.930 13/07/1995]',-0.019,0.115,0.166,87.895,0.000,-0.402
'[13:12:15.932 13/07/1995]',-0.018,0.115,0.165,87.895,0.000,-0.402
'[13:12:15.934 13/07/1995]',-0.016,0.115,0.163,87.895,0.000,-0.402
'[13:12:15.936 13/07/1995]',-0.016,0.113,0.163,86.617,0.000,-0.405
'[13:12:15.938 13/07/1995]',-0.016,0.112,0.163,86.617,0.000,-0.405
'[13:12:15.940 13/07/1995]',-0.016,0.110,0.163,86.617,0.000,-0.405
'[13:12:15.942 13/07/1995]',-0.016,0.108,0.163,86.617,0.000,-0.405
'[13:12:15.944 13/07/1995]',-0.014,0.105,0.163,85.865,0.000,-0.407
'[13:12:15.946 13/07/1995]',-0.012,0.101,0.163,85.865,0.000,-0.407
'[13:12:15.948 13/07/1995]',-0.009,0.096,0.165,85.865,0.000,-0.407
'[13:12:15.950 13/07/1995]',-0.007,0.091,0.166,85.865,0.000,-0.407
'[13:12:15.952 13/07/1995]',-0.005,0.089,0.172,85.564,0.000,-0.410
'[13:12:15.954 13/07/1995]',-0.002,0.087,0.177,85.564,0.000,-0.410
'[13:12:15.956 13/07/1995]',0.000,0.087,0.184,85.564,0.000,-0.410
'[13:12:15.958 13/07/1995]',0.002,0.087,0.191,85.564,0.000,-0.410
'[13:12:15.960 13/07/1995]',0.004,0.087,0.192,85.489,0.000,-0.413
'[13:12:15.962 13/07/1995]',0.005,0.087,0.194,85.489,0.000,-0.413
'[13:12:15.964 13/07/1995]',0.002,0.087,0.198,85.489,0.000,-0.413
'[13:12:15.966 13/07/1995]',0.000,0.087,0.201,85.489,0.000,-0.413
'[13:12:15.968 13/07/1995]',-0.001,0.087,0.201,85.639,0.000,-0.417
'[13:12:15.970 13/07/1995]',-0.002,0.087,0.201,85.639,0.000,-0.417
'[13:12:15.972 13/07/1995]',0.000,0.087,0.196,85.639,0.000,-0.417
'[13:12:15.974 13/07/1995]',0.002,0.087,0.191,85.639,0.000,-0.417
'[13:12:15.976 13/07/1995]',0.005,0.087,0.187,85.789,0.000,-0.422
'[13:12:15.978 13/07/1995]',0.007,0.087,0.184,85.789,0.000,-0.422
'[13:12:15.980 13/07/1995]',0.007,0.086,0.180,85.789,0.000,-0.422
'[13:12:15.982 13/07/1995]',0.007,0.084,0.177,85.789,0.000,-0.422
'[13:12:15.984 13/07/1995]',0.007,0.080,0.168,85.865,0.000,-0.428
'[13:12:15.986 13/07/1995]',0.007,0.077,0.159,85.865,0.000,-0.428
'[13:12:15.988 13/07/1995]',0.007,0.077,0.156,85.865,0.000,-0.428
'[13:12:15.990 13/07/1995]',0.007,0.077,0.153,85.865,0.000,-0.428
'[13:12:15.992 13/07/1995]',0.007,0.077,0.151,85.789,0.000,-0.433
'[13:12:15.994 13/07/1995]',0.007,0.077,0.149,85.789,0.000,-0.433
'[13:12:15.996 13/07/1995]',0.007,0.079,0.153,85.789,0.000,-0.433
'[13:12:15.998 13/07/1995]',0.007,0.080,0.156,85.789,0.000,-0.433
'[13:12:16.000 13/07/1995]',0.007,0.082,0.159,85.564,0.000,-0.440
'[13:12:16.002 13/07/1995]',0.007,0.084,0.163,85.564,0.000,-0.440
'[13:12:16.004 13/07/1995]',0.007,0.082,0.163,85.564,0.000,-0.440
'[13:12:16.006 13/07/1995]',0.007,0.080,0.163,85.564,0.000,-0.440
'[13:12:16.008 13/07/1995]',0.007,0.079,0.163,85.188,0.000,-0.446
'[13:12:16.010 13/07/1995]',0.007,0.077,0.163,85.188,0.000,-0.446
'[13:12:16.012 13/07/1995]',0.007,0.077,0.163,85.188,0.000,-0.446
'[13:12:16.014 13/07/1995]',0.007,0.077,0.163,85.188,0.000,-0.446
'[13:12:16.016 13/07/1995]',0.007,0.077,0.163,84.662,0.000,-0.452
'[13:12:16.018 13/07/1995]',0.007,0.077,0.163,84.662,0.000,-0.452
'[13:12:16.020 13/07/1995]',0.007,0.079,0.163,84.662,0.000,-0.452
'[13:12:16.022 13/07/1995]',0.007,0.080,0.163,84.662,0.000,-0.452
'[13:12:16.024 13/07/1995]',0.007,0.084,0.163,83.910,0.000,-0.457
'[13:12:16.026 13/07/1995]',0.007,0.087,0.163,83.910,0.000,-0.457
'[13:12:16.028 13/07/1995]',0.007,0.089,0.163,83.910,0.000,-0.457
'[13:12:16.030 13/07/1995]',0.007,0.091,0.163,83.910,0.000,-0.457
'[13:12:16.032 13/07/1995]',0.007,0.087,0.163,83.083,0.000,-0.462
'[13:12:16.034 13/07/1995]',0.007,0.084,0.163,83.083,0.000,-0.462
'[13:12:16.036 13/07/1995]',0.007,0.080,0.163,83.083,0.000,-0.462
'[13:12:16.038 13/07/1995]',0.007,0.077,0.163,83.083,0.000,-0.462
'[13:12:16.040 13/07/1995]',0.007,0.075,0.163,82.105,0.000,-0.467
'[13:12:16.042 13/07/1995]',0.007,0.073,0.163,82.105,0.000,-0.467
'[13:12:16.044 13/07/1995]',0.007,0.070,0.163,82.105,0.000,-0.467
'[13:12:16.046 13/07/1995]',0.007,0.066,0.163,82.105,0.000,-0.467
'[13:12:16.048 13/07/1995]',0.007,0.063,0.163,80.977,0.000,-0.470
'[13:12:16.050 13/07/1995]',0.007,0.059,0.163,80.977,0.000,-0.470
'[13:12:16.052 13/07/1995]',0.007,0.063,0.163,80.977,0.000,-0.470
'[13:12:16.054 13/07/1995]',0.007,0.066,0.163,80.977,0.000,-0.470
'[13:12:16.056 13/07/1995]',0.007,0.070,0.161,79.850,0.000,-0.474
'[13:12:16.058 13/07/1995]',0.007,0.073,0.159,79.850,0.000,-0.474
'[13:12:16.060 13/07/1995]',0.007,0.075,0.154,79.850,0.000,-0.474
'[13:12:16.062 13/07/1995]',0.007,0.077,0.149,79.850,0.000,-0.474
'[13:12:16.064 13/07/1995]',0.007,0.077,0.144,78.722,0.000,-0.477
'[13:12:16.066 13/07/1995]',0.007,0.077,0.139,78.722,0.000,-0.477
'[13:12:16.068 13/07/1995]',0.007,0.075,0.137,78.722,0.000,-0.477
'[13:12:16.070 13/07/1995]',0.007,0.073,0.135,78.722,0.000,-0.477
'[13:12:16.072 13/07/1995]',0.007,0.070,0.135,77.519,0.000,-0.481
'[13:12:16.074 13/07/1995]',0.007,0.066,0.135,77.519,0.000,-0.481
'[13:12:16.076 13/07/1995]',0.007,0.061,0.133,77.519,0.000,-0.481
'[13:12:16.078 13/07/1995]',0.007,0.056,0.132,77.519,0.000,-0.481
'[13:12:16.080 13/07/1995]',0.007,0.054,0.132,76.316,0.000,-0.484
'[13:12:16.082 13/07/1995]',0.007,0.052,0.132,76.316,0.000,-0.484
'[13:12:16.084 13/07/1995]',0.007,0.051,0.130,76.316,0.000,-0.484
'[13:12:16.086 13/07/1995]',0.007,0.049,0.128,76.316,0.000,-0.484
'[13:12:16.088 13/07/1995]',0.007,0.049,0.127,75.113,0.000,-0.487
'[13:12:16.090 13/07/1995]',0.007,0.049,0.125,75.113,0.000,-0.487
'[13:12:16.092 13/07/1995]',0.007,0.049,0.125,75.113,0.000,-0.487
'[13:12:16.094 13/07/1995]',0.007,0.049,0.125,75.113,0.000,-0.487
'[13:12:16.096 13/07/1995]',0.007,0.049,0.125,73.985,0.000,-0.490
'[13:12:16.098 13/07/1995]',0.007,0.049,0.125,73.985,0.000,-0.490
'[13:12:16.100 13/07/1995]',0.007,0.049,0.123,73.985,0.000,-0.490
'[13:12:16.102 13/07/1995]',0.007,0.049,0.121,73.985,0.000,-0.490
'[13:12:16.104 13/07/1995]',0.007,0.049,0.116,72.857,0.000,-0.493
'[13:12:16.106 13/07/1995]',0.007,0.049,0.111,72.857,0.000,-0.493
'[13:12:16.108 13/07/1995]',0.007,0.049,0.106,72.857,0.000,-0.493
'[13:12:16.110 13/07/1995]',0.007,0.049,0.101,72.857,0.000,-0.493
'[13:12:16.112 13/07/1995]',0.007,0.049,0.099,71.805,0.000,-0.495
'[13:12:16.114 13/07/1995]',0.007,0.049,0.097,71.805,0.000,-0.495
'[13:12:16.116 13/07/1995]',0.008,0.049,0.094,71.805,0.000,-0.495
'[13:12:16.118 13/07/1995]',0.009,0.049,0.090,71.805,0.000,-0.495
'[13:12:16.120 13/07/1995]',0.012,0.049,0.088,70.752,0.000,-0.497
'[13:12:16.122 13/07/1995]',0.014,0.049,0.087,70.752,0.000,-0.497
'[13:12:16.124 13/07/1995]',0.016,0.049,0.087,70.752,0.000,-0.497
'[13:12:16.126 13/07/1995]',0.019,0.049,0.087,70.752,0.000,-0.497
'[13:12:16.128 13/07/1995]',0.016,0.049,0.087,69.850,0.000,-0.499
'[13:12:16.130 13/07/1995]',0.014,0.049,0.087,69.850,0.000,-0.499
'[13:12:16.132 13/07/1995]',0.012,0.049,0.087,69.850,0.000,-0.499
'[13:12:16.134 13/07/1995]',0.009,0.049,0.087,69.850,0.000,-0.499
'[13:12:16.136 13/07/1995]',0.008,0.049,0.087,69.023,0.000,-0.501
'[13:12:16.138 13/07/1995]',0.007,0.049,0.087,69.023,0.000,-0.501
'[13:12:16.140 13/07/1995]',0.007,0.049,0.087,69.023,0.000,-0.501
'[13:12:16.142 13/07/1995]',0.007,0.049,0.087,69.023,0.000,-0.501
'[13:12:16.144 13/07/1995]',0.007,0.049,0.087,68.271,0.000,-0.504
'[13:12:16.146 13/07/1995]',0.007,0.049,0.087,68.271,0.000,-0.504
'[13:12:16.148 13/07/1995]',0.007,0.051,0.088,68.271,0.000,-0.504
'[13:12:16.150 13/07/1995]',0.007,0.052,0.090,68.271,0.000,-0.504
'[13:12:16.152 13/07/1995]',0.007,0.056,0.094,67.594,0.000,-0.506
'[13:12:16.154 13/07/1995]',0.007,0.059,0.097,67.594,0.000,-0.506
'[13:12:16.156 13/07/1995]',0.007,0.061,0.101,67.594,0.000,-0.506
'[13:12:16.158 13/07/1995]',0.007,0.063,0.104,67.594,0.000,-0.506
'[13:12:16.160 13/07/1995]',0.007,0.058,0.106,66.992,0.000,-0.508
'[13:12:16.162 13/07/1995]',0.007,0.052,0.107,66.992,0.000,-0.508
'[13:12:16.164 13/07/1995]',0.007,0.052,0.106,66.992,0.000,-0.508
'[13:12:16.166 13/07/1995]',0.007,0.052,0.104,66.992,0.000,-0.508
'[13:12:16.168 13/07/1995]',0.007,0.054,0.101,66.391,0.000,-0.510
'[13:12:16.170 13/07/1995]',0.007,0.056,0.097,66.391,0.000,-0.510
'[13:12:16.172 13/07/1995]',0.007,0.054,0.094,66.391,0.000,-0.510
'[13:12:16.174 13/07/1995]',0.007,0.052,0.090,66.391,0.000,-0.510
'[13:12:16.176 13/07/1995]',0.007,0.051,0.088,65.789,0.000,-0.511
'[13:12:16.178 13/07/1995]',0.007,0.049,0.087,65.789,0.000,-0.511
'[13:12:16.180 13/07/1995]',0.007,0.049,0.087,65.789,0.000,-0.511
'[13:12:16.182 13/07/1995]',0.007,0.049,0.087,65.789,0.000,-0.511
'[13:12:16.184 13/07/1995]',0.007,0.051,0.087,65.263,0.000,-0.513
'[13:12:16.186 13/07/1995]',0.007,0.052,0.087,65.263,0.000,-0.513
