'Time and date','MCL1 ','V ','ABP ','PAP ','PLETH ','RESP '
'[10:42:14.026 08/05/1995]',-0.008,-0.038,59.099,16.071,-0.443,-0.512
'[10:42:14.028 08/05/1995]',0.001,-0.012,59.099,16.071,-0.443,-0.512
'[10:42:14.030 08/05/1995]',0.001,0.001,59.099,16.071,-0.443,-0.512
'[10:42:14.032 08/05/1995]',0.001,0.001,59.099,17.118,-0.440,-0.512
'[10:42:14.034 08/05/1995]',0.001,0.014,59.099,17.118,-0.440,-0.512
'[10:42:14.036 08/05/1995]',0.001,0.014,59.099,17.118,-0.440,-0.512
'[10:42:14.038 08/05/1995]',0.009,0.014,59.099,17.118,-0.440,-0.512
'[10:42:14.040 08/05/1995]',0.009,0.027,58.949,17.990,-0.436,-0.512
'[10:42:14.042 08/05/1995]',0.018,0.040,58.949,17.990,-0.436,-0.512
'[10:42:14.044 08/05/1995]',0.018,0.040,58.949,17.990,-0.436,-0.512
'[10:42:14.046 08/05/1995]',0.009,0.040,58.949,17.990,-0.436,-0.512
'[10:42:14.048 08/05/1995]',0.018,0.040,58.873,18.688,-0.433,0.669
'[10:42:14.050 08/05/1995]',0.018,0.040,58.873,18.688,-0.433,0.669
'[10:42:14.052 08/05/1995]',0.027,0.040,58.873,18.688,-0.433,0.669
'[10:42:14.054 08/05/1995]',0.027,0.053,58.873,18.688,-0.433,0.669
'[10:42:14.056 08/05/1995]',0.027,0.053,58.723,19.236,-0.429,0.621
'[10:42:14.058 08/05/1995]',0.027,0.066,58.723,19.236,-0.429,0.621
'[10:42:14.060 08/05/1995]',0.027,0.066,58.723,19.236,-0.429,0.621
'[10:42:14.062 08/05/1995]',0.027,0.053,58.723,19.236,-0.429,0.621
'[10:42:14.064 08/05/1995]',0.027,0.066,58.573,19.410,-0.426,0.539
'[10:42:14.066 08/05/1995]',0.027,0.066,58.573,19.410,-0.426,0.539
'[10:42:14.068 08/05/1995]',0.027,0.066,58.573,19.410,-0.426,0.539
'[10:42:14.070 08/05/1995]',0.036,0.066,58.573,19.410,-0.426,0.539
'[10:42:14.072 08/05/1995]',0.036,0.066,58.423,19.460,-0.423,0.427
'[10:42:14.074 08/05/1995]',0.036,0.066,58.423,19.460,-0.423,0.427
'[10:42:14.076 08/05/1995]',0.036,0.066,58.423,19.460,-0.423,0.427
'[10:42:14.078 08/05/1995]',0.036,0.066,58.423,19.460,-0.423,0.427
'[10:42:14.080 08/05/1995]',0.027,0.066,58.273,19.510,-0.420,0.309
'[10:42:14.082 08/05/1995]',0.036,0.066,58.273,19.510,-0.420,0.309
'[10:42:14.084 08/05/1995]',0.036,0.079,58.273,19.510,-0.420,0.309
'[10:42:14.086 08/05/1995]',0.036,0.079,58.273,19.510,-0.420,0.309
'[10:42:14.088 08/05/1995]',0.044,0.079,58.198,19.859,-0.416,0.204
'[10:42:14.090 08/05/1995]',0.044,0.079,58.198,19.859,-0.416,0.204
'[10:42:14.092 08/05/1995]',0.044,0.079,58.198,19.859,-0.416,0.204
'[10:42:14.094 08/05/1995]',0.036,0.066,58.198,19.859,-0.416,0.204
'[10:42:14.096 08/05/1995]',0.036,0.066,58.123,20.457,-0.414,0.112
'[10:42:14.098 08/05/1995]',0.036,0.066,58.123,20.457,-0.414,0.112
'[10:42:14.100 08/05/1995]',0.044,0.066,58.123,20.457,-0.414,0.112
'[10:42:14.102 08/05/1995]',0.036,0.079,58.123,20.457,-0.414,0.112
'[10:42:14.104 08/05/1995]',0.044,0.079,58.273,21.204,-0.410,0.029
'[10:42:14.106 08/05/1995]',0.044,0.079,58.273,21.204,-0.410,0.029
'[10:42:14.108 08/05/1995]',0.044,0.079,58.273,21.204,-0.410,0.029
'[10:42:14.110 08/05/1995]',0.044,0.079,58.273,21.204,-0.410,0.029
'[10:42:14.112 08/05/1995]',0.036,0.079,58.648,22.076,-0.407,-0.043
'[10:42:14.114 08/05/1995]',0.036,0.079,58.648,22.076,-0.407,-0.043
'[10:42:14.116 08/05/1995]',0.036,0.079,58.648,22.076,-0.407,-0.043
'[10:42:14.118 08/05/1995]',0.044,0.079,58.648,22.076,-0.407,-0.043
'[10:42:14.120 08/05/1995]',0.044,0.079,59.399,23.073,-0.405,-0.107
'[10:42:14.122 08/05/1995]',0.044,0.079,59.399,23.073,-0.405,-0.107
'[10:42:14.124 08/05/1995]',0.044,0.079,59.399,23.073,-0.405,-0.107
'[10:42:14.126 08/05/1995]',0.044,0.079,59.399,23.073,-0.405,-0.107
'[10:42:14.128 08/05/1995]',0.044,0.079,60.751,24.120,-0.402,-0.163
'[10:42:14.130 08/05/1995]',0.044,0.079,60.751,24.120,-0.402,-0.163
'[10:42:14.132 08/05/1995]',0.044,0.079,60.751,24.120,-0.402,-0.163
'[10:42:14.134 08/05/1995]',0.044,0.079,60.751,24.120,-0.402,-0.163
'[10:42:14.136 08/05/1995]',0.053,0.079,62.778,25.116,-0.398,-0.212
'[10:42:14.138 08/05/1995]',0.053,0.093,62.778,25.116,-0.398,-0.212
'[10:42:14.140 08/05/1995]',0.053,0.093,62.778,25.116,-0.398,-0.212
'[10:42:14.142 08/05/1995]',0.053,0.093,62.778,25.116,-0.398,-0.212
'[10:42:14.144 08/05/1995]',0.053,0.093,65.482,25.988,-0.395,-0.256
'[10:42:14.146 08/05/1995]',0.053,0.093,65.482,25.988,-0.395,-0.256
'[10:42:14.148 08/05/1995]',0.053,0.093,65.482,25.988,-0.395,-0.256
'[10:42:14.150 08/05/1995]',0.053,0.106,65.482,25.988,-0.395,-0.256
'[10:42:14.152 08/05/1995]',0.053,0.106,68.711,26.811,-0.390,-0.293
'[10:42:14.154 08/05/1995]',0.053,0.106,68.711,26.811,-0.390,-0.293
'[10:42:14.156 08/05/1995]',0.062,0.106,68.711,26.811,-0.390,-0.293
'[10:42:14.158 08/05/1995]',0.062,0.106,68.711,26.811,-0.390,-0.293
'[10:42:14.160 08/05/1995]',0.053,0.106,72.465,27.508,-0.382,-0.328
'[10:42:14.162 08/05/1995]',0.053,0.106,72.465,27.508,-0.382,-0.328
'[10:42:14.164 08/05/1995]',0.053,0.106,72.465,27.508,-0.382,-0.328
'[10:42:14.166 08/05/1995]',0.053,0.106,72.465,27.508,-0.382,-0.328
'[10:42:14.168 08/05/1995]',0.062,0.106,76.445,28.156,-0.372,-0.357
'[10:42:14.170 08/05/1995]',0.062,0.106,76.445,28.156,-0.372,-0.357
'[10:42:14.172 08/05/1995]',0.071,0.119,76.445,28.156,-0.372,-0.357
'[10:42:14.174 08/05/1995]',0.071,0.119,76.445,28.156,-0.372,-0.357
'[10:42:14.176 08/05/1995]',0.062,0.119,80.500,28.754,-0.358,-0.384
'[10:42:14.178 08/05/1995]',0.062,0.119,80.500,28.754,-0.358,-0.384
'[10:42:14.180 08/05/1995]',0.062,0.119,80.500,28.754,-0.358,-0.384
'[10:42:14.182 08/05/1995]',0.062,0.119,80.500,28.754,-0.358,-0.384
'[10:42:14.184 08/05/1995]',0.071,0.119,84.405,29.277,-0.339,-0.407
'[10:42:14.186 08/05/1995]',0.071,0.132,84.405,29.277,-0.339,-0.407
'[10:42:14.188 08/05/1995]',0.080,0.132,84.405,29.277,-0.339,-0.407
'[10:42:14.190 08/05/1995]',0.071,0.132,84.405,29.277,-0.339,-0.407
'[10:42:14.192 08/05/1995]',0.080,0.132,88.085,29.801,-0.314,-0.428
'[10:42:14.194 08/05/1995]',0.071,0.132,88.085,29.801,-0.314,-0.428
'[10:42:14.196 08/05/1995]',0.062,0.132,88.085,29.801,-0.314,-0.428
'[10:42:14.198 08/05/1995]',0.071,0.132,88.085,29.801,-0.314,-0.428
'[10:42:14.200 08/05/1995]',0.071,0.132,91.464,30.274,-0.282,-0.448
'[10:42:14.202 08/05/1995]',0.080,0.145,91.464,30.274,-0.282,-0.448
'[10:42:14.204 08/05/1995]',0.080,0.145,91.464,30.274,-0.282,-0.448
'[10:42:14.206 08/05/1995]',0.088,0.145,91.464,30.274,-0.282,-0.448
'[10:42:14.208 08/05/1995]',0.088,0.145,94.468,30.723,-0.243,-0.465
'[10:42:14.210 08/05/1995]',0.088,0.145,94.468,30.723,-0.243,-0.465
'[10:42:14.212 08/05/1995]',0.088,0.145,94.468,30.723,-0.243,-0.465
'[10:42:14.214 08/05/1995]',0.088,0.145,94.468,30.723,-0.243,-0.465
'[10:42:14.216 08/05/1995]',0.088,0.158,96.946,31.071,-0.199,-0.480
'[10:42:14.218 08/05/1995]',0.088,0.171,96.946,31.071,-0.199,-0.480
'[10:42:14.220 08/05/1995]',0.097,0.171,96.946,31.071,-0.199,-0.480
'[10:42:14.222 08/05/1995]',0.097,0.171,96.946,31.071,-0.199,-0.480
'[10:42:14.224 08/05/1995]',0.097,0.171,99.049,31.370,-0.146,-0.494
'[10:42:14.226 08/05/1995]',0.097,0.171,99.049,31.370,-0.146,-0.494
'[10:42:14.228 08/05/1995]',0.097,0.171,99.049,31.370,-0.146,-0.494
'[10:42:14.230 08/05/1995]',0.097,0.171,99.049,31.370,-0.146,-0.494
'[10:42:14.232 08/05/1995]',0.097,0.171,100.701,31.545,-0.088,-0.508
'[10:42:14.234 08/05/1995]',0.106,0.171,100.701,31.545,-0.088,-0.508
'[10:42:14.236 08/05/1995]',0.106,0.184,100.701,31.545,-0.088,-0.508
'[10:42:14.238 08/05/1995]',0.115,0.184,100.701,31.545,-0.088,-0.508
'[10:42:14.240 08/05/1995]',0.106,0.184,101.827,31.595,-0.026,-0.520
'[10:42:14.242 08/05/1995]',0.106,0.171,101.827,31.595,-0.026,-0.520
'[10:42:14.244 08/05/1995]',0.106,0.171,101.827,31.595,-0.026,-0.520
'[10:42:14.246 08/05/1995]',0.106,0.171,101.827,31.595,-0.026,-0.520
'[10:42:14.248 08/05/1995]',0.106,0.171,102.578,31.595,0.040,-0.530
'[10:42:14.250 08/05/1995]',0.106,0.171,102.578,31.595,0.040,-0.530
'[10:42:14.252 08/05/1995]',0.115,0.184,102.578,31.595,0.040,-0.530
'[10:42:14.254 08/05/1995]',0.106,0.184,102.578,31.595,0.040,-0.530
'[10:42:14.256 08/05/1995]',0.106,0.184,102.953,31.420,0.107,-0.538
'[10:42:14.258 08/05/1995]',0.106,0.184,102.953,31.420,0.107,-0.538
'[10:42:14.260 08/05/1995]',0.097,0.171,102.953,31.420,0.107,-0.538
'[10:42:14.262 08/05/1995]',0.106,0.171,102.953,31.420,0.107,-0.538
'[10:42:14.264 08/05/1995]',0.097,0.171,102.953,31.146,0.175,-0.545
'[10:42:14.266 08/05/1995]',0.097,0.171,102.953,31.146,0.175,-0.545
'[10:42:14.268 08/05/1995]',0.097,0.171,102.953,31.146,0.175,-0.545
'[10:42:14.270 08/05/1995]',0.106,0.171,102.953,31.146,0.175,-0.545
'[10:42:14.272 08/05/1995]',0.106,0.171,102.578,30.847,0.240,-0.551
'[10:42:14.274 08/05/1995]',0.106,0.171,102.578,30.847,0.240,-0.551
'[10:42:14.276 08/05/1995]',0.097,0.158,102.578,30.847,0.240,-0.551
'[10:42:14.278 08/05/1995]',0.097,0.158,102.578,30.847,0.240,-0.551
'[10:42:14.280 08/05/1995]',0.088,0.145,102.052,30.498,0.302,-0.555
'[10:42:14.282 08/05/1995]',0.088,0.145,102.052,30.498,0.302,-0.555
'[10:42:14.284 08/05/1995]',0.097,0.145,102.052,30.498,0.302,-0.555
'[10:42:14.286 08/05/1995]',0.080,0.132,102.052,30.498,0.302,-0.555
'[10:42:14.288 08/05/1995]',0.080,0.132,101.226,30.150,0.358,-0.557
'[10:42:14.290 08/05/1995]',0.071,0.132,101.226,30.150,0.358,-0.557
'[10:42:14.292 08/05/1995]',0.071,0.119,101.226,30.150,0.358,-0.557
'[10:42:14.294 08/05/1995]',0.062,0.119,101.226,30.150,0.358,-0.557
'[10:42:14.296 08/05/1995]',0.062,0.106,100.175,29.726,0.407,-0.559
'[10:42:14.298 08/05/1995]',0.053,0.106,100.175,29.726,0.407,-0.559
'[10:42:14.300 08/05/1995]',0.053,0.093,100.175,29.726,0.407,-0.559
'[10:42:14.302 08/05/1995]',0.053,0.093,100.175,29.726,0.407,-0.559
'[10:42:14.304 08/05/1995]',0.053,0.093,98.973,29.203,0.450,-0.559
'[10:42:14.306 08/05/1995]',0.044,0.079,98.973,29.203,0.450,-0.559
'[10:42:14.308 08/05/1995]',0.036,0.079,98.973,29.203,0.450,-0.559
'[10:42:14.310 08/05/1995]',0.036,0.066,98.973,29.203,0.450,-0.559
'[10:42:14.312 08/05/1995]',0.027,0.066,97.622,28.630,0.482,-0.558
'[10:42:14.314 08/05/1995]',0.018,0.053,97.622,28.630,0.482,-0.558
'[10:42:14.316 08/05/1995]',0.018,0.053,97.622,28.630,0.482,-0.558
'[10:42:14.318 08/05/1995]',0.018,0.040,97.622,28.630,0.482,-0.558
'[10:42:14.320 08/05/1995]',0.018,0.040,96.120,27.932,0.506,-0.556
'[10:42:14.322 08/05/1995]',0.009,0.040,96.120,27.932,0.506,-0.556
'[10:42:14.324 08/05/1995]',0.001,0.027,96.120,27.932,0.506,-0.556
'[10:42:14.326 08/05/1995]',0.001,0.014,96.120,27.932,0.506,-0.556
'[10:42:14.328 08/05/1995]',0.001,0.014,94.393,27.110,0.521,-0.553
'[10:42:14.330 08/05/1995]',0.001,0.014,94.393,27.110,0.521,-0.553
'[10:42:14.332 08/05/1995]',0.001,0.014,94.393,27.110,0.521,-0.553
'[10:42:14.334 08/05/1995]',0.001,0.014,94.393,27.110,0.521,-0.553
'[10:42:14.336 08/05/1995]',0.001,0.001,92.666,26.238,0.528,-0.550
'[10:42:14.338 08/05/1995]',0.001,0.001,92.666,26.238,0.528,-0.550
'[10:42:14.340 08/05/1995]',0.001,0.001,92.666,26.238,0.528,-0.550
'[10:42:14.342 08/05/1995]',0.001,0.001,92.666,26.238,0.528,-0.550
'[10:42:14.344 08/05/1995]',0.001,-0.012,90.788,25.291,0.526,-0.546
'[10:42:14.346 08/05/1995]',-0.008,-0.012,90.788,25.291,0.526,-0.546
'[10:42:14.348 08/05/1995]',-0.008,-0.012,90.788,25.291,0.526,-0.546
'[10:42:14.350 08/05/1995]',-0.017,-0.012,90.788,25.291,0.526,-0.546
'[10:42:14.352 08/05/1995]',-0.008,-0.012,89.061,24.493,0.515,-0.541
'[10:42:14.354 08/05/1995]',0.001,-0.012,89.061,24.493,0.515,-0.541
'[10:42:14.356 08/05/1995]',-0.008,-0.012,89.061,24.493,0.515,-0.541
'[10:42:14.358 08/05/1995]',-0.008,-0.012,89.061,24.493,0.515,-0.541
'[10:42:14.360 08/05/1995]',-0.008,-0.025,87.259,23.721,0.498,-0.536
'[10:42:14.362 08/05/1995]',-0.017,-0.038,87.259,23.721,0.498,-0.536
'[10:42:14.364 08/05/1995]',-0.017,-0.025,87.259,23.721,0.498,-0.536
'[10:42:14.366 08/05/1995]',-0.008,-0.038,87.259,23.721,0.498,-0.536
'[10:42:14.368 08/05/1995]',-0.017,-0.025,85.457,23.073,0.473,-0.531
'[10:42:14.370 08/05/1995]',-0.008,-0.038,85.457,23.073,0.473,-0.531
'[10:42:14.372 08/05/1995]',-0.008,-0.038,85.457,23.073,0.473,-0.531
'[10:42:14.374 08/05/1995]',-0.017,-0.038,85.457,23.073,0.473,-0.531
'[10:42:14.376 08/05/1995]',-0.017,-0.038,83.805,22.625,0.443,-0.524
'[10:42:14.378 08/05/1995]',-0.026,-0.038,83.805,22.625,0.443,-0.524
'[10:42:14.380 08/05/1995]',-0.017,-0.038,83.805,22.625,0.443,-0.524
'[10:42:14.382 08/05/1995]',-0.017,-0.038,83.805,22.625,0.443,-0.524
'[10:42:14.384 08/05/1995]',-0.017,-0.038,82.453,22.326,0.406,-0.517
'[10:42:14.386 08/05/1995]',-0.017,-0.038,82.453,22.326,0.406,-0.517
'[10:42:14.388 08/05/1995]',-0.017,-0.038,82.453,22.326,0.406,-0.517
'[10:42:14.390 08/05/1995]',-0.017,-0.038,82.453,22.326,0.406,-0.517
'[10:42:14.392 08/05/1995]',-0.017,-0.038,81.176,22.201,0.364,-0.508
'[10:42:14.394 08/05/1995]',-0.017,-0.038,81.176,22.201,0.364,-0.508
'[10:42:14.396 08/05/1995]',-0.026,-0.038,81.176,22.201,0.364,-0.508
'[10:42:14.398 08/05/1995]',-0.026,-0.038,81.176,22.201,0.364,-0.508
'[10:42:14.400 08/05/1995]',-0.026,-0.038,80.125,22.201,0.319,-0.500
'[10:42:14.402 08/05/1995]',-0.017,-0.038,80.125,22.201,0.319,-0.500
'[10:42:14.404 08/05/1995]',-0.026,-0.038,80.125,22.201,0.319,-0.500
'[10:42:14.406 08/05/1995]',-0.017,-0.038,80.125,22.201,0.319,-0.500
'[10:42:14.408 08/05/1995]',-0.017,-0.051,79.224,22.326,0.270,-0.491
'[10:42:14.410 08/05/1995]',-0.026,-0.064,79.224,22.326,0.270,-0.491
'[10:42:14.412 08/05/1995]',-0.026,-0.051,79.224,22.326,0.270,-0.491
'[10:42:14.414 08/05/1995]',-0.034,-0.051,79.224,22.326,0.270,-0.491
'[10:42:14.416 08/05/1995]',-0.026,-0.051,78.548,22.550,0.218,-0.482
'[10:42:14.418 08/05/1995]',-0.026,-0.051,78.548,22.550,0.218,-0.482
'[10:42:14.420 08/05/1995]',-0.026,-0.051,78.548,22.550,0.218,-0.482
'[10:42:14.422 08/05/1995]',-0.026,-0.064,78.548,22.550,0.218,-0.482
'[10:42:14.424 08/05/1995]',-0.034,-0.064,77.947,22.799,0.165,-0.473
'[10:42:14.426 08/05/1995]',-0.034,-0.064,77.947,22.799,0.165,-0.473
'[10:42:14.428 08/05/1995]',-0.043,-0.064,77.947,22.799,0.165,-0.473
'[10:42:14.430 08/05/1995]',-0.043,-0.064,77.947,22.799,0.165,-0.473
'[10:42:14.432 08/05/1995]',-0.043,-0.064,77.572,22.973,0.111,-0.464
'[10:42:14.434 08/05/1995]',-0.034,-0.064,77.572,22.973,0.111,-0.464
'[10:42:14.436 08/05/1995]',-0.034,-0.064,77.572,22.973,0.111,-0.464
'[10:42:14.438 08/05/1995]',-0.034,-0.051,77.572,22.973,0.111,-0.464
'[10:42:14.440 08/05/1995]',-0.034,-0.064,77.271,23.198,0.057,-0.456
'[10:42:14.442 08/05/1995]',-0.034,-0.064,77.271,23.198,0.057,-0.456
'[10:42:14.444 08/05/1995]',-0.043,-0.064,77.271,23.198,0.057,-0.456
'[10:42:14.446 08/05/1995]',-0.043,-0.064,77.271,23.198,0.057,-0.456
'[10:42:14.448 08/05/1995]',-0.043,-0.064,77.046,23.372,0.004,-0.449
'[10:42:14.450 08/05/1995]',-0.043,-0.064,77.046,23.372,0.004,-0.449
'[10:42:14.452 08/05/1995]',-0.043,-0.064,77.046,23.372,0.004,-0.449
'[10:42:14.454 08/05/1995]',-0.034,-0.064,77.046,23.372,0.004,-0.449
'[10:42:14.456 08/05/1995]',-0.034,-0.064,76.896,23.497,-0.045,-0.442
'[10:42:14.458 08/05/1995]',-0.043,-0.064,76.896,23.497,-0.045,-0.442
'[10:42:14.460 08/05/1995]',-0.043,-0.078,76.896,23.497,-0.045,-0.442
'[10:42:14.462 08/05/1995]',-0.043,-0.064,76.896,23.497,-0.045,-0.442
'[10:42:14.464 08/05/1995]',-0.043,-0.064,76.821,23.547,-0.092,-0.434
'[10:42:14.466 08/05/1995]',-0.043,-0.064,76.821,23.547,-0.092,-0.434
'[10:42:14.468 08/05/1995]',-0.043,-0.064,76.821,23.547,-0.092,-0.434
'[10:42:14.470 08/05/1995]',-0.043,-0.064,76.821,23.547,-0.092,-0.434
'[10:42:14.472 08/05/1995]',-0.034,-0.064,76.821,23.547,-0.136,-0.428
'[10:42:14.474 08/05/1995]',-0.043,-0.078,76.821,23.547,-0.136,-0.428
'[10:42:14.476 08/05/1995]',-0.043,-0.064,76.821,23.547,-0.136,-0.428
'[10:42:14.478 08/05/1995]',-0.043,-0.064,76.821,23.547,-0.136,-0.428
'[10:42:14.480 08/05/1995]',-0.043,-0.064,76.896,23.497,-0.175,-0.422
'[10:42:14.482 08/05/1995]',-0.043,-0.064,76.896,23.497,-0.175,-0.422
'[10:42:14.484 08/05/1995]',-0.043,-0.064,76.896,23.497,-0.175,-0.422
'[10:42:14.486 08/05/1995]',-0.043,-0.064,76.896,23.497,-0.175,-0.422
'[10:42:14.488 08/05/1995]',-0.043,-0.064,76.971,23.322,-0.212,-0.416
'[10:42:14.490 08/05/1995]',-0.043,-0.064,76.971,23.322,-0.212,-0.416
'[10:42:14.492 08/05/1995]',-0.043,-0.064,76.971,23.322,-0.212,-0.416
'[10:42:14.494 08/05/1995]',-0.043,-0.064,76.971,23.322,-0.212,-0.416
'[10:42:14.496 08/05/1995]',-0.043,-0.064,77.046,23.073,-0.244,-0.411
'[10:42:14.498 08/05/1995]',-0.043,-0.064,77.046,23.073,-0.244,-0.411
'[10:42:14.500 08/05/1995]',-0.043,-0.064,77.046,23.073,-0.244,-0.411
'[10:42:14.502 08/05/1995]',-0.043,-0.064,77.046,23.073,-0.244,-0.411
'[10:42:14.504 08/05/1995]',-0.034,-0.064,77.121,22.799,-0.273,-0.406
'[10:42:14.506 08/05/1995]',-0.043,-0.064,77.121,22.799,-0.273,-0.406
'[10:42:14.508 08/05/1995]',-0.043,-0.064,77.121,22.799,-0.273,-0.406
'[10:42:14.510 08/05/1995]',-0.043,-0.064,77.121,22.799,-0.273,-0.406
'[10:42:14.512 08/05/1995]',-0.043,-0.064,77.196,22.425,-0.297,-0.400
'[10:42:14.514 08/05/1995]',-0.043,-0.064,77.196,22.425,-0.297,-0.400
'[10:42:14.516 08/05/1995]',-0.052,-0.064,77.196,22.425,-0.297,-0.400
'[10:42:14.518 08/05/1995]',-0.043,-0.064,77.196,22.425,-0.297,-0.400
'[10:42:14.520 08/05/1995]',-0.034,-0.064,77.196,22.076,-0.318,-0.395
'[10:42:14.522 08/05/1995]',-0.034,-0.064,77.196,22.076,-0.318,-0.395
'[10:42:14.524 08/05/1995]',-0.043,-0.064,77.196,22.076,-0.318,-0.395
'[10:42:14.526 08/05/1995]',-0.043,-0.064,77.196,22.076,-0.318,-0.395
'[10:42:14.528 08/05/1995]',-0.052,-0.064,77.046,21.802,-0.336,-0.389
'[10:42:14.530 08/05/1995]',-0.043,-0.064,77.046,21.802,-0.336,-0.389
'[10:42:14.532 08/05/1995]',-0.043,-0.064,77.046,21.802,-0.336,-0.389
'[10:42:14.534 08/05/1995]',-0.043,-0.064,77.046,21.802,-0.336,-0.389
'[10:42:14.536 08/05/1995]',-0.034,-0.064,77.046,21.503,-0.349,-0.383
'[10:42:14.538 08/05/1995]',-0.034,-0.051,77.046,21.503,-0.349,-0.383
'[10:42:14.540 08/05/1995]',-0.026,-0.038,77.046,21.503,-0.349,-0.383
'[10:42:14.542 08/05/1995]',-0.034,-0.051,77.046,21.503,-0.349,-0.383
'[10:42:14.544 08/05/1995]',-0.034,-0.038,76.896,21.279,-0.361,-0.376
'[10:42:14.546 08/05/1995]',-0.034,-0.064,76.896,21.279,-0.361,-0.376
'[10:42:14.548 08/05/1995]',-0.043,-0.064,76.896,21.279,-0.361,-0.376
'[10:42:14.550 08/05/1995]',-0.034,-0.064,76.896,21.279,-0.361,-0.376
'[10:42:14.552 08/05/1995]',-0.034,-0.051,76.821,21.030,-0.370,-0.369
'[10:42:14.554 08/05/1995]',-0.034,-0.051,76.821,21.030,-0.370,-0.369
'[10:42:14.556 08/05/1995]',-0.034,-0.051,76.821,21.030,-0.370,-0.369
'[10:42:14.558 08/05/1995]',-0.026,-0.038,76.821,21.030,-0.370,-0.369
'[10:42:14.560 08/05/1995]',-0.034,-0.051,76.520,20.855,-0.378,-0.363
'[10:42:14.562 08/05/1995]',-0.034,-0.051,76.520,20.855,-0.378,-0.363
'[10:42:14.564 08/05/1995]',-0.034,-0.051,76.520,20.855,-0.378,-0.363
'[10:42:14.566 08/05/1995]',-0.034,-0.051,76.520,20.855,-0.378,-0.363
'[10:42:14.568 08/05/1995]',-0.034,-0.051,76.295,20.681,-0.384,-0.356
'[10:42:14.570 08/05/1995]',-0.034,-0.051,76.295,20.681,-0.384,-0.356
'[10:42:14.572 08/05/1995]',-0.026,-0.038,76.295,20.681,-0.384,-0.356
'[10:42:14.574 08/05/1995]',-0.034,-0.051,76.295,20.681,-0.384,-0.356
'[10:42:14.576 08/05/1995]',-0.034,-0.051,75.995,20.507,-0.388,-0.350
'[10:42:14.578 08/05/1995]',-0.034,-0.051,75.995,20.507,-0.388,-0.350
'[10:42:14.580 08/05/1995]',-0.043,-0.051,75.995,20.507,-0.388,-0.350
'[10:42:14.582 08/05/1995]',-0.034,-0.051,75.995,20.507,-0.388,-0.350
'[10:42:14.584 08/05/1995]',-0.034,-0.051,75.694,20.332,-0.393,-0.344
'[10:42:14.586 08/05/1995]',-0.034,-0.051,75.694,20.332,-0.393,-0.344
'[10:42:14.588 08/05/1995]',-0.034,-0.038,75.694,20.332,-0.393,-0.344
'[10:42:14.590 08/05/1995]',-0.034,-0.038,75.694,20.332,-0.393,-0.344
'[10:42:14.592 08/05/1995]',-0.034,-0.038,75.319,20.158,-0.396,-0.338
'[10:42:14.594 08/05/1995]',-0.034,-0.051,75.319,20.158,-0.396,-0.338
'[10:42:14.596 08/05/1995]',-0.034,-0.051,75.319,20.158,-0.396,-0.338
'[10:42:14.598 08/05/1995]',-0.034,-0.051,75.319,20.158,-0.396,-0.338
'[10:42:14.600 08/05/1995]',-0.034,-0.051,74.943,19.983,-0.399,-0.332
'[10:42:14.602 08/05/1995]',-0.034,-0.051,74.943,19.983,-0.399,-0.332
'[10:42:14.604 08/05/1995]',-0.026,-0.038,74.943,19.983,-0.399,-0.332
'[10:42:14.606 08/05/1995]',-0.034,-0.038,74.943,19.983,-0.399,-0.332
'[10:42:14.608 08/05/1995]',-0.034,-0.038,74.568,19.859,-0.401,-0.325
'[10:42:14.610 08/05/1995]',-0.034,-0.051,74.568,19.859,-0.401,-0.325
'[10:42:14.612 08/05/1995]',-0.043,-0.051,74.568,19.859,-0.401,-0.325
'[10:42:14.614 08/05/1995]',-0.034,-0.051,74.568,19.859,-0.401,-0.325
'[10:42:14.616 08/05/1995]',-0.034,-0.051,74.193,19.759,-0.403,-0.317
'[10:42:14.618 08/05/1995]',-0.026,-0.038,74.193,19.759,-0.403,-0.317
'[10:42:14.620 08/05/1995]',-0.034,-0.038,74.193,19.759,-0.403,-0.317
'[10:42:14.622 08/05/1995]',-0.034,-0.038,74.193,19.759,-0.403,-0.317
'[10:42:14.624 08/05/1995]',-0.034,-0.038,73.817,19.635,-0.406,-0.309
'[10:42:14.626 08/05/1995]',-0.034,-0.038,73.817,19.635,-0.406,-0.309
'[10:42:14.628 08/05/1995]',-0.043,-0.051,73.817,19.635,-0.406,-0.309
'[10:42:14.630 08/05/1995]',-0.043,-0.051,73.817,19.635,-0.406,-0.309
'[10:42:14.632 08/05/1995]',-0.034,-0.051,73.442,19.510,-0.408,-0.301
'[10:42:14.634 08/05/1995]',-0.034,-0.051,73.442,19.510,-0.408,-0.301
'[10:42:14.636 08/05/1995]',-0.034,-0.038,73.442,19.510,-0.408,-0.301
'[10:42:14.638 08/05/1995]',-0.034,-0.038,73.442,19.510,-0.408,-0.301
'[10:42:14.640 08/05/1995]',-0.034,-0.038,73.066,19.410,-0.411,-0.292
'[10:42:14.642 08/05/1995]',-0.034,-0.038,73.066,19.410,-0.411,-0.292
'[10:42:14.644 08/05/1995]',-0.034,-0.038,73.066,19.410,-0.411,-0.292
'[10:42:14.646 08/05/1995]',-0.034,-0.038,73.066,19.410,-0.411,-0.292
'[10:42:14.648 08/05/1995]',-0.034,-0.038,72.766,19.286,-0.414,-0.283
'[10:42:14.650 08/05/1995]',-0.026,-0.038,72.766,19.286,-0.414,-0.283
