'Time and date','MCL1','II','V','ABP','PAP','PLETH','RESP'
'[07:41:25.282 26/05/1995]',0.011,-0.160,0.112,57.825,36.935,0.000,-0.106
'[07:41:25.284 26/05/1995]',0.021,-0.160,0.112,57.825,36.935,0.000,-0.106
'[07:41:25.286 26/05/1995]',0.011,-0.160,0.094,57.825,36.935,0.000,-0.106
'[07:41:25.288 26/05/1995]',0.011,-0.133,0.112,58.050,38.593,0.000,-0.080
'[07:41:25.290 26/05/1995]',0.011,-0.133,0.112,58.050,38.593,0.000,-0.080
'[07:41:25.292 26/05/1995]',0.011,-0.133,0.094,58.050,38.593,0.000,-0.080
'[07:41:25.294 26/05/1995]',0.011,-0.160,0.094,58.050,38.593,0.000,-0.080
'[07:41:25.296 26/05/1995]',0.011,-0.160,0.094,58.575,40.653,0.000,-0.053
'[07:41:25.298 26/05/1995]',0.011,-0.160,0.112,58.575,40.653,0.000,-0.053
'[07:41:25.300 26/05/1995]',0.011,-0.160,0.112,58.575,40.653,0.000,-0.053
'[07:41:25.302 26/05/1995]',0.011,-0.160,0.112,58.575,40.653,0.000,-0.053
'[07:41:25.304 26/05/1995]',0.021,-0.160,0.112,59.550,43.065,0.000,-0.026
'[07:41:25.306 26/05/1995]',0.011,-0.160,0.112,59.550,43.065,0.000,-0.026
'[07:41:25.308 26/05/1995]',0.001,-0.160,0.112,59.550,43.065,0.000,-0.026
'[07:41:25.310 26/05/1995]',0.001,-0.160,0.112,59.550,43.065,0.000,-0.026
'[07:41:25.312 26/05/1995]',0.011,-0.160,0.112,61.200,45.879,0.000,0.003
'[07:41:25.314 26/05/1995]',0.011,-0.160,0.112,61.200,45.879,0.000,0.003
'[07:41:25.316 26/05/1995]',0.011,-0.160,0.112,61.200,45.879,0.000,0.003
'[07:41:25.318 26/05/1995]',0.011,-0.160,0.112,61.200,45.879,0.000,0.003
'[07:41:25.320 26/05/1995]',0.011,-0.160,0.112,63.675,48.894,0.000,0.032
'[07:41:25.322 26/05/1995]',0.011,-0.160,0.112,63.675,48.894,0.000,0.032
'[07:41:25.324 26/05/1995]',0.011,-0.160,0.112,63.675,48.894,0.000,0.032
'[07:41:25.326 26/05/1995]',0.011,-0.160,0.112,63.675,48.894,0.000,0.032
'[07:41:25.328 26/05/1995]',0.011,-0.160,0.112,66.975,52.010,0.000,0.061
'[07:41:25.330 26/05/1995]',0.011,-0.160,0.112,66.975,52.010,0.000,0.061
'[07:41:25.332 26/05/1995]',0.001,-0.160,0.094,66.975,52.010,0.000,0.061
'[07:41:25.334 26/05/1995]',0.001,-0.133,0.094,66.975,52.010,0.000,0.061
'[07:41:25.336 26/05/1995]',0.001,-0.133,0.094,71.025,55.075,0.000,0.092
'[07:41:25.338 26/05/1995]',0.001,-0.160,0.094,71.025,55.075,0.000,0.092
'[07:41:25.340 26/05/1995]',0.001,-0.160,0.094,71.025,55.075,0.000,0.092
'[07:41:25.342 26/05/1995]',0.001,-0.133,0.094,71.025,55.075,0.000,0.092
'[07:41:25.344 26/05/1995]',0.001,-0.133,0.094,75.675,58.090,0.000,0.124
'[07:41:25.346 26/05/1995]',0.001,-0.133,0.094,75.675,58.090,0.000,0.124
'[07:41:25.348 26/05/1995]',0.001,-0.133,0.094,75.675,58.090,0.000,0.124
'[07:41:25.350 26/05/1995]',0.001,-0.160,0.112,75.675,58.090,0.000,0.124
'[07:41:25.352 26/05/1995]',0.001,-0.160,0.112,80.700,60.854,0.000,0.157
'[07:41:25.354 26/05/1995]',0.001,-0.160,0.094,80.700,60.854,0.000,0.157
'[07:41:25.356 26/05/1995]',-0.009,-0.160,0.094,80.700,60.854,0.000,0.157
'[07:41:25.358 26/05/1995]',-0.020,-0.133,0.094,80.700,60.854,0.000,0.157
'[07:41:25.360 26/05/1995]',-0.020,-0.133,0.094,85.875,63.367,0.000,0.190
'[07:41:25.362 26/05/1995]',-0.030,-0.133,0.094,85.875,63.367,0.000,0.190
'[07:41:25.364 26/05/1995]',-0.020,-0.133,0.094,85.875,63.367,0.000,0.190
'[07:41:25.366 26/05/1995]',-0.030,-0.133,0.075,85.875,63.367,0.000,0.190
'[07:41:25.368 26/05/1995]',-0.030,-0.106,0.075,90.900,65.729,0.000,0.224
'[07:41:25.370 26/05/1995]',-0.030,-0.106,0.075,90.900,65.729,0.000,0.224
'[07:41:25.372 26/05/1995]',-0.030,-0.106,0.075,90.900,65.729,0.000,0.224
'[07:41:25.374 26/05/1995]',-0.041,-0.079,0.075,90.900,65.729,0.000,0.224
'[07:41:25.376 26/05/1995]',-0.051,-0.079,0.075,95.550,67.789,0.000,0.259
'[07:41:25.378 26/05/1995]',-0.051,-0.079,0.075,95.550,67.789,0.000,0.259
'[07:41:25.380 26/05/1995]',-0.062,-0.106,0.057,95.550,67.789,0.000,0.259
'[07:41:25.382 26/05/1995]',-0.051,-0.106,0.075,95.550,67.789,0.000,0.259
'[07:41:25.384 26/05/1995]',-0.041,-0.106,0.075,99.525,69.698,0.000,0.293
'[07:41:25.386 26/05/1995]',-0.051,-0.106,0.075,99.525,69.698,0.000,0.293
'[07:41:25.388 26/05/1995]',-0.062,-0.079,0.057,99.525,69.698,0.000,0.293
'[07:41:25.390 26/05/1995]',-0.062,-0.079,0.057,99.525,69.698,0.000,0.293
'[07:41:25.392 26/05/1995]',-0.051,-0.079,0.057,102.825,71.256,0.000,0.330
'[07:41:25.394 26/05/1995]',-0.062,-0.079,0.057,102.825,71.256,0.000,0.330
'[07:41:25.396 26/05/1995]',-0.072,-0.079,0.057,102.825,71.256,0.000,0.330
'[07:41:25.398 26/05/1995]',-0.082,-0.052,0.038,102.825,71.256,0.000,0.330
'[07:41:25.400 26/05/1995]',-0.082,-0.052,0.038,105.375,72.513,0.000,0.366
'[07:41:25.402 26/05/1995]',-0.082,-0.052,0.038,105.375,72.513,0.000,0.366
'[07:41:25.404 26/05/1995]',-0.082,-0.052,0.038,105.375,72.513,0.000,0.366
'[07:41:25.406 26/05/1995]',-0.082,-0.052,0.019,105.375,72.513,0.000,0.366
'[07:41:25.408 26/05/1995]',-0.082,-0.025,0.019,107.100,73.518,0.000,0.403
'[07:41:25.410 26/05/1995]',-0.082,-0.025,0.019,107.100,73.518,0.000,0.403
'[07:41:25.412 26/05/1995]',-0.093,-0.025,0.019,107.100,73.518,0.000,0.403
'[07:41:25.414 26/05/1995]',-0.093,-0.025,0.019,107.100,73.518,0.000,0.403
'[07:41:25.416 26/05/1995]',-0.082,-0.025,0.019,108.225,74.221,0.000,0.441
'[07:41:25.418 26/05/1995]',-0.072,-0.025,0.019,108.225,74.221,0.000,0.441
'[07:41:25.420 26/05/1995]',-0.082,-0.025,0.019,108.225,74.221,0.000,0.441
'[07:41:25.422 26/05/1995]',-0.082,-0.025,0.019,108.225,74.221,0.000,0.441
'[07:41:25.424 26/05/1995]',-0.072,-0.025,0.019,108.675,74.673,0.000,0.478
'[07:41:25.426 26/05/1995]',-0.082,-0.025,0.002,108.675,74.673,0.000,0.478
'[07:41:25.428 26/05/1995]',-0.082,-0.025,0.019,108.675,74.673,0.000,0.478
'[07:41:25.430 26/05/1995]',-0.082,-0.025,0.019,108.675,74.673,0.000,0.478
'[07:41:25.432 26/05/1995]',-0.082,-0.025,0.019,108.825,74.975,0.000,0.516
'[07:41:25.434 26/05/1995]',-0.072,-0.025,0.002,108.825,74.975,0.000,0.516
'[07:41:25.436 26/05/1995]',-0.072,0.002,0.002,108.825,74.975,0.000,0.516
'[07:41:25.438 26/05/1995]',-0.082,0.002,0.002,108.825,74.975,0.000,0.516
'[07:41:25.440 26/05/1995]',-0.082,0.002,0.002,108.675,74.975,0.000,0.554
'[07:41:25.442 26/05/1995]',-0.082,0.002,0.002,108.675,74.975,0.000,0.554
'[07:41:25.444 26/05/1995]',-0.072,0.002,0.002,108.675,74.975,0.000,0.554
'[07:41:25.446 26/05/1995]',-0.082,0.002,0.002,108.675,74.975,0.000,0.554
'[07:41:25.448 26/05/1995]',-0.072,0.002,0.002,108.300,74.824,0.000,0.593
'[07:41:25.450 26/05/1995]',-0.072,0.002,0.002,108.300,74.824,0.000,0.593
'[07:41:25.452 26/05/1995]',-0.072,0.002,0.002,108.300,74.824,0.000,0.593
'[07:41:25.454 26/05/1995]',-0.072,0.002,0.002,108.300,74.824,0.000,0.593
'[07:41:25.456 26/05/1995]',-0.062,0.002,0.002,107.775,74.372,0.000,0.629
'[07:41:25.458 26/05/1995]',-0.072,0.002,0.002,107.775,74.372,0.000,0.629
'[07:41:25.460 26/05/1995]',-0.072,0.002,0.002,107.775,74.372,0.000,0.629
'[07:41:25.462 26/05/1995]',-0.062,0.002,0.002,107.775,74.372,0.000,0.629
'[07:41:25.464 26/05/1995]',-0.062,0.002,0.002,106.950,73.668,0.000,0.665
'[07:41:25.466 26/05/1995]',-0.062,0.002,0.002,106.950,73.668,0.000,0.665
'[07:41:25.468 26/05/1995]',-0.062,0.002,0.002,106.950,73.668,0.000,0.665
'[07:41:25.470 26/05/1995]',-0.051,0.002,0.002,106.950,73.668,0.000,0.665
'[07:41:25.472 26/05/1995]',-0.062,0.002,0.002,106.050,72.814,0.000,0.701
'[07:41:25.474 26/05/1995]',-0.051,0.002,-0.017,106.050,72.814,0.000,0.701
'[07:41:25.476 26/05/1995]',-0.051,0.002,0.002,106.050,72.814,0.000,0.701
'[07:41:25.478 26/05/1995]',-0.051,0.002,0.002,106.050,72.814,0.000,0.701
'[07:41:25.480 26/05/1995]',-0.051,0.002,0.002,104.925,71.608,0.000,0.735
'[07:41:25.482 26/05/1995]',-0.041,0.002,0.002,104.925,71.608,0.000,0.735
'[07:41:25.484 26/05/1995]',-0.041,0.002,0.002,104.925,71.608,0.000,0.735
'[07:41:25.486 26/05/1995]',-0.041,0.002,0.002,104.925,71.608,0.000,0.735
'[07:41:25.488 26/05/1995]',-0.030,0.002,0.002,103.725,70.151,0.000,0.766
'[07:41:25.490 26/05/1995]',-0.041,0.002,0.002,103.725,70.151,0.000,0.766
'[07:41:25.492 26/05/1995]',-0.030,0.002,0.002,103.725,70.151,0.000,0.766
'[07:41:25.494 26/05/1995]',-0.041,0.002,0.002,103.725,70.151,0.000,0.766
'[07:41:25.496 26/05/1995]',-0.041,0.002,0.002,102.300,68.392,0.000,0.797
'[07:41:25.498 26/05/1995]',-0.030,0.002,0.002,102.300,68.392,0.000,0.797
'[07:41:25.500 26/05/1995]',-0.041,0.002,0.002,102.300,68.392,0.000,0.797
'[07:41:25.502 26/05/1995]',-0.030,0.002,0.002,102.300,68.392,0.000,0.797
'[07:41:25.504 26/05/1995]',-0.030,0.002,0.002,100.575,66.432,0.000,0.826
'[07:41:25.506 26/05/1995]',-0.030,0.002,0.002,100.575,66.432,0.000,0.826
'[07:41:25.508 26/05/1995]',-0.030,0.002,0.002,100.575,66.432,0.000,0.826
'[07:41:25.510 26/05/1995]',-0.030,0.002,0.002,100.575,66.432,0.000,0.826
'[07:41:25.512 26/05/1995]',-0.020,0.002,0.002,98.700,64.372,0.000,0.853
'[07:41:25.514 26/05/1995]',-0.020,0.002,0.002,98.700,64.372,0.000,0.853
'[07:41:25.516 26/05/1995]',-0.020,0.002,0.002,98.700,64.372,0.000,0.853
'[07:41:25.518 26/05/1995]',-0.020,0.002,0.002,98.700,64.372,0.000,0.853
'[07:41:25.520 26/05/1995]',-0.020,0.002,0.002,96.675,62.312,0.000,0.876
'[07:41:25.522 26/05/1995]',-0.020,0.002,0.002,96.675,62.312,0.000,0.876
'[07:41:25.524 26/05/1995]',-0.020,0.002,0.002,96.675,62.312,0.000,0.876
'[07:41:25.526 26/05/1995]',-0.020,0.002,0.002,96.675,62.312,0.000,0.876
'[07:41:25.528 26/05/1995]',-0.020,0.002,0.002,94.350,60.302,0.000,0.896
'[07:41:25.530 26/05/1995]',-0.020,0.002,0.002,94.350,60.302,0.000,0.896
'[07:41:25.532 26/05/1995]',-0.020,0.002,0.002,94.350,60.302,0.000,0.896
'[07:41:25.534 26/05/1995]',-0.020,0.002,0.002,94.350,60.302,0.000,0.896
'[07:41:25.536 26/05/1995]',-0.020,0.002,0.002,91.875,58.392,0.000,0.914
'[07:41:25.538 26/05/1995]',-0.009,0.002,0.002,91.875,58.392,0.000,0.914
'[07:41:25.540 26/05/1995]',-0.009,0.002,0.002,91.875,58.392,0.000,0.914
'[07:41:25.542 26/05/1995]',-0.009,0.002,0.002,91.875,58.392,0.000,0.914
'[07:41:25.544 26/05/1995]',0.001,0.002,0.002,89.400,56.734,0.000,0.930
'[07:41:25.546 26/05/1995]',-0.009,0.002,0.002,89.400,56.734,0.000,0.930
'[07:41:25.548 26/05/1995]',0.001,0.002,0.002,89.400,56.734,0.000,0.930
'[07:41:25.550 26/05/1995]',-0.009,0.002,0.002,89.400,56.734,0.000,0.930
'[07:41:25.552 26/05/1995]',-0.009,0.002,0.002,86.925,55.427,0.000,0.942
'[07:41:25.554 26/05/1995]',-0.009,0.002,0.002,86.925,55.427,0.000,0.942
'[07:41:25.556 26/05/1995]',-0.009,0.002,0.002,86.925,55.427,0.000,0.942
'[07:41:25.558 26/05/1995]',0.001,0.002,0.002,86.925,55.427,0.000,0.942
'[07:41:25.560 26/05/1995]',0.001,0.002,0.002,84.675,54.472,0.000,0.951
'[07:41:25.562 26/05/1995]',0.001,0.002,0.002,84.675,54.472,0.000,0.951
'[07:41:25.564 26/05/1995]',0.001,0.002,0.002,84.675,54.472,0.000,0.951
'[07:41:25.566 26/05/1995]',0.001,0.002,0.002,84.675,54.472,0.000,0.951
'[07:41:25.568 26/05/1995]',0.001,0.002,0.002,82.650,53.819,0.000,0.958
'[07:41:25.570 26/05/1995]',0.001,0.002,0.002,82.650,53.819,0.000,0.958
'[07:41:25.572 26/05/1995]',0.001,0.002,0.002,82.650,53.819,0.000,0.958
'[07:41:25.574 26/05/1995]',0.001,0.002,0.002,82.650,53.819,0.000,0.958
'[07:41:25.576 26/05/1995]',0.001,0.002,0.002,81.000,53.266,0.000,0.962
'[07:41:25.578 26/05/1995]',0.001,0.002,0.002,81.000,53.266,0.000,0.962
'[07:41:25.580 26/05/1995]',0.001,0.002,0.002,81.000,53.266,0.000,0.962
'[07:41:25.582 26/05/1995]',0.001,0.002,0.002,81.000,53.266,0.000,0.962
'[07:41:25.584 26/05/1995]',0.001,0.002,0.002,79.725,52.764,0.000,0.963
'[07:41:25.586 26/05/1995]',0.001,0.002,0.002,79.725,52.764,0.000,0.963
'[07:41:25.588 26/05/1995]',0.001,-0.025,0.002,79.725,52.764,0.000,0.963
'[07:41:25.590 26/05/1995]',0.001,-0.025,0.002,79.725,52.764,0.000,0.963
'[07:41:25.592 26/05/1995]',0.001,-0.025,0.002,78.825,52.362,0.000,0.962
'[07:41:25.594 26/05/1995]',0.001,-0.025,0.002,78.825,52.362,0.000,0.962
'[07:41:25.596 26/05/1995]',0.001,-0.025,0.002,78.825,52.362,0.000,0.962
'[07:41:25.598 26/05/1995]',0.001,-0.025,0.002,78.825,52.362,0.000,0.962
'[07:41:25.600 26/05/1995]',0.001,-0.025,0.002,78.225,52.010,0.000,0.959
'[07:41:25.602 26/05/1995]',0.001,-0.025,0.002,78.225,52.010,0.000,0.959
'[07:41:25.604 26/05/1995]',0.001,-0.025,0.002,78.225,52.010,0.000,0.959
'[07:41:25.606 26/05/1995]',0.001,-0.025,0.002,78.225,52.010,0.000,0.959
'[07:41:25.608 26/05/1995]',0.001,-0.025,0.019,77.850,51.709,0.000,0.955
'[07:41:25.610 26/05/1995]',0.001,0.002,0.002,77.850,51.709,0.000,0.955
'[07:41:25.612 26/05/1995]',0.001,0.002,0.019,77.850,51.709,0.000,0.955
'[07:41:25.614 26/05/1995]',0.011,0.002,0.019,77.850,51.709,0.000,0.955
'[07:41:25.616 26/05/1995]',0.011,0.002,0.019,77.625,51.407,0.000,0.949
'[07:41:25.618 26/05/1995]',0.021,0.002,0.019,77.625,51.407,0.000,0.949
'[07:41:25.620 26/05/1995]',0.021,0.002,0.019,77.625,51.407,0.000,0.949
'[07:41:25.622 26/05/1995]',0.021,0.002,0.038,77.625,51.407,0.000,0.949
'[07:41:25.624 26/05/1995]',0.032,0.002,0.038,77.475,51.055,0.000,0.943
'[07:41:25.626 26/05/1995]',0.021,0.002,0.038,77.475,51.055,0.000,0.943
'[07:41:25.628 26/05/1995]',0.021,0.002,0.038,77.475,51.055,0.000,0.943
'[07:41:25.630 26/05/1995]',0.021,0.002,0.019,77.475,51.055,0.000,0.943
'[07:41:25.632 26/05/1995]',0.001,0.002,0.019,77.250,50.704,0.000,0.935
'[07:41:25.634 26/05/1995]',0.001,0.028,0.002,77.250,50.704,0.000,0.935
'[07:41:25.636 26/05/1995]',0.001,0.028,0.002,77.250,50.704,0.000,0.935
'[07:41:25.638 26/05/1995]',0.001,0.055,0.002,77.250,50.704,0.000,0.935
'[07:41:25.640 26/05/1995]',-0.009,0.028,0.002,77.100,50.302,0.000,0.927
'[07:41:25.642 26/05/1995]',0.001,0.028,0.002,77.100,50.302,0.000,0.927
'[07:41:25.644 26/05/1995]',-0.009,0.028,0.002,77.100,50.302,0.000,0.927
'[07:41:25.646 26/05/1995]',-0.009,0.028,0.002,77.100,50.302,0.000,0.927
'[07:41:25.648 26/05/1995]',-0.009,0.028,-0.017,76.875,49.849,0.000,0.918
'[07:41:25.650 26/05/1995]',-0.009,0.028,-0.017,76.875,49.849,0.000,0.918
'[07:41:25.652 26/05/1995]',-0.020,0.028,-0.017,76.875,49.849,0.000,0.918
'[07:41:25.654 26/05/1995]',-0.020,0.028,-0.017,76.875,49.849,0.000,0.918
'[07:41:25.656 26/05/1995]',-0.020,0.028,-0.017,76.500,49.246,0.000,0.909
'[07:41:25.658 26/05/1995]',-0.030,0.028,-0.017,76.500,49.246,0.000,0.909
'[07:41:25.660 26/05/1995]',-0.030,0.028,-0.017,76.500,49.246,0.000,0.909
'[07:41:25.662 26/05/1995]',-0.030,0.028,-0.017,76.500,49.246,0.000,0.909
'[07:41:25.664 26/05/1995]',-0.020,0.028,-0.017,76.125,48.593,0.000,0.900
'[07:41:25.666 26/05/1995]',-0.020,0.002,-0.017,76.125,48.593,0.000,0.900
'[07:41:25.668 26/05/1995]',-0.020,0.002,-0.017,76.125,48.593,0.000,0.900
'[07:41:25.670 26/05/1995]',-0.020,0.002,0.002,76.125,48.593,0.000,0.900
'[07:41:25.672 26/05/1995]',-0.020,0.002,-0.017,75.825,47.889,0.000,0.889
'[07:41:25.674 26/05/1995]',-0.020,0.002,-0.017,75.825,47.889,0.000,0.889
'[07:41:25.676 26/05/1995]',-0.020,0.002,0.002,75.825,47.889,0.000,0.889
'[07:41:25.678 26/05/1995]',-0.009,0.002,0.002,75.825,47.889,0.000,0.889
'[07:41:25.680 26/05/1995]',-0.020,0.002,-0.017,75.375,47.136,0.000,0.878
'[07:41:25.682 26/05/1995]',-0.009,0.002,-0.017,75.375,47.136,0.000,0.878
'[07:41:25.684 26/05/1995]',-0.020,0.002,0.002,75.375,47.136,0.000,0.878
'[07:41:25.686 26/05/1995]',-0.020,0.002,-0.017,75.375,47.136,0.000,0.878
'[07:41:25.688 26/05/1995]',-0.020,0.002,-0.017,74.925,46.231,0.000,0.865
'[07:41:25.690 26/05/1995]',-0.020,0.002,-0.017,74.925,46.231,0.000,0.865
'[07:41:25.692 26/05/1995]',-0.020,0.002,-0.017,74.925,46.231,0.000,0.865
'[07:41:25.694 26/05/1995]',-0.020,0.002,-0.017,74.925,46.231,0.000,0.865
'[07:41:25.696 26/05/1995]',-0.020,0.002,-0.017,74.475,45.377,0.000,0.851
'[07:41:25.698 26/05/1995]',-0.030,0.002,-0.017,74.475,45.377,0.000,0.851
'[07:41:25.700 26/05/1995]',-0.030,0.002,-0.017,74.475,45.377,0.000,0.851
'[07:41:25.702 26/05/1995]',-0.041,0.002,-0.017,74.475,45.377,0.000,0.851
'[07:41:25.704 26/05/1995]',-0.041,0.002,-0.017,73.875,44.472,0.000,0.836
'[07:41:25.706 26/05/1995]',-0.041,-0.025,0.002,73.875,44.472,0.000,0.836
'[07:41:25.708 26/05/1995]',-0.030,-0.025,0.002,73.875,44.472,0.000,0.836
'[07:41:25.710 26/05/1995]',-0.030,-0.025,0.002,73.875,44.472,0.000,0.836
'[07:41:25.712 26/05/1995]',-0.020,-0.025,0.002,73.350,43.568,0.000,0.820
'[07:41:25.714 26/05/1995]',-0.009,-0.052,0.002,73.350,43.568,0.000,0.820
'[07:41:25.716 26/05/1995]',0.001,-0.025,0.002,73.350,43.568,0.000,0.820
'[07:41:25.718 26/05/1995]',0.001,-0.025,0.002,73.350,43.568,0.000,0.820
'[07:41:25.720 26/05/1995]',0.001,-0.025,0.002,72.675,42.714,0.000,0.801
'[07:41:25.722 26/05/1995]',0.001,-0.025,0.002,72.675,42.714,0.000,0.801
'[07:41:25.724 26/05/1995]',-0.009,-0.025,0.002,72.675,42.714,0.000,0.801
'[07:41:25.726 26/05/1995]',0.001,-0.025,0.002,72.675,42.714,0.000,0.801
'[07:41:25.728 26/05/1995]',0.001,-0.052,0.002,72.075,41.809,0.000,0.782
'[07:41:25.730 26/05/1995]',0.001,-0.052,0.002,72.075,41.809,0.000,0.782
'[07:41:25.732 26/05/1995]',0.001,-0.052,0.002,72.075,41.809,0.000,0.782
'[07:41:25.734 26/05/1995]',0.001,-0.052,0.002,72.075,41.809,0.000,0.782
'[07:41:25.736 26/05/1995]',0.001,-0.025,0.002,71.475,40.955,0.000,0.762
'[07:41:25.738 26/05/1995]',0.001,-0.052,0.002,71.475,40.955,0.000,0.762
'[07:41:25.740 26/05/1995]',0.001,-0.052,0.002,71.475,40.955,0.000,0.762
'[07:41:25.742 26/05/1995]',0.001,-0.052,0.002,71.475,40.955,0.000,0.762
'[07:41:25.744 26/05/1995]',0.001,-0.025,0.002,70.950,40.050,0.000,0.742
'[07:41:25.746 26/05/1995]',0.001,-0.025,0.002,70.950,40.050,0.000,0.742
'[07:41:25.748 26/05/1995]',0.001,-0.025,0.002,70.950,40.050,0.000,0.742
'[07:41:25.750 26/05/1995]',0.001,-0.025,0.002,70.950,40.050,0.000,0.742
'[07:41:25.752 26/05/1995]',0.001,-0.025,0.002,70.425,39.296,0.000,0.720
'[07:41:25.754 26/05/1995]',0.001,-0.025,0.002,70.425,39.296,0.000,0.720
'[07:41:25.756 26/05/1995]',0.001,-0.025,0.002,70.425,39.296,0.000,0.720
'[07:41:25.758 26/05/1995]',-0.009,-0.025,0.002,70.425,39.296,0.000,0.720
'[07:41:25.760 26/05/1995]',0.001,-0.025,0.002,69.975,38.593,0.000,0.697
'[07:41:25.762 26/05/1995]',-0.009,-0.025,0.002,69.975,38.593,0.000,0.697
'[07:41:25.764 26/05/1995]',0.001,-0.025,0.002,69.975,38.593,0.000,0.697
'[07:41:25.766 26/05/1995]',0.001,-0.025,0.002,69.975,38.593,0.000,0.697
'[07:41:25.768 26/05/1995]',0.001,-0.025,0.002,69.450,37.940,0.000,0.672
'[07:41:25.770 26/05/1995]',0.001,-0.025,0.002,69.450,37.940,0.000,0.672
'[07:41:25.772 26/05/1995]',0.001,-0.025,0.002,69.450,37.940,0.000,0.672
'[07:41:25.774 26/05/1995]',0.001,-0.052,0.002,69.450,37.940,0.000,0.672
'[07:41:25.776 26/05/1995]',0.001,-0.052,0.002,69.075,37.337,0.000,0.648
'[07:41:25.778 26/05/1995]',0.001,-0.052,0.002,69.075,37.337,0.000,0.648
'[07:41:25.780 26/05/1995]',0.001,-0.052,0.002,69.075,37.337,0.000,0.648
'[07:41:25.782 26/05/1995]',0.001,-0.052,0.002,69.075,37.337,0.000,0.648
'[07:41:25.784 26/05/1995]',0.001,-0.052,0.002,68.625,36.935,0.000,0.623
'[07:41:25.786 26/05/1995]',0.001,-0.052,0.002,68.625,36.935,0.000,0.623
'[07:41:25.788 26/05/1995]',0.001,-0.052,0.002,68.625,36.935,0.000,0.623
'[07:41:25.790 26/05/1995]',0.001,-0.052,0.002,68.625,36.935,0.000,0.623
'[07:41:25.792 26/05/1995]',0.001,-0.052,0.002,68.250,36.533,0.000,0.597
'[07:41:25.794 26/05/1995]',0.001,-0.052,0.002,68.250,36.533,0.000,0.597
'[07:41:25.796 26/05/1995]',0.001,-0.052,0.002,68.250,36.533,0.000,0.597
'[07:41:25.798 26/05/1995]',0.001,-0.025,0.002,68.250,36.533,0.000,0.597
'[07:41:25.800 26/05/1995]',0.001,-0.052,0.002,67.875,36.231,0.000,0.570
'[07:41:25.802 26/05/1995]',0.001,-0.025,0.002,67.875,36.231,0.000,0.570
'[07:41:25.804 26/05/1995]',0.001,-0.052,0.002,67.875,36.231,0.000,0.570
'[07:41:25.806 26/05/1995]',0.001,-0.052,0.002,67.875,36.231,0.000,0.570
'[07:41:25.808 26/05/1995]',0.001,-0.052,0.002,67.425,35.930,0.000,0.542
'[07:41:25.810 26/05/1995]',0.001,-0.052,0.002,67.425,35.930,0.000,0.542
'[07:41:25.812 26/05/1995]',0.001,-0.052,0.002,67.425,35.930,0.000,0.542
'[07:41:25.814 26/05/1995]',0.001,-0.025,0.002,67.425,35.930,0.000,0.542
'[07:41:25.816 26/05/1995]',0.001,-0.025,0.002,67.050,35.628,0.000,0.514
'[07:41:25.818 26/05/1995]',0.001,-0.025,0.002,67.050,35.628,0.000,0.514
'[07:41:25.820 26/05/1995]',0.001,-0.025,0.002,67.050,35.628,0.000,0.514
'[07:41:25.822 26/05/1995]',0.001,-0.052,0.002,67.050,35.628,0.000,0.514
'[07:41:25.824 26/05/1995]',0.001,-0.052,0.002,66.675,35.327,0.000,0.486
'[07:41:25.826 26/05/1995]',0.001,-0.052,0.002,66.675,35.327,0.000,0.486
'[07:41:25.828 26/05/1995]',0.001,-0.052,0.002,66.675,35.327,0.000,0.486
'[07:41:25.830 26/05/1995]',0.001,-0.025,0.002,66.675,35.327,0.000,0.486
'[07:41:25.832 26/05/1995]',0.001,-0.052,0.002,66.375,35.075,0.000,0.457
'[07:41:25.834 26/05/1995]',0.001,-0.025,0.002,66.375,35.075,0.000,0.457
'[07:41:25.836 26/05/1995]',0.001,-0.025,0.002,66.375,35.075,0.000,0.457
'[07:41:25.838 26/05/1995]',0.001,-0.025,0.002,66.375,35.075,0.000,0.457
'[07:41:25.840 26/05/1995]',0.001,-0.025,0.002,66.075,34.774,0.000,0.428
'[07:41:25.842 26/05/1995]',0.001,-0.025,0.002,66.075,34.774,0.000,0.428
'[07:41:25.844 26/05/1995]',0.001,-0.025,0.002,66.075,34.774,0.000,0.428
'[07:41:25.846 26/05/1995]',0.001,-0.052,0.002,66.075,34.774,0.000,0.428
'[07:41:25.848 26/05/1995]',0.001,-0.052,0.002,65.775,34.523,0.000,0.399
'[07:41:25.850 26/05/1995]',0.001,-0.052,0.019,65.775,34.523,0.000,0.399
'[07:41:25.852 26/05/1995]',0.001,-0.052,0.038,65.775,34.523,0.000,0.399
'[07:41:25.854 26/05/1995]',0.001,-0.052,0.038,65.775,34.523,0.000,0.399
'[07:41:25.856 26/05/1995]',0.001,-0.052,0.038,65.550,34.372,0.000,0.370
'[07:41:25.858 26/05/1995]',0.001,-0.052,0.038,65.550,34.372,0.000,0.370
'[07:41:25.860 26/05/1995]',0.001,-0.025,0.019,65.550,34.372,0.000,0.370
'[07:41:25.862 26/05/1995]',0.001,-0.025,0.019,65.550,34.372,0.000,0.370
'[07:41:25.864 26/05/1995]',0.001,0.002,0.019,65.325,34.171,0.000,0.341
'[07:41:25.866 26/05/1995]',-0.009,0.002,0.038,65.325,34.171,0.000,0.341
'[07:41:25.868 26/05/1995]',-0.020,0.002,0.019,65.325,34.171,0.000,0.341
'[07:41:25.870 26/05/1995]',-0.030,0.002,0.019,65.325,34.171,0.000,0.341
