'Time and date','II ','I ','V ','ABP ','PLETH ','RESP '
'[13:22:05.294 30/01/1995]',-0.169,-0.062,0.003,71.504,0.000,-0.530
'[13:22:05.296 30/01/1995]',-0.150,-0.062,0.003,70.870,0.000,-0.527
'[13:22:05.298 30/01/1995]',-0.169,-0.095,0.003,70.870,0.000,-0.527
'[13:22:05.300 30/01/1995]',-0.169,-0.095,0.003,70.870,0.000,-0.527
'[13:22:05.302 30/01/1995]',-0.169,-0.095,0.003,70.870,0.000,-0.527
'[13:22:05.304 30/01/1995]',-0.169,-0.095,0.003,70.294,0.000,-0.522
'[13:22:05.306 30/01/1995]',-0.188,-0.095,0.003,70.294,0.000,-0.522
'[13:22:05.308 30/01/1995]',-0.188,-0.128,0.003,70.294,0.000,-0.522
'[13:22:05.310 30/01/1995]',-0.188,-0.095,0.003,70.294,0.000,-0.522
'[13:22:05.312 30/01/1995]',-0.188,-0.095,0.003,69.776,0.000,-0.517
'[13:22:05.314 30/01/1995]',-0.188,-0.095,0.003,69.776,0.000,-0.517
'[13:22:05.316 30/01/1995]',-0.169,-0.095,0.003,69.776,0.000,-0.517
'[13:22:05.318 30/01/1995]',-0.169,-0.095,0.003,69.776,0.000,-0.517
'[13:22:05.320 30/01/1995]',-0.169,-0.095,0.003,69.315,0.000,-0.512
'[13:22:05.322 30/01/1995]',-0.188,-0.095,0.003,69.315,0.000,-0.512
'[13:22:05.324 30/01/1995]',-0.169,-0.095,0.003,69.315,0.000,-0.512
'[13:22:05.326 30/01/1995]',-0.169,-0.095,0.003,69.315,0.000,-0.512
'[13:22:05.328 30/01/1995]',-0.169,-0.095,0.003,68.854,0.000,-0.506
'[13:22:05.330 30/01/1995]',-0.169,-0.095,0.003,68.854,0.000,-0.506
'[13:22:05.332 30/01/1995]',-0.169,-0.095,0.033,68.854,0.000,-0.506
'[13:22:05.334 30/01/1995]',-0.169,-0.062,0.033,68.854,0.000,-0.506
'[13:22:05.336 30/01/1995]',-0.150,-0.062,0.097,68.508,0.000,-0.500
'[13:22:05.338 30/01/1995]',-0.169,-0.030,0.129,68.508,0.000,-0.500
'[13:22:05.340 30/01/1995]',-0.150,-0.030,0.225,68.508,0.000,-0.500
'[13:22:05.342 30/01/1995]',-0.150,-0.030,0.225,68.508,0.000,-0.500
'[13:22:05.344 30/01/1995]',-0.131,-0.062,0.225,68.220,0.000,-0.494
'[13:22:05.346 30/01/1995]',-0.112,-0.030,0.193,68.220,0.000,-0.494
'[13:22:05.348 30/01/1995]',-0.112,-0.062,0.129,68.220,0.000,-0.494
'[13:22:05.350 30/01/1995]',-0.112,-0.030,0.003,68.220,0.000,-0.494
'[13:22:05.352 30/01/1995]',-0.131,-0.030,-0.125,67.874,0.000,-0.488
'[13:22:05.354 30/01/1995]',-0.188,0.003,-0.348,67.874,0.000,-0.488
'[13:22:05.356 30/01/1995]',-0.244,0.003,-0.570,67.874,0.000,-0.488
'[13:22:05.358 30/01/1995]',-0.300,0.034,-0.761,67.874,0.000,-0.488
'[13:22:05.360 30/01/1995]',-0.357,0.099,-1.014,67.586,0.000,-0.481
'[13:22:05.362 30/01/1995]',-0.433,0.165,-1.174,67.586,0.000,-0.481
'[13:22:05.364 30/01/1995]',-0.528,0.263,-1.396,67.586,0.000,-0.481
'[13:22:05.366 30/01/1995]',-0.602,0.328,-1.523,67.586,0.000,-0.481
'[13:22:05.368 30/01/1995]',-0.678,0.361,-1.619,67.413,0.000,-0.474
'[13:22:05.370 30/01/1995]',-0.754,0.393,-1.746,67.413,0.000,-0.474
'[13:22:05.372 30/01/1995]',-0.810,0.426,-1.841,67.413,0.000,-0.474
'[13:22:05.374 30/01/1995]',-0.867,0.458,-1.968,67.413,0.000,-0.474
'[13:22:05.376 30/01/1995]',-0.904,0.490,-2.000,67.183,0.000,-0.467
'[13:22:05.378 30/01/1995]',-0.904,0.490,-2.032,67.183,0.000,-0.467
'[13:22:05.380 30/01/1995]',-0.867,0.490,-1.968,67.183,0.000,-0.467
'[13:22:05.382 30/01/1995]',-0.810,0.490,-1.904,67.183,0.000,-0.467
'[13:22:05.384 30/01/1995]',-0.735,0.458,-1.778,67.068,0.000,-0.459
'[13:22:05.386 30/01/1995]',-0.621,0.393,-1.651,67.068,0.000,-0.459
'[13:22:05.388 30/01/1995]',-0.528,0.328,-1.459,67.068,0.000,-0.459
'[13:22:05.390 30/01/1995]',-0.452,0.230,-1.270,67.068,0.000,-0.459
'[13:22:05.392 30/01/1995]',-0.395,0.132,-1.110,67.068,0.000,-0.451
'[13:22:05.394 30/01/1995]',-0.338,0.067,-0.951,67.068,0.000,-0.451
'[13:22:05.396 30/01/1995]',-0.281,0.034,-0.761,67.068,0.000,-0.451
'[13:22:05.398 30/01/1995]',-0.244,0.034,-0.665,67.068,0.000,-0.451
'[13:22:05.400 30/01/1995]',-0.207,0.003,-0.506,67.068,0.000,-0.443
'[13:22:05.402 30/01/1995]',-0.169,0.003,-0.380,67.068,0.000,-0.443
'[13:22:05.404 30/01/1995]',-0.131,0.003,-0.220,67.068,0.000,-0.443
'[13:22:05.406 30/01/1995]',-0.112,0.003,-0.125,67.068,0.000,-0.443
'[13:22:05.408 30/01/1995]',-0.112,-0.030,-0.061,67.183,0.000,-0.435
'[13:22:05.410 30/01/1995]',-0.112,-0.030,0.003,67.183,0.000,-0.435
'[13:22:05.412 30/01/1995]',-0.112,-0.062,0.003,67.183,0.000,-0.435
'[13:22:05.414 30/01/1995]',-0.093,-0.062,0.065,67.183,0.000,-0.435
'[13:22:05.416 30/01/1995]',-0.074,-0.062,0.097,67.413,0.000,-0.427
'[13:22:05.418 30/01/1995]',-0.074,-0.062,0.129,67.413,0.000,-0.427
'[13:22:05.420 30/01/1995]',-0.055,-0.062,0.161,67.413,0.000,-0.427
'[13:22:05.422 30/01/1995]',-0.055,-0.062,0.193,67.413,0.000,-0.427
'[13:22:05.424 30/01/1995]',-0.055,-0.062,0.193,67.586,0.000,-0.420
'[13:22:05.426 30/01/1995]',-0.055,-0.095,0.193,67.586,0.000,-0.420
'[13:22:05.428 30/01/1995]',-0.036,-0.095,0.225,67.586,0.000,-0.420
'[13:22:05.430 30/01/1995]',-0.036,-0.095,0.225,67.586,0.000,-0.420
'[13:22:05.432 30/01/1995]',-0.036,-0.095,0.225,67.817,0.000,-0.412
'[13:22:05.434 30/01/1995]',-0.036,-0.095,0.288,67.817,0.000,-0.412
'[13:22:05.436 30/01/1995]',-0.036,-0.095,0.288,67.817,0.000,-0.412
'[13:22:05.438 30/01/1995]',-0.036,-0.095,0.288,67.817,0.000,-0.412
'[13:22:05.440 30/01/1995]',-0.036,-0.095,0.288,68.047,0.000,-0.405
'[13:22:05.442 30/01/1995]',-0.036,-0.095,0.288,68.047,0.000,-0.405
'[13:22:05.444 30/01/1995]',-0.036,-0.095,0.288,68.047,0.000,-0.405
'[13:22:05.446 30/01/1995]',-0.036,-0.095,0.288,68.047,0.000,-0.405
'[13:22:05.448 30/01/1995]',-0.017,-0.095,0.288,68.105,0.000,-0.398
'[13:22:05.450 30/01/1995]',-0.036,-0.095,0.288,68.105,0.000,-0.398
'[13:22:05.452 30/01/1995]',-0.017,-0.095,0.288,68.105,0.000,-0.398
'[13:22:05.454 30/01/1995]',-0.036,-0.095,0.288,68.105,0.000,-0.398
'[13:22:05.456 30/01/1995]',-0.036,-0.095,0.288,68.105,0.000,-0.391
'[13:22:05.458 30/01/1995]',-0.036,-0.095,0.288,68.105,0.000,-0.391
'[13:22:05.460 30/01/1995]',-0.017,-0.062,0.288,68.105,0.000,-0.391
'[13:22:05.462 30/01/1995]',-0.017,-0.062,0.288,68.105,0.000,-0.391
'[13:22:05.464 30/01/1995]',-0.017,-0.062,0.288,67.990,0.000,-0.385
'[13:22:05.466 30/01/1995]',-0.017,-0.062,0.288,67.990,0.000,-0.385
'[13:22:05.468 30/01/1995]',-0.017,-0.062,0.288,67.990,0.000,-0.385
'[13:22:05.470 30/01/1995]',-0.017,-0.062,0.288,67.990,0.000,-0.385
'[13:22:05.472 30/01/1995]',-0.017,-0.062,0.288,67.644,0.000,-0.380
'[13:22:05.474 30/01/1995]',0.002,-0.062,0.288,67.644,0.000,-0.380
'[13:22:05.476 30/01/1995]',-0.017,-0.095,0.288,67.644,0.000,-0.380
'[13:22:05.478 30/01/1995]',-0.017,-0.062,0.288,67.644,0.000,-0.380
'[13:22:05.480 30/01/1995]',0.002,-0.062,0.288,67.298,0.000,-0.376
'[13:22:05.482 30/01/1995]',0.002,-0.062,0.288,67.298,0.000,-0.376
'[13:22:05.484 30/01/1995]',0.002,-0.062,0.288,67.298,0.000,-0.376
'[13:22:05.486 30/01/1995]',0.002,-0.062,0.288,67.298,0.000,-0.376
'[13:22:05.488 30/01/1995]',0.002,-0.062,0.288,66.780,0.000,-0.373
'[13:22:05.490 30/01/1995]',0.002,-0.062,0.288,66.780,0.000,-0.373
'[13:22:05.492 30/01/1995]',0.002,-0.062,0.288,66.780,0.000,-0.373
'[13:22:05.494 30/01/1995]',0.002,-0.062,0.288,66.780,0.000,-0.373
'[13:22:05.496 30/01/1995]',0.002,-0.062,0.288,66.261,0.000,-0.372
'[13:22:05.498 30/01/1995]',0.002,-0.062,0.288,66.261,0.000,-0.372
'[13:22:05.500 30/01/1995]',0.002,-0.062,0.288,66.261,0.000,-0.372
'[13:22:05.502 30/01/1995]',0.002,-0.062,0.288,66.261,0.000,-0.372
'[13:22:05.504 30/01/1995]',0.002,-0.062,0.288,65.685,0.000,-0.372
'[13:22:05.506 30/01/1995]',0.002,-0.062,0.288,65.685,0.000,-0.372
'[13:22:05.508 30/01/1995]',0.002,-0.062,0.288,65.685,0.000,-0.372
'[13:22:05.510 30/01/1995]',0.002,-0.062,0.288,65.685,0.000,-0.372
'[13:22:05.512 30/01/1995]',0.002,-0.030,0.320,65.166,0.000,-0.373
'[13:22:05.514 30/01/1995]',0.002,-0.030,0.288,65.166,0.000,-0.373
'[13:22:05.516 30/01/1995]',0.002,-0.030,0.288,65.166,0.000,-0.373
'[13:22:05.518 30/01/1995]',0.002,-0.030,0.288,65.166,0.000,-0.373
'[13:22:05.520 30/01/1995]',0.002,-0.030,0.288,64.648,0.000,-0.376
'[13:22:05.522 30/01/1995]',0.002,-0.030,0.288,64.648,0.000,-0.376
'[13:22:05.524 30/01/1995]',0.002,-0.030,0.288,64.648,0.000,-0.376
'[13:22:05.526 30/01/1995]',0.002,-0.030,0.288,64.648,0.000,-0.376
'[13:22:05.528 30/01/1995]',0.002,-0.030,0.288,64.187,0.000,-0.378
'[13:22:05.530 30/01/1995]',0.020,-0.030,0.288,64.187,0.000,-0.378
'[13:22:05.532 30/01/1995]',0.002,-0.030,0.288,64.187,0.000,-0.378
'[13:22:05.534 30/01/1995]',0.002,0.003,0.288,64.187,0.000,-0.378
'[13:22:05.536 30/01/1995]',0.002,0.003,0.288,63.841,0.000,-0.382
'[13:22:05.538 30/01/1995]',0.002,0.003,0.225,63.841,0.000,-0.382
'[13:22:05.540 30/01/1995]',0.002,0.003,0.288,63.841,0.000,-0.382
'[13:22:05.542 30/01/1995]',0.002,0.003,0.288,63.841,0.000,-0.382
'[13:22:05.544 30/01/1995]',0.002,0.003,0.225,63.553,0.000,-0.386
'[13:22:05.546 30/01/1995]',0.020,0.003,0.225,63.553,0.000,-0.386
'[13:22:05.548 30/01/1995]',0.020,0.003,0.288,63.553,0.000,-0.386
'[13:22:05.550 30/01/1995]',0.020,0.003,0.225,63.553,0.000,-0.386
'[13:22:05.552 30/01/1995]',0.020,0.003,0.288,63.495,0.000,-0.390
'[13:22:05.554 30/01/1995]',0.020,0.003,0.225,63.495,0.000,-0.390
'[13:22:05.556 30/01/1995]',0.020,0.003,0.288,63.495,0.000,-0.390
'[13:22:05.558 30/01/1995]',0.002,0.003,0.225,63.495,0.000,-0.390
'[13:22:05.560 30/01/1995]',0.002,0.003,0.288,63.611,0.000,-0.395
'[13:22:05.562 30/01/1995]',0.020,0.003,0.225,63.611,0.000,-0.395
'[13:22:05.564 30/01/1995]',0.020,0.003,0.225,63.611,0.000,-0.395
'[13:22:05.566 30/01/1995]',0.020,0.003,0.225,63.611,0.000,-0.395
'[13:22:05.568 30/01/1995]',0.020,0.003,0.225,64.302,0.000,-0.399
'[13:22:05.570 30/01/1995]',0.002,0.034,0.225,64.302,0.000,-0.399
'[13:22:05.572 30/01/1995]',0.002,0.034,0.225,64.302,0.000,-0.399
'[13:22:05.574 30/01/1995]',0.002,0.034,0.225,64.302,0.000,-0.399
'[13:22:05.576 30/01/1995]',0.002,0.034,0.225,65.742,0.000,-0.404
'[13:22:05.578 30/01/1995]',0.002,0.034,0.225,65.742,0.000,-0.404
'[13:22:05.580 30/01/1995]',0.002,0.034,0.225,65.742,0.000,-0.404
'[13:22:05.582 30/01/1995]',0.020,0.034,0.225,65.742,0.000,-0.404
'[13:22:05.584 30/01/1995]',0.020,0.034,0.225,68.508,0.000,-0.407
'[13:22:05.586 30/01/1995]',0.002,0.067,0.225,68.508,0.000,-0.407
'[13:22:05.588 30/01/1995]',0.002,0.067,0.225,68.508,0.000,-0.407
'[13:22:05.590 30/01/1995]',0.002,0.067,0.193,68.508,0.000,-0.407
'[13:22:05.592 30/01/1995]',0.002,0.067,0.225,72.599,0.000,-0.411
'[13:22:05.594 30/01/1995]',0.002,0.067,0.193,72.599,0.000,-0.411
'[13:22:05.596 30/01/1995]',0.002,0.067,0.193,72.599,0.000,-0.411
'[13:22:05.598 30/01/1995]',0.002,0.067,0.193,72.599,0.000,-0.411
'[13:22:05.600 30/01/1995]',0.002,0.099,0.193,78.015,0.000,-0.416
'[13:22:05.602 30/01/1995]',0.020,0.099,0.193,78.015,0.000,-0.416
'[13:22:05.604 30/01/1995]',0.002,0.099,0.161,78.015,0.000,-0.416
'[13:22:05.606 30/01/1995]',0.002,0.099,0.193,78.015,0.000,-0.416
'[13:22:05.608 30/01/1995]',0.002,0.099,0.161,84.353,0.000,-0.420
'[13:22:05.610 30/01/1995]',0.002,0.099,0.161,84.353,0.000,-0.420
'[13:22:05.612 30/01/1995]',0.002,0.099,0.161,84.353,0.000,-0.420
'[13:22:05.614 30/01/1995]',0.020,0.132,0.161,84.353,0.000,-0.420
'[13:22:05.616 30/01/1995]',0.002,0.132,0.161,91.095,0.000,-0.424
'[13:22:05.618 30/01/1995]',0.002,0.132,0.161,91.095,0.000,-0.424
'[13:22:05.620 30/01/1995]',0.002,0.132,0.161,91.095,0.000,-0.424
'[13:22:05.622 30/01/1995]',0.002,0.132,0.129,91.095,0.000,-0.424
'[13:22:05.624 30/01/1995]',0.002,0.132,0.129,97.663,0.000,-0.428
'[13:22:05.626 30/01/1995]',0.002,0.165,0.129,97.663,0.000,-0.428
'[13:22:05.628 30/01/1995]',0.002,0.165,0.129,97.663,0.000,-0.428
'[13:22:05.630 30/01/1995]',0.002,0.165,0.097,97.663,0.000,-0.428
'[13:22:05.632 30/01/1995]',0.002,0.165,0.129,103.425,0.000,-0.431
'[13:22:05.634 30/01/1995]',0.002,0.165,0.097,103.425,0.000,-0.431
'[13:22:05.636 30/01/1995]',0.002,0.165,0.097,103.425,0.000,-0.431
'[13:22:05.638 30/01/1995]',0.002,0.165,0.097,103.425,0.000,-0.431
'[13:22:05.640 30/01/1995]',0.002,0.165,0.097,108.207,0.000,-0.435
'[13:22:05.642 30/01/1995]',0.002,0.165,0.065,108.207,0.000,-0.435
'[13:22:05.644 30/01/1995]',0.002,0.197,0.065,108.207,0.000,-0.435
'[13:22:05.646 30/01/1995]',0.002,0.197,0.065,108.207,0.000,-0.435
'[13:22:05.648 30/01/1995]',0.002,0.197,0.065,111.722,0.000,-0.438
'[13:22:05.650 30/01/1995]',0.002,0.197,0.033,111.722,0.000,-0.438
'[13:22:05.652 30/01/1995]',0.002,0.197,0.033,111.722,0.000,-0.438
'[13:22:05.654 30/01/1995]',0.002,0.197,0.033,111.722,0.000,-0.438
'[13:22:05.656 30/01/1995]',0.002,0.197,0.033,113.911,0.000,-0.441
'[13:22:05.658 30/01/1995]',0.002,0.197,0.033,113.911,0.000,-0.441
'[13:22:05.660 30/01/1995]',0.002,0.197,0.033,113.911,0.000,-0.441
'[13:22:05.662 30/01/1995]',0.002,0.165,0.003,113.911,0.000,-0.441
'[13:22:05.664 30/01/1995]',0.002,0.165,0.003,114.718,0.000,-0.444
'[13:22:05.666 30/01/1995]',0.002,0.165,0.003,114.718,0.000,-0.444
'[13:22:05.668 30/01/1995]',0.002,0.132,0.003,114.718,0.000,-0.444
'[13:22:05.670 30/01/1995]',-0.017,0.132,0.003,114.718,0.000,-0.444
'[13:22:05.672 30/01/1995]',-0.017,0.099,0.003,114.488,0.000,-0.446
'[13:22:05.674 30/01/1995]',-0.017,0.099,0.003,114.488,0.000,-0.446
'[13:22:05.676 30/01/1995]',-0.017,0.099,0.003,114.488,0.000,-0.446
'[13:22:05.678 30/01/1995]',0.002,0.067,0.003,114.488,0.000,-0.446
'[13:22:05.680 30/01/1995]',-0.017,0.067,0.003,113.278,0.000,-0.447
'[13:22:05.682 30/01/1995]',0.002,0.067,0.003,113.278,0.000,-0.447
'[13:22:05.684 30/01/1995]',-0.017,0.034,0.003,113.278,0.000,-0.447
'[13:22:05.686 30/01/1995]',-0.017,0.034,0.033,113.278,0.000,-0.447
'[13:22:05.688 30/01/1995]',-0.017,0.034,0.033,111.261,0.000,-0.448
'[13:22:05.690 30/01/1995]',-0.017,0.003,0.033,111.261,0.000,-0.448
'[13:22:05.692 30/01/1995]',-0.036,0.003,0.003,111.261,0.000,-0.448
'[13:22:05.694 30/01/1995]',-0.036,0.003,0.003,111.261,0.000,-0.448
'[13:22:05.696 30/01/1995]',-0.017,0.003,0.003,108.841,0.000,-0.449
'[13:22:05.698 30/01/1995]',-0.017,0.003,0.033,108.841,0.000,-0.449
'[13:22:05.700 30/01/1995]',-0.036,-0.030,0.033,108.841,0.000,-0.449
'[13:22:05.702 30/01/1995]',-0.017,-0.030,0.003,108.841,0.000,-0.449
'[13:22:05.704 30/01/1995]',-0.036,-0.030,0.033,106.248,0.000,-0.449
'[13:22:05.706 30/01/1995]',-0.036,-0.062,0.033,106.248,0.000,-0.449
'[13:22:05.708 30/01/1995]',-0.036,-0.062,0.033,106.248,0.000,-0.449
'[13:22:05.710 30/01/1995]',-0.036,-0.062,0.033,106.248,0.000,-0.449
'[13:22:05.712 30/01/1995]',-0.036,-0.062,0.033,103.482,0.000,-0.448
'[13:22:05.714 30/01/1995]',-0.036,-0.062,0.033,103.482,0.000,-0.448
'[13:22:05.716 30/01/1995]',-0.036,-0.095,0.033,103.482,0.000,-0.448
'[13:22:05.718 30/01/1995]',-0.036,-0.095,0.033,103.482,0.000,-0.448
'[13:22:05.720 30/01/1995]',-0.036,-0.095,0.033,100.774,0.000,-0.447
'[13:22:05.722 30/01/1995]',-0.036,-0.095,0.033,100.774,0.000,-0.447
'[13:22:05.724 30/01/1995]',-0.036,-0.095,0.033,100.774,0.000,-0.447
'[13:22:05.726 30/01/1995]',-0.055,-0.095,0.065,100.774,0.000,-0.447
'[13:22:05.728 30/01/1995]',-0.036,-0.095,0.033,98.124,0.000,-0.445
'[13:22:05.730 30/01/1995]',-0.036,-0.095,0.033,98.124,0.000,-0.445
'[13:22:05.732 30/01/1995]',-0.036,-0.095,0.033,98.124,0.000,-0.445
'[13:22:05.734 30/01/1995]',-0.036,-0.095,0.033,98.124,0.000,-0.445
'[13:22:05.736 30/01/1995]',-0.036,-0.095,0.065,95.646,0.000,-0.442
'[13:22:05.738 30/01/1995]',-0.055,-0.095,0.033,95.646,0.000,-0.442
'[13:22:05.740 30/01/1995]',-0.036,-0.095,0.033,95.646,0.000,-0.442
'[13:22:05.742 30/01/1995]',-0.036,-0.095,0.033,95.646,0.000,-0.442
'[13:22:05.744 30/01/1995]',-0.036,-0.095,0.033,93.342,0.000,-0.439
'[13:22:05.746 30/01/1995]',-0.036,-0.095,0.033,93.342,0.000,-0.439
'[13:22:05.748 30/01/1995]',-0.036,-0.095,0.033,93.342,0.000,-0.439
'[13:22:05.750 30/01/1995]',-0.036,-0.095,0.033,93.342,0.000,-0.439
'[13:22:05.752 30/01/1995]',-0.036,-0.095,0.065,91.152,0.000,-0.436
'[13:22:05.754 30/01/1995]',-0.036,-0.095,0.065,91.152,0.000,-0.436
'[13:22:05.756 30/01/1995]',-0.055,-0.095,0.065,91.152,0.000,-0.436
'[13:22:05.758 30/01/1995]',-0.055,-0.095,0.033,91.152,0.000,-0.436
'[13:22:05.760 30/01/1995]',-0.036,-0.095,0.033,89.078,0.000,-0.432
'[13:22:05.762 30/01/1995]',-0.036,-0.095,0.065,89.078,0.000,-0.432
'[13:22:05.764 30/01/1995]',-0.036,-0.095,0.033,89.078,0.000,-0.432
'[13:22:05.766 30/01/1995]',-0.036,-0.095,0.033,89.078,0.000,-0.432
'[13:22:05.768 30/01/1995]',-0.036,-0.095,0.033,87.176,0.000,-0.428
'[13:22:05.770 30/01/1995]',-0.036,-0.095,0.065,87.176,0.000,-0.428
'[13:22:05.772 30/01/1995]',-0.036,-0.095,0.065,87.176,0.000,-0.428
'[13:22:05.774 30/01/1995]',-0.036,-0.095,0.065,87.176,0.000,-0.428
'[13:22:05.776 30/01/1995]',-0.036,-0.095,0.065,85.333,0.000,-0.424
'[13:22:05.778 30/01/1995]',-0.036,-0.095,0.065,85.333,0.000,-0.424
'[13:22:05.780 30/01/1995]',-0.036,-0.095,0.065,85.333,0.000,-0.424
'[13:22:05.782 30/01/1995]',-0.017,-0.095,0.065,85.333,0.000,-0.424
'[13:22:05.784 30/01/1995]',-0.017,-0.095,0.033,83.547,0.000,-0.420
'[13:22:05.786 30/01/1995]',-0.017,-0.095,0.065,83.547,0.000,-0.420
'[13:22:05.788 30/01/1995]',-0.017,-0.095,0.065,83.547,0.000,-0.420
'[13:22:05.790 30/01/1995]',-0.017,-0.095,0.065,83.547,0.000,-0.420
'[13:22:05.792 30/01/1995]',-0.036,-0.095,0.065,81.876,0.000,-0.415
'[13:22:05.794 30/01/1995]',-0.036,-0.095,0.065,81.876,0.000,-0.415
'[13:22:05.796 30/01/1995]',-0.017,-0.095,0.065,81.876,0.000,-0.415
'[13:22:05.798 30/01/1995]',-0.017,-0.095,0.065,81.876,0.000,-0.415
'[13:22:05.800 30/01/1995]',-0.017,-0.095,0.065,80.320,0.000,-0.409
'[13:22:05.802 30/01/1995]',-0.017,-0.095,0.065,80.320,0.000,-0.409
'[13:22:05.804 30/01/1995]',-0.017,-0.095,0.065,80.320,0.000,-0.409
'[13:22:05.806 30/01/1995]',-0.017,-0.095,0.065,80.320,0.000,-0.409
'[13:22:05.808 30/01/1995]',-0.017,-0.095,0.065,78.764,0.000,-0.404
'[13:22:05.810 30/01/1995]',-0.017,-0.095,0.065,78.764,0.000,-0.404
'[13:22:05.812 30/01/1995]',-0.017,-0.095,0.065,78.764,0.000,-0.404
'[13:22:05.814 30/01/1995]',-0.017,-0.095,0.033,78.764,0.000,-0.404
'[13:22:05.816 30/01/1995]',0.002,-0.095,0.065,77.439,0.000,-0.399
'[13:22:05.818 30/01/1995]',-0.017,-0.095,0.065,77.439,0.000,-0.399
'[13:22:05.820 30/01/1995]',-0.017,-0.095,0.065,77.439,0.000,-0.399
'[13:22:05.822 30/01/1995]',-0.017,-0.062,0.065,77.439,0.000,-0.399
'[13:22:05.824 30/01/1995]',-0.017,-0.095,0.065,76.287,0.000,-0.394
'[13:22:05.826 30/01/1995]',0.002,-0.062,0.065,76.287,0.000,-0.394
'[13:22:05.828 30/01/1995]',-0.017,-0.095,0.065,76.287,0.000,-0.394
'[13:22:05.830 30/01/1995]',0.002,-0.062,0.065,76.287,0.000,-0.394
'[13:22:05.832 30/01/1995]',0.002,-0.062,0.033,75.422,0.000,-0.389
'[13:22:05.834 30/01/1995]',0.002,-0.062,0.065,75.422,0.000,-0.389
'[13:22:05.836 30/01/1995]',0.002,-0.062,0.065,75.422,0.000,-0.389
'[13:22:05.838 30/01/1995]',0.002,-0.062,0.065,75.422,0.000,-0.389
'[13:22:05.840 30/01/1995]',0.002,-0.062,0.065,74.846,0.000,-0.385
'[13:22:05.842 30/01/1995]',0.002,-0.062,0.065,74.846,0.000,-0.385
'[13:22:05.844 30/01/1995]',0.002,-0.062,0.033,74.846,0.000,-0.385
'[13:22:05.846 30/01/1995]',0.002,-0.062,0.065,74.846,0.000,-0.385
'[13:22:05.848 30/01/1995]',0.002,-0.062,0.065,74.558,0.000,-0.381
'[13:22:05.850 30/01/1995]',0.002,-0.062,0.065,74.558,0.000,-0.381
'[13:22:05.852 30/01/1995]',0.002,-0.062,0.033,74.558,0.000,-0.381
'[13:22:05.854 30/01/1995]',0.002,-0.062,0.033,74.558,0.000,-0.381
'[13:22:05.856 30/01/1995]',0.002,-0.062,0.033,74.443,0.000,-0.377
'[13:22:05.858 30/01/1995]',0.002,-0.062,0.065,74.443,0.000,-0.377
'[13:22:05.860 30/01/1995]',0.002,-0.062,0.033,74.443,0.000,-0.377
'[13:22:05.862 30/01/1995]',0.002,-0.062,0.033,74.443,0.000,-0.377
'[13:22:05.864 30/01/1995]',0.002,-0.062,0.033,74.616,0.000,-0.373
'[13:22:05.866 30/01/1995]',0.002,-0.062,0.033,74.616,0.000,-0.373
'[13:22:05.868 30/01/1995]',0.002,-0.062,0.033,74.616,0.000,-0.373
'[13:22:05.870 30/01/1995]',0.002,-0.062,0.033,74.616,0.000,-0.373
'[13:22:05.872 30/01/1995]',0.002,-0.062,0.065,74.846,0.000,-0.370
'[13:22:05.874 30/01/1995]',0.002,-0.062,0.033,74.846,0.000,-0.370
'[13:22:05.876 30/01/1995]',0.002,-0.062,0.033,74.846,0.000,-0.370
'[13:22:05.878 30/01/1995]',0.002,-0.062,0.033,74.846,0.000,-0.370
'[13:22:05.880 30/01/1995]',0.002,-0.095,0.033,75.192,0.000,-0.369
'[13:22:05.882 30/01/1995]',0.002,-0.062,0.033,75.192,0.000,-0.369
'[13:22:05.884 30/01/1995]',0.002,-0.062,0.033,75.192,0.000,-0.369
'[13:22:05.886 30/01/1995]',0.002,-0.062,0.033,75.192,0.000,-0.369
'[13:22:05.888 30/01/1995]',0.002,-0.062,0.033,75.480,0.000,-0.369
'[13:22:05.890 30/01/1995]',0.002,-0.062,0.033,75.480,0.000,-0.369
'[13:22:05.892 30/01/1995]',0.002,-0.062,0.033,75.480,0.000,-0.369
'[13:22:05.894 30/01/1995]',0.002,-0.062,0.033,75.480,0.000,-0.369
'[13:22:05.896 30/01/1995]',0.002,-0.062,0.033,75.826,0.000,-0.370
'[13:22:05.898 30/01/1995]',0.002,-0.062,0.003,75.826,0.000,-0.370
'[13:22:05.900 30/01/1995]',0.002,-0.062,0.033,75.826,0.000,-0.370
'[13:22:05.902 30/01/1995]',0.002,-0.062,0.033,75.826,0.000,-0.370
'[13:22:05.904 30/01/1995]',0.002,-0.062,0.033,76.056,0.000,-0.371
'[13:22:05.906 30/01/1995]',0.002,-0.062,0.033,76.056,0.000,-0.371
'[13:22:05.908 30/01/1995]',0.002,-0.095,0.033,76.056,0.000,-0.371
'[13:22:05.910 30/01/1995]',0.002,-0.062,0.003,76.056,0.000,-0.371
'[13:22:05.912 30/01/1995]',0.002,-0.062,0.003,76.229,0.000,-0.372
'[13:22:05.914 30/01/1995]',0.002,-0.062,0.033,76.229,0.000,-0.372
'[13:22:05.916 30/01/1995]',0.002,-0.062,0.003,76.229,0.000,-0.372
'[13:22:05.918 30/01/1995]',0.002,-0.062,0.033,76.229,0.000,-0.372
'[13:22:05.920 30/01/1995]',0.002,-0.062,0.003,76.229,0.000,-0.373
'[13:22:05.922 30/01/1995]',0.002,-0.062,0.033,76.229,0.000,-0.373
