'Time and date','aVL','II','ABP','PAP','PLETH','RESP'
'[08:33:41.240 11/03/1996]',-0.003,0.043,39.315,33.186,0.238,0.105
'[08:33:41.242 11/03/1996]',-0.004,0.043,39.315,33.186,0.238,0.105
'[08:33:41.244 11/03/1996]',-0.005,0.043,39.315,33.186,0.238,0.105
'[08:33:41.246 11/03/1996]',-0.006,0.043,39.315,33.186,0.238,0.105
'[08:33:41.248 11/03/1996]',-0.007,0.043,38.865,32.709,0.230,0.086
'[08:33:41.250 11/03/1996]',-0.008,0.043,38.865,32.709,0.230,0.086
'[08:33:41.252 11/03/1996]',-0.009,0.043,38.865,32.709,0.230,0.086
'[08:33:41.254 11/03/1996]',-0.010,0.043,38.865,32.709,0.230,0.086
'[08:33:41.256 11/03/1996]',-0.010,0.043,38.364,32.257,0.216,0.069
'[08:33:41.258 11/03/1996]',-0.010,0.043,38.364,32.257,0.216,0.069
'[08:33:41.260 11/03/1996]',-0.009,0.043,38.364,32.257,0.216,0.069
'[08:33:41.262 11/03/1996]',-0.008,0.043,38.364,32.257,0.216,0.069
'[08:33:41.264 11/03/1996]',-0.008,0.043,37.963,31.781,0.196,0.052
'[08:33:41.266 11/03/1996]',-0.008,0.043,37.963,31.781,0.196,0.052
'[08:33:41.268 11/03/1996]',-0.009,0.043,37.963,31.781,0.196,0.052
'[08:33:41.270 11/03/1996]',-0.010,0.043,37.963,31.781,0.196,0.052
'[08:33:41.272 11/03/1996]',-0.010,0.043,37.563,31.354,0.171,0.038
'[08:33:41.274 11/03/1996]',-0.011,0.043,37.563,31.354,0.171,0.038
'[08:33:41.276 11/03/1996]',-0.011,0.043,37.563,31.354,0.171,0.038
'[08:33:41.278 11/03/1996]',-0.012,0.043,37.563,31.354,0.171,0.038
'[08:33:41.280 11/03/1996]',-0.013,0.043,37.212,31.003,0.144,0.024
'[08:33:41.282 11/03/1996]',-0.014,0.043,37.212,31.003,0.144,0.024
'[08:33:41.284 11/03/1996]',-0.016,0.043,37.212,31.003,0.144,0.024
'[08:33:41.286 11/03/1996]',-0.018,0.043,37.212,31.003,0.144,0.024
'[08:33:41.288 11/03/1996]',-0.018,0.043,36.861,30.652,0.110,0.011
'[08:33:41.290 11/03/1996]',-0.019,0.043,36.861,30.652,0.110,0.011
'[08:33:41.292 11/03/1996]',-0.020,0.043,36.861,30.652,0.110,0.011
'[08:33:41.294 11/03/1996]',-0.021,0.043,36.861,30.652,0.110,0.011
'[08:33:41.296 11/03/1996]',-0.021,0.043,36.561,30.376,0.076,-0.003
'[08:33:41.298 11/03/1996]',-0.021,0.043,36.561,30.376,0.076,-0.003
'[08:33:41.300 11/03/1996]',-0.021,0.043,36.561,30.376,0.076,-0.003
'[08:33:41.302 11/03/1996]',-0.020,0.043,36.561,30.376,0.076,-0.003
'[08:33:41.304 11/03/1996]',-0.021,0.043,36.310,30.025,0.038,-0.017
'[08:33:41.306 11/03/1996]',-0.021,0.043,36.310,30.025,0.038,-0.017
'[08:33:41.308 11/03/1996]',-0.023,0.043,36.310,30.025,0.038,-0.017
'[08:33:41.310 11/03/1996]',-0.024,0.043,36.310,30.025,0.038,-0.017
'[08:33:41.312 11/03/1996]',-0.026,0.043,36.060,29.649,0.000,-0.030
'[08:33:41.314 11/03/1996]',-0.027,0.043,36.060,29.649,0.000,-0.030
'[08:33:41.316 11/03/1996]',-0.029,0.043,36.060,29.649,0.000,-0.030
'[08:33:41.318 11/03/1996]',-0.031,0.043,36.060,29.649,0.000,-0.030
'[08:33:41.320 11/03/1996]',-0.034,0.043,35.810,29.373,-0.038,-0.045
'[08:33:41.322 11/03/1996]',-0.037,0.043,35.810,29.373,-0.038,-0.045
'[08:33:41.324 11/03/1996]',-0.038,0.045,35.810,29.373,-0.038,-0.045
'[08:33:41.326 11/03/1996]',-0.038,0.046,35.810,29.373,-0.038,-0.045
'[08:33:41.328 11/03/1996]',-0.038,0.051,35.559,29.022,-0.076,-0.061
'[08:33:41.330 11/03/1996]',-0.037,0.055,35.559,29.022,-0.076,-0.061
'[08:33:41.332 11/03/1996]',-0.035,0.063,35.559,29.022,-0.076,-0.061
'[08:33:41.334 11/03/1996]',-0.032,0.071,35.559,29.022,-0.076,-0.061
'[08:33:41.336 11/03/1996]',-0.029,0.077,35.309,28.771,-0.113,-0.077
'[08:33:41.338 11/03/1996]',-0.025,0.083,35.309,28.771,-0.113,-0.077
'[08:33:41.340 11/03/1996]',-0.019,0.095,35.309,28.771,-0.113,-0.077
'[08:33:41.342 11/03/1996]',-0.013,0.108,35.309,28.771,-0.113,-0.077
'[08:33:41.344 11/03/1996]',-0.004,0.120,35.209,28.495,-0.148,-0.093
'[08:33:41.346 11/03/1996]',0.005,0.132,35.209,28.495,-0.148,-0.093
'[08:33:41.348 11/03/1996]',0.011,0.135,35.209,28.495,-0.148,-0.093
'[08:33:41.350 11/03/1996]',0.017,0.138,35.209,28.495,-0.148,-0.093
'[08:33:41.352 11/03/1996]',0.013,0.134,35.058,28.244,-0.184,-0.108
'[08:33:41.354 11/03/1996]',0.010,0.129,35.058,28.244,-0.184,-0.108
'[08:33:41.356 11/03/1996]',-0.011,0.117,35.058,28.244,-0.184,-0.108
'[08:33:41.358 11/03/1996]',-0.032,0.104,35.058,28.244,-0.184,-0.108
'[08:33:41.360 11/03/1996]',-0.073,0.088,34.808,28.018,-0.216,-0.121
'[08:33:41.362 11/03/1996]',-0.113,0.071,34.808,28.018,-0.216,-0.121
'[08:33:41.364 11/03/1996]',-0.170,0.052,34.808,28.018,-0.216,-0.121
'[08:33:41.366 11/03/1996]',-0.228,0.034,34.808,28.018,-0.216,-0.121
'[08:33:41.368 11/03/1996]',-0.294,0.012,34.608,27.843,-0.250,-0.133
'[08:33:41.370 11/03/1996]',-0.360,-0.009,34.608,27.843,-0.250,-0.133
'[08:33:41.372 11/03/1996]',-0.425,-0.032,34.608,27.843,-0.250,-0.133
'[08:33:41.374 11/03/1996]',-0.490,-0.055,34.608,27.843,-0.250,-0.133
'[08:33:41.376 11/03/1996]',-0.545,-0.077,34.407,27.592,-0.279,-0.145
'[08:33:41.378 11/03/1996]',-0.600,-0.098,34.407,27.592,-0.279,-0.145
'[08:33:41.380 11/03/1996]',-0.638,-0.117,34.407,27.592,-0.279,-0.145
'[08:33:41.382 11/03/1996]',-0.677,-0.135,34.407,27.592,-0.279,-0.145
'[08:33:41.384 11/03/1996]',-0.699,-0.143,34.257,27.416,-0.306,-0.158
'[08:33:41.386 11/03/1996]',-0.721,-0.151,34.257,27.416,-0.306,-0.158
'[08:33:41.388 11/03/1996]',-0.730,-0.141,34.257,27.416,-0.306,-0.158
'[08:33:41.390 11/03/1996]',-0.739,-0.132,34.257,27.416,-0.306,-0.158
'[08:33:41.392 11/03/1996]',-0.742,-0.112,34.107,27.241,-0.336,-0.172
'[08:33:41.394 11/03/1996]',-0.745,-0.092,34.107,27.241,-0.336,-0.172
'[08:33:41.396 11/03/1996]',-0.743,-0.069,34.107,27.241,-0.336,-0.172
'[08:33:41.398 11/03/1996]',-0.741,-0.046,34.107,27.241,-0.336,-0.172
'[08:33:41.400 11/03/1996]',-0.734,-0.023,33.906,27.065,-0.362,-0.187
'[08:33:41.402 11/03/1996]',-0.727,0.000,33.906,27.065,-0.362,-0.187
'[08:33:41.404 11/03/1996]',-0.710,0.012,33.906,27.065,-0.362,-0.187
'[08:33:41.406 11/03/1996]',-0.692,0.025,33.906,27.065,-0.362,-0.187
'[08:33:41.408 11/03/1996]',-0.661,0.022,33.806,26.965,-0.385,-0.203
'[08:33:41.410 11/03/1996]',-0.629,0.018,33.806,26.965,-0.385,-0.203
'[08:33:41.412 11/03/1996]',-0.586,0.006,33.806,26.965,-0.385,-0.203
'[08:33:41.414 11/03/1996]',-0.542,-0.006,33.806,26.965,-0.385,-0.203
'[08:33:41.416 11/03/1996]',-0.492,-0.018,33.706,26.890,-0.405,-0.217
'[08:33:41.418 11/03/1996]',-0.442,-0.031,33.706,26.890,-0.405,-0.217
'[08:33:41.420 11/03/1996]',-0.396,-0.034,33.706,26.890,-0.405,-0.217
'[08:33:41.422 11/03/1996]',-0.349,-0.037,33.706,26.890,-0.405,-0.217
'[08:33:41.424 11/03/1996]',-0.310,-0.028,33.556,27.191,-0.423,-0.232
'[08:33:41.426 11/03/1996]',-0.272,-0.018,33.556,27.191,-0.423,-0.232
'[08:33:41.428 11/03/1996]',-0.241,-0.003,33.556,27.191,-0.423,-0.232
'[08:33:41.430 11/03/1996]',-0.210,0.012,33.556,27.191,-0.423,-0.232
'[08:33:41.432 11/03/1996]',-0.184,0.025,33.456,27.768,-0.488,-0.246
'[08:33:41.434 11/03/1996]',-0.159,0.037,33.456,27.768,-0.488,-0.246
'[08:33:41.436 11/03/1996]',-0.135,0.041,33.456,27.768,-0.488,-0.246
'[08:33:41.438 11/03/1996]',-0.111,0.046,33.456,27.768,-0.488,-0.246
'[08:33:41.440 11/03/1996]',-0.086,0.045,33.456,28.545,-0.504,-0.261
'[08:33:41.442 11/03/1996]',-0.062,0.043,33.456,28.545,-0.504,-0.261
'[08:33:41.444 11/03/1996]',-0.037,0.037,33.456,28.545,-0.504,-0.261
'[08:33:41.446 11/03/1996]',-0.012,0.031,33.456,28.545,-0.504,-0.261
'[08:33:41.448 11/03/1996]',0.013,0.025,33.406,29.373,-0.522,-0.277
'[08:33:41.450 11/03/1996]',0.037,0.018,33.406,29.373,-0.522,-0.277
'[08:33:41.452 11/03/1996]',0.060,0.014,33.406,29.373,-0.522,-0.277
'[08:33:41.454 11/03/1996]',0.083,0.009,33.406,29.373,-0.522,-0.277
'[08:33:41.456 11/03/1996]',0.105,0.009,33.356,30.125,-0.542,-0.292
'[08:33:41.458 11/03/1996]',0.126,0.009,33.356,30.125,-0.542,-0.292
'[08:33:41.460 11/03/1996]',0.144,0.011,33.356,30.125,-0.542,-0.292
'[08:33:41.462 11/03/1996]',0.162,0.012,33.356,30.125,-0.542,-0.292
'[08:33:41.464 11/03/1996]',0.175,0.017,33.205,30.903,-0.562,-0.309
'[08:33:41.466 11/03/1996]',0.188,0.022,33.205,30.903,-0.562,-0.309
'[08:33:41.468 11/03/1996]',0.198,0.028,33.205,30.903,-0.562,-0.309
'[08:33:41.470 11/03/1996]',0.207,0.034,33.205,30.903,-0.562,-0.309
'[08:33:41.472 11/03/1996]',0.212,0.035,33.205,31.480,-0.581,-0.326
'[08:33:41.474 11/03/1996]',0.216,0.037,33.205,31.480,-0.581,-0.326
'[08:33:41.476 11/03/1996]',0.217,0.040,33.205,31.480,-0.581,-0.326
'[08:33:41.478 11/03/1996]',0.218,0.043,33.205,31.480,-0.581,-0.326
'[08:33:41.480 11/03/1996]',0.218,0.045,33.155,31.655,-0.599,-0.342
'[08:33:41.482 11/03/1996]',0.218,0.046,33.155,31.655,-0.599,-0.342
'[08:33:41.484 11/03/1996]',0.218,0.045,33.155,31.655,-0.599,-0.342
'[08:33:41.486 11/03/1996]',0.218,0.043,33.155,31.655,-0.599,-0.342
'[08:33:41.488 11/03/1996]',0.219,0.043,33.155,31.354,-0.619,-0.358
'[08:33:41.490 11/03/1996]',0.219,0.043,33.155,31.354,-0.619,-0.358
'[08:33:41.492 11/03/1996]',0.221,0.043,33.155,31.354,-0.619,-0.358
'[08:33:41.494 11/03/1996]',0.222,0.043,33.155,31.354,-0.619,-0.358
'[08:33:41.496 11/03/1996]',0.223,0.043,33.155,30.953,-0.632,-0.375
'[08:33:41.498 11/03/1996]',0.224,0.043,33.155,30.953,-0.632,-0.375
'[08:33:41.500 11/03/1996]',0.226,0.043,33.155,30.953,-0.632,-0.375
'[08:33:41.502 11/03/1996]',0.228,0.043,33.155,30.953,-0.632,-0.375
'[08:33:41.504 11/03/1996]',0.232,0.043,33.105,30.727,-0.650,-0.392
'[08:33:41.506 11/03/1996]',0.236,0.043,33.105,30.727,-0.650,-0.392
'[08:33:41.508 11/03/1996]',0.240,0.043,33.105,30.727,-0.650,-0.392
'[08:33:41.510 11/03/1996]',0.244,0.043,33.105,30.727,-0.650,-0.392
'[08:33:41.512 11/03/1996]',0.248,0.043,33.105,31.003,-0.666,-0.407
'[08:33:41.514 11/03/1996]',0.251,0.043,33.105,31.003,-0.666,-0.407
'[08:33:41.516 11/03/1996]',0.255,0.043,33.105,31.003,-0.666,-0.407
'[08:33:41.518 11/03/1996]',0.259,0.043,33.105,31.003,-0.666,-0.407
'[08:33:41.520 11/03/1996]',0.263,0.043,33.105,31.906,-0.682,-0.423
'[08:33:41.522 11/03/1996]',0.267,0.043,33.105,31.906,-0.682,-0.423
'[08:33:41.524 11/03/1996]',0.271,0.043,33.105,31.906,-0.682,-0.423
'[08:33:41.526 11/03/1996]',0.275,0.043,33.105,31.906,-0.682,-0.423
'[08:33:41.528 11/03/1996]',0.281,0.045,33.055,33.060,-0.700,-0.438
'[08:33:41.530 11/03/1996]',0.286,0.046,33.055,33.060,-0.700,-0.438
'[08:33:41.532 11/03/1996]',0.292,0.048,33.055,33.060,-0.700,-0.438
'[08:33:41.534 11/03/1996]',0.298,0.049,33.055,33.060,-0.700,-0.438
'[08:33:41.536 11/03/1996]',0.303,0.048,33.105,34.540,-0.718,-0.452
'[08:33:41.538 11/03/1996]',0.308,0.046,33.105,34.540,-0.718,-0.452
'[08:33:41.540 11/03/1996]',0.312,0.045,33.105,34.540,-0.718,-0.452
'[08:33:41.542 11/03/1996]',0.316,0.043,33.105,34.540,-0.718,-0.452
'[08:33:41.544 11/03/1996]',0.320,0.043,33.356,36.196,-0.732,-0.463
'[08:33:41.546 11/03/1996]',0.324,0.043,33.356,36.196,-0.732,-0.463
'[08:33:41.548 11/03/1996]',0.328,0.043,33.356,36.196,-0.732,-0.463
'[08:33:41.550 11/03/1996]',0.333,0.043,33.356,36.196,-0.732,-0.463
'[08:33:41.552 11/03/1996]',0.337,0.043,33.856,37.901,-0.747,-0.472
'[08:33:41.554 11/03/1996]',0.341,0.043,33.856,37.901,-0.747,-0.472
'[08:33:41.556 11/03/1996]',0.343,0.043,33.856,37.901,-0.747,-0.472
'[08:33:41.558 11/03/1996]',0.346,0.043,33.856,37.901,-0.747,-0.472
'[08:33:41.560 11/03/1996]',0.347,0.043,34.958,39.707,-0.760,-0.480
'[08:33:41.562 11/03/1996]',0.348,0.043,34.958,39.707,-0.760,-0.480
'[08:33:41.564 11/03/1996]',0.348,0.043,34.958,39.707,-0.760,-0.480
'[08:33:41.566 11/03/1996]',0.348,0.043,34.958,39.707,-0.760,-0.480
'[08:33:41.568 11/03/1996]',0.347,0.043,36.861,41.488,-0.769,-0.487
'[08:33:41.570 11/03/1996]',0.347,0.043,36.861,41.488,-0.769,-0.487
'[08:33:41.572 11/03/1996]',0.344,0.043,36.861,41.488,-0.769,-0.487
'[08:33:41.574 11/03/1996]',0.342,0.043,36.861,41.488,-0.769,-0.487
'[08:33:41.576 11/03/1996]',0.338,0.043,39.516,43.194,-0.776,-0.494
'[08:33:41.578 11/03/1996]',0.334,0.043,39.516,43.194,-0.776,-0.494
'[08:33:41.580 11/03/1996]',0.328,0.043,39.516,43.194,-0.776,-0.494
'[08:33:41.582 11/03/1996]',0.322,0.043,39.516,43.194,-0.776,-0.494
'[08:33:41.584 11/03/1996]',0.314,0.043,42.571,44.599,-0.772,-0.501
'[08:33:41.586 11/03/1996]',0.306,0.043,42.571,44.599,-0.772,-0.501
'[08:33:41.588 11/03/1996]',0.296,0.043,42.571,44.599,-0.772,-0.501
'[08:33:41.590 11/03/1996]',0.286,0.043,42.571,44.599,-0.772,-0.501
'[08:33:41.592 11/03/1996]',0.274,0.043,45.526,45.778,-0.765,-0.508
'[08:33:41.594 11/03/1996]',0.261,0.043,45.526,45.778,-0.765,-0.508
'[08:33:41.596 11/03/1996]',0.249,0.043,45.526,45.778,-0.765,-0.508
'[08:33:41.598 11/03/1996]',0.237,0.043,45.526,45.778,-0.765,-0.508
'[08:33:41.600 11/03/1996]',0.225,0.043,48.130,46.530,-0.743,-0.514
'[08:33:41.602 11/03/1996]',0.213,0.043,48.130,46.530,-0.743,-0.514
'[08:33:41.604 11/03/1996]',0.201,0.043,48.130,46.530,-0.743,-0.514
'[08:33:41.606 11/03/1996]',0.190,0.043,48.130,46.530,-0.743,-0.514
'[08:33:41.608 11/03/1996]',0.178,0.043,50.133,46.956,-0.705,-0.520
'[08:33:41.610 11/03/1996]',0.166,0.043,50.133,46.956,-0.705,-0.520
'[08:33:41.612 11/03/1996]',0.154,0.043,50.133,46.956,-0.705,-0.520
'[08:33:41.614 11/03/1996]',0.142,0.043,50.133,46.956,-0.705,-0.520
'[08:33:41.616 11/03/1996]',0.129,0.043,51.235,46.956,-0.655,-0.526
'[08:33:41.618 11/03/1996]',0.117,0.043,51.235,46.956,-0.655,-0.526
'[08:33:41.620 11/03/1996]',0.105,0.043,51.235,46.956,-0.655,-0.526
'[08:33:41.622 11/03/1996]',0.094,0.043,51.235,46.956,-0.655,-0.526
'[08:33:41.624 11/03/1996]',0.084,0.043,51.486,46.580,-0.588,-0.532
'[08:33:41.626 11/03/1996]',0.074,0.043,51.486,46.580,-0.588,-0.532
'[08:33:41.628 11/03/1996]',0.065,0.043,51.486,46.580,-0.588,-0.532
'[08:33:41.630 11/03/1996]',0.056,0.043,51.486,46.580,-0.588,-0.532
'[08:33:41.632 11/03/1996]',0.048,0.043,52.137,46.003,-0.502,-0.537
'[08:33:41.634 11/03/1996]',0.039,0.043,52.137,46.003,-0.502,-0.537
'[08:33:41.636 11/03/1996]',0.032,0.043,52.137,46.003,-0.502,-0.537
'[08:33:41.638 11/03/1996]',0.025,0.043,52.137,46.003,-0.502,-0.537
'[08:33:41.640 11/03/1996]',0.020,0.043,53.289,45.176,-0.405,-0.543
'[08:33:41.642 11/03/1996]',0.014,0.043,53.289,45.176,-0.405,-0.543
'[08:33:41.644 11/03/1996]',0.010,0.043,53.289,45.176,-0.405,-0.543
'[08:33:41.646 11/03/1996]',0.006,0.043,53.289,45.176,-0.405,-0.543
'[08:33:41.648 11/03/1996]',0.002,0.045,53.389,44.072,-0.297,-0.548
'[08:33:41.650 11/03/1996]',-0.002,0.046,53.389,44.072,-0.297,-0.548
'[08:33:41.652 11/03/1996]',-0.006,0.049,53.389,44.072,-0.297,-0.548
'[08:33:41.654 11/03/1996]',-0.010,0.052,53.389,44.072,-0.297,-0.548
'[08:33:41.656 11/03/1996]',-0.012,0.057,52.137,42.818,-0.180,-0.554
'[08:33:41.658 11/03/1996]',-0.014,0.061,52.137,42.818,-0.180,-0.554
'[08:33:41.660 11/03/1996]',-0.014,0.063,52.137,42.818,-0.180,-0.554
'[08:33:41.662 11/03/1996]',-0.014,0.065,52.137,42.818,-0.180,-0.554
'[08:33:41.664 11/03/1996]',-0.014,0.068,51.185,41.589,-0.063,-0.561
'[08:33:41.666 11/03/1996]',-0.014,0.071,51.185,41.589,-0.063,-0.561
'[08:33:41.668 11/03/1996]',-0.015,0.074,51.185,41.589,-0.063,-0.561
'[08:33:41.670 11/03/1996]',-0.015,0.077,51.185,41.589,-0.063,-0.561
'[08:33:41.672 11/03/1996]',-0.015,0.078,50.534,40.485,0.059,-0.568
'[08:33:41.674 11/03/1996]',-0.015,0.080,50.534,40.485,0.059,-0.568
'[08:33:41.676 11/03/1996]',-0.015,0.078,50.534,40.485,0.059,-0.568
'[08:33:41.678 11/03/1996]',-0.015,0.077,50.534,40.485,0.059,-0.568
'[08:33:41.680 11/03/1996]',-0.015,0.077,49.282,39.783,0.173,-0.576
'[08:33:41.682 11/03/1996]',-0.014,0.077,49.282,39.783,0.173,-0.576
'[08:33:41.684 11/03/1996]',-0.014,0.077,49.282,39.783,0.173,-0.576
'[08:33:41.686 11/03/1996]',-0.013,0.077,49.282,39.783,0.173,-0.576
'[08:33:41.688 11/03/1996]',-0.013,0.077,47.830,39.607,0.277,-0.585
'[08:33:41.690 11/03/1996]',-0.013,0.077,47.830,39.607,0.277,-0.585
'[08:33:41.692 11/03/1996]',-0.013,0.077,47.830,39.607,0.277,-0.585
'[08:33:41.694 11/03/1996]',-0.013,0.077,47.830,39.607,0.277,-0.585
'[08:33:41.696 11/03/1996]',-0.013,0.077,46.578,39.833,0.369,-0.594
'[08:33:41.698 11/03/1996]',-0.013,0.077,46.578,39.833,0.369,-0.594
'[08:33:41.700 11/03/1996]',-0.013,0.077,46.578,39.833,0.369,-0.594
'[08:33:41.702 11/03/1996]',-0.013,0.077,46.578,39.833,0.369,-0.594
'[08:33:41.704 11/03/1996]',-0.013,0.077,45.476,40.134,0.446,-0.602
'[08:33:41.706 11/03/1996]',-0.013,0.077,45.476,40.134,0.446,-0.602
'[08:33:41.708 11/03/1996]',-0.013,0.077,45.476,40.134,0.446,-0.602
'[08:33:41.710 11/03/1996]',-0.013,0.077,45.476,40.134,0.446,-0.602
'[08:33:41.712 11/03/1996]',-0.013,0.077,44.374,40.234,0.504,-0.609
'[08:33:41.714 11/03/1996]',-0.013,0.077,44.374,40.234,0.504,-0.609
'[08:33:41.716 11/03/1996]',-0.013,0.077,44.374,40.234,0.504,-0.609
'[08:33:41.718 11/03/1996]',-0.013,0.077,44.374,40.234,0.504,-0.609
'[08:33:41.720 11/03/1996]',-0.014,0.077,43.472,40.058,0.546,-0.615
'[08:33:41.722 11/03/1996]',-0.014,0.077,43.472,40.058,0.546,-0.615
'[08:33:41.724 11/03/1996]',-0.017,0.077,43.472,40.058,0.546,-0.615
'[08:33:41.726 11/03/1996]',-0.020,0.077,43.472,40.058,0.546,-0.615
'[08:33:41.728 11/03/1996]',-0.023,0.077,42.721,39.783,0.576,-0.621
'[08:33:41.730 11/03/1996]',-0.026,0.077,42.721,39.783,0.576,-0.621
'[08:33:41.732 11/03/1996]',-0.029,0.078,42.721,39.783,0.576,-0.621
'[08:33:41.734 11/03/1996]',-0.032,0.080,42.721,39.783,0.576,-0.621
'[08:33:41.736 11/03/1996]',-0.034,0.084,42.020,39.306,0.587,-0.627
'[08:33:41.738 11/03/1996]',-0.036,0.089,42.020,39.306,0.587,-0.627
'[08:33:41.740 11/03/1996]',-0.036,0.095,42.020,39.306,0.587,-0.627
'[08:33:41.742 11/03/1996]',-0.036,0.101,42.020,39.306,0.587,-0.627
'[08:33:41.744 11/03/1996]',-0.035,0.108,41.319,38.779,0.585,-0.634
'[08:33:41.746 11/03/1996]',-0.033,0.114,41.319,38.779,0.585,-0.634
'[08:33:41.748 11/03/1996]',-0.029,0.121,41.319,38.779,0.585,-0.634
'[08:33:41.750 11/03/1996]',-0.024,0.129,41.319,38.779,0.585,-0.634
'[08:33:41.752 11/03/1996]',-0.014,0.137,40.668,38.127,0.572,-0.641
'[08:33:41.754 11/03/1996]',-0.004,0.144,40.668,38.127,0.572,-0.641
'[08:33:41.756 11/03/1996]',0.007,0.151,40.668,38.127,0.572,-0.641
'[08:33:41.758 11/03/1996]',0.017,0.157,40.668,38.127,0.572,-0.641
'[08:33:41.760 11/03/1996]',0.017,0.157,40.067,37.550,0.546,-0.648
'[08:33:41.762 11/03/1996]',0.018,0.157,40.067,37.550,0.546,-0.648
'[08:33:41.764 11/03/1996]',0.001,0.149,40.067,37.550,0.546,-0.648
'[08:33:41.766 11/03/1996]',-0.015,0.141,40.067,37.550,0.546,-0.648
'[08:33:41.768 11/03/1996]',-0.053,0.129,39.516,36.898,0.517,-0.654
'[08:33:41.770 11/03/1996]',-0.091,0.117,39.516,36.898,0.517,-0.654
'[08:33:41.772 11/03/1996]',-0.150,0.100,39.516,36.898,0.517,-0.654
'[08:33:41.774 11/03/1996]',-0.210,0.083,39.516,36.898,0.517,-0.654
'[08:33:41.776 11/03/1996]',-0.284,0.066,38.965,36.246,0.479,-0.660
'[08:33:41.778 11/03/1996]',-0.358,0.049,38.965,36.246,0.479,-0.660
'[08:33:41.780 11/03/1996]',-0.436,0.037,38.965,36.246,0.479,-0.660
'[08:33:41.782 11/03/1996]',-0.514,0.025,38.965,36.246,0.479,-0.660
'[08:33:41.784 11/03/1996]',-0.586,0.018,38.464,35.594,0.439,-0.665
'[08:33:41.786 11/03/1996]',-0.659,0.012,38.464,35.594,0.439,-0.665
'[08:33:41.788 11/03/1996]',-0.716,0.009,38.464,35.594,0.439,-0.665
'[08:33:41.790 11/03/1996]',-0.774,0.006,38.464,35.594,0.439,-0.665
'[08:33:41.792 11/03/1996]',-0.808,0.005,38.013,35.067,0.394,-0.669
'[08:33:41.794 11/03/1996]',-0.843,0.003,38.013,35.067,0.394,-0.669
'[08:33:41.796 11/03/1996]',-0.858,0.006,38.013,35.067,0.394,-0.669
'[08:33:41.798 11/03/1996]',-0.874,0.009,38.013,35.067,0.394,-0.669
'[08:33:41.800 11/03/1996]',-0.874,0.018,37.563,34.590,0.344,-0.672
'[08:33:41.802 11/03/1996]',-0.875,0.028,37.563,34.590,0.344,-0.672
'[08:33:41.804 11/03/1996]',-0.867,0.045,37.563,34.590,0.344,-0.672
'[08:33:41.806 11/03/1996]',-0.859,0.061,37.563,34.590,0.344,-0.672
'[08:33:41.808 11/03/1996]',-0.847,0.077,37.212,34.189,0.297,-0.674
'[08:33:41.810 11/03/1996]',-0.834,0.092,37.212,34.189,0.297,-0.674
'[08:33:41.812 11/03/1996]',-0.814,0.103,37.212,34.189,0.297,-0.674
'[08:33:41.814 11/03/1996]',-0.794,0.114,37.212,34.189,0.297,-0.674
'[08:33:41.816 11/03/1996]',-0.762,0.111,36.861,33.963,0.245,-0.676
'[08:33:41.818 11/03/1996]',-0.731,0.108,36.861,33.963,0.245,-0.676
'[08:33:41.820 11/03/1996]',-0.687,0.097,36.861,33.963,0.245,-0.676
'[08:33:41.822 11/03/1996]',-0.642,0.086,36.861,33.963,0.245,-0.676
'[08:33:41.824 11/03/1996]',-0.588,0.074,36.611,33.788,0.196,-0.678
'[08:33:41.826 11/03/1996]',-0.534,0.061,36.611,33.788,0.196,-0.678
'[08:33:41.828 11/03/1996]',-0.478,0.052,36.611,33.788,0.196,-0.678
'[08:33:41.830 11/03/1996]',-0.422,0.043,36.611,33.788,0.196,-0.678
'[08:33:41.832 11/03/1996]',-0.371,0.038,36.411,33.788,0.144,-0.680
'[08:33:41.834 11/03/1996]',-0.321,0.034,36.411,33.788,0.144,-0.680
'[08:33:41.836 11/03/1996]',-0.281,0.032,36.411,33.788,0.144,-0.680
'[08:33:41.838 11/03/1996]',-0.241,0.031,36.411,33.788,0.144,-0.680
'[08:33:41.840 11/03/1996]',-0.209,0.034,36.160,33.888,0.090,-0.682
'[08:33:41.842 11/03/1996]',-0.178,0.037,36.160,33.888,0.090,-0.682
'[08:33:41.844 11/03/1996]',-0.151,0.040,36.160,33.888,0.090,-0.682
'[08:33:41.846 11/03/1996]',-0.124,0.043,36.160,33.888,0.090,-0.682
'[08:33:41.848 11/03/1996]',-0.100,0.043,35.910,34.064,0.041,-0.685
'[08:33:41.850 11/03/1996]',-0.075,0.043,35.910,34.064,0.041,-0.685
'[08:33:41.852 11/03/1996]',-0.049,0.035,35.910,34.064,0.041,-0.685
'[08:33:41.854 11/03/1996]',-0.024,0.028,35.910,34.064,0.041,-0.685
'[08:33:41.856 11/03/1996]',0.002,0.017,35.760,34.189,-0.011,-0.688
'[08:33:41.858 11/03/1996]',0.029,0.006,35.760,34.189,-0.011,-0.688
'[08:33:41.860 11/03/1996]',0.055,-0.006,35.760,34.189,-0.011,-0.688
'[08:33:41.862 11/03/1996]',0.081,-0.018,35.760,34.189,-0.011,-0.688
'[08:33:41.864 11/03/1996]',0.106,-0.028,35.509,34.064,-0.061,-0.691
'[08:33:41.866 11/03/1996]',0.131,-0.037,35.509,34.064,-0.061,-0.691
'[08:33:41.868 11/03/1996]',0.153,-0.040,35.509,34.064,-0.061,-0.691
