'Time and date','II','aVR','V','ABP','PAP','PLETH','RESP'
'[14:07:29.586 26/10/1995]',-0.009,-0.006,0.037,83.609,36.300,0.381,-0.535
'[14:07:29.588 26/10/1995]',-0.008,-0.006,0.037,83.609,36.300,0.381,-0.535
'[14:07:29.590 26/10/1995]',-0.006,0.001,0.028,83.609,36.300,0.381,-0.535
'[14:07:29.592 26/10/1995]',-0.006,0.014,0.028,81.729,33.775,0.404,-0.536
'[14:07:29.594 26/10/1995]',-0.006,0.028,0.028,81.729,33.775,0.404,-0.536
'[14:07:29.596 26/10/1995]',-0.006,0.021,0.028,81.729,33.775,0.404,-0.536
'[14:07:29.598 26/10/1995]',-0.006,0.007,0.028,81.729,33.775,0.404,-0.536
'[14:07:29.600 26/10/1995]',-0.005,-0.006,0.037,79.850,31.275,0.421,-0.538
'[14:07:29.602 26/10/1995]',-0.004,-0.013,0.037,79.850,31.275,0.421,-0.538
'[14:07:29.604 26/10/1995]',-0.003,-0.013,0.028,79.850,31.275,0.421,-0.538
'[14:07:29.606 26/10/1995]',-0.002,-0.006,0.028,79.850,31.275,0.421,-0.538
'[14:07:29.608 26/10/1995]',-0.001,0.001,0.019,78.120,29.050,0.426,-0.540
'[14:07:29.610 26/10/1995]',-0.001,0.014,0.019,78.120,29.050,0.426,-0.540
'[14:07:29.612 26/10/1995]',-0.000,0.021,0.019,78.120,29.050,0.426,-0.540
'[14:07:29.614 26/10/1995]',0.000,0.007,0.028,78.120,29.050,0.426,-0.540
'[14:07:29.616 26/10/1995]',0.000,-0.006,0.028,76.391,27.575,0.428,-0.541
'[14:07:29.618 26/10/1995]',0.000,-0.013,0.028,76.391,27.575,0.428,-0.541
'[14:07:29.620 26/10/1995]',0.000,-0.013,0.028,76.391,27.575,0.428,-0.541
'[14:07:29.622 26/10/1995]',0.000,-0.013,0.028,76.391,27.575,0.428,-0.541
'[14:07:29.624 26/10/1995]',0.000,0.001,0.019,74.737,27.000,0.421,-0.541
'[14:07:29.626 26/10/1995]',0.001,0.007,0.010,74.737,27.000,0.421,-0.541
'[14:07:29.628 26/10/1995]',0.001,0.014,0.019,74.737,27.000,0.421,-0.541
'[14:07:29.630 26/10/1995]',0.001,0.014,0.019,74.737,27.000,0.421,-0.541
'[14:07:29.632 26/10/1995]',0.001,0.001,0.028,73.308,26.925,0.413,-0.542
'[14:07:29.634 26/10/1995]',0.001,-0.013,0.028,73.308,26.925,0.413,-0.542
'[14:07:29.636 26/10/1995]',0.001,-0.013,0.028,73.308,26.925,0.413,-0.542
'[14:07:29.638 26/10/1995]',0.001,-0.006,0.019,73.308,26.925,0.413,-0.542
'[14:07:29.640 26/10/1995]',0.000,-0.006,0.019,71.955,27.175,0.394,-0.542
'[14:07:29.642 26/10/1995]',0.000,0.007,0.019,71.955,27.175,0.394,-0.542
'[14:07:29.644 26/10/1995]',-0.001,0.014,0.010,71.955,27.175,0.394,-0.542
'[14:07:29.646 26/10/1995]',-0.002,0.014,0.019,71.955,27.175,0.394,-0.542
'[14:07:29.648 26/10/1995]',-0.002,0.007,0.028,70.902,27.625,0.371,-0.542
'[14:07:29.650 26/10/1995]',-0.003,-0.006,0.028,70.902,27.625,0.371,-0.542
'[14:07:29.652 26/10/1995]',-0.003,-0.013,0.028,70.902,27.625,0.371,-0.542
'[14:07:29.654 26/10/1995]',-0.004,-0.013,0.019,70.902,27.625,0.371,-0.542
'[14:07:29.656 26/10/1995]',-0.004,-0.006,0.019,70.075,28.450,0.346,-0.543
'[14:07:29.658 26/10/1995]',-0.004,0.007,0.019,70.075,28.450,0.346,-0.543
'[14:07:29.660 26/10/1995]',-0.004,0.014,0.019,70.075,28.450,0.346,-0.543
'[14:07:29.662 26/10/1995]',-0.004,0.014,0.019,70.075,28.450,0.346,-0.543
'[14:07:29.664 26/10/1995]',-0.004,0.014,0.028,69.323,29.325,0.317,-0.545
'[14:07:29.666 26/10/1995]',-0.004,0.001,0.028,69.323,29.325,0.317,-0.545
'[14:07:29.668 26/10/1995]',-0.004,-0.013,0.037,69.323,29.325,0.317,-0.545
'[14:07:29.670 26/10/1995]',-0.004,-0.013,0.028,69.323,29.325,0.317,-0.545
'[14:07:29.672 26/10/1995]',-0.004,-0.013,0.028,68.647,29.850,0.284,-0.546
'[14:07:29.674 26/10/1995]',-0.004,0.007,0.019,68.647,29.850,0.284,-0.546
'[14:07:29.676 26/10/1995]',-0.005,0.014,0.019,68.647,29.850,0.284,-0.546
'[14:07:29.678 26/10/1995]',-0.005,0.021,0.028,68.647,29.850,0.284,-0.546
'[14:07:29.680 26/10/1995]',-0.006,0.014,0.028,68.045,29.850,0.249,-0.547
'[14:07:29.682 26/10/1995]',-0.008,0.001,0.037,68.045,29.850,0.249,-0.547
'[14:07:29.684 26/10/1995]',-0.009,-0.006,0.037,68.045,29.850,0.249,-0.547
'[14:07:29.686 26/10/1995]',-0.011,-0.013,0.037,68.045,29.850,0.249,-0.547
'[14:07:29.688 26/10/1995]',-0.011,-0.006,0.028,67.519,29.575,0.214,-0.548
'[14:07:29.690 26/10/1995]',-0.012,0.001,0.028,67.519,29.575,0.214,-0.548
'[14:07:29.692 26/10/1995]',-0.012,0.014,0.028,67.519,29.575,0.214,-0.548
'[14:07:29.694 26/10/1995]',-0.013,0.021,0.019,67.519,29.575,0.214,-0.548
'[14:07:29.696 26/10/1995]',-0.013,0.021,0.028,66.992,29.150,0.179,-0.549
'[14:07:29.698 26/10/1995]',-0.013,0.007,0.037,66.992,29.150,0.179,-0.549
'[14:07:29.700 26/10/1995]',-0.014,-0.006,0.037,66.992,29.150,0.179,-0.549
'[14:07:29.702 26/10/1995]',-0.015,-0.006,0.037,66.992,29.150,0.179,-0.549
'[14:07:29.704 26/10/1995]',-0.016,-0.006,0.028,66.617,28.625,0.144,-0.549
'[14:07:29.706 26/10/1995]',-0.016,0.001,0.028,66.617,28.625,0.144,-0.549
'[14:07:29.708 26/10/1995]',-0.016,0.014,0.028,66.617,28.625,0.144,-0.549
'[14:07:29.710 26/10/1995]',-0.016,0.028,0.028,66.617,28.625,0.144,-0.549
'[14:07:29.712 26/10/1995]',-0.016,0.028,0.028,66.241,27.975,0.110,-0.550
'[14:07:29.714 26/10/1995]',-0.016,0.021,0.037,66.241,27.975,0.110,-0.550
'[14:07:29.716 26/10/1995]',-0.016,0.001,0.037,66.241,27.975,0.110,-0.550
'[14:07:29.718 26/10/1995]',-0.016,-0.006,0.037,66.241,27.975,0.110,-0.550
'[14:07:29.720 26/10/1995]',-0.016,-0.006,0.037,65.865,27.350,0.077,-0.550
'[14:07:29.722 26/10/1995]',-0.016,0.001,0.028,65.865,27.350,0.077,-0.550
'[14:07:29.724 26/10/1995]',-0.016,0.014,0.028,65.865,27.350,0.077,-0.550
'[14:07:29.726 26/10/1995]',-0.016,0.014,0.028,65.865,27.350,0.077,-0.550
'[14:07:29.728 26/10/1995]',-0.014,0.028,0.028,65.489,26.700,0.047,-0.550
'[14:07:29.730 26/10/1995]',-0.012,0.021,0.037,65.489,26.700,0.047,-0.550
'[14:07:29.732 26/10/1995]',-0.008,0.007,0.046,65.489,26.700,0.047,-0.550
'[14:07:29.734 26/10/1995]',-0.005,-0.006,0.046,65.489,26.700,0.047,-0.550
'[14:07:29.736 26/10/1995]',-0.001,-0.006,0.046,65.113,26.100,0.013,-0.550
'[14:07:29.738 26/10/1995]',0.003,-0.006,0.046,65.113,26.100,0.013,-0.550
'[14:07:29.740 26/10/1995]',0.006,0.001,0.046,65.113,26.100,0.013,-0.550
'[14:07:29.742 26/10/1995]',0.010,0.007,0.056,65.113,26.100,0.013,-0.550
'[14:07:29.744 26/10/1995]',0.012,0.014,0.056,64.586,25.575,-0.018,-0.550
'[14:07:29.746 26/10/1995]',0.013,0.007,0.056,64.586,25.575,-0.018,-0.550
'[14:07:29.748 26/10/1995]',0.014,0.001,0.065,64.586,25.575,-0.018,-0.550
'[14:07:29.750 26/10/1995]',0.015,-0.020,0.065,64.586,25.575,-0.018,-0.550
'[14:07:29.752 26/10/1995]',0.016,-0.027,0.065,64.211,25.050,-0.045,-0.550
'[14:07:29.754 26/10/1995]',0.016,-0.020,0.065,64.211,25.050,-0.045,-0.550
'[14:07:29.756 26/10/1995]',0.018,-0.013,0.065,64.211,25.050,-0.045,-0.550
'[14:07:29.758 26/10/1995]',0.020,0.001,0.065,64.211,25.050,-0.045,-0.550
'[14:07:29.760 26/10/1995]',0.024,0.007,0.065,63.759,24.650,-0.070,-0.551
'[14:07:29.762 26/10/1995]',0.027,0.007,0.065,63.759,24.650,-0.070,-0.551
'[14:07:29.764 26/10/1995]',0.032,-0.006,0.065,63.759,24.650,-0.070,-0.551
'[14:07:29.766 26/10/1995]',0.036,-0.020,0.065,63.759,24.650,-0.070,-0.551
'[14:07:29.768 26/10/1995]',0.041,-0.034,0.065,63.308,24.225,-0.100,-0.551
'[14:07:29.770 26/10/1995]',0.046,-0.041,0.046,63.308,24.225,-0.100,-0.551
'[14:07:29.772 26/10/1995]',0.050,-0.041,0.037,63.308,24.225,-0.100,-0.551
'[14:07:29.774 26/10/1995]',0.054,-0.027,0.037,63.308,24.225,-0.100,-0.551
'[14:07:29.776 26/10/1995]',0.055,-0.027,0.019,62.932,23.950,-0.122,-0.552
'[14:07:29.778 26/10/1995]',0.056,-0.020,0.019,62.932,23.950,-0.122,-0.552
'[14:07:29.780 26/10/1995]',0.055,-0.027,0.019,62.932,23.950,-0.122,-0.552
'[14:07:29.782 26/10/1995]',0.053,-0.041,0.028,62.932,23.950,-0.122,-0.552
'[14:07:29.784 26/10/1995]',0.049,-0.048,0.028,62.632,23.775,-0.142,-0.552
'[14:07:29.786 26/10/1995]',0.046,-0.048,0.019,62.632,23.775,-0.142,-0.552
'[14:07:29.788 26/10/1995]',0.039,-0.048,0.010,62.632,23.775,-0.142,-0.552
'[14:07:29.790 26/10/1995]',0.033,-0.041,0.001,62.632,23.775,-0.142,-0.552
'[14:07:29.792 26/10/1995]',0.027,-0.020,0.001,62.331,23.600,-0.167,-0.553
'[14:07:29.794 26/10/1995]',0.022,-0.006,0.001,62.331,23.600,-0.167,-0.553
'[14:07:29.796 26/10/1995]',0.017,-0.006,0.001,62.331,23.600,-0.167,-0.553
'[14:07:29.798 26/10/1995]',0.012,-0.013,0.001,62.331,23.600,-0.167,-0.553
'[14:07:29.800 26/10/1995]',0.007,-0.020,0.001,61.955,23.525,-0.187,-0.554
'[14:07:29.802 26/10/1995]',0.003,-0.020,0.010,61.955,23.525,-0.187,-0.554
'[14:07:29.804 26/10/1995]',-0.001,-0.020,0.010,61.955,23.525,-0.187,-0.554
'[14:07:29.806 26/10/1995]',-0.005,-0.006,0.001,61.955,23.525,-0.187,-0.554
'[14:07:29.808 26/10/1995]',-0.010,0.001,0.001,61.579,23.525,-0.204,-0.554
'[14:07:29.810 26/10/1995]',-0.014,0.014,0.001,61.579,23.525,-0.204,-0.554
'[14:07:29.812 26/10/1995]',-0.018,0.028,0.010,61.579,23.525,-0.204,-0.554
'[14:07:29.814 26/10/1995]',-0.022,0.021,0.019,61.579,23.525,-0.204,-0.554
'[14:07:29.816 26/10/1995]',-0.026,0.007,0.028,61.053,23.600,-0.225,-0.555
'[14:07:29.818 26/10/1995]',-0.030,0.001,0.028,61.053,23.600,-0.225,-0.555
'[14:07:29.820 26/10/1995]',-0.032,0.001,0.019,61.053,23.600,-0.225,-0.555
'[14:07:29.822 26/10/1995]',-0.035,0.007,0.019,61.053,23.600,-0.225,-0.555
'[14:07:29.824 26/10/1995]',-0.036,0.021,0.019,60.602,23.650,-0.242,-0.555
'[14:07:29.826 26/10/1995]',-0.037,0.028,0.010,60.602,23.650,-0.242,-0.555
'[14:07:29.828 26/10/1995]',-0.038,0.042,0.019,60.602,23.650,-0.242,-0.555
'[14:07:29.830 26/10/1995]',-0.039,0.042,0.019,60.602,23.650,-0.242,-0.555
'[14:07:29.832 26/10/1995]',-0.040,0.021,0.028,60.150,23.700,-0.260,-0.555
'[14:07:29.834 26/10/1995]',-0.041,0.014,0.028,60.150,23.700,-0.260,-0.555
'[14:07:29.836 26/10/1995]',-0.041,0.007,0.028,60.150,23.700,-0.260,-0.555
'[14:07:29.838 26/10/1995]',-0.042,0.014,0.028,60.150,23.700,-0.260,-0.555
'[14:07:29.840 26/10/1995]',-0.042,0.021,0.019,59.774,23.775,-0.274,-0.554
'[14:07:29.842 26/10/1995]',-0.043,0.035,0.019,59.774,23.775,-0.274,-0.554
'[14:07:29.844 26/10/1995]',-0.043,0.042,0.010,59.774,23.775,-0.274,-0.554
'[14:07:29.846 26/10/1995]',-0.043,0.035,0.019,59.774,23.775,-0.274,-0.554
'[14:07:29.848 26/10/1995]',-0.043,0.028,0.019,59.474,23.775,-0.294,-0.554
'[14:07:29.850 26/10/1995]',-0.043,0.014,0.028,59.474,23.775,-0.294,-0.554
'[14:07:29.852 26/10/1995]',-0.042,0.007,0.019,59.474,23.775,-0.294,-0.554
'[14:07:29.854 26/10/1995]',-0.042,0.007,0.019,59.474,23.775,-0.294,-0.554
'[14:07:29.856 26/10/1995]',-0.040,0.014,0.019,59.173,23.650,-0.306,-0.553
'[14:07:29.858 26/10/1995]',-0.039,0.028,0.010,59.173,23.650,-0.306,-0.553
'[14:07:29.860 26/10/1995]',-0.037,0.042,0.010,59.173,23.650,-0.306,-0.553
'[14:07:29.862 26/10/1995]',-0.036,0.042,0.010,59.173,23.650,-0.306,-0.553
'[14:07:29.864 26/10/1995]',-0.034,0.035,0.019,58.797,23.475,-0.319,-0.552
'[14:07:29.866 26/10/1995]',-0.033,0.021,0.028,58.797,23.475,-0.319,-0.552
'[14:07:29.868 26/10/1995]',-0.033,0.007,0.019,58.797,23.475,-0.319,-0.552
'[14:07:29.870 26/10/1995]',-0.033,0.007,0.019,58.797,23.475,-0.319,-0.552
'[14:07:29.872 26/10/1995]',-0.036,0.007,0.019,58.496,23.250,-0.337,-0.551
'[14:07:29.874 26/10/1995]',-0.039,0.021,0.019,58.496,23.250,-0.337,-0.551
'[14:07:29.876 26/10/1995]',-0.045,0.035,0.010,58.496,23.250,-0.337,-0.551
'[14:07:29.878 26/10/1995]',-0.050,0.042,0.019,58.496,23.250,-0.337,-0.551
'[14:07:29.880 26/10/1995]',-0.055,0.042,0.028,58.195,23.075,-0.349,-0.550
'[14:07:29.882 26/10/1995]',-0.059,0.028,0.046,58.195,23.075,-0.349,-0.550
'[14:07:29.884 26/10/1995]',-0.055,0.021,0.065,58.195,23.075,-0.349,-0.550
'[14:07:29.886 26/10/1995]',-0.050,0.028,0.074,58.195,23.075,-0.349,-0.550
'[14:07:29.888 26/10/1995]',-0.029,0.035,0.074,57.970,22.900,-0.364,-0.549
'[14:07:29.890 26/10/1995]',-0.008,0.042,0.065,57.970,22.900,-0.364,-0.549
'[14:07:29.892 26/10/1995]',0.036,0.049,0.056,57.970,22.900,-0.364,-0.549
'[14:07:29.894 26/10/1995]',0.080,0.063,0.056,57.970,22.900,-0.364,-0.549
'[14:07:29.896 26/10/1995]',0.144,0.035,0.046,57.744,22.825,-0.374,-0.548
'[14:07:29.898 26/10/1995]',0.207,-0.013,0.046,57.744,22.825,-0.374,-0.548
'[14:07:29.900 26/10/1995]',0.276,-0.083,0.019,57.744,22.825,-0.374,-0.548
'[14:07:29.902 26/10/1995]',0.344,-0.152,-0.008,57.744,22.825,-0.374,-0.548
'[14:07:29.904 26/10/1995]',0.395,-0.200,-0.073,57.519,22.700,-0.389,-0.547
'[14:07:29.906 26/10/1995]',0.446,-0.234,-0.174,57.519,22.700,-0.389,-0.547
'[14:07:29.908 26/10/1995]',0.459,-0.269,-0.275,57.519,22.700,-0.389,-0.547
'[14:07:29.910 26/10/1995]',0.473,-0.290,-0.367,57.519,22.700,-0.389,-0.547
'[14:07:29.912 26/10/1995]',0.442,-0.296,-0.412,57.293,22.525,-0.399,-0.546
'[14:07:29.914 26/10/1995]',0.412,-0.296,-0.449,57.293,22.525,-0.399,-0.546
'[14:07:29.916 26/10/1995]',0.350,-0.290,-0.458,57.293,22.525,-0.399,-0.546
'[14:07:29.918 26/10/1995]',0.287,-0.262,-0.458,57.293,22.525,-0.399,-0.546
'[14:07:29.920 26/10/1995]',0.215,-0.200,-0.449,57.068,22.250,-0.409,-0.545
'[14:07:29.922 26/10/1995]',0.143,-0.131,-0.458,57.068,22.250,-0.409,-0.545
'[14:07:29.924 26/10/1995]',0.082,-0.062,-0.486,57.068,22.250,-0.409,-0.545
'[14:07:29.926 26/10/1995]',0.020,0.007,-0.504,57.068,22.250,-0.409,-0.545
'[14:07:29.928 26/10/1995]',-0.018,0.063,-0.495,56.767,21.775,-0.419,-0.544
'[14:07:29.930 26/10/1995]',-0.057,0.090,-0.495,56.767,21.775,-0.419,-0.544
'[14:07:29.932 26/10/1995]',-0.076,0.097,-0.486,56.767,21.775,-0.419,-0.544
'[14:07:29.934 26/10/1995]',-0.095,0.097,-0.477,56.767,21.775,-0.419,-0.544
'[14:07:29.936 26/10/1995]',-0.100,0.090,-0.458,56.541,21.375,-0.431,-0.543
'[14:07:29.938 26/10/1995]',-0.105,0.090,-0.449,56.541,21.375,-0.431,-0.543
'[14:07:29.940 26/10/1995]',-0.104,0.104,-0.422,56.541,21.375,-0.431,-0.543
'[14:07:29.942 26/10/1995]',-0.102,0.111,-0.385,56.541,21.375,-0.431,-0.543
'[14:07:29.944 26/10/1995]',-0.099,0.125,-0.330,56.241,20.950,-0.439,-0.542
'[14:07:29.946 26/10/1995]',-0.095,0.104,-0.265,56.241,20.950,-0.439,-0.542
'[14:07:29.948 26/10/1995]',-0.092,0.090,-0.201,56.241,20.950,-0.439,-0.542
'[14:07:29.950 26/10/1995]',-0.088,0.070,-0.146,56.241,20.950,-0.439,-0.542
'[14:07:29.952 26/10/1995]',-0.086,0.049,-0.100,56.015,20.650,-0.446,-0.542
'[14:07:29.954 26/10/1995]',-0.083,0.035,-0.064,56.015,20.650,-0.446,-0.542
'[14:07:29.956 26/10/1995]',-0.082,0.042,-0.027,56.015,20.650,-0.446,-0.542
'[14:07:29.958 26/10/1995]',-0.081,0.049,0.001,56.015,20.650,-0.446,-0.542
'[14:07:29.960 26/10/1995]',-0.081,0.063,0.010,55.789,20.475,-0.456,-0.542
'[14:07:29.962 26/10/1995]',-0.081,0.063,0.037,55.789,20.475,-0.456,-0.542
'[14:07:29.964 26/10/1995]',-0.081,0.049,0.056,55.789,20.475,-0.456,-0.542
'[14:07:29.966 26/10/1995]',-0.081,0.035,0.065,55.789,20.475,-0.456,-0.542
'[14:07:29.968 26/10/1995]',-0.081,0.028,0.083,55.489,20.475,-0.461,-0.541
'[14:07:29.970 26/10/1995]',-0.081,0.028,0.083,55.489,20.475,-0.461,-0.541
'[14:07:29.972 26/10/1995]',-0.081,0.028,0.083,55.489,20.475,-0.461,-0.541
'[14:07:29.974 26/10/1995]',-0.081,0.042,0.083,55.489,20.475,-0.461,-0.541
'[14:07:29.976 26/10/1995]',-0.080,0.049,0.083,55.188,20.550,-0.471,-0.541
'[14:07:29.978 26/10/1995]',-0.078,0.070,0.083,55.188,20.550,-0.471,-0.541
'[14:07:29.980 26/10/1995]',-0.076,0.049,0.093,55.188,20.550,-0.471,-0.541
'[14:07:29.982 26/10/1995]',-0.074,0.035,0.093,55.188,20.550,-0.471,-0.541
'[14:07:29.984 26/10/1995]',-0.072,0.028,0.093,54.962,20.725,-0.473,-0.540
'[14:07:29.986 26/10/1995]',-0.070,0.014,0.093,54.962,20.725,-0.473,-0.540
'[14:07:29.988 26/10/1995]',-0.068,0.021,0.093,54.962,20.725,-0.473,-0.540
'[14:07:29.990 26/10/1995]',-0.066,0.035,0.083,54.962,20.725,-0.473,-0.540
'[14:07:29.992 26/10/1995]',-0.065,0.035,0.083,54.737,20.900,-0.472,-0.540
'[14:07:29.994 26/10/1995]',-0.064,0.049,0.083,54.737,20.900,-0.472,-0.540
'[14:07:29.996 26/10/1995]',-0.063,0.049,0.083,54.737,20.900,-0.472,-0.540
'[14:07:29.998 26/10/1995]',-0.061,0.035,0.093,54.737,20.900,-0.472,-0.540
'[14:07:30.000 26/10/1995]',-0.061,0.021,0.093,54.511,21.125,-0.475,-0.541
'[14:07:30.002 26/10/1995]',-0.060,0.014,0.093,54.511,21.125,-0.475,-0.541
'[14:07:30.004 26/10/1995]',-0.058,0.007,0.083,54.511,21.125,-0.475,-0.541
'[14:07:30.006 26/10/1995]',-0.057,0.021,0.074,54.511,21.125,-0.475,-0.541
'[14:07:30.008 26/10/1995]',-0.056,0.028,0.074,54.361,21.650,-0.482,-0.543
'[14:07:30.010 26/10/1995]',-0.055,0.042,0.074,54.361,21.650,-0.482,-0.543
'[14:07:30.012 26/10/1995]',-0.053,0.035,0.074,54.361,21.650,-0.482,-0.543
'[14:07:30.014 26/10/1995]',-0.050,0.028,0.074,54.361,21.650,-0.482,-0.543
'[14:07:30.016 26/10/1995]',-0.047,0.014,0.083,54.211,22.650,-0.487,-0.546
'[14:07:30.018 26/10/1995]',-0.044,0.001,0.083,54.211,22.650,-0.487,-0.546
'[14:07:30.020 26/10/1995]',-0.041,0.001,0.074,54.211,22.650,-0.487,-0.546
'[14:07:30.022 26/10/1995]',-0.037,0.007,0.074,54.211,22.650,-0.487,-0.546
'[14:07:30.024 26/10/1995]',-0.034,0.021,0.065,53.985,24.125,-0.489,-0.549
'[14:07:30.026 26/10/1995]',-0.031,0.028,0.065,53.985,24.125,-0.489,-0.549
'[14:07:30.028 26/10/1995]',-0.028,0.028,0.065,53.985,24.125,-0.489,-0.549
'[14:07:30.030 26/10/1995]',-0.025,0.021,0.065,53.985,24.125,-0.489,-0.549
'[14:07:30.032 26/10/1995]',-0.023,0.007,0.074,53.684,25.925,-0.496,-0.552
'[14:07:30.034 26/10/1995]',-0.020,-0.006,0.074,53.684,25.925,-0.496,-0.552
'[14:07:30.036 26/10/1995]',-0.019,-0.006,0.065,53.684,25.925,-0.496,-0.552
'[14:07:30.038 26/10/1995]',-0.017,-0.006,0.065,53.684,25.925,-0.496,-0.552
'[14:07:30.040 26/10/1995]',-0.015,0.001,0.056,53.383,27.975,-0.499,-0.555
'[14:07:30.042 26/10/1995]',-0.013,0.014,0.056,53.383,27.975,-0.499,-0.555
'[14:07:30.044 26/10/1995]',-0.011,0.021,0.046,53.383,27.975,-0.499,-0.555
'[14:07:30.046 26/10/1995]',-0.008,0.014,0.056,53.383,27.975,-0.499,-0.555
'[14:07:30.048 26/10/1995]',-0.006,0.007,0.065,53.008,29.975,-0.506,-0.559
'[14:07:30.050 26/10/1995]',-0.003,-0.013,0.056,53.008,29.975,-0.506,-0.559
'[14:07:30.052 26/10/1995]',-0.000,-0.020,0.056,53.008,29.975,-0.506,-0.559
'[14:07:30.054 26/10/1995]',0.002,-0.013,0.056,53.008,29.975,-0.506,-0.559
'[14:07:30.056 26/10/1995]',0.005,-0.006,0.046,52.782,31.850,-0.508,-0.562
'[14:07:30.058 26/10/1995]',0.008,0.001,0.037,52.782,31.850,-0.508,-0.562
'[14:07:30.060 26/10/1995]',0.010,0.007,0.037,52.782,31.850,-0.508,-0.562
'[14:07:30.062 26/10/1995]',0.012,0.007,0.037,52.782,31.850,-0.508,-0.562
'[14:07:30.064 26/10/1995]',0.014,0.001,0.037,52.481,33.550,-0.513,-0.566
'[14:07:30.066 26/10/1995]',0.016,-0.020,0.037,52.481,33.550,-0.513,-0.566
'[14:07:30.068 26/10/1995]',0.020,-0.027,0.037,52.481,33.550,-0.513,-0.566
'[14:07:30.070 26/10/1995]',0.023,-0.027,0.028,52.481,33.550,-0.513,-0.566
'[14:07:30.072 26/10/1995]',0.027,-0.027,0.019,52.406,35.025,-0.515,-0.570
'[14:07:30.074 26/10/1995]',0.032,-0.013,0.019,52.406,35.025,-0.515,-0.570
'[14:07:30.076 26/10/1995]',0.036,-0.013,0.010,52.406,35.025,-0.515,-0.570
'[14:07:30.078 26/10/1995]',0.041,-0.006,0.010,52.406,35.025,-0.515,-0.570
'[14:07:30.080 26/10/1995]',0.046,-0.013,0.010,52.481,36.425,-0.518,-0.573
'[14:07:30.082 26/10/1995]',0.051,-0.034,0.010,52.481,36.425,-0.518,-0.573
'[14:07:30.084 26/10/1995]',0.055,-0.048,0.010,52.481,36.425,-0.518,-0.573
'[14:07:30.086 26/10/1995]',0.060,-0.048,0.001,52.481,36.425,-0.518,-0.573
'[14:07:30.088 26/10/1995]',0.064,-0.048,0.001,53.008,37.950,-0.522,-0.576
'[14:07:30.090 26/10/1995]',0.068,-0.041,0.001,53.008,37.950,-0.522,-0.576
'[14:07:30.092 26/10/1995]',0.073,-0.034,-0.008,53.008,37.950,-0.522,-0.576
'[14:07:30.094 26/10/1995]',0.077,-0.027,-0.018,53.008,37.950,-0.522,-0.576
'[14:07:30.096 26/10/1995]',0.081,-0.034,-0.018,54.361,39.700,-0.522,-0.579
'[14:07:30.098 26/10/1995]',0.085,-0.048,-0.018,54.361,39.700,-0.522,-0.579
'[14:07:30.100 26/10/1995]',0.090,-0.069,-0.018,54.361,39.700,-0.522,-0.579
'[14:07:30.102 26/10/1995]',0.095,-0.083,-0.018,54.361,39.700,-0.522,-0.579
'[14:07:30.104 26/10/1995]',0.100,-0.083,-0.027,56.767,41.700,-0.522,-0.581
'[14:07:30.106 26/10/1995]',0.105,-0.076,-0.036,56.767,41.700,-0.522,-0.581
'[14:07:30.108 26/10/1995]',0.109,-0.069,-0.045,56.767,41.700,-0.522,-0.581
'[14:07:30.110 26/10/1995]',0.112,-0.062,-0.054,56.767,41.700,-0.522,-0.581
'[14:07:30.112 26/10/1995]',0.116,-0.062,-0.054,60.301,43.800,-0.525,-0.582
'[14:07:30.114 26/10/1995]',0.119,-0.076,-0.054,60.301,43.800,-0.525,-0.582
'[14:07:30.116 26/10/1995]',0.121,-0.083,-0.054,60.301,43.800,-0.525,-0.582
'[14:07:30.118 26/10/1995]',0.123,-0.096,-0.054,60.301,43.800,-0.525,-0.582
'[14:07:30.120 26/10/1995]',0.123,-0.096,-0.064,64.511,45.850,-0.520,-0.584
'[14:07:30.122 26/10/1995]',0.124,-0.096,-0.064,64.511,45.850,-0.520,-0.584
'[14:07:30.124 26/10/1995]',0.124,-0.083,-0.064,64.511,45.850,-0.520,-0.584
'[14:07:30.126 26/10/1995]',0.124,-0.076,-0.073,64.511,45.850,-0.520,-0.584
'[14:07:30.128 26/10/1995]',0.124,-0.069,-0.064,68.647,47.625,-0.515,-0.585
'[14:07:30.130 26/10/1995]',0.123,-0.076,-0.064,68.647,47.625,-0.515,-0.585
'[14:07:30.132 26/10/1995]',0.122,-0.089,-0.064,68.647,47.625,-0.515,-0.585
'[14:07:30.134 26/10/1995]',0.121,-0.096,-0.064,68.647,47.625,-0.515,-0.585
'[14:07:30.136 26/10/1995]',0.119,-0.096,-0.064,72.406,49.025,-0.506,-0.587
'[14:07:30.138 26/10/1995]',0.117,-0.096,-0.064,72.406,49.025,-0.506,-0.587
'[14:07:30.140 26/10/1995]',0.115,-0.089,-0.073,72.406,49.025,-0.506,-0.587
'[14:07:30.142 26/10/1995]',0.112,-0.076,-0.064,72.406,49.025,-0.506,-0.587
'[14:07:30.144 26/10/1995]',0.110,-0.062,-0.064,75.714,49.850,-0.484,-0.588
'[14:07:30.146 26/10/1995]',0.107,-0.062,-0.064,75.714,49.850,-0.484,-0.588
'[14:07:30.148 26/10/1995]',0.103,-0.069,-0.064,75.714,49.850,-0.484,-0.588
'[14:07:30.150 26/10/1995]',0.099,-0.083,-0.064,75.714,49.850,-0.484,-0.588
'[14:07:30.152 26/10/1995]',0.095,-0.083,-0.054,78.797,50.200,-0.466,-0.590
'[14:07:30.154 26/10/1995]',0.091,-0.083,-0.064,78.797,50.200,-0.466,-0.590
