'Time and date','MCL1','II','V','ABP','PAP','PLETH','RESP'
'[07:16:30.938 22/11/1995]',0.002,-0.003,0.001,96.100,32.163,-0.017,-0.931
'[07:16:30.940 22/11/1995]',0.002,-0.002,0.001,96.100,32.163,-0.017,-0.931
'[07:16:30.942 22/11/1995]',0.001,0.000,-0.009,96.100,32.163,-0.017,-0.931
'[07:16:30.944 22/11/1995]',0.001,0.000,-0.009,96.700,32.341,-0.056,-0.927
'[07:16:30.946 22/11/1995]',0.000,0.000,-0.009,96.700,32.341,-0.056,-0.927
'[07:16:30.948 22/11/1995]',-0.000,0.000,0.001,96.700,32.341,-0.056,-0.927
'[07:16:30.950 22/11/1995]',-0.001,0.000,0.001,96.700,32.341,-0.056,-0.927
'[07:16:30.952 22/11/1995]',-0.001,0.000,0.001,97.000,32.646,-0.092,-0.923
'[07:16:30.954 22/11/1995]',-0.001,0.000,0.001,97.000,32.646,-0.092,-0.923
'[07:16:30.956 22/11/1995]',-0.001,0.000,0.001,97.000,32.646,-0.092,-0.923
'[07:16:30.958 22/11/1995]',-0.002,0.000,0.001,97.000,32.646,-0.092,-0.923
'[07:16:30.960 22/11/1995]',-0.002,0.002,-0.009,97.100,33.104,-0.127,-0.919
'[07:16:30.962 22/11/1995]',-0.003,0.003,-0.009,97.100,33.104,-0.127,-0.919
'[07:16:30.964 22/11/1995]',-0.003,0.006,0.001,97.100,33.104,-0.127,-0.919
'[07:16:30.966 22/11/1995]',-0.004,0.010,0.001,97.100,33.104,-0.127,-0.919
'[07:16:30.968 22/11/1995]',-0.004,0.010,0.001,97.100,33.766,-0.154,-0.916
'[07:16:30.970 22/11/1995]',-0.005,0.010,0.001,97.100,33.766,-0.154,-0.916
'[07:16:30.972 22/11/1995]',-0.005,0.010,0.001,97.100,33.766,-0.154,-0.916
'[07:16:30.974 22/11/1995]',-0.006,0.010,-0.009,97.100,33.766,-0.154,-0.916
'[07:16:30.976 22/11/1995]',-0.006,0.010,-0.009,96.700,34.427,-0.178,-0.913
'[07:16:30.978 22/11/1995]',-0.006,0.010,-0.009,96.700,34.427,-0.178,-0.913
'[07:16:30.980 22/11/1995]',-0.006,0.008,-0.009,96.700,34.427,-0.178,-0.913
'[07:16:30.982 22/11/1995]',-0.006,0.006,0.001,96.700,34.427,-0.178,-0.913
'[07:16:30.984 22/11/1995]',-0.006,0.003,0.001,96.300,34.835,-0.198,-0.910
'[07:16:30.986 22/11/1995]',-0.006,0.000,0.001,96.300,34.835,-0.198,-0.910
'[07:16:30.988 22/11/1995]',-0.006,-0.002,0.001,96.300,34.835,-0.198,-0.910
'[07:16:30.990 22/11/1995]',-0.006,-0.003,0.001,96.300,34.835,-0.198,-0.910
'[07:16:30.992 22/11/1995]',-0.005,-0.003,-0.009,95.600,34.962,-0.219,-0.908
'[07:16:30.994 22/11/1995]',-0.005,-0.003,-0.009,95.600,34.962,-0.219,-0.908
'[07:16:30.996 22/11/1995]',-0.005,-0.005,0.001,95.600,34.962,-0.219,-0.908
'[07:16:30.998 22/11/1995]',-0.005,-0.006,0.001,95.600,34.962,-0.219,-0.908
'[07:16:31.000 22/11/1995]',-0.006,-0.005,0.001,94.900,34.784,-0.234,-0.907
'[07:16:31.002 22/11/1995]',-0.006,-0.003,0.001,94.900,34.784,-0.234,-0.907
'[07:16:31.004 22/11/1995]',-0.007,0.000,0.001,94.900,34.784,-0.234,-0.907
'[07:16:31.006 22/11/1995]',-0.008,0.003,0.001,94.900,34.784,-0.234,-0.907
'[07:16:31.008 22/11/1995]',-0.010,0.005,0.001,94.000,34.427,-0.244,-0.907
'[07:16:31.010 22/11/1995]',-0.011,0.006,-0.009,94.000,34.427,-0.244,-0.907
'[07:16:31.012 22/11/1995]',-0.010,0.003,-0.009,94.000,34.427,-0.244,-0.907
'[07:16:31.014 22/11/1995]',-0.010,0.000,-0.009,94.000,34.427,-0.244,-0.907
'[07:16:31.016 22/11/1995]',-0.008,-0.003,-0.018,93.000,33.944,-0.260,-0.906
'[07:16:31.018 22/11/1995]',-0.007,-0.006,-0.009,93.000,33.944,-0.260,-0.906
'[07:16:31.020 22/11/1995]',-0.005,-0.008,0.001,93.000,33.944,-0.260,-0.906
'[07:16:31.022 22/11/1995]',-0.003,-0.010,0.001,93.000,33.944,-0.260,-0.906
'[07:16:31.024 22/11/1995]',-0.001,-0.011,0.001,92.000,33.359,-0.271,-0.905
'[07:16:31.026 22/11/1995]',0.001,-0.013,-0.009,92.000,33.359,-0.271,-0.905
'[07:16:31.028 22/11/1995]',0.003,-0.011,0.001,92.000,33.359,-0.271,-0.905
'[07:16:31.030 22/11/1995]',0.004,-0.010,0.001,92.000,33.359,-0.271,-0.905
'[07:16:31.032 22/11/1995]',0.004,-0.006,0.001,91.000,32.748,-0.283,-0.903
'[07:16:31.034 22/11/1995]',0.004,-0.003,0.010,91.000,32.748,-0.283,-0.903
'[07:16:31.036 22/11/1995]',0.004,-0.002,0.010,91.000,32.748,-0.283,-0.903
'[07:16:31.038 22/11/1995]',0.004,0.000,0.010,91.000,32.748,-0.283,-0.903
'[07:16:31.040 22/11/1995]',0.003,0.000,0.001,89.900,32.163,-0.296,-0.900
'[07:16:31.042 22/11/1995]',0.003,0.000,0.001,89.900,32.163,-0.296,-0.900
'[07:16:31.044 22/11/1995]',0.002,0.000,0.001,89.900,32.163,-0.296,-0.900
'[07:16:31.046 22/11/1995]',0.002,0.000,0.001,89.900,32.163,-0.296,-0.900
'[07:16:31.048 22/11/1995]',0.002,0.002,0.001,88.900,31.552,-0.307,-0.898
'[07:16:31.050 22/11/1995]',0.001,0.003,0.001,88.900,31.552,-0.307,-0.898
'[07:16:31.052 22/11/1995]',0.000,0.006,0.001,88.900,31.552,-0.307,-0.898
'[07:16:31.054 22/11/1995]',-0.001,0.010,0.001,88.900,31.552,-0.307,-0.898
'[07:16:31.056 22/11/1995]',-0.002,0.010,0.001,88.000,30.967,-0.320,-0.895
'[07:16:31.058 22/11/1995]',-0.004,0.010,-0.009,88.000,30.967,-0.320,-0.895
'[07:16:31.060 22/11/1995]',-0.004,0.010,-0.009,88.000,30.967,-0.320,-0.895
'[07:16:31.062 22/11/1995]',-0.005,0.010,-0.009,88.000,30.967,-0.320,-0.895
'[07:16:31.064 22/11/1995]',-0.005,0.008,0.001,87.100,30.433,-0.331,-0.893
'[07:16:31.066 22/11/1995]',-0.005,0.006,0.001,87.100,30.433,-0.331,-0.893
'[07:16:31.068 22/11/1995]',-0.004,0.003,0.001,87.100,30.433,-0.331,-0.893
'[07:16:31.070 22/11/1995]',-0.004,0.000,0.001,87.100,30.433,-0.331,-0.893
'[07:16:31.072 22/11/1995]',-0.003,-0.002,0.001,86.200,29.949,-0.344,-0.891
'[07:16:31.074 22/11/1995]',-0.003,-0.003,0.001,86.200,29.949,-0.344,-0.891
'[07:16:31.076 22/11/1995]',-0.003,-0.002,-0.009,86.200,29.949,-0.344,-0.891
'[07:16:31.078 22/11/1995]',-0.003,0.000,-0.018,86.200,29.949,-0.344,-0.891
'[07:16:31.080 22/11/1995]',-0.002,0.000,-0.009,85.400,29.542,-0.354,-0.888
'[07:16:31.082 22/11/1995]',-0.002,0.000,0.001,85.400,29.542,-0.354,-0.888
'[07:16:31.084 22/11/1995]',-0.001,0.000,0.001,85.400,29.542,-0.354,-0.888
'[07:16:31.086 22/11/1995]',-0.001,0.000,0.001,85.400,29.542,-0.354,-0.888
'[07:16:31.088 22/11/1995]',-0.000,0.000,0.001,84.700,29.186,-0.369,-0.886
'[07:16:31.090 22/11/1995]',0.000,0.000,0.001,84.700,29.186,-0.369,-0.886
'[07:16:31.092 22/11/1995]',0.000,0.000,0.001,84.700,29.186,-0.369,-0.886
'[07:16:31.094 22/11/1995]',0.000,0.000,0.001,84.700,29.186,-0.369,-0.886
'[07:16:31.096 22/11/1995]',0.000,0.002,0.001,84.000,28.880,-0.380,-0.883
'[07:16:31.098 22/11/1995]',0.001,0.003,0.001,84.000,28.880,-0.380,-0.883
'[07:16:31.100 22/11/1995]',0.002,0.008,0.001,84.000,28.880,-0.380,-0.883
'[07:16:31.102 22/11/1995]',0.004,0.013,0.001,84.000,28.880,-0.380,-0.883
'[07:16:31.104 22/11/1995]',0.006,0.016,0.001,83.300,28.575,-0.391,-0.879
'[07:16:31.106 22/11/1995]',0.008,0.019,0.001,83.300,28.575,-0.391,-0.879
'[07:16:31.108 22/11/1995]',0.010,0.024,0.001,83.300,28.575,-0.391,-0.879
'[07:16:31.110 22/11/1995]',0.011,0.029,0.001,83.300,28.575,-0.391,-0.879
'[07:16:31.112 22/11/1995]',0.013,0.032,0.001,82.800,28.397,-0.404,-0.876
'[07:16:31.114 22/11/1995]',0.016,0.035,0.010,82.800,28.397,-0.404,-0.876
'[07:16:31.116 22/11/1995]',0.017,0.040,0.020,82.800,28.397,-0.404,-0.876
'[07:16:31.118 22/11/1995]',0.019,0.044,0.029,82.800,28.397,-0.404,-0.876
'[07:16:31.120 22/11/1995]',0.021,0.048,0.010,82.300,28.168,-0.418,-0.872
'[07:16:31.122 22/11/1995]',0.022,0.051,0.010,82.300,28.168,-0.418,-0.872
'[07:16:31.124 22/11/1995]',0.025,0.052,0.001,82.300,28.168,-0.418,-0.872
'[07:16:31.126 22/11/1995]',0.028,0.054,0.010,82.300,28.168,-0.418,-0.872
'[07:16:31.128 22/11/1995]',0.033,0.059,0.010,81.800,27.990,-0.431,-0.868
'[07:16:31.130 22/11/1995]',0.037,0.063,0.029,81.800,27.990,-0.431,-0.868
'[07:16:31.132 22/11/1995]',0.043,0.065,0.039,81.800,27.990,-0.431,-0.868
'[07:16:31.134 22/11/1995]',0.049,0.067,0.039,81.800,27.990,-0.431,-0.868
'[07:16:31.136 22/11/1995]',0.055,0.070,0.049,81.400,27.863,-0.440,-0.864
'[07:16:31.138 22/11/1995]',0.061,0.073,0.049,81.400,27.863,-0.440,-0.864
'[07:16:31.140 22/11/1995]',0.064,0.076,0.049,81.400,27.863,-0.440,-0.864
'[07:16:31.142 22/11/1995]',0.068,0.079,0.049,81.400,27.863,-0.440,-0.864
'[07:16:31.144 22/11/1995]',0.069,0.081,0.049,81.000,27.684,-0.453,-0.860
'[07:16:31.146 22/11/1995]',0.069,0.082,0.049,81.000,27.684,-0.453,-0.860
'[07:16:31.148 22/11/1995]',0.068,0.081,0.049,81.000,27.684,-0.453,-0.860
'[07:16:31.150 22/11/1995]',0.066,0.079,0.039,81.000,27.684,-0.453,-0.860
'[07:16:31.152 22/11/1995]',0.062,0.079,0.029,80.600,27.557,-0.466,-0.857
'[07:16:31.154 22/11/1995]',0.058,0.079,0.029,80.600,27.557,-0.466,-0.857
'[07:16:31.156 22/11/1995]',0.054,0.081,0.010,80.600,27.557,-0.466,-0.857
'[07:16:31.158 22/11/1995]',0.050,0.082,0.001,80.600,27.557,-0.466,-0.857
'[07:16:31.160 22/11/1995]',0.047,0.086,0.001,80.300,27.455,-0.474,-0.855
'[07:16:31.162 22/11/1995]',0.045,0.089,0.001,80.300,27.455,-0.474,-0.855
'[07:16:31.164 22/11/1995]',0.042,0.089,0.001,80.300,27.455,-0.474,-0.855
'[07:16:31.166 22/11/1995]',0.040,0.089,0.001,80.300,27.455,-0.474,-0.855
'[07:16:31.168 22/11/1995]',0.038,0.086,0.001,80.000,27.379,-0.483,-0.854
'[07:16:31.170 22/11/1995]',0.036,0.082,0.001,80.000,27.379,-0.483,-0.854
'[07:16:31.172 22/11/1995]',0.034,0.079,0.001,80.000,27.379,-0.483,-0.854
'[07:16:31.174 22/11/1995]',0.033,0.076,0.001,80.000,27.379,-0.483,-0.854
'[07:16:31.176 22/11/1995]',0.031,0.071,-0.009,79.700,27.328,-0.489,-0.854
'[07:16:31.178 22/11/1995]',0.030,0.067,0.001,79.700,27.328,-0.489,-0.854
'[07:16:31.180 22/11/1995]',0.027,0.062,0.001,79.700,27.328,-0.489,-0.854
'[07:16:31.182 22/11/1995]',0.025,0.057,0.001,79.700,27.328,-0.489,-0.854
'[07:16:31.184 22/11/1995]',0.022,0.051,0.001,79.500,27.277,-0.494,-0.853
'[07:16:31.186 22/11/1995]',0.018,0.044,0.001,79.500,27.277,-0.494,-0.853
'[07:16:31.188 22/11/1995]',0.014,0.041,0.001,79.500,27.277,-0.494,-0.853
'[07:16:31.190 22/11/1995]',0.011,0.038,0.001,79.500,27.277,-0.494,-0.853
'[07:16:31.192 22/11/1995]',0.006,0.030,-0.009,79.300,27.277,-0.500,-0.853
'[07:16:31.194 22/11/1995]',0.001,0.022,-0.018,79.300,27.277,-0.500,-0.853
'[07:16:31.196 22/11/1995]',-0.003,0.014,-0.028,79.300,27.277,-0.500,-0.853
'[07:16:31.198 22/11/1995]',-0.007,0.006,-0.018,79.300,27.277,-0.500,-0.853
'[07:16:31.200 22/11/1995]',-0.011,0.002,-0.018,79.200,27.328,-0.504,-0.852
'[07:16:31.202 22/11/1995]',-0.014,-0.003,-0.009,79.200,27.328,-0.504,-0.852
'[07:16:31.204 22/11/1995]',-0.016,-0.008,-0.009,79.200,27.328,-0.504,-0.852
'[07:16:31.206 22/11/1995]',-0.018,-0.013,-0.028,79.200,27.328,-0.504,-0.852
'[07:16:31.208 22/11/1995]',-0.019,-0.013,-0.028,79.000,27.328,-0.511,-0.852
'[07:16:31.210 22/11/1995]',-0.020,-0.013,-0.028,79.000,27.328,-0.511,-0.852
'[07:16:31.212 22/11/1995]',-0.020,-0.013,-0.018,79.000,27.328,-0.511,-0.852
'[07:16:31.214 22/11/1995]',-0.021,-0.013,-0.018,79.000,27.328,-0.511,-0.852
'[07:16:31.216 22/11/1995]',-0.021,-0.013,-0.009,78.900,27.201,-0.515,-0.852
'[07:16:31.218 22/11/1995]',-0.021,-0.013,0.001,78.900,27.201,-0.515,-0.852
'[07:16:31.220 22/11/1995]',-0.021,-0.014,0.001,78.900,27.201,-0.515,-0.852
'[07:16:31.222 22/11/1995]',-0.021,-0.016,-0.009,78.900,27.201,-0.515,-0.852
'[07:16:31.224 22/11/1995]',-0.021,-0.019,-0.009,78.700,26.972,-0.519,-0.852
'[07:16:31.226 22/11/1995]',-0.021,-0.022,-0.028,78.700,26.972,-0.519,-0.852
'[07:16:31.228 22/11/1995]',-0.022,-0.024,-0.028,78.700,26.972,-0.519,-0.852
'[07:16:31.230 22/11/1995]',-0.022,-0.025,-0.018,78.700,26.972,-0.519,-0.852
'[07:16:31.232 22/11/1995]',-0.023,-0.025,-0.009,78.500,26.667,-0.524,-0.853
'[07:16:31.234 22/11/1995]',-0.023,-0.025,-0.009,78.500,26.667,-0.524,-0.853
'[07:16:31.236 22/11/1995]',-0.023,-0.024,-0.009,78.500,26.667,-0.524,-0.853
'[07:16:31.238 22/11/1995]',-0.023,-0.022,-0.009,78.500,26.667,-0.524,-0.853
'[07:16:31.240 22/11/1995]',-0.020,-0.024,-0.018,78.300,26.310,-0.530,-0.855
'[07:16:31.242 22/11/1995]',-0.017,-0.025,-0.028,78.300,26.310,-0.530,-0.855
'[07:16:31.244 22/11/1995]',-0.012,-0.033,-0.038,78.300,26.310,-0.530,-0.855
'[07:16:31.246 22/11/1995]',-0.007,-0.041,-0.028,78.300,26.310,-0.530,-0.855
'[07:16:31.248 22/11/1995]',0.001,-0.049,-0.018,78.100,25.954,-0.530,-0.856
'[07:16:31.250 22/11/1995]',0.009,-0.057,0.001,78.100,25.954,-0.530,-0.856
'[07:16:31.252 22/11/1995]',0.021,-0.057,0.010,78.100,25.954,-0.530,-0.856
'[07:16:31.254 22/11/1995]',0.033,-0.057,0.039,78.100,25.954,-0.530,-0.856
'[07:16:31.256 22/11/1995]',0.048,-0.046,0.068,77.900,25.725,-0.532,-0.856
'[07:16:31.258 22/11/1995]',0.064,-0.035,0.087,77.900,25.725,-0.532,-0.856
'[07:16:31.260 22/11/1995]',0.083,0.000,0.106,77.900,25.725,-0.532,-0.856
'[07:16:31.262 22/11/1995]',0.102,0.035,0.116,77.900,25.725,-0.532,-0.856
'[07:16:31.264 22/11/1995]',0.120,0.100,0.135,77.700,25.598,-0.534,-0.857
'[07:16:31.266 22/11/1995]',0.139,0.165,0.154,77.700,25.598,-0.534,-0.857
'[07:16:31.268 22/11/1995]',0.150,0.261,0.154,77.700,25.598,-0.534,-0.857
'[07:16:31.270 22/11/1995]',0.161,0.358,0.154,77.700,25.598,-0.534,-0.857
'[07:16:31.272 22/11/1995]',0.157,0.480,0.135,77.500,25.547,-0.537,-0.857
'[07:16:31.274 22/11/1995]',0.153,0.602,0.126,77.500,25.547,-0.537,-0.857
'[07:16:31.276 22/11/1995]',0.134,0.732,0.097,77.500,25.547,-0.537,-0.857
'[07:16:31.278 22/11/1995]',0.114,0.862,0.039,77.500,25.547,-0.537,-0.857
'[07:16:31.280 22/11/1995]',0.082,0.970,-0.076,77.400,25.547,-0.534,-0.858
'[07:16:31.282 22/11/1995]',0.050,1.078,-0.201,77.400,25.547,-0.534,-0.858
'[07:16:31.284 22/11/1995]',0.014,1.124,-0.335,77.400,25.547,-0.534,-0.858
'[07:16:31.286 22/11/1995]',-0.021,1.170,-0.441,77.400,25.547,-0.534,-0.858
'[07:16:31.288 22/11/1995]',-0.054,1.130,-0.537,77.200,25.598,-0.534,-0.860
'[07:16:31.290 22/11/1995]',-0.086,1.090,-0.613,77.200,25.598,-0.534,-0.860
'[07:16:31.292 22/11/1995]',-0.113,0.973,-0.642,77.200,25.598,-0.534,-0.860
'[07:16:31.294 22/11/1995]',-0.140,0.856,-0.642,77.200,25.598,-0.534,-0.860
'[07:16:31.296 22/11/1995]',-0.160,0.697,-0.623,77.100,25.649,-0.534,-0.862
'[07:16:31.298 22/11/1995]',-0.180,0.539,-0.575,77.100,25.649,-0.534,-0.862
'[07:16:31.300 22/11/1995]',-0.190,0.382,-0.537,77.100,25.649,-0.534,-0.862
'[07:16:31.302 22/11/1995]',-0.200,0.225,-0.508,77.100,25.649,-0.534,-0.862
'[07:16:31.304 22/11/1995]',-0.198,0.109,-0.469,76.900,25.725,-0.532,-0.863
'[07:16:31.306 22/11/1995]',-0.195,-0.006,-0.421,76.900,25.725,-0.532,-0.863
'[07:16:31.308 22/11/1995]',-0.181,-0.067,-0.393,76.900,25.725,-0.532,-0.863
'[07:16:31.310 22/11/1995]',-0.167,-0.127,-0.354,76.900,25.725,-0.532,-0.863
'[07:16:31.312 22/11/1995]',-0.145,-0.147,-0.306,76.700,25.649,-0.530,-0.864
'[07:16:31.314 22/11/1995]',-0.124,-0.168,-0.259,76.700,25.649,-0.530,-0.864
'[07:16:31.316 22/11/1995]',-0.102,-0.158,-0.201,76.700,25.649,-0.530,-0.864
'[07:16:31.318 22/11/1995]',-0.081,-0.149,-0.143,76.700,25.649,-0.530,-0.864
'[07:16:31.320 22/11/1995]',-0.065,-0.132,-0.095,76.500,25.598,-0.532,-0.864
'[07:16:31.322 22/11/1995]',-0.049,-0.114,-0.076,76.500,25.598,-0.532,-0.864
'[07:16:31.324 22/11/1995]',-0.040,-0.101,-0.057,76.500,25.598,-0.532,-0.864
'[07:16:31.326 22/11/1995]',-0.030,-0.089,-0.047,76.500,25.598,-0.532,-0.864
'[07:16:31.328 22/11/1995]',-0.026,-0.079,-0.038,76.200,25.547,-0.530,-0.863
'[07:16:31.330 22/11/1995]',-0.022,-0.070,-0.018,76.200,25.547,-0.530,-0.863
'[07:16:31.332 22/11/1995]',-0.021,-0.068,0.001,76.200,25.547,-0.530,-0.863
'[07:16:31.334 22/11/1995]',-0.020,-0.067,0.010,76.200,25.547,-0.530,-0.863
'[07:16:31.336 22/11/1995]',-0.019,-0.068,0.010,75.900,25.725,-0.528,-0.862
'[07:16:31.338 22/11/1995]',-0.019,-0.070,0.010,75.900,25.725,-0.528,-0.862
'[07:16:31.340 22/11/1995]',-0.018,-0.070,0.010,75.900,25.725,-0.528,-0.862
'[07:16:31.342 22/11/1995]',-0.018,-0.070,0.001,75.900,25.725,-0.528,-0.862
'[07:16:31.344 22/11/1995]',-0.018,-0.070,0.001,75.600,26.183,-0.524,-0.861
'[07:16:31.346 22/11/1995]',-0.018,-0.070,0.001,75.600,26.183,-0.524,-0.861
'[07:16:31.348 22/11/1995]',-0.018,-0.068,0.020,75.600,26.183,-0.524,-0.861
'[07:16:31.350 22/11/1995]',-0.017,-0.067,0.020,75.600,26.183,-0.524,-0.861
'[07:16:31.352 22/11/1995]',-0.015,-0.063,0.020,75.300,27.150,-0.524,-0.862
'[07:16:31.354 22/11/1995]',-0.013,-0.060,0.010,75.300,27.150,-0.524,-0.862
'[07:16:31.356 22/11/1995]',-0.011,-0.059,0.010,75.300,27.150,-0.524,-0.862
'[07:16:31.358 22/11/1995]',-0.008,-0.057,0.001,75.300,27.150,-0.524,-0.862
'[07:16:31.360 22/11/1995]',-0.007,-0.059,0.010,74.900,28.219,-0.522,-0.862
'[07:16:31.362 22/11/1995]',-0.006,-0.060,0.010,74.900,28.219,-0.522,-0.862
'[07:16:31.364 22/11/1995]',-0.005,-0.060,0.029,74.900,28.219,-0.522,-0.862
'[07:16:31.366 22/11/1995]',-0.005,-0.060,0.039,74.900,28.219,-0.522,-0.862
'[07:16:31.368 22/11/1995]',-0.006,-0.060,0.039,74.600,29.186,-0.522,-0.864
'[07:16:31.370 22/11/1995]',-0.006,-0.060,0.039,74.600,29.186,-0.522,-0.864
'[07:16:31.372 22/11/1995]',-0.008,-0.059,0.029,74.600,29.186,-0.522,-0.864
'[07:16:31.374 22/11/1995]',-0.010,-0.057,0.020,74.600,29.186,-0.522,-0.864
'[07:16:31.376 22/11/1995]',-0.011,-0.052,0.010,74.400,29.949,-0.520,-0.866
'[07:16:31.378 22/11/1995]',-0.011,-0.048,0.010,74.400,29.949,-0.520,-0.866
'[07:16:31.380 22/11/1995]',-0.011,-0.041,0.010,74.400,29.949,-0.520,-0.866
'[07:16:31.382 22/11/1995]',-0.011,-0.035,0.020,74.400,29.949,-0.520,-0.866
'[07:16:31.384 22/11/1995]',-0.011,-0.033,0.029,74.100,30.433,-0.516,-0.869
'[07:16:31.386 22/11/1995]',-0.011,-0.032,0.039,74.100,30.433,-0.516,-0.869
'[07:16:31.388 22/11/1995]',-0.012,-0.029,0.029,74.100,30.433,-0.516,-0.869
'[07:16:31.390 22/11/1995]',-0.013,-0.025,0.029,74.100,30.433,-0.516,-0.869
'[07:16:31.392 22/11/1995]',-0.013,-0.025,0.010,73.700,30.738,-0.511,-0.873
'[07:16:31.394 22/11/1995]',-0.013,-0.025,0.001,73.700,30.738,-0.511,-0.873
'[07:16:31.396 22/11/1995]',-0.013,-0.029,0.001,73.700,30.738,-0.511,-0.873
'[07:16:31.398 22/11/1995]',-0.012,-0.032,0.010,73.700,30.738,-0.511,-0.873
'[07:16:31.400 22/11/1995]',-0.010,-0.035,0.020,73.200,30.916,-0.511,-0.877
'[07:16:31.402 22/11/1995]',-0.008,-0.038,0.029,73.200,30.916,-0.511,-0.877
'[07:16:31.404 22/11/1995]',-0.005,-0.043,0.029,73.200,30.916,-0.511,-0.877
'[07:16:31.406 22/11/1995]',-0.002,-0.048,0.029,73.200,30.916,-0.511,-0.877
'[07:16:31.408 22/11/1995]',-0.001,-0.046,0.020,72.700,31.018,-0.505,-0.883
'[07:16:31.410 22/11/1995]',0.001,-0.044,0.010,72.700,31.018,-0.505,-0.883
'[07:16:31.412 22/11/1995]',0.001,-0.041,0.010,72.700,31.018,-0.505,-0.883
'[07:16:31.414 22/11/1995]',0.001,-0.038,0.020,72.700,31.018,-0.505,-0.883
'[07:16:31.416 22/11/1995]',0.001,-0.035,0.029,72.200,31.018,-0.503,-0.890
'[07:16:31.418 22/11/1995]',0.000,-0.032,0.039,72.200,31.018,-0.503,-0.890
'[07:16:31.420 22/11/1995]',-0.000,-0.029,0.039,72.200,31.018,-0.503,-0.890
'[07:16:31.422 22/11/1995]',-0.001,-0.025,0.029,72.200,31.018,-0.503,-0.890
'[07:16:31.424 22/11/1995]',-0.000,-0.022,0.020,71.700,31.018,-0.494,-0.897
'[07:16:31.426 22/11/1995]',0.000,-0.019,0.010,71.700,31.018,-0.494,-0.897
'[07:16:31.428 22/11/1995]',0.000,-0.014,0.010,71.700,31.018,-0.494,-0.897
'[07:16:31.430 22/11/1995]',0.000,-0.010,0.020,71.700,31.018,-0.494,-0.897
'[07:16:31.432 22/11/1995]',0.001,-0.006,0.020,71.100,31.196,-0.490,-0.905
'[07:16:31.434 22/11/1995]',0.001,-0.003,0.039,71.100,31.196,-0.490,-0.905
'[07:16:31.436 22/11/1995]',0.003,0.000,0.029,71.100,31.196,-0.490,-0.905
'[07:16:31.438 22/11/1995]',0.005,0.003,0.029,71.100,31.196,-0.490,-0.905
'[07:16:31.440 22/11/1995]',0.007,0.006,0.020,70.800,31.730,-0.483,-0.912
'[07:16:31.442 22/11/1995]',0.008,0.010,0.020,70.800,31.730,-0.483,-0.912
'[07:16:31.444 22/11/1995]',0.010,0.008,0.020,70.800,31.730,-0.483,-0.912
'[07:16:31.446 22/11/1995]',0.011,0.006,0.029,70.800,31.730,-0.483,-0.912
'[07:16:31.448 22/11/1995]',0.012,0.003,0.039,70.900,32.697,-0.477,-0.918
'[07:16:31.450 22/11/1995]',0.013,0.000,0.049,70.900,32.697,-0.477,-0.918
'[07:16:31.452 22/11/1995]',0.013,-0.002,0.049,70.900,32.697,-0.477,-0.918
'[07:16:31.454 22/11/1995]',0.014,-0.003,0.049,70.900,32.697,-0.477,-0.918
'[07:16:31.456 22/11/1995]',0.015,-0.002,0.039,71.800,33.817,-0.471,-0.924
'[07:16:31.458 22/11/1995]',0.016,0.000,0.020,71.800,33.817,-0.471,-0.924
'[07:16:31.460 22/11/1995]',0.017,0.000,0.020,71.800,33.817,-0.471,-0.924
'[07:16:31.462 22/11/1995]',0.019,0.000,0.029,71.800,33.817,-0.471,-0.924
'[07:16:31.464 22/11/1995]',0.021,0.002,0.029,73.900,34.606,-0.467,-0.929
'[07:16:31.466 22/11/1995]',0.023,0.003,0.049,73.900,34.606,-0.467,-0.929
'[07:16:31.468 22/11/1995]',0.025,0.008,0.049,73.900,34.606,-0.467,-0.929
'[07:16:31.470 22/11/1995]',0.027,0.013,0.049,73.900,34.606,-0.467,-0.929
'[07:16:31.472 22/11/1995]',0.028,0.016,0.049,77.600,35.013,-0.460,-0.933
'[07:16:31.474 22/11/1995]',0.028,0.019,0.049,77.600,35.013,-0.460,-0.933
'[07:16:31.476 22/11/1995]',0.028,0.024,0.039,77.600,35.013,-0.460,-0.933
'[07:16:31.478 22/11/1995]',0.028,0.029,0.039,77.600,35.013,-0.460,-0.933
'[07:16:31.480 22/11/1995]',0.029,0.030,0.039,82.900,35.140,-0.452,-0.937
'[07:16:31.482 22/11/1995]',0.030,0.032,0.049,82.900,35.140,-0.452,-0.937
'[07:16:31.484 22/11/1995]',0.032,0.035,0.049,82.900,35.140,-0.452,-0.937
'[07:16:31.486 22/11/1995]',0.034,0.038,0.049,82.900,35.140,-0.452,-0.937
'[07:16:31.488 22/11/1995]',0.037,0.041,0.049,89.400,35.191,-0.445,-0.940
'[07:16:31.490 22/11/1995]',0.041,0.044,0.049,89.400,35.191,-0.445,-0.940
'[07:16:31.492 22/11/1995]',0.045,0.046,0.049,89.400,35.191,-0.445,-0.940
'[07:16:31.494 22/11/1995]',0.049,0.048,0.049,89.400,35.191,-0.445,-0.940
'[07:16:31.496 22/11/1995]',0.052,0.046,0.058,96.700,35.496,-0.434,-0.941
'[07:16:31.498 22/11/1995]',0.055,0.044,0.068,96.700,35.496,-0.434,-0.941
'[07:16:31.500 22/11/1995]',0.056,0.044,0.077,96.700,35.496,-0.434,-0.941
'[07:16:31.502 22/11/1995]',0.057,0.044,0.077,96.700,35.496,-0.434,-0.941
