'Time and date','MCL1','V','ABP','PLETH','RESP'
'[11:08:56.004 07/11/1995]',0.022,0.025,66.692,0.000,-0.088
'[11:08:56.006 07/11/1995]',0.022,0.026,66.692,0.000,-0.088
'[11:08:56.008 07/11/1995]',0.022,0.027,66.316,0.000,-0.090
'[11:08:56.010 07/11/1995]',0.011,0.028,66.316,0.000,-0.090
'[11:08:56.012 07/11/1995]',0.011,0.029,66.316,0.000,-0.090
'[11:08:56.014 07/11/1995]',0.011,0.029,66.316,0.000,-0.090
'[11:08:56.016 07/11/1995]',0.011,0.029,65.940,0.000,-0.091
'[11:08:56.018 07/11/1995]',0.022,0.028,65.940,0.000,-0.091
'[11:08:56.020 07/11/1995]',0.034,0.028,65.940,0.000,-0.091
'[11:08:56.022 07/11/1995]',0.034,0.027,65.940,0.000,-0.091
'[11:08:56.024 07/11/1995]',0.034,0.027,65.338,0.000,-0.092
'[11:08:56.026 07/11/1995]',0.011,0.027,65.338,0.000,-0.092
'[11:08:56.028 07/11/1995]',0.011,0.027,65.338,0.000,-0.092
'[11:08:56.030 07/11/1995]',0.001,0.027,65.338,0.000,-0.092
'[11:08:56.032 07/11/1995]',0.011,0.028,64.812,0.000,-0.094
'[11:08:56.034 07/11/1995]',0.011,0.029,64.812,0.000,-0.094
'[11:08:56.036 07/11/1995]',0.022,0.030,64.812,0.000,-0.094
'[11:08:56.038 07/11/1995]',0.034,0.032,64.812,0.000,-0.094
'[11:08:56.040 07/11/1995]',0.034,0.033,64.286,0.000,-0.096
'[11:08:56.042 07/11/1995]',0.022,0.034,64.286,0.000,-0.096
'[11:08:56.044 07/11/1995]',0.011,0.035,64.286,0.000,-0.096
'[11:08:56.046 07/11/1995]',0.011,0.035,64.286,0.000,-0.096
'[11:08:56.048 07/11/1995]',0.011,0.034,63.684,0.000,-0.098
'[11:08:56.050 07/11/1995]',0.011,0.033,63.684,0.000,-0.098
'[11:08:56.052 07/11/1995]',0.022,0.032,63.684,0.000,-0.098
'[11:08:56.054 07/11/1995]',0.034,0.031,63.684,0.000,-0.098
'[11:08:56.056 07/11/1995]',0.034,0.030,63.158,0.000,-0.101
'[11:08:56.058 07/11/1995]',0.022,0.029,63.158,0.000,-0.101
'[11:08:56.060 07/11/1995]',0.011,0.029,63.158,0.000,-0.101
'[11:08:56.062 07/11/1995]',0.011,0.028,63.158,0.000,-0.101
'[11:08:56.064 07/11/1995]',0.001,0.027,62.632,0.000,-0.104
'[11:08:56.066 07/11/1995]',0.001,0.026,62.632,0.000,-0.104
'[11:08:56.068 07/11/1995]',0.011,0.025,62.632,0.000,-0.104
'[11:08:56.070 07/11/1995]',0.011,0.024,62.632,0.000,-0.104
'[11:08:56.072 07/11/1995]',0.011,0.023,62.105,0.000,-0.108
'[11:08:56.074 07/11/1995]',0.011,0.022,62.105,0.000,-0.108
'[11:08:56.076 07/11/1995]',0.001,0.021,62.105,0.000,-0.108
'[11:08:56.078 07/11/1995]',-0.010,0.021,62.105,0.000,-0.108
'[11:08:56.080 07/11/1995]',-0.010,0.020,61.504,0.000,-0.113
'[11:08:56.082 07/11/1995]',-0.010,0.019,61.504,0.000,-0.113
'[11:08:56.084 07/11/1995]',-0.010,0.018,61.504,0.000,-0.113
'[11:08:56.086 07/11/1995]',0.001,0.017,61.504,0.000,-0.113
'[11:08:56.088 07/11/1995]',0.001,0.018,60.902,0.000,-0.117
'[11:08:56.090 07/11/1995]',0.001,0.018,60.902,0.000,-0.117
'[11:08:56.092 07/11/1995]',0.001,0.018,60.902,0.000,-0.117
'[11:08:56.094 07/11/1995]',0.001,0.018,60.902,0.000,-0.117
'[11:08:56.096 07/11/1995]',-0.010,0.018,60.376,0.000,-0.120
'[11:08:56.098 07/11/1995]',-0.010,0.018,60.376,0.000,-0.120
'[11:08:56.100 07/11/1995]',0.001,0.018,60.376,0.000,-0.120
'[11:08:56.102 07/11/1995]',0.001,0.018,60.376,0.000,-0.120
'[11:08:56.104 07/11/1995]',0.001,0.018,59.850,0.000,-0.124
'[11:08:56.106 07/11/1995]',0.001,0.019,59.850,0.000,-0.124
'[11:08:56.108 07/11/1995]',0.001,0.020,59.850,0.000,-0.124
'[11:08:56.110 07/11/1995]',0.001,0.021,59.850,0.000,-0.124
'[11:08:56.112 07/11/1995]',0.001,0.022,59.323,0.000,-0.129
'[11:08:56.114 07/11/1995]',0.001,0.023,59.323,0.000,-0.129
'[11:08:56.116 07/11/1995]',0.001,0.025,59.323,0.000,-0.129
'[11:08:56.118 07/11/1995]',0.011,0.027,59.323,0.000,-0.129
'[11:08:56.120 07/11/1995]',0.022,0.034,58.797,0.000,-0.133
'[11:08:56.122 07/11/1995]',0.034,0.041,58.797,0.000,-0.133
'[11:08:56.124 07/11/1995]',0.034,0.060,58.797,0.000,-0.133
'[11:08:56.126 07/11/1995]',0.034,0.079,58.797,0.000,-0.133
'[11:08:56.128 07/11/1995]',0.034,0.117,58.346,0.000,-0.138
'[11:08:56.130 07/11/1995]',0.022,0.154,58.346,0.000,-0.138
'[11:08:56.132 07/11/1995]',0.056,0.211,58.346,0.000,-0.138
'[11:08:56.134 07/11/1995]',0.088,0.269,58.346,0.000,-0.138
'[11:08:56.136 07/11/1995]',0.154,0.338,57.820,0.000,-0.142
'[11:08:56.138 07/11/1995]',0.231,0.407,57.820,0.000,-0.142
'[11:08:56.140 07/11/1995]',0.308,0.471,57.820,0.000,-0.142
'[11:08:56.142 07/11/1995]',0.385,0.535,57.820,0.000,-0.142
'[11:08:56.144 07/11/1995]',0.451,0.576,57.444,0.000,-0.147
'[11:08:56.146 07/11/1995]',0.494,0.617,57.444,0.000,-0.147
'[11:08:56.148 07/11/1995]',0.527,0.625,57.444,0.000,-0.147
'[11:08:56.150 07/11/1995]',0.549,0.632,57.444,0.000,-0.147
'[11:08:56.152 07/11/1995]',0.549,0.606,57.068,0.000,-0.152
'[11:08:56.154 07/11/1995]',0.538,0.580,57.068,0.000,-0.152
'[11:08:56.156 07/11/1995]',0.516,0.531,57.068,0.000,-0.152
'[11:08:56.158 07/11/1995]',0.462,0.482,57.068,0.000,-0.152
'[11:08:56.160 07/11/1995]',0.406,0.422,56.692,0.000,-0.158
'[11:08:56.162 07/11/1995]',0.308,0.362,56.692,0.000,-0.158
'[11:08:56.164 07/11/1995]',0.220,0.302,56.692,0.000,-0.158
'[11:08:56.166 07/11/1995]',0.143,0.243,56.692,0.000,-0.158
'[11:08:56.168 07/11/1995]',0.077,0.193,56.241,0.000,-0.164
'[11:08:56.170 07/11/1995]',0.034,0.142,56.241,0.000,-0.164
'[11:08:56.172 07/11/1995]',0.001,0.105,56.241,0.000,-0.164
'[11:08:56.174 07/11/1995]',-0.054,0.069,56.241,0.000,-0.164
'[11:08:56.176 07/11/1995]',-0.087,0.044,55.940,0.000,-0.169
'[11:08:56.178 07/11/1995]',-0.109,0.020,55.940,0.000,-0.169
'[11:08:56.180 07/11/1995]',-0.109,0.005,55.940,0.000,-0.169
'[11:08:56.182 07/11/1995]',-0.098,-0.010,55.940,0.000,-0.169
'[11:08:56.184 07/11/1995]',-0.076,-0.018,55.639,0.000,-0.174
'[11:08:56.186 07/11/1995]',-0.065,-0.026,55.639,0.000,-0.174
'[11:08:56.188 07/11/1995]',-0.054,-0.030,55.639,0.000,-0.174
'[11:08:56.190 07/11/1995]',-0.054,-0.034,55.639,0.000,-0.174
'[11:08:56.192 07/11/1995]',-0.054,-0.035,55.338,0.000,-0.179
'[11:08:56.194 07/11/1995]',-0.065,-0.036,55.338,0.000,-0.179
'[11:08:56.196 07/11/1995]',-0.065,-0.035,55.338,0.000,-0.179
'[11:08:56.198 07/11/1995]',-0.054,-0.034,55.338,0.000,-0.179
'[11:08:56.200 07/11/1995]',-0.054,-0.033,54.962,0.000,-0.184
'[11:08:56.202 07/11/1995]',-0.032,-0.032,54.962,0.000,-0.184
'[11:08:56.204 07/11/1995]',-0.032,-0.031,54.962,0.000,-0.184
'[11:08:56.206 07/11/1995]',-0.021,-0.030,54.962,0.000,-0.184
'[11:08:56.208 07/11/1995]',-0.032,-0.029,54.737,0.000,-0.189
'[11:08:56.210 07/11/1995]',-0.032,-0.029,54.737,0.000,-0.189
'[11:08:56.212 07/11/1995]',-0.043,-0.029,54.737,0.000,-0.189
'[11:08:56.214 07/11/1995]',-0.043,-0.030,54.737,0.000,-0.189
'[11:08:56.216 07/11/1995]',-0.043,-0.030,54.511,0.000,-0.194
'[11:08:56.218 07/11/1995]',-0.032,-0.030,54.511,0.000,-0.194
'[11:08:56.220 07/11/1995]',-0.021,-0.030,54.511,0.000,-0.194
'[11:08:56.222 07/11/1995]',-0.021,-0.031,54.511,0.000,-0.194
'[11:08:56.224 07/11/1995]',-0.021,-0.032,54.361,0.000,-0.199
'[11:08:56.226 07/11/1995]',-0.032,-0.032,54.361,0.000,-0.199
'[11:08:56.228 07/11/1995]',-0.043,-0.032,54.361,0.000,-0.199
'[11:08:56.230 07/11/1995]',-0.043,-0.032,54.361,0.000,-0.199
'[11:08:56.232 07/11/1995]',-0.043,-0.032,54.135,0.000,-0.203
'[11:08:56.234 07/11/1995]',-0.043,-0.032,54.135,0.000,-0.203
'[11:08:56.236 07/11/1995]',-0.032,-0.033,54.135,0.000,-0.203
'[11:08:56.238 07/11/1995]',-0.021,-0.033,54.135,0.000,-0.203
'[11:08:56.240 07/11/1995]',-0.021,-0.033,54.060,0.000,-0.207
'[11:08:56.242 07/11/1995]',-0.032,-0.033,54.060,0.000,-0.207
'[11:08:56.244 07/11/1995]',-0.032,-0.034,54.060,0.000,-0.207
'[11:08:56.246 07/11/1995]',-0.043,-0.034,54.060,0.000,-0.207
'[11:08:56.248 07/11/1995]',-0.043,-0.035,53.910,0.000,-0.210
'[11:08:56.250 07/11/1995]',-0.032,-0.035,53.910,0.000,-0.210
'[11:08:56.252 07/11/1995]',-0.032,-0.035,53.910,0.000,-0.210
'[11:08:56.254 07/11/1995]',-0.021,-0.034,53.910,0.000,-0.210
'[11:08:56.256 07/11/1995]',-0.021,-0.034,53.835,0.000,-0.213
'[11:08:56.258 07/11/1995]',-0.032,-0.033,53.835,0.000,-0.213
'[11:08:56.260 07/11/1995]',-0.032,-0.033,53.835,0.000,-0.213
'[11:08:56.262 07/11/1995]',-0.043,-0.033,53.835,0.000,-0.213
'[11:08:56.264 07/11/1995]',-0.043,-0.034,53.684,0.000,-0.214
'[11:08:56.266 07/11/1995]',-0.043,-0.034,53.684,0.000,-0.214
'[11:08:56.268 07/11/1995]',-0.032,-0.035,53.684,0.000,-0.214
'[11:08:56.270 07/11/1995]',-0.021,-0.036,53.684,0.000,-0.214
'[11:08:56.272 07/11/1995]',-0.021,-0.036,53.534,0.000,-0.215
'[11:08:56.274 07/11/1995]',-0.021,-0.037,53.534,0.000,-0.215
'[11:08:56.276 07/11/1995]',-0.032,-0.037,53.534,0.000,-0.215
'[11:08:56.278 07/11/1995]',-0.043,-0.038,53.534,0.000,-0.215
'[11:08:56.280 07/11/1995]',-0.043,-0.039,53.534,0.000,-0.215
'[11:08:56.282 07/11/1995]',-0.043,-0.040,53.534,0.000,-0.215
'[11:08:56.284 07/11/1995]',-0.043,-0.041,53.534,0.000,-0.215
'[11:08:56.286 07/11/1995]',-0.032,-0.041,53.534,0.000,-0.215
'[11:08:56.288 07/11/1995]',-0.021,-0.041,53.459,0.000,-0.215
'[11:08:56.290 07/11/1995]',-0.032,-0.040,53.459,0.000,-0.215
'[11:08:56.292 07/11/1995]',-0.032,-0.040,53.459,0.000,-0.215
'[11:08:56.294 07/11/1995]',-0.032,-0.039,53.459,0.000,-0.215
'[11:08:56.296 07/11/1995]',-0.043,-0.038,53.308,0.000,-0.214
'[11:08:56.298 07/11/1995]',-0.043,-0.037,53.308,0.000,-0.214
'[11:08:56.300 07/11/1995]',-0.043,-0.037,53.308,0.000,-0.214
'[11:08:56.302 07/11/1995]',-0.032,-0.037,53.308,0.000,-0.214
'[11:08:56.304 07/11/1995]',-0.021,-0.037,53.308,0.000,-0.214
'[11:08:56.306 07/11/1995]',-0.010,-0.037,53.308,0.000,-0.214
'[11:08:56.308 07/11/1995]',-0.021,-0.037,53.308,0.000,-0.214
'[11:08:56.310 07/11/1995]',-0.032,-0.037,53.308,0.000,-0.214
'[11:08:56.312 07/11/1995]',-0.032,-0.037,53.308,0.000,-0.213
'[11:08:56.314 07/11/1995]',-0.043,-0.037,53.308,0.000,-0.213
'[11:08:56.316 07/11/1995]',-0.032,-0.037,53.308,0.000,-0.213
'[11:08:56.318 07/11/1995]',-0.032,-0.037,53.308,0.000,-0.213
'[11:08:56.320 07/11/1995]',-0.021,-0.037,53.684,0.000,-0.213
'[11:08:56.322 07/11/1995]',-0.010,-0.037,53.684,0.000,-0.213
'[11:08:56.324 07/11/1995]',-0.010,-0.037,53.684,0.000,-0.213
'[11:08:56.326 07/11/1995]',-0.021,-0.037,53.684,0.000,-0.213
'[11:08:56.328 07/11/1995]',-0.032,-0.037,54.662,0.000,-0.213
'[11:08:56.330 07/11/1995]',-0.032,-0.037,54.662,0.000,-0.213
'[11:08:56.332 07/11/1995]',-0.032,-0.037,54.662,0.000,-0.213
'[11:08:56.334 07/11/1995]',-0.021,-0.037,54.662,0.000,-0.213
'[11:08:56.336 07/11/1995]',-0.021,-0.037,57.068,0.000,-0.213
'[11:08:56.338 07/11/1995]',-0.010,-0.038,57.068,0.000,-0.213
'[11:08:56.340 07/11/1995]',-0.010,-0.039,57.068,0.000,-0.213
'[11:08:56.342 07/11/1995]',-0.010,-0.040,57.068,0.000,-0.213
'[11:08:56.344 07/11/1995]',-0.021,-0.041,61.053,0.000,-0.213
'[11:08:56.346 07/11/1995]',-0.032,-0.041,61.053,0.000,-0.213
'[11:08:56.348 07/11/1995]',-0.032,-0.041,61.053,0.000,-0.213
'[11:08:56.350 07/11/1995]',-0.032,-0.041,61.053,0.000,-0.213
'[11:08:56.352 07/11/1995]',-0.010,-0.042,66.692,0.000,-0.213
'[11:08:56.354 07/11/1995]',-0.010,-0.043,66.692,0.000,-0.213
'[11:08:56.356 07/11/1995]',-0.010,-0.044,66.692,0.000,-0.213
'[11:08:56.358 07/11/1995]',-0.010,-0.045,66.692,0.000,-0.213
'[11:08:56.360 07/11/1995]',-0.010,-0.046,73.083,0.000,-0.213
'[11:08:56.362 07/11/1995]',-0.021,-0.048,73.083,0.000,-0.213
'[11:08:56.364 07/11/1995]',-0.032,-0.048,73.083,0.000,-0.213
'[11:08:56.366 07/11/1995]',-0.021,-0.048,73.083,0.000,-0.213
'[11:08:56.368 07/11/1995]',-0.010,-0.048,79.850,0.000,-0.212
'[11:08:56.370 07/11/1995]',-0.010,-0.048,79.850,0.000,-0.212
'[11:08:56.372 07/11/1995]',0.001,-0.049,79.850,0.000,-0.212
'[11:08:56.374 07/11/1995]',-0.010,-0.049,79.850,0.000,-0.212
'[11:08:56.376 07/11/1995]',-0.010,-0.050,86.842,0.000,-0.210
'[11:08:56.378 07/11/1995]',-0.021,-0.051,86.842,0.000,-0.210
'[11:08:56.380 07/11/1995]',-0.032,-0.051,86.842,0.000,-0.210
'[11:08:56.382 07/11/1995]',-0.032,-0.052,86.842,0.000,-0.210
'[11:08:56.384 07/11/1995]',-0.021,-0.052,93.835,0.000,-0.208
'[11:08:56.386 07/11/1995]',-0.010,-0.052,93.835,0.000,-0.208
'[11:08:56.388 07/11/1995]',-0.010,-0.051,93.835,0.000,-0.208
'[11:08:56.390 07/11/1995]',-0.010,-0.051,93.835,0.000,-0.208
'[11:08:56.392 07/11/1995]',-0.010,-0.051,100.526,0.000,-0.204
'[11:08:56.394 07/11/1995]',-0.021,-0.051,100.526,0.000,-0.204
'[11:08:56.396 07/11/1995]',-0.021,-0.052,100.526,0.000,-0.204
'[11:08:56.398 07/11/1995]',-0.021,-0.053,100.526,0.000,-0.204
'[11:08:56.400 07/11/1995]',-0.021,-0.054,106.692,0.000,-0.201
'[11:08:56.402 07/11/1995]',-0.010,-0.055,106.692,0.000,-0.201
'[11:08:56.404 07/11/1995]',-0.010,-0.055,106.692,0.000,-0.201
'[11:08:56.406 07/11/1995]',-0.010,-0.055,106.692,0.000,-0.201
'[11:08:56.408 07/11/1995]',-0.010,-0.055,112.105,0.000,-0.196
'[11:08:56.410 07/11/1995]',-0.010,-0.055,112.105,0.000,-0.196
'[11:08:56.412 07/11/1995]',-0.032,-0.055,112.105,0.000,-0.196
'[11:08:56.414 07/11/1995]',-0.032,-0.055,112.105,0.000,-0.196
'[11:08:56.416 07/11/1995]',-0.032,-0.054,116.466,0.000,-0.191
'[11:08:56.418 07/11/1995]',-0.021,-0.054,116.466,0.000,-0.191
'[11:08:56.420 07/11/1995]',-0.010,-0.053,116.466,0.000,-0.191
'[11:08:56.422 07/11/1995]',-0.010,-0.052,116.466,0.000,-0.191
'[11:08:56.424 07/11/1995]',-0.010,-0.051,119.774,0.000,-0.185
'[11:08:56.426 07/11/1995]',-0.010,-0.050,119.774,0.000,-0.185
'[11:08:56.428 07/11/1995]',-0.032,-0.049,119.774,0.000,-0.185
'[11:08:56.430 07/11/1995]',-0.032,-0.048,119.774,0.000,-0.185
'[11:08:56.432 07/11/1995]',-0.032,-0.048,122.030,0.000,-0.182
'[11:08:56.434 07/11/1995]',-0.021,-0.048,122.030,0.000,-0.182
'[11:08:56.436 07/11/1995]',-0.010,-0.048,122.030,0.000,-0.182
'[11:08:56.438 07/11/1995]',-0.010,-0.048,122.030,0.000,-0.182
'[11:08:56.440 07/11/1995]',-0.010,-0.047,123.383,0.000,-0.179
'[11:08:56.442 07/11/1995]',-0.010,-0.046,123.383,0.000,-0.179
'[11:08:56.444 07/11/1995]',-0.021,-0.043,123.383,0.000,-0.179
'[11:08:56.446 07/11/1995]',-0.032,-0.041,123.383,0.000,-0.179
'[11:08:56.448 07/11/1995]',-0.032,-0.040,123.985,0.000,-0.178
'[11:08:56.450 07/11/1995]',-0.032,-0.039,123.985,0.000,-0.178
'[11:08:56.452 07/11/1995]',-0.010,-0.037,123.985,0.000,-0.178
'[11:08:56.454 07/11/1995]',-0.010,-0.036,123.985,0.000,-0.178
'[11:08:56.456 07/11/1995]',0.001,-0.035,124.135,0.000,-0.177
'[11:08:56.458 07/11/1995]',-0.010,-0.033,124.135,0.000,-0.177
'[11:08:56.460 07/11/1995]',-0.021,-0.031,124.135,0.000,-0.177
'[11:08:56.462 07/11/1995]',-0.021,-0.029,124.135,0.000,-0.177
'[11:08:56.464 07/11/1995]',-0.032,-0.026,123.910,0.000,-0.177
'[11:08:56.466 07/11/1995]',-0.021,-0.024,123.910,0.000,-0.177
'[11:08:56.468 07/11/1995]',-0.010,-0.021,123.910,0.000,-0.177
'[11:08:56.470 07/11/1995]',0.001,-0.018,123.910,0.000,-0.177
'[11:08:56.472 07/11/1995]',0.001,-0.015,123.383,0.000,-0.178
'[11:08:56.474 07/11/1995]',0.001,-0.013,123.383,0.000,-0.178
'[11:08:56.476 07/11/1995]',-0.010,-0.011,123.383,0.000,-0.178
'[11:08:56.478 07/11/1995]',-0.010,-0.010,123.383,0.000,-0.178
'[11:08:56.480 07/11/1995]',-0.010,-0.008,122.707,0.000,-0.179
'[11:08:56.482 07/11/1995]',-0.010,-0.006,122.707,0.000,-0.179
'[11:08:56.484 07/11/1995]',-0.010,-0.003,122.707,0.000,-0.179
'[11:08:56.486 07/11/1995]',0.001,0.000,122.707,0.000,-0.179
'[11:08:56.488 07/11/1995]',0.001,0.002,121.805,0.000,-0.180
'[11:08:56.490 07/11/1995]',0.001,0.003,121.805,0.000,-0.180
'[11:08:56.492 07/11/1995]',0.001,0.004,121.805,0.000,-0.180
'[11:08:56.494 07/11/1995]',0.001,0.005,121.805,0.000,-0.180
'[11:08:56.496 07/11/1995]',-0.010,0.006,120.827,0.000,-0.182
'[11:08:56.498 07/11/1995]',-0.010,0.008,120.827,0.000,-0.182
'[11:08:56.500 07/11/1995]',0.001,0.009,120.827,0.000,-0.182
'[11:08:56.502 07/11/1995]',0.001,0.011,120.827,0.000,-0.182
'[11:08:56.504 07/11/1995]',0.001,0.013,119.699,0.000,-0.185
'[11:08:56.506 07/11/1995]',0.001,0.014,119.699,0.000,-0.185
'[11:08:56.508 07/11/1995]',0.001,0.015,119.699,0.000,-0.185
'[11:08:56.510 07/11/1995]',0.001,0.015,119.699,0.000,-0.185
'[11:08:56.512 07/11/1995]',0.001,0.015,118.346,0.000,-0.188
'[11:08:56.514 07/11/1995]',0.001,0.014,118.346,0.000,-0.188
'[11:08:56.516 07/11/1995]',0.001,0.014,118.346,0.000,-0.188
'[11:08:56.518 07/11/1995]',0.001,0.014,118.346,0.000,-0.188
'[11:08:56.520 07/11/1995]',0.001,0.015,116.692,0.000,-0.191
'[11:08:56.522 07/11/1995]',0.011,0.015,116.692,0.000,-0.191
'[11:08:56.524 07/11/1995]',0.011,0.016,116.692,0.000,-0.191
'[11:08:56.526 07/11/1995]',0.001,0.017,116.692,0.000,-0.191
'[11:08:56.528 07/11/1995]',0.001,0.018,114.662,0.000,-0.193
'[11:08:56.530 07/11/1995]',0.001,0.019,114.662,0.000,-0.193
'[11:08:56.532 07/11/1995]',0.001,0.018,114.662,0.000,-0.193
'[11:08:56.534 07/11/1995]',0.001,0.018,114.662,0.000,-0.193
'[11:08:56.536 07/11/1995]',0.001,0.018,112.406,0.000,-0.195
'[11:08:56.538 07/11/1995]',0.011,0.019,112.406,0.000,-0.195
'[11:08:56.540 07/11/1995]',0.011,0.020,112.406,0.000,-0.195
'[11:08:56.542 07/11/1995]',0.001,0.021,112.406,0.000,-0.195
'[11:08:56.544 07/11/1995]',0.001,0.021,109.925,0.000,-0.197
'[11:08:56.546 07/11/1995]',0.001,0.022,109.925,0.000,-0.197
'[11:08:56.548 07/11/1995]',0.001,0.022,109.925,0.000,-0.197
'[11:08:56.550 07/11/1995]',0.001,0.022,109.925,0.000,-0.197
'[11:08:56.552 07/11/1995]',0.001,0.022,107.293,0.000,-0.199
'[11:08:56.554 07/11/1995]',0.011,0.022,107.293,0.000,-0.199
'[11:08:56.556 07/11/1995]',0.011,0.022,107.293,0.000,-0.199
'[11:08:56.558 07/11/1995]',0.011,0.022,107.293,0.000,-0.199
'[11:08:56.560 07/11/1995]',0.001,0.022,104.286,0.000,-0.199
'[11:08:56.562 07/11/1995]',0.001,0.022,104.286,0.000,-0.199
'[11:08:56.564 07/11/1995]',0.001,0.022,104.286,0.000,-0.199
'[11:08:56.566 07/11/1995]',0.001,0.022,104.286,0.000,-0.199
'[11:08:56.568 07/11/1995]',0.001,0.022,101.203,0.000,-0.199
'[11:08:56.570 07/11/1995]',0.011,0.022,101.203,0.000,-0.199
'[11:08:56.572 07/11/1995]',0.011,0.022,101.203,0.000,-0.199
'[11:08:56.574 07/11/1995]',0.011,0.023,101.203,0.000,-0.199
'[11:08:56.576 07/11/1995]',0.011,0.024,97.895,0.000,-0.198
'[11:08:56.578 07/11/1995]',0.001,0.025,97.895,0.000,-0.198
'[11:08:56.580 07/11/1995]',0.001,0.025,97.895,0.000,-0.198
'[11:08:56.582 07/11/1995]',0.001,0.026,97.895,0.000,-0.198
'[11:08:56.584 07/11/1995]',0.001,0.025,94.511,0.000,-0.197
'[11:08:56.586 07/11/1995]',0.011,0.025,94.511,0.000,-0.197
'[11:08:56.588 07/11/1995]',0.011,0.025,94.511,0.000,-0.197
'[11:08:56.590 07/11/1995]',0.011,0.025,94.511,0.000,-0.197
'[11:08:56.592 07/11/1995]',0.011,0.025,91.128,0.000,-0.197
'[11:08:56.594 07/11/1995]',0.001,0.024,91.128,0.000,-0.197
'[11:08:56.596 07/11/1995]',0.001,0.024,91.128,0.000,-0.197
'[11:08:56.598 07/11/1995]',0.001,0.023,91.128,0.000,-0.197
'[11:08:56.600 07/11/1995]',0.001,0.024,87.669,0.000,-0.198
'[11:08:56.602 07/11/1995]',0.011,0.025,87.669,0.000,-0.198
'[11:08:56.604 07/11/1995]',0.011,0.025,87.669,0.000,-0.198
'[11:08:56.606 07/11/1995]',0.022,0.026,87.669,0.000,-0.198
'[11:08:56.608 07/11/1995]',0.022,0.025,84.361,0.000,-0.199
'[11:08:56.610 07/11/1995]',0.011,0.025,84.361,0.000,-0.199
'[11:08:56.612 07/11/1995]',0.001,0.025,84.361,0.000,-0.199
'[11:08:56.614 07/11/1995]',0.001,0.025,84.361,0.000,-0.199
'[11:08:56.616 07/11/1995]',0.001,0.025,81.203,0.000,-0.201
'[11:08:56.618 07/11/1995]',0.011,0.026,81.203,0.000,-0.201
'[11:08:56.620 07/11/1995]',0.022,0.027,81.203,0.000,-0.201
'[11:08:56.622 07/11/1995]',0.022,0.028,81.203,0.000,-0.201
'[11:08:56.624 07/11/1995]',0.022,0.029,78.271,0.000,-0.203
'[11:08:56.626 07/11/1995]',0.011,0.029,78.271,0.000,-0.203
'[11:08:56.628 07/11/1995]',0.011,0.029,78.271,0.000,-0.203
'[11:08:56.630 07/11/1995]',0.001,0.029,78.271,0.000,-0.203
'[11:08:56.632 07/11/1995]',0.001,0.029,75.639,0.000,-0.206
'[11:08:56.634 07/11/1995]',0.011,0.028,75.639,0.000,-0.206
'[11:08:56.636 07/11/1995]',0.011,0.028,75.639,0.000,-0.206
'[11:08:56.638 07/11/1995]',0.022,0.027,75.639,0.000,-0.206
'[11:08:56.640 07/11/1995]',0.022,0.027,73.383,0.000,-0.210
'[11:08:56.642 07/11/1995]',0.011,0.027,73.383,0.000,-0.210
'[11:08:56.644 07/11/1995]',0.011,0.026,73.383,0.000,-0.210
'[11:08:56.646 07/11/1995]',0.001,0.026,73.383,0.000,-0.210
'[11:08:56.648 07/11/1995]',0.001,0.025,71.353,0.000,-0.214
'[11:08:56.650 07/11/1995]',0.011,0.025,71.353,0.000,-0.214
'[11:08:56.652 07/11/1995]',0.011,0.025,71.353,0.000,-0.214
'[11:08:56.654 07/11/1995]',0.022,0.025,71.353,0.000,-0.214
'[11:08:56.656 07/11/1995]',0.022,0.025,69.699,0.000,-0.218
'[11:08:56.658 07/11/1995]',0.011,0.025,69.699,0.000,-0.218
'[11:08:56.660 07/11/1995]',0.011,0.025,69.699,0.000,-0.218
'[11:08:56.662 07/11/1995]',0.001,0.025,69.699,0.000,-0.218
'[11:08:56.664 07/11/1995]',0.001,0.025,68.421,0.000,-0.222
'[11:08:56.666 07/11/1995]',0.001,0.025,68.421,0.000,-0.222
'[11:08:56.668 07/11/1995]',0.011,0.025,68.421,0.000,-0.222
'[11:08:56.670 07/11/1995]',0.011,0.025,68.421,0.000,-0.222
'[11:08:56.672 07/11/1995]',0.022,0.025,67.519,0.000,-0.226
'[11:08:56.674 07/11/1995]',0.011,0.025,67.519,0.000,-0.226
'[11:08:56.676 07/11/1995]',0.011,0.025,67.519,0.000,-0.226
'[11:08:56.678 07/11/1995]',0.001,0.025,67.519,0.000,-0.226
'[11:08:56.680 07/11/1995]',0.001,0.025,66.842,0.000,-0.231
'[11:08:56.682 07/11/1995]',0.001,0.025,66.842,0.000,-0.231
'[11:08:56.684 07/11/1995]',0.001,0.025,66.842,0.000,-0.231
'[11:08:56.686 07/11/1995]',0.011,0.025,66.842,0.000,-0.231
'[11:08:56.688 07/11/1995]',0.011,0.025,66.466,0.000,-0.236
'[11:08:56.690 07/11/1995]',0.011,0.025,66.466,0.000,-0.236
'[11:08:56.692 07/11/1995]',0.011,0.025,66.466,0.000,-0.236
'[11:08:56.694 07/11/1995]',0.001,0.025,66.466,0.000,-0.236
'[11:08:56.696 07/11/1995]',0.001,0.025,66.391,0.000,-0.242
'[11:08:56.698 07/11/1995]',0.001,0.025,66.391,0.000,-0.242
'[11:08:56.700 07/11/1995]',0.001,0.025,66.391,0.000,-0.242
'[11:08:56.702 07/11/1995]',0.011,0.024,66.391,0.000,-0.242
