'Time and date','II ','V ','ABP ','PLETH ','RESP '
'[14:20:50.724 26/01/1995]',0.006,0.023,123.358,0.411,-0.116
'[14:20:50.726 26/01/1995]',0.004,0.023,123.358,0.411,-0.116
'[14:20:50.728 26/01/1995]',0.003,0.023,122.306,0.440,-0.109
'[14:20:50.730 26/01/1995]',0.002,0.023,122.306,0.440,-0.109
'[14:20:50.732 26/01/1995]',0.001,0.023,122.306,0.440,-0.109
'[14:20:50.734 26/01/1995]',0.000,0.023,122.306,0.440,-0.109
'[14:20:50.736 26/01/1995]',-0.001,0.023,121.153,0.465,-0.102
'[14:20:50.738 26/01/1995]',-0.002,0.023,121.153,0.465,-0.102
'[14:20:50.740 26/01/1995]',-0.003,0.023,121.153,0.465,-0.102
'[14:20:50.742 26/01/1995]',-0.005,0.023,121.153,0.465,-0.102
'[14:20:50.744 26/01/1995]',-0.008,0.023,119.799,0.484,-0.095
'[14:20:50.746 26/01/1995]',-0.011,0.023,119.799,0.484,-0.095
'[14:20:50.748 26/01/1995]',-0.015,0.023,119.799,0.484,-0.095
'[14:20:50.750 26/01/1995]',-0.019,0.023,119.799,0.484,-0.095
'[14:20:50.752 26/01/1995]',-0.023,0.023,118.296,0.502,-0.088
'[14:20:50.754 26/01/1995]',-0.027,0.023,118.296,0.502,-0.088
'[14:20:50.756 26/01/1995]',-0.029,0.023,118.296,0.502,-0.088
'[14:20:50.758 26/01/1995]',-0.031,0.023,118.296,0.502,-0.088
'[14:20:50.760 26/01/1995]',-0.030,0.023,116.742,0.515,-0.081
'[14:20:50.762 26/01/1995]',-0.030,0.023,116.742,0.515,-0.081
'[14:20:50.764 26/01/1995]',-0.028,0.023,116.742,0.515,-0.081
'[14:20:50.766 26/01/1995]',-0.026,0.023,116.742,0.515,-0.081
'[14:20:50.768 26/01/1995]',-0.024,0.023,114.987,0.525,-0.073
'[14:20:50.770 26/01/1995]',-0.022,0.023,114.987,0.525,-0.073
'[14:20:50.772 26/01/1995]',-0.021,0.023,114.987,0.525,-0.073
'[14:20:50.774 26/01/1995]',-0.020,0.023,114.987,0.525,-0.073
'[14:20:50.776 26/01/1995]',-0.019,0.023,113.083,0.530,-0.066
'[14:20:50.778 26/01/1995]',-0.017,0.023,113.083,0.530,-0.066
'[14:20:50.780 26/01/1995]',-0.016,0.023,113.083,0.530,-0.066
'[14:20:50.782 26/01/1995]',-0.015,0.023,113.083,0.530,-0.066
'[14:20:50.784 26/01/1995]',-0.016,0.023,110.977,0.533,-0.059
'[14:20:50.786 26/01/1995]',-0.017,0.023,110.977,0.533,-0.059
'[14:20:50.788 26/01/1995]',-0.018,0.023,110.977,0.533,-0.059
'[14:20:50.790 26/01/1995]',-0.019,0.023,110.977,0.533,-0.059
'[14:20:50.792 26/01/1995]',-0.021,0.023,108.622,0.530,-0.051
'[14:20:50.794 26/01/1995]',-0.022,0.023,108.622,0.530,-0.051
'[14:20:50.796 26/01/1995]',-0.023,0.023,108.622,0.530,-0.051
'[14:20:50.798 26/01/1995]',-0.024,0.023,108.622,0.530,-0.051
'[14:20:50.800 26/01/1995]',-0.025,0.023,106.015,0.526,-0.043
'[14:20:50.802 26/01/1995]',-0.027,0.023,106.015,0.526,-0.043
'[14:20:50.804 26/01/1995]',-0.026,0.023,106.015,0.526,-0.043
'[14:20:50.806 26/01/1995]',-0.026,0.023,106.015,0.526,-0.043
'[14:20:50.808 26/01/1995]',-0.024,0.023,103.208,0.518,-0.035
'[14:20:50.810 26/01/1995]',-0.022,0.023,103.208,0.518,-0.035
'[14:20:50.812 26/01/1995]',-0.021,0.023,103.208,0.518,-0.035
'[14:20:50.814 26/01/1995]',-0.019,0.023,103.208,0.518,-0.035
'[14:20:50.816 26/01/1995]',-0.017,0.023,100.301,0.506,-0.028
'[14:20:50.818 26/01/1995]',-0.015,0.023,100.301,0.506,-0.028
'[14:20:50.820 26/01/1995]',-0.014,0.023,100.301,0.506,-0.028
'[14:20:50.822 26/01/1995]',-0.012,0.023,100.301,0.506,-0.028
'[14:20:50.824 26/01/1995]',-0.011,0.023,97.343,0.491,-0.021
'[14:20:50.826 26/01/1995]',-0.010,0.023,97.343,0.491,-0.021
'[14:20:50.828 26/01/1995]',-0.008,0.023,97.343,0.491,-0.021
'[14:20:50.830 26/01/1995]',-0.007,0.023,97.343,0.491,-0.021
'[14:20:50.832 26/01/1995]',-0.005,0.023,94.586,0.474,-0.013
'[14:20:50.834 26/01/1995]',-0.003,0.023,94.586,0.474,-0.013
'[14:20:50.836 26/01/1995]',-0.001,0.023,94.586,0.474,-0.013
'[14:20:50.838 26/01/1995]',0.001,0.023,94.586,0.474,-0.013
'[14:20:50.840 26/01/1995]',0.004,0.023,92.030,0.452,-0.004
'[14:20:50.842 26/01/1995]',0.007,0.023,92.030,0.452,-0.004
'[14:20:50.844 26/01/1995]',0.009,0.023,92.030,0.452,-0.004
'[14:20:50.846 26/01/1995]',0.011,0.023,92.030,0.452,-0.004
'[14:20:50.848 26/01/1995]',0.011,0.023,89.875,0.429,0.005
'[14:20:50.850 26/01/1995]',0.011,0.023,89.875,0.429,0.005
'[14:20:50.852 26/01/1995]',0.010,0.023,89.875,0.429,0.005
'[14:20:50.854 26/01/1995]',0.009,0.023,89.875,0.429,0.005
'[14:20:50.856 26/01/1995]',0.006,0.023,87.920,0.403,0.014
'[14:20:50.858 26/01/1995]',0.004,0.023,87.920,0.403,0.014
'[14:20:50.860 26/01/1995]',0.001,0.023,87.920,0.403,0.014
'[14:20:50.862 26/01/1995]',-0.001,0.023,87.920,0.403,0.014
'[14:20:50.864 26/01/1995]',-0.001,0.023,86.416,0.373,0.022
'[14:20:50.866 26/01/1995]',-0.001,0.023,86.416,0.373,0.022
'[14:20:50.868 26/01/1995]',-0.000,0.023,86.416,0.373,0.022
'[14:20:50.870 26/01/1995]',0.000,0.023,86.416,0.373,0.022
'[14:20:50.872 26/01/1995]',0.000,0.023,85.163,0.342,0.031
'[14:20:50.874 26/01/1995]',0.000,0.023,85.163,0.342,0.031
'[14:20:50.876 26/01/1995]',0.000,0.023,85.163,0.342,0.031
'[14:20:50.878 26/01/1995]',0.000,0.023,85.163,0.342,0.031
'[14:20:50.880 26/01/1995]',0.000,0.023,84.261,0.308,0.039
'[14:20:50.882 26/01/1995]',0.000,0.023,84.261,0.308,0.039
'[14:20:50.884 26/01/1995]',0.001,0.023,84.261,0.308,0.039
'[14:20:50.886 26/01/1995]',0.002,0.023,84.261,0.308,0.039
'[14:20:50.888 26/01/1995]',0.004,0.023,83.459,0.273,0.047
'[14:20:50.890 26/01/1995]',0.006,0.023,83.459,0.273,0.047
'[14:20:50.892 26/01/1995]',0.008,0.023,83.459,0.273,0.047
'[14:20:50.894 26/01/1995]',0.010,0.023,83.459,0.273,0.047
'[14:20:50.896 26/01/1995]',0.011,0.023,82.907,0.236,0.055
'[14:20:50.898 26/01/1995]',0.011,0.023,82.907,0.236,0.055
'[14:20:50.900 26/01/1995]',0.011,0.023,82.907,0.236,0.055
'[14:20:50.902 26/01/1995]',0.011,0.023,82.907,0.236,0.055
'[14:20:50.904 26/01/1995]',0.011,0.023,82.456,0.200,0.062
'[14:20:50.906 26/01/1995]',0.011,0.023,82.456,0.200,0.062
'[14:20:50.908 26/01/1995]',0.011,0.023,82.456,0.200,0.062
'[14:20:50.910 26/01/1995]',0.011,0.023,82.456,0.200,0.062
'[14:20:50.912 26/01/1995]',0.011,0.023,82.105,0.163,0.070
'[14:20:50.914 26/01/1995]',0.011,0.023,82.105,0.163,0.070
'[14:20:50.916 26/01/1995]',0.010,0.023,82.105,0.163,0.070
'[14:20:50.918 26/01/1995]',0.010,0.023,82.105,0.163,0.070
'[14:20:50.920 26/01/1995]',0.008,0.023,81.905,0.127,0.077
'[14:20:50.922 26/01/1995]',0.007,0.023,81.905,0.127,0.077
'[14:20:50.924 26/01/1995]',0.004,0.023,81.905,0.127,0.077
'[14:20:50.926 26/01/1995]',0.002,0.023,81.905,0.127,0.077
'[14:20:50.928 26/01/1995]',0.001,0.023,81.604,0.092,0.085
'[14:20:50.930 26/01/1995]',0.000,0.023,81.604,0.092,0.085
'[14:20:50.932 26/01/1995]',-0.000,0.023,81.604,0.092,0.085
'[14:20:50.934 26/01/1995]',-0.001,0.023,81.604,0.092,0.085
'[14:20:50.936 26/01/1995]',-0.000,0.023,81.353,0.059,0.093
'[14:20:50.938 26/01/1995]',0.000,0.023,81.353,0.059,0.093
'[14:20:50.940 26/01/1995]',0.000,0.023,81.353,0.059,0.093
'[14:20:50.942 26/01/1995]',0.000,0.023,81.353,0.059,0.093
'[14:20:50.944 26/01/1995]',-0.000,0.023,81.053,0.026,0.101
'[14:20:50.946 26/01/1995]',-0.001,0.023,81.053,0.026,0.101
'[14:20:50.948 26/01/1995]',-0.002,0.023,81.053,0.026,0.101
'[14:20:50.950 26/01/1995]',-0.003,0.023,81.053,0.026,0.101
'[14:20:50.952 26/01/1995]',-0.003,0.023,80.702,-0.004,0.109
'[14:20:50.954 26/01/1995]',-0.004,0.023,80.702,-0.004,0.109
'[14:20:50.956 26/01/1995]',-0.003,0.023,80.702,-0.004,0.109
'[14:20:50.958 26/01/1995]',-0.002,0.023,80.702,-0.004,0.109
'[14:20:50.960 26/01/1995]',0.001,0.023,80.351,-0.033,0.117
'[14:20:50.962 26/01/1995]',0.004,0.023,80.351,-0.033,0.117
'[14:20:50.964 26/01/1995]',0.009,0.023,80.351,-0.033,0.117
'[14:20:50.966 26/01/1995]',0.013,0.023,80.351,-0.033,0.117
'[14:20:50.968 26/01/1995]',0.021,0.024,79.950,-0.060,0.123
'[14:20:50.970 26/01/1995]',0.028,0.025,79.950,-0.060,0.123
'[14:20:50.972 26/01/1995]',0.037,0.027,79.950,-0.060,0.123
'[14:20:50.974 26/01/1995]',0.047,0.028,79.950,-0.060,0.123
'[14:20:50.976 26/01/1995]',0.058,0.031,79.549,-0.083,0.131
'[14:20:50.978 26/01/1995]',0.070,0.033,79.549,-0.083,0.131
'[14:20:50.980 26/01/1995]',0.081,0.035,79.549,-0.083,0.131
'[14:20:50.982 26/01/1995]',0.092,0.037,79.549,-0.083,0.131
'[14:20:50.984 26/01/1995]',0.102,0.040,79.098,-0.107,0.138
'[14:20:50.986 26/01/1995]',0.111,0.043,79.098,-0.107,0.138
'[14:20:50.988 26/01/1995]',0.118,0.047,79.098,-0.107,0.138
'[14:20:50.990 26/01/1995]',0.125,0.050,79.098,-0.107,0.138
'[14:20:50.992 26/01/1995]',0.128,0.052,78.546,-0.127,0.145
'[14:20:50.994 26/01/1995]',0.132,0.053,78.546,-0.127,0.145
'[14:20:50.996 26/01/1995]',0.135,0.054,78.546,-0.127,0.145
'[14:20:50.998 26/01/1995]',0.137,0.055,78.546,-0.127,0.145
'[14:20:51.000 26/01/1995]',0.139,0.054,77.945,-0.146,0.153
'[14:20:51.002 26/01/1995]',0.141,0.053,77.945,-0.146,0.153
'[14:20:51.004 26/01/1995]',0.143,0.050,77.945,-0.146,0.153
'[14:20:51.006 26/01/1995]',0.145,0.047,77.945,-0.146,0.153
'[14:20:51.008 26/01/1995]',0.146,0.044,77.393,-0.165,0.163
'[14:20:51.010 26/01/1995]',0.147,0.042,77.393,-0.165,0.163
'[14:20:51.012 26/01/1995]',0.147,0.038,77.393,-0.165,0.163
'[14:20:51.014 26/01/1995]',0.147,0.035,77.393,-0.165,0.163
'[14:20:51.016 26/01/1995]',0.145,0.032,76.742,-0.181,0.172
'[14:20:51.018 26/01/1995]',0.144,0.028,76.742,-0.181,0.172
'[14:20:51.020 26/01/1995]',0.143,0.026,76.742,-0.181,0.172
'[14:20:51.022 26/01/1995]',0.142,0.023,76.742,-0.181,0.172
'[14:20:51.024 26/01/1995]',0.140,0.022,76.140,-0.197,0.180
'[14:20:51.026 26/01/1995]',0.138,0.022,76.140,-0.197,0.180
'[14:20:51.028 26/01/1995]',0.135,0.019,76.140,-0.197,0.180
'[14:20:51.030 26/01/1995]',0.131,0.017,76.140,-0.197,0.180
'[14:20:51.032 26/01/1995]',0.125,0.014,75.489,-0.210,0.189
'[14:20:51.034 26/01/1995]',0.120,0.012,75.489,-0.210,0.189
'[14:20:51.036 26/01/1995]',0.113,0.010,75.489,-0.210,0.189
'[14:20:51.038 26/01/1995]',0.105,0.008,75.489,-0.210,0.189
'[14:20:51.040 26/01/1995]',0.098,0.007,74.887,-0.226,0.197
'[14:20:51.042 26/01/1995]',0.090,0.007,74.887,-0.226,0.197
'[14:20:51.044 26/01/1995]',0.081,0.006,74.887,-0.226,0.197
'[14:20:51.046 26/01/1995]',0.072,0.005,74.887,-0.226,0.197
'[14:20:51.048 26/01/1995]',0.061,0.006,74.336,-0.237,0.205
'[14:20:51.050 26/01/1995]',0.051,0.007,74.336,-0.237,0.205
'[14:20:51.052 26/01/1995]',0.039,0.008,74.336,-0.237,0.205
'[14:20:51.054 26/01/1995]',0.027,0.010,74.336,-0.237,0.205
'[14:20:51.056 26/01/1995]',0.017,0.012,73.734,-0.253,0.214
'[14:20:51.058 26/01/1995]',0.007,0.013,73.734,-0.253,0.214
'[14:20:51.060 26/01/1995]',-0.000,0.013,73.734,-0.253,0.214
'[14:20:51.062 26/01/1995]',-0.008,0.012,73.734,-0.253,0.214
'[14:20:51.064 26/01/1995]',-0.014,0.012,73.183,-0.263,0.224
'[14:20:51.066 26/01/1995]',-0.020,0.012,73.183,-0.263,0.224
'[14:20:51.068 26/01/1995]',-0.025,0.012,73.183,-0.263,0.224
'[14:20:51.070 26/01/1995]',-0.031,0.012,73.183,-0.263,0.224
'[14:20:51.072 26/01/1995]',-0.035,0.012,72.682,-0.274,0.234
'[14:20:51.074 26/01/1995]',-0.040,0.012,72.682,-0.274,0.234
'[14:20:51.076 26/01/1995]',-0.044,0.012,72.682,-0.274,0.234
'[14:20:51.078 26/01/1995]',-0.048,0.012,72.682,-0.274,0.234
'[14:20:51.080 26/01/1995]',-0.051,0.011,72.130,-0.286,0.243
'[14:20:51.082 26/01/1995]',-0.054,0.010,72.130,-0.286,0.243
'[14:20:51.084 26/01/1995]',-0.056,0.008,72.130,-0.286,0.243
'[14:20:51.086 26/01/1995]',-0.057,0.007,72.130,-0.286,0.243
'[14:20:51.088 26/01/1995]',-0.059,0.006,71.679,-0.295,0.254
'[14:20:51.090 26/01/1995]',-0.060,0.005,71.679,-0.295,0.254
'[14:20:51.092 26/01/1995]',-0.062,0.005,71.679,-0.295,0.254
'[14:20:51.094 26/01/1995]',-0.063,0.005,71.679,-0.295,0.254
'[14:20:51.096 26/01/1995]',-0.064,0.005,71.178,-0.306,0.264
'[14:20:51.098 26/01/1995]',-0.064,0.005,71.178,-0.306,0.264
'[14:20:51.100 26/01/1995]',-0.064,0.005,71.178,-0.306,0.264
'[14:20:51.102 26/01/1995]',-0.063,0.005,71.178,-0.306,0.264
'[14:20:51.104 26/01/1995]',-0.063,0.005,70.727,-0.314,0.274
'[14:20:51.106 26/01/1995]',-0.063,0.005,70.727,-0.314,0.274
'[14:20:51.108 26/01/1995]',-0.062,0.006,70.727,-0.314,0.274
'[14:20:51.110 26/01/1995]',-0.061,0.007,70.727,-0.314,0.274
'[14:20:51.112 26/01/1995]',-0.058,0.010,70.276,-0.322,0.284
'[14:20:51.114 26/01/1995]',-0.055,0.013,70.276,-0.322,0.284
'[14:20:51.116 26/01/1995]',-0.048,0.022,70.276,-0.322,0.284
'[14:20:51.118 26/01/1995]',-0.042,0.030,70.276,-0.322,0.284
'[14:20:51.120 26/01/1995]',-0.031,0.044,69.875,-0.330,0.294
'[14:20:51.122 26/01/1995]',-0.020,0.058,69.875,-0.330,0.294
'[14:20:51.124 26/01/1995]',-0.003,0.079,69.875,-0.330,0.294
'[14:20:51.126 26/01/1995]',0.014,0.100,69.875,-0.330,0.294
'[14:20:51.128 26/01/1995]',0.039,0.124,69.424,-0.338,0.305
'[14:20:51.130 26/01/1995]',0.063,0.148,69.424,-0.338,0.305
'[14:20:51.132 26/01/1995]',0.095,0.168,69.424,-0.338,0.305
'[14:20:51.134 26/01/1995]',0.127,0.188,69.424,-0.338,0.305
'[14:20:51.136 26/01/1995]',0.165,0.198,69.073,-0.345,0.317
'[14:20:51.138 26/01/1995]',0.203,0.207,69.073,-0.345,0.317
'[14:20:51.140 26/01/1995]',0.246,0.199,69.073,-0.345,0.317
'[14:20:51.142 26/01/1995]',0.288,0.192,69.073,-0.345,0.317
'[14:20:51.144 26/01/1995]',0.339,0.169,68.672,-0.352,0.327
'[14:20:51.146 26/01/1995]',0.390,0.147,68.672,-0.352,0.327
'[14:20:51.148 26/01/1995]',0.447,0.109,68.672,-0.352,0.327
'[14:20:51.150 26/01/1995]',0.505,0.072,68.672,-0.352,0.327
'[14:20:51.152 26/01/1995]',0.561,0.025,68.321,-0.357,0.336
'[14:20:51.154 26/01/1995]',0.617,-0.022,68.321,-0.357,0.336
'[14:20:51.156 26/01/1995]',0.656,-0.075,68.321,-0.357,0.336
'[14:20:51.158 26/01/1995]',0.694,-0.128,68.321,-0.357,0.336
'[14:20:51.160 26/01/1995]',0.701,-0.179,67.970,-0.362,0.344
'[14:20:51.162 26/01/1995]',0.707,-0.230,67.970,-0.362,0.344
'[14:20:51.164 26/01/1995]',0.675,-0.266,67.970,-0.362,0.344
'[14:20:51.166 26/01/1995]',0.644,-0.302,67.970,-0.362,0.344
'[14:20:51.168 26/01/1995]',0.586,-0.311,67.619,-0.368,0.351
'[14:20:51.170 26/01/1995]',0.528,-0.320,67.619,-0.368,0.351
'[14:20:51.172 26/01/1995]',0.462,-0.297,67.619,-0.368,0.351
'[14:20:51.174 26/01/1995]',0.397,-0.275,67.619,-0.368,0.351
'[14:20:51.176 26/01/1995]',0.341,-0.222,67.268,-0.374,0.357
'[14:20:51.178 26/01/1995]',0.285,-0.168,67.268,-0.374,0.357
'[14:20:51.180 26/01/1995]',0.250,-0.094,67.268,-0.374,0.357
'[14:20:51.182 26/01/1995]',0.214,-0.020,67.268,-0.374,0.357
'[14:20:51.184 26/01/1995]',0.197,0.067,66.967,-0.376,0.362
'[14:20:51.186 26/01/1995]',0.180,0.153,66.967,-0.376,0.362
'[14:20:51.188 26/01/1995]',0.173,0.242,66.967,-0.376,0.362
'[14:20:51.190 26/01/1995]',0.166,0.332,66.967,-0.376,0.362
'[14:20:51.192 26/01/1995]',0.154,0.419,66.667,-0.380,0.366
'[14:20:51.194 26/01/1995]',0.142,0.507,66.667,-0.380,0.366
'[14:20:51.196 26/01/1995]',0.117,0.588,66.667,-0.380,0.366
'[14:20:51.198 26/01/1995]',0.092,0.668,66.667,-0.380,0.366
'[14:20:51.200 26/01/1995]',0.055,0.738,66.366,-0.385,0.369
'[14:20:51.202 26/01/1995]',0.018,0.807,66.366,-0.385,0.369
'[14:20:51.204 26/01/1995]',-0.022,0.858,66.366,-0.385,0.369
'[14:20:51.206 26/01/1995]',-0.061,0.910,66.366,-0.385,0.369
'[14:20:51.208 26/01/1995]',-0.091,0.942,66.165,-0.415,0.372
'[14:20:51.210 26/01/1995]',-0.121,0.973,66.165,-0.415,0.372
'[14:20:51.212 26/01/1995]',-0.133,0.977,66.165,-0.415,0.372
'[14:20:51.214 26/01/1995]',-0.146,0.980,66.165,-0.415,0.372
'[14:20:51.216 26/01/1995]',-0.143,0.947,65.915,-0.419,0.373
'[14:20:51.218 26/01/1995]',-0.140,0.913,65.915,-0.419,0.373
'[14:20:51.220 26/01/1995]',-0.129,0.843,65.915,-0.419,0.373
'[14:20:51.222 26/01/1995]',-0.118,0.773,65.915,-0.419,0.373
'[14:20:51.224 26/01/1995]',-0.107,0.677,65.614,-0.421,0.373
'[14:20:51.226 26/01/1995]',-0.097,0.582,65.614,-0.421,0.373
'[14:20:51.228 26/01/1995]',-0.091,0.481,65.614,-0.421,0.373
'[14:20:51.230 26/01/1995]',-0.086,0.380,65.614,-0.421,0.373
'[14:20:51.232 26/01/1995]',-0.085,0.292,65.263,-0.423,0.372
'[14:20:51.234 26/01/1995]',-0.084,0.205,65.263,-0.423,0.372
'[14:20:51.236 26/01/1995]',-0.086,0.142,65.263,-0.423,0.372
'[14:20:51.238 26/01/1995]',-0.087,0.080,65.263,-0.423,0.372
'[14:20:51.240 26/01/1995]',-0.088,0.041,64.912,-0.424,0.369
'[14:20:51.242 26/01/1995]',-0.089,0.002,64.912,-0.424,0.369
'[14:20:51.244 26/01/1995]',-0.090,-0.018,64.912,-0.424,0.369
'[14:20:51.246 26/01/1995]',-0.090,-0.037,64.912,-0.424,0.369
'[14:20:51.248 26/01/1995]',-0.090,-0.047,64.561,-0.425,0.364
'[14:20:51.250 26/01/1995]',-0.090,-0.057,64.561,-0.425,0.364
'[14:20:51.252 26/01/1995]',-0.090,-0.063,64.561,-0.425,0.364
'[14:20:51.254 26/01/1995]',-0.090,-0.070,64.561,-0.425,0.364
'[14:20:51.256 26/01/1995]',-0.090,-0.077,64.160,-0.428,0.357
'[14:20:51.258 26/01/1995]',-0.089,-0.083,64.160,-0.428,0.357
'[14:20:51.260 26/01/1995]',-0.088,-0.088,64.160,-0.428,0.357
'[14:20:51.262 26/01/1995]',-0.086,-0.093,64.160,-0.428,0.357
'[14:20:51.264 26/01/1995]',-0.083,-0.096,63.759,-0.428,0.348
'[14:20:51.266 26/01/1995]',-0.080,-0.098,63.759,-0.428,0.348
'[14:20:51.268 26/01/1995]',-0.076,-0.098,63.759,-0.428,0.348
'[14:20:51.270 26/01/1995]',-0.073,-0.098,63.759,-0.428,0.348
'[14:20:51.272 26/01/1995]',-0.070,-0.098,63.308,-0.429,0.338
'[14:20:51.274 26/01/1995]',-0.068,-0.098,63.308,-0.429,0.338
'[14:20:51.276 26/01/1995]',-0.066,-0.098,63.308,-0.429,0.338
'[14:20:51.278 26/01/1995]',-0.063,-0.097,63.308,-0.429,0.338
'[14:20:51.280 26/01/1995]',-0.061,-0.095,62.907,-0.429,0.326
'[14:20:51.282 26/01/1995]',-0.059,-0.093,62.907,-0.429,0.326
'[14:20:51.284 26/01/1995]',-0.057,-0.092,62.907,-0.429,0.326
'[14:20:51.286 26/01/1995]',-0.056,-0.092,62.907,-0.429,0.326
'[14:20:51.288 26/01/1995]',-0.054,-0.091,62.456,-0.428,0.313
'[14:20:51.290 26/01/1995]',-0.053,-0.090,62.456,-0.428,0.313
'[14:20:51.292 26/01/1995]',-0.053,-0.088,62.456,-0.428,0.313
'[14:20:51.294 26/01/1995]',-0.053,-0.087,62.456,-0.428,0.313
'[14:20:51.296 26/01/1995]',-0.052,-0.086,62.105,-0.428,0.299
'[14:20:51.298 26/01/1995]',-0.052,-0.085,62.105,-0.428,0.299
'[14:20:51.300 26/01/1995]',-0.050,-0.085,62.105,-0.428,0.299
'[14:20:51.302 26/01/1995]',-0.049,-0.085,62.105,-0.428,0.299
'[14:20:51.304 26/01/1995]',-0.046,-0.086,61.805,-0.426,0.285
'[14:20:51.306 26/01/1995]',-0.044,-0.087,61.805,-0.426,0.285
'[14:20:51.308 26/01/1995]',-0.041,-0.087,61.805,-0.426,0.285
'[14:20:51.310 26/01/1995]',-0.037,-0.087,61.805,-0.426,0.285
'[14:20:51.312 26/01/1995]',-0.034,-0.086,61.704,-0.426,0.272
'[14:20:51.314 26/01/1995]',-0.031,-0.085,61.704,-0.426,0.272
'[14:20:51.316 26/01/1995]',-0.027,-0.085,61.704,-0.426,0.272
'[14:20:51.318 26/01/1995]',-0.024,-0.085,61.704,-0.426,0.272
'[14:20:51.320 26/01/1995]',-0.021,-0.086,62.105,-0.426,0.259
'[14:20:51.322 26/01/1995]',-0.018,-0.087,62.105,-0.426,0.259
'[14:20:51.324 26/01/1995]',-0.017,-0.087,62.105,-0.426,0.259
'[14:20:51.326 26/01/1995]',-0.016,-0.087,62.105,-0.426,0.259
'[14:20:51.328 26/01/1995]',-0.017,-0.086,63.308,-0.425,0.245
'[14:20:51.330 26/01/1995]',-0.017,-0.085,63.308,-0.425,0.245
'[14:20:51.332 26/01/1995]',-0.016,-0.085,63.308,-0.425,0.245
'[14:20:51.334 26/01/1995]',-0.015,-0.085,63.308,-0.425,0.245
'[14:20:51.336 26/01/1995]',-0.014,-0.086,65.664,-0.423,0.233
'[14:20:51.338 26/01/1995]',-0.013,-0.087,65.664,-0.423,0.233
'[14:20:51.340 26/01/1995]',-0.011,-0.087,65.664,-0.423,0.233
'[14:20:51.342 26/01/1995]',-0.010,-0.088,65.664,-0.423,0.233
'[14:20:51.344 26/01/1995]',-0.008,-0.089,69.373,-0.422,0.220
'[14:20:51.346 26/01/1995]',-0.006,-0.090,69.373,-0.422,0.220
'[14:20:51.348 26/01/1995]',-0.003,-0.092,69.373,-0.422,0.220
'[14:20:51.350 26/01/1995]',0.000,-0.093,69.373,-0.422,0.220
'[14:20:51.352 26/01/1995]',0.002,-0.096,74.236,-0.421,0.208
'[14:20:51.354 26/01/1995]',0.004,-0.098,74.236,-0.421,0.208
'[14:20:51.356 26/01/1995]',0.007,-0.099,74.236,-0.421,0.208
'[14:20:51.358 26/01/1995]',0.010,-0.100,74.236,-0.421,0.208
'[14:20:51.360 26/01/1995]',0.014,-0.102,79.900,-0.418,0.197
'[14:20:51.362 26/01/1995]',0.018,-0.103,79.900,-0.418,0.197
'[14:20:51.364 26/01/1995]',0.022,-0.104,79.900,-0.418,0.197
'[14:20:51.366 26/01/1995]',0.026,-0.105,79.900,-0.418,0.197
'[14:20:51.368 26/01/1995]',0.029,-0.106,86.065,-0.415,0.185
'[14:20:51.370 26/01/1995]',0.032,-0.107,86.065,-0.415,0.185
'[14:20:51.372 26/01/1995]',0.034,-0.108,86.065,-0.415,0.185
'[14:20:51.374 26/01/1995]',0.035,-0.110,86.065,-0.415,0.185
'[14:20:51.376 26/01/1995]',0.036,-0.111,92.281,-0.407,0.173
'[14:20:51.378 26/01/1995]',0.036,-0.112,92.281,-0.407,0.173
'[14:20:51.380 26/01/1995]',0.037,-0.114,92.281,-0.407,0.173
'[14:20:51.382 26/01/1995]',0.037,-0.117,92.281,-0.407,0.173
'[14:20:51.384 26/01/1995]',0.038,-0.120,98.396,-0.399,0.161
'[14:20:51.386 26/01/1995]',0.039,-0.123,98.396,-0.399,0.161
'[14:20:51.388 26/01/1995]',0.041,-0.126,98.396,-0.399,0.161
'[14:20:51.390 26/01/1995]',0.042,-0.128,98.396,-0.399,0.161
'[14:20:51.392 26/01/1995]',0.044,-0.130,104.110,-0.385,0.147
'[14:20:51.394 26/01/1995]',0.046,-0.132,104.110,-0.385,0.147
'[14:20:51.396 26/01/1995]',0.048,-0.133,104.110,-0.385,0.147
'[14:20:51.398 26/01/1995]',0.050,-0.135,104.110,-0.385,0.147
'[14:20:51.400 26/01/1995]',0.052,-0.138,109.173,-0.366,0.135
'[14:20:51.402 26/01/1995]',0.055,-0.142,109.173,-0.366,0.135
'[14:20:51.404 26/01/1995]',0.057,-0.144,109.173,-0.366,0.135
'[14:20:51.406 26/01/1995]',0.058,-0.147,109.173,-0.366,0.135
'[14:20:51.408 26/01/1995]',0.059,-0.148,113.434,-0.340,0.121
'[14:20:51.410 26/01/1995]',0.059,-0.150,113.434,-0.340,0.121
'[14:20:51.412 26/01/1995]',0.059,-0.152,113.434,-0.340,0.121
'[14:20:51.414 26/01/1995]',0.059,-0.153,113.434,-0.340,0.121
'[14:20:51.416 26/01/1995]',0.059,-0.156,116.942,-0.306,0.108
'[14:20:51.418 26/01/1995]',0.058,-0.158,116.942,-0.306,0.108
'[14:20:51.420 26/01/1995]',0.057,-0.159,116.942,-0.306,0.108
'[14:20:51.422 26/01/1995]',0.057,-0.160,116.942,-0.306,0.108
'[14:20:51.424 26/01/1995]',0.056,-0.160,119.699,-0.267,0.095
'[14:20:51.426 26/01/1995]',0.055,-0.160,119.699,-0.267,0.095
