'Time and date','II ','V ','PLETH ','RESP '
'[08:22:43.260 24/01/1995]',-0.128,0.003,0.153,-
'[08:22:43.262 24/01/1995]',-0.128,0.003,0.153,-
'[08:22:43.264 24/01/1995]',-0.128,0.003,0.246,-
'[08:22:43.266 24/01/1995]',-0.160,0.003,0.246,-
'[08:22:43.268 24/01/1995]',-0.160,0.003,0.246,-
'[08:22:43.270 24/01/1995]',-0.160,0.003,0.246,-
'[08:22:43.272 24/01/1995]',-0.160,0.003,0.323,-
'[08:22:43.274 24/01/1995]',-0.160,0.003,0.323,-
'[08:22:43.276 24/01/1995]',-0.128,0.003,0.323,-
'[08:22:43.278 24/01/1995]',-0.128,0.003,0.323,-
'[08:22:43.280 24/01/1995]',-0.160,0.003,0.407,-
'[08:22:43.282 24/01/1995]',-0.160,0.003,0.407,-
'[08:22:43.284 24/01/1995]',-0.160,0.003,0.407,-
'[08:22:43.286 24/01/1995]',-0.160,0.003,0.407,-
'[08:22:43.288 24/01/1995]',-0.160,0.003,0.476,-
'[08:22:43.290 24/01/1995]',-0.160,0.003,0.476,-
'[08:22:43.292 24/01/1995]',-0.160,0.035,0.476,-
'[08:22:43.294 24/01/1995]',-0.160,0.035,0.476,-
'[08:22:43.296 24/01/1995]',-0.160,0.035,0.530,-
'[08:22:43.298 24/01/1995]',-0.160,0.035,0.530,-
'[08:22:43.300 24/01/1995]',-0.160,0.035,0.530,-
'[08:22:43.302 24/01/1995]',-0.128,0.035,0.530,-
'[08:22:43.304 24/01/1995]',-0.128,0.003,0.577,-
'[08:22:43.306 24/01/1995]',-0.128,0.003,0.577,-
'[08:22:43.308 24/01/1995]',-0.128,0.003,0.577,-
'[08:22:43.310 24/01/1995]',-0.128,0.035,0.577,-
'[08:22:43.312 24/01/1995]',-0.128,0.003,0.607,-
'[08:22:43.314 24/01/1995]',-0.128,0.035,0.607,-
'[08:22:43.316 24/01/1995]',-0.128,0.003,0.607,-
'[08:22:43.318 24/01/1995]',-0.128,0.003,0.607,-
'[08:22:43.320 24/01/1995]',-0.095,0.003,0.630,-
'[08:22:43.322 24/01/1995]',-0.095,0.003,0.630,-
'[08:22:43.324 24/01/1995]',-0.095,0.003,0.630,-
'[08:22:43.326 24/01/1995]',-0.095,0.035,0.630,-
'[08:22:43.328 24/01/1995]',-0.095,0.035,0.653,-
'[08:22:43.330 24/01/1995]',-0.095,0.035,0.653,-
'[08:22:43.332 24/01/1995]',-0.095,0.035,0.653,-
'[08:22:43.334 24/01/1995]',-0.095,0.035,0.653,-
'[08:22:43.336 24/01/1995]',-0.095,0.035,0.661,-
'[08:22:43.338 24/01/1995]',-0.095,0.035,0.661,-
'[08:22:43.340 24/01/1995]',-0.062,0.035,0.661,-
'[08:22:43.342 24/01/1995]',-0.062,0.035,0.661,-
'[08:22:43.344 24/01/1995]',-0.062,0.035,0.661,-
'[08:22:43.346 24/01/1995]',-0.062,0.035,0.661,-
'[08:22:43.348 24/01/1995]',-0.030,0.035,0.661,-
'[08:22:43.350 24/01/1995]',-0.030,0.035,0.661,-
'[08:22:43.352 24/01/1995]',-0.030,0.035,0.645,-
'[08:22:43.354 24/01/1995]',-0.030,0.035,0.645,-
'[08:22:43.356 24/01/1995]',-0.030,0.035,0.645,-
'[08:22:43.358 24/01/1995]',0.003,0.035,0.645,-
'[08:22:43.360 24/01/1995]',0.003,0.035,0.638,-
'[08:22:43.362 24/01/1995]',0.003,0.035,0.638,-
'[08:22:43.364 24/01/1995]',0.003,0.035,0.638,-
'[08:22:43.366 24/01/1995]',0.034,0.035,0.638,-
'[08:22:43.368 24/01/1995]',0.034,0.035,0.600,-
'[08:22:43.370 24/01/1995]',0.034,0.035,0.600,-
'[08:22:43.372 24/01/1995]',0.034,0.035,0.600,-
'[08:22:43.374 24/01/1995]',0.034,0.003,0.600,-
'[08:22:43.376 24/01/1995]',0.034,0.003,0.577,-
'[08:22:43.378 24/01/1995]',0.003,0.003,0.577,-
'[08:22:43.380 24/01/1995]',0.003,0.003,0.577,-
'[08:22:43.382 24/01/1995]',0.003,0.003,0.577,-
'[08:22:43.384 24/01/1995]',0.003,0.003,0.538,-
'[08:22:43.386 24/01/1995]',0.003,0.003,0.538,-
'[08:22:43.388 24/01/1995]',0.003,0.003,0.538,-
'[08:22:43.390 24/01/1995]',0.003,0.003,0.538,-
'[08:22:43.392 24/01/1995]',-0.030,0.003,0.484,-
'[08:22:43.394 24/01/1995]',-0.030,0.003,0.484,-
'[08:22:43.396 24/01/1995]',-0.030,0.003,0.484,-
'[08:22:43.398 24/01/1995]',-0.030,0.003,0.484,-
'[08:22:43.400 24/01/1995]',-0.030,0.003,0.438,-
'[08:22:43.402 24/01/1995]',-0.030,0.003,0.438,-
'[08:22:43.404 24/01/1995]',-0.030,0.003,0.438,-
'[08:22:43.406 24/01/1995]',-0.030,0.003,0.438,-
'[08:22:43.408 24/01/1995]',-0.030,0.003,0.369,-
'[08:22:43.410 24/01/1995]',-0.030,0.003,0.369,-
'[08:22:43.412 24/01/1995]',-0.030,0.003,0.369,-
'[08:22:43.414 24/01/1995]',-0.030,0.003,0.369,-
'[08:22:43.416 24/01/1995]',-0.030,0.003,0.315,-
'[08:22:43.418 24/01/1995]',-0.030,0.003,0.315,-
'[08:22:43.420 24/01/1995]',-0.030,0.003,0.315,-
'[08:22:43.422 24/01/1995]',-0.030,0.003,0.315,-
'[08:22:43.424 24/01/1995]',-0.030,0.003,0.261,-
'[08:22:43.426 24/01/1995]',-0.030,0.003,0.261,-
'[08:22:43.428 24/01/1995]',-0.030,0.003,0.261,-
'[08:22:43.430 24/01/1995]',-0.030,0.003,0.261,-
'[08:22:43.432 24/01/1995]',-0.030,0.003,0.200,-0.962
'[08:22:43.434 24/01/1995]',-0.030,0.003,0.200,-0.962
'[08:22:43.436 24/01/1995]',-0.030,0.003,0.200,-0.962
'[08:22:43.438 24/01/1995]',-0.030,0.003,0.200,-0.962
'[08:22:43.440 24/01/1995]',-0.030,0.003,0.146,-0.905
'[08:22:43.442 24/01/1995]',-0.030,0.003,0.146,-0.905
'[08:22:43.444 24/01/1995]',-0.062,0.003,0.146,-0.905
'[08:22:43.446 24/01/1995]',-0.062,0.003,0.146,-0.905
'[08:22:43.448 24/01/1995]',-0.062,0.003,0.092,-0.857
'[08:22:43.450 24/01/1995]',-0.030,0.003,0.092,-0.857
'[08:22:43.452 24/01/1995]',-0.030,0.035,0.092,-0.857
'[08:22:43.454 24/01/1995]',-0.030,0.035,0.092,-0.857
'[08:22:43.456 24/01/1995]',-0.030,0.035,-0.032,-0.814
'[08:22:43.458 24/01/1995]',-0.030,0.035,-0.032,-0.814
'[08:22:43.460 24/01/1995]',-0.030,0.003,-0.032,-0.814
'[08:22:43.462 24/01/1995]',-0.030,0.003,-0.032,-0.814
'[08:22:43.464 24/01/1995]',-0.030,0.035,-0.069,-0.776
'[08:22:43.466 24/01/1995]',-0.030,0.035,-0.069,-0.776
'[08:22:43.468 24/01/1995]',-0.030,0.035,-0.069,-0.776
'[08:22:43.470 24/01/1995]',-0.030,0.035,-0.069,-0.776
'[08:22:43.472 24/01/1995]',-0.030,0.035,-0.100,-0.744
'[08:22:43.474 24/01/1995]',-0.030,0.035,-0.100,-0.744
'[08:22:43.476 24/01/1995]',-0.030,0.035,-0.100,-0.744
'[08:22:43.478 24/01/1995]',-0.030,0.068,-0.100,-0.744
'[08:22:43.480 24/01/1995]',0.003,0.102,-0.125,-0.715
'[08:22:43.482 24/01/1995]',0.003,0.102,-0.125,-0.715
'[08:22:43.484 24/01/1995]',0.003,0.135,-0.125,-0.715
'[08:22:43.486 24/01/1995]',0.003,0.169,-0.125,-0.715
'[08:22:43.488 24/01/1995]',0.034,0.202,-0.156,-0.690
'[08:22:43.490 24/01/1995]',0.067,0.202,-0.156,-0.690
'[08:22:43.492 24/01/1995]',0.132,0.169,-0.156,-0.690
'[08:22:43.494 24/01/1995]',0.230,0.169,-0.156,-0.690
'[08:22:43.496 24/01/1995]',0.328,0.102,-0.175,-0.668
'[08:22:43.498 24/01/1995]',0.458,0.068,-0.175,-0.668
'[08:22:43.500 24/01/1995]',0.588,0.003,-0.175,-0.668
'[08:22:43.502 24/01/1995]',0.620,-0.030,-0.175,-0.668
'[08:22:43.504 24/01/1995]',0.620,-0.064,-0.200,-0.649
'[08:22:43.506 24/01/1995]',0.555,-0.131,-0.200,-0.649
'[08:22:43.508 24/01/1995]',0.458,-0.164,-0.200,-0.649
'[08:22:43.510 24/01/1995]',0.295,-0.198,-0.200,-0.649
'[08:22:43.512 24/01/1995]',0.165,-0.231,-0.212,-0.632
'[08:22:43.514 24/01/1995]',0.067,-0.264,-0.212,-0.632
'[08:22:43.516 24/01/1995]',0.003,-0.231,-0.212,-0.632
'[08:22:43.518 24/01/1995]',0.003,-0.231,-0.212,-0.632
'[08:22:43.520 24/01/1995]',-0.062,-0.231,-0.231,-0.618
'[08:22:43.522 24/01/1995]',-0.095,-0.231,-0.231,-0.618
'[08:22:43.524 24/01/1995]',-0.095,-0.198,-0.231,-0.618
'[08:22:43.526 24/01/1995]',-0.095,-0.164,-0.231,-0.618
'[08:22:43.528 24/01/1995]',-0.128,-0.131,-0.243,-0.605
'[08:22:43.530 24/01/1995]',-0.128,-0.097,-0.243,-0.605
'[08:22:43.532 24/01/1995]',-0.095,-0.064,-0.243,-0.605
'[08:22:43.534 24/01/1995]',-0.062,-0.030,-0.243,-0.605
'[08:22:43.536 24/01/1995]',-0.030,-0.030,-0.256,-0.593
'[08:22:43.538 24/01/1995]',0.003,-0.030,-0.256,-0.593
'[08:22:43.540 24/01/1995]',0.003,-0.030,-0.256,-0.593
'[08:22:43.542 24/01/1995]',0.003,-0.030,-0.256,-0.593
'[08:22:43.544 24/01/1995]',0.003,-0.030,-0.269,-0.583
'[08:22:43.546 24/01/1995]',0.003,0.003,-0.269,-0.583
'[08:22:43.548 24/01/1995]',0.003,0.003,-0.269,-0.583
'[08:22:43.550 24/01/1995]',0.003,0.003,-0.269,-0.583
'[08:22:43.552 24/01/1995]',0.003,0.003,-0.287,-0.575
'[08:22:43.554 24/01/1995]',-0.030,0.003,-0.287,-0.575
'[08:22:43.556 24/01/1995]',-0.030,0.003,-0.287,-0.575
'[08:22:43.558 24/01/1995]',-0.030,0.003,-0.287,-0.575
'[08:22:43.560 24/01/1995]',-0.030,0.003,-0.299,-0.567
'[08:22:43.562 24/01/1995]',-0.030,0.003,-0.299,-0.567
'[08:22:43.564 24/01/1995]',-0.030,0.003,-0.299,-0.567
'[08:22:43.566 24/01/1995]',-0.030,0.003,-0.299,-0.567
'[08:22:43.568 24/01/1995]',-0.062,0.003,-0.318,-0.560
'[08:22:43.570 24/01/1995]',-0.062,0.003,-0.318,-0.560
'[08:22:43.572 24/01/1995]',-0.062,0.003,-0.318,-0.560
'[08:22:43.574 24/01/1995]',-0.062,0.003,-0.318,-0.560
'[08:22:43.576 24/01/1995]',-0.062,0.003,-0.337,-0.554
'[08:22:43.578 24/01/1995]',-0.062,0.003,-0.337,-0.554
'[08:22:43.580 24/01/1995]',-0.062,0.003,-0.337,-0.554
'[08:22:43.582 24/01/1995]',-0.062,0.003,-0.337,-0.554
'[08:22:43.584 24/01/1995]',-0.062,0.003,-0.349,-0.549
'[08:22:43.586 24/01/1995]',-0.062,0.003,-0.349,-0.549
'[08:22:43.588 24/01/1995]',-0.062,0.003,-0.349,-0.549
'[08:22:43.590 24/01/1995]',-0.062,0.003,-0.349,-0.549
'[08:22:43.592 24/01/1995]',-0.062,0.003,-0.355,-0.545
'[08:22:43.594 24/01/1995]',-0.062,0.003,-0.355,-0.545
'[08:22:43.596 24/01/1995]',-0.062,0.035,-0.355,-0.545
'[08:22:43.598 24/01/1995]',-0.062,0.003,-0.355,-0.545
'[08:22:43.600 24/01/1995]',-0.062,0.035,-0.368,-0.541
'[08:22:43.602 24/01/1995]',-0.062,0.035,-0.368,-0.541
'[08:22:43.604 24/01/1995]',-0.062,0.035,-0.368,-0.541
'[08:22:43.606 24/01/1995]',-0.062,0.035,-0.368,-0.541
'[08:22:43.608 24/01/1995]',-0.062,0.035,-0.374,-0.537
'[08:22:43.610 24/01/1995]',-0.062,0.035,-0.374,-0.537
'[08:22:43.612 24/01/1995]',-0.062,0.035,-0.374,-0.537
'[08:22:43.614 24/01/1995]',-0.062,0.035,-0.374,-0.537
'[08:22:43.616 24/01/1995]',-0.062,0.035,-0.387,-0.534
'[08:22:43.618 24/01/1995]',-0.062,0.035,-0.387,-0.534
'[08:22:43.620 24/01/1995]',-0.030,0.035,-0.387,-0.534
'[08:22:43.622 24/01/1995]',-0.030,0.035,-0.387,-0.534
'[08:22:43.624 24/01/1995]',-0.030,0.035,-0.406,-0.532
'[08:22:43.626 24/01/1995]',-0.030,0.035,-0.406,-0.532
'[08:22:43.628 24/01/1995]',-0.030,0.035,-0.406,-0.532
'[08:22:43.630 24/01/1995]',-0.030,0.035,-0.406,-0.532
'[08:22:43.632 24/01/1995]',-0.030,0.035,-0.411,-0.530
'[08:22:43.634 24/01/1995]',-0.030,0.035,-0.411,-0.530
'[08:22:43.636 24/01/1995]',0.003,0.035,-0.411,-0.530
'[08:22:43.638 24/01/1995]',0.003,0.035,-0.411,-0.530
'[08:22:43.640 24/01/1995]',0.003,0.035,-0.424,-0.528
'[08:22:43.642 24/01/1995]',0.003,0.035,-0.424,-0.528
'[08:22:43.644 24/01/1995]',0.003,0.035,-0.424,-0.528
'[08:22:43.646 24/01/1995]',0.003,0.035,-0.424,-0.528
'[08:22:43.648 24/01/1995]',0.003,0.068,-0.430,-0.526
'[08:22:43.650 24/01/1995]',0.003,0.068,-0.430,-0.526
'[08:22:43.652 24/01/1995]',0.003,0.068,-0.430,-0.526
'[08:22:43.654 24/01/1995]',0.003,0.068,-0.430,-0.526
'[08:22:43.656 24/01/1995]',0.003,0.068,-0.436,-0.525
'[08:22:43.658 24/01/1995]',0.034,0.068,-0.436,-0.525
'[08:22:43.660 24/01/1995]',0.034,0.068,-0.436,-0.525
'[08:22:43.662 24/01/1995]',0.034,0.035,-0.436,-0.525
'[08:22:43.664 24/01/1995]',0.067,0.035,-0.436,-0.523
'[08:22:43.666 24/01/1995]',0.067,0.035,-0.436,-0.523
'[08:22:43.668 24/01/1995]',0.099,0.035,-0.436,-0.523
'[08:22:43.670 24/01/1995]',0.099,0.035,-0.436,-0.523
'[08:22:43.672 24/01/1995]',0.132,0.035,-0.443,-0.522
'[08:22:43.674 24/01/1995]',0.165,0.035,-0.443,-0.522
'[08:22:43.676 24/01/1995]',0.165,0.035,-0.443,-0.522
'[08:22:43.678 24/01/1995]',0.165,0.035,-0.443,-0.522
'[08:22:43.680 24/01/1995]',0.197,0.035,-0.456,-0.521
'[08:22:43.682 24/01/1995]',0.197,0.035,-0.456,-0.521
'[08:22:43.684 24/01/1995]',0.230,0.035,-0.456,-0.521
'[08:22:43.686 24/01/1995]',0.263,0.035,-0.456,-0.521
'[08:22:43.688 24/01/1995]',0.295,0.035,-0.462,-0.520
'[08:22:43.690 24/01/1995]',0.295,0.035,-0.462,-0.520
'[08:22:43.692 24/01/1995]',0.295,0.035,-0.462,-0.520
'[08:22:43.694 24/01/1995]',0.328,0.035,-0.462,-0.520
'[08:22:43.696 24/01/1995]',0.361,0.035,-0.462,-0.519
'[08:22:43.698 24/01/1995]',0.361,0.035,-0.462,-0.519
'[08:22:43.700 24/01/1995]',0.361,0.035,-0.462,-0.519
'[08:22:43.702 24/01/1995]',0.361,0.035,-0.462,-0.519
'[08:22:43.704 24/01/1995]',0.393,0.035,-0.474,-0.519
'[08:22:43.706 24/01/1995]',0.393,0.003,-0.474,-0.519
'[08:22:43.708 24/01/1995]',0.393,0.003,-0.474,-0.519
'[08:22:43.710 24/01/1995]',0.393,0.003,-0.474,-0.519
'[08:22:43.712 24/01/1995]',0.393,0.003,-0.486,-0.518
'[08:22:43.714 24/01/1995]',0.393,-0.030,-0.486,-0.518
'[08:22:43.716 24/01/1995]',0.393,-0.030,-0.486,-0.518
'[08:22:43.718 24/01/1995]',0.393,-0.030,-0.486,-0.518
'[08:22:43.720 24/01/1995]',0.393,-0.030,-0.492,-0.518
'[08:22:43.722 24/01/1995]',0.393,-0.030,-0.492,-0.518
'[08:22:43.724 24/01/1995]',0.361,-0.030,-0.492,-0.518
'[08:22:43.726 24/01/1995]',0.361,-0.030,-0.492,-0.518
'[08:22:43.728 24/01/1995]',0.361,-0.030,-0.505,-0.517
'[08:22:43.730 24/01/1995]',0.328,-0.030,-0.505,-0.517
'[08:22:43.732 24/01/1995]',0.328,-0.030,-0.505,-0.517
'[08:22:43.734 24/01/1995]',0.328,-0.030,-0.505,-0.517
'[08:22:43.736 24/01/1995]',0.295,-0.030,-0.505,-0.517
'[08:22:43.738 24/01/1995]',0.295,-0.030,-0.505,-0.517
'[08:22:43.740 24/01/1995]',0.295,-0.030,-0.505,-0.517
'[08:22:43.742 24/01/1995]',0.263,-0.030,-0.505,-0.517
'[08:22:43.744 24/01/1995]',0.263,-0.030,-0.499,-0.516
'[08:22:43.746 24/01/1995]',0.230,-0.030,-0.499,-0.516
'[08:22:43.748 24/01/1995]',0.230,-0.030,-0.499,-0.516
'[08:22:43.750 24/01/1995]',0.197,-0.030,-0.499,-0.516
'[08:22:43.752 24/01/1995]',0.197,-0.030,-0.480,-0.516
'[08:22:43.754 24/01/1995]',0.165,-0.030,-0.480,-0.516
'[08:22:43.756 24/01/1995]',0.132,0.003,-0.480,-0.516
'[08:22:43.758 24/01/1995]',0.099,0.003,-0.480,-0.516
'[08:22:43.760 24/01/1995]',0.099,0.003,-0.449,-0.516
'[08:22:43.762 24/01/1995]',0.099,0.003,-0.449,-0.516
'[08:22:43.764 24/01/1995]',0.067,0.003,-0.449,-0.516
'[08:22:43.766 24/01/1995]',0.067,0.003,-0.449,-0.516
'[08:22:43.768 24/01/1995]',0.034,0.003,-0.411,-0.516
'[08:22:43.770 24/01/1995]',0.034,0.003,-0.411,-0.516
'[08:22:43.772 24/01/1995]',0.034,0.003,-0.411,-0.516
'[08:22:43.774 24/01/1995]',0.003,0.003,-0.411,-0.516
'[08:22:43.776 24/01/1995]',0.003,0.003,-0.355,-0.516
'[08:22:43.778 24/01/1995]',0.003,0.003,-0.355,-0.516
'[08:22:43.780 24/01/1995]',0.003,0.003,-0.355,-0.516
'[08:22:43.782 24/01/1995]',0.003,0.003,-0.355,-0.516
'[08:22:43.784 24/01/1995]',0.003,0.003,-0.293,-0.516
'[08:22:43.786 24/01/1995]',-0.030,0.003,-0.293,-0.516
'[08:22:43.788 24/01/1995]',-0.030,0.003,-0.293,-0.516
'[08:22:43.790 24/01/1995]',-0.030,0.003,-0.293,-0.516
'[08:22:43.792 24/01/1995]',0.003,0.003,-0.225,-0.516
'[08:22:43.794 24/01/1995]',0.003,0.003,-0.225,-0.516
'[08:22:43.796 24/01/1995]',0.003,0.003,-0.225,-0.516
'[08:22:43.798 24/01/1995]',-0.030,0.003,-0.225,-0.516
'[08:22:43.800 24/01/1995]',-0.030,0.003,-0.156,-0.516
'[08:22:43.802 24/01/1995]',-0.030,0.003,-0.156,-0.516
'[08:22:43.804 24/01/1995]',0.003,0.003,-0.156,-0.516
'[08:22:43.806 24/01/1995]',0.003,0.003,-0.156,-0.516
'[08:22:43.808 24/01/1995]',0.003,0.003,-0.082,-0.516
'[08:22:43.810 24/01/1995]',0.003,0.003,-0.082,-0.516
'[08:22:43.812 24/01/1995]',0.003,0.003,-0.082,-0.516
'[08:22:43.814 24/01/1995]',0.003,0.003,-0.082,-0.516
'[08:22:43.816 24/01/1995]',0.034,-0.097,-0.013,-0.516
'[08:22:43.818 24/01/1995]',0.034,-0.030,-0.013,-0.516
'[08:22:43.820 24/01/1995]',0.003,0.003,-0.013,-0.516
'[08:22:43.822 24/01/1995]',0.003,0.003,-0.013,-0.516
'[08:22:43.824 24/01/1995]',-0.030,0.003,0.062,-0.516
'[08:22:43.826 24/01/1995]',-0.030,0.003,0.062,-0.516
'[08:22:43.828 24/01/1995]',-0.030,0.003,0.062,-0.516
'[08:22:43.830 24/01/1995]',-0.030,0.003,0.062,-0.516
'[08:22:43.832 24/01/1995]',-0.030,0.003,0.124,-0.516
'[08:22:43.834 24/01/1995]',-0.030,0.003,0.124,-0.516
'[08:22:43.836 24/01/1995]',0.003,0.003,0.124,-0.516
'[08:22:43.838 24/01/1995]',0.003,0.003,0.124,-0.516
'[08:22:43.840 24/01/1995]',0.003,0.003,0.180,-0.516
'[08:22:43.842 24/01/1995]',0.003,0.003,0.180,-0.516
'[08:22:43.844 24/01/1995]',0.003,0.003,0.180,-0.516
'[08:22:43.846 24/01/1995]',0.003,0.003,0.180,-0.516
'[08:22:43.848 24/01/1995]',0.003,0.003,0.224,-0.516
'[08:22:43.850 24/01/1995]',0.003,0.003,0.224,-0.516
'[08:22:43.852 24/01/1995]',0.003,0.003,0.224,-0.516
'[08:22:43.854 24/01/1995]',0.034,0.003,0.224,-0.516
'[08:22:43.856 24/01/1995]',0.034,0.003,0.262,-0.516
'[08:22:43.858 24/01/1995]',0.034,0.003,0.262,-0.516
'[08:22:43.860 24/01/1995]',0.034,0.003,0.262,-0.516
'[08:22:43.862 24/01/1995]',0.034,0.003,0.262,-0.516
'[08:22:43.864 24/01/1995]',0.034,0.003,0.286,-0.516
'[08:22:43.866 24/01/1995]',0.067,0.003,0.286,-0.516
'[08:22:43.868 24/01/1995]',0.067,0.003,0.286,-0.516
'[08:22:43.870 24/01/1995]',0.067,0.003,0.286,-0.516
'[08:22:43.872 24/01/1995]',0.099,0.003,0.299,-0.516
'[08:22:43.874 24/01/1995]',0.099,0.003,0.299,-0.516
'[08:22:43.876 24/01/1995]',0.132,0.003,0.299,-0.516
'[08:22:43.878 24/01/1995]',0.132,0.003,0.299,-0.516
'[08:22:43.880 24/01/1995]',0.132,0.003,0.299,-0.516
'[08:22:43.882 24/01/1995]',0.165,0.003,0.299,-0.516
'[08:22:43.884 24/01/1995]',0.165,0.003,0.299,-0.516
'[08:22:43.886 24/01/1995]',0.165,0.003,0.299,-0.516
'[08:22:43.888 24/01/1995]',0.132,-0.030,0.293,-0.516
'[08:22:43.890 24/01/1995]',0.132,-0.030,0.293,-0.516
'[08:22:43.892 24/01/1995]',0.132,-0.030,0.293,-0.516
'[08:22:43.894 24/01/1995]',0.132,-0.030,0.293,-0.516
'[08:22:43.896 24/01/1995]',0.132,-0.030,0.286,-0.516
'[08:22:43.898 24/01/1995]',0.132,-0.030,0.286,-0.516
'[08:22:43.900 24/01/1995]',0.132,-0.030,0.286,-0.516
'[08:22:43.902 24/01/1995]',0.132,-0.030,0.286,-0.516
'[08:22:43.904 24/01/1995]',0.099,-0.030,0.274,-0.516
'[08:22:43.906 24/01/1995]',0.099,-0.030,0.274,-0.516
'[08:22:43.908 24/01/1995]',0.067,0.003,0.274,-0.516
'[08:22:43.910 24/01/1995]',0.067,0.003,0.274,-0.516
'[08:22:43.912 24/01/1995]',0.067,0.003,0.249,-0.516
'[08:22:43.914 24/01/1995]',0.067,0.003,0.249,-0.516
'[08:22:43.916 24/01/1995]',0.034,0.003,0.249,-0.516
'[08:22:43.918 24/01/1995]',0.034,0.003,0.249,-0.516
'[08:22:43.920 24/01/1995]',0.034,0.003,0.218,-0.516
'[08:22:43.922 24/01/1995]',0.003,0.003,0.218,-0.516
'[08:22:43.924 24/01/1995]',0.003,0.003,0.218,-0.516
'[08:22:43.926 24/01/1995]',0.003,0.003,0.218,-0.516
'[08:22:43.928 24/01/1995]',0.003,0.003,0.193,-0.516
'[08:22:43.930 24/01/1995]',0.003,0.003,0.193,-0.516
'[08:22:43.932 24/01/1995]',0.003,0.003,0.193,-0.516
'[08:22:43.934 24/01/1995]',0.003,0.003,0.193,-0.516
'[08:22:43.936 24/01/1995]',0.003,0.003,0.155,-0.516
'[08:22:43.938 24/01/1995]',0.003,0.003,0.155,-0.516
'[08:22:43.940 24/01/1995]',0.003,0.003,0.155,-0.516
'[08:22:43.942 24/01/1995]',0.003,0.003,0.155,-0.516
'[08:22:43.944 24/01/1995]',0.003,0.003,0.106,-0.516
'[08:22:43.946 24/01/1995]',0.003,0.003,0.106,-0.516
'[08:22:43.948 24/01/1995]',0.003,0.003,0.106,-0.516
'[08:22:43.950 24/01/1995]',0.003,0.003,0.106,-0.516
'[08:22:43.952 24/01/1995]',-0.030,0.003,0.069,-0.516
'[08:22:43.954 24/01/1995]',-0.030,0.003,0.069,-0.516
'[08:22:43.956 24/01/1995]',-0.030,0.003,0.069,-0.516
'[08:22:43.958 24/01/1995]',-0.030,0.003,0.069,-0.516
'[08:22:43.960 24/01/1995]',-0.030,0.003,0.031,-0.516
'[08:22:43.962 24/01/1995]',-0.030,0.003,0.031,-0.516
'[08:22:43.964 24/01/1995]',-0.030,0.003,0.031,-0.516
'[08:22:43.966 24/01/1995]',-0.030,0.003,0.031,-0.516
'[08:22:43.968 24/01/1995]',-0.030,0.003,-0.043,-0.516
'[08:22:43.970 24/01/1995]',0.003,0.003,-0.043,-0.516
'[08:22:43.972 24/01/1995]',0.003,0.003,-0.043,-0.516
'[08:22:43.974 24/01/1995]',0.003,0.003,-0.043,-0.516
'[08:22:43.976 24/01/1995]',-0.030,0.003,-0.085,-0.516
'[08:22:43.978 24/01/1995]',-0.030,0.003,-0.085,-0.516
'[08:22:43.980 24/01/1995]',0.003,0.003,-0.085,-0.516
'[08:22:43.982 24/01/1995]',0.003,0.003,-0.085,-0.516
'[08:22:43.984 24/01/1995]',0.003,0.003,-0.127,-0.516
'[08:22:43.986 24/01/1995]',0.003,0.003,-0.127,-0.516
'[08:22:43.988 24/01/1995]',0.003,0.003,-0.127,-0.516
'[08:22:43.990 24/01/1995]',-0.030,0.003,-0.127,-0.516
'[08:22:43.992 24/01/1995]',-0.030,0.003,-0.174,-0.516
'[08:22:43.994 24/01/1995]',-0.030,0.003,-0.174,-0.516
'[08:22:43.996 24/01/1995]',-0.030,0.003,-0.174,-0.516
'[08:22:43.998 24/01/1995]',-0.030,0.003,-0.174,-0.516
'[08:22:44.000 24/01/1995]',-0.030,0.003,-0.211,-0.516
'[08:22:44.002 24/01/1995]',0.003,0.003,-0.211,-0.516
'[08:22:44.004 24/01/1995]',0.003,0.003,-0.211,-0.516
'[08:22:44.006 24/01/1995]',0.003,0.003,-0.211,-0.516
'[08:22:44.008 24/01/1995]',0.003,0.003,-0.241,-0.516
'[08:22:44.010 24/01/1995]',0.003,0.003,-0.241,-0.516
'[08:22:44.012 24/01/1995]',0.003,0.003,-0.241,-0.516
'[08:22:44.014 24/01/1995]',0.003,0.003,-0.241,-0.516
'[08:22:44.016 24/01/1995]',0.003,0.003,-0.277,-0.516
'[08:22:44.018 24/01/1995]',0.003,0.003,-0.277,-0.516
'[08:22:44.020 24/01/1995]',0.003,0.003,-0.277,-0.516
'[08:22:44.022 24/01/1995]',0.003,0.003,-0.277,-0.516
'[08:22:44.024 24/01/1995]',0.003,0.003,-0.307,-0.516
'[08:22:44.026 24/01/1995]',0.003,0.003,-0.307,-0.516
'[08:22:44.028 24/01/1995]',0.003,0.003,-0.307,-0.516
'[08:22:44.030 24/01/1995]',0.003,0.003,-0.307,-0.516
'[08:22:44.032 24/01/1995]',0.003,0.003,-0.337,-0.516
'[08:22:44.034 24/01/1995]',0.003,0.003,-0.337,-0.516
'[08:22:44.036 24/01/1995]',0.003,0.003,-0.337,-0.516
'[08:22:44.038 24/01/1995]',0.003,0.003,-0.337,-0.516
'[08:22:44.040 24/01/1995]',0.034,0.003,-0.349,-0.516
'[08:22:44.042 24/01/1995]',0.067,0.003,-0.349,-0.516
'[08:22:44.044 24/01/1995]',0.067,0.003,-0.349,-0.516
