'Time and date','II','V','ABP','PLETH','RESP'
'[07:46:51.930 05/06/1995]',-0.068,0.003,139.316,0.704,-0.318
'[07:46:51.932 05/06/1995]',-0.068,0.003,139.316,0.704,-0.318
'[07:46:51.934 05/06/1995]',-0.068,0.003,139.316,0.704,-0.318
'[07:46:51.936 05/06/1995]',-0.068,0.003,136.430,0.764,-0.345
'[07:46:51.938 05/06/1995]',-0.068,0.003,136.430,0.764,-0.345
'[07:46:51.940 05/06/1995]',-0.068,0.003,136.430,0.764,-0.345
'[07:46:51.942 05/06/1995]',-0.068,0.003,136.430,0.764,-0.345
'[07:46:51.944 05/06/1995]',-0.068,0.003,133.163,0.821,-0.373
'[07:46:51.946 05/06/1995]',-0.068,0.003,133.163,0.821,-0.373
'[07:46:51.948 05/06/1995]',-0.068,0.003,133.163,0.821,-0.373
'[07:46:51.950 05/06/1995]',-0.104,0.003,133.163,0.821,-0.373
'[07:46:51.952 05/06/1995]',-0.068,0.003,129.365,0.864,-0.400
'[07:46:51.954 05/06/1995]',-0.068,0.003,129.365,0.864,-0.400
'[07:46:51.956 05/06/1995]',-0.068,0.003,129.365,0.864,-0.400
'[07:46:51.958 05/06/1995]',-0.068,0.003,129.365,0.864,-0.400
'[07:46:51.960 05/06/1995]',-0.033,0.003,125.339,0.894,-0.426
'[07:46:51.962 05/06/1995]',-0.033,0.003,125.339,0.894,-0.426
'[07:46:51.964 05/06/1995]',0.003,0.032,125.339,0.894,-0.426
'[07:46:51.966 05/06/1995]',0.003,0.032,125.339,0.894,-0.426
'[07:46:51.968 05/06/1995]',0.003,0.032,121.009,0.916,-0.451
'[07:46:51.970 05/06/1995]',0.003,0.032,121.009,0.916,-0.451
'[07:46:51.972 05/06/1995]',-0.033,0.032,121.009,0.916,-0.451
'[07:46:51.974 05/06/1995]',-0.033,0.032,121.009,0.916,-0.451
'[07:46:51.976 05/06/1995]',-0.033,0.032,116.375,0.925,-0.475
'[07:46:51.978 05/06/1995]',-0.033,0.032,116.375,0.925,-0.475
'[07:46:51.980 05/06/1995]',-0.033,0.032,116.375,0.925,-0.475
'[07:46:51.982 05/06/1995]',0.003,0.003,116.375,0.925,-0.475
'[07:46:51.984 05/06/1995]',0.003,0.003,111.666,0.929,-0.496
'[07:46:51.986 05/06/1995]',0.003,0.003,111.666,0.929,-0.496
'[07:46:51.988 05/06/1995]',0.003,0.003,111.666,0.929,-0.496
'[07:46:51.990 05/06/1995]',0.003,0.003,111.666,0.929,-0.496
'[07:46:51.992 05/06/1995]',-0.033,0.003,106.804,0.925,-0.514
'[07:46:51.994 05/06/1995]',-0.033,-0.028,106.804,0.925,-0.514
'[07:46:51.996 05/06/1995]',-0.033,-0.028,106.804,0.925,-0.514
'[07:46:51.998 05/06/1995]',0.003,-0.028,106.804,0.925,-0.514
'[07:46:52.000 05/06/1995]',0.003,-0.028,102.094,0.907,-0.529
'[07:46:52.002 05/06/1995]',0.003,-0.028,102.094,0.907,-0.529
'[07:46:52.004 05/06/1995]',0.003,-0.028,102.094,0.907,-0.529
'[07:46:52.006 05/06/1995]',0.003,-0.028,102.094,0.907,-0.529
'[07:46:52.008 05/06/1995]',0.003,-0.028,97.688,0.881,-0.541
'[07:46:52.010 05/06/1995]',0.003,-0.028,97.688,0.881,-0.541
'[07:46:52.012 05/06/1995]',0.003,-0.028,97.688,0.881,-0.541
'[07:46:52.014 05/06/1995]',0.003,-0.028,97.688,0.881,-0.541
'[07:46:52.016 05/06/1995]',0.003,-0.028,93.814,0.856,-0.552
'[07:46:52.018 05/06/1995]',0.003,-0.028,93.814,0.856,-0.552
'[07:46:52.020 05/06/1995]',0.003,0.003,93.814,0.856,-0.552
'[07:46:52.022 05/06/1995]',0.003,0.003,93.814,0.856,-0.552
'[07:46:52.024 05/06/1995]',0.003,0.003,90.396,0.821,-0.561
'[07:46:52.026 05/06/1995]',-0.033,-0.028,90.396,0.821,-0.561
'[07:46:52.028 05/06/1995]',-0.033,-0.028,90.396,0.821,-0.561
'[07:46:52.030 05/06/1995]',-0.033,0.003,90.396,0.821,-0.561
'[07:46:52.032 05/06/1995]',0.003,0.003,87.585,0.781,-0.570
'[07:46:52.034 05/06/1995]',0.003,0.003,87.585,0.781,-0.570
'[07:46:52.036 05/06/1995]',0.003,0.003,87.585,0.781,-0.570
'[07:46:52.038 05/06/1995]',-0.033,0.003,87.585,0.781,-0.570
'[07:46:52.040 05/06/1995]',-0.068,0.003,85.458,0.743,-0.578
'[07:46:52.042 05/06/1995]',-0.104,0.003,85.458,0.743,-0.578
'[07:46:52.044 05/06/1995]',-0.104,-0.028,85.458,0.743,-0.578
'[07:46:52.046 05/06/1995]',-0.104,-0.028,85.458,0.743,-0.578
'[07:46:52.048 05/06/1995]',-0.104,0.003,83.787,0.695,-0.584
'[07:46:52.050 05/06/1995]',-0.104,0.003,83.787,0.695,-0.584
'[07:46:52.052 05/06/1995]',-0.104,0.003,83.787,0.695,-0.584
'[07:46:52.054 05/06/1995]',-0.104,0.003,83.787,0.695,-0.584
'[07:46:52.056 05/06/1995]',-0.104,0.003,82.648,0.642,-0.587
'[07:46:52.058 05/06/1995]',-0.104,0.003,82.648,0.642,-0.587
'[07:46:52.060 05/06/1995]',-0.104,-0.028,82.648,0.642,-0.587
'[07:46:52.062 05/06/1995]',-0.104,0.003,82.648,0.642,-0.587
'[07:46:52.064 05/06/1995]',-0.104,0.003,81.964,0.591,-0.586
'[07:46:52.066 05/06/1995]',-0.104,0.003,81.964,0.591,-0.586
'[07:46:52.068 05/06/1995]',-0.104,0.003,81.964,0.591,-0.586
'[07:46:52.070 05/06/1995]',-0.104,0.003,81.964,0.591,-0.586
'[07:46:52.072 05/06/1995]',-0.104,0.003,81.584,0.538,-0.583
'[07:46:52.074 05/06/1995]',-0.140,0.003,81.584,0.538,-0.583
'[07:46:52.076 05/06/1995]',-0.140,0.003,81.584,0.538,-0.583
'[07:46:52.078 05/06/1995]',-0.140,0.003,81.584,0.538,-0.583
'[07:46:52.080 05/06/1995]',-0.176,0.003,81.356,0.477,-0.579
'[07:46:52.082 05/06/1995]',-0.176,0.003,81.356,0.477,-0.579
'[07:46:52.084 05/06/1995]',-0.176,0.032,81.356,0.477,-0.579
'[07:46:52.086 05/06/1995]',-0.176,0.032,81.356,0.477,-0.579
'[07:46:52.088 05/06/1995]',-0.140,0.032,81.356,0.412,-0.576
'[07:46:52.090 05/06/1995]',-0.104,0.062,81.356,0.412,-0.576
'[07:46:52.092 05/06/1995]',0.003,0.093,81.356,0.412,-0.576
'[07:46:52.094 05/06/1995]',0.037,0.093,81.356,0.412,-0.576
'[07:46:52.096 05/06/1995]',0.181,0.093,81.508,0.351,-0.573
'[07:46:52.098 05/06/1995]',0.324,0.032,81.508,0.351,-0.573
'[07:46:52.100 05/06/1995]',0.503,-0.058,81.508,0.351,-0.573
'[07:46:52.102 05/06/1995]',0.717,-0.210,81.508,0.351,-0.573
'[07:46:52.104 05/06/1995]',0.932,-0.362,81.660,0.286,-0.570
'[07:46:52.106 05/06/1995]',1.145,-0.544,81.660,0.286,-0.570
'[07:46:52.108 05/06/1995]',1.288,-0.696,81.660,0.286,-0.570
'[07:46:52.110 05/06/1995]',1.360,-0.817,81.660,0.286,-0.570
'[07:46:52.112 05/06/1995]',1.324,-0.907,81.964,0.221,-0.567
'[07:46:52.114 05/06/1995]',1.217,-0.968,81.964,0.221,-0.567
'[07:46:52.116 05/06/1995]',0.967,-1.029,81.964,0.221,-0.567
'[07:46:52.118 05/06/1995]',0.752,-0.999,81.964,0.221,-0.567
'[07:46:52.120 05/06/1995]',0.503,-0.938,82.344,0.161,-0.562
'[07:46:52.122 05/06/1995]',0.324,-0.877,82.344,0.161,-0.562
'[07:46:52.124 05/06/1995]',0.181,-0.817,82.344,0.161,-0.562
'[07:46:52.126 05/06/1995]',0.109,-0.757,82.344,0.161,-0.562
'[07:46:52.128 05/06/1995]',0.003,-0.696,82.648,0.104,-0.557
'[07:46:52.130 05/06/1995]',0.003,-0.635,82.648,0.104,-0.557
'[07:46:52.132 05/06/1995]',-0.033,-0.574,82.648,0.104,-0.557
'[07:46:52.134 05/06/1995]',-0.068,-0.513,82.648,0.104,-0.557
'[07:46:52.136 05/06/1995]',-0.068,-0.423,82.952,0.052,-0.552
'[07:46:52.138 05/06/1995]',-0.068,-0.302,82.952,0.052,-0.552
'[07:46:52.140 05/06/1995]',-0.068,-0.241,82.952,0.052,-0.552
'[07:46:52.142 05/06/1995]',-0.104,-0.180,82.952,0.052,-0.552
'[07:46:52.144 05/06/1995]',-0.104,-0.119,83.255,0.004,-0.545
'[07:46:52.146 05/06/1995]',-0.104,-0.089,83.255,0.004,-0.545
'[07:46:52.148 05/06/1995]',-0.104,-0.028,83.255,0.004,-0.545
'[07:46:52.150 05/06/1995]',-0.140,-0.028,83.255,0.004,-0.545
'[07:46:52.152 05/06/1995]',-0.140,0.003,83.559,-0.035,-0.538
'[07:46:52.154 05/06/1995]',-0.140,0.003,83.559,-0.035,-0.538
'[07:46:52.156 05/06/1995]',-0.140,0.003,83.559,-0.035,-0.538
'[07:46:52.158 05/06/1995]',-0.176,0.032,83.559,-0.035,-0.538
'[07:46:52.160 05/06/1995]',-0.176,0.032,83.787,-0.066,-0.529
'[07:46:52.162 05/06/1995]',-0.176,0.032,83.787,-0.066,-0.529
'[07:46:52.164 05/06/1995]',-0.176,0.032,83.787,-0.066,-0.529
'[07:46:52.166 05/06/1995]',-0.176,0.032,83.787,-0.066,-0.529
'[07:46:52.168 05/06/1995]',-0.140,0.062,83.787,-0.091,-0.520
'[07:46:52.170 05/06/1995]',-0.176,0.062,83.787,-0.091,-0.520
'[07:46:52.172 05/06/1995]',-0.176,0.062,83.787,-0.091,-0.520
'[07:46:52.174 05/06/1995]',-0.176,0.093,83.787,-0.091,-0.520
'[07:46:52.176 05/06/1995]',-0.140,0.093,83.787,-0.114,-0.512
'[07:46:52.178 05/06/1995]',-0.176,0.093,83.787,-0.114,-0.512
'[07:46:52.180 05/06/1995]',-0.140,0.093,83.787,-0.114,-0.512
'[07:46:52.182 05/06/1995]',-0.140,0.093,83.787,-0.114,-0.512
'[07:46:52.184 05/06/1995]',-0.140,0.093,83.711,-0.135,-0.505
'[07:46:52.186 05/06/1995]',-0.140,0.093,83.711,-0.135,-0.505
'[07:46:52.188 05/06/1995]',-0.140,0.093,83.711,-0.135,-0.505
'[07:46:52.190 05/06/1995]',-0.104,0.093,83.711,-0.135,-0.505
'[07:46:52.192 05/06/1995]',-0.104,0.093,83.407,-0.152,-0.499
'[07:46:52.194 05/06/1995]',-0.104,0.093,83.407,-0.152,-0.499
'[07:46:52.196 05/06/1995]',-0.104,0.093,83.407,-0.152,-0.499
'[07:46:52.198 05/06/1995]',-0.104,0.093,83.407,-0.152,-0.499
'[07:46:52.200 05/06/1995]',-0.140,0.093,82.952,-0.157,-0.495
'[07:46:52.202 05/06/1995]',-0.104,0.093,82.952,-0.157,-0.495
'[07:46:52.204 05/06/1995]',-0.104,0.093,82.952,-0.157,-0.495
'[07:46:52.206 05/06/1995]',-0.104,0.123,82.952,-0.157,-0.495
'[07:46:52.208 05/06/1995]',-0.068,0.123,82.420,-0.170,-0.491
'[07:46:52.210 05/06/1995]',-0.104,0.123,82.420,-0.170,-0.491
'[07:46:52.212 05/06/1995]',-0.104,0.123,82.420,-0.170,-0.491
'[07:46:52.214 05/06/1995]',-0.104,0.123,82.420,-0.170,-0.491
'[07:46:52.216 05/06/1995]',-0.104,0.123,81.888,-0.178,-0.487
'[07:46:52.218 05/06/1995]',-0.104,0.123,81.888,-0.178,-0.487
'[07:46:52.220 05/06/1995]',-0.104,0.093,81.888,-0.178,-0.487
'[07:46:52.222 05/06/1995]',-0.104,0.123,81.888,-0.178,-0.487
'[07:46:52.224 05/06/1995]',-0.068,0.123,81.204,-0.187,-0.481
'[07:46:52.226 05/06/1995]',-0.068,0.123,81.204,-0.187,-0.481
'[07:46:52.228 05/06/1995]',-0.033,0.123,81.204,-0.187,-0.481
'[07:46:52.230 05/06/1995]',-0.033,0.123,81.204,-0.187,-0.481
'[07:46:52.232 05/06/1995]',-0.033,0.123,80.521,-0.196,-0.475
'[07:46:52.234 05/06/1995]',-0.033,0.123,80.521,-0.196,-0.475
'[07:46:52.236 05/06/1995]',0.003,0.154,80.521,-0.196,-0.475
'[07:46:52.238 05/06/1995]',0.003,0.154,80.521,-0.196,-0.475
'[07:46:52.240 05/06/1995]',0.003,0.154,79.761,-0.196,-0.469
'[07:46:52.242 05/06/1995]',0.003,0.154,79.761,-0.196,-0.469
'[07:46:52.244 05/06/1995]',0.003,0.154,79.761,-0.196,-0.469
'[07:46:52.246 05/06/1995]',0.003,0.154,79.761,-0.196,-0.469
'[07:46:52.248 05/06/1995]',0.003,0.154,79.153,-0.204,-0.463
'[07:46:52.250 05/06/1995]',0.037,0.154,79.153,-0.204,-0.463
'[07:46:52.252 05/06/1995]',0.037,0.154,79.153,-0.204,-0.463
'[07:46:52.254 05/06/1995]',0.073,0.184,79.153,-0.204,-0.463
'[07:46:52.256 05/06/1995]',0.073,0.184,78.850,-0.200,-0.456
'[07:46:52.258 05/06/1995]',0.109,0.184,78.850,-0.200,-0.456
'[07:46:52.260 05/06/1995]',0.109,0.184,78.850,-0.200,-0.456
'[07:46:52.262 05/06/1995]',0.109,0.184,78.850,-0.200,-0.456
'[07:46:52.264 05/06/1995]',0.109,0.184,79.153,-0.200,-0.448
'[07:46:52.266 05/06/1995]',0.109,0.184,79.153,-0.200,-0.448
'[07:46:52.268 05/06/1995]',0.145,0.184,79.153,-0.200,-0.448
'[07:46:52.270 05/06/1995]',0.145,0.184,79.153,-0.200,-0.448
'[07:46:52.272 05/06/1995]',0.145,0.184,80.749,-0.192,-0.440
'[07:46:52.274 05/06/1995]',0.109,0.184,80.749,-0.192,-0.440
'[07:46:52.276 05/06/1995]',0.145,0.184,80.749,-0.192,-0.440
'[07:46:52.278 05/06/1995]',0.145,0.184,80.749,-0.192,-0.440
'[07:46:52.280 05/06/1995]',0.145,0.184,84.319,-0.192,-0.429
'[07:46:52.282 05/06/1995]',0.109,0.184,84.319,-0.192,-0.429
'[07:46:52.284 05/06/1995]',0.109,0.154,84.319,-0.192,-0.429
'[07:46:52.286 05/06/1995]',0.109,0.154,84.319,-0.192,-0.429
'[07:46:52.288 05/06/1995]',0.073,0.154,90.396,-0.178,-0.418
'[07:46:52.290 05/06/1995]',0.073,0.154,90.396,-0.178,-0.418
'[07:46:52.292 05/06/1995]',0.073,0.154,90.396,-0.178,-0.418
'[07:46:52.294 05/06/1995]',0.073,0.154,90.396,-0.178,-0.418
'[07:46:52.296 05/06/1995]',0.073,0.154,98.904,-0.170,-0.406
'[07:46:52.298 05/06/1995]',0.073,0.123,98.904,-0.170,-0.406
'[07:46:52.300 05/06/1995]',0.073,0.123,98.904,-0.170,-0.406
'[07:46:52.302 05/06/1995]',0.073,0.123,98.904,-0.170,-0.406
'[07:46:52.304 05/06/1995]',0.037,0.123,109.159,-0.161,-0.393
'[07:46:52.306 05/06/1995]',0.037,0.123,109.159,-0.161,-0.393
'[07:46:52.308 05/06/1995]',0.037,0.093,109.159,-0.161,-0.393
'[07:46:52.310 05/06/1995]',0.037,0.093,109.159,-0.161,-0.393
'[07:46:52.312 05/06/1995]',0.037,0.093,120.401,-0.143,-0.378
'[07:46:52.314 05/06/1995]',0.037,0.093,120.401,-0.143,-0.378
'[07:46:52.316 05/06/1995]',0.003,0.093,120.401,-0.143,-0.378
'[07:46:52.318 05/06/1995]',0.003,0.093,120.401,-0.143,-0.378
'[07:46:52.320 05/06/1995]',0.003,0.062,131.264,-0.122,-0.362
'[07:46:52.322 05/06/1995]',0.003,0.062,131.264,-0.122,-0.362
'[07:46:52.324 05/06/1995]',0.003,0.032,131.264,-0.122,-0.362
'[07:46:52.326 05/06/1995]',-0.033,0.032,131.264,-0.122,-0.362
'[07:46:52.328 05/06/1995]',-0.033,0.032,140.987,-0.101,-0.344
'[07:46:52.330 05/06/1995]',-0.033,0.032,140.987,-0.101,-0.344
'[07:46:52.332 05/06/1995]',-0.068,0.032,140.987,-0.101,-0.344
'[07:46:52.334 05/06/1995]',-0.068,0.032,140.987,-0.101,-0.344
'[07:46:52.336 05/06/1995]',-0.068,0.032,148.584,-0.066,-0.326
'[07:46:52.338 05/06/1995]',-0.033,0.032,148.584,-0.066,-0.326
'[07:46:52.340 05/06/1995]',-0.068,0.003,148.584,-0.066,-0.326
'[07:46:52.342 05/06/1995]',-0.068,0.032,148.584,-0.066,-0.326
'[07:46:52.344 05/06/1995]',-0.068,0.032,153.825,-0.031,-0.306
'[07:46:52.346 05/06/1995]',-0.068,0.003,153.825,-0.031,-0.306
'[07:46:52.348 05/06/1995]',-0.068,0.003,153.825,-0.031,-0.306
'[07:46:52.350 05/06/1995]',-0.104,0.003,153.825,-0.031,-0.306
'[07:46:52.352 05/06/1995]',-0.104,0.003,156.788,0.009,-0.285
'[07:46:52.354 05/06/1995]',-0.104,0.003,156.788,0.009,-0.285
'[07:46:52.356 05/06/1995]',-0.104,0.003,156.788,0.009,-0.285
'[07:46:52.358 05/06/1995]',-0.104,0.003,156.788,0.009,-0.285
'[07:46:52.360 05/06/1995]',-0.104,0.003,157.775,0.060,-0.263
'[07:46:52.362 05/06/1995]',-0.104,0.003,157.775,0.060,-0.263
'[07:46:52.364 05/06/1995]',-0.104,0.003,157.775,0.060,-0.263
'[07:46:52.366 05/06/1995]',-0.104,0.003,157.775,0.060,-0.263
'[07:46:52.368 05/06/1995]',-0.104,0.003,157.243,0.108,-0.240
'[07:46:52.370 05/06/1995]',-0.104,0.003,157.243,0.108,-0.240
'[07:46:52.372 05/06/1995]',-0.068,0.003,157.243,0.108,-0.240
'[07:46:52.374 05/06/1995]',-0.104,0.003,157.243,0.108,-0.240
'[07:46:52.376 05/06/1995]',-0.104,0.003,155.724,0.165,-0.218
'[07:46:52.378 05/06/1995]',-0.104,0.003,155.724,0.165,-0.218
'[07:46:52.380 05/06/1995]',-0.104,0.003,155.724,0.165,-0.218
'[07:46:52.382 05/06/1995]',-0.068,0.003,155.724,0.165,-0.218
'[07:46:52.384 05/06/1995]',-0.033,0.003,153.369,0.217,-0.197
'[07:46:52.386 05/06/1995]',-0.068,0.003,153.369,0.217,-0.197
'[07:46:52.388 05/06/1995]',-0.104,0.003,153.369,0.217,-0.197
'[07:46:52.390 05/06/1995]',-0.104,0.003,153.369,0.217,-0.197
'[07:46:52.392 05/06/1995]',-0.104,0.003,150.483,0.265,-0.175
'[07:46:52.394 05/06/1995]',-0.068,0.003,150.483,0.265,-0.175
'[07:46:52.396 05/06/1995]',-0.068,0.003,150.483,0.265,-0.175
'[07:46:52.398 05/06/1995]',-0.068,0.003,150.483,0.265,-0.175
'[07:46:52.400 05/06/1995]',-0.068,0.003,147.140,0.312,-0.153
'[07:46:52.402 05/06/1995]',-0.068,0.003,147.140,0.312,-0.153
'[07:46:52.404 05/06/1995]',-0.033,0.003,147.140,0.312,-0.153
'[07:46:52.406 05/06/1995]',-0.033,0.003,147.140,0.312,-0.153
'[07:46:52.408 05/06/1995]',-0.033,0.003,143.418,0.347,-0.131
'[07:46:52.410 05/06/1995]',-0.033,0.003,143.418,0.347,-0.131
'[07:46:52.412 05/06/1995]',0.003,0.032,143.418,0.347,-0.131
'[07:46:52.414 05/06/1995]',0.003,0.032,143.418,0.347,-0.131
'[07:46:52.416 05/06/1995]',0.003,0.032,139.544,0.237,-0.107
'[07:46:52.418 05/06/1995]',0.003,0.032,139.544,0.237,-0.107
'[07:46:52.420 05/06/1995]',0.003,0.032,139.544,0.237,-0.107
'[07:46:52.422 05/06/1995]',0.003,0.032,139.544,0.237,-0.107
'[07:46:52.424 05/06/1995]',0.003,0.032,135.290,0.263,-0.083
'[07:46:52.426 05/06/1995]',0.003,0.032,135.290,0.263,-0.083
'[07:46:52.428 05/06/1995]',0.003,0.032,135.290,0.263,-0.083
'[07:46:52.430 05/06/1995]',0.003,0.032,135.290,0.263,-0.083
'[07:46:52.432 05/06/1995]',0.003,0.032,130.960,0.280,-0.057
'[07:46:52.434 05/06/1995]',0.003,0.003,130.960,0.280,-0.057
'[07:46:52.436 05/06/1995]',0.003,0.003,130.960,0.280,-0.057
'[07:46:52.438 05/06/1995]',0.003,0.003,130.960,0.280,-0.057
'[07:46:52.440 05/06/1995]',0.003,0.003,126.251,0.292,-0.029
'[07:46:52.442 05/06/1995]',0.003,0.003,126.251,0.292,-0.029
'[07:46:52.444 05/06/1995]',0.003,0.003,126.251,0.292,-0.029
'[07:46:52.446 05/06/1995]',0.003,0.003,126.251,0.292,-0.029
'[07:46:52.448 05/06/1995]',0.003,0.003,121.313,0.292,-0.001
'[07:46:52.450 05/06/1995]',0.003,0.003,121.313,0.292,-0.001
'[07:46:52.452 05/06/1995]',0.003,0.003,121.313,0.292,-0.001
'[07:46:52.454 05/06/1995]',0.003,0.003,121.313,0.292,-0.001
'[07:46:52.456 05/06/1995]',0.003,0.003,116.299,0.292,0.029
'[07:46:52.458 05/06/1995]',0.003,0.003,116.299,0.292,0.029
'[07:46:52.460 05/06/1995]',0.003,0.003,116.299,0.292,0.029
'[07:46:52.462 05/06/1995]',0.003,0.003,116.299,0.292,0.029
'[07:46:52.464 05/06/1995]',0.003,0.003,111.514,0.292,0.060
'[07:46:52.466 05/06/1995]',-0.033,0.003,111.514,0.292,0.060
'[07:46:52.468 05/06/1995]',-0.033,0.003,111.514,0.292,0.060
'[07:46:52.470 05/06/1995]',-0.033,0.003,111.514,0.292,0.060
'[07:46:52.472 05/06/1995]',-0.033,0.003,107.032,0.283,0.091
'[07:46:52.474 05/06/1995]',-0.068,0.003,107.032,0.283,0.091
'[07:46:52.476 05/06/1995]',-0.068,0.003,107.032,0.283,0.091
'[07:46:52.478 05/06/1995]',-0.068,0.003,107.032,0.283,0.091
'[07:46:52.480 05/06/1995]',-0.068,0.003,103.006,0.275,0.123
'[07:46:52.482 05/06/1995]',-0.104,0.003,103.006,0.275,0.123
'[07:46:52.484 05/06/1995]',-0.104,0.003,103.006,0.275,0.123
'[07:46:52.486 05/06/1995]',-0.104,0.003,103.006,0.275,0.123
'[07:46:52.488 05/06/1995]',-0.104,0.003,99.588,0.263,0.155
'[07:46:52.490 05/06/1995]',-0.140,0.003,99.588,0.263,0.155
'[07:46:52.492 05/06/1995]',-0.140,0.003,99.588,0.263,0.155
'[07:46:52.494 05/06/1995]',-0.140,0.003,99.588,0.263,0.155
'[07:46:52.496 05/06/1995]',-0.140,0.003,96.777,0.246,0.188
'[07:46:52.498 05/06/1995]',-0.104,0.003,96.777,0.246,0.188
'[07:46:52.500 05/06/1995]',-0.140,0.003,96.777,0.246,0.188
'[07:46:52.502 05/06/1995]',-0.140,0.003,96.777,0.246,0.188
'[07:46:52.504 05/06/1995]',-0.140,0.003,94.422,0.234,0.221
'[07:46:52.506 05/06/1995]',-0.140,0.003,94.422,0.234,0.221
'[07:46:52.508 05/06/1995]',-0.140,0.003,94.422,0.234,0.221
'[07:46:52.510 05/06/1995]',-0.140,0.003,94.422,0.234,0.221
'[07:46:52.512 05/06/1995]',-0.140,0.003,92.675,0.212,0.255
'[07:46:52.514 05/06/1995]',-0.140,0.003,92.675,0.212,0.255
'[07:46:52.516 05/06/1995]',-0.140,0.003,92.675,0.212,0.255
'[07:46:52.518 05/06/1995]',-0.176,0.003,92.675,0.212,0.255
'[07:46:52.520 05/06/1995]',-0.176,0.003,91.384,0.196,0.289
'[07:46:52.522 05/06/1995]',-0.176,0.003,91.384,0.196,0.289
'[07:46:52.524 05/06/1995]',-0.176,0.003,91.384,0.196,0.289
'[07:46:52.526 05/06/1995]',-0.176,0.003,91.384,0.196,0.289
'[07:46:52.528 05/06/1995]',-0.176,0.032,90.548,0.175,0.325
'[07:46:52.530 05/06/1995]',-0.212,0.032,90.548,0.175,0.325
'[07:46:52.532 05/06/1995]',-0.176,0.032,90.548,0.175,0.325
'[07:46:52.534 05/06/1995]',-0.176,0.062,90.548,0.175,0.325
'[07:46:52.536 05/06/1995]',-0.104,0.093,90.016,0.159,0.361
'[07:46:52.538 05/06/1995]',-0.068,0.093,90.016,0.159,0.361
'[07:46:52.540 05/06/1995]',0.003,0.123,90.016,0.159,0.361
'[07:46:52.542 05/06/1995]',0.145,0.093,90.016,0.159,0.361
'[07:46:52.544 05/06/1995]',0.288,0.003,89.712,0.134,0.398
'[07:46:52.546 05/06/1995]',0.503,-0.089,89.712,0.134,0.398
'[07:46:52.548 05/06/1995]',0.752,-0.271,89.712,0.134,0.398
'[07:46:52.550 05/06/1995]',1.003,-0.452,89.712,0.134,0.398
'[07:46:52.552 05/06/1995]',1.252,-0.665,89.712,0.108,0.436
'[07:46:52.554 05/06/1995]',1.432,-0.848,89.712,0.108,0.436
'[07:46:52.556 05/06/1995]',1.537,-1.059,89.712,0.108,0.436
'[07:46:52.558 05/06/1995]',1.573,-1.212,89.712,0.108,0.436
'[07:46:52.560 05/06/1995]',1.467,-1.302,89.864,0.091,0.474
'[07:46:52.562 05/06/1995]',1.217,-1.332,89.864,0.091,0.474
'[07:46:52.564 05/06/1995]',0.967,-1.302,89.864,0.091,0.474
'[07:46:52.566 05/06/1995]',0.681,-1.212,89.864,0.091,0.474
'[07:46:52.568 05/06/1995]',0.432,-1.120,90.168,0.070,0.511
'[07:46:52.570 05/06/1995]',0.288,-0.999,90.168,0.070,0.511
'[07:46:52.572 05/06/1995]',0.145,-0.877,90.168,0.070,0.511
'[07:46:52.574 05/06/1995]',0.073,-0.787,90.168,0.070,0.511
'[07:46:52.576 05/06/1995]',0.037,-0.696,90.472,0.054,0.548
'[07:46:52.578 05/06/1995]',0.003,-0.574,90.472,0.054,0.548
'[07:46:52.580 05/06/1995]',-0.068,-0.483,90.472,0.054,0.548
'[07:46:52.582 05/06/1995]',-0.104,-0.362,90.472,0.054,0.548
'[07:46:52.584 05/06/1995]',-0.104,-0.271,90.776,0.029,0.585
'[07:46:52.586 05/06/1995]',-0.104,-0.210,90.776,0.029,0.585
'[07:46:52.588 05/06/1995]',-0.104,-0.119,90.776,0.029,0.585
'[07:46:52.590 05/06/1995]',-0.140,-0.089,90.776,0.029,0.585
'[07:46:52.592 05/06/1995]',-0.140,-0.028,91.156,0.013,0.620
'[07:46:52.594 05/06/1995]',-0.176,-0.028,91.156,0.013,0.620
'[07:46:52.596 05/06/1995]',-0.176,0.003,91.156,0.013,0.620
'[07:46:52.598 05/06/1995]',-0.176,0.003,91.156,0.013,0.620
'[07:46:52.600 05/06/1995]',-0.176,0.032,91.459,-0.004,0.653
'[07:46:52.602 05/06/1995]',-0.176,0.032,91.459,-0.004,0.653
'[07:46:52.604 05/06/1995]',-0.176,0.062,91.459,-0.004,0.653
'[07:46:52.606 05/06/1995]',-0.212,0.062,91.459,-0.004,0.653
'[07:46:52.608 05/06/1995]',-0.176,0.062,91.611,-0.021,0.684
'[07:46:52.610 05/06/1995]',-0.176,0.093,91.611,-0.021,0.684
'[07:46:52.612 05/06/1995]',-0.176,0.093,91.611,-0.021,0.684
'[07:46:52.614 05/06/1995]',-0.176,0.093,91.611,-0.021,0.684
'[07:46:52.616 05/06/1995]',-0.176,0.093,91.763,-0.038,0.713
'[07:46:52.618 05/06/1995]',-0.212,0.093,91.763,-0.038,0.713
'[07:46:52.620 05/06/1995]',-0.212,0.093,91.763,-0.038,0.713
'[07:46:52.622 05/06/1995]',-0.212,0.093,91.763,-0.038,0.713
'[07:46:52.624 05/06/1995]',-0.212,0.093,91.687,-0.059,0.740
'[07:46:52.626 05/06/1995]',-0.212,0.093,91.687,-0.059,0.740
'[07:46:52.628 05/06/1995]',-0.212,0.093,91.687,-0.059,0.740
