'Time and date','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
'[15:36:57.236 02/03/1995]',0.094,0.082,0.116,99.600,32.225,-0.410,-0.500
'[15:36:57.238 02/03/1995]',0.093,0.081,0.112,99.600,32.225,-0.410,-0.500
'[15:36:57.240 02/03/1995]',0.092,0.081,0.108,103.050,33.275,-0.379,-0.486
'[15:36:57.242 02/03/1995]',0.091,0.080,0.104,103.050,33.275,-0.379,-0.486
'[15:36:57.244 02/03/1995]',0.088,0.080,0.100,103.050,33.275,-0.379,-0.486
'[15:36:57.246 02/03/1995]',0.086,0.080,0.096,103.050,33.275,-0.379,-0.486
'[15:36:57.248 02/03/1995]',0.084,0.080,0.092,106.250,33.750,-0.336,-0.472
'[15:36:57.250 02/03/1995]',0.081,0.079,0.088,106.250,33.750,-0.336,-0.472
'[15:36:57.252 02/03/1995]',0.079,0.077,0.085,106.250,33.750,-0.336,-0.472
'[15:36:57.254 02/03/1995]',0.077,0.076,0.081,106.250,33.750,-0.336,-0.472
'[15:36:57.256 02/03/1995]',0.074,0.073,0.078,109.100,33.800,-0.282,-0.459
'[15:36:57.258 02/03/1995]',0.072,0.071,0.075,109.100,33.800,-0.282,-0.459
'[15:36:57.260 02/03/1995]',0.068,0.068,0.070,109.100,33.800,-0.282,-0.459
'[15:36:57.262 02/03/1995]',0.064,0.064,0.066,109.100,33.800,-0.282,-0.459
'[15:36:57.264 02/03/1995]',0.060,0.060,0.061,111.300,33.675,-0.221,-0.445
'[15:36:57.266 02/03/1995]',0.057,0.057,0.057,111.300,33.675,-0.221,-0.445
'[15:36:57.268 02/03/1995]',0.054,0.053,0.052,111.300,33.675,-0.221,-0.445
'[15:36:57.270 02/03/1995]',0.051,0.049,0.048,111.300,33.675,-0.221,-0.445
'[15:36:57.272 02/03/1995]',0.048,0.044,0.043,112.950,33.150,-0.146,-0.429
'[15:36:57.274 02/03/1995]',0.044,0.039,0.037,112.950,33.150,-0.146,-0.429
'[15:36:57.276 02/03/1995]',0.040,0.035,0.033,112.950,33.150,-0.146,-0.429
'[15:36:57.278 02/03/1995]',0.036,0.030,0.028,112.950,33.150,-0.146,-0.429
'[15:36:57.280 02/03/1995]',0.033,0.028,0.024,113.900,32.150,-0.069,-0.413
'[15:36:57.282 02/03/1995]',0.030,0.026,0.020,113.900,32.150,-0.069,-0.413
'[15:36:57.284 02/03/1995]',0.028,0.025,0.018,113.900,32.150,-0.069,-0.413
'[15:36:57.286 02/03/1995]',0.025,0.025,0.017,113.900,32.150,-0.069,-0.413
'[15:36:57.288 02/03/1995]',0.023,0.025,0.015,114.150,31.225,0.015,-0.396
'[15:36:57.290 02/03/1995]',0.021,0.025,0.014,114.150,31.225,0.015,-0.396
'[15:36:57.292 02/03/1995]',0.019,0.025,0.012,114.150,31.225,0.015,-0.396
'[15:36:57.294 02/03/1995]',0.017,0.024,0.010,114.150,31.225,0.015,-0.396
'[15:36:57.296 02/03/1995]',0.015,0.023,0.008,113.800,30.275,0.102,-0.378
'[15:36:57.298 02/03/1995]',0.013,0.022,0.006,113.800,30.275,0.102,-0.378
'[15:36:57.300 02/03/1995]',0.012,0.021,0.004,113.800,30.275,0.102,-0.378
'[15:36:57.302 02/03/1995]',0.011,0.021,0.002,113.800,30.275,0.102,-0.378
'[15:36:57.304 02/03/1995]',0.010,0.020,0.001,112.850,29.275,0.185,-0.361
'[15:36:57.306 02/03/1995]',0.009,0.019,-0.001,112.850,29.275,0.185,-0.361
'[15:36:57.308 02/03/1995]',0.008,0.018,-0.003,112.850,29.275,0.185,-0.361
'[15:36:57.310 02/03/1995]',0.007,0.016,-0.005,112.850,29.275,0.185,-0.361
'[15:36:57.312 02/03/1995]',0.005,0.015,-0.006,111.350,28.125,0.267,-0.346
'[15:36:57.314 02/03/1995]',0.003,0.015,-0.007,111.350,28.125,0.267,-0.346
'[15:36:57.316 02/03/1995]',0.003,0.015,-0.007,111.350,28.125,0.267,-0.346
'[15:36:57.318 02/03/1995]',0.003,0.014,-0.008,111.350,28.125,0.267,-0.346
'[15:36:57.320 02/03/1995]',0.003,0.014,-0.008,109.450,27.000,0.341,-0.331
'[15:36:57.322 02/03/1995]',0.003,0.014,-0.008,109.450,27.000,0.341,-0.331
'[15:36:57.324 02/03/1995]',0.003,0.014,-0.007,109.450,27.000,0.341,-0.331
'[15:36:57.326 02/03/1995]',0.003,0.014,-0.006,109.450,27.000,0.341,-0.331
'[15:36:57.328 02/03/1995]',0.003,0.014,-0.004,106.950,25.950,0.403,-0.316
'[15:36:57.330 02/03/1995]',0.003,0.014,-0.003,106.950,25.950,0.403,-0.316
'[15:36:57.332 02/03/1995]',0.004,0.014,-0.002,106.950,25.950,0.403,-0.316
'[15:36:57.334 02/03/1995]',0.004,0.014,-0.001,106.950,25.950,0.403,-0.316
'[15:36:57.336 02/03/1995]',0.005,0.014,0.000,104.050,24.825,0.456,-0.299
'[15:36:57.338 02/03/1995]',0.006,0.014,0.001,104.050,24.825,0.456,-0.299
'[15:36:57.340 02/03/1995]',0.007,0.015,0.003,104.050,24.825,0.456,-0.299
'[15:36:57.342 02/03/1995]',0.009,0.015,0.004,104.050,24.825,0.456,-0.299
'[15:36:57.344 02/03/1995]',0.010,0.016,0.005,100.700,23.775,0.493,-0.282
'[15:36:57.346 02/03/1995]',0.011,0.017,0.007,100.700,23.775,0.493,-0.282
'[15:36:57.348 02/03/1995]',0.013,0.018,0.009,100.700,23.775,0.493,-0.282
'[15:36:57.350 02/03/1995]',0.014,0.019,0.011,100.700,23.775,0.493,-0.282
'[15:36:57.352 02/03/1995]',0.015,0.018,0.011,97.200,22.775,0.517,-0.264
'[15:36:57.354 02/03/1995]',0.015,0.018,0.012,97.200,22.775,0.517,-0.264
'[15:36:57.356 02/03/1995]',0.015,0.018,0.013,97.200,22.775,0.517,-0.264
'[15:36:57.358 02/03/1995]',0.014,0.019,0.014,97.200,22.775,0.517,-0.264
'[15:36:57.360 02/03/1995]',0.014,0.020,0.015,93.650,21.850,0.528,-0.245
'[15:36:57.362 02/03/1995]',0.014,0.021,0.015,93.650,21.850,0.528,-0.245
'[15:36:57.364 02/03/1995]',0.014,0.021,0.015,93.650,21.850,0.528,-0.245
'[15:36:57.366 02/03/1995]',0.014,0.022,0.014,93.650,21.850,0.528,-0.245
'[15:36:57.368 02/03/1995]',0.014,0.022,0.014,90.500,21.325,0.522,-0.227
'[15:36:57.370 02/03/1995]',0.014,0.023,0.014,90.500,21.325,0.522,-0.227
'[15:36:57.372 02/03/1995]',0.014,0.024,0.014,90.500,21.325,0.522,-0.227
'[15:36:57.374 02/03/1995]',0.014,0.025,0.014,90.500,21.325,0.522,-0.227
'[15:36:57.376 02/03/1995]',0.014,0.025,0.014,87.800,21.500,0.505,-0.209
'[15:36:57.378 02/03/1995]',0.014,0.026,0.014,87.800,21.500,0.505,-0.209
'[15:36:57.380 02/03/1995]',0.015,0.026,0.014,87.800,21.500,0.505,-0.209
'[15:36:57.382 02/03/1995]',0.015,0.026,0.014,87.800,21.500,0.505,-0.209
'[15:36:57.384 02/03/1995]',0.016,0.028,0.014,85.600,22.775,0.475,-0.193
'[15:36:57.386 02/03/1995]',0.017,0.029,0.014,85.600,22.775,0.475,-0.193
'[15:36:57.388 02/03/1995]',0.018,0.032,0.014,85.600,22.775,0.475,-0.193
'[15:36:57.390 02/03/1995]',0.020,0.035,0.014,85.600,22.775,0.475,-0.193
'[15:36:57.392 02/03/1995]',0.021,0.040,0.014,83.900,24.775,0.434,-0.175
'[15:36:57.394 02/03/1995]',0.022,0.045,0.014,83.900,24.775,0.434,-0.175
'[15:36:57.396 02/03/1995]',0.024,0.051,0.014,83.900,24.775,0.434,-0.175
'[15:36:57.398 02/03/1995]',0.026,0.058,0.014,83.900,24.775,0.434,-0.175
'[15:36:57.400 02/03/1995]',0.029,0.065,0.015,82.650,27.000,0.383,-0.159
'[15:36:57.402 02/03/1995]',0.031,0.072,0.015,82.650,27.000,0.383,-0.159
'[15:36:57.404 02/03/1995]',0.034,0.079,0.016,82.650,27.000,0.383,-0.159
'[15:36:57.406 02/03/1995]',0.036,0.086,0.017,82.650,27.000,0.383,-0.159
'[15:36:57.408 02/03/1995]',0.038,0.092,0.018,81.950,29.050,0.322,-0.141
'[15:36:57.410 02/03/1995]',0.041,0.099,0.020,81.950,29.050,0.322,-0.141
'[15:36:57.412 02/03/1995]',0.043,0.105,0.021,81.950,29.050,0.322,-0.141
'[15:36:57.414 02/03/1995]',0.045,0.111,0.022,81.950,29.050,0.322,-0.141
'[15:36:57.416 02/03/1995]',0.047,0.117,0.025,81.700,30.800,0.253,-0.123
'[15:36:57.418 02/03/1995]',0.049,0.124,0.027,81.700,30.800,0.253,-0.123
'[15:36:57.420 02/03/1995]',0.052,0.131,0.030,81.700,30.800,0.253,-0.123
'[15:36:57.422 02/03/1995]',0.055,0.137,0.034,81.700,30.800,0.253,-0.123
'[15:36:57.424 02/03/1995]',0.058,0.142,0.038,81.950,31.925,0.179,-0.105
'[15:36:57.426 02/03/1995]',0.060,0.147,0.042,81.950,31.925,0.179,-0.105
'[15:36:57.428 02/03/1995]',0.062,0.148,0.044,81.950,31.925,0.179,-0.105
'[15:36:57.430 02/03/1995]',0.065,0.150,0.047,81.950,31.925,0.179,-0.105
'[15:36:57.432 02/03/1995]',0.066,0.149,0.048,82.400,32.400,0.106,-0.086
'[15:36:57.434 02/03/1995]',0.067,0.149,0.049,82.400,32.400,0.106,-0.086
'[15:36:57.436 02/03/1995]',0.066,0.147,0.050,82.400,32.400,0.106,-0.086
'[15:36:57.438 02/03/1995]',0.064,0.145,0.050,82.400,32.400,0.106,-0.086
'[15:36:57.440 02/03/1995]',0.062,0.141,0.049,83.200,32.400,0.034,-0.067
'[15:36:57.442 02/03/1995]',0.060,0.136,0.047,83.200,32.400,0.034,-0.067
'[15:36:57.444 02/03/1995]',0.058,0.131,0.044,83.200,32.400,0.034,-0.067
'[15:36:57.446 02/03/1995]',0.055,0.125,0.042,83.200,32.400,0.034,-0.067
'[15:36:57.448 02/03/1995]',0.052,0.119,0.039,84.050,31.800,-0.034,-0.046
'[15:36:57.450 02/03/1995]',0.049,0.114,0.036,84.050,31.800,-0.034,-0.046
'[15:36:57.452 02/03/1995]',0.046,0.106,0.033,84.050,31.800,-0.034,-0.046
'[15:36:57.454 02/03/1995]',0.043,0.099,0.030,84.050,31.800,-0.034,-0.046
'[15:36:57.456 02/03/1995]',0.041,0.092,0.028,85.100,30.575,-0.095,-0.025
'[15:36:57.458 02/03/1995]',0.038,0.085,0.025,85.100,30.575,-0.095,-0.025
'[15:36:57.460 02/03/1995]',0.036,0.080,0.023,85.100,30.575,-0.095,-0.025
'[15:36:57.462 02/03/1995]',0.034,0.074,0.021,85.100,30.575,-0.095,-0.025
'[15:36:57.464 02/03/1995]',0.032,0.069,0.019,86.100,29.000,-0.144,-0.005
'[15:36:57.466 02/03/1995]',0.029,0.063,0.017,86.100,29.000,-0.144,-0.005
'[15:36:57.468 02/03/1995]',0.026,0.058,0.015,86.100,29.000,-0.144,-0.005
'[15:36:57.470 02/03/1995]',0.024,0.053,0.014,86.100,29.000,-0.144,-0.005
'[15:36:57.472 02/03/1995]',0.022,0.049,0.014,87.050,27.300,-0.185,0.015
'[15:36:57.474 02/03/1995]',0.020,0.045,0.014,87.050,27.300,-0.185,0.015
'[15:36:57.476 02/03/1995]',0.018,0.041,0.014,87.050,27.300,-0.185,0.015
'[15:36:57.478 02/03/1995]',0.017,0.037,0.014,87.050,27.300,-0.185,0.015
'[15:36:57.480 02/03/1995]',0.016,0.033,0.013,87.850,25.600,-0.215,0.035
'[15:36:57.482 02/03/1995]',0.015,0.029,0.013,87.850,25.600,-0.215,0.035
'[15:36:57.484 02/03/1995]',0.014,0.026,0.012,87.850,25.600,-0.215,0.035
'[15:36:57.486 02/03/1995]',0.013,0.024,0.011,87.850,25.600,-0.215,0.035
'[15:36:57.488 02/03/1995]',0.012,0.022,0.011,88.500,23.900,-0.226,0.054
'[15:36:57.490 02/03/1995]',0.011,0.021,0.010,88.500,23.900,-0.226,0.054
'[15:36:57.492 02/03/1995]',0.011,0.021,0.011,88.500,23.900,-0.226,0.054
'[15:36:57.494 02/03/1995]',0.010,0.021,0.011,88.500,23.900,-0.226,0.054
'[15:36:57.496 02/03/1995]',0.011,0.020,0.011,89.050,22.600,-0.232,0.074
'[15:36:57.498 02/03/1995]',0.011,0.019,0.011,89.050,22.600,-0.232,0.074
'[15:36:57.500 02/03/1995]',0.011,0.018,0.011,89.050,22.600,-0.232,0.074
'[15:36:57.502 02/03/1995]',0.011,0.017,0.011,89.050,22.600,-0.232,0.074
'[15:36:57.504 02/03/1995]',0.011,0.018,0.011,89.450,21.850,-0.228,0.093
'[15:36:57.506 02/03/1995]',0.011,0.018,0.011,89.450,21.850,-0.228,0.093
'[15:36:57.508 02/03/1995]',0.011,0.018,0.011,89.450,21.850,-0.228,0.093
'[15:36:57.510 02/03/1995]',0.011,0.018,0.011,89.450,21.850,-0.228,0.093
'[15:36:57.512 02/03/1995]',0.011,0.018,0.011,89.700,21.425,-0.220,0.113
'[15:36:57.514 02/03/1995]',0.012,0.018,0.012,89.700,21.425,-0.220,0.113
'[15:36:57.516 02/03/1995]',0.013,0.018,0.013,89.700,21.425,-0.220,0.113
'[15:36:57.518 02/03/1995]',0.014,0.018,0.014,89.700,21.425,-0.220,0.113
'[15:36:57.520 02/03/1995]',0.015,0.018,0.015,89.750,21.250,-0.202,0.132
'[15:36:57.522 02/03/1995]',0.015,0.018,0.015,89.750,21.250,-0.202,0.132
'[15:36:57.524 02/03/1995]',0.015,0.018,0.015,89.750,21.250,-0.202,0.132
'[15:36:57.526 02/03/1995]',0.014,0.018,0.014,89.750,21.250,-0.202,0.132
'[15:36:57.528 02/03/1995]',0.014,0.018,0.014,89.550,21.250,-0.184,0.150
'[15:36:57.530 02/03/1995]',0.014,0.018,0.014,89.550,21.250,-0.184,0.150
'[15:36:57.532 02/03/1995]',0.014,0.018,0.014,89.550,21.250,-0.184,0.150
'[15:36:57.534 02/03/1995]',0.014,0.018,0.014,89.550,21.250,-0.184,0.150
'[15:36:57.536 02/03/1995]',0.014,0.018,0.014,89.250,21.375,-0.170,0.168
'[15:36:57.538 02/03/1995]',0.014,0.018,0.014,89.250,21.375,-0.170,0.168
'[15:36:57.540 02/03/1995]',0.014,0.018,0.014,89.250,21.375,-0.170,0.168
'[15:36:57.542 02/03/1995]',0.014,0.018,0.014,89.250,21.375,-0.170,0.168
'[15:36:57.544 02/03/1995]',0.014,0.018,0.014,88.850,21.550,-0.152,0.185
'[15:36:57.546 02/03/1995]',0.014,0.018,0.014,88.850,21.550,-0.152,0.185
'[15:36:57.548 02/03/1995]',0.014,0.018,0.014,88.850,21.550,-0.152,0.185
'[15:36:57.550 02/03/1995]',0.014,0.018,0.014,88.850,21.550,-0.152,0.185
'[15:36:57.552 02/03/1995]',0.015,0.018,0.015,88.350,21.850,-0.138,0.203
'[15:36:57.554 02/03/1995]',0.015,0.019,0.015,88.350,21.850,-0.138,0.203
'[15:36:57.556 02/03/1995]',0.017,0.021,0.017,88.350,21.850,-0.138,0.203
'[15:36:57.558 02/03/1995]',0.018,0.022,0.019,88.350,21.850,-0.138,0.203
'[15:36:57.560 02/03/1995]',0.022,0.025,0.025,87.700,22.300,-0.126,0.221
'[15:36:57.562 02/03/1995]',0.026,0.028,0.031,87.700,22.300,-0.126,0.221
'[15:36:57.564 02/03/1995]',0.033,0.033,0.043,87.700,22.300,-0.126,0.221
'[15:36:57.566 02/03/1995]',0.040,0.037,0.054,87.700,22.300,-0.126,0.221
'[15:36:57.568 02/03/1995]',0.053,0.041,0.072,87.000,22.675,-0.122,0.239
'[15:36:57.570 02/03/1995]',0.066,0.044,0.091,87.000,22.675,-0.122,0.239
'[15:36:57.572 02/03/1995]',0.084,0.042,0.117,87.000,22.675,-0.122,0.239
'[15:36:57.574 02/03/1995]',0.101,0.040,0.142,87.000,22.675,-0.122,0.239
'[15:36:57.576 02/03/1995]',0.119,0.032,0.170,86.300,22.950,-0.120,0.259
'[15:36:57.578 02/03/1995]',0.137,0.024,0.198,86.300,22.950,-0.120,0.259
'[15:36:57.580 02/03/1995]',0.152,0.010,0.223,86.300,22.950,-0.120,0.259
'[15:36:57.582 02/03/1995]',0.167,-0.004,0.247,86.300,22.950,-0.120,0.259
'[15:36:57.584 02/03/1995]',0.175,-0.021,0.263,85.650,23.300,-0.124,0.279
'[15:36:57.586 02/03/1995]',0.184,-0.039,0.278,85.650,23.300,-0.124,0.279
'[15:36:57.588 02/03/1995]',0.185,-0.057,0.285,85.650,23.300,-0.124,0.279
'[15:36:57.590 02/03/1995]',0.186,-0.075,0.293,85.650,23.300,-0.124,0.279
'[15:36:57.592 02/03/1995]',0.181,-0.092,0.293,85.000,23.650,-0.134,0.299
'[15:36:57.594 02/03/1995]',0.177,-0.110,0.294,85.000,23.650,-0.134,0.299
'[15:36:57.596 02/03/1995]',0.167,-0.127,0.287,85.000,23.650,-0.134,0.299
'[15:36:57.598 02/03/1995]',0.157,-0.144,0.281,85.000,23.650,-0.134,0.299
'[15:36:57.600 02/03/1995]',0.139,-0.159,0.263,84.450,23.950,-0.144,0.321
'[15:36:57.602 02/03/1995]',0.121,-0.174,0.244,84.450,23.950,-0.144,0.321
'[15:36:57.604 02/03/1995]',0.090,-0.186,0.202,84.450,23.950,-0.144,0.321
'[15:36:57.606 02/03/1995]',0.059,-0.199,0.160,84.450,23.950,-0.144,0.321
'[15:36:57.608 02/03/1995]',0.009,-0.208,0.087,83.900,24.300,-0.158,0.342
'[15:36:57.610 02/03/1995]',-0.040,-0.218,0.015,83.900,24.300,-0.158,0.342
'[15:36:57.612 02/03/1995]',-0.102,-0.223,-0.079,83.900,24.300,-0.158,0.342
'[15:36:57.614 02/03/1995]',-0.163,-0.227,-0.173,83.900,24.300,-0.158,0.342
'[15:36:57.616 02/03/1995]',-0.220,-0.228,-0.262,83.300,24.825,-0.176,0.362
'[15:36:57.618 02/03/1995]',-0.277,-0.229,-0.351,83.300,24.825,-0.176,0.362
'[15:36:57.620 02/03/1995]',-0.312,-0.228,-0.407,83.300,24.825,-0.176,0.362
'[15:36:57.622 02/03/1995]',-0.348,-0.227,-0.464,83.300,24.825,-0.176,0.362
'[15:36:57.624 02/03/1995]',-0.353,-0.223,-0.475,82.750,25.525,-0.194,0.383
'[15:36:57.626 02/03/1995]',-0.358,-0.219,-0.487,82.750,25.525,-0.194,0.383
'[15:36:57.628 02/03/1995]',-0.336,-0.208,-0.459,82.750,25.525,-0.194,0.383
'[15:36:57.630 02/03/1995]',-0.313,-0.198,-0.431,82.750,25.525,-0.194,0.383
'[15:36:57.632 02/03/1995]',-0.278,-0.179,-0.385,82.300,26.175,-0.214,0.404
'[15:36:57.634 02/03/1995]',-0.243,-0.161,-0.338,82.300,26.175,-0.214,0.404
'[15:36:57.636 02/03/1995]',-0.207,-0.138,-0.291,82.300,26.175,-0.214,0.404
'[15:36:57.638 02/03/1995]',-0.172,-0.114,-0.244,82.300,26.175,-0.214,0.404
'[15:36:57.640 02/03/1995]',-0.142,-0.088,-0.204,81.850,26.875,-0.236,0.423
'[15:36:57.642 02/03/1995]',-0.112,-0.063,-0.164,81.850,26.875,-0.236,0.423
'[15:36:57.644 02/03/1995]',-0.088,-0.040,-0.132,81.850,26.875,-0.236,0.423
'[15:36:57.646 02/03/1995]',-0.064,-0.016,-0.100,81.850,26.875,-0.236,0.423
'[15:36:57.648 02/03/1995]',-0.047,0.002,-0.076,81.400,27.750,-0.258,0.444
'[15:36:57.650 02/03/1995]',-0.030,0.020,-0.053,81.400,27.750,-0.258,0.444
'[15:36:57.652 02/03/1995]',-0.018,0.033,-0.036,81.400,27.750,-0.258,0.444
'[15:36:57.654 02/03/1995]',-0.006,0.046,-0.019,81.400,27.750,-0.258,0.444
'[15:36:57.656 02/03/1995]',0.003,0.054,-0.007,81.000,28.825,-0.278,0.463
'[15:36:57.658 02/03/1995]',0.011,0.062,0.004,81.000,28.825,-0.278,0.463
'[15:36:57.660 02/03/1995]',0.017,0.066,0.011,81.000,28.825,-0.278,0.463
'[15:36:57.662 02/03/1995]',0.023,0.070,0.018,81.000,28.825,-0.278,0.463
'[15:36:57.664 02/03/1995]',0.027,0.072,0.022,80.600,29.575,-0.300,0.482
'[15:36:57.666 02/03/1995]',0.031,0.075,0.027,80.600,29.575,-0.300,0.482
'[15:36:57.668 02/03/1995]',0.034,0.077,0.030,80.600,29.575,-0.300,0.482
'[15:36:57.670 02/03/1995]',0.037,0.079,0.033,80.600,29.575,-0.300,0.482
'[15:36:57.672 02/03/1995]',0.039,0.081,0.036,80.250,29.625,-0.322,0.502
'[15:36:57.674 02/03/1995]',0.041,0.083,0.039,80.250,29.625,-0.322,0.502
'[15:36:57.676 02/03/1995]',0.043,0.085,0.042,80.250,29.625,-0.322,0.502
'[15:36:57.678 02/03/1995]',0.044,0.087,0.044,80.250,29.625,-0.322,0.502
'[15:36:57.680 02/03/1995]',0.045,0.088,0.046,79.900,29.050,-0.342,0.520
'[15:36:57.682 02/03/1995]',0.047,0.090,0.048,79.900,29.050,-0.342,0.520
'[15:36:57.684 02/03/1995]',0.048,0.091,0.050,79.900,29.050,-0.342,0.520
'[15:36:57.686 02/03/1995]',0.048,0.093,0.051,79.900,29.050,-0.342,0.520
'[15:36:57.688 02/03/1995]',0.048,0.092,0.051,79.600,28.225,-0.362,0.536
'[15:36:57.690 02/03/1995]',0.047,0.092,0.052,79.600,28.225,-0.362,0.536
'[15:36:57.692 02/03/1995]',0.047,0.091,0.051,79.600,28.225,-0.362,0.536
'[15:36:57.694 02/03/1995]',0.047,0.091,0.051,79.600,28.225,-0.362,0.536
'[15:36:57.696 02/03/1995]',0.047,0.091,0.051,79.350,27.875,-0.378,0.550
'[15:36:57.698 02/03/1995]',0.047,0.091,0.051,79.350,27.875,-0.378,0.550
'[15:36:57.700 02/03/1995]',0.048,0.091,0.051,79.350,27.875,-0.378,0.550
'[15:36:57.702 02/03/1995]',0.048,0.091,0.052,79.350,27.875,-0.378,0.550
'[15:36:57.704 02/03/1995]',0.050,0.092,0.053,79.250,27.650,-0.396,0.564
'[15:36:57.706 02/03/1995]',0.051,0.093,0.054,79.250,27.650,-0.396,0.564
'[15:36:57.708 02/03/1995]',0.053,0.096,0.055,79.250,27.650,-0.396,0.564
'[15:36:57.710 02/03/1995]',0.055,0.098,0.056,79.250,27.650,-0.396,0.564
'[15:36:57.712 02/03/1995]',0.056,0.100,0.057,79.200,27.125,-0.408,0.576
'[15:36:57.714 02/03/1995]',0.056,0.102,0.058,79.200,27.125,-0.408,0.576
'[15:36:57.716 02/03/1995]',0.057,0.102,0.059,79.200,27.125,-0.408,0.576
'[15:36:57.718 02/03/1995]',0.058,0.103,0.059,79.200,27.125,-0.408,0.576
'[15:36:57.720 02/03/1995]',0.059,0.102,0.059,79.200,26.175,-0.422,0.590
'[15:36:57.722 02/03/1995]',0.059,0.101,0.059,79.200,26.175,-0.422,0.590
'[15:36:57.724 02/03/1995]',0.059,0.100,0.060,79.200,26.175,-0.422,0.590
'[15:36:57.726 02/03/1995]',0.059,0.099,0.061,79.200,26.175,-0.422,0.590
'[15:36:57.728 02/03/1995]',0.060,0.099,0.062,79.200,25.475,-0.430,0.604
'[15:36:57.730 02/03/1995]',0.062,0.098,0.063,79.200,25.475,-0.430,0.604
'[15:36:57.732 02/03/1995]',0.064,0.098,0.065,79.200,25.475,-0.430,0.604
'[15:36:57.734 02/03/1995]',0.065,0.098,0.066,79.200,25.475,-0.430,0.604
'[15:36:57.736 02/03/1995]',0.066,0.098,0.068,79.200,25.300,-0.440,0.618
'[15:36:57.738 02/03/1995]',0.067,0.098,0.070,79.200,25.300,-0.440,0.618
'[15:36:57.740 02/03/1995]',0.068,0.099,0.072,79.200,25.300,-0.440,0.618
'[15:36:57.742 02/03/1995]',0.068,0.099,0.074,79.200,25.300,-0.440,0.618
'[15:36:57.744 02/03/1995]',0.069,0.100,0.075,79.200,25.300,-0.444,0.632
'[15:36:57.746 02/03/1995]',0.070,0.101,0.077,79.200,25.300,-0.444,0.632
'[15:36:57.748 02/03/1995]',0.072,0.102,0.080,79.200,25.300,-0.444,0.632
'[15:36:57.750 02/03/1995]',0.074,0.103,0.082,79.200,25.300,-0.444,0.632
'[15:36:57.752 02/03/1995]',0.075,0.102,0.085,79.350,25.075,-0.448,0.645
'[15:36:57.754 02/03/1995]',0.077,0.102,0.088,79.350,25.075,-0.448,0.645
'[15:36:57.756 02/03/1995]',0.079,0.102,0.090,79.350,25.075,-0.448,0.645
'[15:36:57.758 02/03/1995]',0.081,0.102,0.092,79.350,25.075,-0.448,0.645
'[15:36:57.760 02/03/1995]',0.083,0.102,0.094,79.800,24.650,-0.452,0.658
'[15:36:57.762 02/03/1995]',0.085,0.102,0.096,79.800,24.650,-0.452,0.658
'[15:36:57.764 02/03/1995]',0.086,0.102,0.098,79.800,24.650,-0.452,0.658
'[15:36:57.766 02/03/1995]',0.087,0.102,0.100,79.800,24.650,-0.452,0.658
'[15:36:57.768 02/03/1995]',0.088,0.102,0.103,80.550,24.650,-0.452,0.670
'[15:36:57.770 02/03/1995]',0.090,0.103,0.107,80.550,24.650,-0.452,0.670
'[15:36:57.772 02/03/1995]',0.092,0.103,0.111,80.550,24.650,-0.452,0.670
'[15:36:57.774 02/03/1995]',0.095,0.104,0.115,80.550,24.650,-0.452,0.670
'[15:36:57.776 02/03/1995]',0.097,0.104,0.118,81.850,25.125,-0.450,0.682
'[15:36:57.778 02/03/1995]',0.099,0.104,0.122,81.850,25.125,-0.450,0.682
'[15:36:57.780 02/03/1995]',0.102,0.104,0.126,81.850,25.125,-0.450,0.682
'[15:36:57.782 02/03/1995]',0.104,0.105,0.129,81.850,25.125,-0.450,0.682
'[15:36:57.784 02/03/1995]',0.107,0.106,0.133,83.700,26.050,-0.448,0.696
'[15:36:57.786 02/03/1995]',0.110,0.107,0.137,83.700,26.050,-0.448,0.696
'[15:36:57.788 02/03/1995]',0.113,0.108,0.141,83.700,26.050,-0.448,0.696
'[15:36:57.790 02/03/1995]',0.116,0.109,0.144,83.700,26.050,-0.448,0.696
'[15:36:57.792 02/03/1995]',0.118,0.110,0.147,86.250,27.300,-0.442,0.711
'[15:36:57.794 02/03/1995]',0.121,0.110,0.151,86.250,27.300,-0.442,0.711
'[15:36:57.796 02/03/1995]',0.123,0.110,0.155,86.250,27.300,-0.442,0.711
'[15:36:57.798 02/03/1995]',0.126,0.109,0.159,86.250,27.300,-0.442,0.711
'[15:36:57.800 02/03/1995]',0.128,0.109,0.163,89.200,28.875,-0.432,0.727
'[15:36:57.802 02/03/1995]',0.130,0.109,0.166,89.200,28.875,-0.432,0.727
'[15:36:57.804 02/03/1995]',0.132,0.110,0.169,89.200,28.875,-0.432,0.727
'[15:36:57.806 02/03/1995]',0.133,0.110,0.172,89.200,28.875,-0.432,0.727
'[15:36:57.808 02/03/1995]',0.134,0.111,0.173,92.600,30.575,-0.418,0.743
'[15:36:57.810 02/03/1995]',0.135,0.112,0.175,92.600,30.575,-0.418,0.743
'[15:36:57.812 02/03/1995]',0.135,0.113,0.176,92.600,30.575,-0.418,0.743
'[15:36:57.814 02/03/1995]',0.135,0.114,0.177,92.600,30.575,-0.418,0.743
'[15:36:57.816 02/03/1995]',0.135,0.115,0.178,96.200,32.150,-0.398,0.757
'[15:36:57.818 02/03/1995]',0.135,0.116,0.179,96.200,32.150,-0.398,0.757
'[15:36:57.820 02/03/1995]',0.135,0.115,0.178,96.200,32.150,-0.398,0.757
'[15:36:57.822 02/03/1995]',0.135,0.114,0.178,96.200,32.150,-0.398,0.757
