'Time and date','II','MCL1','V','ABP','PLETH','RESP'
'[11:35:57.722 05/05/1995]',0.024,-0.195,-0.097,29.977,0.285,-
'[11:35:57.724 05/05/1995]',0.026,-0.195,-0.097,29.977,0.285,-
'[11:35:57.726 05/05/1995]',0.027,-0.178,-0.097,29.977,0.285,-
'[11:35:57.728 05/05/1995]',0.028,-0.195,-0.097,30.428,0.366,-
'[11:35:57.730 05/05/1995]',0.028,-0.195,-0.097,30.428,0.366,-
'[11:35:57.732 05/05/1995]',0.028,-0.195,-0.097,30.428,0.366,-
'[11:35:57.734 05/05/1995]',0.027,-0.195,-0.097,30.428,0.366,-
'[11:35:57.736 05/05/1995]',0.026,-0.195,-0.097,33.283,0.436,-
'[11:35:57.738 05/05/1995]',0.026,-0.195,-0.097,33.283,0.436,-
'[11:35:57.740 05/05/1995]',0.026,-0.178,-0.097,33.283,0.436,-
'[11:35:57.742 05/05/1995]',0.027,-0.178,-0.097,33.283,0.436,-
'[11:35:57.744 05/05/1995]',0.028,-0.178,-0.097,40.346,0.489,-
'[11:35:57.746 05/05/1995]',0.028,-0.178,-0.097,40.346,0.489,-
'[11:35:57.748 05/05/1995]',0.028,-0.178,-0.097,40.346,0.489,-
'[11:35:57.750 05/05/1995]',0.027,-0.195,-0.097,40.346,0.489,-
'[11:35:57.752 05/05/1995]',0.026,-0.195,-0.097,49.662,0.522,-
'[11:35:57.754 05/05/1995]',0.026,-0.178,-0.097,49.662,0.522,-
'[11:35:57.756 05/05/1995]',0.026,-0.178,-0.097,49.662,0.522,-
'[11:35:57.758 05/05/1995]',0.027,-0.178,-0.097,49.662,0.522,-
'[11:35:57.760 05/05/1995]',0.028,-0.178,-0.097,56.724,0.540,-
'[11:35:57.762 05/05/1995]',0.028,-0.178,-0.097,56.724,0.540,-
'[11:35:57.764 05/05/1995]',0.028,-0.178,-0.097,56.724,0.540,-
'[11:35:57.766 05/05/1995]',0.027,-0.178,-0.097,56.724,0.540,-
'[11:35:57.768 05/05/1995]',0.026,-0.178,-0.097,59.504,0.540,-
'[11:35:57.770 05/05/1995]',0.026,-0.178,-0.097,59.504,0.540,-
'[11:35:57.772 05/05/1995]',0.026,-0.178,-0.097,59.504,0.540,-
'[11:35:57.774 05/05/1995]',0.026,-0.178,-0.097,59.504,0.540,-
'[11:35:57.776 05/05/1995]',0.026,-0.160,-0.064,59.955,0.524,-
'[11:35:57.778 05/05/1995]',0.026,-0.178,-0.097,59.955,0.524,-
'[11:35:57.780 05/05/1995]',0.026,-0.160,-0.097,59.955,0.524,-
'[11:35:57.782 05/05/1995]',0.026,-0.178,-0.097,59.955,0.524,-
'[11:35:57.784 05/05/1995]',0.026,-0.178,-0.097,59.955,0.495,-
'[11:35:57.786 05/05/1995]',0.026,-0.178,-0.097,59.955,0.495,-
'[11:35:57.788 05/05/1995]',0.026,-0.160,-0.097,59.955,0.495,-
'[11:35:57.790 05/05/1995]',0.026,-0.160,-0.064,59.955,0.495,-
'[11:35:57.792 05/05/1995]',0.025,-0.160,-0.064,59.955,0.456,-
'[11:35:57.794 05/05/1995]',0.024,-0.160,-0.064,59.955,0.456,-
'[11:35:57.796 05/05/1995]',0.023,-0.160,-0.064,59.955,0.456,-
'[11:35:57.798 05/05/1995]',0.021,-0.160,-0.097,59.955,0.456,-
'[11:35:57.800 05/05/1995]',0.021,-0.160,-0.097,59.955,0.405,-
'[11:35:57.802 05/05/1995]',0.020,-0.160,-0.097,59.955,0.405,-
'[11:35:57.804 05/05/1995]',0.020,-0.160,-0.097,59.955,0.405,-
'[11:35:57.806 05/05/1995]',0.020,-0.160,-0.097,59.955,0.405,-
'[11:35:57.808 05/05/1995]',0.020,-0.142,-0.064,60.030,0.348,-
'[11:35:57.810 05/05/1995]',0.020,-0.160,-0.064,60.030,0.348,-
'[11:35:57.812 05/05/1995]',0.020,-0.160,-0.064,60.030,0.348,-
'[11:35:57.814 05/05/1995]',0.020,-0.142,-0.064,60.030,0.348,-
'[11:35:57.816 05/05/1995]',0.020,-0.160,-0.097,60.030,0.282,-
'[11:35:57.818 05/05/1995]',0.020,-0.160,-0.097,60.030,0.282,-
'[11:35:57.820 05/05/1995]',0.026,-0.160,-0.064,60.030,0.282,-
'[11:35:57.822 05/05/1995]',0.033,-0.160,-0.064,60.030,0.282,-
'[11:35:57.824 05/05/1995]',0.064,-0.142,-0.064,60.030,0.210,-
'[11:35:57.826 05/05/1995]',0.095,-0.142,-0.064,60.030,0.210,-
'[11:35:57.828 05/05/1995]',0.165,-0.142,-0.064,60.030,0.210,-
'[11:35:57.830 05/05/1995]',0.235,-0.142,-0.064,60.030,0.210,-
'[11:35:57.832 05/05/1995]',0.341,-0.142,-0.064,60.030,0.139,-0.430
'[11:35:57.834 05/05/1995]',0.447,-0.142,-0.064,60.030,0.139,-0.430
'[11:35:57.836 05/05/1995]',0.564,-0.052,0.003,60.030,0.139,-0.430
'[11:35:57.838 05/05/1995]',0.682,0.305,0.403,60.030,0.139,-0.430
'[11:35:57.840 05/05/1995]',0.779,0.555,0.669,60.030,0.060,-0.358
'[11:35:57.842 05/05/1995]',0.877,0.698,0.802,60.030,0.060,-0.358
'[11:35:57.844 05/05/1995]',0.934,0.787,0.903,60.030,0.060,-0.358
'[11:35:57.846 05/05/1995]',0.991,0.805,0.936,60.030,0.060,-0.358
'[11:35:57.848 05/05/1995]',1.009,0.840,0.936,60.030,-0.016,-0.277
'[11:35:57.850 05/05/1995]',1.026,0.840,0.968,60.030,-0.016,-0.277
'[11:35:57.852 05/05/1995]',1.024,0.858,0.968,60.030,-0.016,-0.277
'[11:35:57.854 05/05/1995]',1.022,0.858,0.968,60.030,-0.016,-0.277
'[11:35:57.856 05/05/1995]',1.017,0.858,0.968,60.030,-0.091,-0.195
'[11:35:57.858 05/05/1995]',1.012,0.858,0.968,60.030,-0.091,-0.195
'[11:35:57.860 05/05/1995]',1.007,0.858,0.968,60.030,-0.091,-0.195
'[11:35:57.862 05/05/1995]',1.002,0.840,0.936,60.030,-0.091,-0.195
'[11:35:57.864 05/05/1995]',0.997,0.840,0.936,60.030,-0.165,-0.123
'[11:35:57.866 05/05/1995]',0.992,0.822,0.936,60.030,-0.165,-0.123
'[11:35:57.868 05/05/1995]',0.987,0.822,0.936,60.030,-0.165,-0.123
'[11:35:57.870 05/05/1995]',0.982,0.822,0.936,60.030,-0.165,-0.123
'[11:35:57.872 05/05/1995]',0.977,0.822,0.936,60.030,-0.234,-0.041
'[11:35:57.874 05/05/1995]',0.972,0.805,0.936,60.030,-0.234,-0.041
'[11:35:57.876 05/05/1995]',0.968,0.805,0.936,60.030,-0.234,-0.041
'[11:35:57.878 05/05/1995]',0.964,0.805,0.903,60.030,-0.234,-0.041
'[11:35:57.880 05/05/1995]',0.959,0.805,0.903,60.030,-0.318,0.041
'[11:35:57.882 05/05/1995]',0.955,0.805,0.903,60.030,-0.318,0.041
'[11:35:57.884 05/05/1995]',0.950,0.805,0.903,60.030,-0.318,0.041
'[11:35:57.886 05/05/1995]',0.945,0.805,0.903,60.030,-0.318,0.041
'[11:35:57.888 05/05/1995]',0.940,0.787,0.903,60.030,-0.372,0.122
'[11:35:57.890 05/05/1995]',0.934,0.787,0.903,60.030,-0.372,0.122
'[11:35:57.892 05/05/1995]',0.929,0.787,0.903,60.030,-0.372,0.122
'[11:35:57.894 05/05/1995]',0.924,0.787,0.869,60.030,-0.372,0.122
'[11:35:57.896 05/05/1995]',0.919,0.787,0.869,60.030,-0.419,0.194
'[11:35:57.898 05/05/1995]',0.914,0.769,0.869,60.030,-0.419,0.194
'[11:35:57.900 05/05/1995]',0.908,0.752,0.869,60.030,-0.419,0.194
'[11:35:57.902 05/05/1995]',0.902,0.752,0.836,60.030,-0.419,0.194
'[11:35:57.904 05/05/1995]',0.898,0.752,0.836,60.030,-0.460,0.276
'[11:35:57.906 05/05/1995]',0.893,0.734,0.836,60.030,-0.460,0.276
'[11:35:57.908 05/05/1995]',0.888,0.734,0.836,60.030,-0.460,0.276
'[11:35:57.910 05/05/1995]',0.884,0.734,0.836,60.030,-0.460,0.276
'[11:35:57.912 05/05/1995]',0.880,0.734,0.836,60.030,-0.486,0.358
'[11:35:57.914 05/05/1995]',0.875,0.716,0.802,60.030,-0.486,0.358
'[11:35:57.916 05/05/1995]',0.870,0.716,0.802,60.030,-0.486,0.358
'[11:35:57.918 05/05/1995]',0.864,0.716,0.802,60.030,-0.486,0.358
'[11:35:57.920 05/05/1995]',0.860,0.716,0.802,60.030,-0.505,0.429
'[11:35:57.922 05/05/1995]',0.856,0.716,0.802,60.030,-0.505,0.429
'[11:35:57.924 05/05/1995]',0.851,0.716,0.802,60.030,-0.505,0.429
'[11:35:57.926 05/05/1995]',0.847,0.716,0.802,60.030,-0.505,0.429
'[11:35:57.928 05/05/1995]',0.841,0.698,0.802,60.030,-0.516,0.511
'[11:35:57.930 05/05/1995]',0.836,0.698,0.769,60.030,-0.516,0.511
'[11:35:57.932 05/05/1995]',0.830,0.698,0.769,60.030,-0.516,0.511
'[11:35:57.934 05/05/1995]',0.824,0.680,0.769,60.030,-0.516,0.511
'[11:35:57.936 05/05/1995]',0.820,0.680,0.769,60.030,-0.517,0.429
'[11:35:57.938 05/05/1995]',0.816,0.680,0.769,60.030,-0.517,0.429
'[11:35:57.940 05/05/1995]',0.812,0.680,0.769,60.030,-0.517,0.429
'[11:35:57.942 05/05/1995]',0.809,0.680,0.769,60.030,-0.517,0.429
'[11:35:57.944 05/05/1995]',0.804,0.680,0.769,60.030,-0.511,0.358
'[11:35:57.946 05/05/1995]',0.800,0.680,0.736,60.030,-0.511,0.358
'[11:35:57.948 05/05/1995]',0.796,0.662,0.736,60.030,-0.511,0.358
'[11:35:57.950 05/05/1995]',0.793,0.662,0.736,60.030,-0.511,0.358
'[11:35:57.952 05/05/1995]',0.789,0.662,0.736,61.007,-0.500,0.276
'[11:35:57.954 05/05/1995]',0.784,0.662,0.736,61.007,-0.500,0.276
'[11:35:57.956 05/05/1995]',0.779,0.662,0.736,61.007,-0.500,0.276
'[11:35:57.958 05/05/1995]',0.773,0.662,0.736,61.007,-0.500,0.276
'[11:35:57.960 05/05/1995]',0.768,0.644,0.736,66.566,-0.483,0.194
'[11:35:57.962 05/05/1995]',0.763,0.644,0.736,66.566,-0.483,0.194
'[11:35:57.964 05/05/1995]',0.758,0.644,0.702,66.566,-0.483,0.194
'[11:35:57.966 05/05/1995]',0.753,0.626,0.702,66.566,-0.483,0.194
'[11:35:57.968 05/05/1995]',0.749,0.626,0.702,80.616,-0.463,0.122
'[11:35:57.970 05/05/1995]',0.746,0.626,0.702,80.616,-0.463,0.122
'[11:35:57.972 05/05/1995]',0.742,0.626,0.702,80.616,-0.463,0.122
'[11:35:57.974 05/05/1995]',0.737,0.626,0.702,80.616,-0.463,0.122
'[11:35:57.976 05/05/1995]',0.734,0.626,0.702,99.399,-0.442,0.041
'[11:35:57.978 05/05/1995]',0.730,0.608,0.702,99.399,-0.442,0.041
'[11:35:57.980 05/05/1995]',0.727,0.608,0.669,99.399,-0.442,0.041
'[11:35:57.982 05/05/1995]',0.723,0.608,0.669,99.399,-0.442,0.041
'[11:35:57.984 05/05/1995]',0.719,0.590,0.669,113.449,-0.418,-0.041
'[11:35:57.986 05/05/1995]',0.715,0.590,0.669,113.449,-0.418,-0.041
'[11:35:57.988 05/05/1995]',0.710,0.590,0.669,113.449,-0.418,-0.041
'[11:35:57.990 05/05/1995]',0.706,0.590,0.669,113.449,-0.418,-0.041
'[11:35:57.992 05/05/1995]',0.701,0.590,0.669,119.083,-0.398,-0.123
'[11:35:57.994 05/05/1995]',0.696,0.590,0.669,119.083,-0.398,-0.123
'[11:35:57.996 05/05/1995]',0.693,0.590,0.635,119.083,-0.398,-0.123
'[11:35:57.998 05/05/1995]',0.689,0.572,0.635,119.083,-0.398,-0.123
'[11:35:58.000 05/05/1995]',0.684,0.572,0.635,120.060,-0.378,-0.195
'[11:35:58.002 05/05/1995]',0.679,0.555,0.635,120.060,-0.378,-0.195
'[11:35:58.004 05/05/1995]',0.675,0.555,0.635,120.060,-0.378,-0.195
'[11:35:58.006 05/05/1995]',0.670,0.555,0.635,120.060,-0.378,-0.195
'[11:35:58.008 05/05/1995]',0.668,0.555,0.635,120.060,-0.361,-0.277
'[11:35:58.010 05/05/1995]',0.665,0.555,0.635,120.060,-0.361,-0.277
'[11:35:58.012 05/05/1995]',0.663,0.555,0.635,120.060,-0.361,-0.277
'[11:35:58.014 05/05/1995]',0.662,0.555,0.602,120.060,-0.361,-0.277
'[11:35:58.016 05/05/1995]',0.659,0.537,0.602,120.060,-0.346,-0.358
'[11:35:58.018 05/05/1995]',0.656,0.537,0.602,120.060,-0.346,-0.358
'[11:35:58.020 05/05/1995]',0.652,0.537,0.602,120.060,-0.346,-0.358
'[11:35:58.022 05/05/1995]',0.648,0.537,0.602,120.060,-0.346,-0.358
'[11:35:58.024 05/05/1995]',0.643,0.537,0.602,120.060,-0.336,-0.430
'[11:35:58.026 05/05/1995]',0.639,0.537,0.602,120.060,-0.336,-0.430
'[11:35:58.028 05/05/1995]',0.636,0.537,0.602,120.060,-0.336,-0.430
'[11:35:58.030 05/05/1995]',0.633,0.537,0.568,120.060,-0.336,-0.430
'[11:35:58.032 05/05/1995]',0.630,0.537,0.568,120.060,-0.328,-
'[11:35:58.034 05/05/1995]',0.626,0.519,0.568,120.060,-0.328,-
'[11:35:58.036 05/05/1995]',0.622,0.519,0.568,120.060,-0.328,-
'[11:35:58.038 05/05/1995]',0.618,0.519,0.568,120.060,-0.328,-
'[11:35:58.040 05/05/1995]',0.614,0.519,0.568,120.060,-0.325,-0.430
'[11:35:58.042 05/05/1995]',0.611,0.537,0.568,120.060,-0.325,-0.430
'[11:35:58.044 05/05/1995]',0.607,0.519,0.568,120.060,-0.325,-0.430
'[11:35:58.046 05/05/1995]',0.604,0.519,0.568,120.060,-0.325,-0.430
'[11:35:58.048 05/05/1995]',0.600,0.502,0.568,120.060,-0.323,-0.358
'[11:35:58.050 05/05/1995]',0.596,0.502,0.568,120.060,-0.323,-0.358
'[11:35:58.052 05/05/1995]',0.594,0.502,0.568,120.060,-0.323,-0.358
'[11:35:58.054 05/05/1995]',0.592,0.502,0.568,120.060,-0.323,-0.358
'[11:35:58.056 05/05/1995]',0.590,0.502,0.568,120.060,-0.328,-0.277
'[11:35:58.058 05/05/1995]',0.588,0.502,0.535,120.060,-0.328,-0.277
'[11:35:58.060 05/05/1995]',0.587,0.502,0.535,120.060,-0.328,-0.277
'[11:35:58.062 05/05/1995]',0.586,0.484,0.535,120.060,-0.328,-0.277
'[11:35:58.064 05/05/1995]',0.584,0.484,0.535,120.060,-0.332,-0.195
'[11:35:58.066 05/05/1995]',0.581,0.484,0.535,120.060,-0.332,-0.195
'[11:35:58.068 05/05/1995]',0.577,0.484,0.535,120.060,-0.332,-0.195
'[11:35:58.070 05/05/1995]',0.572,0.484,0.535,120.060,-0.332,-0.195
'[11:35:58.072 05/05/1995]',0.568,0.466,0.535,120.060,-0.338,-0.123
'[11:35:58.074 05/05/1995]',0.564,0.484,0.535,120.060,-0.338,-0.123
'[11:35:58.076 05/05/1995]',0.559,0.466,0.502,120.060,-0.338,-0.123
'[11:35:58.078 05/05/1995]',0.555,0.466,0.502,120.060,-0.338,-0.123
'[11:35:58.080 05/05/1995]',0.552,0.466,0.502,120.060,-0.342,-0.041
'[11:35:58.082 05/05/1995]',0.549,0.466,0.502,120.060,-0.342,-0.041
'[11:35:58.084 05/05/1995]',0.547,0.466,0.502,120.060,-0.342,-0.041
'[11:35:58.086 05/05/1995]',0.545,0.448,0.502,120.060,-0.342,-0.041
'[11:35:58.088 05/05/1995]',0.542,0.448,0.502,120.060,-0.342,0.041
'[11:35:58.090 05/05/1995]',0.540,0.448,0.502,120.060,-0.342,0.041
'[11:35:58.092 05/05/1995]',0.537,0.448,0.502,120.060,-0.342,0.041
'[11:35:58.094 05/05/1995]',0.535,0.448,0.502,120.060,-0.342,0.041
'[11:35:58.096 05/05/1995]',0.532,0.448,0.502,120.060,-0.331,0.122
'[11:35:58.098 05/05/1995]',0.530,0.448,0.470,120.060,-0.331,0.122
'[11:35:58.100 05/05/1995]',0.527,0.430,0.470,120.060,-0.331,0.122
'[11:35:58.102 05/05/1995]',0.524,0.430,0.470,120.060,-0.331,0.122
'[11:35:58.104 05/05/1995]',0.521,0.430,0.470,120.060,-0.310,0.194
'[11:35:58.106 05/05/1995]',0.518,0.430,0.470,120.060,-0.310,0.194
'[11:35:58.108 05/05/1995]',0.508,0.430,0.470,120.060,-0.310,0.194
'[11:35:58.110 05/05/1995]',0.498,0.430,0.470,120.060,-0.310,0.194
'[11:35:58.112 05/05/1995]',0.465,0.430,0.470,120.060,-0.275,0.276
'[11:35:58.114 05/05/1995]',0.433,0.430,0.470,120.060,-0.275,0.276
'[11:35:58.116 05/05/1995]',0.362,0.412,0.470,120.060,-0.275,0.276
'[11:35:58.118 05/05/1995]',0.290,0.412,0.470,120.060,-0.275,0.276
'[11:35:58.120 05/05/1995]',0.184,0.412,0.436,120.060,-0.226,0.358
'[11:35:58.122 05/05/1995]',0.078,0.412,0.470,120.060,-0.226,0.358
'[11:35:58.124 05/05/1995]',-0.040,0.358,0.403,120.060,-0.226,0.358
'[11:35:58.126 05/05/1995]',-0.158,-0.016,0.003,120.060,-0.226,0.358
'[11:35:58.128 05/05/1995]',-0.256,-0.249,-0.231,120.060,-0.159,0.429
'[11:35:58.130 05/05/1995]',-0.354,-0.392,-0.398,120.060,-0.159,0.429
'[11:35:58.132 05/05/1995]',-0.414,-0.481,-0.497,120.060,-0.159,0.429
'[11:35:58.134 05/05/1995]',-0.473,-0.534,-0.564,120.060,-0.159,0.429
'[11:35:58.136 05/05/1995]',-0.492,-0.552,-0.564,120.060,-0.079,0.511
'[11:35:58.138 05/05/1995]',-0.511,-0.570,-0.597,120.060,-0.079,0.511
'[11:35:58.140 05/05/1995]',-0.510,-0.570,-0.597,120.060,-0.079,0.511
'[11:35:58.142 05/05/1995]',-0.510,-0.570,-0.597,120.060,-0.079,0.511
'[11:35:58.144 05/05/1995]',-0.507,-0.570,-0.597,120.060,0.010,0.429
'[11:35:58.146 05/05/1995]',-0.504,-0.570,-0.597,120.060,0.010,0.429
'[11:35:58.148 05/05/1995]',-0.502,-0.570,-0.597,120.060,0.010,0.429
'[11:35:58.150 05/05/1995]',-0.501,-0.570,-0.597,120.060,0.010,0.429
'[11:35:58.152 05/05/1995]',-0.500,-0.570,-0.597,120.060,0.103,0.358
'[11:35:58.154 05/05/1995]',-0.498,-0.570,-0.597,120.060,0.103,0.358
'[11:35:58.156 05/05/1995]',-0.496,-0.570,-0.564,120.060,0.103,0.358
'[11:35:58.158 05/05/1995]',-0.494,-0.552,-0.564,120.060,0.103,0.358
'[11:35:58.160 05/05/1995]',-0.491,-0.552,-0.564,120.060,0.197,0.276
'[11:35:58.162 05/05/1995]',-0.488,-0.552,-0.564,120.060,0.197,0.276
'[11:35:58.164 05/05/1995]',-0.486,-0.552,-0.564,120.060,0.197,0.276
'[11:35:58.166 05/05/1995]',-0.484,-0.552,-0.564,120.060,0.197,0.276
'[11:35:58.168 05/05/1995]',-0.481,-0.552,-0.564,120.060,0.286,0.194
'[11:35:58.170 05/05/1995]',-0.478,-0.534,-0.564,120.060,0.286,0.194
'[11:35:58.172 05/05/1995]',-0.475,-0.534,-0.564,120.060,0.286,0.194
'[11:35:58.174 05/05/1995]',-0.473,-0.534,-0.564,120.060,0.286,0.194
'[11:35:58.176 05/05/1995]',-0.469,-0.534,-0.530,120.962,0.360,0.122
'[11:35:58.178 05/05/1995]',-0.465,-0.534,-0.530,120.962,0.360,0.122
'[11:35:58.180 05/05/1995]',-0.462,-0.534,-0.530,120.962,0.360,0.122
'[11:35:58.182 05/05/1995]',-0.458,-0.534,-0.530,120.962,0.360,0.122
'[11:35:58.184 05/05/1995]',-0.456,-0.534,-0.530,126.597,0.422,0.041
'[11:35:58.186 05/05/1995]',-0.453,-0.516,-0.530,126.597,0.422,0.041
'[11:35:58.188 05/05/1995]',-0.450,-0.516,-0.530,126.597,0.422,0.041
'[11:35:58.190 05/05/1995]',-0.447,-0.516,-0.530,126.597,0.422,0.041
'[11:35:58.192 05/05/1995]',-0.444,-0.516,-0.497,140.721,0.465,-0.041
'[11:35:58.194 05/05/1995]',-0.441,-0.516,-0.497,140.721,0.465,-0.041
'[11:35:58.196 05/05/1995]',-0.440,-0.499,-0.497,140.721,0.465,-0.041
'[11:35:58.198 05/05/1995]',-0.438,-0.499,-0.497,140.721,0.465,-0.041
'[11:35:58.200 05/05/1995]',-0.437,-0.499,-0.497,159.429,0.489,-0.123
'[11:35:58.202 05/05/1995]',-0.436,-0.499,-0.497,159.429,0.489,-0.123
'[11:35:58.204 05/05/1995]',-0.433,-0.499,-0.497,159.429,0.489,-0.123
'[11:35:58.206 05/05/1995]',-0.431,-0.499,-0.497,159.429,0.489,-0.123
'[11:35:58.208 05/05/1995]',-0.428,-0.499,-0.497,173.479,0.498,-0.195
'[11:35:58.210 05/05/1995]',-0.426,-0.481,-0.497,173.479,0.498,-0.195
'[11:35:58.212 05/05/1995]',-0.423,-0.481,-0.497,173.479,0.498,-0.195
'[11:35:58.214 05/05/1995]',-0.421,-0.481,-0.497,173.479,0.498,-0.195
'[11:35:58.216 05/05/1995]',-0.419,-0.481,-0.497,179.113,0.489,-0.277
'[11:35:58.218 05/05/1995]',-0.416,-0.481,-0.497,179.113,0.489,-0.277
'[11:35:58.220 05/05/1995]',-0.413,-0.481,-0.497,179.113,0.489,-0.277
'[11:35:58.222 05/05/1995]',-0.410,-0.481,-0.497,179.113,0.489,-0.277
'[11:35:58.224 05/05/1995]',-0.408,-0.463,-0.465,180.015,0.467,-0.358
'[11:35:58.226 05/05/1995]',-0.406,-0.463,-0.465,180.015,0.467,-0.358
'[11:35:58.228 05/05/1995]',-0.403,-0.463,-0.465,180.015,0.467,-0.358
'[11:35:58.230 05/05/1995]',-0.400,-0.463,-0.465,180.015,0.467,-0.358
'[11:35:58.232 05/05/1995]',-0.397,-0.463,-0.465,180.015,0.432,-0.430
'[11:35:58.234 05/05/1995]',-0.394,-0.463,-0.465,180.015,0.432,-0.430
'[11:35:58.236 05/05/1995]',-0.392,-0.463,-0.465,180.015,0.432,-0.430
'[11:35:58.238 05/05/1995]',-0.390,-0.463,-0.465,180.015,0.432,-0.430
'[11:35:58.240 05/05/1995]',-0.387,-0.463,-0.465,180.015,0.387,-
'[11:35:58.242 05/05/1995]',-0.384,-0.445,-0.465,180.015,0.387,-
'[11:35:58.244 05/05/1995]',-0.381,-0.445,-0.465,180.015,0.387,-
'[11:35:58.246 05/05/1995]',-0.379,-0.445,-0.465,180.015,0.387,-
'[11:35:58.248 05/05/1995]',-0.377,-0.445,-0.465,180.015,0.335,-
'[11:35:58.250 05/05/1995]',-0.374,-0.445,-0.465,180.015,0.335,-
'[11:35:58.252 05/05/1995]',-0.372,-0.445,-0.465,180.015,0.335,-
'[11:35:58.254 05/05/1995]',-0.370,-0.445,-0.432,180.015,0.335,-
'[11:35:58.256 05/05/1995]',-0.369,-0.445,-0.432,180.015,0.272,-
'[11:35:58.258 05/05/1995]',-0.369,-0.428,-0.432,180.015,0.272,-
'[11:35:58.260 05/05/1995]',-0.367,-0.428,-0.432,180.015,0.272,-
'[11:35:58.262 05/05/1995]',-0.366,-0.428,-0.432,180.015,0.272,-
'[11:35:58.264 05/05/1995]',-0.364,-0.428,-0.432,180.015,0.205,-
'[11:35:58.266 05/05/1995]',-0.363,-0.428,-0.432,180.015,0.205,-
'[11:35:58.268 05/05/1995]',-0.361,-0.428,-0.432,180.015,0.205,-
'[11:35:58.270 05/05/1995]',-0.359,-0.428,-0.432,180.015,0.205,-
'[11:35:58.272 05/05/1995]',-0.357,-0.428,-0.432,180.015,0.133,-
'[11:35:58.274 05/05/1995]',-0.356,-0.410,-0.398,180.015,0.133,-
'[11:35:58.276 05/05/1995]',-0.354,-0.410,-0.398,180.015,0.133,-
'[11:35:58.278 05/05/1995]',-0.352,-0.410,-0.398,180.015,0.133,-
'[11:35:58.280 05/05/1995]',-0.350,-0.410,-0.398,180.015,0.059,-
'[11:35:58.282 05/05/1995]',-0.349,-0.410,-0.398,180.015,0.059,-
'[11:35:58.284 05/05/1995]',-0.346,-0.410,-0.398,180.015,0.059,-
'[11:35:58.286 05/05/1995]',-0.343,-0.410,-0.398,180.015,0.059,-
'[11:35:58.288 05/05/1995]',-0.340,-0.392,-0.398,180.015,-0.017,-
'[11:35:58.290 05/05/1995]',-0.337,-0.410,-0.398,180.015,-0.017,-
'[11:35:58.292 05/05/1995]',-0.335,-0.392,-0.398,180.015,-0.017,-
'[11:35:58.294 05/05/1995]',-0.333,-0.392,-0.398,180.015,-0.017,-
'[11:35:58.296 05/05/1995]',-0.332,-0.392,-0.398,180.015,-0.094,-
'[11:35:58.298 05/05/1995]',-0.332,-0.392,-0.398,180.015,-0.094,-
'[11:35:58.300 05/05/1995]',-0.330,-0.392,-0.398,180.015,-0.094,-
'[11:35:58.302 05/05/1995]',-0.327,-0.392,-0.398,180.015,-0.094,-
'[11:35:58.304 05/05/1995]',-0.325,-0.392,-0.365,180.015,-0.169,-
'[11:35:58.306 05/05/1995]',-0.322,-0.392,-0.365,180.015,-0.169,-
'[11:35:58.308 05/05/1995]',-0.320,-0.392,-0.365,180.015,-0.169,-
'[11:35:58.310 05/05/1995]',-0.317,-0.374,-0.365,180.015,-0.169,-
'[11:35:58.312 05/05/1995]',-0.315,-0.392,-0.365,180.015,-0.239,-
'[11:35:58.314 05/05/1995]',-0.312,-0.374,-0.365,180.015,-0.239,-
'[11:35:58.316 05/05/1995]',-0.309,-0.374,-0.365,180.015,-0.239,-
'[11:35:58.318 05/05/1995]',-0.306,-0.392,-0.365,180.015,-0.239,-
'[11:35:58.320 05/05/1995]',-0.304,-0.374,-0.365,180.015,-0.304,-
'[11:35:58.322 05/05/1995]',-0.302,-0.374,-0.365,180.015,-0.304,-
'[11:35:58.324 05/05/1995]',-0.299,-0.356,-0.331,180.015,-0.304,-
'[11:35:58.326 05/05/1995]',-0.296,-0.356,-0.331,180.015,-0.304,-
'[11:35:58.328 05/05/1995]',-0.293,-0.356,-0.331,180.015,-0.364,-
'[11:35:58.330 05/05/1995]',-0.290,-0.356,-0.331,180.015,-0.364,-
'[11:35:58.332 05/05/1995]',-0.288,-0.356,-0.331,180.015,-0.364,-
'[11:35:58.334 05/05/1995]',-0.285,-0.356,-0.331,180.015,-0.364,-
'[11:35:58.336 05/05/1995]',-0.283,-0.356,-0.331,180.015,-0.413,-
'[11:35:58.338 05/05/1995]',-0.282,-0.338,-0.331,180.015,-0.413,-
'[11:35:58.340 05/05/1995]',-0.280,-0.338,-0.331,180.015,-0.413,-
'[11:35:58.342 05/05/1995]',-0.279,-0.338,-0.331,180.015,-0.413,-
'[11:35:58.344 05/05/1995]',-0.278,-0.338,-0.331,180.015,-0.457,-
'[11:35:58.346 05/05/1995]',-0.278,-0.338,-0.331,180.015,-0.457,-
'[11:35:58.348 05/05/1995]',-0.276,-0.338,-0.331,180.015,-0.457,-
'[11:35:58.350 05/05/1995]',-0.275,-0.356,-0.331,180.015,-0.457,-
'[11:35:58.352 05/05/1995]',-0.273,-0.338,-0.331,180.015,-0.489,-
'[11:35:58.354 05/05/1995]',-0.272,-0.338,-0.331,180.015,-0.489,-
'[11:35:58.356 05/05/1995]',-0.271,-0.338,-0.331,180.015,-0.489,-
'[11:35:58.358 05/05/1995]',-0.270,-0.338,-0.331,180.015,-0.489,-
'[11:35:58.360 05/05/1995]',-0.270,-0.338,-0.331,180.015,-0.514,-
