'Time and date','I','MCL1','V','ABP','PAP','RESP'
'[12:46:07.048 22/05/1995]',0.002,0.002,0.002,89.949,24.436,0.204
'[12:46:07.050 22/05/1995]',0.002,0.002,0.002,89.949,24.436,0.204
'[12:46:07.052 22/05/1995]',0.002,0.002,0.002,89.949,24.436,0.204
'[12:46:07.054 22/05/1995]',0.002,0.002,0.002,89.949,24.436,0.204
'[12:46:07.056 22/05/1995]',0.002,0.002,0.002,88.836,24.962,0.205
'[12:46:07.058 22/05/1995]',0.002,0.002,0.002,88.836,24.962,0.205
'[12:46:07.060 22/05/1995]',0.002,0.002,0.002,88.836,24.962,0.205
'[12:46:07.062 22/05/1995]',0.002,0.002,0.002,88.836,24.962,0.205
'[12:46:07.064 22/05/1995]',0.002,0.002,0.002,88.280,24.962,0.205
'[12:46:07.066 22/05/1995]',0.002,0.002,0.002,88.280,24.962,0.205
'[12:46:07.068 22/05/1995]',0.002,0.002,0.002,88.280,24.962,0.205
'[12:46:07.070 22/05/1995]',0.002,0.002,0.002,88.280,24.962,0.205
'[12:46:07.072 22/05/1995]',0.002,0.002,0.002,88.229,24.311,0.203
'[12:46:07.074 22/05/1995]',0.002,0.002,0.002,88.229,24.311,0.203
'[12:46:07.076 22/05/1995]',0.002,0.002,0.002,88.229,24.311,0.203
'[12:46:07.078 22/05/1995]',0.002,0.002,0.002,88.229,24.311,0.203
'[12:46:07.080 22/05/1995]',0.002,0.002,0.002,88.634,23.734,0.201
'[12:46:07.082 22/05/1995]',0.002,-0.017,0.002,88.634,23.734,0.201
'[12:46:07.084 22/05/1995]',0.002,0.002,0.002,88.634,23.734,0.201
'[12:46:07.086 22/05/1995]',0.002,0.002,0.002,88.634,23.734,0.201
'[12:46:07.088 22/05/1995]',0.002,0.002,0.002,89.595,23.784,0.197
'[12:46:07.090 22/05/1995]',0.002,0.002,0.002,89.595,23.784,0.197
'[12:46:07.092 22/05/1995]',0.002,-0.017,0.002,89.595,23.784,0.197
'[12:46:07.094 22/05/1995]',0.002,0.002,0.002,89.595,23.784,0.197
'[12:46:07.096 22/05/1995]',0.002,0.002,0.002,91.113,24.486,0.192
'[12:46:07.098 22/05/1995]',0.002,-0.017,0.002,91.113,24.486,0.192
'[12:46:07.100 22/05/1995]',0.002,0.002,0.002,91.113,24.486,0.192
'[12:46:07.102 22/05/1995]',0.002,-0.017,0.002,91.113,24.486,0.192
'[12:46:07.104 22/05/1995]',0.002,0.002,0.002,93.187,25.388,0.186
'[12:46:07.106 22/05/1995]',0.002,0.002,0.002,93.187,25.388,0.186
'[12:46:07.108 22/05/1995]',0.002,0.002,0.002,93.187,25.388,0.186
'[12:46:07.110 22/05/1995]',0.002,0.002,0.002,93.187,25.388,0.186
'[12:46:07.112 22/05/1995]',0.002,0.002,0.002,95.919,25.840,0.179
'[12:46:07.114 22/05/1995]',0.002,0.002,0.002,95.919,25.840,0.179
'[12:46:07.116 22/05/1995]',0.002,0.002,0.002,95.919,25.840,0.179
'[12:46:07.118 22/05/1995]',0.002,0.002,0.002,95.919,25.840,0.179
'[12:46:07.120 22/05/1995]',0.002,0.002,0.002,99.258,25.489,0.172
'[12:46:07.122 22/05/1995]',0.002,0.002,0.002,99.258,25.489,0.172
'[12:46:07.124 22/05/1995]',0.002,0.002,0.002,99.258,25.489,0.172
'[12:46:07.126 22/05/1995]',0.002,0.002,0.002,99.258,25.489,0.172
'[12:46:07.128 22/05/1995]',0.002,0.002,0.002,103.002,24.737,0.164
'[12:46:07.130 22/05/1995]',0.002,0.002,0.002,103.002,24.737,0.164
'[12:46:07.132 22/05/1995]',0.002,0.002,0.002,103.002,24.737,0.164
'[12:46:07.134 22/05/1995]',0.019,0.002,0.002,103.002,24.737,0.164
'[12:46:07.136 22/05/1995]',0.019,0.002,0.002,107.251,24.135,0.155
'[12:46:07.138 22/05/1995]',0.036,0.002,0.002,107.251,24.135,0.155
'[12:46:07.140 22/05/1995]',0.036,-0.017,0.002,107.251,24.135,0.155
'[12:46:07.142 22/05/1995]',0.054,-0.036,-0.016,107.251,24.135,0.155
'[12:46:07.144 22/05/1995]',0.054,-0.036,-0.016,111.804,24.035,0.146
'[12:46:07.146 22/05/1995]',0.072,-0.036,-0.016,111.804,24.035,0.146
'[12:46:07.148 22/05/1995]',0.054,-0.055,-0.034,111.804,24.035,0.146
'[12:46:07.150 22/05/1995]',0.054,-0.055,-0.034,111.804,24.035,0.146
'[12:46:07.152 22/05/1995]',0.072,-0.055,-0.034,116.560,24.486,0.139
'[12:46:07.154 22/05/1995]',0.072,-0.073,-0.034,116.560,24.486,0.139
'[12:46:07.156 22/05/1995]',0.072,-0.073,-0.034,116.560,24.486,0.139
'[12:46:07.158 22/05/1995]',0.072,-0.073,-0.034,116.560,24.486,0.139
'[12:46:07.160 22/05/1995]',0.072,-0.073,-0.034,121.366,25.213,0.132
'[12:46:07.162 22/05/1995]',0.072,-0.073,-0.034,121.366,25.213,0.132
'[12:46:07.164 22/05/1995]',0.054,-0.055,-0.034,121.366,25.213,0.132
'[12:46:07.166 22/05/1995]',0.054,-0.055,-0.034,121.366,25.213,0.132
'[12:46:07.168 22/05/1995]',0.054,-0.055,-0.034,126.222,25.614,0.126
'[12:46:07.170 22/05/1995]',0.036,-0.055,-0.034,126.222,25.614,0.126
'[12:46:07.172 22/05/1995]',0.036,-0.055,-0.016,126.222,25.614,0.126
'[12:46:07.174 22/05/1995]',0.036,-0.055,-0.016,126.222,25.614,0.126
'[12:46:07.176 22/05/1995]',0.036,-0.055,-0.016,131.028,25.313,0.120
'[12:46:07.178 22/05/1995]',0.019,-0.036,0.002,131.028,25.313,0.120
'[12:46:07.180 22/05/1995]',0.019,-0.036,-0.016,131.028,25.313,0.120
'[12:46:07.182 22/05/1995]',0.019,-0.036,0.002,131.028,25.313,0.120
'[12:46:07.184 22/05/1995]',0.002,-0.017,0.002,135.531,24.561,0.115
'[12:46:07.186 22/05/1995]',0.002,-0.017,0.002,135.531,24.561,0.115
'[12:46:07.188 22/05/1995]',0.002,-0.017,0.002,135.531,24.561,0.115
'[12:46:07.190 22/05/1995]',0.002,-0.017,0.002,135.531,24.561,0.115
'[12:46:07.192 22/05/1995]',0.002,-0.017,0.002,139.629,23.684,0.110
'[12:46:07.194 22/05/1995]',0.002,-0.017,0.002,139.629,23.684,0.110
'[12:46:07.196 22/05/1995]',0.002,-0.017,0.002,139.629,23.684,0.110
'[12:46:07.198 22/05/1995]',0.002,-0.017,0.002,139.629,23.684,0.110
'[12:46:07.200 22/05/1995]',0.002,-0.017,0.002,143.170,23.083,0.105
'[12:46:07.202 22/05/1995]',0.002,-0.017,0.002,143.170,23.083,0.105
'[12:46:07.204 22/05/1995]',0.002,-0.036,-0.016,143.170,23.083,0.105
'[12:46:07.206 22/05/1995]',0.002,-0.017,0.002,143.170,23.083,0.105
'[12:46:07.208 22/05/1995]',0.002,-0.017,0.002,146.205,22.857,0.101
'[12:46:07.210 22/05/1995]',0.002,-0.017,0.002,146.205,22.857,0.101
'[12:46:07.212 22/05/1995]',0.002,-0.017,0.002,146.205,22.857,0.101
'[12:46:07.214 22/05/1995]',0.002,-0.017,0.002,146.205,22.857,0.101
'[12:46:07.216 22/05/1995]',0.002,-0.017,0.002,148.583,22.857,0.097
'[12:46:07.218 22/05/1995]',0.002,-0.017,0.002,148.583,22.857,0.097
'[12:46:07.220 22/05/1995]',0.002,-0.017,0.002,148.583,22.857,0.097
'[12:46:07.222 22/05/1995]',0.002,-0.017,-0.016,148.583,22.857,0.097
'[12:46:07.224 22/05/1995]',0.002,-0.017,-0.016,150.354,22.907,0.092
'[12:46:07.226 22/05/1995]',0.002,-0.017,0.002,150.354,22.907,0.092
'[12:46:07.228 22/05/1995]',0.002,-0.017,0.002,150.354,22.907,0.092
'[12:46:07.230 22/05/1995]',0.002,-0.017,0.002,150.354,22.907,0.092
'[12:46:07.232 22/05/1995]',0.002,-0.017,0.002,151.517,22.907,0.089
'[12:46:07.234 22/05/1995]',0.002,-0.017,0.002,151.517,22.907,0.089
'[12:46:07.236 22/05/1995]',0.002,-0.017,0.002,151.517,22.907,0.089
'[12:46:07.238 22/05/1995]',0.002,-0.017,0.002,151.517,22.907,0.089
'[12:46:07.240 22/05/1995]',0.002,0.002,0.002,152.074,22.732,0.086
'[12:46:07.242 22/05/1995]',0.002,0.002,0.002,152.074,22.732,0.086
'[12:46:07.244 22/05/1995]',-0.034,0.020,0.002,152.074,22.732,0.086
'[12:46:07.246 22/05/1995]',-0.070,0.057,0.018,152.074,22.732,0.086
'[12:46:07.248 22/05/1995]',-0.105,0.113,0.054,152.023,22.506,0.082
'[12:46:07.250 22/05/1995]',-0.141,0.151,0.071,152.023,22.506,0.082
'[12:46:07.252 22/05/1995]',-0.159,0.170,0.089,152.023,22.506,0.082
'[12:46:07.254 22/05/1995]',-0.141,0.151,0.071,152.023,22.506,0.082
'[12:46:07.256 22/05/1995]',-0.123,0.132,0.054,151.315,22.556,0.079
'[12:46:07.258 22/05/1995]',-0.105,0.076,0.036,151.315,22.556,0.079
'[12:46:07.260 22/05/1995]',-0.052,0.020,0.002,151.315,22.556,0.079
'[12:46:07.262 22/05/1995]',0.002,-0.017,0.002,151.315,22.556,0.079
'[12:46:07.264 22/05/1995]',0.054,-0.111,-0.051,149.797,22.907,0.075
'[12:46:07.266 22/05/1995]',0.161,-0.242,-0.122,149.797,22.907,0.075
'[12:46:07.268 22/05/1995]',0.268,-0.373,-0.174,149.797,22.907,0.075
'[12:46:07.270 22/05/1995]',0.410,-0.504,-0.245,149.797,22.907,0.075
'[12:46:07.272 22/05/1995]',0.552,-0.672,-0.297,147.470,23.434,0.072
'[12:46:07.274 22/05/1995]',0.731,-0.858,-0.367,147.470,23.434,0.072
'[12:46:07.276 22/05/1995]',0.944,-1.120,-0.490,147.470,23.434,0.072
'[12:46:07.278 22/05/1995]',1.139,-1.382,-0.595,147.470,23.434,0.072
'[12:46:07.280 22/05/1995]',1.211,-1.476,-0.666,144.131,23.910,0.068
'[12:46:07.282 22/05/1995]',1.175,-1.457,-0.666,144.131,23.910,0.068
'[12:46:07.284 22/05/1995]',1.050,-1.363,-0.630,144.131,23.910,0.068
'[12:46:07.286 22/05/1995]',0.837,-1.139,-0.578,144.131,23.910,0.068
'[12:46:07.288 22/05/1995]',0.624,-0.877,-0.507,139.730,24.085,0.062
'[12:46:07.290 22/05/1995]',0.446,-0.653,-0.455,139.730,24.085,0.062
'[12:46:07.292 22/05/1995]',0.321,-0.504,-0.402,139.730,24.085,0.062
'[12:46:07.294 22/05/1995]',0.251,-0.429,-0.367,139.730,24.085,0.062
'[12:46:07.296 22/05/1995]',0.197,-0.373,-0.332,134.469,23.684,0.057
'[12:46:07.298 22/05/1995]',0.144,-0.335,-0.297,134.469,23.684,0.057
'[12:46:07.300 22/05/1995]',0.126,-0.298,-0.262,134.469,23.684,0.057
'[12:46:07.302 22/05/1995]',0.108,-0.279,-0.227,134.469,23.684,0.057
'[12:46:07.304 22/05/1995]',0.072,-0.242,-0.174,128.347,22.682,0.051
'[12:46:07.306 22/05/1995]',0.054,-0.186,-0.139,128.347,22.682,0.051
'[12:46:07.308 22/05/1995]',0.019,-0.130,-0.104,128.347,22.682,0.051
'[12:46:07.310 22/05/1995]',0.002,-0.092,-0.069,128.347,22.682,0.051
'[12:46:07.312 22/05/1995]',-0.016,-0.036,-0.034,121.669,21.629,0.044
'[12:46:07.314 22/05/1995]',-0.034,0.002,-0.016,121.669,21.629,0.044
'[12:46:07.316 22/05/1995]',-0.052,0.002,0.002,121.669,21.629,0.044
'[12:46:07.318 22/05/1995]',-0.070,0.038,0.002,121.669,21.629,0.044
'[12:46:07.320 22/05/1995]',-0.070,0.057,0.018,114.637,21.153,0.038
'[12:46:07.322 22/05/1995]',-0.088,0.076,0.018,114.637,21.153,0.038
'[12:46:07.324 22/05/1995]',-0.088,0.095,0.036,114.637,21.153,0.038
'[12:46:07.326 22/05/1995]',-0.105,0.113,0.036,114.637,21.153,0.038
'[12:46:07.328 22/05/1995]',-0.105,0.113,0.036,107.555,21.454,0.031
'[12:46:07.330 22/05/1995]',-0.105,0.113,0.054,107.555,21.454,0.031
'[12:46:07.332 22/05/1995]',-0.105,0.132,0.054,107.555,21.454,0.031
'[12:46:07.334 22/05/1995]',-0.123,0.132,0.054,107.555,21.454,0.031
'[12:46:07.336 22/05/1995]',-0.123,0.132,0.054,100.624,22.431,0.024
'[12:46:07.338 22/05/1995]',-0.123,0.132,0.054,100.624,22.431,0.024
'[12:46:07.340 22/05/1995]',-0.105,0.132,0.071,100.624,22.431,0.024
'[12:46:07.342 22/05/1995]',-0.123,0.132,0.071,100.624,22.431,0.024
'[12:46:07.344 22/05/1995]',-0.123,0.132,0.071,93.895,23.784,0.017
'[12:46:07.346 22/05/1995]',-0.123,0.151,0.071,93.895,23.784,0.017
'[12:46:07.348 22/05/1995]',-0.123,0.132,0.071,93.895,23.784,0.017
'[12:46:07.350 22/05/1995]',-0.123,0.151,0.071,93.895,23.784,0.017
'[12:46:07.352 22/05/1995]',-0.123,0.151,0.071,87.572,24.912,0.009
'[12:46:07.354 22/05/1995]',-0.123,0.132,0.071,87.572,24.912,0.009
'[12:46:07.356 22/05/1995]',-0.105,0.132,0.071,87.572,24.912,0.009
'[12:46:07.358 22/05/1995]',-0.105,0.132,0.071,87.572,24.912,0.009
'[12:46:07.360 22/05/1995]',-0.105,0.132,0.071,81.602,25.213,0.001
'[12:46:07.362 22/05/1995]',-0.123,0.132,0.071,81.602,25.213,0.001
'[12:46:07.364 22/05/1995]',-0.123,0.151,0.071,81.602,25.213,0.001
'[12:46:07.366 22/05/1995]',-0.105,0.132,0.071,81.602,25.213,0.001
'[12:46:07.368 22/05/1995]',-0.123,0.132,0.071,76.088,24.837,-0.007
'[12:46:07.370 22/05/1995]',-0.123,0.151,0.071,76.088,24.837,-0.007
'[12:46:07.372 22/05/1995]',-0.123,0.151,0.071,76.088,24.837,-0.007
'[12:46:07.374 22/05/1995]',-0.123,0.151,0.071,76.088,24.837,-0.007
'[12:46:07.376 22/05/1995]',-0.105,0.151,0.071,71.130,24.612,-0.017
'[12:46:07.378 22/05/1995]',-0.123,0.151,0.071,71.130,24.612,-0.017
'[12:46:07.380 22/05/1995]',-0.105,0.151,0.071,71.130,24.612,-0.017
'[12:46:07.382 22/05/1995]',-0.123,0.132,0.071,71.130,24.612,-0.017
'[12:46:07.384 22/05/1995]',-0.123,0.151,0.071,66.779,24.662,-0.026
'[12:46:07.386 22/05/1995]',-0.105,0.151,0.071,66.779,24.662,-0.026
'[12:46:07.388 22/05/1995]',-0.123,0.151,0.071,66.779,24.662,-0.026
'[12:46:07.390 22/05/1995]',-0.123,0.132,0.071,66.779,24.662,-0.026
'[12:46:07.392 22/05/1995]',-0.123,0.151,0.071,62.833,24.436,-0.036
'[12:46:07.394 22/05/1995]',-0.105,0.151,0.071,62.833,24.436,-0.036
'[12:46:07.396 22/05/1995]',-0.123,0.151,0.071,62.833,24.436,-0.036
'[12:46:07.398 22/05/1995]',-0.123,0.151,0.071,62.833,24.436,-0.036
'[12:46:07.400 22/05/1995]',-0.123,0.151,0.071,59.393,23.860,-0.046
'[12:46:07.402 22/05/1995]',-0.123,0.151,0.071,59.393,23.860,-0.046
'[12:46:07.404 22/05/1995]',-0.105,0.151,0.071,59.393,23.860,-0.046
'[12:46:07.406 22/05/1995]',-0.123,0.151,0.071,59.393,23.860,-0.046
'[12:46:07.408 22/05/1995]',-0.105,0.151,0.071,56.661,24.386,-0.058
'[12:46:07.410 22/05/1995]',-0.123,0.151,0.071,56.661,24.386,-0.058
'[12:46:07.412 22/05/1995]',-0.123,0.151,0.071,56.661,24.386,-0.058
'[12:46:07.414 22/05/1995]',-0.123,0.151,0.071,56.661,24.386,-0.058
'[12:46:07.416 22/05/1995]',-0.123,0.151,0.071,54.941,26.541,-0.069
'[12:46:07.418 22/05/1995]',-0.123,0.151,0.071,54.941,26.541,-0.069
'[12:46:07.420 22/05/1995]',-0.123,0.151,0.071,54.941,26.541,-0.069
'[12:46:07.422 22/05/1995]',-0.105,0.151,0.071,54.941,26.541,-0.069
'[12:46:07.424 22/05/1995]',-0.123,0.151,0.071,54.131,29.373,-0.081
'[12:46:07.426 22/05/1995]',-0.123,0.151,0.071,54.131,29.373,-0.081
'[12:46:07.428 22/05/1995]',-0.123,0.151,0.071,54.131,29.373,-0.081
'[12:46:07.430 22/05/1995]',-0.123,0.151,0.071,54.131,29.373,-0.081
'[12:46:07.432 22/05/1995]',-0.123,0.151,0.071,54.435,31.378,-0.093
'[12:46:07.434 22/05/1995]',-0.123,0.151,0.071,54.435,31.378,-0.093
'[12:46:07.436 22/05/1995]',-0.123,0.151,0.071,54.435,31.378,-0.093
'[12:46:07.438 22/05/1995]',-0.123,0.151,0.071,54.435,31.378,-0.093
'[12:46:07.440 22/05/1995]',-0.123,0.151,0.071,56.155,32.306,-0.105
'[12:46:07.442 22/05/1995]',-0.123,0.151,0.089,56.155,32.306,-0.105
'[12:46:07.444 22/05/1995]',-0.123,0.151,0.071,56.155,32.306,-0.105
'[12:46:07.446 22/05/1995]',-0.123,0.151,0.071,56.155,32.306,-0.105
'[12:46:07.448 22/05/1995]',-0.123,0.151,0.071,59.039,32.607,-0.117
'[12:46:07.450 22/05/1995]',-0.123,0.151,0.089,59.039,32.607,-0.117
'[12:46:07.452 22/05/1995]',-0.123,0.151,0.089,59.039,32.607,-0.117
'[12:46:07.454 22/05/1995]',-0.123,0.170,0.071,59.039,32.607,-0.117
'[12:46:07.456 22/05/1995]',-0.141,0.170,0.089,62.529,32.957,-0.128
'[12:46:07.458 22/05/1995]',-0.123,0.170,0.089,62.529,32.957,-0.128
'[12:46:07.460 22/05/1995]',-0.141,0.170,0.089,62.529,32.957,-0.128
'[12:46:07.462 22/05/1995]',-0.141,0.170,0.089,62.529,32.957,-0.128
'[12:46:07.464 22/05/1995]',-0.141,0.170,0.089,66.324,34.010,-0.140
'[12:46:07.466 22/05/1995]',-0.141,0.170,0.089,66.324,34.010,-0.140
'[12:46:07.468 22/05/1995]',-0.141,0.170,0.089,66.324,34.010,-0.140
'[12:46:07.470 22/05/1995]',-0.141,0.170,0.089,66.324,34.010,-0.140
'[12:46:07.472 22/05/1995]',-0.141,0.170,0.106,70.573,35.664,-0.150
'[12:46:07.474 22/05/1995]',-0.159,0.188,0.106,70.573,35.664,-0.150
'[12:46:07.476 22/05/1995]',-0.159,0.188,0.106,70.573,35.664,-0.150
'[12:46:07.478 22/05/1995]',-0.159,0.188,0.106,70.573,35.664,-0.150
'[12:46:07.480 22/05/1995]',-0.159,0.188,0.106,74.975,36.842,-0.161
'[12:46:07.482 22/05/1995]',-0.159,0.188,0.106,74.975,36.842,-0.161
'[12:46:07.484 22/05/1995]',-0.159,0.188,0.106,74.975,36.842,-0.161
'[12:46:07.486 22/05/1995]',-0.159,0.188,0.106,74.975,36.842,-0.161
'[12:46:07.488 22/05/1995]',-0.159,0.188,0.106,79.528,36.767,-0.172
'[12:46:07.490 22/05/1995]',-0.159,0.188,0.106,79.528,36.767,-0.172
'[12:46:07.492 22/05/1995]',-0.159,0.188,0.106,79.528,36.767,-0.172
'[12:46:07.494 22/05/1995]',-0.177,0.188,0.106,79.528,36.767,-0.172
'[12:46:07.496 22/05/1995]',-0.159,0.188,0.106,84.081,35.940,-0.182
'[12:46:07.498 22/05/1995]',-0.159,0.188,0.106,84.081,35.940,-0.182
'[12:46:07.500 22/05/1995]',-0.159,0.188,0.106,84.081,35.940,-0.182
'[12:46:07.502 22/05/1995]',-0.177,0.188,0.106,84.081,35.940,-0.182
'[12:46:07.504 22/05/1995]',-0.177,0.170,0.089,88.685,35.238,-0.193
'[12:46:07.506 22/05/1995]',-0.159,0.188,0.089,88.685,35.238,-0.193
'[12:46:07.508 22/05/1995]',-0.159,0.170,0.089,88.685,35.238,-0.193
'[12:46:07.510 22/05/1995]',-0.159,0.170,0.089,88.685,35.238,-0.193
'[12:46:07.512 22/05/1995]',-0.159,0.170,0.089,93.238,35.539,-0.204
'[12:46:07.514 22/05/1995]',-0.159,0.151,0.089,93.238,35.539,-0.204
'[12:46:07.516 22/05/1995]',-0.159,0.151,0.089,93.238,35.539,-0.204
'[12:46:07.518 22/05/1995]',-0.159,0.151,0.089,93.238,35.539,-0.204
'[12:46:07.520 22/05/1995]',-0.159,0.151,0.071,97.639,36.591,-0.216
'[12:46:07.522 22/05/1995]',-0.141,0.132,0.071,97.639,36.591,-0.216
'[12:46:07.524 22/05/1995]',-0.141,0.132,0.071,97.639,36.591,-0.216
'[12:46:07.526 22/05/1995]',-0.141,0.132,0.071,97.639,36.591,-0.216
'[12:46:07.528 22/05/1995]',-0.123,0.113,0.071,101.838,37.769,-0.229
'[12:46:07.530 22/05/1995]',-0.123,0.113,0.054,101.838,37.769,-0.229
'[12:46:07.532 22/05/1995]',-0.123,0.095,0.054,101.838,37.769,-0.229
'[12:46:07.534 22/05/1995]',-0.123,0.095,0.054,101.838,37.769,-0.229
'[12:46:07.536 22/05/1995]',-0.123,0.076,0.054,105.784,38.246,-0.240
'[12:46:07.538 22/05/1995]',-0.105,0.076,0.036,105.784,38.246,-0.240
'[12:46:07.540 22/05/1995]',-0.105,0.057,0.036,105.784,38.246,-0.240
'[12:46:07.542 22/05/1995]',-0.088,0.038,0.018,105.784,38.246,-0.240
'[12:46:07.544 22/05/1995]',-0.070,0.038,0.018,109.376,37.995,-0.251
'[12:46:07.546 22/05/1995]',-0.070,0.038,0.018,109.376,37.995,-0.251
'[12:46:07.548 22/05/1995]',-0.070,0.020,0.018,109.376,37.995,-0.251
'[12:46:07.550 22/05/1995]',-0.070,0.002,0.002,109.376,37.995,-0.251
'[12:46:07.552 22/05/1995]',-0.052,0.002,0.002,112.512,37.368,-0.262
'[12:46:07.554 22/05/1995]',-0.052,0.002,0.002,112.512,37.368,-0.262
'[12:46:07.556 22/05/1995]',-0.052,0.002,0.002,112.512,37.368,-0.262
'[12:46:07.558 22/05/1995]',-0.052,0.002,0.002,112.512,37.368,-0.262
'[12:46:07.560 22/05/1995]',-0.052,0.002,0.002,115.194,36.717,-0.273
'[12:46:07.562 22/05/1995]',-0.034,0.002,0.002,115.194,36.717,-0.273
'[12:46:07.564 22/05/1995]',-0.034,0.002,0.002,115.194,36.717,-0.273
'[12:46:07.566 22/05/1995]',-0.016,0.002,0.002,115.194,36.717,-0.273
'[12:46:07.568 22/05/1995]',-0.016,0.002,0.002,117.268,36.316,-0.282
'[12:46:07.570 22/05/1995]',-0.016,0.002,0.002,117.268,36.316,-0.282
'[12:46:07.572 22/05/1995]',0.002,0.002,0.002,117.268,36.316,-0.282
'[12:46:07.574 22/05/1995]',-0.016,-0.017,0.002,117.268,36.316,-0.282
'[12:46:07.576 22/05/1995]',0.002,-0.017,0.002,118.887,36.015,-0.291
'[12:46:07.578 22/05/1995]',0.002,-0.017,0.002,118.887,36.015,-0.291
'[12:46:07.580 22/05/1995]',0.002,-0.017,0.002,118.887,36.015,-0.291
'[12:46:07.582 22/05/1995]',0.002,-0.017,0.002,118.887,36.015,-0.291
'[12:46:07.584 22/05/1995]',0.002,-0.017,0.002,119.949,35.940,-0.299
'[12:46:07.586 22/05/1995]',0.002,-0.017,0.002,119.949,35.940,-0.299
'[12:46:07.588 22/05/1995]',0.002,-0.017,0.002,119.949,35.940,-0.299
'[12:46:07.590 22/05/1995]',0.002,-0.017,0.002,119.949,35.940,-0.299
'[12:46:07.592 22/05/1995]',0.002,-0.017,0.002,120.506,36.065,-0.307
'[12:46:07.594 22/05/1995]',0.002,-0.017,0.002,120.506,36.065,-0.307
'[12:46:07.596 22/05/1995]',0.002,-0.017,0.002,120.506,36.065,-0.307
'[12:46:07.598 22/05/1995]',0.002,-0.017,0.002,120.506,36.065,-0.307
'[12:46:07.600 22/05/1995]',0.002,-0.017,0.002,120.657,36.115,-0.316
'[12:46:07.602 22/05/1995]',0.002,-0.017,0.002,120.657,36.115,-0.316
'[12:46:07.604 22/05/1995]',0.002,-0.017,0.002,120.657,36.115,-0.316
'[12:46:07.606 22/05/1995]',0.002,-0.017,0.002,120.657,36.115,-0.316
'[12:46:07.608 22/05/1995]',0.002,-0.017,0.002,120.152,35.940,-0.324
'[12:46:07.610 22/05/1995]',0.002,-0.017,0.002,120.152,35.940,-0.324
'[12:46:07.612 22/05/1995]',0.002,-0.017,0.002,120.152,35.940,-0.324
'[12:46:07.614 22/05/1995]',0.002,-0.017,0.002,120.152,35.940,-0.324
'[12:46:07.616 22/05/1995]',0.002,-0.017,0.002,119.292,35.414,-0.332
'[12:46:07.618 22/05/1995]',0.002,-0.017,0.002,119.292,35.414,-0.332
'[12:46:07.620 22/05/1995]',0.002,-0.017,0.002,119.292,35.414,-0.332
'[12:46:07.622 22/05/1995]',0.002,0.002,0.002,119.292,35.414,-0.332
'[12:46:07.624 22/05/1995]',0.002,0.002,0.002,117.875,34.712,-0.340
'[12:46:07.626 22/05/1995]',0.002,0.002,0.002,117.875,34.712,-0.340
'[12:46:07.628 22/05/1995]',0.002,0.002,0.002,117.875,34.712,-0.340
'[12:46:07.630 22/05/1995]',0.002,-0.017,0.002,117.875,34.712,-0.340
'[12:46:07.632 22/05/1995]',0.002,0.002,0.002,115.953,34.010,-0.347
'[12:46:07.634 22/05/1995]',0.002,0.002,0.002,115.953,34.010,-0.347
'[12:46:07.636 22/05/1995]',0.002,0.002,0.002,115.953,34.010,-0.347
'[12:46:07.638 22/05/1995]',0.002,0.002,0.002,115.953,34.010,-0.347
'[12:46:07.640 22/05/1995]',0.002,0.002,0.002,113.676,33.358,-0.355
'[12:46:07.642 22/05/1995]',0.002,0.002,0.002,113.676,33.358,-0.355
'[12:46:07.644 22/05/1995]',0.002,0.002,0.002,113.676,33.358,-0.355
'[12:46:07.646 22/05/1995]',0.002,0.002,0.002,113.676,33.358,-0.355
'[12:46:07.648 22/05/1995]',0.002,0.002,0.002,110.995,32.657,-0.362
'[12:46:07.650 22/05/1995]',0.002,0.002,0.002,110.995,32.657,-0.362
'[12:46:07.652 22/05/1995]',0.002,0.002,0.002,110.995,32.657,-0.362
'[12:46:07.654 22/05/1995]',0.002,0.002,0.002,110.995,32.657,-0.362
'[12:46:07.656 22/05/1995]',0.002,0.002,0.002,108.061,31.955,-0.370
'[12:46:07.658 22/05/1995]',0.002,0.002,0.002,108.061,31.955,-0.370
'[12:46:07.660 22/05/1995]',0.002,0.002,0.002,108.061,31.955,-0.370
'[12:46:07.662 22/05/1995]',0.002,0.002,0.002,108.061,31.955,-0.370
'[12:46:07.664 22/05/1995]',0.002,0.002,0.002,105.076,31.429,-0.378
'[12:46:07.666 22/05/1995]',0.002,0.002,0.002,105.076,31.429,-0.378
'[12:46:07.668 22/05/1995]',0.002,0.002,0.002,105.076,31.429,-0.378
'[12:46:07.670 22/05/1995]',0.002,0.002,0.002,105.076,31.429,-0.378
'[12:46:07.672 22/05/1995]',0.002,0.002,0.002,102.141,30.902,-0.387
'[12:46:07.674 22/05/1995]',0.002,0.002,0.002,102.141,30.902,-0.387
'[12:46:07.676 22/05/1995]',0.002,0.002,0.002,102.141,30.902,-0.387
'[12:46:07.678 22/05/1995]',0.002,0.002,0.002,102.141,30.902,-0.387
'[12:46:07.680 22/05/1995]',0.002,0.002,0.002,99.410,30.251,-0.395
'[12:46:07.682 22/05/1995]',0.002,0.002,0.002,99.410,30.251,-0.395
'[12:46:07.684 22/05/1995]',0.002,0.002,0.002,99.410,30.251,-0.395
'[12:46:07.686 22/05/1995]',0.002,0.002,0.002,99.410,30.251,-0.395
'[12:46:07.688 22/05/1995]',0.002,0.002,0.002,96.931,29.198,-0.404
