'Time and date','II','aVL','V','ABP','PAP','CVP','PLETH'
'[15:14:22.000 01/01/1996]',0.007,-0.022,0.568,53.920,30.025,17.425,-0.162
'[15:14:22.002 01/01/1996]',0.008,-0.022,0.568,53.920,30.025,17.425,-0.162
'[15:14:22.004 01/01/1996]',0.008,-0.022,0.568,53.920,30.025,17.425,-0.162
'[15:14:22.006 01/01/1996]',0.008,-0.030,0.568,53.920,30.025,17.425,-0.162
'[15:14:22.008 01/01/1996]',0.008,-0.015,0.584,53.719,30.150,17.475,-0.162
'[15:14:22.010 01/01/1996]',0.008,-0.022,0.584,53.719,30.150,17.475,-0.162
'[15:14:22.012 01/01/1996]',0.008,-0.022,0.584,53.719,30.150,17.475,-0.162
'[15:14:22.014 01/01/1996]',0.008,-0.022,0.568,53.719,30.150,17.475,-0.162
'[15:14:22.016 01/01/1996]',0.008,-0.022,0.568,53.568,30.200,17.550,-0.160
'[15:14:22.018 01/01/1996]',0.008,-0.022,0.568,53.568,30.200,17.550,-0.160
'[15:14:22.020 01/01/1996]',0.008,-0.022,0.568,53.568,30.200,17.550,-0.160
'[15:14:22.022 01/01/1996]',0.007,-0.022,0.584,53.568,30.200,17.550,-0.160
'[15:14:22.024 01/01/1996]',0.006,-0.022,0.584,53.367,30.200,17.550,-0.160
'[15:14:22.026 01/01/1996]',0.005,-0.015,0.584,53.367,30.200,17.550,-0.160
'[15:14:22.028 01/01/1996]',0.004,-0.015,0.584,53.367,30.200,17.550,-0.160
'[15:14:22.030 01/01/1996]',0.002,-0.022,0.568,53.367,30.200,17.550,-0.160
'[15:14:22.032 01/01/1996]',0.002,-0.022,0.568,53.317,30.075,17.600,-0.160
'[15:14:22.034 01/01/1996]',0.002,-0.022,0.552,53.317,30.075,17.600,-0.160
'[15:14:22.036 01/01/1996]',0.003,-0.030,0.552,53.317,30.075,17.600,-0.160
'[15:14:22.038 01/01/1996]',0.003,-0.030,0.552,53.317,30.075,17.600,-0.160
'[15:14:22.040 01/01/1996]',0.004,-0.022,0.568,53.266,29.900,17.600,-0.160
'[15:14:22.042 01/01/1996]',0.004,-0.022,0.568,53.266,29.900,17.600,-0.160
'[15:14:22.044 01/01/1996]',0.005,-0.015,0.568,53.266,29.900,17.600,-0.160
'[15:14:22.046 01/01/1996]',0.005,-0.015,0.568,53.266,29.900,17.600,-0.160
'[15:14:22.048 01/01/1996]',0.004,-0.022,0.568,53.216,29.800,17.600,-0.161
'[15:14:22.050 01/01/1996]',0.002,-0.022,0.568,53.216,29.800,17.600,-0.161
'[15:14:22.052 01/01/1996]',0.001,-0.022,0.568,53.216,29.800,17.600,-0.161
'[15:14:22.054 01/01/1996]',0.000,-0.022,0.568,53.216,29.800,17.600,-0.161
'[15:14:22.056 01/01/1996]',-0.000,-0.022,0.568,53.015,29.625,17.600,-0.161
'[15:14:22.058 01/01/1996]',-0.001,-0.022,0.568,53.015,29.625,17.600,-0.161
'[15:14:22.060 01/01/1996]',0.000,-0.015,0.568,53.015,29.625,17.600,-0.161
'[15:14:22.062 01/01/1996]',0.001,-0.022,0.568,53.015,29.625,17.600,-0.161
'[15:14:22.064 01/01/1996]',0.003,-0.022,0.568,52.864,29.374,17.550,-0.161
'[15:14:22.066 01/01/1996]',0.004,-0.022,0.568,52.864,29.374,17.550,-0.161
'[15:14:22.068 01/01/1996]',0.004,-0.022,0.552,52.864,29.374,17.550,-0.161
'[15:14:22.070 01/01/1996]',0.004,-0.022,0.568,52.864,29.374,17.550,-0.161
'[15:14:22.072 01/01/1996]',0.004,-0.015,0.568,52.663,29.199,17.475,-0.162
'[15:14:22.074 01/01/1996]',0.004,-0.022,0.568,52.663,29.199,17.475,-0.162
'[15:14:22.076 01/01/1996]',0.005,-0.015,0.568,52.663,29.199,17.475,-0.162
'[15:14:22.078 01/01/1996]',0.007,-0.015,0.568,52.663,29.199,17.475,-0.162
'[15:14:22.080 01/01/1996]',0.009,-0.022,0.552,52.613,28.974,17.375,-0.162
'[15:14:22.082 01/01/1996]',0.012,-0.015,0.552,52.613,28.974,17.375,-0.162
'[15:14:22.084 01/01/1996]',0.015,-0.022,0.552,52.613,28.974,17.375,-0.162
'[15:14:22.086 01/01/1996]',0.019,-0.022,0.568,52.613,28.974,17.375,-0.162
'[15:14:22.088 01/01/1996]',0.023,-0.022,0.568,52.563,28.799,17.300,-0.162
'[15:14:22.090 01/01/1996]',0.026,-0.022,0.568,52.563,28.799,17.300,-0.162
'[15:14:22.092 01/01/1996]',0.029,-0.022,0.584,52.563,28.799,17.300,-0.162
'[15:14:22.094 01/01/1996]',0.032,-0.030,0.568,52.563,28.799,17.300,-0.162
'[15:14:22.096 01/01/1996]',0.034,-0.022,0.568,52.462,28.624,17.200,-0.163
'[15:14:22.098 01/01/1996]',0.037,-0.022,0.568,52.462,28.624,17.200,-0.163
'[15:14:22.100 01/01/1996]',0.038,-0.022,0.568,52.462,28.624,17.200,-0.163
'[15:14:22.102 01/01/1996]',0.040,-0.030,0.568,52.462,28.624,17.200,-0.163
'[15:14:22.104 01/01/1996]',0.042,-0.038,0.568,52.362,28.374,17.125,-0.163
'[15:14:22.106 01/01/1996]',0.043,-0.046,0.568,52.362,28.374,17.125,-0.163
'[15:14:22.108 01/01/1996]',0.045,-0.038,0.584,52.362,28.374,17.125,-0.163
'[15:14:22.110 01/01/1996]',0.046,-0.038,0.584,52.362,28.374,17.125,-0.163
'[15:14:22.112 01/01/1996]',0.047,-0.038,0.568,52.211,28.098,17.075,-0.165
'[15:14:22.114 01/01/1996]',0.048,-0.046,0.568,52.211,28.098,17.075,-0.165
'[15:14:22.116 01/01/1996]',0.048,-0.046,0.552,52.211,28.098,17.075,-0.165
'[15:14:22.118 01/01/1996]',0.049,-0.053,0.568,52.211,28.098,17.075,-0.165
'[15:14:22.120 01/01/1996]',0.050,-0.053,0.568,51.960,27.848,17.075,-0.165
'[15:14:22.122 01/01/1996]',0.050,-0.069,0.568,51.960,27.848,17.075,-0.165
'[15:14:22.124 01/01/1996]',0.052,-0.077,0.568,51.960,27.848,17.075,-0.165
'[15:14:22.126 01/01/1996]',0.054,-0.084,0.568,51.960,27.848,17.075,-0.165
'[15:14:22.128 01/01/1996]',0.056,-0.077,0.568,51.658,27.573,17.075,-0.165
'[15:14:22.130 01/01/1996]',0.057,-0.084,0.568,51.658,27.573,17.075,-0.165
'[15:14:22.132 01/01/1996]',0.060,-0.084,0.552,51.658,27.573,17.075,-0.165
'[15:14:22.134 01/01/1996]',0.062,-0.084,0.552,51.658,27.573,17.075,-0.165
'[15:14:22.136 01/01/1996]',0.064,-0.077,0.568,51.407,27.323,17.075,-0.166
'[15:14:22.138 01/01/1996]',0.067,-0.084,0.568,51.407,27.323,17.075,-0.166
'[15:14:22.140 01/01/1996]',0.067,-0.084,0.584,51.407,27.323,17.075,-0.166
'[15:14:22.142 01/01/1996]',0.068,-0.092,0.584,51.407,27.323,17.075,-0.166
'[15:14:22.144 01/01/1996]',0.068,-0.084,0.584,51.256,27.098,17.125,-0.168
'[15:14:22.146 01/01/1996]',0.069,-0.084,0.584,51.256,27.098,17.125,-0.168
'[15:14:22.148 01/01/1996]',0.069,-0.077,0.584,51.256,27.098,17.125,-0.168
'[15:14:22.150 01/01/1996]',0.070,-0.084,0.584,51.256,27.098,17.125,-0.168
'[15:14:22.152 01/01/1996]',0.069,-0.069,0.584,51.055,26.972,17.200,-0.170
'[15:14:22.154 01/01/1996]',0.069,-0.077,0.584,51.055,26.972,17.200,-0.170
'[15:14:22.156 01/01/1996]',0.068,-0.077,0.600,51.055,26.972,17.200,-0.170
'[15:14:22.158 01/01/1996]',0.067,-0.069,0.600,51.055,26.972,17.200,-0.170
'[15:14:22.160 01/01/1996]',0.066,-0.069,0.600,50.955,26.872,17.300,-0.171
'[15:14:22.162 01/01/1996]',0.064,-0.061,0.600,50.955,26.872,17.300,-0.171
'[15:14:22.164 01/01/1996]',0.061,-0.061,0.584,50.955,26.872,17.300,-0.171
'[15:14:22.166 01/01/1996]',0.057,-0.053,0.584,50.955,26.872,17.300,-0.171
'[15:14:22.168 01/01/1996]',0.051,-0.053,0.600,50.854,26.872,17.475,-0.172
'[15:14:22.170 01/01/1996]',0.045,-0.053,0.600,50.854,26.872,17.475,-0.172
'[15:14:22.172 01/01/1996]',0.039,-0.046,0.600,50.854,26.872,17.475,-0.172
'[15:14:22.174 01/01/1996]',0.032,-0.038,0.600,50.854,26.872,17.475,-0.172
'[15:14:22.176 01/01/1996]',0.027,-0.030,0.600,50.704,26.872,17.725,-0.173
'[15:14:22.178 01/01/1996]',0.023,-0.022,0.600,50.704,26.872,17.725,-0.173
'[15:14:22.180 01/01/1996]',0.020,-0.022,0.584,50.704,26.872,17.725,-0.173
'[15:14:22.182 01/01/1996]',0.018,-0.022,0.584,50.704,26.872,17.725,-0.173
'[15:14:22.184 01/01/1996]',0.016,-0.022,0.584,50.603,26.922,17.900,-0.174
'[15:14:22.186 01/01/1996]',0.015,-0.015,0.584,50.603,26.922,17.900,-0.174
'[15:14:22.188 01/01/1996]',0.013,-0.022,0.600,50.603,26.922,17.900,-0.174
'[15:14:22.190 01/01/1996]',0.012,-0.022,0.600,50.603,26.922,17.900,-0.174
'[15:14:22.192 01/01/1996]',0.009,-0.007,0.600,50.352,26.972,18.125,-0.174
'[15:14:22.194 01/01/1996]',0.006,-0.007,0.600,50.352,26.972,18.125,-0.174
'[15:14:22.196 01/01/1996]',0.001,-0.015,0.584,50.352,26.972,18.125,-0.174
'[15:14:22.198 01/01/1996]',-0.004,-0.015,0.568,50.352,26.972,18.125,-0.174
'[15:14:22.200 01/01/1996]',-0.008,-0.015,0.552,50.201,27.098,18.350,-0.176
'[15:14:22.202 01/01/1996]',-0.012,-0.015,0.535,50.201,27.098,18.350,-0.176
'[15:14:22.204 01/01/1996]',-0.015,-0.007,0.519,50.201,27.098,18.350,-0.176
'[15:14:22.206 01/01/1996]',-0.017,-0.015,0.503,50.201,27.098,18.350,-0.176
'[15:14:22.208 01/01/1996]',-0.017,-0.015,0.503,50.000,27.223,18.650,-0.177
'[15:14:22.210 01/01/1996]',-0.018,-0.007,0.503,50.000,27.223,18.650,-0.177
'[15:14:22.212 01/01/1996]',-0.018,0.001,0.503,50.000,27.223,18.650,-0.177
'[15:14:22.214 01/01/1996]',-0.018,0.008,0.503,50.000,27.223,18.650,-0.177
'[15:14:22.216 01/01/1996]',-0.018,0.001,0.487,49.849,27.223,18.825,-0.177
'[15:14:22.218 01/01/1996]',-0.018,0.001,0.487,49.849,27.223,18.825,-0.177
'[15:14:22.220 01/01/1996]',-0.018,0.001,0.487,49.849,27.223,18.825,-0.177
'[15:14:22.222 01/01/1996]',-0.018,-0.007,0.487,49.849,27.223,18.825,-0.177
'[15:14:22.224 01/01/1996]',-0.019,-0.007,0.487,49.648,27.223,19.000,-0.178
'[15:14:22.226 01/01/1996]',-0.019,0.001,0.487,49.648,27.223,19.000,-0.178
'[15:14:22.228 01/01/1996]',-0.019,0.001,0.487,49.648,27.223,19.000,-0.178
'[15:14:22.230 01/01/1996]',-0.018,0.001,0.487,49.648,27.223,19.000,-0.178
'[15:14:22.232 01/01/1996]',-0.017,0.008,0.470,49.598,27.098,19.175,-0.179
'[15:14:22.234 01/01/1996]',-0.016,-0.007,0.470,49.598,27.098,19.175,-0.179
'[15:14:22.236 01/01/1996]',-0.014,-0.007,0.470,49.598,27.098,19.175,-0.179
'[15:14:22.238 01/01/1996]',-0.012,-0.007,0.470,49.598,27.098,19.175,-0.179
'[15:14:22.240 01/01/1996]',-0.011,-0.015,0.470,49.548,26.922,19.350,-0.179
'[15:14:22.242 01/01/1996]',-0.009,-0.007,0.470,49.548,26.922,19.350,-0.179
'[15:14:22.244 01/01/1996]',-0.008,0.001,0.470,49.548,26.922,19.350,-0.179
'[15:14:22.246 01/01/1996]',-0.007,0.001,0.470,49.548,26.922,19.350,-0.179
'[15:14:22.248 01/01/1996]',-0.008,0.001,0.455,49.497,26.622,19.425,-0.179
'[15:14:22.250 01/01/1996]',-0.009,0.001,0.455,49.497,26.622,19.425,-0.179
'[15:14:22.252 01/01/1996]',-0.010,0.001,0.455,49.497,26.622,19.425,-0.179
'[15:14:22.254 01/01/1996]',-0.012,-0.007,0.439,49.497,26.622,19.425,-0.179
'[15:14:22.256 01/01/1996]',-0.012,-0.007,0.455,49.447,26.272,19.475,-0.178
'[15:14:22.258 01/01/1996]',-0.013,-0.007,0.455,49.447,26.272,19.475,-0.178
'[15:14:22.260 01/01/1996]',-0.014,-0.007,0.439,49.447,26.272,19.475,-0.178
'[15:14:22.262 01/01/1996]',-0.014,0.001,0.439,49.447,26.272,19.475,-0.178
'[15:14:22.264 01/01/1996]',-0.014,0.001,0.422,49.296,25.872,19.425,-0.177
'[15:14:22.266 01/01/1996]',-0.013,-0.007,0.406,49.296,25.872,19.425,-0.177
'[15:14:22.268 01/01/1996]',-0.012,-0.007,0.406,49.296,25.872,19.425,-0.177
'[15:14:22.270 01/01/1996]',-0.010,-0.007,0.406,49.296,25.872,19.425,-0.177
'[15:14:22.272 01/01/1996]',-0.008,-0.007,0.422,49.196,25.571,19.350,-0.175
'[15:14:22.274 01/01/1996]',-0.006,-0.007,0.422,49.196,25.571,19.350,-0.175
'[15:14:22.276 01/01/1996]',-0.006,0.001,0.406,49.196,25.571,19.350,-0.175
'[15:14:22.278 01/01/1996]',-0.006,-0.007,0.406,49.196,25.571,19.350,-0.175
'[15:14:22.280 01/01/1996]',-0.007,0.001,0.390,49.146,25.346,19.250,-0.174
'[15:14:22.282 01/01/1996]',-0.008,0.001,0.390,49.146,25.346,19.250,-0.174
'[15:14:22.284 01/01/1996]',-0.010,0.008,0.390,49.146,25.346,19.250,-0.174
'[15:14:22.286 01/01/1996]',-0.011,0.001,0.390,49.146,25.346,19.250,-0.174
'[15:14:22.288 01/01/1996]',-0.012,0.001,0.390,49.095,25.271,19.125,-0.173
'[15:14:22.290 01/01/1996]',-0.013,-0.007,0.390,49.095,25.271,19.125,-0.173
'[15:14:22.292 01/01/1996]',-0.012,-0.015,0.390,49.095,25.271,19.125,-0.173
'[15:14:22.294 01/01/1996]',-0.012,-0.007,0.374,49.095,25.271,19.125,-0.173
'[15:14:22.296 01/01/1996]',-0.011,0.001,0.374,48.995,25.346,18.950,-0.172
'[15:14:22.298 01/01/1996]',-0.010,0.001,0.374,48.995,25.346,18.950,-0.172
'[15:14:22.300 01/01/1996]',-0.008,0.001,0.357,48.995,25.346,18.950,-0.172
'[15:14:22.302 01/01/1996]',-0.007,0.001,0.357,48.995,25.346,18.950,-0.172
'[15:14:22.304 01/01/1996]',-0.007,0.001,0.357,48.995,25.346,18.775,-0.170
'[15:14:22.306 01/01/1996]',-0.007,0.001,0.357,48.995,25.346,18.775,-0.170
'[15:14:22.308 01/01/1996]',-0.008,0.001,0.357,48.995,25.346,18.775,-0.170
'[15:14:22.310 01/01/1996]',-0.008,0.001,0.357,48.995,25.346,18.775,-0.170
'[15:14:22.312 01/01/1996]',-0.008,0.001,0.341,48.894,25.346,18.525,-0.169
'[15:14:22.314 01/01/1996]',-0.009,0.001,0.341,48.894,25.346,18.525,-0.169
'[15:14:22.316 01/01/1996]',-0.010,0.001,0.325,48.894,25.346,18.525,-0.169
'[15:14:22.318 01/01/1996]',-0.011,0.001,0.325,48.894,25.346,18.525,-0.169
'[15:14:22.320 01/01/1996]',-0.011,0.008,0.309,48.844,25.271,18.300,-0.167
'[15:14:22.322 01/01/1996]',-0.011,0.001,0.309,48.844,25.271,18.300,-0.167
'[15:14:22.324 01/01/1996]',-0.011,-0.007,0.309,48.844,25.271,18.300,-0.167
'[15:14:22.326 01/01/1996]',-0.010,0.001,0.309,48.844,25.271,18.300,-0.167
'[15:14:22.328 01/01/1996]',-0.010,0.001,0.309,48.693,25.221,18.075,-0.165
'[15:14:22.330 01/01/1996]',-0.010,-0.007,0.292,48.693,25.221,18.075,-0.165
'[15:14:22.332 01/01/1996]',-0.010,0.001,0.292,48.693,25.221,18.075,-0.165
'[15:14:22.334 01/01/1996]',-0.010,-0.007,0.292,48.693,25.221,18.075,-0.165
'[15:14:22.336 01/01/1996]',-0.011,0.001,0.292,48.593,25.171,17.825,-0.163
'[15:14:22.338 01/01/1996]',-0.012,0.001,0.292,48.593,25.171,17.825,-0.163
'[15:14:22.340 01/01/1996]',-0.012,0.008,0.292,48.593,25.171,17.825,-0.163
'[15:14:22.342 01/01/1996]',-0.013,0.008,0.309,48.593,25.171,17.825,-0.163
'[15:14:22.344 01/01/1996]',-0.014,0.008,0.292,48.342,25.171,17.650,-0.161
'[15:14:22.346 01/01/1996]',-0.014,0.008,0.292,48.342,25.171,17.650,-0.161
'[15:14:22.348 01/01/1996]',-0.013,0.008,0.276,48.342,25.171,17.650,-0.161
'[15:14:22.350 01/01/1996]',-0.012,0.001,0.276,48.342,25.171,17.650,-0.161
'[15:14:22.352 01/01/1996]',-0.010,0.001,0.276,48.191,25.221,17.550,-0.158
'[15:14:22.354 01/01/1996]',-0.007,0.001,0.276,48.191,25.221,17.550,-0.158
'[15:14:22.356 01/01/1996]',-0.003,0.001,0.276,48.191,25.221,17.550,-0.158
'[15:14:22.358 01/01/1996]',0.001,-0.007,0.276,48.191,25.221,17.550,-0.158
'[15:14:22.360 01/01/1996]',0.005,0.001,0.292,47.940,25.221,17.425,-0.156
'[15:14:22.362 01/01/1996]',0.010,-0.007,0.276,47.940,25.221,17.425,-0.156
'[15:14:22.364 01/01/1996]',0.014,-0.015,0.292,47.940,25.221,17.425,-0.156
'[15:14:22.366 01/01/1996]',0.018,-0.015,0.292,47.940,25.221,17.425,-0.156
'[15:14:22.368 01/01/1996]',0.022,-0.015,0.309,47.789,25.221,17.375,-0.153
'[15:14:22.370 01/01/1996]',0.026,-0.038,0.341,47.789,25.221,17.375,-0.153
'[15:14:22.372 01/01/1996]',0.031,-0.061,0.374,47.789,25.221,17.375,-0.153
'[15:14:22.374 01/01/1996]',0.036,-0.092,0.406,47.789,25.221,17.375,-0.153
'[15:14:22.376 01/01/1996]',0.041,-0.130,0.439,47.588,25.171,17.250,-0.150
'[15:14:22.378 01/01/1996]',0.045,-0.161,0.470,47.588,25.171,17.250,-0.150
'[15:14:22.380 01/01/1996]',0.049,-0.192,0.503,47.588,25.171,17.250,-0.150
'[15:14:22.382 01/01/1996]',0.052,-0.223,0.552,47.588,25.171,17.250,-0.150
'[15:14:22.384 01/01/1996]',0.050,-0.262,0.600,47.387,25.046,17.200,-0.148
'[15:14:22.386 01/01/1996]',0.048,-0.285,0.633,47.387,25.046,17.200,-0.148
'[15:14:22.388 01/01/1996]',0.038,-0.316,0.697,47.387,25.046,17.200,-0.148
'[15:14:22.390 01/01/1996]',0.029,-0.362,0.746,47.387,25.046,17.200,-0.148
'[15:14:22.392 01/01/1996]',0.008,-0.393,0.811,47.186,24.996,17.125,-0.146
'[15:14:22.394 01/01/1996]',-0.012,-0.431,0.843,47.186,24.996,17.125,-0.146
'[15:14:22.396 01/01/1996]',-0.042,-0.431,0.876,47.186,24.996,17.125,-0.146
'[15:14:22.398 01/01/1996]',-0.071,-0.424,0.908,47.186,24.996,17.125,-0.146
'[15:14:22.400 01/01/1996]',-0.105,-0.424,0.956,46.985,24.996,17.075,-0.143
'[15:14:22.402 01/01/1996]',-0.140,-0.416,0.989,46.985,24.996,17.075,-0.143
'[15:14:22.404 01/01/1996]',-0.172,-0.416,1.038,46.985,24.996,17.075,-0.143
'[15:14:22.406 01/01/1996]',-0.205,-0.408,1.070,46.985,24.996,17.075,-0.143
'[15:14:22.408 01/01/1996]',-0.229,-0.393,1.086,46.884,24.996,17.075,-0.141
'[15:14:22.410 01/01/1996]',-0.254,-0.377,1.119,46.884,24.996,17.075,-0.141
'[15:14:22.412 01/01/1996]',-0.267,-0.369,1.167,46.884,24.996,17.075,-0.141
'[15:14:22.414 01/01/1996]',-0.280,-0.354,1.216,46.884,24.996,17.075,-0.141
'[15:14:22.416 01/01/1996]',-0.281,-0.362,1.248,46.784,24.746,17.200,-0.140
'[15:14:22.418 01/01/1996]',-0.282,-0.346,1.297,46.784,24.746,17.200,-0.140
'[15:14:22.420 01/01/1996]',-0.275,-0.354,1.329,46.784,24.746,17.200,-0.140
'[15:14:22.422 01/01/1996]',-0.267,-0.362,1.378,46.784,24.746,17.200,-0.140
'[15:14:22.424 01/01/1996]',-0.254,-0.369,1.442,46.734,24.220,17.425,-0.138
'[15:14:22.426 01/01/1996]',-0.241,-0.385,1.491,46.734,24.220,17.425,-0.138
'[15:14:22.428 01/01/1996]',-0.229,-0.400,1.512,46.734,24.220,17.425,-0.138
'[15:14:22.430 01/01/1996]',-0.216,-0.424,1.512,46.734,24.220,17.425,-0.138
'[15:14:22.432 01/01/1996]',-0.208,-0.446,1.512,46.583,23.294,17.900,-0.137
'[15:14:22.434 01/01/1996]',-0.200,-0.454,1.512,46.583,23.294,17.900,-0.137
'[15:14:22.436 01/01/1996]',-0.201,-0.454,1.512,46.583,23.294,17.900,-0.137
'[15:14:22.438 01/01/1996]',-0.201,-0.454,1.512,46.583,23.294,17.900,-0.137
'[15:14:22.440 01/01/1996]',-0.211,-0.446,1.512,46.533,22.218,18.775,-0.136
'[15:14:22.442 01/01/1996]',-0.221,-0.431,1.512,46.533,22.218,18.775,-0.136
'[15:14:22.444 01/01/1996]',-0.239,-0.408,1.512,46.533,22.218,18.775,-0.136
'[15:14:22.446 01/01/1996]',-0.258,-0.377,1.512,46.533,22.218,18.775,-0.136
'[15:14:22.448 01/01/1996]',-0.281,-0.346,1.512,46.432,21.518,20.000,-0.135
'[15:14:22.450 01/01/1996]',-0.304,-0.308,1.512,46.432,21.518,20.000,-0.135
'[15:14:22.452 01/01/1996]',-0.326,-0.285,1.512,46.432,21.518,20.000,-0.135
'[15:14:22.454 01/01/1996]',-0.348,-0.262,1.512,46.432,21.518,20.000,-0.135
'[15:14:22.456 01/01/1996]',-0.364,-0.231,1.512,46.382,21.768,21.650,-0.134
'[15:14:22.458 01/01/1996]',-0.381,-0.208,1.512,46.382,21.768,21.650,-0.134
'[15:14:22.460 01/01/1996]',-0.389,-0.169,1.512,46.382,21.768,21.650,-0.134
'[15:14:22.462 01/01/1996]',-0.398,-0.146,1.512,46.382,21.768,21.650,-0.134
'[15:14:22.464 01/01/1996]',-0.398,-0.130,1.512,46.231,23.169,23.575,-0.133
'[15:14:22.466 01/01/1996]',-0.398,-0.108,1.512,46.231,23.169,23.575,-0.133
'[15:14:22.468 01/01/1996]',-0.390,-0.084,1.512,46.231,23.169,23.575,-0.133
'[15:14:22.470 01/01/1996]',-0.382,-0.053,1.512,46.231,23.169,23.575,-0.133
'[15:14:22.472 01/01/1996]',-0.368,-0.030,1.512,46.231,25.346,25.675,-0.132
'[15:14:22.474 01/01/1996]',-0.353,-0.007,1.512,46.231,25.346,25.675,-0.132
'[15:14:22.476 01/01/1996]',-0.335,0.024,1.507,46.231,25.346,25.675,-0.132
'[15:14:22.478 01/01/1996]',-0.316,0.039,1.442,46.231,25.346,25.675,-0.132
'[15:14:22.480 01/01/1996]',-0.295,0.062,1.362,46.181,28.023,27.725,-0.131
'[15:14:22.482 01/01/1996]',-0.273,0.078,1.264,46.181,28.023,27.725,-0.131
'[15:14:22.484 01/01/1996]',-0.251,0.093,1.167,46.181,28.023,27.725,-0.131
'[15:14:22.486 01/01/1996]',-0.229,0.109,1.070,46.181,28.023,27.725,-0.131
'[15:14:22.488 01/01/1996]',-0.210,0.124,0.973,46.131,30.851,29.725,-0.129
'[15:14:22.490 01/01/1996]',-0.191,0.131,0.876,46.131,30.851,29.725,-0.129
'[15:14:22.492 01/01/1996]',-0.176,0.147,0.778,46.131,30.851,29.725,-0.129
'[15:14:22.494 01/01/1996]',-0.160,0.155,0.682,46.131,30.851,29.725,-0.129
'[15:14:22.496 01/01/1996]',-0.148,0.170,0.552,46.080,34.003,31.725,-0.128
'[15:14:22.498 01/01/1996]',-0.136,0.178,0.422,46.080,34.003,31.725,-0.128
'[15:14:22.500 01/01/1996]',-0.125,0.186,0.325,46.080,34.003,31.725,-0.128
'[15:14:22.502 01/01/1996]',-0.114,0.201,0.212,46.080,34.003,31.725,-0.128
'[15:14:22.504 01/01/1996]',-0.101,0.201,0.098,46.030,37.756,33.650,-0.127
'[15:14:22.506 01/01/1996]',-0.087,0.209,0.001,46.030,37.756,33.650,-0.127
'[15:14:22.508 01/01/1996]',-0.070,0.209,-0.064,46.030,37.756,33.650,-0.127
'[15:14:22.510 01/01/1996]',-0.053,0.217,-0.129,46.030,37.756,33.650,-0.127
'[15:14:22.512 01/01/1996]',-0.035,0.217,-0.177,46.080,42.160,35.225,-0.126
'[15:14:22.514 01/01/1996]',-0.018,0.209,-0.226,46.080,42.160,35.225,-0.126
'[15:14:22.516 01/01/1996]',0.000,0.201,-0.274,46.080,42.160,35.225,-0.126
'[15:14:22.518 01/01/1996]',0.018,0.193,-0.306,46.080,42.160,35.225,-0.126
'[15:14:22.520 01/01/1996]',0.032,0.186,-0.323,46.131,46.739,36.350,-0.125
'[15:14:22.522 01/01/1996]',0.046,0.170,-0.339,46.131,46.739,36.350,-0.125
'[15:14:22.524 01/01/1996]',0.057,0.162,-0.339,46.131,46.739,36.350,-0.125
'[15:14:22.526 01/01/1996]',0.068,0.155,-0.355,46.131,46.739,36.350,-0.125
'[15:14:22.528 01/01/1996]',0.075,0.162,-0.355,46.231,51.368,36.875,-0.124
'[15:14:22.530 01/01/1996]',0.083,0.162,-0.371,46.231,51.368,36.875,-0.124
'[15:14:22.532 01/01/1996]',0.086,0.162,-0.388,46.231,51.368,36.875,-0.124
'[15:14:22.534 01/01/1996]',0.089,0.155,-0.388,46.231,51.368,36.875,-0.124
'[15:14:22.536 01/01/1996]',0.090,0.155,-0.388,46.281,56.172,36.875,-0.124
'[15:14:22.538 01/01/1996]',0.091,0.155,-0.371,46.281,56.172,36.875,-0.124
'[15:14:22.540 01/01/1996]',0.091,0.147,-0.371,46.281,56.172,36.875,-0.124
'[15:14:22.542 01/01/1996]',0.091,0.147,-0.371,46.281,56.172,36.875,-0.124
'[15:14:22.544 01/01/1996]',0.091,0.147,-0.388,46.382,61.226,36.475,-0.123
'[15:14:22.546 01/01/1996]',0.091,0.155,-0.388,46.382,61.226,36.475,-0.123
'[15:14:22.548 01/01/1996]',0.092,0.155,-0.404,46.382,61.226,36.475,-0.123
'[15:14:22.550 01/01/1996]',0.093,0.155,-0.404,46.382,61.226,36.475,-0.123
'[15:14:22.552 01/01/1996]',0.094,0.155,-0.404,46.382,65.805,35.875,-0.123
'[15:14:22.554 01/01/1996]',0.094,0.147,-0.404,46.382,65.805,35.875,-0.123
'[15:14:22.556 01/01/1996]',0.095,0.147,-0.404,46.382,65.805,35.875,-0.123
'[15:14:22.558 01/01/1996]',0.095,0.155,-0.404,46.382,65.805,35.875,-0.123
'[15:14:22.560 01/01/1996]',0.094,0.155,-0.388,46.231,69.032,35.125,-0.122
'[15:14:22.562 01/01/1996]',0.093,0.155,-0.404,46.231,69.032,35.125,-0.122
'[15:14:22.564 01/01/1996]',0.091,0.155,-0.404,46.231,69.032,35.125,-0.122
'[15:14:22.566 01/01/1996]',0.089,0.162,-0.404,46.231,69.032,35.125,-0.122
'[15:14:22.568 01/01/1996]',0.087,0.155,-0.404,46.080,70.734,34.075,-0.121
'[15:14:22.570 01/01/1996]',0.086,0.155,-0.404,46.080,70.734,34.075,-0.121
'[15:14:22.572 01/01/1996]',0.084,0.155,-0.404,46.080,70.734,34.075,-0.121
'[15:14:22.574 01/01/1996]',0.083,0.155,-0.404,46.080,70.734,34.075,-0.121
'[15:14:22.576 01/01/1996]',0.083,0.155,-0.404,45.879,71.084,32.825,-0.121
