'Time and date','II ','V ','ABP ','PLETH ','RESP '
'[12:42:06.608 25/01/1995]',-0.052,0.495,52.281,-0.442,-0.547
'[12:42:06.610 25/01/1995]',-0.055,0.391,52.281,-0.442,-0.547
'[12:42:06.612 25/01/1995]',-0.059,0.270,52.281,-0.442,-0.547
'[12:42:06.614 25/01/1995]',-0.064,0.166,52.281,-0.442,-0.547
'[12:42:06.616 25/01/1995]',-0.068,0.076,52.079,-0.442,-0.544
'[12:42:06.618 25/01/1995]',-0.072,0.016,52.079,-0.442,-0.544
'[12:42:06.620 25/01/1995]',-0.073,-0.014,52.079,-0.442,-0.544
'[12:42:06.622 25/01/1995]',-0.073,-0.029,52.079,-0.442,-0.544
'[12:42:06.624 25/01/1995]',-0.071,-0.044,51.927,-0.465,-0.540
'[12:42:06.626 25/01/1995]',-0.069,-0.059,51.927,-0.465,-0.540
'[12:42:06.628 25/01/1995]',-0.066,-0.059,51.927,-0.465,-0.540
'[12:42:06.630 25/01/1995]',-0.064,-0.059,51.927,-0.465,-0.540
'[12:42:06.632 25/01/1995]',-0.063,-0.074,51.725,-0.488,-0.538
'[12:42:06.634 25/01/1995]',-0.061,-0.074,51.725,-0.488,-0.538
'[12:42:06.636 25/01/1995]',-0.059,-0.074,51.725,-0.488,-0.538
'[12:42:06.638 25/01/1995]',-0.058,-0.074,51.725,-0.488,-0.538
'[12:42:06.640 25/01/1995]',-0.057,-0.074,51.472,-0.488,-0.537
'[12:42:06.642 25/01/1995]',-0.056,-0.074,51.472,-0.488,-0.537
'[12:42:06.644 25/01/1995]',-0.054,-0.074,51.472,-0.488,-0.537
'[12:42:06.646 25/01/1995]',-0.052,-0.089,51.472,-0.488,-0.537
'[12:42:06.648 25/01/1995]',-0.049,-0.089,51.320,-0.511,-0.537
'[12:42:06.650 25/01/1995]',-0.047,-0.074,51.320,-0.511,-0.537
'[12:42:06.652 25/01/1995]',-0.045,-0.089,51.320,-0.511,-0.537
'[12:42:06.654 25/01/1995]',-0.044,-0.074,51.320,-0.511,-0.537
'[12:42:06.656 25/01/1995]',-0.043,-0.074,51.168,-0.511,-0.538
'[12:42:06.658 25/01/1995]',-0.042,-0.089,51.168,-0.511,-0.538
'[12:42:06.660 25/01/1995]',-0.040,-0.074,51.168,-0.511,-0.538
'[12:42:06.662 25/01/1995]',-0.038,-0.074,51.168,-0.511,-0.538
'[12:42:06.664 25/01/1995]',-0.037,-0.074,51.017,-0.534,-0.540
'[12:42:06.666 25/01/1995]',-0.036,-0.074,51.017,-0.534,-0.540
'[12:42:06.668 25/01/1995]',-0.034,-0.074,51.017,-0.534,-0.540
'[12:42:06.670 25/01/1995]',-0.033,-0.074,51.017,-0.534,-0.540
'[12:42:06.672 25/01/1995]',-0.031,-0.074,50.815,-0.534,-0.542
'[12:42:06.674 25/01/1995]',-0.030,-0.074,50.815,-0.534,-0.542
'[12:42:06.676 25/01/1995]',-0.029,-0.074,50.815,-0.534,-0.542
'[12:42:06.678 25/01/1995]',-0.028,-0.074,50.815,-0.534,-0.542
'[12:42:06.680 25/01/1995]',-0.029,-0.074,50.713,-0.558,-0.545
'[12:42:06.682 25/01/1995]',-0.030,-0.089,50.713,-0.558,-0.545
'[12:42:06.684 25/01/1995]',-0.029,-0.089,50.713,-0.558,-0.545
'[12:42:06.686 25/01/1995]',-0.028,-0.074,50.713,-0.558,-0.545
'[12:42:06.688 25/01/1995]',-0.026,-0.074,50.562,-0.534,-0.547
'[12:42:06.690 25/01/1995]',-0.023,-0.074,50.562,-0.534,-0.547
'[12:42:06.692 25/01/1995]',-0.020,-0.074,50.562,-0.534,-0.547
'[12:42:06.694 25/01/1995]',-0.017,-0.074,50.562,-0.534,-0.547
'[12:42:06.696 25/01/1995]',-0.016,-0.074,50.410,-0.558,-0.549
'[12:42:06.698 25/01/1995]',-0.016,-0.074,50.410,-0.558,-0.549
'[12:42:06.700 25/01/1995]',-0.014,-0.074,50.410,-0.558,-0.549
'[12:42:06.702 25/01/1995]',-0.013,-0.074,50.410,-0.558,-0.549
'[12:42:06.704 25/01/1995]',-0.012,-0.074,50.258,-0.558,-0.550
'[12:42:06.706 25/01/1995]',-0.011,-0.074,50.258,-0.558,-0.550
'[12:42:06.708 25/01/1995]',-0.010,-0.089,50.258,-0.558,-0.550
'[12:42:06.710 25/01/1995]',-0.009,-0.074,50.258,-0.558,-0.550
'[12:42:06.712 25/01/1995]',-0.008,-0.089,50.107,-0.534,-0.551
'[12:42:06.714 25/01/1995]',-0.006,-0.089,50.107,-0.534,-0.551
'[12:42:06.716 25/01/1995]',-0.003,-0.089,50.107,-0.534,-0.551
'[12:42:06.718 25/01/1995]',0.000,-0.089,50.107,-0.534,-0.551
'[12:42:06.720 25/01/1995]',0.003,-0.074,49.955,-0.534,-0.551
'[12:42:06.722 25/01/1995]',0.006,-0.074,49.955,-0.534,-0.551
'[12:42:06.724 25/01/1995]',0.009,-0.074,49.955,-0.534,-0.551
'[12:42:06.726 25/01/1995]',0.013,-0.074,49.955,-0.534,-0.551
'[12:42:06.728 25/01/1995]',0.015,-0.089,49.904,-0.534,-0.550
'[12:42:06.730 25/01/1995]',0.017,-0.074,49.904,-0.534,-0.550
'[12:42:06.732 25/01/1995]',0.018,-0.074,49.904,-0.534,-0.550
'[12:42:06.734 25/01/1995]',0.019,-0.074,49.904,-0.534,-0.550
'[12:42:06.736 25/01/1995]',0.020,-0.074,49.955,-0.558,-0.547
'[12:42:06.738 25/01/1995]',0.022,-0.074,49.955,-0.558,-0.547
'[12:42:06.740 25/01/1995]',0.023,-0.089,49.955,-0.558,-0.547
'[12:42:06.742 25/01/1995]',0.023,-0.089,49.955,-0.558,-0.547
'[12:42:06.744 25/01/1995]',0.023,-0.089,50.410,-0.534,-0.543
'[12:42:06.746 25/01/1995]',0.022,-0.089,50.410,-0.534,-0.543
'[12:42:06.748 25/01/1995]',0.022,-0.089,50.410,-0.534,-0.543
'[12:42:06.750 25/01/1995]',0.022,-0.089,50.410,-0.534,-0.543
'[12:42:06.752 25/01/1995]',0.022,-0.089,51.624,-0.558,-0.538
'[12:42:06.754 25/01/1995]',0.022,-0.089,51.624,-0.558,-0.538
'[12:42:06.756 25/01/1995]',0.022,-0.089,51.624,-0.558,-0.538
'[12:42:06.758 25/01/1995]',0.022,-0.089,51.624,-0.558,-0.538
'[12:42:06.760 25/01/1995]',0.022,-0.089,54.051,-0.558,-0.533
'[12:42:06.762 25/01/1995]',0.022,-0.104,54.051,-0.558,-0.533
'[12:42:06.764 25/01/1995]',0.022,-0.104,54.051,-0.558,-0.533
'[12:42:06.766 25/01/1995]',0.022,-0.104,54.051,-0.558,-0.533
'[12:42:06.768 25/01/1995]',0.022,-0.104,58.045,-0.534,-0.529
'[12:42:06.770 25/01/1995]',0.022,-0.104,58.045,-0.534,-0.529
'[12:42:06.772 25/01/1995]',0.022,-0.104,58.045,-0.534,-0.529
'[12:42:06.774 25/01/1995]',0.022,-0.104,58.045,-0.534,-0.529
'[12:42:06.776 25/01/1995]',0.022,-0.104,63.809,-0.558,-0.525
'[12:42:06.778 25/01/1995]',0.022,-0.104,63.809,-0.558,-0.525
'[12:42:06.780 25/01/1995]',0.022,-0.089,63.809,-0.558,-0.525
'[12:42:06.782 25/01/1995]',0.022,-0.104,63.809,-0.558,-0.525
'[12:42:06.784 25/01/1995]',0.022,-0.104,71.241,-0.534,-0.522
'[12:42:06.786 25/01/1995]',0.022,-0.104,71.241,-0.534,-0.522
'[12:42:06.788 25/01/1995]',0.022,-0.104,71.241,-0.534,-0.522
'[12:42:06.790 25/01/1995]',0.022,-0.104,71.241,-0.534,-0.522
'[12:42:06.792 25/01/1995]',0.022,-0.104,79.888,-0.558,-0.519
'[12:42:06.794 25/01/1995]',0.022,-0.104,79.888,-0.558,-0.519
'[12:42:06.796 25/01/1995]',0.022,-0.104,79.888,-0.558,-0.519
'[12:42:06.798 25/01/1995]',0.022,-0.104,79.888,-0.558,-0.519
'[12:42:06.800 25/01/1995]',0.022,-0.089,89.039,-0.558,-0.517
'[12:42:06.802 25/01/1995]',0.022,-0.089,89.039,-0.558,-0.517
'[12:42:06.804 25/01/1995]',0.023,-0.104,89.039,-0.558,-0.517
'[12:42:06.806 25/01/1995]',0.023,-0.104,89.039,-0.558,-0.517
'[12:42:06.808 25/01/1995]',0.025,-0.089,97.837,-0.534,-0.514
'[12:42:06.810 25/01/1995]',0.027,-0.104,97.837,-0.534,-0.514
'[12:42:06.812 25/01/1995]',0.028,-0.104,97.837,-0.534,-0.514
'[12:42:06.814 25/01/1995]',0.030,-0.104,97.837,-0.534,-0.514
'[12:42:06.816 25/01/1995]',0.029,-0.104,105.219,-0.534,-0.512
'[12:42:06.818 25/01/1995]',0.028,-0.104,105.219,-0.534,-0.512
'[12:42:06.820 25/01/1995]',0.028,-0.089,105.219,-0.534,-0.512
'[12:42:06.822 25/01/1995]',0.028,-0.089,105.219,-0.534,-0.512
'[12:42:06.824 25/01/1995]',0.028,-0.089,110.730,-0.511,-0.509
'[12:42:06.826 25/01/1995]',0.028,-0.089,110.730,-0.511,-0.509
'[12:42:06.828 25/01/1995]',0.027,-0.089,110.730,-0.511,-0.509
'[12:42:06.830 25/01/1995]',0.027,-0.104,110.730,-0.511,-0.509
'[12:42:06.832 25/01/1995]',0.024,-0.089,114.168,-0.465,-0.505
'[12:42:06.834 25/01/1995]',0.022,-0.089,114.168,-0.465,-0.505
'[12:42:06.836 25/01/1995]',0.019,-0.089,114.168,-0.465,-0.505
'[12:42:06.838 25/01/1995]',0.016,-0.104,114.168,-0.465,-0.505
'[12:42:06.840 25/01/1995]',0.013,-0.089,115.837,-0.442,-0.501
'[12:42:06.842 25/01/1995]',0.011,-0.089,115.837,-0.442,-0.501
'[12:42:06.844 25/01/1995]',0.011,-0.089,115.837,-0.442,-0.501
'[12:42:06.846 25/01/1995]',0.011,-0.089,115.837,-0.442,-0.501
'[12:42:06.848 25/01/1995]',0.013,-0.074,116.039,-0.395,-0.497
'[12:42:06.850 25/01/1995]',0.016,-0.089,116.039,-0.395,-0.497
'[12:42:06.852 25/01/1995]',0.017,-0.074,116.039,-0.395,-0.497
'[12:42:06.854 25/01/1995]',0.019,-0.059,116.039,-0.395,-0.497
'[12:42:06.856 25/01/1995]',0.020,-0.074,115.230,-0.326,-0.492
'[12:42:06.858 25/01/1995]',0.022,-0.074,115.230,-0.326,-0.492
'[12:42:06.860 25/01/1995]',0.023,-0.074,115.230,-0.326,-0.492
'[12:42:06.862 25/01/1995]',0.023,-0.059,115.230,-0.326,-0.492
'[12:42:06.864 25/01/1995]',0.023,-0.044,113.814,-0.233,-0.487
'[12:42:06.866 25/01/1995]',0.022,-0.044,113.814,-0.233,-0.487
'[12:42:06.868 25/01/1995]',0.022,-0.044,113.814,-0.233,-0.487
'[12:42:06.870 25/01/1995]',0.022,-0.044,113.814,-0.233,-0.487
'[12:42:06.872 25/01/1995]',0.022,-0.044,111.994,-0.163,-0.482
'[12:42:06.874 25/01/1995]',0.022,-0.044,111.994,-0.163,-0.482
'[12:42:06.876 25/01/1995]',0.022,-0.044,111.994,-0.163,-0.482
'[12:42:06.878 25/01/1995]',0.022,-0.029,111.994,-0.163,-0.482
'[12:42:06.880 25/01/1995]',0.022,-0.029,109.921,-0.070,-0.476
'[12:42:06.882 25/01/1995]',0.022,-0.029,109.921,-0.070,-0.476
'[12:42:06.884 25/01/1995]',0.021,-0.029,109.921,-0.070,-0.476
'[12:42:06.886 25/01/1995]',0.020,-0.029,109.921,-0.070,-0.476
'[12:42:06.888 25/01/1995]',0.018,-0.029,107.848,0.000,-0.471
'[12:42:06.890 25/01/1995]',0.016,-0.029,107.848,0.000,-0.471
'[12:42:06.892 25/01/1995]',0.013,-0.029,107.848,0.000,-0.471
'[12:42:06.894 25/01/1995]',0.009,-0.014,107.848,0.000,-0.471
'[12:42:06.896 25/01/1995]',0.006,-0.014,105.725,0.093,-0.466
'[12:42:06.898 25/01/1995]',0.003,-0.014,105.725,0.093,-0.466
'[12:42:06.900 25/01/1995]',0.001,-0.014,105.725,0.093,-0.466
'[12:42:06.902 25/01/1995]',-0.002,-0.014,105.725,0.093,-0.466
'[12:42:06.904 25/01/1995]',-0.005,-0.014,103.702,0.140,-0.460
'[12:42:06.906 25/01/1995]',-0.008,-0.029,103.702,0.140,-0.460
'[12:42:06.908 25/01/1995]',-0.009,-0.029,103.702,0.140,-0.460
'[12:42:06.910 25/01/1995]',-0.011,-0.029,103.702,0.140,-0.460
'[12:42:06.912 25/01/1995]',-0.012,-0.029,101.680,0.186,-0.453
'[12:42:06.914 25/01/1995]',-0.013,-0.029,101.680,0.186,-0.453
'[12:42:06.916 25/01/1995]',-0.013,-0.014,101.680,0.186,-0.453
'[12:42:06.918 25/01/1995]',-0.014,-0.029,101.680,0.186,-0.453
'[12:42:06.920 25/01/1995]',-0.015,-0.029,99.859,0.233,-0.447
'[12:42:06.922 25/01/1995]',-0.016,-0.029,99.859,0.233,-0.447
'[12:42:06.924 25/01/1995]',-0.017,-0.029,99.859,0.233,-0.447
'[12:42:06.926 25/01/1995]',-0.019,-0.029,99.859,0.233,-0.447
'[12:42:06.928 25/01/1995]',-0.022,-0.014,98.140,0.256,-0.442
'[12:42:06.930 25/01/1995]',-0.025,-0.014,98.140,0.256,-0.442
'[12:42:06.932 25/01/1995]',-0.027,-0.014,98.140,0.256,-0.442
'[12:42:06.934 25/01/1995]',-0.028,-0.014,98.140,0.256,-0.442
'[12:42:06.936 25/01/1995]',-0.028,-0.014,96.522,0.326,-0.438
'[12:42:06.938 25/01/1995]',-0.028,-0.014,96.522,0.326,-0.438
'[12:42:06.940 25/01/1995]',-0.027,-0.029,96.522,0.326,-0.438
'[12:42:06.942 25/01/1995]',-0.025,-0.029,96.522,0.326,-0.438
'[12:42:06.944 25/01/1995]',-0.023,-0.029,95.006,0.326,-0.433
'[12:42:06.946 25/01/1995]',-0.022,-0.029,95.006,0.326,-0.433
'[12:42:06.948 25/01/1995]',-0.020,-0.014,95.006,0.326,-0.433
'[12:42:06.950 25/01/1995]',-0.017,-0.014,95.006,0.326,-0.433
'[12:42:06.952 25/01/1995]',-0.018,-0.014,93.438,0.326,-0.430
'[12:42:06.954 25/01/1995]',-0.019,-0.014,93.438,0.326,-0.430
'[12:42:06.956 25/01/1995]',-0.021,-0.014,93.438,0.326,-0.430
'[12:42:06.958 25/01/1995]',-0.023,-0.029,93.438,0.326,-0.430
'[12:42:06.960 25/01/1995]',-0.023,-0.029,91.921,0.349,-0.426
'[12:42:06.962 25/01/1995]',-0.023,-0.014,91.921,0.349,-0.426
'[12:42:06.964 25/01/1995]',-0.023,-0.014,91.921,0.349,-0.426
'[12:42:06.966 25/01/1995]',-0.023,-0.014,91.921,0.349,-0.426
'[12:42:06.968 25/01/1995]',-0.023,-0.014,90.404,0.349,-0.422
'[12:42:06.970 25/01/1995]',-0.023,-0.014,90.404,0.349,-0.422
'[12:42:06.972 25/01/1995]',-0.023,-0.029,90.404,0.349,-0.422
'[12:42:06.974 25/01/1995]',-0.022,-0.029,90.404,0.349,-0.422
'[12:42:06.976 25/01/1995]',-0.020,-0.014,88.837,0.349,-0.417
'[12:42:06.978 25/01/1995]',-0.019,-0.014,88.837,0.349,-0.417
'[12:42:06.980 25/01/1995]',-0.017,-0.014,88.837,0.349,-0.417
'[12:42:06.982 25/01/1995]',-0.016,-0.029,88.837,0.349,-0.417
'[12:42:06.984 25/01/1995]',-0.014,-0.014,87.118,0.349,-0.413
'[12:42:06.986 25/01/1995]',-0.013,-0.014,87.118,0.349,-0.413
'[12:42:06.988 25/01/1995]',-0.012,-0.029,87.118,0.349,-0.413
'[12:42:06.990 25/01/1995]',-0.011,-0.014,87.118,0.349,-0.413
'[12:42:06.992 25/01/1995]',-0.011,-0.014,85.247,0.326,-0.408
'[12:42:06.994 25/01/1995]',-0.011,-0.014,85.247,0.326,-0.408
'[12:42:06.996 25/01/1995]',-0.012,-0.014,85.247,0.326,-0.408
'[12:42:06.998 25/01/1995]',-0.013,-0.014,85.247,0.326,-0.408
'[12:42:07.000 25/01/1995]',-0.012,0.001,83.326,0.302,-0.404
'[12:42:07.002 25/01/1995]',-0.011,0.001,83.326,0.302,-0.404
'[12:42:07.004 25/01/1995]',-0.009,-0.014,83.326,0.302,-0.404
'[12:42:07.006 25/01/1995]',-0.006,-0.014,83.326,0.302,-0.404
'[12:42:07.008 25/01/1995]',-0.005,-0.014,81.152,0.279,-0.399
'[12:42:07.010 25/01/1995]',-0.005,-0.014,81.152,0.279,-0.399
'[12:42:07.012 25/01/1995]',-0.003,-0.014,81.152,0.279,-0.399
'[12:42:07.014 25/01/1995]',-0.002,-0.014,81.152,0.279,-0.399
'[12:42:07.016 25/01/1995]',-0.002,-0.014,78.927,0.256,-0.394
'[12:42:07.018 25/01/1995]',-0.002,-0.014,78.927,0.256,-0.394
'[12:42:07.020 25/01/1995]',-0.004,0.001,78.927,0.256,-0.394
'[12:42:07.022 25/01/1995]',-0.006,0.001,78.927,0.256,-0.394
'[12:42:07.024 25/01/1995]',-0.009,0.001,76.601,0.233,-0.388
'[12:42:07.026 25/01/1995]',-0.011,0.001,76.601,0.233,-0.388
'[12:42:07.028 25/01/1995]',-0.012,0.001,76.601,0.233,-0.388
'[12:42:07.030 25/01/1995]',-0.013,0.001,76.601,0.233,-0.388
'[12:42:07.032 25/01/1995]',-0.013,-0.014,74.376,0.233,-0.382
'[12:42:07.034 25/01/1995]',-0.013,0.001,74.376,0.233,-0.382
'[12:42:07.036 25/01/1995]',-0.011,-0.014,74.376,0.233,-0.382
'[12:42:07.038 25/01/1995]',-0.009,-0.014,74.376,0.233,-0.382
'[12:42:07.040 25/01/1995]',-0.007,-0.014,72.253,0.209,-0.376
'[12:42:07.042 25/01/1995]',-0.005,-0.014,72.253,0.209,-0.376
'[12:42:07.044 25/01/1995]',-0.004,-0.014,72.253,0.209,-0.376
'[12:42:07.046 25/01/1995]',-0.003,-0.014,72.253,0.209,-0.376
'[12:42:07.048 25/01/1995]',-0.004,-0.014,70.331,0.186,-0.370
'[12:42:07.050 25/01/1995]',-0.005,-0.014,70.331,0.186,-0.370
'[12:42:07.052 25/01/1995]',-0.006,-0.014,70.331,0.186,-0.370
'[12:42:07.054 25/01/1995]',-0.008,-0.014,70.331,0.186,-0.370
'[12:42:07.056 25/01/1995]',-0.009,-0.014,68.815,0.163,-0.364
'[12:42:07.058 25/01/1995]',-0.011,-0.014,68.815,0.163,-0.364
'[12:42:07.060 25/01/1995]',-0.012,-0.014,68.815,0.163,-0.364
'[12:42:07.062 25/01/1995]',-0.013,0.001,68.815,0.163,-0.364
'[12:42:07.064 25/01/1995]',-0.013,0.001,67.601,0.140,-0.359
'[12:42:07.066 25/01/1995]',-0.013,0.001,67.601,0.140,-0.359
'[12:42:07.068 25/01/1995]',-0.012,-0.014,67.601,0.140,-0.359
'[12:42:07.070 25/01/1995]',-0.011,-0.014,67.601,0.140,-0.359
'[12:42:07.072 25/01/1995]',-0.011,-0.014,66.792,0.117,-0.354
'[12:42:07.074 25/01/1995]',-0.011,-0.014,66.792,0.117,-0.354
'[12:42:07.076 25/01/1995]',-0.011,-0.014,66.792,0.117,-0.354
'[12:42:07.078 25/01/1995]',-0.011,-0.014,66.792,0.117,-0.354
'[12:42:07.080 25/01/1995]',-0.009,-0.014,66.236,0.070,-0.349
'[12:42:07.082 25/01/1995]',-0.008,-0.014,66.236,0.070,-0.349
'[12:42:07.084 25/01/1995]',-0.008,-0.014,66.236,0.070,-0.349
'[12:42:07.086 25/01/1995]',-0.008,-0.014,66.236,0.070,-0.349
'[12:42:07.088 25/01/1995]',-0.009,-0.014,66.084,0.070,-0.344
'[12:42:07.090 25/01/1995]',-0.011,-0.014,66.084,0.070,-0.344
'[12:42:07.092 25/01/1995]',-0.012,-0.014,66.084,0.070,-0.344
'[12:42:07.094 25/01/1995]',-0.013,-0.014,66.084,0.070,-0.344
'[12:42:07.096 25/01/1995]',-0.012,-0.014,66.185,0.024,-0.339
'[12:42:07.098 25/01/1995]',-0.011,0.001,66.185,0.024,-0.339
'[12:42:07.100 25/01/1995]',-0.009,-0.014,66.185,0.024,-0.339
'[12:42:07.102 25/01/1995]',-0.006,-0.014,66.185,0.024,-0.339
'[12:42:07.104 25/01/1995]',-0.005,0.001,66.539,0.000,-0.333
'[12:42:07.106 25/01/1995]',-0.005,-0.014,66.539,0.000,-0.333
'[12:42:07.108 25/01/1995]',-0.004,-0.014,66.539,0.000,-0.333
'[12:42:07.110 25/01/1995]',-0.003,-0.014,66.539,0.000,-0.333
'[12:42:07.112 25/01/1995]',-0.003,-0.014,67.095,-0.046,-0.328
'[12:42:07.114 25/01/1995]',-0.003,-0.014,67.095,-0.046,-0.328
'[12:42:07.116 25/01/1995]',-0.002,-0.029,67.095,-0.046,-0.328
'[12:42:07.118 25/01/1995]',-0.002,-0.014,67.095,-0.046,-0.328
'[12:42:07.120 25/01/1995]',-0.001,-0.014,67.702,-0.093,-0.322
'[12:42:07.122 25/01/1995]',0.000,-0.014,67.702,-0.093,-0.322
'[12:42:07.124 25/01/1995]',0.000,-0.014,67.702,-0.093,-0.322
'[12:42:07.126 25/01/1995]',0.000,-0.014,67.702,-0.093,-0.322
'[12:42:07.128 25/01/1995]',0.000,-0.029,68.359,-0.093,-0.315
'[12:42:07.130 25/01/1995]',0.000,-0.014,68.359,-0.093,-0.315
'[12:42:07.132 25/01/1995]',0.000,-0.014,68.359,-0.093,-0.315
'[12:42:07.134 25/01/1995]',0.000,-0.014,68.359,-0.093,-0.315
'[12:42:07.136 25/01/1995]',0.000,0.001,69.067,-0.116,-0.308
'[12:42:07.138 25/01/1995]',0.000,-0.014,69.067,-0.116,-0.308
'[12:42:07.140 25/01/1995]',0.000,-0.014,69.067,-0.116,-0.308
'[12:42:07.142 25/01/1995]',0.000,0.001,69.067,-0.116,-0.308
'[12:42:07.144 25/01/1995]',0.000,-0.014,69.674,-0.163,-0.300
'[12:42:07.146 25/01/1995]',0.000,-0.014,69.674,-0.163,-0.300
'[12:42:07.148 25/01/1995]',-0.001,-0.014,69.674,-0.163,-0.300
'[12:42:07.150 25/01/1995]',-0.002,-0.014,69.674,-0.163,-0.300
'[12:42:07.152 25/01/1995]',-0.003,-0.014,70.129,-0.163,-0.292
'[12:42:07.154 25/01/1995]',-0.005,-0.014,70.129,-0.163,-0.292
'[12:42:07.156 25/01/1995]',-0.005,0.001,70.129,-0.163,-0.292
'[12:42:07.158 25/01/1995]',-0.005,0.001,70.129,-0.163,-0.292
'[12:42:07.160 25/01/1995]',-0.003,0.001,70.534,-0.186,-0.284
'[12:42:07.162 25/01/1995]',-0.002,0.001,70.534,-0.186,-0.284
'[12:42:07.164 25/01/1995]',0.000,-0.014,70.534,-0.186,-0.284
'[12:42:07.166 25/01/1995]',0.002,-0.014,70.534,-0.186,-0.284
'[12:42:07.168 25/01/1995]',0.003,0.001,70.736,-0.186,-0.276
'[12:42:07.170 25/01/1995]',0.005,-0.014,70.736,-0.186,-0.276
'[12:42:07.172 25/01/1995]',0.005,-0.014,70.736,-0.186,-0.276
'[12:42:07.174 25/01/1995]',0.006,-0.014,70.736,-0.186,-0.276
'[12:42:07.176 25/01/1995]',0.009,-0.014,70.786,-0.209,-0.267
'[12:42:07.178 25/01/1995]',0.011,-0.014,70.786,-0.209,-0.267
'[12:42:07.180 25/01/1995]',0.016,-0.014,70.786,-0.209,-0.267
'[12:42:07.182 25/01/1995]',0.022,-0.014,70.786,-0.209,-0.267
'[12:42:07.184 25/01/1995]',0.030,-0.014,70.685,-0.233,-0.257
'[12:42:07.186 25/01/1995]',0.038,-0.014,70.685,-0.233,-0.257
'[12:42:07.188 25/01/1995]',0.046,0.001,70.685,-0.233,-0.257
'[12:42:07.190 25/01/1995]',0.055,-0.014,70.685,-0.233,-0.257
'[12:42:07.192 25/01/1995]',0.063,0.001,70.433,-0.233,-0.246
'[12:42:07.194 25/01/1995]',0.070,0.001,70.433,-0.233,-0.246
'[12:42:07.196 25/01/1995]',0.076,0.001,70.433,-0.233,-0.246
'[12:42:07.198 25/01/1995]',0.081,0.001,70.433,-0.233,-0.246
'[12:42:07.200 25/01/1995]',0.084,0.001,70.028,-0.256,-0.236
'[12:42:07.202 25/01/1995]',0.088,0.001,70.028,-0.256,-0.236
'[12:42:07.204 25/01/1995]',0.089,0.001,70.028,-0.256,-0.236
'[12:42:07.206 25/01/1995]',0.091,-0.014,70.028,-0.256,-0.236
'[12:42:07.208 25/01/1995]',0.092,0.001,69.522,-0.256,-0.225
'[12:42:07.210 25/01/1995]',0.094,-0.014,69.522,-0.256,-0.225
'[12:42:07.212 25/01/1995]',0.095,-0.014,69.522,-0.256,-0.225
'[12:42:07.214 25/01/1995]',0.097,-0.014,69.522,-0.256,-0.225
'[12:42:07.216 25/01/1995]',0.099,-0.014,68.966,-0.233,-0.214
'[12:42:07.218 25/01/1995]',0.102,-0.014,68.966,-0.233,-0.214
'[12:42:07.220 25/01/1995]',0.103,-0.014,68.966,-0.233,-0.214
'[12:42:07.222 25/01/1995]',0.105,-0.014,68.966,-0.233,-0.214
'[12:42:07.224 25/01/1995]',0.106,-0.014,68.359,-0.233,-0.204
'[12:42:07.226 25/01/1995]',0.106,-0.014,68.359,-0.233,-0.204
'[12:42:07.228 25/01/1995]',0.107,-0.029,68.359,-0.233,-0.204
'[12:42:07.230 25/01/1995]',0.108,-0.029,68.359,-0.233,-0.204
'[12:42:07.232 25/01/1995]',0.108,-0.029,67.702,-0.233,-0.194
'[12:42:07.234 25/01/1995]',0.108,-0.029,67.702,-0.233,-0.194
'[12:42:07.236 25/01/1995]',0.105,-0.029,67.702,-0.233,-0.194
'[12:42:07.238 25/01/1995]',0.102,-0.014,67.702,-0.233,-0.194
'[12:42:07.240 25/01/1995]',0.098,-0.014,66.994,-0.233,-0.183
'[12:42:07.242 25/01/1995]',0.094,-0.029,66.994,-0.233,-0.183
'[12:42:07.244 25/01/1995]',0.088,-0.029,66.994,-0.233,-0.183
'[12:42:07.246 25/01/1995]',0.083,-0.029,66.994,-0.233,-0.183
'[12:42:07.248 25/01/1995]',0.077,-0.029,66.286,-0.233,-0.172
'[12:42:07.250 25/01/1995]',0.070,-0.029,66.286,-0.233,-0.172
'[12:42:07.252 25/01/1995]',0.063,-0.029,66.286,-0.233,-0.172
'[12:42:07.254 25/01/1995]',0.055,-0.029,66.286,-0.233,-0.172
'[12:42:07.256 25/01/1995]',0.048,-0.029,65.528,-0.233,-0.161
'[12:42:07.258 25/01/1995]',0.041,-0.014,65.528,-0.233,-0.161
'[12:42:07.260 25/01/1995]',0.034,-0.029,65.528,-0.233,-0.161
'[12:42:07.262 25/01/1995]',0.027,-0.029,65.528,-0.233,-0.161
'[12:42:07.264 25/01/1995]',0.020,-0.014,64.820,-0.233,-0.148
'[12:42:07.266 25/01/1995]',0.014,-0.014,64.820,-0.233,-0.148
'[12:42:07.268 25/01/1995]',0.008,-0.014,64.820,-0.233,-0.148
'[12:42:07.270 25/01/1995]',0.002,-0.014,64.820,-0.233,-0.148
'[12:42:07.272 25/01/1995]',-0.004,-0.014,64.163,-0.256,-0.137
'[12:42:07.274 25/01/1995]',-0.009,-0.014,64.163,-0.256,-0.137
'[12:42:07.276 25/01/1995]',-0.015,-0.014,64.163,-0.256,-0.137
'[12:42:07.278 25/01/1995]',-0.020,-0.014,64.163,-0.256,-0.137
'[12:42:07.280 25/01/1995]',-0.025,-0.014,63.556,-0.279,-0.124
'[12:42:07.282 25/01/1995]',-0.030,-0.029,63.556,-0.279,-0.124
'[12:42:07.284 25/01/1995]',-0.033,-0.014,63.556,-0.279,-0.124
