'Time and date','I','I','V','ABP','PLETH','RESP'
'[05:20:21.630 03/05/1995]',-0.032,-0.034,-0.139,81.300,-0.264,-0.152
'[05:20:21.632 03/05/1995]',-0.034,-0.034,-0.104,80.925,-0.260,-0.140
'[05:20:21.634 03/05/1995]',-0.035,-0.046,-0.081,80.925,-0.260,-0.140
'[05:20:21.636 03/05/1995]',-0.037,-0.046,-0.057,80.925,-0.260,-0.140
'[05:20:21.638 03/05/1995]',-0.039,-0.046,-0.057,80.925,-0.260,-0.140
'[05:20:21.640 03/05/1995]',-0.041,-0.058,-0.046,80.625,-0.253,-0.128
'[05:20:21.642 03/05/1995]',-0.044,-0.058,-0.034,80.625,-0.253,-0.128
'[05:20:21.644 03/05/1995]',-0.047,-0.058,-0.022,80.625,-0.253,-0.128
'[05:20:21.646 03/05/1995]',-0.050,-0.058,-0.011,80.625,-0.253,-0.128
'[05:20:21.648 03/05/1995]',-0.052,-0.058,-0.011,80.250,-0.253,-0.116
'[05:20:21.650 03/05/1995]',-0.055,-0.058,-0.011,80.250,-0.253,-0.116
'[05:20:21.652 03/05/1995]',-0.056,-0.058,-0.011,80.250,-0.253,-0.116
'[05:20:21.654 03/05/1995]',-0.057,-0.058,0.001,80.250,-0.253,-0.116
'[05:20:21.656 03/05/1995]',-0.057,-0.058,-0.011,79.875,-0.250,-0.104
'[05:20:21.658 03/05/1995]',-0.057,-0.058,-0.011,79.875,-0.250,-0.104
'[05:20:21.660 03/05/1995]',-0.056,-0.070,0.001,79.875,-0.250,-0.104
'[05:20:21.662 03/05/1995]',-0.056,-0.058,0.001,79.875,-0.250,-0.104
'[05:20:21.664 03/05/1995]',-0.055,-0.058,0.001,79.500,-0.250,-0.093
'[05:20:21.666 03/05/1995]',-0.054,-0.058,0.001,79.500,-0.250,-0.093
'[05:20:21.668 03/05/1995]',-0.053,-0.058,0.001,79.500,-0.250,-0.093
'[05:20:21.670 03/05/1995]',-0.052,-0.058,0.001,79.500,-0.250,-0.093
'[05:20:21.672 03/05/1995]',-0.050,-0.058,0.001,79.125,-0.253,-0.081
'[05:20:21.674 03/05/1995]',-0.049,-0.058,0.001,79.125,-0.253,-0.081
'[05:20:21.676 03/05/1995]',-0.047,-0.058,0.001,79.125,-0.253,-0.081
'[05:20:21.678 03/05/1995]',-0.045,-0.058,0.001,79.125,-0.253,-0.081
'[05:20:21.680 03/05/1995]',-0.043,-0.058,0.012,78.825,-0.255,-0.070
'[05:20:21.682 03/05/1995]',-0.041,-0.058,0.001,78.825,-0.255,-0.070
'[05:20:21.684 03/05/1995]',-0.039,-0.058,0.001,78.825,-0.255,-0.070
'[05:20:21.686 03/05/1995]',-0.037,-0.058,0.001,78.825,-0.255,-0.070
'[05:20:21.688 03/05/1995]',-0.036,-0.058,0.001,78.375,-0.262,-0.058
'[05:20:21.690 03/05/1995]',-0.034,-0.058,0.001,78.375,-0.262,-0.058
'[05:20:21.692 03/05/1995]',-0.034,-0.058,0.001,78.375,-0.262,-0.058
'[05:20:21.694 03/05/1995]',-0.033,-0.058,0.012,78.375,-0.262,-0.058
'[05:20:21.696 03/05/1995]',-0.032,-0.046,0.012,78.075,-0.269,-0.047
'[05:20:21.698 03/05/1995]',-0.030,-0.046,0.012,78.075,-0.269,-0.047
'[05:20:21.700 03/05/1995]',-0.028,-0.046,0.024,78.075,-0.269,-0.047
'[05:20:21.702 03/05/1995]',-0.027,-0.046,0.012,78.075,-0.269,-0.047
'[05:20:21.704 03/05/1995]',-0.026,-0.046,0.001,77.775,-0.274,-0.037
'[05:20:21.706 03/05/1995]',-0.025,-0.046,0.001,77.775,-0.274,-0.037
'[05:20:21.708 03/05/1995]',-0.024,-0.046,0.001,77.775,-0.274,-0.037
'[05:20:21.710 03/05/1995]',-0.023,-0.034,0.012,77.775,-0.274,-0.037
'[05:20:21.712 03/05/1995]',-0.021,-0.046,0.012,77.550,-0.285,-0.028
'[05:20:21.714 03/05/1995]',-0.020,-0.034,0.024,77.550,-0.285,-0.028
'[05:20:21.716 03/05/1995]',-0.018,-0.034,0.024,77.550,-0.285,-0.028
'[05:20:21.718 03/05/1995]',-0.017,-0.034,0.024,77.550,-0.285,-0.028
'[05:20:21.720 03/05/1995]',-0.015,-0.022,0.012,77.475,-0.294,-0.019
'[05:20:21.722 03/05/1995]',-0.012,-0.034,0.012,77.475,-0.294,-0.019
'[05:20:21.724 03/05/1995]',-0.009,-0.022,0.012,77.475,-0.294,-0.019
'[05:20:21.726 03/05/1995]',-0.006,-0.022,0.012,77.475,-0.294,-0.019
'[05:20:21.728 03/05/1995]',-0.005,-0.022,0.024,77.475,-0.301,-0.012
'[05:20:21.730 03/05/1995]',-0.003,-0.022,0.024,77.475,-0.301,-0.012
'[05:20:21.732 03/05/1995]',-0.002,-0.011,0.024,77.475,-0.301,-0.012
'[05:20:21.734 03/05/1995]',0.000,-0.011,0.024,77.475,-0.301,-0.012
'[05:20:21.736 03/05/1995]',0.002,-0.022,0.024,77.775,-0.311,-0.006
'[05:20:21.738 03/05/1995]',0.004,-0.022,0.024,77.775,-0.311,-0.006
'[05:20:21.740 03/05/1995]',0.006,-0.011,0.024,77.775,-0.311,-0.006
'[05:20:21.742 03/05/1995]',0.007,-0.011,0.024,77.775,-0.311,-0.006
'[05:20:21.744 03/05/1995]',0.008,-0.011,0.024,78.525,-0.320,-0.003
'[05:20:21.746 03/05/1995]',0.009,-0.011,0.024,78.525,-0.320,-0.003
'[05:20:21.748 03/05/1995]',0.010,-0.011,0.036,78.525,-0.320,-0.003
'[05:20:21.750 03/05/1995]',0.010,0.001,0.036,78.525,-0.320,-0.003
'[05:20:21.752 03/05/1995]',0.011,0.001,0.036,79.875,-0.327,-0.002
'[05:20:21.754 03/05/1995]',0.012,0.001,0.036,79.875,-0.327,-0.002
'[05:20:21.756 03/05/1995]',0.013,0.001,0.024,79.875,-0.327,-0.002
'[05:20:21.758 03/05/1995]',0.015,0.001,0.024,79.875,-0.327,-0.002
'[05:20:21.760 03/05/1995]',0.016,0.001,0.036,81.900,-0.334,-0.004
'[05:20:21.762 03/05/1995]',0.017,0.001,0.047,81.900,-0.334,-0.004
'[05:20:21.764 03/05/1995]',0.018,0.001,0.047,81.900,-0.334,-0.004
'[05:20:21.766 03/05/1995]',0.019,0.001,0.047,81.900,-0.334,-0.004
'[05:20:21.768 03/05/1995]',0.021,0.001,0.047,84.300,-0.337,-0.006
'[05:20:21.770 03/05/1995]',0.024,0.001,0.047,84.300,-0.337,-0.006
'[05:20:21.772 03/05/1995]',0.026,0.001,0.047,84.300,-0.337,-0.006
'[05:20:21.774 03/05/1995]',0.028,0.012,0.059,84.300,-0.337,-0.006
'[05:20:21.776 03/05/1995]',0.032,0.012,0.059,86.775,-0.332,-0.010
'[05:20:21.778 03/05/1995]',0.035,0.012,0.059,86.775,-0.332,-0.010
'[05:20:21.780 03/05/1995]',0.039,0.024,0.059,86.775,-0.332,-0.010
'[05:20:21.782 03/05/1995]',0.044,0.024,0.071,86.775,-0.332,-0.010
'[05:20:21.784 03/05/1995]',0.047,0.012,0.071,89.025,-0.327,-0.015
'[05:20:21.786 03/05/1995]',0.050,0.024,0.071,89.025,-0.327,-0.015
'[05:20:21.788 03/05/1995]',0.052,0.024,0.071,89.025,-0.327,-0.015
'[05:20:21.790 03/05/1995]',0.055,0.024,0.071,89.025,-0.327,-0.015
'[05:20:21.792 03/05/1995]',0.059,0.024,0.082,91.125,-0.308,-0.020
'[05:20:21.794 03/05/1995]',0.062,0.024,0.082,91.125,-0.308,-0.020
'[05:20:21.796 03/05/1995]',0.066,0.024,0.082,91.125,-0.308,-0.020
'[05:20:21.798 03/05/1995]',0.070,0.036,0.094,91.125,-0.308,-0.020
'[05:20:21.800 03/05/1995]',0.076,0.036,0.094,93.225,-0.281,-0.025
'[05:20:21.802 03/05/1995]',0.081,0.048,0.094,93.225,-0.281,-0.025
'[05:20:21.804 03/05/1995]',0.085,0.048,0.094,93.225,-0.281,-0.025
'[05:20:21.806 03/05/1995]',0.089,0.059,0.106,93.225,-0.281,-0.025
'[05:20:21.808 03/05/1995]',0.093,0.059,0.106,95.400,-0.243,-0.028
'[05:20:21.810 03/05/1995]',0.097,0.059,0.118,95.400,-0.243,-0.028
'[05:20:21.812 03/05/1995]',0.102,0.071,0.118,95.400,-0.243,-0.028
'[05:20:21.814 03/05/1995]',0.107,0.083,0.118,95.400,-0.243,-0.028
'[05:20:21.816 03/05/1995]',0.111,0.083,0.118,97.350,-0.192,-0.029
'[05:20:21.818 03/05/1995]',0.115,0.083,0.118,97.350,-0.192,-0.029
'[05:20:21.820 03/05/1995]',0.119,0.083,0.118,97.350,-0.192,-0.029
'[05:20:21.822 03/05/1995]',0.123,0.095,0.118,97.350,-0.192,-0.029
'[05:20:21.824 03/05/1995]',0.126,0.095,0.118,99.150,-0.129,-0.029
'[05:20:21.826 03/05/1995]',0.129,0.095,0.129,99.150,-0.129,-0.029
'[05:20:21.828 03/05/1995]',0.131,0.106,0.129,99.150,-0.129,-0.029
'[05:20:21.830 03/05/1995]',0.133,0.106,0.129,99.150,-0.129,-0.029
'[05:20:21.832 03/05/1995]',0.133,0.106,0.129,100.575,-0.056,-0.029
'[05:20:21.834 03/05/1995]',0.133,0.106,0.129,100.575,-0.056,-0.029
'[05:20:21.836 03/05/1995]',0.132,0.106,0.118,100.575,-0.056,-0.029
'[05:20:21.838 03/05/1995]',0.131,0.106,0.118,100.575,-0.056,-0.029
'[05:20:21.840 03/05/1995]',0.128,0.118,0.118,101.550,0.024,-0.027
'[05:20:21.842 03/05/1995]',0.125,0.106,0.118,101.550,0.024,-0.027
'[05:20:21.844 03/05/1995]',0.122,0.106,0.118,101.550,0.024,-0.027
'[05:20:21.846 03/05/1995]',0.119,0.106,0.118,101.550,0.024,-0.027
'[05:20:21.848 03/05/1995]',0.116,0.106,0.106,102.075,0.107,-0.025
'[05:20:21.850 03/05/1995]',0.113,0.106,0.106,102.075,0.107,-0.025
'[05:20:21.852 03/05/1995]',0.110,0.095,0.094,102.075,0.107,-0.025
'[05:20:21.854 03/05/1995]',0.108,0.083,0.082,102.075,0.107,-0.025
'[05:20:21.856 03/05/1995]',0.104,0.095,0.082,102.075,0.194,-0.024
'[05:20:21.858 03/05/1995]',0.100,0.083,0.082,102.075,0.194,-0.024
'[05:20:21.860 03/05/1995]',0.096,0.083,0.071,102.075,0.194,-0.024
'[05:20:21.862 03/05/1995]',0.092,0.083,0.071,102.075,0.194,-0.024
'[05:20:21.864 03/05/1995]',0.086,0.083,0.071,101.925,0.273,-0.021
'[05:20:21.866 03/05/1995]',0.080,0.071,0.059,101.925,0.273,-0.021
'[05:20:21.868 03/05/1995]',0.072,0.071,0.059,101.925,0.273,-0.021
'[05:20:21.870 03/05/1995]',0.064,0.059,0.047,101.925,0.273,-0.021
'[05:20:21.872 03/05/1995]',0.057,0.059,0.036,101.325,0.348,-0.017
'[05:20:21.874 03/05/1995]',0.050,0.048,0.024,101.325,0.348,-0.017
'[05:20:21.876 03/05/1995]',0.044,0.048,0.024,101.325,0.348,-0.017
'[05:20:21.878 03/05/1995]',0.038,0.036,0.024,101.325,0.348,-0.017
'[05:20:21.880 03/05/1995]',0.033,0.024,0.024,100.575,0.415,-0.011
'[05:20:21.882 03/05/1995]',0.028,0.024,0.024,100.575,0.415,-0.011
'[05:20:21.884 03/05/1995]',0.022,0.012,0.012,100.575,0.415,-0.011
'[05:20:21.886 03/05/1995]',0.017,0.001,0.001,100.575,0.415,-0.011
'[05:20:21.888 03/05/1995]',0.012,0.001,0.001,99.825,0.469,-0.005
'[05:20:21.890 03/05/1995]',0.008,0.001,0.001,99.825,0.469,-0.005
'[05:20:21.892 03/05/1995]',0.005,0.001,0.001,99.825,0.469,-0.005
'[05:20:21.894 03/05/1995]',0.002,0.001,0.001,99.825,0.469,-0.005
'[05:20:21.896 03/05/1995]',-0.002,0.001,0.001,98.925,0.509,0.002
'[05:20:21.898 03/05/1995]',-0.005,-0.011,0.001,98.925,0.509,0.002
'[05:20:21.900 03/05/1995]',-0.009,-0.011,0.001,98.925,0.509,0.002
'[05:20:21.902 03/05/1995]',-0.013,-0.022,0.001,98.925,0.509,0.002
'[05:20:21.904 03/05/1995]',-0.017,-0.022,-0.011,98.175,0.539,0.010
'[05:20:21.906 03/05/1995]',-0.020,-0.022,-0.011,98.175,0.539,0.010
'[05:20:21.908 03/05/1995]',-0.022,-0.022,-0.011,98.175,0.539,0.010
'[05:20:21.910 03/05/1995]',-0.024,-0.022,-0.011,98.175,0.539,0.010
'[05:20:21.912 03/05/1995]',-0.026,-0.022,-0.011,97.275,0.553,0.019
'[05:20:21.914 03/05/1995]',-0.028,-0.022,-0.011,97.275,0.553,0.019
'[05:20:21.916 03/05/1995]',-0.030,-0.034,-0.011,97.275,0.553,0.019
'[05:20:21.918 03/05/1995]',-0.031,-0.034,-0.022,97.275,0.553,0.019
'[05:20:21.920 03/05/1995]',-0.031,-0.034,-0.022,96.600,0.556,0.029
'[05:20:21.922 03/05/1995]',-0.031,-0.046,-0.022,96.600,0.556,0.029
'[05:20:21.924 03/05/1995]',-0.031,-0.046,-0.022,96.600,0.556,0.029
'[05:20:21.926 03/05/1995]',-0.031,-0.046,-0.022,96.600,0.556,0.029
'[05:20:21.928 03/05/1995]',-0.031,-0.034,-0.011,95.850,0.551,0.041
'[05:20:21.930 03/05/1995]',-0.031,-0.046,-0.011,95.850,0.551,0.041
'[05:20:21.932 03/05/1995]',-0.031,-0.046,-0.022,95.850,0.551,0.041
'[05:20:21.934 03/05/1995]',-0.031,-0.046,-0.022,95.850,0.551,0.041
'[05:20:21.936 03/05/1995]',-0.032,-0.058,-0.022,95.025,0.532,0.054
'[05:20:21.938 03/05/1995]',-0.032,-0.046,-0.022,95.025,0.532,0.054
'[05:20:21.940 03/05/1995]',-0.033,-0.046,-0.022,95.025,0.532,0.054
'[05:20:21.942 03/05/1995]',-0.034,-0.046,-0.022,95.025,0.532,0.054
'[05:20:21.944 03/05/1995]',-0.035,-0.046,-0.022,94.125,0.507,0.068
'[05:20:21.946 03/05/1995]',-0.035,-0.046,-0.011,94.125,0.507,0.068
'[05:20:21.948 03/05/1995]',-0.035,-0.046,-0.011,94.125,0.507,0.068
'[05:20:21.950 03/05/1995]',-0.034,-0.046,-0.022,94.125,0.507,0.068
'[05:20:21.952 03/05/1995]',-0.034,-0.046,-0.011,93.150,0.469,0.083
'[05:20:21.954 03/05/1995]',-0.033,-0.058,-0.022,93.150,0.469,0.083
'[05:20:21.956 03/05/1995]',-0.032,-0.058,-0.022,93.150,0.469,0.083
'[05:20:21.958 03/05/1995]',-0.031,-0.046,-0.022,93.150,0.469,0.083
'[05:20:21.960 03/05/1995]',-0.031,-0.046,-0.022,92.025,0.429,0.098
'[05:20:21.962 03/05/1995]',-0.030,-0.046,-0.011,92.025,0.429,0.098
'[05:20:21.964 03/05/1995]',-0.031,-0.046,0.001,92.025,0.429,0.098
'[05:20:21.966 03/05/1995]',-0.031,-0.046,-0.011,92.025,0.429,0.098
'[05:20:21.968 03/05/1995]',-0.031,-0.046,-0.011,90.825,0.383,0.114
'[05:20:21.970 03/05/1995]',-0.031,-0.046,-0.011,90.825,0.383,0.114
'[05:20:21.972 03/05/1995]',-0.031,-0.046,-0.022,90.825,0.383,0.114
'[05:20:21.974 03/05/1995]',-0.031,-0.046,-0.011,90.825,0.383,0.114
'[05:20:21.976 03/05/1995]',-0.031,-0.046,-0.011,89.475,0.330,0.129
'[05:20:21.978 03/05/1995]',-0.031,-0.034,0.001,89.475,0.330,0.129
'[05:20:21.980 03/05/1995]',-0.031,-0.046,-0.011,89.475,0.330,0.129
'[05:20:21.982 03/05/1995]',-0.031,-0.034,0.001,89.475,0.330,0.129
'[05:20:21.984 03/05/1995]',-0.031,-0.034,0.001,88.125,0.273,0.143
'[05:20:21.986 03/05/1995]',-0.031,-0.046,-0.011,88.125,0.273,0.143
'[05:20:21.988 03/05/1995]',-0.031,-0.034,-0.011,88.125,0.273,0.143
'[05:20:21.990 03/05/1995]',-0.031,-0.034,-0.011,88.125,0.273,0.143
'[05:20:21.992 03/05/1995]',-0.031,-0.034,-0.011,86.775,0.217,0.158
'[05:20:21.994 03/05/1995]',-0.031,-0.034,0.001,86.775,0.217,0.158
'[05:20:21.996 03/05/1995]',-0.031,-0.034,0.001,86.775,0.217,0.158
'[05:20:21.998 03/05/1995]',-0.031,-0.034,0.001,86.775,0.217,0.158
'[05:20:22.000 03/05/1995]',-0.031,-0.034,0.001,85.725,0.159,0.172
'[05:20:22.002 03/05/1995]',-0.031,-0.022,0.001,85.725,0.159,0.172
'[05:20:22.004 03/05/1995]',-0.031,-0.034,0.001,85.725,0.159,0.172
'[05:20:22.006 03/05/1995]',-0.031,-0.022,0.001,85.725,0.159,0.172
'[05:20:22.008 03/05/1995]',-0.031,-0.034,0.001,84.825,0.098,0.186
'[05:20:22.010 03/05/1995]',-0.031,-0.022,0.001,84.825,0.098,0.186
'[05:20:22.012 03/05/1995]',-0.031,-0.022,0.001,84.825,0.098,0.186
'[05:20:22.014 03/05/1995]',-0.030,-0.034,0.001,84.825,0.098,0.186
'[05:20:22.016 03/05/1995]',-0.028,-0.022,0.001,84.225,0.037,0.200
'[05:20:22.018 03/05/1995]',-0.027,-0.034,0.001,84.225,0.037,0.200
'[05:20:22.020 03/05/1995]',-0.024,-0.022,0.001,84.225,0.037,0.200
'[05:20:22.022 03/05/1995]',-0.022,-0.022,-0.011,84.225,0.037,0.200
'[05:20:22.024 03/05/1995]',-0.020,-0.034,-0.011,83.925,-0.024,0.213
'[05:20:22.026 03/05/1995]',-0.019,-0.022,0.001,83.925,-0.024,0.213
'[05:20:22.028 03/05/1995]',-0.017,-0.022,0.001,83.925,-0.024,0.213
'[05:20:22.030 03/05/1995]',-0.016,-0.022,0.001,83.925,-0.024,0.213
'[05:20:22.032 03/05/1995]',-0.015,-0.022,0.001,83.700,-0.084,0.226
'[05:20:22.034 03/05/1995]',-0.015,-0.022,0.001,83.700,-0.084,0.226
'[05:20:22.036 03/05/1995]',-0.016,-0.022,0.001,83.700,-0.084,0.226
'[05:20:22.038 03/05/1995]',-0.017,-0.022,0.001,83.700,-0.084,0.226
'[05:20:22.040 03/05/1995]',-0.018,-0.034,0.001,83.625,-0.140,0.237
'[05:20:22.042 03/05/1995]',-0.019,-0.034,0.001,83.625,-0.140,0.237
'[05:20:22.044 03/05/1995]',-0.019,-0.034,0.001,83.625,-0.140,0.237
'[05:20:22.046 03/05/1995]',-0.019,-0.034,0.001,83.625,-0.140,0.237
'[05:20:22.048 03/05/1995]',-0.017,-0.034,0.001,83.700,-0.199,0.248
'[05:20:22.050 03/05/1995]',-0.016,-0.034,0.001,83.700,-0.199,0.248
'[05:20:22.052 03/05/1995]',-0.013,-0.034,0.001,83.700,-0.199,0.248
'[05:20:22.054 03/05/1995]',-0.010,-0.034,0.001,83.700,-0.199,0.248
'[05:20:22.056 03/05/1995]',-0.009,-0.034,0.001,83.850,-0.247,0.259
'[05:20:22.058 03/05/1995]',-0.007,-0.022,0.001,83.850,-0.247,0.259
'[05:20:22.060 03/05/1995]',-0.005,-0.022,0.001,83.850,-0.247,0.259
'[05:20:22.062 03/05/1995]',-0.003,-0.022,0.001,83.850,-0.247,0.259
'[05:20:22.064 03/05/1995]',-0.002,-0.022,0.001,84.000,-0.294,0.270
'[05:20:22.066 03/05/1995]',-0.001,-0.022,0.001,84.000,-0.294,0.270
'[05:20:22.068 03/05/1995]',-0.001,-0.022,0.001,84.000,-0.294,0.270
'[05:20:22.070 03/05/1995]',0.000,-0.022,0.001,84.000,-0.294,0.270
'[05:20:22.072 03/05/1995]',-0.001,-0.022,-0.011,84.300,-0.337,0.282
'[05:20:22.074 03/05/1995]',-0.002,-0.022,-0.011,84.300,-0.337,0.282
'[05:20:22.076 03/05/1995]',-0.005,-0.022,-0.011,84.300,-0.337,0.282
'[05:20:22.078 03/05/1995]',-0.007,-0.011,-0.022,84.300,-0.337,0.282
'[05:20:22.080 03/05/1995]',-0.009,-0.011,-0.011,84.525,-0.371,0.294
'[05:20:22.082 03/05/1995]',-0.010,-0.022,-0.022,84.525,-0.371,0.294
'[05:20:22.084 03/05/1995]',-0.009,-0.022,-0.022,84.525,-0.371,0.294
'[05:20:22.086 03/05/1995]',-0.008,-0.022,-0.022,84.525,-0.371,0.294
'[05:20:22.088 03/05/1995]',-0.005,-0.034,-0.034,84.825,-0.402,0.306
'[05:20:22.090 03/05/1995]',-0.002,-0.022,-0.034,84.825,-0.402,0.306
'[05:20:22.092 03/05/1995]',0.002,-0.022,-0.022,84.825,-0.402,0.306
'[05:20:22.094 03/05/1995]',0.005,-0.011,-0.022,84.825,-0.402,0.306
'[05:20:22.096 03/05/1995]',0.008,-0.011,-0.022,84.975,-0.425,0.320
'[05:20:22.098 03/05/1995]',0.011,0.001,-0.022,84.975,-0.425,0.320
'[05:20:22.100 03/05/1995]',0.012,0.001,-0.011,84.975,-0.425,0.320
'[05:20:22.102 03/05/1995]',0.013,0.001,-0.022,84.975,-0.425,0.320
'[05:20:22.104 03/05/1995]',0.012,0.001,-0.011,85.200,-0.444,0.334
'[05:20:22.106 03/05/1995]',0.011,0.001,-0.022,85.200,-0.444,0.334
'[05:20:22.108 03/05/1995]',0.008,0.001,-0.022,85.200,-0.444,0.334
'[05:20:22.110 03/05/1995]',0.005,0.001,-0.011,85.200,-0.444,0.334
'[05:20:22.112 03/05/1995]',0.001,0.001,-0.011,85.350,-0.456,0.348
'[05:20:22.114 03/05/1995]',-0.003,0.001,-0.022,85.350,-0.456,0.348
'[05:20:22.116 03/05/1995]',-0.008,-0.011,-0.011,85.350,-0.456,0.348
'[05:20:22.118 03/05/1995]',-0.012,-0.022,-0.011,85.350,-0.456,0.348
'[05:20:22.120 03/05/1995]',-0.017,-0.022,-0.022,85.500,-0.470,0.363
'[05:20:22.122 03/05/1995]',-0.022,-0.022,-0.022,85.500,-0.470,0.363
'[05:20:22.124 03/05/1995]',-0.025,-0.022,-0.022,85.500,-0.470,0.363
'[05:20:22.126 03/05/1995]',-0.028,-0.022,-0.022,85.500,-0.470,0.363
'[05:20:22.128 03/05/1995]',-0.030,-0.022,-0.022,85.575,-0.472,0.377
'[05:20:22.130 03/05/1995]',-0.031,-0.034,-0.022,85.575,-0.472,0.377
'[05:20:22.132 03/05/1995]',-0.031,-0.034,-0.022,85.575,-0.472,0.377
'[05:20:22.134 03/05/1995]',-0.031,-0.034,-0.022,85.575,-0.472,0.377
'[05:20:22.136 03/05/1995]',-0.031,-0.046,-0.022,85.650,-0.468,0.391
'[05:20:22.138 03/05/1995]',-0.031,-0.046,-0.022,85.650,-0.468,0.391
'[05:20:22.140 03/05/1995]',-0.031,-0.046,-0.034,85.650,-0.468,0.391
'[05:20:22.142 03/05/1995]',-0.031,-0.034,-0.022,85.650,-0.468,0.391
'[05:20:22.144 03/05/1995]',-0.031,-0.034,-0.022,85.725,-0.463,0.405
'[05:20:22.146 03/05/1995]',-0.031,-0.046,-0.022,85.725,-0.463,0.405
'[05:20:22.148 03/05/1995]',-0.031,-0.034,-0.022,85.725,-0.463,0.405
'[05:20:22.150 03/05/1995]',-0.031,-0.034,-0.022,85.725,-0.463,0.405
'[05:20:22.152 03/05/1995]',-0.032,-0.046,-0.022,85.725,-0.452,0.418
'[05:20:22.154 03/05/1995]',-0.032,-0.046,-0.022,85.725,-0.452,0.418
'[05:20:22.156 03/05/1995]',-0.034,-0.046,-0.022,85.725,-0.452,0.418
'[05:20:22.158 03/05/1995]',-0.036,-0.046,-0.022,85.725,-0.452,0.418
'[05:20:22.160 03/05/1995]',-0.041,-0.046,-0.022,85.650,-0.438,0.432
'[05:20:22.162 03/05/1995]',-0.046,-0.046,-0.022,85.650,-0.438,0.432
'[05:20:22.164 03/05/1995]',-0.053,-0.046,-0.022,85.650,-0.438,0.432
'[05:20:22.166 03/05/1995]',-0.061,-0.046,-0.022,85.650,-0.438,0.432
'[05:20:22.168 03/05/1995]',-0.070,-0.046,-0.022,85.425,-0.421,0.446
'[05:20:22.170 03/05/1995]',-0.079,-0.058,-0.022,85.425,-0.421,0.446
'[05:20:22.172 03/05/1995]',-0.085,-0.081,-0.022,85.425,-0.421,0.446
'[05:20:22.174 03/05/1995]',-0.091,-0.081,-0.011,85.425,-0.421,0.446
'[05:20:22.176 03/05/1995]',-0.090,-0.093,0.001,85.125,-0.402,0.461
'[05:20:22.178 03/05/1995]',-0.088,-0.105,0.001,85.125,-0.402,0.461
'[05:20:22.180 03/05/1995]',-0.076,-0.117,0.024,85.125,-0.402,0.461
'[05:20:22.182 03/05/1995]',-0.064,-0.117,0.047,85.125,-0.402,0.461
'[05:20:22.184 03/05/1995]',-0.041,-0.105,0.071,84.825,-0.383,0.474
'[05:20:22.186 03/05/1995]',-0.018,-0.081,0.082,84.825,-0.383,0.474
'[05:20:22.188 03/05/1995]',0.016,-0.058,0.118,84.825,-0.383,0.474
'[05:20:22.190 03/05/1995]',0.050,-0.046,0.153,84.825,-0.383,0.474
'[05:20:22.192 03/05/1995]',0.091,-0.011,0.187,84.525,-0.366,0.487
'[05:20:22.194 03/05/1995]',0.132,0.012,0.222,84.525,-0.366,0.487
'[05:20:22.196 03/05/1995]',0.177,0.059,0.234,84.525,-0.366,0.487
'[05:20:22.198 03/05/1995]',0.222,0.106,0.257,84.525,-0.366,0.487
'[05:20:22.200 03/05/1995]',0.268,0.142,0.269,84.225,-0.348,0.498
'[05:20:22.202 03/05/1995]',0.314,0.188,0.269,84.225,-0.348,0.498
'[05:20:22.204 03/05/1995]',0.354,0.235,0.257,84.225,-0.348,0.498
'[05:20:22.206 03/05/1995]',0.395,0.283,0.246,84.225,-0.348,0.498
'[05:20:22.208 03/05/1995]',0.419,0.330,0.222,83.925,-0.334,0.509
'[05:20:22.210 03/05/1995]',0.444,0.364,0.199,83.925,-0.334,0.509
'[05:20:22.212 03/05/1995]',0.446,0.411,0.153,83.925,-0.334,0.509
'[05:20:22.214 03/05/1995]',0.447,0.423,0.106,83.925,-0.334,0.509
'[05:20:22.216 03/05/1995]',0.421,0.447,0.047,83.625,-0.315,0.512
'[05:20:22.218 03/05/1995]',0.395,0.459,0.001,83.625,-0.315,0.512
'[05:20:22.220 03/05/1995]',0.345,0.435,-0.046,83.625,-0.315,0.512
'[05:20:22.222 03/05/1995]',0.295,0.376,-0.104,83.625,-0.315,0.512
'[05:20:22.224 03/05/1995]',0.235,0.330,-0.163,83.250,-0.303,0.512
'[05:20:22.226 03/05/1995]',0.175,0.271,-0.209,83.250,-0.303,0.512
'[05:20:22.228 03/05/1995]',0.122,0.200,-0.291,83.250,-0.303,0.512
'[05:20:22.230 03/05/1995]',0.069,0.130,-0.349,83.250,-0.303,0.512
'[05:20:22.232 03/05/1995]',0.034,0.059,-0.443,82.950,-0.291,0.512
'[05:20:22.234 03/05/1995]',-0.001,0.001,-0.478,82.950,-0.291,0.512
'[05:20:22.236 03/05/1995]',-0.017,-0.034,-0.501,82.950,-0.291,0.512
'[05:20:22.238 03/05/1995]',-0.033,-0.058,-0.478,82.950,-0.291,0.512
'[05:20:22.240 03/05/1995]',-0.036,-0.058,-0.443,82.575,-0.280,0.512
'[05:20:22.242 03/05/1995]',-0.039,-0.058,-0.407,82.575,-0.280,0.512
'[05:20:22.244 03/05/1995]',-0.037,-0.046,-0.349,82.575,-0.280,0.512
'[05:20:22.246 03/05/1995]',-0.034,-0.046,-0.291,82.575,-0.280,0.512
'[05:20:22.248 03/05/1995]',-0.033,-0.034,-0.244,82.200,-0.275,0.512
'[05:20:22.250 03/05/1995]',-0.031,-0.034,-0.197,82.200,-0.275,0.512
