'Time and date','MCL1 ','ABP ','RESP '
'[11:28:13.756 14/08/1994]',-0.029,58.022,1.024
'[11:28:13.758 14/08/1994]',-0.029,58.022,1.024
'[11:28:13.760 14/08/1994]',-0.029,58.178,1.024
'[11:28:13.762 14/08/1994]',-0.029,58.178,1.024
'[11:28:13.764 14/08/1994]',-0.022,58.178,1.024
'[11:28:13.766 14/08/1994]',-0.014,58.178,1.024
'[11:28:13.768 14/08/1994]',-0.014,58.723,1.024
'[11:28:13.770 14/08/1994]',-0.007,58.723,1.024
'[11:28:13.772 14/08/1994]',-0.014,58.723,1.024
'[11:28:13.774 14/08/1994]',-0.022,58.723,1.024
'[11:28:13.776 14/08/1994]',-0.014,59.424,1.024
'[11:28:13.778 14/08/1994]',-0.014,59.424,1.024
'[11:28:13.780 14/08/1994]',-0.014,59.424,1.024
'[11:28:13.782 14/08/1994]',-0.014,59.424,1.024
'[11:28:13.784 14/08/1994]',-0.014,60.125,1.024
'[11:28:13.786 14/08/1994]',-0.014,60.125,1.024
'[11:28:13.788 14/08/1994]',-0.022,60.125,1.024
'[11:28:13.790 14/08/1994]',-0.014,60.125,1.024
'[11:28:13.792 14/08/1994]',-0.007,60.748,1.024
'[11:28:13.794 14/08/1994]',-0.007,60.748,1.024
'[11:28:13.796 14/08/1994]',0.001,60.748,1.024
'[11:28:13.798 14/08/1994]',0.001,60.748,1.024
'[11:28:13.800 14/08/1994]',0.001,61.137,1.024
'[11:28:13.802 14/08/1994]',0.001,61.137,1.024
'[11:28:13.804 14/08/1994]',0.001,61.137,1.024
'[11:28:13.806 14/08/1994]',0.008,61.137,1.024
'[11:28:13.808 14/08/1994]',0.008,61.449,1.024
'[11:28:13.810 14/08/1994]',0.001,61.449,1.024
'[11:28:13.812 14/08/1994]',0.001,61.449,1.024
'[11:28:13.814 14/08/1994]',0.001,61.449,1.024
'[11:28:13.816 14/08/1994]',0.001,61.526,1.024
'[11:28:13.818 14/08/1994]',0.001,61.526,1.024
'[11:28:13.820 14/08/1994]',-0.007,61.526,1.024
'[11:28:13.822 14/08/1994]',-0.007,61.526,1.024
'[11:28:13.824 14/08/1994]',-0.007,61.449,1.024
'[11:28:13.826 14/08/1994]',-0.014,61.449,1.024
'[11:28:13.828 14/08/1994]',-0.022,61.449,1.024
'[11:28:13.830 14/08/1994]',-0.044,61.449,1.024
'[11:28:13.832 14/08/1994]',-0.074,61.215,1.024
'[11:28:13.834 14/08/1994]',-0.118,61.215,1.024
'[11:28:13.836 14/08/1994]',-0.185,61.215,1.024
'[11:28:13.838 14/08/1994]',-0.244,61.215,1.024
'[11:28:13.840 14/08/1994]',-0.340,60.826,1.024
'[11:28:13.842 14/08/1994]',-0.429,60.826,1.024
'[11:28:13.844 14/08/1994]',-0.518,60.826,1.024
'[11:28:13.846 14/08/1994]',-0.606,60.826,1.024
'[11:28:13.848 14/08/1994]',-0.673,60.436,1.024
'[11:28:13.850 14/08/1994]',-,60.436,1.024
'[11:28:13.852 14/08/1994]',-,60.436,1.024
'[11:28:13.854 14/08/1994]',-,60.436,1.024
'[11:28:13.856 14/08/1994]',-,59.969,1.024
'[11:28:13.858 14/08/1994]',-,59.969,1.024
'[11:28:13.860 14/08/1994]',-,59.969,1.024
'[11:28:13.862 14/08/1994]',-,59.969,1.024
'[11:28:13.864 14/08/1994]',-,59.579,1.024
'[11:28:13.866 14/08/1994]',-,59.579,1.024
'[11:28:13.868 14/08/1994]',-,59.579,1.024
'[11:28:13.870 14/08/1994]',-,59.579,1.024
'[11:28:13.872 14/08/1994]',-,59.268,1.024
'[11:28:13.874 14/08/1994]',-,59.268,1.024
'[11:28:13.876 14/08/1994]',-0.665,59.268,1.024
'[11:28:13.878 14/08/1994]',-0.562,59.268,1.024
'[11:28:13.880 14/08/1994]',-0.473,59.112,1.008
'[11:28:13.882 14/08/1994]',-0.407,59.112,1.008
'[11:28:13.884 14/08/1994]',-0.340,59.112,1.008
'[11:28:13.886 14/08/1994]',-0.273,59.112,1.008
'[11:28:13.888 14/08/1994]',-0.221,59.112,0.931
'[11:28:13.890 14/08/1994]',-0.199,59.112,0.931
'[11:28:13.892 14/08/1994]',-0.162,59.112,0.931
'[11:28:13.894 14/08/1994]',-0.133,59.112,0.931
'[11:28:13.896 14/08/1994]',-0.096,59.268,0.852
'[11:28:13.898 14/08/1994]',-0.074,59.268,0.852
'[11:28:13.900 14/08/1994]',-0.036,59.268,0.852
'[11:28:13.902 14/08/1994]',-0.014,59.268,0.852
'[11:28:13.904 14/08/1994]',0.001,59.424,0.768
'[11:28:13.906 14/08/1994]',0.030,59.424,0.768
'[11:28:13.908 14/08/1994]',0.045,59.424,0.768
'[11:28:13.910 14/08/1994]',0.052,59.424,0.768
'[11:28:13.912 14/08/1994]',0.075,59.579,0.683
'[11:28:13.914 14/08/1994]',0.089,59.579,0.683
'[11:28:13.916 14/08/1994]',0.104,59.579,0.683
'[11:28:13.918 14/08/1994]',0.104,59.579,0.683
'[11:28:13.920 14/08/1994]',0.119,59.579,0.595
'[11:28:13.922 14/08/1994]',0.134,59.579,0.595
'[11:28:13.924 14/08/1994]',0.141,59.579,0.595
'[11:28:13.926 14/08/1994]',0.156,59.579,0.595
'[11:28:13.928 14/08/1994]',0.163,59.657,0.507
'[11:28:13.930 14/08/1994]',0.171,59.657,0.507
'[11:28:13.932 14/08/1994]',0.163,59.657,0.507
'[11:28:13.934 14/08/1994]',0.171,59.657,0.507
'[11:28:13.936 14/08/1994]',0.171,59.579,0.420
'[11:28:13.938 14/08/1994]',0.163,59.579,0.420
'[11:28:13.940 14/08/1994]',0.171,59.579,0.420
'[11:28:13.942 14/08/1994]',0.163,59.579,0.420
'[11:28:13.944 14/08/1994]',0.178,59.502,0.335
'[11:28:13.946 14/08/1994]',0.178,59.502,0.335
'[11:28:13.948 14/08/1994]',0.178,59.502,0.335
'[11:28:13.950 14/08/1994]',0.171,59.502,0.335
'[11:28:13.952 14/08/1994]',0.178,59.424,0.251
'[11:28:13.954 14/08/1994]',0.178,59.424,0.251
'[11:28:13.956 14/08/1994]',0.186,59.424,0.251
'[11:28:13.958 14/08/1994]',0.178,59.424,0.251
'[11:28:13.960 14/08/1994]',0.178,59.346,0.168
'[11:28:13.962 14/08/1994]',0.186,59.346,0.168
'[11:28:13.964 14/08/1994]',0.186,59.346,0.168
'[11:28:13.966 14/08/1994]',0.186,59.346,0.168
'[11:28:13.968 14/08/1994]',0.186,59.268,0.088
'[11:28:13.970 14/08/1994]',0.186,59.268,0.088
'[11:28:13.972 14/08/1994]',0.186,59.268,0.088
'[11:28:13.974 14/08/1994]',0.186,59.268,0.088
'[11:28:13.976 14/08/1994]',0.186,59.112,0.011
'[11:28:13.978 14/08/1994]',0.186,59.112,0.011
'[11:28:13.980 14/08/1994]',0.186,59.112,0.011
'[11:28:13.982 14/08/1994]',0.186,59.112,0.011
'[11:28:13.984 14/08/1994]',0.200,58.956,-0.065
'[11:28:13.986 14/08/1994]',0.186,58.956,-0.065
'[11:28:13.988 14/08/1994]',0.200,58.956,-0.065
'[11:28:13.990 14/08/1994]',0.186,58.956,-0.065
'[11:28:13.992 14/08/1994]',0.186,58.723,-0.136
'[11:28:13.994 14/08/1994]',0.200,58.723,-0.136
'[11:28:13.996 14/08/1994]',0.200,58.723,-0.136
'[11:28:13.998 14/08/1994]',0.200,58.723,-0.136
'[11:28:14.000 14/08/1994]',0.208,58.645,-0.201
'[11:28:14.002 14/08/1994]',0.208,58.645,-0.201
'[11:28:14.004 14/08/1994]',0.200,58.645,-0.201
'[11:28:14.006 14/08/1994]',0.208,58.645,-0.201
'[11:28:14.008 14/08/1994]',0.208,58.645,-0.261
'[11:28:14.010 14/08/1994]',0.215,58.645,-0.261
'[11:28:14.012 14/08/1994]',0.215,58.645,-0.261
'[11:28:14.014 14/08/1994]',0.215,58.645,-0.261
'[11:28:14.016 14/08/1994]',0.215,58.801,-0.316
'[11:28:14.018 14/08/1994]',0.222,58.801,-0.316
'[11:28:14.020 14/08/1994]',0.215,58.801,-0.316
'[11:28:14.022 14/08/1994]',0.215,58.801,-0.316
'[11:28:14.024 14/08/1994]',0.215,59.424,-0.365
'[11:28:14.026 14/08/1994]',0.215,59.424,-0.365
'[11:28:14.028 14/08/1994]',0.215,59.424,-0.365
'[11:28:14.030 14/08/1994]',0.222,59.424,-0.365
'[11:28:14.032 14/08/1994]',0.222,61.449,-0.408
'[11:28:14.034 14/08/1994]',0.222,61.449,-0.408
'[11:28:14.036 14/08/1994]',0.230,61.449,-0.408
'[11:28:14.038 14/08/1994]',0.237,61.449,-0.408
'[11:28:14.040 14/08/1994]',0.245,65.109,-0.446
'[11:28:14.042 14/08/1994]',0.252,65.109,-0.446
'[11:28:14.044 14/08/1994]',0.267,65.109,-0.446
'[11:28:14.046 14/08/1994]',0.274,65.109,-0.446
'[11:28:14.048 14/08/1994]',0.274,70.249,-0.477
'[11:28:14.050 14/08/1994]',0.274,70.249,-0.477
'[11:28:14.052 14/08/1994]',0.282,70.249,-0.477
'[11:28:14.054 14/08/1994]',0.282,70.249,-0.477
'[11:28:14.056 14/08/1994]',0.289,75.935,-0.505
'[11:28:14.058 14/08/1994]',0.304,75.935,-0.505
'[11:28:14.060 14/08/1994]',0.311,75.935,-0.505
'[11:28:14.062 14/08/1994]',0.311,75.935,-0.505
'[11:28:14.064 14/08/1994]',0.333,80.841,-0.529
'[11:28:14.066 14/08/1994]',0.333,80.841,-0.529
'[11:28:14.068 14/08/1994]',0.333,80.841,-0.529
'[11:28:14.070 14/08/1994]',0.341,80.841,-0.529
'[11:28:14.072 14/08/1994]',0.348,84.346,-0.549
'[11:28:14.074 14/08/1994]',0.356,84.346,-0.549
'[11:28:14.076 14/08/1994]',0.348,84.346,-0.549
'[11:28:14.078 14/08/1994]',0.356,84.346,-0.549
'[11:28:14.080 14/08/1994]',0.356,86.526,-0.567
'[11:28:14.082 14/08/1994]',0.356,86.526,-0.567
'[11:28:14.084 14/08/1994]',0.356,86.526,-0.567
'[11:28:14.086 14/08/1994]',0.356,86.526,-0.567
'[11:28:14.088 14/08/1994]',0.348,87.695,-0.582
'[11:28:14.090 14/08/1994]',0.348,87.695,-0.582
'[11:28:14.092 14/08/1994]',0.341,87.695,-0.582
'[11:28:14.094 14/08/1994]',0.333,87.695,-0.582
'[11:28:14.096 14/08/1994]',0.319,88.162,-0.595
'[11:28:14.098 14/08/1994]',0.311,88.162,-0.595
'[11:28:14.100 14/08/1994]',0.304,88.162,-0.595
'[11:28:14.102 14/08/1994]',0.297,88.162,-0.595
'[11:28:14.104 14/08/1994]',0.282,88.240,-0.606
'[11:28:14.106 14/08/1994]',0.282,88.240,-0.606
'[11:28:14.108 14/08/1994]',0.274,88.240,-0.606
'[11:28:14.110 14/08/1994]',0.252,88.240,-0.606
'[11:28:14.112 14/08/1994]',0.252,88.006,-0.615
'[11:28:14.114 14/08/1994]',0.237,88.006,-0.615
'[11:28:14.116 14/08/1994]',0.222,88.006,-0.615
'[11:28:14.118 14/08/1994]',0.208,88.006,-0.615
'[11:28:14.120 14/08/1994]',0.200,87.539,-0.624
'[11:28:14.122 14/08/1994]',0.186,87.539,-0.624
'[11:28:14.124 14/08/1994]',0.178,87.539,-0.624
'[11:28:14.126 14/08/1994]',0.163,87.539,-0.624
'[11:28:14.128 14/08/1994]',0.156,86.838,-0.633
'[11:28:14.130 14/08/1994]',0.148,86.838,-0.633
'[11:28:14.132 14/08/1994]',0.134,86.838,-0.633
'[11:28:14.134 14/08/1994]',0.119,86.838,-0.633
'[11:28:14.136 14/08/1994]',0.104,85.981,-0.644
'[11:28:14.138 14/08/1994]',0.097,85.981,-0.644
'[11:28:14.140 14/08/1994]',0.082,85.981,-0.644
'[11:28:14.142 14/08/1994]',0.075,85.981,-0.644
'[11:28:14.144 14/08/1994]',0.067,84.735,-0.655
'[11:28:14.146 14/08/1994]',0.052,84.735,-0.655
'[11:28:14.148 14/08/1994]',0.052,84.735,-0.655
'[11:28:14.150 14/08/1994]',0.052,84.735,-0.655
'[11:28:14.152 14/08/1994]',0.045,83.178,-0.666
'[11:28:14.154 14/08/1994]',0.045,83.178,-0.666
'[11:28:14.156 14/08/1994]',0.037,83.178,-0.666
'[11:28:14.158 14/08/1994]',0.037,83.178,-0.666
'[11:28:14.160 14/08/1994]',0.030,81.308,-0.675
'[11:28:14.162 14/08/1994]',0.023,81.308,-0.675
'[11:28:14.164 14/08/1994]',0.008,81.308,-0.675
'[11:28:14.166 14/08/1994]',0.008,81.308,-0.675
'[11:28:14.168 14/08/1994]',0.008,79.361,-0.682
'[11:28:14.170 14/08/1994]',0.001,79.361,-0.682
'[11:28:14.172 14/08/1994]',0.001,79.361,-0.682
'[11:28:14.174 14/08/1994]',0.001,79.361,-0.682
'[11:28:14.176 14/08/1994]',0.001,77.259,-0.689
'[11:28:14.178 14/08/1994]',-0.007,77.259,-0.689
'[11:28:14.180 14/08/1994]',0.001,77.259,-0.689
'[11:28:14.182 14/08/1994]',-0.007,77.259,-0.689
'[11:28:14.184 14/08/1994]',-0.007,75.078,-0.694
'[11:28:14.186 14/08/1994]',-0.007,75.078,-0.694
'[11:28:14.188 14/08/1994]',-0.014,75.078,-0.694
'[11:28:14.190 14/08/1994]',-0.007,75.078,-0.694
'[11:28:14.192 14/08/1994]',-0.022,72.664,-0.698
'[11:28:14.194 14/08/1994]',-0.014,72.664,-0.698
'[11:28:14.196 14/08/1994]',-0.014,72.664,-0.698
'[11:28:14.198 14/08/1994]',-0.014,72.664,-0.698
'[11:28:14.200 14/08/1994]',-0.022,70.327,-0.702
'[11:28:14.202 14/08/1994]',-0.014,70.327,-0.702
'[11:28:14.204 14/08/1994]',-0.014,70.327,-0.702
'[11:28:14.206 14/08/1994]',-0.014,70.327,-0.702
'[11:28:14.208 14/08/1994]',-0.007,67.991,-0.706
'[11:28:14.210 14/08/1994]',-0.007,67.991,-0.706
'[11:28:14.212 14/08/1994]',0.001,67.991,-0.706
'[11:28:14.214 14/08/1994]',0.001,67.991,-0.706
'[11:28:14.216 14/08/1994]',0.001,65.966,-0.710
'[11:28:14.218 14/08/1994]',0.001,65.966,-0.710
'[11:28:14.220 14/08/1994]',0.001,65.966,-0.710
'[11:28:14.222 14/08/1994]',0.001,65.966,-0.710
'[11:28:14.224 14/08/1994]',0.001,64.174,-0.714
'[11:28:14.226 14/08/1994]',0.001,64.174,-0.714
'[11:28:14.228 14/08/1994]',0.001,64.174,-0.714
'[11:28:14.230 14/08/1994]',-0.007,64.174,-0.714
'[11:28:14.232 14/08/1994]',-0.007,62.695,-0.719
'[11:28:14.234 14/08/1994]',-0.014,62.695,-0.719
'[11:28:14.236 14/08/1994]',-0.007,62.695,-0.719
'[11:28:14.238 14/08/1994]',-0.007,62.695,-0.719
'[11:28:14.240 14/08/1994]',-0.007,61.838,-0.723
'[11:28:14.242 14/08/1994]',-0.007,61.838,-0.723
'[11:28:14.244 14/08/1994]',0.001,61.838,-0.723
'[11:28:14.246 14/08/1994]',0.001,61.838,-0.723
'[11:28:14.248 14/08/1994]',0.001,61.604,-0.728
'[11:28:14.250 14/08/1994]',0.001,61.604,-0.728
'[11:28:14.252 14/08/1994]',0.001,61.604,-0.728
'[11:28:14.254 14/08/1994]',0.001,61.604,-0.728
'[11:28:14.256 14/08/1994]',-0.007,61.838,-0.733
'[11:28:14.258 14/08/1994]',-0.007,61.838,-0.733
'[11:28:14.260 14/08/1994]',-0.007,61.838,-0.733
'[11:28:14.262 14/08/1994]',0.001,61.838,-0.733
'[11:28:14.264 14/08/1994]',0.001,62.305,-0.738
'[11:28:14.266 14/08/1994]',0.001,62.305,-0.738
'[11:28:14.268 14/08/1994]',0.001,62.305,-0.738
'[11:28:14.270 14/08/1994]',-0.007,62.305,-0.738
'[11:28:14.272 14/08/1994]',0.001,62.695,-0.743
'[11:28:14.274 14/08/1994]',-0.007,62.695,-0.743
'[11:28:14.276 14/08/1994]',-0.007,62.695,-0.743
'[11:28:14.278 14/08/1994]',-0.007,62.695,-0.743
'[11:28:14.280 14/08/1994]',-0.007,62.928,-0.748
'[11:28:14.282 14/08/1994]',-0.007,62.928,-0.748
'[11:28:14.284 14/08/1994]',-0.007,62.928,-0.748
'[11:28:14.286 14/08/1994]',-0.007,62.928,-0.748
'[11:28:14.288 14/08/1994]',-0.014,62.928,-0.754
'[11:28:14.290 14/08/1994]',-0.014,62.928,-0.754
'[11:28:14.292 14/08/1994]',-0.007,62.928,-0.754
'[11:28:14.294 14/08/1994]',-0.007,62.928,-0.754
'[11:28:14.296 14/08/1994]',-0.007,62.773,-0.762
'[11:28:14.298 14/08/1994]',-0.007,62.773,-0.762
'[11:28:14.300 14/08/1994]',-0.014,62.773,-0.762
'[11:28:14.302 14/08/1994]',-0.014,62.773,-0.762
'[11:28:14.304 14/08/1994]',-0.007,62.617,-0.771
'[11:28:14.306 14/08/1994]',-0.007,62.617,-0.771
'[11:28:14.308 14/08/1994]',-0.007,62.617,-0.771
'[11:28:14.310 14/08/1994]',-0.007,62.617,-0.771
'[11:28:14.312 14/08/1994]',0.001,62.383,-0.781
'[11:28:14.314 14/08/1994]',0.001,62.383,-0.781
'[11:28:14.316 14/08/1994]',0.008,62.383,-0.781
'[11:28:14.318 14/08/1994]',0.001,62.383,-0.781
'[11:28:14.320 14/08/1994]',-0.007,62.383,-0.795
'[11:28:14.322 14/08/1994]',-0.036,62.383,-0.795
'[11:28:14.324 14/08/1994]',-0.066,62.383,-0.795
'[11:28:14.326 14/08/1994]',-0.110,62.383,-0.795
'[11:28:14.328 14/08/1994]',-0.177,62.227,-0.811
'[11:28:14.330 14/08/1994]',-0.236,62.227,-0.811
'[11:28:14.332 14/08/1994]',-0.318,62.227,-0.811
'[11:28:14.334 14/08/1994]',-0.407,62.227,-0.811
'[11:28:14.336 14/08/1994]',-0.480,62.227,-0.829
'[11:28:14.338 14/08/1994]',-0.562,62.227,-0.829
'[11:28:14.340 14/08/1994]',-0.636,62.227,-0.829
'[11:28:14.342 14/08/1994]',-,62.227,-0.829
'[11:28:14.344 14/08/1994]',-,62.227,-0.849
'[11:28:14.346 14/08/1994]',-,62.227,-0.849
'[11:28:14.348 14/08/1994]',-,62.227,-0.849
'[11:28:14.350 14/08/1994]',-,62.227,-0.849
'[11:28:14.352 14/08/1994]',-,62.150,-0.871
'[11:28:14.354 14/08/1994]',-,62.150,-0.871
'[11:28:14.356 14/08/1994]',-,62.150,-0.871
'[11:28:14.358 14/08/1994]',-,62.150,-0.871
'[11:28:14.360 14/08/1994]',-,61.994,-0.895
'[11:28:14.362 14/08/1994]',-,61.994,-0.895
'[11:28:14.364 14/08/1994]',-,61.994,-0.895
'[11:28:14.366 14/08/1994]',-,61.994,-0.895
'[11:28:14.368 14/08/1994]',-0.643,61.760,-0.920
'[11:28:14.370 14/08/1994]',-0.547,61.760,-0.920
'[11:28:14.372 14/08/1994]',-0.473,61.760,-0.920
'[11:28:14.374 14/08/1994]',-0.414,61.760,-0.920
'[11:28:14.376 14/08/1994]',-0.347,61.449,-0.945
'[11:28:14.378 14/08/1994]',-0.281,61.449,-0.945
'[11:28:14.380 14/08/1994]',-0.229,61.449,-0.945
'[11:28:14.382 14/08/1994]',-0.199,61.449,-0.945
'[11:28:14.384 14/08/1994]',-0.177,61.059,-0.967
'[11:28:14.386 14/08/1994]',-0.147,61.059,-0.967
'[11:28:14.388 14/08/1994]',-0.118,61.059,-0.967
'[11:28:14.390 14/08/1994]',-0.103,61.059,-0.967
'[11:28:14.392 14/08/1994]',-0.081,60.670,-0.987
'[11:28:14.394 14/08/1994]',-0.051,60.670,-0.987
'[11:28:14.396 14/08/1994]',-0.044,60.670,-0.987
'[11:28:14.398 14/08/1994]',-0.029,60.670,-0.987
'[11:28:14.400 14/08/1994]',-0.007,60.202,-1.005
'[11:28:14.402 14/08/1994]',0.001,60.202,-1.005
'[11:28:14.404 14/08/1994]',0.015,60.202,-1.005
'[11:28:14.406 14/08/1994]',0.015,60.202,-1.005
'[11:28:14.408 14/08/1994]',0.037,59.657,-1.021
'[11:28:14.410 14/08/1994]',0.052,59.657,-1.021
'[11:28:14.412 14/08/1994]',0.067,59.657,-1.021
'[11:28:14.414 14/08/1994]',0.067,59.657,-1.021
'[11:28:14.416 14/08/1994]',0.075,59.112,-
'[11:28:14.418 14/08/1994]',0.082,59.112,-
'[11:28:14.420 14/08/1994]',0.089,59.112,-
'[11:28:14.422 14/08/1994]',0.089,59.112,-
'[11:28:14.424 14/08/1994]',0.097,58.567,-
'[11:28:14.426 14/08/1994]',0.104,58.567,-
'[11:28:14.428 14/08/1994]',0.104,58.567,-
'[11:28:14.430 14/08/1994]',0.104,58.567,-
'[11:28:14.432 14/08/1994]',0.111,58.178,-
'[11:28:14.434 14/08/1994]',0.111,58.178,-
'[11:28:14.436 14/08/1994]',0.119,58.178,-
'[11:28:14.438 14/08/1994]',0.119,58.178,-
'[11:28:14.440 14/08/1994]',0.119,57.710,-
'[11:28:14.442 14/08/1994]',0.119,57.710,-
'[11:28:14.444 14/08/1994]',0.134,57.710,-
'[11:28:14.446 14/08/1994]',0.134,57.710,-
'[11:28:14.448 14/08/1994]',0.134,57.399,-
'[11:28:14.450 14/08/1994]',0.134,57.399,-
'[11:28:14.452 14/08/1994]',0.134,57.399,-
'[11:28:14.454 14/08/1994]',0.141,57.399,-
'[11:28:14.456 14/08/1994]',0.141,57.087,-
'[11:28:14.458 14/08/1994]',0.134,57.087,-
'[11:28:14.460 14/08/1994]',0.119,57.087,-
'[11:28:14.462 14/08/1994]',0.134,57.087,-
'[11:28:14.464 14/08/1994]',0.134,56.854,-
'[11:28:14.466 14/08/1994]',0.134,56.854,-
'[11:28:14.468 14/08/1994]',0.119,56.854,-
'[11:28:14.470 14/08/1994]',0.134,56.854,-
'[11:28:14.472 14/08/1994]',0.134,56.464,-
'[11:28:14.474 14/08/1994]',0.141,56.464,-
'[11:28:14.476 14/08/1994]',0.148,56.464,-
'[11:28:14.478 14/08/1994]',0.156,56.464,-
'[11:28:14.480 14/08/1994]',0.163,56.075,-
'[11:28:14.482 14/08/1994]',0.171,56.075,-
'[11:28:14.484 14/08/1994]',0.171,56.075,-
'[11:28:14.486 14/08/1994]',0.171,56.075,-
'[11:28:14.488 14/08/1994]',0.178,55.763,-
'[11:28:14.490 14/08/1994]',0.178,55.763,-
'[11:28:14.492 14/08/1994]',0.178,55.763,-
'[11:28:14.494 14/08/1994]',0.178,55.763,-
'[11:28:14.496 14/08/1994]',0.171,55.530,-
'[11:28:14.498 14/08/1994]',0.163,55.530,-
'[11:28:14.500 14/08/1994]',0.163,55.530,-
'[11:28:14.502 14/08/1994]',0.163,55.530,-
'[11:28:14.504 14/08/1994]',0.163,55.685,-
'[11:28:14.506 14/08/1994]',0.163,55.685,-
'[11:28:14.508 14/08/1994]',0.163,55.685,-
'[11:28:14.510 14/08/1994]',0.171,55.685,-
'[11:28:14.512 14/08/1994]',0.171,56.464,-
'[11:28:14.514 14/08/1994]',0.171,56.464,-
'[11:28:14.516 14/08/1994]',0.171,56.464,-
'[11:28:14.518 14/08/1994]',0.178,56.464,-
'[11:28:14.520 14/08/1994]',0.178,58.567,-
'[11:28:14.522 14/08/1994]',0.171,58.567,-
'[11:28:14.524 14/08/1994]',0.178,58.567,-
'[11:28:14.526 14/08/1994]',0.186,58.567,-
'[11:28:14.528 14/08/1994]',0.200,62.850,-
'[11:28:14.530 14/08/1994]',0.200,62.850,-
'[11:28:14.532 14/08/1994]',0.200,62.850,-
'[11:28:14.534 14/08/1994]',0.215,62.850,-
'[11:28:14.536 14/08/1994]',0.215,68.925,-
'[11:28:14.538 14/08/1994]',0.222,68.925,-
'[11:28:14.540 14/08/1994]',0.230,68.925,-
'[11:28:14.542 14/08/1994]',0.230,68.925,-
'[11:28:14.544 14/08/1994]',0.237,75.545,-
'[11:28:14.546 14/08/1994]',0.245,75.545,-
'[11:28:14.548 14/08/1994]',0.245,75.545,-
'[11:28:14.550 14/08/1994]',0.245,75.545,-
'[11:28:14.552 14/08/1994]',0.252,81.153,-
'[11:28:14.554 14/08/1994]',0.267,81.153,-
'[11:28:14.556 14/08/1994]',0.267,81.153,-
'[11:28:14.558 14/08/1994]',0.274,81.153,-
'[11:28:14.560 14/08/1994]',0.282,84.891,-
'[11:28:14.562 14/08/1994]',0.282,84.891,-
'[11:28:14.564 14/08/1994]',0.282,84.891,-
'[11:28:14.566 14/08/1994]',0.289,84.891,-
'[11:28:14.568 14/08/1994]',0.274,86.994,-
'[11:28:14.570 14/08/1994]',0.274,86.994,-
'[11:28:14.572 14/08/1994]',0.267,86.994,-
'[11:28:14.574 14/08/1994]',0.267,86.994,-
'[11:28:14.576 14/08/1994]',0.274,88.084,-
'[11:28:14.578 14/08/1994]',0.274,88.084,-
'[11:28:14.580 14/08/1994]',0.282,88.084,-
'[11:28:14.582 14/08/1994]',0.289,88.084,-
'[11:28:14.584 14/08/1994]',0.297,88.629,-
'[11:28:14.586 14/08/1994]',0.289,88.629,-
'[11:28:14.588 14/08/1994]',0.282,88.629,-
'[11:28:14.590 14/08/1994]',0.282,88.629,-
'[11:28:14.592 14/08/1994]',0.289,88.785,-1.009
'[11:28:14.594 14/08/1994]',0.282,88.785,-1.009
'[11:28:14.596 14/08/1994]',0.274,88.785,-1.009
'[11:28:14.598 14/08/1994]',0.267,88.785,-1.009
'[11:28:14.600 14/08/1994]',0.245,88.629,-0.993
'[11:28:14.602 14/08/1994]',0.230,88.629,-0.993
'[11:28:14.604 14/08/1994]',0.215,88.629,-0.993
'[11:28:14.606 14/08/1994]',0.200,88.629,-0.993
'[11:28:14.608 14/08/1994]',0.178,88.318,-0.976
'[11:28:14.610 14/08/1994]',0.163,88.318,-0.976
'[11:28:14.612 14/08/1994]',0.148,88.318,-0.976
'[11:28:14.614 14/08/1994]',0.134,88.318,-0.976
'[11:28:14.616 14/08/1994]',0.119,87.850,-0.957
'[11:28:14.618 14/08/1994]',0.097,87.850,-0.957
'[11:28:14.620 14/08/1994]',0.089,87.850,-0.957
'[11:28:14.622 14/08/1994]',0.075,87.850,-0.957
'[11:28:14.624 14/08/1994]',0.067,86.994,-0.936
'[11:28:14.626 14/08/1994]',0.045,86.994,-0.936
'[11:28:14.628 14/08/1994]',0.030,86.994,-0.936
'[11:28:14.630 14/08/1994]',0.023,86.994,-0.936
'[11:28:14.632 14/08/1994]',0.015,85.981,-0.914
'[11:28:14.634 14/08/1994]',0.001,85.981,-0.914
'[11:28:14.636 14/08/1994]',-0.007,85.981,-0.914
'[11:28:14.638 14/08/1994]',-0.014,85.981,-0.914
'[11:28:14.640 14/08/1994]',-0.022,84.657,-0.893
'[11:28:14.642 14/08/1994]',-0.022,84.657,-0.893
'[11:28:14.644 14/08/1994]',-0.022,84.657,-0.893
'[11:28:14.646 14/08/1994]',-0.029,84.657,-0.893
'[11:28:14.648 14/08/1994]',-0.029,83.100,-0.871
'[11:28:14.650 14/08/1994]',-0.036,83.100,-0.871
'[11:28:14.652 14/08/1994]',-0.044,83.100,-0.871
'[11:28:14.654 14/08/1994]',-0.051,83.100,-0.871
'[11:28:14.656 14/08/1994]',-0.066,81.308,-0.849
'[11:28:14.658 14/08/1994]',-0.066,81.308,-0.849
'[11:28:14.660 14/08/1994]',-0.066,81.308,-0.849
'[11:28:14.662 14/08/1994]',-0.066,81.308,-0.849
'[11:28:14.664 14/08/1994]',-0.066,79.283,-0.828
'[11:28:14.666 14/08/1994]',-0.066,79.283,-0.828
'[11:28:14.668 14/08/1994]',-0.074,79.283,-0.828
'[11:28:14.670 14/08/1994]',-0.074,79.283,-0.828
'[11:28:14.672 14/08/1994]',-0.081,77.181,-0.806
'[11:28:14.674 14/08/1994]',-0.088,77.181,-0.806
