'Time and date','II','MCL1','V','ABP','PAP'
'[09:39:27.792 20/12/1995]',-0.060,0.051,0.028,59.573,20.100
'[09:39:27.794 20/12/1995]',-0.060,0.051,0.037,59.573,20.100
'[09:39:27.796 20/12/1995]',-0.060,0.051,0.028,59.573,20.100
'[09:39:27.798 20/12/1995]',-0.060,0.051,0.028,59.573,20.100
'[09:39:27.800 20/12/1995]',-0.060,0.051,0.028,59.810,19.625
'[09:39:27.802 20/12/1995]',-0.039,0.051,0.019,59.810,19.625
'[09:39:27.804 20/12/1995]',-0.060,0.051,0.019,59.810,19.625
'[09:39:27.806 20/12/1995]',-0.039,0.051,0.019,59.810,19.625
'[09:39:27.808 20/12/1995]',-0.019,0.051,0.019,60.000,19.275
'[09:39:27.810 20/12/1995]',-0.019,0.051,0.019,60.000,19.275
'[09:39:27.812 20/12/1995]',-0.019,0.051,0.019,60.000,19.275
'[09:39:27.814 20/12/1995]',-0.039,0.051,0.019,60.000,19.275
'[09:39:27.816 20/12/1995]',-0.039,0.051,0.028,60.284,19.100
'[09:39:27.818 20/12/1995]',-0.060,0.051,0.037,60.284,19.100
'[09:39:27.820 20/12/1995]',-0.101,0.026,0.037,60.284,19.100
'[09:39:27.822 20/12/1995]',-0.142,0.026,0.046,60.284,19.100
'[09:39:27.824 20/12/1995]',-0.162,0.001,0.046,60.521,19.050
'[09:39:27.826 20/12/1995]',-0.183,-0.024,0.037,60.521,19.050
'[09:39:27.828 20/12/1995]',-0.183,-0.036,0.037,60.521,19.050
'[09:39:27.830 20/12/1995]',-0.142,-0.061,0.019,60.521,19.050
'[09:39:27.832 20/12/1995]',-0.060,-0.086,0.001,60.758,18.975
'[09:39:27.834 20/12/1995]',0.021,-0.124,-0.036,60.758,18.975
'[09:39:27.836 20/12/1995]',0.124,-0.174,-0.073,60.758,18.975
'[09:39:27.838 20/12/1995]',0.206,-0.211,-0.091,60.758,18.975
'[09:39:27.840 20/12/1995]',0.308,-0.236,-0.137,60.900,18.925
'[09:39:27.842 20/12/1995]',0.410,-0.273,-0.173,60.900,18.925
'[09:39:27.844 20/12/1995]',0.492,-0.298,-0.201,60.900,18.925
'[09:39:27.846 20/12/1995]',0.594,-0.323,-0.238,60.900,18.925
'[09:39:27.848 20/12/1995]',0.717,-0.360,-0.283,60.995,18.925
'[09:39:27.850 20/12/1995]',0.819,-0.385,-0.329,60.995,18.925
'[09:39:27.852 20/12/1995]',0.900,-0.398,-0.357,60.995,18.925
'[09:39:27.854 20/12/1995]',0.962,-0.398,-0.384,60.995,18.925
'[09:39:27.856 20/12/1995]',0.941,-0.373,-0.375,61.090,19.050
'[09:39:27.858 20/12/1995]',0.880,-0.348,-0.357,61.090,19.050
'[09:39:27.860 20/12/1995]',0.778,-0.298,-0.320,61.090,19.050
'[09:39:27.862 20/12/1995]',0.635,-0.248,-0.274,61.090,19.050
'[09:39:27.864 20/12/1995]',0.492,-0.186,-0.238,61.137,19.225
'[09:39:27.866 20/12/1995]',0.349,-0.136,-0.192,61.137,19.225
'[09:39:27.868 20/12/1995]',0.185,-0.086,-0.137,61.137,19.225
'[09:39:27.870 20/12/1995]',0.062,-0.024,-0.073,61.137,19.225
'[09:39:27.872 20/12/1995]',-0.019,0.063,0.001,61.090,19.575
'[09:39:27.874 20/12/1995]',-0.121,0.138,0.046,61.090,19.575
'[09:39:27.876 20/12/1995]',-0.183,0.188,0.083,61.090,19.575
'[09:39:27.878 20/12/1995]',-0.224,0.213,0.120,61.090,19.575
'[09:39:27.880 20/12/1995]',-0.265,0.238,0.147,60.948,19.875
'[09:39:27.882 20/12/1995]',-0.265,0.225,0.147,60.948,19.875
'[09:39:27.884 20/12/1995]',-0.265,0.213,0.147,60.948,19.875
'[09:39:27.886 20/12/1995]',-0.244,0.188,0.138,60.948,19.875
'[09:39:27.888 20/12/1995]',-0.203,0.176,0.129,60.758,20.050
'[09:39:27.890 20/12/1995]',-0.183,0.163,0.111,60.758,20.050
'[09:39:27.892 20/12/1995]',-0.162,0.138,0.111,60.758,20.050
'[09:39:27.894 20/12/1995]',-0.121,0.126,0.092,60.758,20.050
'[09:39:27.896 20/12/1995]',-0.080,0.113,0.083,60.521,19.925
'[09:39:27.898 20/12/1995]',-0.060,0.101,0.074,60.521,19.925
'[09:39:27.900 20/12/1995]',-0.039,0.101,0.065,60.521,19.925
'[09:39:27.902 20/12/1995]',-0.019,0.088,0.056,60.521,19.925
'[09:39:27.904 20/12/1995]',-0.019,0.088,0.056,60.190,19.700
'[09:39:27.906 20/12/1995]',0.002,0.088,0.065,60.190,19.700
'[09:39:27.908 20/12/1995]',-0.019,0.076,0.056,60.190,19.700
'[09:39:27.910 20/12/1995]',0.002,0.076,0.046,60.190,19.700
'[09:39:27.912 20/12/1995]',0.002,0.076,0.056,59.858,19.450
'[09:39:27.914 20/12/1995]',0.002,0.076,0.056,59.858,19.450
'[09:39:27.916 20/12/1995]',0.002,0.076,0.056,59.858,19.450
'[09:39:27.918 20/12/1995]',0.002,0.076,0.056,59.858,19.450
'[09:39:27.920 20/12/1995]',0.002,0.076,0.056,59.526,19.325
'[09:39:27.922 20/12/1995]',0.002,0.076,0.056,59.526,19.325
'[09:39:27.924 20/12/1995]',0.002,0.076,0.046,59.526,19.325
'[09:39:27.926 20/12/1995]',0.002,0.076,0.046,59.526,19.325
'[09:39:27.928 20/12/1995]',0.002,0.076,0.046,59.194,19.225
'[09:39:27.930 20/12/1995]',0.002,0.076,0.037,59.194,19.225
'[09:39:27.932 20/12/1995]',0.021,0.076,0.037,59.194,19.225
'[09:39:27.934 20/12/1995]',0.021,0.076,0.037,59.194,19.225
'[09:39:27.936 20/12/1995]',0.021,0.076,0.037,58.815,18.875
'[09:39:27.938 20/12/1995]',0.021,0.076,0.037,58.815,18.875
'[09:39:27.940 20/12/1995]',0.021,0.063,0.037,58.815,18.875
'[09:39:27.942 20/12/1995]',0.021,0.063,0.037,58.815,18.875
'[09:39:27.944 20/12/1995]',0.002,0.063,0.037,58.483,18.225
'[09:39:27.946 20/12/1995]',0.021,0.063,0.037,58.483,18.225
'[09:39:27.948 20/12/1995]',0.002,0.063,0.037,58.483,18.225
'[09:39:27.950 20/12/1995]',0.002,0.063,0.037,58.483,18.225
'[09:39:27.952 20/12/1995]',0.002,0.063,0.037,58.057,17.525
'[09:39:27.954 20/12/1995]',0.002,0.051,0.037,58.057,17.525
'[09:39:27.956 20/12/1995]',0.021,0.051,0.037,58.057,17.525
'[09:39:27.958 20/12/1995]',0.021,0.051,0.037,58.057,17.525
'[09:39:27.960 20/12/1995]',0.021,0.051,0.037,57.678,17.175
'[09:39:27.962 20/12/1995]',0.021,0.051,0.037,57.678,17.175
'[09:39:27.964 20/12/1995]',0.021,0.063,0.037,57.678,17.175
'[09:39:27.966 20/12/1995]',0.021,0.063,0.028,57.678,17.175
'[09:39:27.968 20/12/1995]',0.021,0.051,0.028,57.251,17.700
'[09:39:27.970 20/12/1995]',0.021,0.051,0.019,57.251,17.700
'[09:39:27.972 20/12/1995]',0.021,0.051,0.019,57.251,17.700
'[09:39:27.974 20/12/1995]',0.042,0.051,0.028,57.251,17.700
'[09:39:27.976 20/12/1995]',0.042,0.051,0.028,56.919,18.925
'[09:39:27.978 20/12/1995]',0.042,0.051,0.028,56.919,18.925
'[09:39:27.980 20/12/1995]',0.042,0.051,0.028,56.919,18.925
'[09:39:27.982 20/12/1995]',0.042,0.051,0.028,56.919,18.925
'[09:39:27.984 20/12/1995]',0.042,0.051,0.028,56.635,20.050
'[09:39:27.986 20/12/1995]',0.042,0.051,0.019,56.635,20.050
'[09:39:27.988 20/12/1995]',0.042,0.051,0.019,56.635,20.050
'[09:39:27.990 20/12/1995]',0.042,0.026,0.010,56.635,20.050
'[09:39:27.992 20/12/1995]',0.042,0.026,0.010,56.493,20.325
'[09:39:27.994 20/12/1995]',0.042,0.026,0.010,56.493,20.325
'[09:39:27.996 20/12/1995]',0.042,0.026,0.010,56.493,20.325
'[09:39:27.998 20/12/1995]',0.042,0.026,0.010,56.493,20.325
'[09:39:28.000 20/12/1995]',0.042,0.026,0.010,56.635,20.225
'[09:39:28.002 20/12/1995]',0.042,0.026,0.019,56.635,20.225
'[09:39:28.004 20/12/1995]',0.042,0.013,0.010,56.635,20.225
'[09:39:28.006 20/12/1995]',0.042,0.013,0.010,56.635,20.225
'[09:39:28.008 20/12/1995]',0.042,0.013,0.010,57.204,20.850
'[09:39:28.010 20/12/1995]',0.042,0.026,0.010,57.204,20.850
'[09:39:28.012 20/12/1995]',0.042,0.026,0.010,57.204,20.850
'[09:39:28.014 20/12/1995]',0.062,0.026,0.010,57.204,20.850
'[09:39:28.016 20/12/1995]',0.062,0.026,0.010,58.246,22.975
'[09:39:28.018 20/12/1995]',0.062,0.026,0.010,58.246,22.975
'[09:39:28.020 20/12/1995]',0.062,0.013,0.010,58.246,22.975
'[09:39:28.022 20/12/1995]',0.062,0.013,0.010,58.246,22.975
'[09:39:28.024 20/12/1995]',0.062,0.001,0.001,59.858,26.125
'[09:39:28.026 20/12/1995]',0.062,0.001,0.001,59.858,26.125
'[09:39:28.028 20/12/1995]',0.062,0.001,0.001,59.858,26.125
'[09:39:28.030 20/12/1995]',0.062,0.001,0.001,59.858,26.125
'[09:39:28.032 20/12/1995]',0.062,0.001,0.001,61.943,29.300
'[09:39:28.034 20/12/1995]',0.083,0.001,0.001,61.943,29.300
'[09:39:28.036 20/12/1995]',0.083,0.001,0.001,61.943,29.300
'[09:39:28.038 20/12/1995]',0.062,0.001,0.001,61.943,29.300
'[09:39:28.040 20/12/1995]',0.083,0.001,0.001,64.550,31.575
'[09:39:28.042 20/12/1995]',0.083,0.001,0.001,64.550,31.575
'[09:39:28.044 20/12/1995]',0.083,0.001,0.001,64.550,31.575
'[09:39:28.046 20/12/1995]',0.062,0.001,0.001,64.550,31.575
'[09:39:28.048 20/12/1995]',0.062,-0.011,0.001,67.393,33.050
'[09:39:28.050 20/12/1995]',0.083,-0.011,0.001,67.393,33.050
'[09:39:28.052 20/12/1995]',0.083,-0.024,0.001,67.393,33.050
'[09:39:28.054 20/12/1995]',0.083,-0.024,0.001,67.393,33.050
'[09:39:28.056 20/12/1995]',0.083,-0.024,0.001,70.379,34.275
'[09:39:28.058 20/12/1995]',0.083,-0.024,-0.008,70.379,34.275
'[09:39:28.060 20/12/1995]',0.103,-0.036,-0.008,70.379,34.275
'[09:39:28.062 20/12/1995]',0.103,-0.036,-0.018,70.379,34.275
'[09:39:28.064 20/12/1995]',0.103,-0.049,-0.018,73.460,35.500
'[09:39:28.066 20/12/1995]',0.103,-0.049,-0.018,73.460,35.500
'[09:39:28.068 20/12/1995]',0.103,-0.049,-0.027,73.460,35.500
'[09:39:28.070 20/12/1995]',0.124,-0.049,-0.027,73.460,35.500
'[09:39:28.072 20/12/1995]',0.124,-0.061,-0.027,76.445,36.375
'[09:39:28.074 20/12/1995]',0.124,-0.074,-0.027,76.445,36.375
'[09:39:28.076 20/12/1995]',0.124,-0.074,-0.027,76.445,36.375
'[09:39:28.078 20/12/1995]',0.144,-0.074,-0.027,76.445,36.375
'[09:39:28.080 20/12/1995]',0.124,-0.074,-0.036,79.336,36.625
'[09:39:28.082 20/12/1995]',0.124,-0.074,-0.036,79.336,36.625
'[09:39:28.084 20/12/1995]',0.124,-0.074,-0.036,79.336,36.625
'[09:39:28.086 20/12/1995]',0.124,-0.086,-0.036,79.336,36.625
'[09:39:28.088 20/12/1995]',0.124,-0.099,-0.045,82.133,35.975
'[09:39:28.090 20/12/1995]',0.124,-0.099,-0.045,82.133,35.975
'[09:39:28.092 20/12/1995]',0.144,-0.099,-0.045,82.133,35.975
'[09:39:28.094 20/12/1995]',0.124,-0.124,-0.054,82.133,35.975
'[09:39:28.096 20/12/1995]',0.144,-0.111,-0.064,84.692,34.925
'[09:39:28.098 20/12/1995]',0.144,-0.124,-0.073,84.692,34.925
'[09:39:28.100 20/12/1995]',0.165,-0.136,-0.073,84.692,34.925
'[09:39:28.102 20/12/1995]',0.165,-0.136,-0.073,84.692,34.925
'[09:39:28.104 20/12/1995]',0.165,-0.136,-0.073,87.062,33.875
'[09:39:28.106 20/12/1995]',0.144,-0.136,-0.073,87.062,33.875
'[09:39:28.108 20/12/1995]',0.144,-0.149,-0.073,87.062,33.875
'[09:39:28.110 20/12/1995]',0.144,-0.161,-0.073,87.062,33.875
'[09:39:28.112 20/12/1995]',0.144,-0.161,-0.073,89.289,33.000
'[09:39:28.114 20/12/1995]',0.124,-0.161,-0.064,89.289,33.000
'[09:39:28.116 20/12/1995]',0.124,-0.161,-0.073,89.289,33.000
'[09:39:28.118 20/12/1995]',0.103,-0.174,-0.073,89.289,33.000
'[09:39:28.120 20/12/1995]',0.124,-0.174,-0.073,91.327,32.525
'[09:39:28.122 20/12/1995]',0.103,-0.186,-0.082,91.327,32.525
'[09:39:28.124 20/12/1995]',0.103,-0.186,-0.082,91.327,32.525
'[09:39:28.126 20/12/1995]',0.103,-0.198,-0.082,91.327,32.525
'[09:39:28.128 20/12/1995]',0.103,-0.198,-0.082,93.223,32.350
'[09:39:28.130 20/12/1995]',0.103,-0.211,-0.082,93.223,32.350
'[09:39:28.132 20/12/1995]',0.083,-0.211,-0.082,93.223,32.350
'[09:39:28.134 20/12/1995]',0.103,-0.211,-0.082,93.223,32.350
'[09:39:28.136 20/12/1995]',0.083,-0.211,-0.082,94.929,32.350
'[09:39:28.138 20/12/1995]',0.083,-0.223,-0.082,94.929,32.350
'[09:39:28.140 20/12/1995]',0.083,-0.211,-0.082,94.929,32.350
'[09:39:28.142 20/12/1995]',0.083,-0.211,-0.082,94.929,32.350
'[09:39:28.144 20/12/1995]',0.103,-0.211,-0.082,96.351,32.450
'[09:39:28.146 20/12/1995]',0.083,-0.211,-0.082,96.351,32.450
'[09:39:28.148 20/12/1995]',0.083,-0.211,-0.082,96.351,32.450
'[09:39:28.150 20/12/1995]',0.062,-0.211,-0.082,96.351,32.450
'[09:39:28.152 20/12/1995]',0.083,-0.211,-0.082,97.393,32.525
'[09:39:28.154 20/12/1995]',0.062,-0.211,-0.082,97.393,32.525
'[09:39:28.156 20/12/1995]',0.062,-0.198,-0.082,97.393,32.525
'[09:39:28.158 20/12/1995]',0.062,-0.186,-0.082,97.393,32.525
'[09:39:28.160 20/12/1995]',0.062,-0.186,-0.082,98.152,32.625
'[09:39:28.162 20/12/1995]',0.062,-0.161,-0.073,98.152,32.625
'[09:39:28.164 20/12/1995]',0.042,-0.161,-0.064,98.152,32.625
'[09:39:28.166 20/12/1995]',0.042,-0.161,-0.054,98.152,32.625
'[09:39:28.168 20/12/1995]',0.021,-0.149,-0.054,98.626,32.750
'[09:39:28.170 20/12/1995]',0.021,-0.149,-0.054,98.626,32.750
'[09:39:28.172 20/12/1995]',0.021,-0.136,-0.045,98.626,32.750
'[09:39:28.174 20/12/1995]',0.021,-0.124,-0.036,98.626,32.750
'[09:39:28.176 20/12/1995]',0.002,-0.099,-0.027,98.768,33.000
'[09:39:28.178 20/12/1995]',0.002,-0.099,-0.018,98.768,33.000
'[09:39:28.180 20/12/1995]',0.002,-0.074,-0.008,98.768,33.000
'[09:39:28.182 20/12/1995]',0.002,-0.074,-0.018,98.768,33.000
'[09:39:28.184 20/12/1995]',0.002,-0.074,-0.008,98.626,33.175
'[09:39:28.186 20/12/1995]',0.002,-0.049,-0.008,98.626,33.175
'[09:39:28.188 20/12/1995]',0.002,-0.049,0.001,98.626,33.175
'[09:39:28.190 20/12/1995]',0.002,-0.036,0.001,98.626,33.175
'[09:39:28.192 20/12/1995]',0.002,-0.024,0.001,98.294,33.175
'[09:39:28.194 20/12/1995]',0.002,-0.024,0.001,98.294,33.175
'[09:39:28.196 20/12/1995]',-0.019,-0.011,0.001,98.294,33.175
'[09:39:28.198 20/12/1995]',-0.019,-0.011,0.001,98.294,33.175
'[09:39:28.200 20/12/1995]',-0.019,0.001,0.010,97.725,32.875
'[09:39:28.202 20/12/1995]',-0.019,0.001,0.010,97.725,32.875
'[09:39:28.204 20/12/1995]',-0.019,0.001,0.010,97.725,32.875
'[09:39:28.206 20/12/1995]',-0.039,0.001,0.019,97.725,32.875
'[09:39:28.208 20/12/1995]',-0.039,0.013,0.019,96.967,32.400
'[09:39:28.210 20/12/1995]',-0.039,0.013,0.019,96.967,32.400
'[09:39:28.212 20/12/1995]',-0.039,0.026,0.028,96.967,32.400
'[09:39:28.214 20/12/1995]',-0.039,0.026,0.028,96.967,32.400
'[09:39:28.216 20/12/1995]',-0.060,0.026,0.028,96.066,31.750
'[09:39:28.218 20/12/1995]',-0.039,0.051,0.028,96.066,31.750
'[09:39:28.220 20/12/1995]',-0.039,0.051,0.037,96.066,31.750
'[09:39:28.222 20/12/1995]',-0.039,0.051,0.028,96.066,31.750
'[09:39:28.224 20/12/1995]',-0.039,0.051,0.037,95.024,31.125
'[09:39:28.226 20/12/1995]',-0.039,0.051,0.037,95.024,31.125
'[09:39:28.228 20/12/1995]',-0.039,0.051,0.028,95.024,31.125
'[09:39:28.230 20/12/1995]',-0.039,0.051,0.037,95.024,31.125
'[09:39:28.232 20/12/1995]',-0.039,0.063,0.037,93.744,30.400
'[09:39:28.234 20/12/1995]',-0.060,0.051,0.037,93.744,30.400
'[09:39:28.236 20/12/1995]',-0.060,0.063,0.037,93.744,30.400
'[09:39:28.238 20/12/1995]',-0.039,0.063,0.046,93.744,30.400
'[09:39:28.240 20/12/1995]',-0.060,0.076,0.046,92.275,29.650
'[09:39:28.242 20/12/1995]',-0.060,0.076,0.046,92.275,29.650
'[09:39:28.244 20/12/1995]',-0.060,0.076,0.046,92.275,29.650
'[09:39:28.246 20/12/1995]',-0.060,0.076,0.046,92.275,29.650
'[09:39:28.248 20/12/1995]',-0.060,0.076,0.046,90.664,28.700
'[09:39:28.250 20/12/1995]',-0.039,0.076,0.037,90.664,28.700
'[09:39:28.252 20/12/1995]',-0.039,0.076,0.037,90.664,28.700
'[09:39:28.254 20/12/1995]',-0.019,0.076,0.046,90.664,28.700
'[09:39:28.256 20/12/1995]',0.002,0.088,0.046,88.957,27.650
'[09:39:28.258 20/12/1995]',-0.019,0.088,0.046,88.957,27.650
'[09:39:28.260 20/12/1995]',-0.019,0.088,0.046,88.957,27.650
'[09:39:28.262 20/12/1995]',-0.019,0.076,0.046,88.957,27.650
'[09:39:28.264 20/12/1995]',-0.039,0.076,0.056,87.299,26.425
'[09:39:28.266 20/12/1995]',-0.039,0.076,0.046,87.299,26.425
'[09:39:28.268 20/12/1995]',-0.039,0.076,0.046,87.299,26.425
'[09:39:28.270 20/12/1995]',-0.060,0.076,0.046,87.299,26.425
'[09:39:28.272 20/12/1995]',-0.039,0.076,0.046,85.640,25.125
'[09:39:28.274 20/12/1995]',-0.039,0.076,0.046,85.640,25.125
'[09:39:28.276 20/12/1995]',-0.039,0.076,0.037,85.640,25.125
'[09:39:28.278 20/12/1995]',-0.039,0.076,0.046,85.640,25.125
'[09:39:28.280 20/12/1995]',-0.039,0.076,0.037,84.123,23.975
'[09:39:28.282 20/12/1995]',-0.039,0.088,0.046,84.123,23.975
'[09:39:28.284 20/12/1995]',-0.019,0.101,0.046,84.123,23.975
'[09:39:28.286 20/12/1995]',-0.039,0.088,0.046,84.123,23.975
'[09:39:28.288 20/12/1995]',-0.039,0.101,0.056,82.749,23.250
'[09:39:28.290 20/12/1995]',-0.060,0.088,0.056,82.749,23.250
'[09:39:28.292 20/12/1995]',-0.060,0.076,0.065,82.749,23.250
'[09:39:28.294 20/12/1995]',-0.060,0.088,0.065,82.749,23.250
'[09:39:28.296 20/12/1995]',-0.060,0.101,0.065,81.517,23.200
'[09:39:28.298 20/12/1995]',-0.039,0.088,0.056,81.517,23.200
'[09:39:28.300 20/12/1995]',-0.039,0.088,0.056,81.517,23.200
'[09:39:28.302 20/12/1995]',-0.039,0.101,0.056,81.517,23.200
'[09:39:28.304 20/12/1995]',-0.039,0.088,0.056,80.521,23.500
'[09:39:28.306 20/12/1995]',-0.039,0.076,0.056,80.521,23.500
'[09:39:28.308 20/12/1995]',-0.039,0.076,0.056,80.521,23.500
'[09:39:28.310 20/12/1995]',-0.039,0.076,0.056,80.521,23.500
'[09:39:28.312 20/12/1995]',-0.039,0.088,0.046,79.716,23.250
'[09:39:28.314 20/12/1995]',-0.039,0.101,0.056,79.716,23.250
'[09:39:28.316 20/12/1995]',-0.039,0.088,0.056,79.716,23.250
'[09:39:28.318 20/12/1995]',-0.019,0.088,0.046,79.716,23.250
'[09:39:28.320 20/12/1995]',-0.019,0.076,0.046,79.289,22.275
'[09:39:28.322 20/12/1995]',-0.019,0.088,0.046,79.289,22.275
'[09:39:28.324 20/12/1995]',-0.019,0.076,0.046,79.289,22.275
'[09:39:28.326 20/12/1995]',-0.019,0.076,0.046,79.289,22.275
'[09:39:28.328 20/12/1995]',-0.019,0.076,0.037,79.100,21.200
'[09:39:28.330 20/12/1995]',0.002,0.076,0.028,79.100,21.200
'[09:39:28.332 20/12/1995]',0.002,0.076,0.037,79.100,21.200
'[09:39:28.334 20/12/1995]',-0.019,0.088,0.037,79.100,21.200
'[09:39:28.336 20/12/1995]',-0.019,0.088,0.046,79.242,20.925
'[09:39:28.338 20/12/1995]',-0.039,0.088,0.056,79.242,20.925
'[09:39:28.340 20/12/1995]',-0.039,0.088,0.056,79.242,20.925
'[09:39:28.342 20/12/1995]',-0.060,0.088,0.065,79.242,20.925
'[09:39:28.344 20/12/1995]',-0.060,0.088,0.056,79.621,21.375
'[09:39:28.346 20/12/1995]',-0.060,0.076,0.056,79.621,21.375
'[09:39:28.348 20/12/1995]',-0.060,0.088,0.065,79.621,21.375
'[09:39:28.350 20/12/1995]',-0.060,0.088,0.056,79.621,21.375
'[09:39:28.352 20/12/1995]',-0.060,0.101,0.056,80.190,21.975
'[09:39:28.354 20/12/1995]',-0.039,0.088,0.056,80.190,21.975
'[09:39:28.356 20/12/1995]',-0.060,0.076,0.056,80.190,21.975
'[09:39:28.358 20/12/1995]',-0.039,0.076,0.046,80.190,21.975
'[09:39:28.360 20/12/1995]',-0.039,0.076,0.056,80.948,22.275
'[09:39:28.362 20/12/1995]',-0.060,0.088,0.056,80.948,22.275
'[09:39:28.364 20/12/1995]',-0.039,0.088,0.046,80.948,22.275
'[09:39:28.366 20/12/1995]',-0.039,0.076,0.046,80.948,22.275
'[09:39:28.368 20/12/1995]',-0.039,0.088,0.056,81.801,22.150
'[09:39:28.370 20/12/1995]',-0.060,0.076,0.046,81.801,22.150
'[09:39:28.372 20/12/1995]',-0.039,0.076,0.046,81.801,22.150
'[09:39:28.374 20/12/1995]',-0.039,0.076,0.046,81.801,22.150
'[09:39:28.376 20/12/1995]',-0.039,0.076,0.046,82.749,22.100
'[09:39:28.378 20/12/1995]',-0.039,0.076,0.046,82.749,22.100
'[09:39:28.380 20/12/1995]',-0.039,0.076,0.037,82.749,22.100
'[09:39:28.382 20/12/1995]',-0.019,0.076,0.046,82.749,22.100
'[09:39:28.384 20/12/1995]',-0.019,0.076,0.046,83.791,22.200
'[09:39:28.386 20/12/1995]',-0.019,0.088,0.046,83.791,22.200
'[09:39:28.388 20/12/1995]',-0.019,0.076,0.046,83.791,22.200
'[09:39:28.390 20/12/1995]',-0.019,0.076,0.046,83.791,22.200
'[09:39:28.392 20/12/1995]',-0.039,0.076,0.046,84.882,22.450
'[09:39:28.394 20/12/1995]',-0.039,0.076,0.056,84.882,22.450
'[09:39:28.396 20/12/1995]',-0.060,0.088,0.056,84.882,22.450
'[09:39:28.398 20/12/1995]',-0.060,0.076,0.056,84.882,22.450
'[09:39:28.400 20/12/1995]',-0.060,0.076,0.046,86.114,22.725
'[09:39:28.402 20/12/1995]',-0.060,0.076,0.046,86.114,22.725
'[09:39:28.404 20/12/1995]',-0.060,0.076,0.046,86.114,22.725
'[09:39:28.406 20/12/1995]',-0.039,0.076,0.046,86.114,22.725
'[09:39:28.408 20/12/1995]',-0.039,0.076,0.056,87.346,23.150
'[09:39:28.410 20/12/1995]',-0.039,0.076,0.056,87.346,23.150
'[09:39:28.412 20/12/1995]',-0.060,0.076,0.056,87.346,23.150
'[09:39:28.414 20/12/1995]',-0.060,0.076,0.056,87.346,23.150
'[09:39:28.416 20/12/1995]',-0.060,0.076,0.056,88.578,23.675
'[09:39:28.418 20/12/1995]',-0.039,0.076,0.056,88.578,23.675
'[09:39:28.420 20/12/1995]',-0.060,0.076,0.046,88.578,23.675
'[09:39:28.422 20/12/1995]',-0.060,0.076,0.046,88.578,23.675
'[09:39:28.424 20/12/1995]',-0.039,0.076,0.056,89.668,24.150
'[09:39:28.426 20/12/1995]',-0.060,0.076,0.046,89.668,24.150
'[09:39:28.428 20/12/1995]',-0.060,0.076,0.046,89.668,24.150
'[09:39:28.430 20/12/1995]',-0.039,0.076,0.046,89.668,24.150
'[09:39:28.432 20/12/1995]',-0.060,0.076,0.037,90.711,23.975
'[09:39:28.434 20/12/1995]',-0.060,0.076,0.046,90.711,23.975
'[09:39:28.436 20/12/1995]',-0.060,0.076,0.046,90.711,23.975
'[09:39:28.438 20/12/1995]',-0.039,0.076,0.046,90.711,23.975
'[09:39:28.440 20/12/1995]',-0.039,0.076,0.046,91.659,23.075
'[09:39:28.442 20/12/1995]',-0.039,0.076,0.046,91.659,23.075
'[09:39:28.444 20/12/1995]',-0.039,0.076,0.037,91.659,23.075
'[09:39:28.446 20/12/1995]',-0.039,0.076,0.037,91.659,23.075
'[09:39:28.448 20/12/1995]',-0.039,0.076,0.046,92.559,21.800
'[09:39:28.450 20/12/1995]',-0.039,0.076,0.046,92.559,21.800
'[09:39:28.452 20/12/1995]',-0.019,0.076,0.037,92.559,21.800
'[09:39:28.454 20/12/1995]',-0.039,0.076,0.037,92.559,21.800
'[09:39:28.456 20/12/1995]',-0.039,0.076,0.046,93.460,20.575
'[09:39:28.458 20/12/1995]',-0.060,0.076,0.046,93.460,20.575
'[09:39:28.460 20/12/1995]',-0.060,0.063,0.046,93.460,20.575
'[09:39:28.462 20/12/1995]',-0.060,0.076,0.046,93.460,20.575
'[09:39:28.464 20/12/1995]',-0.060,0.076,0.037,94.265,19.750
'[09:39:28.466 20/12/1995]',-0.039,0.076,0.037,94.265,19.750
'[09:39:28.468 20/12/1995]',-0.039,0.076,0.046,94.265,19.750
'[09:39:28.470 20/12/1995]',-0.039,0.076,0.046,94.265,19.750
'[09:39:28.472 20/12/1995]',-0.039,0.063,0.046,95.118,19.275
'[09:39:28.474 20/12/1995]',-0.039,0.063,0.046,95.118,19.275
'[09:39:28.476 20/12/1995]',-0.039,0.063,0.046,95.118,19.275
'[09:39:28.478 20/12/1995]',-0.039,0.063,0.046,95.118,19.275
'[09:39:28.480 20/12/1995]',-0.039,0.076,0.046,95.829,18.975
'[09:39:28.482 20/12/1995]',-0.060,0.076,0.046,95.829,18.975
'[09:39:28.484 20/12/1995]',-0.060,0.076,0.046,95.829,18.975
'[09:39:28.486 20/12/1995]',-0.039,0.063,0.037,95.829,18.975
'[09:39:28.488 20/12/1995]',-0.039,0.063,0.037,96.398,18.800
'[09:39:28.490 20/12/1995]',-0.019,0.063,0.037,96.398,18.800
'[09:39:28.492 20/12/1995]',0.002,0.063,0.037,96.398,18.800
'[09:39:28.494 20/12/1995]',0.002,0.063,0.037,96.398,18.800
'[09:39:28.496 20/12/1995]',-0.019,0.051,0.037,96.825,18.750
'[09:39:28.498 20/12/1995]',-0.019,0.051,0.037,96.825,18.750
'[09:39:28.500 20/12/1995]',-0.019,0.051,0.037,96.825,18.750
'[09:39:28.502 20/12/1995]',-0.019,0.051,0.037,96.825,18.750
'[09:39:28.504 20/12/1995]',-0.019,0.051,0.037,97.109,18.800
