'Time and date','MCL1','III','ABP','PLETH','RESP'
'[12:32:34.556 08/02/1996]',0.019,-0.022,61.429,-0.404,-0.025
'[12:32:34.558 08/02/1996]',0.020,-0.022,61.429,-0.404,-0.025
'[12:32:34.560 08/02/1996]',0.021,-0.034,60.977,-0.414,-0.032
'[12:32:34.562 08/02/1996]',0.022,-0.046,60.977,-0.414,-0.032
'[12:32:34.564 08/02/1996]',0.023,-0.046,60.977,-0.414,-0.032
'[12:32:34.566 08/02/1996]',0.025,-0.058,60.977,-0.414,-0.032
'[12:32:34.568 08/02/1996]',0.025,-0.058,60.602,-0.422,-0.041
'[12:32:34.570 08/02/1996]',0.026,-0.046,60.602,-0.422,-0.041
'[12:32:34.572 08/02/1996]',0.025,-0.046,60.602,-0.422,-0.041
'[12:32:34.574 08/02/1996]',0.025,-0.046,60.602,-0.422,-0.041
'[12:32:34.576 08/02/1996]',0.025,-0.046,60.226,-0.430,-0.053
'[12:32:34.578 08/02/1996]',0.025,-0.058,60.226,-0.430,-0.053
'[12:32:34.580 08/02/1996]',0.025,-0.070,60.226,-0.430,-0.053
'[12:32:34.582 08/02/1996]',0.025,-0.070,60.226,-0.430,-0.053
'[12:32:34.584 08/02/1996]',0.025,-0.058,59.774,-0.438,-0.066
'[12:32:34.586 08/02/1996]',0.025,-0.058,59.774,-0.438,-0.066
'[12:32:34.588 08/02/1996]',0.025,-0.046,59.774,-0.438,-0.066
'[12:32:34.590 08/02/1996]',0.025,-0.034,59.774,-0.438,-0.066
'[12:32:34.592 08/02/1996]',0.025,-0.046,59.474,-0.445,-0.078
'[12:32:34.594 08/02/1996]',0.025,-0.046,59.474,-0.445,-0.078
'[12:32:34.596 08/02/1996]',0.024,-0.058,59.474,-0.445,-0.078
'[12:32:34.598 08/02/1996]',0.024,-0.070,59.474,-0.445,-0.078
'[12:32:34.600 08/02/1996]',0.023,-0.058,59.173,-0.452,-0.089
'[12:32:34.602 08/02/1996]',0.022,-0.046,59.173,-0.452,-0.089
'[12:32:34.604 08/02/1996]',0.022,-0.034,59.173,-0.452,-0.089
'[12:32:34.606 08/02/1996]',0.022,-0.046,59.173,-0.452,-0.089
'[12:32:34.608 08/02/1996]',0.022,-0.034,58.797,-0.459,-0.101
'[12:32:34.610 08/02/1996]',0.022,-0.034,58.797,-0.459,-0.101
'[12:32:34.612 08/02/1996]',0.022,-0.046,58.797,-0.459,-0.101
'[12:32:34.614 08/02/1996]',0.022,-0.058,58.797,-0.459,-0.101
'[12:32:34.616 08/02/1996]',0.022,-0.070,58.496,-0.465,-0.109
'[12:32:34.618 08/02/1996]',0.022,-0.058,58.496,-0.465,-0.109
'[12:32:34.620 08/02/1996]',0.022,-0.046,58.496,-0.465,-0.109
'[12:32:34.622 08/02/1996]',0.022,-0.034,58.496,-0.465,-0.109
'[12:32:34.624 08/02/1996]',0.021,-0.034,58.195,-0.471,-0.113
'[12:32:34.626 08/02/1996]',0.021,-0.046,58.195,-0.471,-0.113
'[12:32:34.628 08/02/1996]',0.017,-0.046,58.195,-0.471,-0.113
'[12:32:34.630 08/02/1996]',0.014,-0.046,58.195,-0.471,-0.113
'[12:32:34.632 08/02/1996]',0.003,-0.034,57.820,-0.477,-0.114
'[12:32:34.634 08/02/1996]',-0.007,0.001,57.820,-0.477,-0.114
'[12:32:34.636 08/02/1996]',-0.025,0.024,57.820,-0.477,-0.114
'[12:32:34.638 08/02/1996]',-0.043,0.083,57.820,-0.477,-0.114
'[12:32:34.640 08/02/1996]',-0.069,0.130,57.519,-0.484,-0.111
'[12:32:34.642 08/02/1996]',-0.095,0.200,57.519,-0.484,-0.111
'[12:32:34.644 08/02/1996]',-0.128,0.247,57.519,-0.484,-0.111
'[12:32:34.646 08/02/1996]',-0.161,0.259,57.519,-0.484,-0.111
'[12:32:34.648 08/02/1996]',-0.202,0.247,57.218,-0.489,-0.106
'[12:32:34.650 08/02/1996]',-0.242,0.200,57.218,-0.489,-0.106
'[12:32:34.652 08/02/1996]',-0.289,0.165,57.218,-0.489,-0.106
'[12:32:34.654 08/02/1996]',-0.337,0.118,57.218,-0.489,-0.106
'[12:32:34.656 08/02/1996]',-0.388,0.083,56.992,-0.495,-0.102
'[12:32:34.658 08/02/1996]',-0.440,0.059,56.992,-0.495,-0.102
'[12:32:34.660 08/02/1996]',-0.490,0.048,56.992,-0.495,-0.102
'[12:32:34.662 08/02/1996]',-0.540,0.036,56.992,-0.495,-0.102
'[12:32:34.664 08/02/1996]',-0.578,0.012,56.767,-0.500,-0.099
'[12:32:34.666 08/02/1996]',-0.615,-0.022,56.767,-0.500,-0.099
'[12:32:34.668 08/02/1996]',-0.630,-0.081,56.767,-0.500,-0.099
'[12:32:34.670 08/02/1996]',-0.644,-0.152,56.767,-0.500,-0.099
'[12:32:34.672 08/02/1996]',-0.630,-0.199,56.466,-0.505,-0.095
'[12:32:34.674 08/02/1996]',-0.615,-0.293,56.466,-0.505,-0.095
'[12:32:34.676 08/02/1996]',-0.572,-0.363,56.466,-0.505,-0.095
'[12:32:34.678 08/02/1996]',-0.528,-0.445,56.466,-0.505,-0.095
'[12:32:34.680 08/02/1996]',-0.464,-0.515,56.316,-0.509,-0.091
'[12:32:34.682 08/02/1996]',-0.400,-0.574,56.316,-0.509,-0.091
'[12:32:34.684 08/02/1996]',-0.331,-0.609,56.316,-0.509,-0.091
'[12:32:34.686 08/02/1996]',-0.261,-0.633,56.316,-0.509,-0.091
'[12:32:34.688 08/02/1996]',-0.199,-0.633,56.015,-0.513,-0.089
'[12:32:34.690 08/02/1996]',-0.138,-0.621,56.015,-0.513,-0.089
'[12:32:34.692 08/02/1996]',-0.093,-0.609,56.015,-0.513,-0.089
'[12:32:34.694 08/02/1996]',-0.049,-0.586,56.015,-0.513,-0.089
'[12:32:34.696 08/02/1996]',-0.022,-0.551,55.865,-0.516,-0.087
'[12:32:34.698 08/02/1996]',0.005,-0.515,55.865,-0.516,-0.087
'[12:32:34.700 08/02/1996]',0.020,-0.469,55.865,-0.516,-0.087
'[12:32:34.702 08/02/1996]',0.035,-0.422,55.865,-0.516,-0.087
'[12:32:34.704 08/02/1996]',0.044,-0.386,55.639,-0.519,-0.087
'[12:32:34.706 08/02/1996]',0.053,-0.351,55.639,-0.519,-0.087
'[12:32:34.708 08/02/1996]',0.058,-0.328,55.639,-0.519,-0.087
'[12:32:34.710 08/02/1996]',0.063,-0.293,55.639,-0.519,-0.087
'[12:32:34.712 08/02/1996]',0.064,-0.281,55.414,-0.523,-0.089
'[12:32:34.714 08/02/1996]',0.066,-0.246,55.414,-0.523,-0.089
'[12:32:34.716 08/02/1996]',0.067,-0.210,55.414,-0.523,-0.089
'[12:32:34.718 08/02/1996]',0.068,-0.187,55.414,-0.523,-0.089
'[12:32:34.720 08/02/1996]',0.068,-0.152,55.188,-0.526,-0.095
'[12:32:34.722 08/02/1996]',0.069,-0.117,55.188,-0.526,-0.095
'[12:32:34.724 08/02/1996]',0.069,-0.093,55.188,-0.526,-0.095
'[12:32:34.726 08/02/1996]',0.069,-0.081,55.188,-0.526,-0.095
'[12:32:34.728 08/02/1996]',0.070,-0.070,54.962,-0.528,-0.103
'[12:32:34.730 08/02/1996]',0.072,-0.058,54.962,-0.528,-0.103
'[12:32:34.732 08/02/1996]',0.074,-0.034,54.962,-0.528,-0.103
'[12:32:34.734 08/02/1996]',0.076,-0.034,54.962,-0.528,-0.103
'[12:32:34.736 08/02/1996]',0.077,-0.011,54.737,-0.531,-0.116
'[12:32:34.738 08/02/1996]',0.079,0.001,54.737,-0.531,-0.116
'[12:32:34.740 08/02/1996]',0.079,0.001,54.737,-0.531,-0.116
'[12:32:34.742 08/02/1996]',0.080,0.012,54.737,-0.531,-0.116
'[12:32:34.744 08/02/1996]',0.081,0.012,54.436,-0.531,-0.131
'[12:32:34.746 08/02/1996]',0.083,0.001,54.436,-0.531,-0.131
'[12:32:34.748 08/02/1996]',0.083,0.001,54.436,-0.531,-0.131
'[12:32:34.750 08/02/1996]',0.083,0.001,54.436,-0.531,-0.131
'[12:32:34.752 08/02/1996]',0.083,0.024,54.135,-0.534,-0.149
'[12:32:34.754 08/02/1996]',0.084,0.024,54.135,-0.534,-0.149
'[12:32:34.756 08/02/1996]',0.085,0.024,54.135,-0.534,-0.149
'[12:32:34.758 08/02/1996]',0.086,0.024,54.135,-0.534,-0.149
'[12:32:34.760 08/02/1996]',0.086,0.036,53.910,-0.534,-0.172
'[12:32:34.762 08/02/1996]',0.087,0.024,53.910,-0.534,-0.172
'[12:32:34.764 08/02/1996]',0.086,0.024,53.910,-0.534,-0.172
'[12:32:34.766 08/02/1996]',0.086,0.024,53.910,-0.534,-0.172
'[12:32:34.768 08/02/1996]',0.084,0.024,53.609,-0.534,-0.197
'[12:32:34.770 08/02/1996]',0.083,0.036,53.609,-0.534,-0.197
'[12:32:34.772 08/02/1996]',0.080,0.036,53.609,-0.534,-0.197
'[12:32:34.774 08/02/1996]',0.078,0.036,53.609,-0.534,-0.197
'[12:32:34.776 08/02/1996]',0.076,0.036,53.383,-0.534,-0.221
'[12:32:34.778 08/02/1996]',0.075,0.024,53.383,-0.534,-0.221
'[12:32:34.780 08/02/1996]',0.073,0.024,53.383,-0.534,-0.221
'[12:32:34.782 08/02/1996]',0.072,0.024,53.383,-0.534,-0.221
'[12:32:34.784 08/02/1996]',0.071,0.024,53.083,-0.534,-0.239
'[12:32:34.786 08/02/1996]',0.071,0.036,53.083,-0.534,-0.239
'[12:32:34.788 08/02/1996]',0.070,0.036,53.083,-0.534,-0.239
'[12:32:34.790 08/02/1996]',0.069,0.036,53.083,-0.534,-0.239
'[12:32:34.792 08/02/1996]',0.070,0.036,52.782,-0.534,-0.254
'[12:32:34.794 08/02/1996]',0.071,0.036,52.782,-0.534,-0.254
'[12:32:34.796 08/02/1996]',0.071,0.024,52.782,-0.534,-0.254
'[12:32:34.798 08/02/1996]',0.071,0.024,52.782,-0.534,-0.254
'[12:32:34.800 08/02/1996]',0.070,0.036,52.556,-0.534,-0.265
'[12:32:34.802 08/02/1996]',0.069,0.036,52.556,-0.534,-0.265
'[12:32:34.804 08/02/1996]',0.068,0.048,52.556,-0.534,-0.265
'[12:32:34.806 08/02/1996]',0.068,0.048,52.556,-0.534,-0.265
'[12:32:34.808 08/02/1996]',0.067,0.048,52.406,-0.532,-0.264
'[12:32:34.810 08/02/1996]',0.067,0.036,52.406,-0.532,-0.264
'[12:32:34.812 08/02/1996]',0.066,0.036,52.406,-0.532,-0.264
'[12:32:34.814 08/02/1996]',0.065,0.024,52.406,-0.532,-0.264
'[12:32:34.816 08/02/1996]',0.064,0.036,52.406,-0.532,-0.243
'[12:32:34.818 08/02/1996]',0.063,0.036,52.406,-0.532,-0.243
'[12:32:34.820 08/02/1996]',0.062,0.048,52.406,-0.532,-0.243
'[12:32:34.822 08/02/1996]',0.061,0.048,52.406,-0.532,-0.243
'[12:32:34.824 08/02/1996]',0.061,0.059,52.857,-0.531,-0.206
'[12:32:34.826 08/02/1996]',0.061,0.048,52.857,-0.531,-0.206
'[12:32:34.828 08/02/1996]',0.061,0.048,52.857,-0.531,-0.206
'[12:32:34.830 08/02/1996]',0.061,0.036,52.857,-0.531,-0.206
'[12:32:34.832 08/02/1996]',0.061,0.048,54.060,-0.530,-0.155
'[12:32:34.834 08/02/1996]',0.061,0.036,54.060,-0.530,-0.155
'[12:32:34.836 08/02/1996]',0.061,0.059,54.060,-0.530,-0.155
'[12:32:34.838 08/02/1996]',0.061,0.071,54.060,-0.530,-0.155
'[12:32:34.840 08/02/1996]',0.061,0.071,56.241,-0.529,-0.106
'[12:32:34.842 08/02/1996]',0.060,0.071,56.241,-0.529,-0.106
'[12:32:34.844 08/02/1996]',0.059,0.071,56.241,-0.529,-0.106
'[12:32:34.846 08/02/1996]',0.058,0.059,56.241,-0.529,-0.106
'[12:32:34.848 08/02/1996]',0.058,0.059,59.549,-0.528,-0.075
'[12:32:34.850 08/02/1996]',0.057,0.071,59.549,-0.528,-0.075
'[12:32:34.852 08/02/1996]',0.057,0.071,59.549,-0.528,-0.075
'[12:32:34.854 08/02/1996]',0.057,0.083,59.549,-0.528,-0.075
'[12:32:34.856 08/02/1996]',0.057,0.083,63.910,-0.526,-0.061
'[12:32:34.858 08/02/1996]',0.057,0.083,63.910,-0.526,-0.061
'[12:32:34.860 08/02/1996]',0.057,0.083,63.910,-0.526,-0.061
'[12:32:34.862 08/02/1996]',0.057,0.083,63.910,-0.526,-0.061
'[12:32:34.864 08/02/1996]',0.057,0.083,69.323,-0.524,-0.060
'[12:32:34.866 08/02/1996]',0.057,0.083,69.323,-0.524,-0.060
'[12:32:34.868 08/02/1996]',0.057,0.106,69.323,-0.524,-0.060
'[12:32:34.870 08/02/1996]',0.057,0.095,69.323,-0.524,-0.060
'[12:32:34.872 08/02/1996]',0.057,0.106,75.414,-0.523,-0.071
'[12:32:34.874 08/02/1996]',0.057,0.118,75.414,-0.523,-0.071
'[12:32:34.876 08/02/1996]',0.057,0.118,75.414,-0.523,-0.071
'[12:32:34.878 08/02/1996]',0.056,0.106,75.414,-0.523,-0.071
'[12:32:34.880 08/02/1996]',0.055,0.118,82.030,-0.520,-0.089
'[12:32:34.882 08/02/1996]',0.053,0.118,82.030,-0.520,-0.089
'[12:32:34.884 08/02/1996]',0.051,0.130,82.030,-0.520,-0.089
'[12:32:34.886 08/02/1996]',0.048,0.142,82.030,-0.520,-0.089
'[12:32:34.888 08/02/1996]',0.044,0.154,88.571,-0.513,-0.116
'[12:32:34.890 08/02/1996]',0.040,0.165,88.571,-0.513,-0.116
'[12:32:34.892 08/02/1996]',0.035,0.165,88.571,-0.513,-0.116
'[12:32:34.894 08/02/1996]',0.031,0.165,88.571,-0.513,-0.116
'[12:32:34.896 08/02/1996]',0.027,0.154,94.962,-0.506,-0.147
'[12:32:34.898 08/02/1996]',0.023,0.165,94.962,-0.506,-0.147
'[12:32:34.900 08/02/1996]',0.020,0.165,94.962,-0.506,-0.147
'[12:32:34.902 08/02/1996]',0.017,0.177,94.962,-0.506,-0.147
'[12:32:34.904 08/02/1996]',0.015,0.188,100.827,-0.493,-0.180
'[12:32:34.906 08/02/1996]',0.014,0.200,100.827,-0.493,-0.180
'[12:32:34.908 08/02/1996]',0.014,0.200,100.827,-0.493,-0.180
'[12:32:34.910 08/02/1996]',0.014,0.188,100.827,-0.493,-0.180
'[12:32:34.912 08/02/1996]',0.014,0.200,106.165,-0.476,-0.208
'[12:32:34.914 08/02/1996]',0.014,0.200,106.165,-0.476,-0.208
'[12:32:34.916 08/02/1996]',0.013,0.212,106.165,-0.476,-0.208
'[12:32:34.918 08/02/1996]',0.013,0.235,106.165,-0.476,-0.208
'[12:32:34.920 08/02/1996]',0.012,0.247,110.977,-0.453,-0.233
'[12:32:34.922 08/02/1996]',0.011,0.271,110.977,-0.453,-0.233
'[12:32:34.924 08/02/1996]',0.010,0.271,110.977,-0.453,-0.233
'[12:32:34.926 08/02/1996]',0.009,0.271,110.977,-0.453,-0.233
'[12:32:34.928 08/02/1996]',0.008,0.271,115.113,-0.421,-0.254
'[12:32:34.930 08/02/1996]',0.007,0.294,115.113,-0.421,-0.254
'[12:32:34.932 08/02/1996]',0.004,0.294,115.113,-0.421,-0.254
'[12:32:34.934 08/02/1996]',0.002,0.318,115.113,-0.421,-0.254
'[12:32:34.936 08/02/1996]',0.000,0.330,118.421,-0.383,-0.271
'[12:32:34.938 08/02/1996]',-0.002,0.341,118.421,-0.383,-0.271
'[12:32:34.940 08/02/1996]',-0.005,0.364,118.421,-0.383,-0.271
'[12:32:34.942 08/02/1996]',-0.008,0.364,118.421,-0.383,-0.271
'[12:32:34.944 08/02/1996]',-0.011,0.364,121.053,-0.338,-0.284
'[12:32:34.946 08/02/1996]',-0.014,0.353,121.053,-0.338,-0.284
'[12:32:34.948 08/02/1996]',-0.016,0.353,121.053,-0.338,-0.284
'[12:32:34.950 08/02/1996]',-0.018,0.376,121.053,-0.338,-0.284
'[12:32:34.952 08/02/1996]',-0.019,0.376,123.008,-0.283,-0.295
'[12:32:34.954 08/02/1996]',-0.020,0.376,123.008,-0.283,-0.295
'[12:32:34.956 08/02/1996]',-0.021,0.376,123.008,-0.283,-0.295
'[12:32:34.958 08/02/1996]',-0.022,0.388,123.008,-0.283,-0.295
'[12:32:34.960 08/02/1996]',-0.022,0.376,124.511,-0.226,-0.303
'[12:32:34.962 08/02/1996]',-0.022,0.364,124.511,-0.226,-0.303
'[12:32:34.964 08/02/1996]',-0.022,0.364,124.511,-0.226,-0.303
'[12:32:34.966 08/02/1996]',-0.022,0.364,124.511,-0.226,-0.303
'[12:32:34.968 08/02/1996]',-0.022,0.376,125.639,-0.165,-0.308
'[12:32:34.970 08/02/1996]',-0.023,0.376,125.639,-0.165,-0.308
'[12:32:34.972 08/02/1996]',-0.024,0.376,125.639,-0.165,-0.308
'[12:32:34.974 08/02/1996]',-0.025,0.364,125.639,-0.165,-0.308
'[12:32:34.976 08/02/1996]',-0.026,0.341,126.617,-0.100,-0.310
'[12:32:34.978 08/02/1996]',-0.027,0.330,126.617,-0.100,-0.310
'[12:32:34.980 08/02/1996]',-0.025,0.330,126.617,-0.100,-0.310
'[12:32:34.982 08/02/1996]',-0.024,0.318,126.617,-0.100,-0.310
'[12:32:34.984 08/02/1996]',-0.021,0.294,127.293,-0.035,-0.311
'[12:32:34.986 08/02/1996]',-0.019,0.294,127.293,-0.035,-0.311
'[12:32:34.988 08/02/1996]',-0.015,0.294,127.293,-0.035,-0.311
'[12:32:34.990 08/02/1996]',-0.012,0.283,127.293,-0.035,-0.311
'[12:32:34.992 08/02/1996]',-0.009,0.259,127.669,0.029,-0.309
'[12:32:34.994 08/02/1996]',-0.006,0.235,127.669,0.029,-0.309
'[12:32:34.996 08/02/1996]',-0.002,0.212,127.669,0.029,-0.309
'[12:32:34.998 08/02/1996]',0.001,0.200,127.669,0.029,-0.309
'[12:32:35.000 08/02/1996]',0.004,0.188,127.669,0.094,-0.307
'[12:32:35.002 08/02/1996]',0.008,0.177,127.669,0.094,-0.307
'[12:32:35.004 08/02/1996]',0.010,0.165,127.669,0.094,-0.307
'[12:32:35.006 08/02/1996]',0.012,0.165,127.669,0.094,-0.307
'[12:32:35.008 08/02/1996]',0.013,0.165,127.293,0.153,-0.306
'[12:32:35.010 08/02/1996]',0.014,0.130,127.293,0.153,-0.306
'[12:32:35.012 08/02/1996]',0.014,0.118,127.293,0.153,-0.306
'[12:32:35.014 08/02/1996]',0.015,0.095,127.293,0.153,-0.306
'[12:32:35.016 08/02/1996]',0.014,0.083,126.692,0.208,-0.305
'[12:32:35.018 08/02/1996]',0.014,0.083,126.692,0.208,-0.305
'[12:32:35.020 08/02/1996]',0.014,0.071,126.692,0.208,-0.305
'[12:32:35.022 08/02/1996]',0.014,0.048,126.692,0.208,-0.305
'[12:32:35.024 08/02/1996]',0.014,0.036,125.865,0.258,-0.305
'[12:32:35.026 08/02/1996]',0.014,0.024,125.865,0.258,-0.305
'[12:32:35.028 08/02/1996]',0.014,0.001,125.865,0.258,-0.305
'[12:32:35.030 08/02/1996]',0.015,0.001,125.865,0.258,-0.305
'[12:32:35.032 08/02/1996]',0.016,-0.022,124.812,0.302,-0.308
'[12:32:35.034 08/02/1996]',0.018,-0.011,124.812,0.302,-0.308
'[12:32:35.036 08/02/1996]',0.021,-0.011,124.812,0.302,-0.308
'[12:32:35.038 08/02/1996]',0.024,-0.022,124.812,0.302,-0.308
'[12:32:35.040 08/02/1996]',0.026,-0.034,123.233,0.342,-0.314
'[12:32:35.042 08/02/1996]',0.029,-0.034,123.233,0.342,-0.314
'[12:32:35.044 08/02/1996]',0.031,-0.034,123.233,0.342,-0.314
'[12:32:35.046 08/02/1996]',0.033,-0.058,123.233,0.342,-0.314
'[12:32:35.048 08/02/1996]',0.034,-0.070,121.278,0.379,-0.322
'[12:32:35.050 08/02/1996]',0.035,-0.081,121.278,0.379,-0.322
'[12:32:35.052 08/02/1996]',0.036,-0.081,121.278,0.379,-0.322
'[12:32:35.054 08/02/1996]',0.036,-0.070,121.278,0.379,-0.322
'[12:32:35.056 08/02/1996]',0.038,-0.070,119.023,0.407,-0.333
'[12:32:35.058 08/02/1996]',0.040,-0.081,119.023,0.407,-0.333
'[12:32:35.060 08/02/1996]',0.042,-0.081,119.023,0.407,-0.333
'[12:32:35.062 08/02/1996]',0.043,-0.093,119.023,0.407,-0.333
'[12:32:35.064 08/02/1996]',0.045,-0.093,116.316,0.433,-0.345
'[12:32:35.066 08/02/1996]',0.046,-0.093,116.316,0.433,-0.345
'[12:32:35.068 08/02/1996]',0.047,-0.081,116.316,0.433,-0.345
'[12:32:35.070 08/02/1996]',0.047,-0.093,116.316,0.433,-0.345
'[12:32:35.072 08/02/1996]',0.047,-0.081,113.158,0.455,-0.356
'[12:32:35.074 08/02/1996]',0.046,-0.093,113.158,0.455,-0.356
'[12:32:35.076 08/02/1996]',0.046,-0.093,113.158,0.455,-0.356
'[12:32:35.078 08/02/1996]',0.046,-0.105,113.158,0.455,-0.356
'[12:32:35.080 08/02/1996]',0.046,-0.117,109.549,0.471,-0.367
'[12:32:35.082 08/02/1996]',0.046,-0.105,109.549,0.471,-0.367
'[12:32:35.084 08/02/1996]',0.046,-0.105,109.549,0.471,-0.367
'[12:32:35.086 08/02/1996]',0.046,-0.105,109.549,0.471,-0.367
'[12:32:35.088 08/02/1996]',0.046,-0.093,105.564,0.484,-0.379
'[12:32:35.090 08/02/1996]',0.046,-0.093,105.564,0.484,-0.379
'[12:32:35.092 08/02/1996]',0.046,-0.081,105.564,0.484,-0.379
'[12:32:35.094 08/02/1996]',0.046,-0.105,105.564,0.484,-0.379
'[12:32:35.096 08/02/1996]',0.046,-0.117,101.353,0.492,-0.388
'[12:32:35.098 08/02/1996]',0.046,-0.117,101.353,0.492,-0.388
'[12:32:35.100 08/02/1996]',0.047,-0.105,101.353,0.492,-0.388
'[12:32:35.102 08/02/1996]',0.047,-0.093,101.353,0.492,-0.388
'[12:32:35.104 08/02/1996]',0.048,-0.093,96.917,0.496,-0.395
'[12:32:35.106 08/02/1996]',0.049,-0.081,96.917,0.496,-0.395
'[12:32:35.108 08/02/1996]',0.050,-0.081,96.917,0.496,-0.395
'[12:32:35.110 08/02/1996]',0.051,-0.081,96.917,0.496,-0.395
'[12:32:35.112 08/02/1996]',0.051,-0.081,92.556,0.496,-0.400
'[12:32:35.114 08/02/1996]',0.050,-0.093,92.556,0.496,-0.400
'[12:32:35.116 08/02/1996]',0.050,-0.093,92.556,0.496,-0.400
'[12:32:35.118 08/02/1996]',0.050,-0.081,92.556,0.496,-0.400
'[12:32:35.120 08/02/1996]',0.051,-0.081,88.346,0.491,-0.403
'[12:32:35.122 08/02/1996]',0.051,-0.081,88.346,0.491,-0.403
'[12:32:35.124 08/02/1996]',0.052,-0.070,88.346,0.491,-0.403
'[12:32:35.126 08/02/1996]',0.053,-0.070,88.346,0.491,-0.403
'[12:32:35.128 08/02/1996]',0.054,-0.070,84.586,0.482,-0.405
'[12:32:35.130 08/02/1996]',0.054,-0.058,84.586,0.482,-0.405
'[12:32:35.132 08/02/1996]',0.054,-0.058,84.586,0.482,-0.405
'[12:32:35.134 08/02/1996]',0.054,-0.070,84.586,0.482,-0.405
'[12:32:35.136 08/02/1996]',0.054,-0.070,81.278,0.467,-0.407
'[12:32:35.138 08/02/1996]',0.053,-0.046,81.278,0.467,-0.407
'[12:32:35.140 08/02/1996]',0.052,-0.034,81.278,0.467,-0.407
'[12:32:35.142 08/02/1996]',0.050,-0.046,81.278,0.467,-0.407
'[12:32:35.144 08/02/1996]',0.047,-0.046,78.346,0.450,-0.409
'[12:32:35.146 08/02/1996]',0.043,-0.058,78.346,0.450,-0.409
'[12:32:35.148 08/02/1996]',0.039,-0.058,78.346,0.450,-0.409
'[12:32:35.150 08/02/1996]',0.035,-0.058,78.346,0.450,-0.409
'[12:32:35.152 08/02/1996]',0.032,-0.058,75.865,0.428,-0.412
'[12:32:35.154 08/02/1996]',0.030,-0.046,75.865,0.428,-0.412
'[12:32:35.156 08/02/1996]',0.028,-0.046,75.865,0.428,-0.412
'[12:32:35.158 08/02/1996]',0.026,-0.046,75.865,0.428,-0.412
'[12:32:35.160 08/02/1996]',0.025,-0.046,73.759,0.401,-0.415
'[12:32:35.162 08/02/1996]',0.025,-0.058,73.759,0.401,-0.415
'[12:32:35.164 08/02/1996]',0.025,-0.058,73.759,0.401,-0.415
'[12:32:35.166 08/02/1996]',0.026,-0.058,73.759,0.401,-0.415
'[12:32:35.168 08/02/1996]',0.027,-0.058,72.180,0.372,-0.421
'[12:32:35.170 08/02/1996]',0.028,-0.046,72.180,0.372,-0.421
'[12:32:35.172 08/02/1996]',0.029,-0.046,72.180,0.372,-0.421
'[12:32:35.174 08/02/1996]',0.030,-0.034,72.180,0.372,-0.421
'[12:32:35.176 08/02/1996]',0.030,-0.046,70.977,0.340,-0.430
'[12:32:35.178 08/02/1996]',0.031,-0.058,70.977,0.340,-0.430
'[12:32:35.180 08/02/1996]',0.030,-0.070,70.977,0.340,-0.430
'[12:32:35.182 08/02/1996]',0.030,-0.070,70.977,0.340,-0.430
'[12:32:35.184 08/02/1996]',0.029,-0.058,70.075,0.304,-0.441
'[12:32:35.186 08/02/1996]',0.029,-0.046,70.075,0.304,-0.441
'[12:32:35.188 08/02/1996]',0.029,-0.046,70.075,0.304,-0.441
'[12:32:35.190 08/02/1996]',0.030,-0.034,70.075,0.304,-0.441
'[12:32:35.192 08/02/1996]',0.031,-0.046,69.474,0.266,-0.451
'[12:32:35.194 08/02/1996]',0.031,-0.046,69.474,0.266,-0.451
'[12:32:35.196 08/02/1996]',0.032,-0.058,69.474,0.266,-0.451
'[12:32:35.198 08/02/1996]',0.032,-0.058,69.474,0.266,-0.451
'[12:32:35.200 08/02/1996]',0.032,-0.058,69.023,0.227,-0.459
'[12:32:35.202 08/02/1996]',0.031,-0.058,69.023,0.227,-0.459
'[12:32:35.204 08/02/1996]',0.030,-0.046,69.023,0.227,-0.459
'[12:32:35.206 08/02/1996]',0.029,-0.034,69.023,0.227,-0.459
'[12:32:35.208 08/02/1996]',0.029,-0.034,68.722,0.188,-0.464
'[12:32:35.210 08/02/1996]',0.030,-0.058,68.722,0.188,-0.464
'[12:32:35.212 08/02/1996]',0.031,-0.058,68.722,0.188,-0.464
'[12:32:35.214 08/02/1996]',0.031,-0.070,68.722,0.188,-0.464
'[12:32:35.216 08/02/1996]',0.032,-0.070,68.421,0.147,-0.468
'[12:32:35.218 08/02/1996]',0.032,-0.058,68.421,0.147,-0.468
'[12:32:35.220 08/02/1996]',0.032,-0.046,68.421,0.147,-0.468
'[12:32:35.222 08/02/1996]',0.032,-0.034,68.421,0.147,-0.468
'[12:32:35.224 08/02/1996]',0.032,-0.034,68.271,0.107,-0.472
'[12:32:35.226 08/02/1996]',0.031,-0.046,68.271,0.107,-0.472
'[12:32:35.228 08/02/1996]',0.031,-0.046,68.271,0.107,-0.472
'[12:32:35.230 08/02/1996]',0.031,-0.058,68.271,0.107,-0.472
'[12:32:35.232 08/02/1996]',0.030,-0.058,68.120,0.067,-0.479
'[12:32:35.234 08/02/1996]',0.030,-0.058,68.120,0.067,-0.479
'[12:32:35.236 08/02/1996]',0.029,-0.058,68.120,0.067,-0.479
'[12:32:35.238 08/02/1996]',0.029,-0.046,68.120,0.067,-0.479
'[12:32:35.240 08/02/1996]',0.029,-0.046,67.895,0.029,-0.489
'[12:32:35.242 08/02/1996]',0.029,-0.046,67.895,0.029,-0.489
'[12:32:35.244 08/02/1996]',0.029,-0.058,67.895,0.029,-0.489
'[12:32:35.246 08/02/1996]',0.029,-0.070,67.895,0.029,-0.489
