'Time and date','III ','ABP ','PLETH ','RESP '
'[01:29:59.180 22/10/1994]',0.051,85.200,-0.374,-0.364
'[01:29:59.182 22/10/1994]',0.059,85.200,-0.374,-0.364
'[01:29:59.184 22/10/1994]',0.068,93.650,-0.395,-0.365
'[01:29:59.186 22/10/1994]',0.076,93.650,-0.395,-0.365
'[01:29:59.188 22/10/1994]',0.084,93.650,-0.395,-0.365
'[01:29:59.190 22/10/1994]',0.091,93.650,-0.395,-0.365
'[01:29:59.192 22/10/1994]',0.098,102.300,-0.410,-0.366
'[01:29:59.194 22/10/1994]',0.105,102.300,-0.410,-0.366
'[01:29:59.196 22/10/1994]',0.111,102.300,-0.410,-0.366
'[01:29:59.198 22/10/1994]',0.116,102.300,-0.410,-0.366
'[01:29:59.200 22/10/1994]',0.120,109.800,-0.420,-0.367
'[01:29:59.202 22/10/1994]',0.124,109.800,-0.420,-0.367
'[01:29:59.204 22/10/1994]',0.127,109.800,-0.420,-0.367
'[01:29:59.206 22/10/1994]',0.129,109.800,-0.420,-0.367
'[01:29:59.208 22/10/1994]',0.130,115.050,-0.410,-0.369
'[01:29:59.210 22/10/1994]',0.131,115.050,-0.410,-0.369
'[01:29:59.212 22/10/1994]',0.129,115.050,-0.410,-0.369
'[01:29:59.214 22/10/1994]',0.127,115.050,-0.410,-0.369
'[01:29:59.216 22/10/1994]',0.125,117.950,-0.385,-0.370
'[01:29:59.218 22/10/1994]',0.123,117.950,-0.385,-0.370
'[01:29:59.220 22/10/1994]',0.121,117.950,-0.385,-0.370
'[01:29:59.222 22/10/1994]',0.119,117.950,-0.385,-0.370
'[01:29:59.224 22/10/1994]',0.115,118.850,-0.344,-0.372
'[01:29:59.226 22/10/1994]',0.111,118.850,-0.344,-0.372
'[01:29:59.228 22/10/1994]',0.106,118.850,-0.344,-0.372
'[01:29:59.230 22/10/1994]',0.101,118.850,-0.344,-0.372
'[01:29:59.232 22/10/1994]',0.097,118.350,-0.288,-0.373
'[01:29:59.234 22/10/1994]',0.092,118.350,-0.288,-0.373
'[01:29:59.236 22/10/1994]',0.086,118.350,-0.288,-0.373
'[01:29:59.238 22/10/1994]',0.081,118.350,-0.288,-0.373
'[01:29:59.240 22/10/1994]',0.075,116.750,-0.223,-0.375
'[01:29:59.242 22/10/1994]',0.070,116.750,-0.223,-0.375
'[01:29:59.244 22/10/1994]',0.063,116.750,-0.223,-0.375
'[01:29:59.246 22/10/1994]',0.056,116.750,-0.223,-0.375
'[01:29:59.248 22/10/1994]',0.050,114.350,-0.132,-0.377
'[01:29:59.250 22/10/1994]',0.043,114.350,-0.132,-0.377
'[01:29:59.252 22/10/1994]',0.037,114.350,-0.132,-0.377
'[01:29:59.254 22/10/1994]',0.031,114.350,-0.132,-0.377
'[01:29:59.256 22/10/1994]',0.025,111.650,-0.030,-0.379
'[01:29:59.258 22/10/1994]',0.020,111.650,-0.030,-0.379
'[01:29:59.260 22/10/1994]',0.016,111.650,-0.030,-0.379
'[01:29:59.262 22/10/1994]',0.012,111.650,-0.030,-0.379
'[01:29:59.264 22/10/1994]',0.009,108.650,0.081,-0.381
'[01:29:59.266 22/10/1994]',0.005,108.650,0.081,-0.381
'[01:29:59.268 22/10/1994]',0.001,108.650,0.081,-0.381
'[01:29:59.270 22/10/1994]',-0.003,108.650,0.081,-0.381
'[01:29:59.272 22/10/1994]',-0.007,105.600,0.187,-0.384
'[01:29:59.274 22/10/1994]',-0.012,105.600,0.187,-0.384
'[01:29:59.276 22/10/1994]',-0.017,105.600,0.187,-0.384
'[01:29:59.278 22/10/1994]',-0.021,105.600,0.187,-0.384
'[01:29:59.280 22/10/1994]',-0.025,102.800,0.288,-0.386
'[01:29:59.282 22/10/1994]',-0.029,102.800,0.288,-0.386
'[01:29:59.284 22/10/1994]',-0.033,102.800,0.288,-0.386
'[01:29:59.286 22/10/1994]',-0.037,102.800,0.288,-0.386
'[01:29:59.288 22/10/1994]',-0.040,100.100,0.380,-0.388
'[01:29:59.290 22/10/1994]',-0.043,100.100,0.380,-0.388
'[01:29:59.292 22/10/1994]',-0.045,100.100,0.380,-0.388
'[01:29:59.294 22/10/1994]',-0.048,100.100,0.380,-0.388
'[01:29:59.296 22/10/1994]',-0.051,97.700,0.466,-0.389
'[01:29:59.298 22/10/1994]',-0.053,97.700,0.466,-0.389
'[01:29:59.300 22/10/1994]',-0.054,97.700,0.466,-0.389
'[01:29:59.302 22/10/1994]',-0.056,97.700,0.466,-0.389
'[01:29:59.304 22/10/1994]',-0.058,95.300,0.521,-0.391
'[01:29:59.306 22/10/1994]',-0.059,95.300,0.521,-0.391
'[01:29:59.308 22/10/1994]',-0.059,95.300,0.521,-0.391
'[01:29:59.310 22/10/1994]',-0.059,95.300,0.521,-0.391
'[01:29:59.312 22/10/1994]',-0.059,92.900,0.557,-0.393
'[01:29:59.314 22/10/1994]',-0.059,92.900,0.557,-0.393
'[01:29:59.316 22/10/1994]',-0.059,92.900,0.557,-0.393
'[01:29:59.318 22/10/1994]',-0.058,92.900,0.557,-0.393
'[01:29:59.320 22/10/1994]',-0.057,90.450,0.577,-0.395
'[01:29:59.322 22/10/1994]',-0.055,90.450,0.577,-0.395
'[01:29:59.324 22/10/1994]',-0.053,90.450,0.577,-0.395
'[01:29:59.326 22/10/1994]',-0.051,90.450,0.577,-0.395
'[01:29:59.328 22/10/1994]',-0.049,87.800,0.572,-0.398
'[01:29:59.330 22/10/1994]',-0.047,87.800,0.572,-0.398
'[01:29:59.332 22/10/1994]',-0.045,87.800,0.572,-0.398
'[01:29:59.334 22/10/1994]',-0.043,87.800,0.572,-0.398
'[01:29:59.336 22/10/1994]',-0.041,85.200,0.551,-0.400
'[01:29:59.338 22/10/1994]',-0.039,85.200,0.551,-0.400
'[01:29:59.340 22/10/1994]',-0.036,85.200,0.551,-0.400
'[01:29:59.342 22/10/1994]',-0.033,85.200,0.551,-0.400
'[01:29:59.344 22/10/1994]',-0.032,82.500,0.511,-0.403
'[01:29:59.346 22/10/1994]',-0.030,82.500,0.511,-0.403
'[01:29:59.348 22/10/1994]',-0.029,82.500,0.511,-0.403
'[01:29:59.350 22/10/1994]',-0.029,82.500,0.511,-0.403
'[01:29:59.352 22/10/1994]',-0.030,79.900,0.470,-0.405
'[01:29:59.354 22/10/1994]',-0.031,79.900,0.470,-0.405
'[01:29:59.356 22/10/1994]',-0.033,79.900,0.470,-0.405
'[01:29:59.358 22/10/1994]',-0.035,79.900,0.470,-0.405
'[01:29:59.360 22/10/1994]',-0.038,77.350,0.415,-0.407
'[01:29:59.362 22/10/1994]',-0.041,77.350,0.415,-0.407
'[01:29:59.364 22/10/1994]',-0.043,77.350,0.415,-0.407
'[01:29:59.366 22/10/1994]',-0.046,77.350,0.415,-0.407
'[01:29:59.368 22/10/1994]',-0.048,74.950,0.354,-0.410
'[01:29:59.370 22/10/1994]',-0.050,74.950,0.354,-0.410
'[01:29:59.372 22/10/1994]',-0.052,74.950,0.354,-0.410
'[01:29:59.374 22/10/1994]',-0.055,74.950,0.354,-0.410
'[01:29:59.376 22/10/1994]',-0.058,72.850,0.283,-0.412
'[01:29:59.378 22/10/1994]',-0.060,72.850,0.283,-0.412
'[01:29:59.380 22/10/1994]',-0.061,72.850,0.283,-0.412
'[01:29:59.382 22/10/1994]',-0.063,72.850,0.283,-0.412
'[01:29:59.384 22/10/1994]',-0.063,71.250,0.217,-0.414
'[01:29:59.386 22/10/1994]',-0.063,71.250,0.217,-0.414
'[01:29:59.388 22/10/1994]',-0.063,71.250,0.217,-0.414
'[01:29:59.390 22/10/1994]',-0.063,71.250,0.217,-0.414
'[01:29:59.392 22/10/1994]',-0.063,70.050,0.146,-0.415
'[01:29:59.394 22/10/1994]',-0.063,70.050,0.146,-0.415
'[01:29:59.396 22/10/1994]',-0.063,70.050,0.146,-0.415
'[01:29:59.398 22/10/1994]',-0.063,70.050,0.146,-0.415
'[01:29:59.400 22/10/1994]',-0.063,69.400,0.071,-0.417
'[01:29:59.402 22/10/1994]',-0.063,69.400,0.071,-0.417
'[01:29:59.404 22/10/1994]',-0.063,69.400,0.071,-0.417
'[01:29:59.406 22/10/1994]',-0.063,69.400,0.071,-0.417
'[01:29:59.408 22/10/1994]',-0.063,69.250,0.005,-0.418
'[01:29:59.410 22/10/1994]',-0.063,69.250,0.005,-0.418
'[01:29:59.412 22/10/1994]',-0.063,69.250,0.005,-0.418
'[01:29:59.414 22/10/1994]',-0.063,69.250,0.005,-0.418
'[01:29:59.416 22/10/1994]',-0.063,69.450,-0.071,-0.418
'[01:29:59.418 22/10/1994]',-0.063,69.450,-0.071,-0.418
'[01:29:59.420 22/10/1994]',-0.062,69.450,-0.071,-0.418
'[01:29:59.422 22/10/1994]',-0.062,69.450,-0.071,-0.418
'[01:29:59.424 22/10/1994]',-0.060,70.050,-0.137,-0.419
'[01:29:59.426 22/10/1994]',-0.058,70.050,-0.137,-0.419
'[01:29:59.428 22/10/1994]',-0.053,70.050,-0.137,-0.419
'[01:29:59.430 22/10/1994]',-0.048,70.050,-0.137,-0.419
'[01:29:59.432 22/10/1994]',-0.041,70.950,-0.198,-0.419
'[01:29:59.434 22/10/1994]',-0.034,70.950,-0.198,-0.419
'[01:29:59.436 22/10/1994]',-0.025,70.950,-0.198,-0.419
'[01:29:59.438 22/10/1994]',-0.015,70.950,-0.198,-0.419
'[01:29:59.440 22/10/1994]',-0.001,72.150,-0.264,-0.418
'[01:29:59.442 22/10/1994]',0.013,72.150,-0.264,-0.418
'[01:29:59.444 22/10/1994]',0.034,72.150,-0.264,-0.418
'[01:29:59.446 22/10/1994]',0.054,72.150,-0.264,-0.418
'[01:29:59.448 22/10/1994]',0.086,73.450,-0.314,-0.416
'[01:29:59.450 22/10/1994]',0.118,73.450,-0.314,-0.416
'[01:29:59.452 22/10/1994]',0.169,73.450,-0.314,-0.416
'[01:29:59.454 22/10/1994]',0.220,73.450,-0.314,-0.416
'[01:29:59.456 22/10/1994]',0.289,74.700,-0.364,-0.414
'[01:29:59.458 22/10/1994]',0.358,74.700,-0.364,-0.414
'[01:29:59.460 22/10/1994]',0.430,74.700,-0.364,-0.414
'[01:29:59.462 22/10/1994]',0.503,74.700,-0.364,-0.414
'[01:29:59.464 22/10/1994]',0.553,76.000,-0.400,-0.412
'[01:29:59.466 22/10/1994]',0.604,76.000,-0.400,-0.412
'[01:29:59.468 22/10/1994]',0.613,76.000,-0.400,-0.412
'[01:29:59.470 22/10/1994]',0.622,76.000,-0.400,-0.412
'[01:29:59.472 22/10/1994]',0.586,77.100,-0.430,-0.409
'[01:29:59.474 22/10/1994]',0.550,77.100,-0.430,-0.409
'[01:29:59.476 22/10/1994]',0.485,77.100,-0.430,-0.409
'[01:29:59.478 22/10/1994]',0.420,77.100,-0.430,-0.409
'[01:29:59.480 22/10/1994]',0.348,77.950,-0.456,-0.407
'[01:29:59.482 22/10/1994]',0.276,77.950,-0.456,-0.407
'[01:29:59.484 22/10/1994]',0.213,77.950,-0.456,-0.407
'[01:29:59.486 22/10/1994]',0.151,77.950,-0.456,-0.407
'[01:29:59.488 22/10/1994]',0.104,78.450,-0.466,-0.404
'[01:29:59.490 22/10/1994]',0.057,78.450,-0.466,-0.404
'[01:29:59.492 22/10/1994]',0.024,78.450,-0.466,-0.404
'[01:29:59.494 22/10/1994]',-0.009,78.450,-0.466,-0.404
'[01:29:59.496 22/10/1994]',-0.031,78.750,-0.476,-0.401
'[01:29:59.498 22/10/1994]',-0.053,78.750,-0.476,-0.401
'[01:29:59.500 22/10/1994]',-0.066,78.750,-0.476,-0.401
'[01:29:59.502 22/10/1994]',-0.079,78.750,-0.476,-0.401
'[01:29:59.504 22/10/1994]',-0.087,78.700,-0.471,-0.398
'[01:29:59.506 22/10/1994]',-0.095,78.700,-0.471,-0.398
'[01:29:59.508 22/10/1994]',-0.100,78.700,-0.471,-0.398
'[01:29:59.510 22/10/1994]',-0.104,78.700,-0.471,-0.398
'[01:29:59.512 22/10/1994]',-0.106,78.300,-0.461,-0.394
'[01:29:59.514 22/10/1994]',-0.108,78.300,-0.461,-0.394
'[01:29:59.516 22/10/1994]',-0.110,78.300,-0.461,-0.394
'[01:29:59.518 22/10/1994]',-0.111,78.300,-0.461,-0.394
'[01:29:59.520 22/10/1994]',-0.112,77.800,-0.435,-0.390
'[01:29:59.522 22/10/1994]',-0.113,77.800,-0.435,-0.390
'[01:29:59.524 22/10/1994]',-0.114,77.800,-0.435,-0.390
'[01:29:59.526 22/10/1994]',-0.114,77.800,-0.435,-0.390
'[01:29:59.528 22/10/1994]',-0.114,77.100,-0.415,-0.386
'[01:29:59.530 22/10/1994]',-0.114,77.100,-0.415,-0.386
'[01:29:59.532 22/10/1994]',-0.114,77.100,-0.415,-0.386
'[01:29:59.534 22/10/1994]',-0.114,77.100,-0.415,-0.386
'[01:29:59.536 22/10/1994]',-0.114,76.500,-0.385,-0.382
'[01:29:59.538 22/10/1994]',-0.113,76.500,-0.385,-0.382
'[01:29:59.540 22/10/1994]',-0.112,76.500,-0.385,-0.382
'[01:29:59.542 22/10/1994]',-0.110,76.500,-0.385,-0.382
'[01:29:59.544 22/10/1994]',-0.107,75.750,-0.359,-0.378
'[01:29:59.546 22/10/1994]',-0.105,75.750,-0.359,-0.378
'[01:29:59.548 22/10/1994]',-0.104,75.750,-0.359,-0.378
'[01:29:59.550 22/10/1994]',-0.103,75.750,-0.359,-0.378
'[01:29:59.552 22/10/1994]',-0.102,75.000,-0.324,-0.374
'[01:29:59.554 22/10/1994]',-0.101,75.000,-0.324,-0.374
'[01:29:59.556 22/10/1994]',-0.101,75.000,-0.324,-0.374
'[01:29:59.558 22/10/1994]',-0.100,75.000,-0.324,-0.374
'[01:29:59.560 22/10/1994]',-0.100,74.200,-0.257,-0.370
'[01:29:59.562 22/10/1994]',-0.099,74.200,-0.257,-0.370
'[01:29:59.564 22/10/1994]',-0.099,74.200,-0.257,-0.370
'[01:29:59.566 22/10/1994]',-0.099,74.200,-0.257,-0.370
'[01:29:59.568 22/10/1994]',-0.098,73.350,-0.237,-0.366
'[01:29:59.570 22/10/1994]',-0.097,73.350,-0.237,-0.366
'[01:29:59.572 22/10/1994]',-0.094,73.350,-0.237,-0.366
'[01:29:59.574 22/10/1994]',-0.091,73.350,-0.237,-0.366
'[01:29:59.576 22/10/1994]',-0.087,72.550,-0.217,-0.362
'[01:29:59.578 22/10/1994]',-0.084,72.550,-0.217,-0.362
'[01:29:59.580 22/10/1994]',-0.082,72.550,-0.217,-0.362
'[01:29:59.582 22/10/1994]',-0.080,72.550,-0.217,-0.362
'[01:29:59.584 22/10/1994]',-0.079,71.800,-0.207,-0.358
'[01:29:59.586 22/10/1994]',-0.077,71.800,-0.207,-0.358
'[01:29:59.588 22/10/1994]',-0.076,71.800,-0.207,-0.358
'[01:29:59.590 22/10/1994]',-0.076,71.800,-0.207,-0.358
'[01:29:59.592 22/10/1994]',-0.076,71.100,-0.212,-0.355
'[01:29:59.594 22/10/1994]',-0.076,71.100,-0.212,-0.355
'[01:29:59.596 22/10/1994]',-0.075,71.100,-0.212,-0.355
'[01:29:59.598 22/10/1994]',-0.074,71.100,-0.212,-0.355
'[01:29:59.600 22/10/1994]',-0.072,70.600,-0.207,-0.352
'[01:29:59.602 22/10/1994]',-0.071,70.600,-0.207,-0.352
'[01:29:59.604 22/10/1994]',-0.069,70.600,-0.207,-0.352
'[01:29:59.606 22/10/1994]',-0.066,70.600,-0.207,-0.352
'[01:29:59.608 22/10/1994]',-0.064,70.300,-0.222,-0.351
'[01:29:59.610 22/10/1994]',-0.061,70.300,-0.222,-0.351
'[01:29:59.612 22/10/1994]',-0.058,70.300,-0.222,-0.351
'[01:29:59.614 22/10/1994]',-0.054,70.300,-0.222,-0.351
'[01:29:59.616 22/10/1994]',-0.050,70.500,-0.237,-0.350
'[01:29:59.618 22/10/1994]',-0.045,70.500,-0.237,-0.350
'[01:29:59.620 22/10/1994]',-0.041,70.500,-0.237,-0.350
'[01:29:59.622 22/10/1994]',-0.036,70.500,-0.237,-0.350
'[01:29:59.624 22/10/1994]',-0.033,71.700,-0.246,-0.350
'[01:29:59.626 22/10/1994]',-0.029,71.700,-0.246,-0.350
'[01:29:59.628 22/10/1994]',-0.026,71.700,-0.246,-0.350
'[01:29:59.630 22/10/1994]',-0.023,71.700,-0.246,-0.350
'[01:29:59.632 22/10/1994]',-0.020,74.500,-0.272,-0.350
'[01:29:59.634 22/10/1994]',-0.017,74.500,-0.272,-0.350
'[01:29:59.636 22/10/1994]',-0.013,74.500,-0.272,-0.350
'[01:29:59.638 22/10/1994]',-0.008,74.500,-0.272,-0.350
'[01:29:59.640 22/10/1994]',-0.002,79.500,-0.291,-0.351
'[01:29:59.642 22/10/1994]',0.005,79.500,-0.291,-0.351
'[01:29:59.644 22/10/1994]',0.012,79.500,-0.291,-0.351
'[01:29:59.646 22/10/1994]',0.019,79.500,-0.291,-0.351
'[01:29:59.648 22/10/1994]',0.026,86.850,-0.306,-0.351
'[01:29:59.650 22/10/1994]',0.033,86.850,-0.306,-0.351
'[01:29:59.652 22/10/1994]',0.042,86.850,-0.306,-0.351
'[01:29:59.654 22/10/1994]',0.050,86.850,-0.306,-0.351
'[01:29:59.656 22/10/1994]',0.058,95.600,-0.321,-0.352
'[01:29:59.658 22/10/1994]',0.065,95.600,-0.321,-0.352
'[01:29:59.660 22/10/1994]',0.072,95.600,-0.321,-0.352
'[01:29:59.662 22/10/1994]',0.080,95.600,-0.321,-0.352
'[01:29:59.664 22/10/1994]',0.087,104.400,-0.331,-0.354
'[01:29:59.666 22/10/1994]',0.094,104.400,-0.331,-0.354
'[01:29:59.668 22/10/1994]',0.101,104.400,-0.331,-0.354
'[01:29:59.670 22/10/1994]',0.108,104.400,-0.331,-0.354
'[01:29:59.672 22/10/1994]',0.114,111.900,-0.336,-0.356
'[01:29:59.674 22/10/1994]',0.119,111.900,-0.336,-0.356
'[01:29:59.676 22/10/1994]',0.122,111.900,-0.336,-0.356
'[01:29:59.678 22/10/1994]',0.125,111.900,-0.336,-0.356
'[01:29:59.680 22/10/1994]',0.127,117.150,-0.326,-0.358
'[01:29:59.682 22/10/1994]',0.128,117.150,-0.326,-0.358
'[01:29:59.684 22/10/1994]',0.128,117.150,-0.326,-0.358
'[01:29:59.686 22/10/1994]',0.128,117.150,-0.326,-0.358
'[01:29:59.688 22/10/1994]',0.128,119.900,-0.301,-0.360
'[01:29:59.690 22/10/1994]',0.128,119.900,-0.301,-0.360
'[01:29:59.692 22/10/1994]',0.128,119.900,-0.301,-0.360
'[01:29:59.694 22/10/1994]',0.127,119.900,-0.301,-0.360
'[01:29:59.696 22/10/1994]',0.125,120.500,-0.267,-0.363
'[01:29:59.698 22/10/1994]',0.123,120.500,-0.267,-0.363
'[01:29:59.700 22/10/1994]',0.119,120.500,-0.267,-0.363
'[01:29:59.702 22/10/1994]',0.115,120.500,-0.267,-0.363
'[01:29:59.704 22/10/1994]',0.110,119.550,-0.207,-0.366
'[01:29:59.706 22/10/1994]',0.104,119.550,-0.207,-0.366
'[01:29:59.708 22/10/1994]',0.098,119.550,-0.207,-0.366
'[01:29:59.710 22/10/1994]',0.091,119.550,-0.207,-0.366
'[01:29:59.712 22/10/1994]',0.084,117.600,-0.138,-0.369
'[01:29:59.714 22/10/1994]',0.077,117.600,-0.138,-0.369
'[01:29:59.716 22/10/1994]',0.070,117.600,-0.138,-0.369
'[01:29:59.718 22/10/1994]',0.062,117.600,-0.138,-0.369
'[01:29:59.720 22/10/1994]',0.055,115.050,-0.044,-0.372
'[01:29:59.722 22/10/1994]',0.048,115.050,-0.044,-0.372
'[01:29:59.724 22/10/1994]',0.042,115.050,-0.044,-0.372
'[01:29:59.726 22/10/1994]',0.036,115.050,-0.044,-0.372
'[01:29:59.728 22/10/1994]',0.030,112.100,0.050,-0.374
'[01:29:59.730 22/10/1994]',0.024,112.100,0.050,-0.374
'[01:29:59.732 22/10/1994]',0.018,112.100,0.050,-0.374
'[01:29:59.734 22/10/1994]',0.012,112.100,0.050,-0.374
'[01:29:59.736 22/10/1994]',0.006,109.050,0.163,-0.377
'[01:29:59.738 22/10/1994]',0.001,109.050,0.163,-0.377
'[01:29:59.740 22/10/1994]',-0.004,109.050,0.163,-0.377
'[01:29:59.742 22/10/1994]',-0.008,109.050,0.163,-0.377
'[01:29:59.744 22/10/1994]',-0.011,106.050,0.272,-0.379
'[01:29:59.746 22/10/1994]',-0.014,106.050,0.272,-0.379
'[01:29:59.748 22/10/1994]',-0.017,106.050,0.272,-0.379
'[01:29:59.750 22/10/1994]',-0.020,106.050,0.272,-0.379
'[01:29:59.752 22/10/1994]',-0.024,103.200,0.370,-0.381
'[01:29:59.754 22/10/1994]',-0.028,103.200,0.370,-0.381
'[01:29:59.756 22/10/1994]',-0.032,103.200,0.370,-0.381
'[01:29:59.758 22/10/1994]',-0.035,103.200,0.370,-0.381
'[01:29:59.760 22/10/1994]',-0.038,100.500,0.465,-0.383
'[01:29:59.762 22/10/1994]',-0.042,100.500,0.465,-0.383
'[01:29:59.764 22/10/1994]',-0.045,100.500,0.465,-0.383
'[01:29:59.766 22/10/1994]',-0.049,100.500,0.465,-0.383
'[01:29:59.768 22/10/1994]',-0.051,98.000,0.533,-0.385
'[01:29:59.770 22/10/1994]',-0.053,98.000,0.533,-0.385
'[01:29:59.772 22/10/1994]',-0.054,98.000,0.533,-0.385
'[01:29:59.774 22/10/1994]',-0.056,98.000,0.533,-0.385
'[01:29:59.776 22/10/1994]',-0.057,95.700,0.588,-0.387
'[01:29:59.778 22/10/1994]',-0.058,95.700,0.588,-0.387
'[01:29:59.780 22/10/1994]',-0.057,95.700,0.588,-0.387
'[01:29:59.782 22/10/1994]',-0.056,95.700,0.588,-0.387
'[01:29:59.784 22/10/1994]',-0.055,93.450,0.618,-0.389
'[01:29:59.786 22/10/1994]',-0.054,93.450,0.618,-0.389
'[01:29:59.788 22/10/1994]',-0.052,93.450,0.618,-0.389
'[01:29:59.790 22/10/1994]',-0.051,93.450,0.618,-0.389
'[01:29:59.792 22/10/1994]',-0.050,91.100,0.627,-0.392
'[01:29:59.794 22/10/1994]',-0.048,91.100,0.627,-0.392
'[01:29:59.796 22/10/1994]',-0.048,91.100,0.627,-0.392
'[01:29:59.798 22/10/1994]',-0.048,91.100,0.627,-0.392
'[01:29:59.800 22/10/1994]',-0.047,88.850,0.627,-0.395
'[01:29:59.802 22/10/1994]',-0.046,88.850,0.627,-0.395
'[01:29:59.804 22/10/1994]',-0.043,88.850,0.627,-0.395
'[01:29:59.806 22/10/1994]',-0.040,88.850,0.627,-0.395
'[01:29:59.808 22/10/1994]',-0.037,86.400,0.598,-0.398
'[01:29:59.810 22/10/1994]',-0.035,86.400,0.598,-0.398
'[01:29:59.812 22/10/1994]',-0.032,86.400,0.598,-0.398
'[01:29:59.814 22/10/1994]',-0.029,86.400,0.598,-0.398
'[01:29:59.816 22/10/1994]',-0.028,83.850,0.568,-0.401
'[01:29:59.818 22/10/1994]',-0.026,83.850,0.568,-0.401
'[01:29:59.820 22/10/1994]',-0.025,83.850,0.568,-0.401
'[01:29:59.822 22/10/1994]',-0.025,83.850,0.568,-0.401
'[01:29:59.824 22/10/1994]',-0.026,81.200,0.518,-0.404
'[01:29:59.826 22/10/1994]',-0.028,81.200,0.518,-0.404
'[01:29:59.828 22/10/1994]',-0.030,81.200,0.518,-0.404
'[01:29:59.830 22/10/1994]',-0.033,81.200,0.518,-0.404
'[01:29:59.832 22/10/1994]',-0.035,78.600,0.465,-0.407
'[01:29:59.834 22/10/1994]',-0.038,78.600,0.465,-0.407
'[01:29:59.836 22/10/1994]',-0.040,78.600,0.465,-0.407
'[01:29:59.838 22/10/1994]',-0.041,78.600,0.465,-0.407
'[01:29:59.840 22/10/1994]',-0.043,76.150,0.405,-0.410
'[01:29:59.842 22/10/1994]',-0.046,76.150,0.405,-0.410
'[01:29:59.844 22/10/1994]',-0.049,76.150,0.405,-0.410
'[01:29:59.846 22/10/1994]',-0.052,76.150,0.405,-0.410
'[01:29:59.848 22/10/1994]',-0.054,74.050,0.341,-0.414
'[01:29:59.850 22/10/1994]',-0.057,74.050,0.341,-0.414
'[01:29:59.852 22/10/1994]',-0.058,74.050,0.341,-0.414
'[01:29:59.854 22/10/1994]',-0.059,74.050,0.341,-0.414
'[01:29:59.856 22/10/1994]',-0.059,72.450,0.272,-0.417
'[01:29:59.858 22/10/1994]',-0.059,72.450,0.272,-0.417
'[01:29:59.860 22/10/1994]',-0.059,72.450,0.272,-0.417
'[01:29:59.862 22/10/1994]',-0.059,72.450,0.272,-0.417
'[01:29:59.864 22/10/1994]',-0.059,71.350,0.203,-0.419
'[01:29:59.866 22/10/1994]',-0.060,71.350,0.203,-0.419
'[01:29:59.868 22/10/1994]',-0.061,71.350,0.203,-0.419
'[01:29:59.870 22/10/1994]',-0.062,71.350,0.203,-0.419
'[01:29:59.872 22/10/1994]',-0.062,70.800,0.134,-0.422
'[01:29:59.874 22/10/1994]',-0.063,70.800,0.134,-0.422
'[01:29:59.876 22/10/1994]',-0.063,70.800,0.134,-0.422
'[01:29:59.878 22/10/1994]',-0.063,70.800,0.134,-0.422
'[01:29:59.880 22/10/1994]',-0.063,70.650,0.059,-0.424
'[01:29:59.882 22/10/1994]',-0.063,70.650,0.059,-0.424
'[01:29:59.884 22/10/1994]',-0.063,70.650,0.059,-0.424
'[01:29:59.886 22/10/1994]',-0.063,70.650,0.059,-0.424
'[01:29:59.888 22/10/1994]',-0.063,70.950,0.000,-0.425
'[01:29:59.890 22/10/1994]',-0.063,70.950,0.000,-0.425
'[01:29:59.892 22/10/1994]',-0.062,70.950,0.000,-0.425
'[01:29:59.894 22/10/1994]',-0.061,70.950,0.000,-0.425
'[01:29:59.896 22/10/1994]',-0.057,71.500,-0.069,-0.426
'[01:29:59.898 22/10/1994]',-0.053,71.500,-0.069,-0.426
'[01:29:59.900 22/10/1994]',-0.045,71.500,-0.069,-0.426
'[01:29:59.902 22/10/1994]',-0.038,71.500,-0.069,-0.426
'[01:29:59.904 22/10/1994]',-0.029,72.300,-0.128,-0.426
'[01:29:59.906 22/10/1994]',-0.020,72.300,-0.128,-0.426
'[01:29:59.908 22/10/1994]',-0.009,72.300,-0.128,-0.426
'[01:29:59.910 22/10/1994]',0.002,72.300,-0.128,-0.426
'[01:29:59.912 22/10/1994]',0.018,73.350,-0.193,-0.425
'[01:29:59.914 22/10/1994]',0.035,73.350,-0.193,-0.425
'[01:29:59.916 22/10/1994]',0.060,73.350,-0.193,-0.425
'[01:29:59.918 22/10/1994]',0.085,73.350,-0.193,-0.425
'[01:29:59.920 22/10/1994]',0.128,74.650,-0.237,-0.424
'[01:29:59.922 22/10/1994]',0.170,74.650,-0.237,-0.424
'[01:29:59.924 22/10/1994]',0.233,74.650,-0.237,-0.424
'[01:29:59.926 22/10/1994]',0.295,74.650,-0.237,-0.424
'[01:29:59.928 22/10/1994]',0.368,75.850,-0.286,-0.423
'[01:29:59.930 22/10/1994]',0.441,75.850,-0.286,-0.423
'[01:29:59.932 22/10/1994]',0.504,75.850,-0.286,-0.423
'[01:29:59.934 22/10/1994]',0.568,75.850,-0.286,-0.423
'[01:29:59.936 22/10/1994]',0.600,76.950,-0.326,-0.421
'[01:29:59.938 22/10/1994]',0.631,76.950,-0.326,-0.421
'[01:29:59.940 22/10/1994]',0.619,76.950,-0.326,-0.421
'[01:29:59.942 22/10/1994]',0.607,76.950,-0.326,-0.421
'[01:29:59.944 22/10/1994]',0.555,77.850,-0.355,-0.418
'[01:29:59.946 22/10/1994]',0.504,77.850,-0.355,-0.418
'[01:29:59.948 22/10/1994]',0.433,77.850,-0.355,-0.418
