'Time and date','V ','ABP ','PAP ','ART ','ART1 '
'[12:13:43.954 02/02/1995]',0.002,76.500,30.000,77.600,66.900
'[12:13:43.956 02/02/1995]',-0.020,76.500,30.000,77.600,66.900
'[12:13:43.958 02/02/1995]',0.002,76.500,30.000,77.600,66.900
'[12:13:43.960 02/02/1995]',0.002,77.050,29.700,77.050,66.750
'[12:13:43.962 02/02/1995]',-0.020,77.050,29.700,77.050,66.750
'[12:13:43.964 02/02/1995]',-0.020,77.050,29.700,77.050,66.750
'[12:13:43.966 02/02/1995]',0.002,77.050,29.700,77.050,66.750
'[12:13:43.968 02/02/1995]',0.002,77.450,29.462,76.500,66.750
'[12:13:43.970 02/02/1995]',0.023,77.450,29.462,76.500,66.750
'[12:13:43.972 02/02/1995]',0.023,77.450,29.462,76.500,66.750
'[12:13:43.974 02/02/1995]',0.023,77.450,29.462,76.500,66.750
'[12:13:43.976 02/02/1995]',0.023,77.800,29.175,75.950,66.700
'[12:13:43.978 02/02/1995]',0.023,77.800,29.175,75.950,66.700
'[12:13:43.980 02/02/1995]',0.023,77.800,29.175,75.950,66.700
'[12:13:43.982 02/02/1995]',0.023,77.800,29.175,75.950,66.700
'[12:13:43.984 02/02/1995]',0.045,78.200,29.000,75.700,66.700
'[12:13:43.986 02/02/1995]',0.045,78.200,29.000,75.700,66.700
'[12:13:43.988 02/02/1995]',0.045,78.200,29.000,75.700,66.700
'[12:13:43.990 02/02/1995]',0.045,78.200,29.000,75.700,66.700
'[12:13:43.992 02/02/1995]',0.023,78.500,28.825,75.700,66.600
'[12:13:43.994 02/02/1995]',0.023,78.500,28.825,75.700,66.600
'[12:13:43.996 02/02/1995]',0.023,78.500,28.825,75.700,66.600
'[12:13:43.998 02/02/1995]',0.023,78.500,28.825,75.700,66.600
'[12:13:44.000 02/02/1995]',0.023,78.600,28.700,76.150,66.300
'[12:13:44.002 02/02/1995]',0.002,78.600,28.700,76.150,66.300
'[12:13:44.004 02/02/1995]',0.002,78.600,28.700,76.150,66.300
'[12:13:44.006 02/02/1995]',0.002,78.600,28.700,76.150,66.300
'[12:13:44.008 02/02/1995]',0.002,78.600,28.525,76.950,65.900
'[12:13:44.010 02/02/1995]',0.002,78.600,28.525,76.950,65.900
'[12:13:44.012 02/02/1995]',0.023,78.600,28.525,76.950,65.900
'[12:13:44.014 02/02/1995]',0.023,78.600,28.525,76.950,65.900
'[12:13:44.016 02/02/1995]',0.002,78.300,28.300,77.850,65.350
'[12:13:44.018 02/02/1995]',0.002,78.300,28.300,77.850,65.350
'[12:13:44.020 02/02/1995]',0.002,78.300,28.300,77.850,65.350
'[12:13:44.022 02/02/1995]',0.002,78.300,28.300,77.850,65.350
'[12:13:44.024 02/02/1995]',0.002,77.800,28.000,78.350,64.800
'[12:13:44.026 02/02/1995]',0.002,77.800,28.000,78.350,64.800
'[12:13:44.028 02/02/1995]',0.002,77.800,28.000,78.350,64.800
'[12:13:44.030 02/02/1995]',0.002,77.800,28.000,78.350,64.800
'[12:13:44.032 02/02/1995]',0.002,77.100,27.712,78.300,64.100
'[12:13:44.034 02/02/1995]',0.002,77.100,27.712,78.300,64.100
'[12:13:44.036 02/02/1995]',-0.020,77.100,27.712,78.300,64.100
'[12:13:44.038 02/02/1995]',-0.020,77.100,27.712,78.300,64.100
'[12:13:44.040 02/02/1995]',-0.020,76.200,27.475,77.800,63.300
'[12:13:44.042 02/02/1995]',-0.020,76.200,27.475,77.800,63.300
'[12:13:44.044 02/02/1995]',-0.020,76.200,27.475,77.800,63.300
'[12:13:44.046 02/02/1995]',-0.020,76.200,27.475,77.800,63.300
'[12:13:44.048 02/02/1995]',-0.020,75.350,27.413,77.150,62.550
'[12:13:44.050 02/02/1995]',-0.020,75.350,27.413,77.150,62.550
'[12:13:44.052 02/02/1995]',-0.020,75.350,27.413,77.150,62.550
'[12:13:44.054 02/02/1995]',-0.042,75.350,27.413,77.150,62.550
'[12:13:44.056 02/02/1995]',-0.042,74.550,27.475,76.600,61.900
'[12:13:44.058 02/02/1995]',-0.042,74.550,27.475,76.600,61.900
'[12:13:44.060 02/02/1995]',-0.042,74.550,27.475,76.600,61.900
'[12:13:44.062 02/02/1995]',-0.020,74.550,27.475,76.600,61.900
'[12:13:44.064 02/02/1995]',-0.020,73.900,27.587,76.200,61.450
'[12:13:44.066 02/02/1995]',-0.020,73.900,27.587,76.200,61.450
'[12:13:44.068 02/02/1995]',-0.020,73.900,27.587,76.200,61.450
'[12:13:44.070 02/02/1995]',-0.020,73.900,27.587,76.200,61.450
'[12:13:44.072 02/02/1995]',-0.042,73.350,27.712,75.800,61.150
'[12:13:44.074 02/02/1995]',-0.064,73.350,27.712,75.800,61.150
'[12:13:44.076 02/02/1995]',-0.064,73.350,27.712,75.800,61.150
'[12:13:44.078 02/02/1995]',-0.064,73.350,27.712,75.800,61.150
'[12:13:44.080 02/02/1995]',-0.064,72.700,27.762,75.400,61.100
'[12:13:44.082 02/02/1995]',-0.086,72.700,27.762,75.400,61.100
'[12:13:44.084 02/02/1995]',-0.064,72.700,27.762,75.400,61.100
'[12:13:44.086 02/02/1995]',-0.064,72.700,27.762,75.400,61.100
'[12:13:44.088 02/02/1995]',-0.064,71.600,27.825,74.900,61.400
'[12:13:44.090 02/02/1995]',-0.086,71.600,27.825,74.900,61.400
'[12:13:44.092 02/02/1995]',-0.064,71.600,27.825,74.900,61.400
'[12:13:44.094 02/02/1995]',-0.064,71.600,27.825,74.900,61.400
'[12:13:44.096 02/02/1995]',-0.064,70.100,27.825,74.450,61.950
'[12:13:44.098 02/02/1995]',-0.064,70.100,27.825,74.450,61.950
'[12:13:44.100 02/02/1995]',-0.042,70.100,27.825,74.450,61.950
'[12:13:44.102 02/02/1995]',-0.064,70.100,27.825,74.450,61.950
'[12:13:44.104 02/02/1995]',-0.086,68.600,27.887,73.900,62.850
'[12:13:44.106 02/02/1995]',-0.064,68.600,27.887,73.900,62.850
'[12:13:44.108 02/02/1995]',-0.064,68.600,27.887,73.900,62.850
'[12:13:44.110 02/02/1995]',-0.086,68.600,27.887,73.900,62.850
'[12:13:44.112 02/02/1995]',-0.086,67.650,27.887,73.450,64.000
'[12:13:44.114 02/02/1995]',-0.064,67.650,27.887,73.450,64.000
'[12:13:44.116 02/02/1995]',-0.042,67.650,27.887,73.450,64.000
'[12:13:44.118 02/02/1995]',-0.042,67.650,27.887,73.450,64.000
'[12:13:44.120 02/02/1995]',-0.064,67.750,27.825,73.050,65.300
'[12:13:44.122 02/02/1995]',-0.042,67.750,27.825,73.050,65.300
'[12:13:44.124 02/02/1995]',-0.042,67.750,27.825,73.050,65.300
'[12:13:44.126 02/02/1995]',-0.020,67.750,27.825,73.050,65.300
'[12:13:44.128 02/02/1995]',0.002,68.750,27.712,72.700,66.700
'[12:13:44.130 02/02/1995]',0.023,68.750,27.712,72.700,66.700
'[12:13:44.132 02/02/1995]',0.045,68.750,27.712,72.700,66.700
'[12:13:44.134 02/02/1995]',0.045,68.750,27.712,72.700,66.700
'[12:13:44.136 02/02/1995]',0.067,70.300,27.650,72.450,68.000
'[12:13:44.138 02/02/1995]',0.067,70.300,27.650,72.450,68.000
'[12:13:44.140 02/02/1995]',0.067,70.300,27.650,72.450,68.000
'[12:13:44.142 02/02/1995]',0.089,70.300,27.650,72.450,68.000
'[12:13:44.144 02/02/1995]',0.089,71.850,27.587,72.450,69.100
'[12:13:44.146 02/02/1995]',0.089,71.850,27.587,72.450,69.100
'[12:13:44.148 02/02/1995]',0.089,71.850,27.587,72.450,69.100
'[12:13:44.150 02/02/1995]',0.067,71.850,27.587,72.450,69.100
'[12:13:44.152 02/02/1995]',0.089,73.300,27.587,72.700,70.050
'[12:13:44.154 02/02/1995]',0.067,73.300,27.587,72.700,70.050
'[12:13:44.156 02/02/1995]',0.089,73.300,27.587,72.700,70.050
'[12:13:44.158 02/02/1995]',0.089,73.300,27.587,72.700,70.050
'[12:13:44.160 02/02/1995]',0.089,74.500,27.587,73.000,70.750
'[12:13:44.162 02/02/1995]',0.089,74.500,27.587,73.000,70.750
'[12:13:44.164 02/02/1995]',0.089,74.500,27.587,73.000,70.750
'[12:13:44.166 02/02/1995]',0.089,74.500,27.587,73.000,70.750
'[12:13:44.168 02/02/1995]',0.089,75.450,27.650,72.900,71.350
'[12:13:44.170 02/02/1995]',0.067,75.450,27.650,72.900,71.350
'[12:13:44.172 02/02/1995]',0.067,75.450,27.650,72.900,71.350
'[12:13:44.174 02/02/1995]',0.067,75.450,27.650,72.900,71.350
'[12:13:44.176 02/02/1995]',0.089,75.900,27.712,71.750,71.700
'[12:13:44.178 02/02/1995]',0.067,75.900,27.712,71.750,71.700
'[12:13:44.180 02/02/1995]',0.089,75.900,27.712,71.750,71.700
'[12:13:44.182 02/02/1995]',0.089,75.900,27.712,71.750,71.700
'[12:13:44.184 02/02/1995]',0.089,75.950,27.825,69.150,72.000
'[12:13:44.186 02/02/1995]',0.089,75.950,27.825,69.150,72.000
'[12:13:44.188 02/02/1995]',0.089,75.950,27.825,69.150,72.000
'[12:13:44.190 02/02/1995]',0.089,75.950,27.825,69.150,72.000
'[12:13:44.192 02/02/1995]',0.067,75.900,27.938,65.400,72.150
'[12:13:44.194 02/02/1995]',0.067,75.900,27.938,65.400,72.150
'[12:13:44.196 02/02/1995]',0.067,75.900,27.938,65.400,72.150
'[12:13:44.198 02/02/1995]',0.067,75.900,27.938,65.400,72.150
'[12:13:44.200 02/02/1995]',0.067,76.050,28.000,61.500,72.200
'[12:13:44.202 02/02/1995]',0.067,76.050,28.000,61.500,72.200
'[12:13:44.204 02/02/1995]',0.089,76.050,28.000,61.500,72.200
'[12:13:44.206 02/02/1995]',0.089,76.050,28.000,61.500,72.200
'[12:13:44.208 02/02/1995]',0.089,76.500,27.938,58.400,72.100
'[12:13:44.210 02/02/1995]',0.111,76.500,27.938,58.400,72.100
'[12:13:44.212 02/02/1995]',0.089,76.500,27.938,58.400,72.100
'[12:13:44.214 02/02/1995]',0.089,76.500,27.938,58.400,72.100
'[12:13:44.216 02/02/1995]',0.089,77.300,27.887,56.750,71.800
'[12:13:44.218 02/02/1995]',0.089,77.300,27.887,56.750,71.800
'[12:13:44.220 02/02/1995]',0.067,77.300,27.887,56.750,71.800
'[12:13:44.222 02/02/1995]',0.067,77.300,27.887,56.750,71.800
'[12:13:44.224 02/02/1995]',0.089,78.250,27.762,56.350,71.150
'[12:13:44.226 02/02/1995]',0.067,78.250,27.762,56.350,71.150
'[12:13:44.228 02/02/1995]',0.067,78.250,27.762,56.350,71.150
'[12:13:44.230 02/02/1995]',0.067,78.250,27.762,56.350,71.150
'[12:13:44.232 02/02/1995]',0.089,79.250,27.712,56.700,70.150
'[12:13:44.234 02/02/1995]',0.111,79.250,27.712,56.700,70.150
'[12:13:44.236 02/02/1995]',0.089,79.250,27.712,56.700,70.150
'[12:13:44.238 02/02/1995]',0.089,79.250,27.712,56.700,70.150
'[12:13:44.240 02/02/1995]',0.111,80.050,27.650,57.100,68.950
'[12:13:44.242 02/02/1995]',0.111,80.050,27.650,57.100,68.950
'[12:13:44.244 02/02/1995]',0.111,80.050,27.650,57.100,68.950
'[12:13:44.246 02/02/1995]',0.111,80.050,27.650,57.100,68.950
'[12:13:44.248 02/02/1995]',0.155,80.600,27.712,57.150,67.550
'[12:13:44.250 02/02/1995]',0.177,80.600,27.712,57.150,67.550
'[12:13:44.252 02/02/1995]',0.221,80.600,27.712,57.150,67.550
'[12:13:44.254 02/02/1995]',0.243,80.600,27.712,57.150,67.550
'[12:13:44.256 02/02/1995]',0.243,80.800,27.887,56.800,66.000
'[12:13:44.258 02/02/1995]',0.243,80.800,27.887,56.800,66.000
'[12:13:44.260 02/02/1995]',0.199,80.800,27.887,56.800,66.000
'[12:13:44.262 02/02/1995]',0.089,80.800,27.887,56.800,66.000
'[12:13:44.264 02/02/1995]',-0.020,80.650,28.125,56.000,64.450
'[12:13:44.266 02/02/1995]',-0.196,80.650,28.125,56.000,64.450
'[12:13:44.268 02/02/1995]',-0.437,80.650,28.125,56.000,64.450
'[12:13:44.270 02/02/1995]',-0.634,80.650,28.125,56.000,64.450
'[12:13:44.272 02/02/1995]',-0.832,80.000,28.238,54.950,62.850
'[12:13:44.274 02/02/1995]',-0.985,80.000,28.238,54.950,62.850
'[12:13:44.276 02/02/1995]',-1.073,80.000,28.238,54.950,62.850
'[12:13:44.278 02/02/1995]',-1.161,80.000,28.238,54.950,62.850
'[12:13:44.280 02/02/1995]',-1.161,78.450,28.125,53.700,61.250
'[12:13:44.282 02/02/1995]',-1.139,78.450,28.125,53.700,61.250
'[12:13:44.284 02/02/1995]',-1.051,78.450,28.125,53.700,61.250
'[12:13:44.286 02/02/1995]',-0.920,78.450,28.125,53.700,61.250
'[12:13:44.288 02/02/1995]',-0.766,75.750,27.762,52.300,59.750
'[12:13:44.290 02/02/1995]',-0.634,75.750,27.762,52.300,59.750
'[12:13:44.292 02/02/1995]',-0.525,75.750,27.762,52.300,59.750
'[12:13:44.294 02/02/1995]',-0.459,75.750,27.762,52.300,59.750
'[12:13:44.296 02/02/1995]',-0.415,72.150,27.238,50.650,58.300
'[12:13:44.298 02/02/1995]',-0.349,72.150,27.238,50.650,58.300
'[12:13:44.300 02/02/1995]',-0.306,72.150,27.238,50.650,58.300
'[12:13:44.302 02/02/1995]',-0.240,72.150,27.238,50.650,58.300
'[12:13:44.304 02/02/1995]',-0.196,68.200,26.425,48.850,56.750
'[12:13:44.306 02/02/1995]',-0.174,68.200,26.425,48.850,56.750
'[12:13:44.308 02/02/1995]',-0.108,68.200,26.425,48.850,56.750
'[12:13:44.310 02/02/1995]',-0.064,68.200,26.425,48.850,56.750
'[12:13:44.312 02/02/1995]',-0.020,64.450,25.488,46.850,55.250
'[12:13:44.314 02/02/1995]',0.002,64.450,25.488,46.850,55.250
'[12:13:44.316 02/02/1995]',0.023,64.450,25.488,46.850,55.250
'[12:13:44.318 02/02/1995]',0.045,64.450,25.488,46.850,55.250
'[12:13:44.320 02/02/1995]',0.045,61.750,24.425,44.850,53.750
'[12:13:44.322 02/02/1995]',0.067,61.750,24.425,44.850,53.750
'[12:13:44.324 02/02/1995]',0.067,61.750,24.425,44.850,53.750
'[12:13:44.326 02/02/1995]',0.089,61.750,24.425,44.850,53.750
'[12:13:44.328 02/02/1995]',0.067,60.100,23.312,43.350,52.300
'[12:13:44.330 02/02/1995]',0.067,60.100,23.312,43.350,52.300
'[12:13:44.332 02/02/1995]',0.067,60.100,23.312,43.350,52.300
'[12:13:44.334 02/02/1995]',0.089,60.100,23.312,43.350,52.300
'[12:13:44.336 02/02/1995]',0.089,59.100,22.262,43.050,50.850
'[12:13:44.338 02/02/1995]',0.089,59.100,22.262,43.050,50.850
'[12:13:44.340 02/02/1995]',0.089,59.100,22.262,43.050,50.850
'[12:13:44.342 02/02/1995]',0.089,59.100,22.262,43.050,50.850
'[12:13:44.344 02/02/1995]',0.089,58.400,21.375,45.000,49.450
'[12:13:44.346 02/02/1995]',0.089,58.400,21.375,45.000,49.450
'[12:13:44.348 02/02/1995]',0.111,58.400,21.375,45.000,49.450
'[12:13:44.350 02/02/1995]',0.089,58.400,21.375,45.000,49.450
'[12:13:44.352 02/02/1995]',0.089,57.850,20.675,49.850,48.000
'[12:13:44.354 02/02/1995]',0.089,57.850,20.675,49.850,48.000
'[12:13:44.356 02/02/1995]',0.111,57.850,20.675,49.850,48.000
'[12:13:44.358 02/02/1995]',0.089,57.850,20.675,49.850,48.000
'[12:13:44.360 02/02/1995]',0.089,57.300,20.150,56.150,46.650
'[12:13:44.362 02/02/1995]',0.089,57.300,20.150,56.150,46.650
'[12:13:44.364 02/02/1995]',0.089,57.300,20.150,56.150,46.650
'[12:13:44.366 02/02/1995]',0.089,57.300,20.150,56.150,46.650
'[12:13:44.368 02/02/1995]',0.089,56.650,19.863,60.900,45.400
'[12:13:44.370 02/02/1995]',0.111,56.650,19.863,60.900,45.400
'[12:13:44.372 02/02/1995]',0.111,56.650,19.863,60.900,45.400
'[12:13:44.374 02/02/1995]',0.089,56.650,19.863,60.900,45.400
'[12:13:44.376 02/02/1995]',0.089,56.100,19.800,61.550,44.150
'[12:13:44.378 02/02/1995]',0.089,56.100,19.800,61.550,44.150
'[12:13:44.380 02/02/1995]',0.089,56.100,19.800,61.550,44.150
'[12:13:44.382 02/02/1995]',0.089,56.100,19.800,61.550,44.150
'[12:13:44.384 02/02/1995]',0.089,55.800,19.800,58.500,43.050
'[12:13:44.386 02/02/1995]',0.089,55.800,19.800,58.500,43.050
'[12:13:44.388 02/02/1995]',0.089,55.800,19.800,58.500,43.050
'[12:13:44.390 02/02/1995]',0.089,55.800,19.800,58.500,43.050
'[12:13:44.392 02/02/1995]',0.089,55.350,19.688,53.900,42.000
'[12:13:44.394 02/02/1995]',0.067,55.350,19.688,53.900,42.000
'[12:13:44.396 02/02/1995]',0.067,55.350,19.688,53.900,42.000
'[12:13:44.398 02/02/1995]',0.067,55.350,19.688,53.900,42.000
'[12:13:44.400 02/02/1995]',0.067,54.250,19.625,49.650,41.050
'[12:13:44.402 02/02/1995]',0.067,54.250,19.625,49.650,41.050
'[12:13:44.404 02/02/1995]',0.089,54.250,19.625,49.650,41.050
'[12:13:44.406 02/02/1995]',0.089,54.250,19.625,49.650,41.050
'[12:13:44.408 02/02/1995]',0.089,52.300,19.688,46.750,40.100
'[12:13:44.410 02/02/1995]',0.089,52.300,19.688,46.750,40.100
'[12:13:44.412 02/02/1995]',0.089,52.300,19.688,46.750,40.100
'[12:13:44.414 02/02/1995]',0.111,52.300,19.688,46.750,40.100
'[12:13:44.416 02/02/1995]',0.089,50.050,19.863,45.350,39.350
'[12:13:44.418 02/02/1995]',0.089,50.050,19.863,45.350,39.350
'[12:13:44.420 02/02/1995]',0.089,50.050,19.863,45.350,39.350
'[12:13:44.422 02/02/1995]',0.089,50.050,19.863,45.350,39.350
'[12:13:44.424 02/02/1995]',0.089,48.000,20.038,45.150,38.700
'[12:13:44.426 02/02/1995]',0.089,48.000,20.038,45.150,38.700
'[12:13:44.428 02/02/1995]',0.089,48.000,20.038,45.150,38.700
'[12:13:44.430 02/02/1995]',0.089,48.000,20.038,45.150,38.700
'[12:13:44.432 02/02/1995]',0.067,45.950,20.212,46.050,38.350
'[12:13:44.434 02/02/1995]',0.045,45.950,20.212,46.050,38.350
'[12:13:44.436 02/02/1995]',0.067,45.950,20.212,46.050,38.350
'[12:13:44.438 02/02/1995]',0.067,45.950,20.212,46.050,38.350
'[12:13:44.440 02/02/1995]',0.067,43.900,20.387,47.900,38.300
'[12:13:44.442 02/02/1995]',0.045,43.900,20.387,47.900,38.300
'[12:13:44.444 02/02/1995]',0.045,43.900,20.387,47.900,38.300
'[12:13:44.446 02/02/1995]',0.045,43.900,20.387,47.900,38.300
'[12:13:44.448 02/02/1995]',0.067,42.200,20.500,50.850,38.600
'[12:13:44.450 02/02/1995]',0.067,42.200,20.500,50.850,38.600
'[12:13:44.452 02/02/1995]',0.067,42.200,20.500,50.850,38.600
'[12:13:44.454 02/02/1995]',0.067,42.200,20.500,50.850,38.600
'[12:13:44.456 02/02/1995]',0.067,41.500,20.438,54.750,39.350
'[12:13:44.458 02/02/1995]',0.089,41.500,20.438,54.750,39.350
'[12:13:44.460 02/02/1995]',0.067,41.500,20.438,54.750,39.350
'[12:13:44.462 02/02/1995]',0.067,41.500,20.438,54.750,39.350
'[12:13:44.464 02/02/1995]',0.067,41.950,20.212,59.000,40.650
'[12:13:44.466 02/02/1995]',0.045,41.950,20.212,59.000,40.650
'[12:13:44.468 02/02/1995]',0.045,41.950,20.212,59.000,40.650
'[12:13:44.470 02/02/1995]',0.045,41.950,20.212,59.000,40.650
'[12:13:44.472 02/02/1995]',0.067,43.550,19.863,62.550,42.400
'[12:13:44.474 02/02/1995]',0.067,43.550,19.863,62.550,42.400
'[12:13:44.476 02/02/1995]',0.067,43.550,19.863,62.550,42.400
'[12:13:44.478 02/02/1995]',0.067,43.550,19.863,62.550,42.400
'[12:13:44.480 02/02/1995]',0.089,46.300,19.450,64.650,44.600
'[12:13:44.482 02/02/1995]',0.067,46.300,19.450,64.650,44.600
'[12:13:44.484 02/02/1995]',0.089,46.300,19.450,64.650,44.600
'[12:13:44.486 02/02/1995]',0.089,46.300,19.450,64.650,44.600
'[12:13:44.488 02/02/1995]',0.089,50.000,18.925,65.250,47.050
'[12:13:44.490 02/02/1995]',0.067,50.000,18.925,65.250,47.050
'[12:13:44.492 02/02/1995]',0.067,50.000,18.925,65.250,47.050
'[12:13:44.494 02/02/1995]',0.067,50.000,18.925,65.250,47.050
'[12:13:44.496 02/02/1995]',0.045,54.350,18.387,64.650,49.350
'[12:13:44.498 02/02/1995]',0.045,54.350,18.387,64.650,49.350
'[12:13:44.500 02/02/1995]',0.045,54.350,18.387,64.650,49.350
'[12:13:44.502 02/02/1995]',0.045,54.350,18.387,64.650,49.350
'[12:13:44.504 02/02/1995]',0.067,58.750,17.812,63.650,51.350
'[12:13:44.506 02/02/1995]',0.067,58.750,17.812,63.650,51.350
'[12:13:44.508 02/02/1995]',0.067,58.750,17.812,63.650,51.350
'[12:13:44.510 02/02/1995]',0.045,58.750,17.812,63.650,51.350
'[12:13:44.512 02/02/1995]',0.067,62.600,17.163,62.850,52.950
'[12:13:44.514 02/02/1995]',0.067,62.600,17.163,62.850,52.950
'[12:13:44.516 02/02/1995]',0.045,62.600,17.163,62.850,52.950
'[12:13:44.518 02/02/1995]',0.045,62.600,17.163,62.850,52.950
'[12:13:44.520 02/02/1995]',0.045,65.300,16.462,62.500,54.050
'[12:13:44.522 02/02/1995]',0.067,65.300,16.462,62.500,54.050
'[12:13:44.524 02/02/1995]',0.089,65.300,16.462,62.500,54.050
'[12:13:44.526 02/02/1995]',0.089,65.300,16.462,62.500,54.050
'[12:13:44.528 02/02/1995]',0.067,66.600,15.750,62.600,54.800
'[12:13:44.530 02/02/1995]',0.067,66.600,15.750,62.600,54.800
'[12:13:44.532 02/02/1995]',0.067,66.600,15.750,62.600,54.800
'[12:13:44.534 02/02/1995]',0.067,66.600,15.750,62.600,54.800
'[12:13:44.536 02/02/1995]',0.067,66.750,15.113,63.000,55.400
'[12:13:44.538 02/02/1995]',0.067,66.750,15.113,63.000,55.400
'[12:13:44.540 02/02/1995]',0.067,66.750,15.113,63.000,55.400
'[12:13:44.542 02/02/1995]',0.067,66.750,15.113,63.000,55.400
'[12:13:44.544 02/02/1995]',0.045,66.300,14.463,63.550,55.750
'[12:13:44.546 02/02/1995]',0.045,66.300,14.463,63.550,55.750
'[12:13:44.548 02/02/1995]',0.067,66.300,14.463,63.550,55.750
'[12:13:44.550 02/02/1995]',0.067,66.300,14.463,63.550,55.750
'[12:13:44.552 02/02/1995]',0.067,65.600,14.000,63.950,56.000
'[12:13:44.554 02/02/1995]',0.067,65.600,14.000,63.950,56.000
'[12:13:44.556 02/02/1995]',0.045,65.600,14.000,63.950,56.000
'[12:13:44.558 02/02/1995]',0.045,65.600,14.000,63.950,56.000
'[12:13:44.560 02/02/1995]',0.045,64.850,13.525,64.100,56.000
'[12:13:44.562 02/02/1995]',0.045,64.850,13.525,64.100,56.000
'[12:13:44.564 02/02/1995]',0.023,64.850,13.525,64.100,56.000
'[12:13:44.566 02/02/1995]',0.045,64.850,13.525,64.100,56.000
'[12:13:44.568 02/02/1995]',0.045,64.150,13.238,63.850,55.850
'[12:13:44.570 02/02/1995]',0.045,64.150,13.238,63.850,55.850
'[12:13:44.572 02/02/1995]',0.023,64.150,13.238,63.850,55.850
'[12:13:44.574 02/02/1995]',0.023,64.150,13.238,63.850,55.850
'[12:13:44.576 02/02/1995]',0.023,63.500,12.938,63.300,55.450
'[12:13:44.578 02/02/1995]',0.045,63.500,12.938,63.300,55.450
'[12:13:44.580 02/02/1995]',0.045,63.500,12.938,63.300,55.450
'[12:13:44.582 02/02/1995]',0.045,63.500,12.938,63.300,55.450
'[12:13:44.584 02/02/1995]',0.045,63.000,12.588,62.600,55.000
'[12:13:44.586 02/02/1995]',0.045,63.000,12.588,62.600,55.000
'[12:13:44.588 02/02/1995]',0.045,63.000,12.588,62.600,55.000
'[12:13:44.590 02/02/1995]',0.023,63.000,12.588,62.600,55.000
'[12:13:44.592 02/02/1995]',0.023,62.750,12.300,61.850,54.350
'[12:13:44.594 02/02/1995]',0.002,62.750,12.300,61.850,54.350
'[12:13:44.596 02/02/1995]',0.023,62.750,12.300,61.850,54.350
'[12:13:44.598 02/02/1995]',0.023,62.750,12.300,61.850,54.350
'[12:13:44.600 02/02/1995]',0.045,62.550,11.887,60.950,53.700
'[12:13:44.602 02/02/1995]',0.045,62.550,11.887,60.950,53.700
'[12:13:44.604 02/02/1995]',0.045,62.550,11.887,60.950,53.700
'[12:13:44.606 02/02/1995]',0.045,62.550,11.887,60.950,53.700
'[12:13:44.608 02/02/1995]',0.045,62.450,11.475,60.100,53.050
'[12:13:44.610 02/02/1995]',0.023,62.450,11.475,60.100,53.050
'[12:13:44.612 02/02/1995]',0.023,62.450,11.475,60.100,53.050
'[12:13:44.614 02/02/1995]',0.045,62.450,11.475,60.100,53.050
'[12:13:44.616 02/02/1995]',0.045,62.450,11.012,59.150,52.400
'[12:13:44.618 02/02/1995]',0.045,62.450,11.012,59.150,52.400
'[12:13:44.620 02/02/1995]',0.045,62.450,11.012,59.150,52.400
'[12:13:44.622 02/02/1995]',0.045,62.450,11.012,59.150,52.400
'[12:13:44.624 02/02/1995]',0.045,62.400,10.363,58.200,51.700
'[12:13:44.626 02/02/1995]',0.023,62.400,10.363,58.200,51.700
'[12:13:44.628 02/02/1995]',0.045,62.400,10.363,58.200,51.700
'[12:13:44.630 02/02/1995]',0.045,62.400,10.363,58.200,51.700
'[12:13:44.632 02/02/1995]',0.045,62.250,9.662,57.150,51.000
'[12:13:44.634 02/02/1995]',0.023,62.250,9.662,57.150,51.000
'[12:13:44.636 02/02/1995]',0.002,62.250,9.662,57.150,51.000
'[12:13:44.638 02/02/1995]',0.002,62.250,9.662,57.150,51.000
'[12:13:44.640 02/02/1995]',0.002,62.050,8.838,56.050,50.250
'[12:13:44.642 02/02/1995]',0.023,62.050,8.838,56.050,50.250
'[12:13:44.644 02/02/1995]',0.023,62.050,8.838,56.050,50.250
'[12:13:44.646 02/02/1995]',0.023,62.050,8.838,56.050,50.250
'[12:13:44.648 02/02/1995]',0.023,61.650,7.900,54.750,49.350
'[12:13:44.650 02/02/1995]',0.023,61.650,7.900,54.750,49.350
'[12:13:44.652 02/02/1995]',0.045,61.650,7.900,54.750,49.350
'[12:13:44.654 02/02/1995]',0.045,61.650,7.900,54.750,49.350
'[12:13:44.656 02/02/1995]',0.045,61.100,6.963,53.450,48.550
'[12:13:44.658 02/02/1995]',0.045,61.100,6.963,53.450,48.550
'[12:13:44.660 02/02/1995]',0.045,61.100,6.963,53.450,48.550
'[12:13:44.662 02/02/1995]',0.045,61.100,6.963,53.450,48.550
'[12:13:44.664 02/02/1995]',0.023,60.400,6.088,52.100,47.750
'[12:13:44.666 02/02/1995]',0.023,60.400,6.088,52.100,47.750
'[12:13:44.668 02/02/1995]',0.002,60.400,6.088,52.100,47.750
'[12:13:44.670 02/02/1995]',0.002,60.400,6.088,52.100,47.750
'[12:13:44.672 02/02/1995]',0.002,59.450,5.388,50.850,47.050
'[12:13:44.674 02/02/1995]',0.002,59.450,5.388,50.850,47.050
'[12:13:44.676 02/02/1995]',-0.020,59.450,5.388,50.850,47.050
'[12:13:44.678 02/02/1995]',0.002,59.450,5.388,50.850,47.050
'[12:13:44.680 02/02/1995]',-0.020,58.200,4.862,49.700,46.450
'[12:13:44.682 02/02/1995]',-0.020,58.200,4.862,49.700,46.450
