'Time and date','II ','II ','V ','PAP ','PLETH ','RESP '
'[12:49:27.298 25/01/1995]',0.177,0.181,0.135,27.915,-0.643,-0.392
'[12:49:27.300 25/01/1995]',0.162,0.181,0.135,27.915,-0.643,-0.392
'[12:49:27.302 25/01/1995]',0.148,0.145,0.135,27.915,-0.643,-0.392
'[12:49:27.304 25/01/1995]',0.133,0.145,0.102,29.045,-0.628,-0.392
'[12:49:27.306 25/01/1995]',0.118,0.109,0.102,29.045,-0.628,-0.392
'[12:49:27.308 25/01/1995]',0.104,0.109,0.068,29.045,-0.628,-0.392
'[12:49:27.310 25/01/1995]',0.074,0.073,0.068,29.045,-0.628,-0.392
'[12:49:27.312 25/01/1995]',0.074,0.073,0.068,30.402,-0.605,-0.393
'[12:49:27.314 25/01/1995]',0.059,0.073,0.035,30.402,-0.605,-0.393
'[12:49:27.316 25/01/1995]',0.059,0.037,0.035,30.402,-0.605,-0.393
'[12:49:27.318 25/01/1995]',0.059,0.073,0.035,30.402,-0.605,-0.393
'[12:49:27.320 25/01/1995]',0.059,0.037,0.035,32.035,-0.574,-0.393
'[12:49:27.322 25/01/1995]',0.030,0.037,0.003,32.035,-0.574,-0.393
'[12:49:27.324 25/01/1995]',0.015,0.003,0.003,32.035,-0.574,-0.393
'[12:49:27.326 25/01/1995]',0.015,0.003,0.003,32.035,-0.574,-0.393
'[12:49:27.328 25/01/1995]',0.001,0.003,0.003,33.794,-0.529,-0.394
'[12:49:27.330 25/01/1995]',0.001,0.003,0.003,33.794,-0.529,-0.394
'[12:49:27.332 25/01/1995]',-0.013,0.003,-0.030,33.794,-0.529,-0.394
'[12:49:27.334 25/01/1995]',-0.013,0.003,-0.030,33.794,-0.529,-0.394
'[12:49:27.336 25/01/1995]',-0.013,0.003,-0.030,35.503,-0.471,-0.396
'[12:49:27.338 25/01/1995]',-0.013,0.003,-0.030,35.503,-0.471,-0.396
'[12:49:27.340 25/01/1995]',-0.013,0.003,-0.030,35.503,-0.471,-0.396
'[12:49:27.342 25/01/1995]',-0.013,0.003,-0.030,35.503,-0.471,-0.396
'[12:49:27.344 25/01/1995]',-0.013,0.003,-0.030,36.859,-0.402,-0.399
'[12:49:27.346 25/01/1995]',-0.013,0.003,-0.030,36.859,-0.402,-0.399
'[12:49:27.348 25/01/1995]',-0.013,0.003,-0.030,36.859,-0.402,-0.399
'[12:49:27.350 25/01/1995]',-0.013,0.003,-0.030,36.859,-0.402,-0.399
'[12:49:27.352 25/01/1995]',-0.013,0.003,-0.030,37.688,-0.320,-0.403
'[12:49:27.354 25/01/1995]',-0.013,-0.033,-0.030,37.688,-0.320,-0.403
'[12:49:27.356 25/01/1995]',-0.028,-0.033,-0.030,37.688,-0.320,-0.403
'[12:49:27.358 25/01/1995]',-0.028,-0.033,-0.030,37.688,-0.320,-0.403
'[12:49:27.360 25/01/1995]',-0.028,-0.033,-0.030,37.864,-0.232,-0.406
'[12:49:27.362 25/01/1995]',-0.028,-0.033,-0.030,37.864,-0.232,-0.406
'[12:49:27.364 25/01/1995]',-0.028,-0.033,-0.030,37.864,-0.232,-0.406
'[12:49:27.366 25/01/1995]',-0.013,0.003,-0.030,37.864,-0.232,-0.406
'[12:49:27.368 25/01/1995]',-0.013,0.003,-0.030,37.563,-0.139,-0.411
'[12:49:27.370 25/01/1995]',-0.013,0.003,-0.030,37.563,-0.139,-0.411
'[12:49:27.372 25/01/1995]',-0.013,0.003,-0.030,37.563,-0.139,-0.411
'[12:49:27.374 25/01/1995]',-0.013,0.003,-0.030,37.563,-0.139,-0.411
'[12:49:27.376 25/01/1995]',-0.013,-0.033,-0.030,36.809,-0.044,-0.416
'[12:49:27.378 25/01/1995]',-0.028,0.003,-0.030,36.809,-0.044,-0.416
'[12:49:27.380 25/01/1995]',-0.013,-0.033,-0.030,36.809,-0.044,-0.416
'[12:49:27.382 25/01/1995]',-0.013,-0.033,-0.030,36.809,-0.044,-0.416
'[12:49:27.384 25/01/1995]',-0.013,0.003,-0.030,35.678,0.046,-0.421
'[12:49:27.386 25/01/1995]',-0.013,0.003,-0.030,35.678,0.046,-0.421
'[12:49:27.388 25/01/1995]',-0.013,0.003,-0.030,35.678,0.046,-0.421
'[12:49:27.390 25/01/1995]',-0.013,-0.033,0.003,35.678,0.046,-0.421
'[12:49:27.392 25/01/1995]',-0.013,0.003,0.003,34.221,0.126,-0.427
'[12:49:27.394 25/01/1995]',-0.013,0.003,0.003,34.221,0.126,-0.427
'[12:49:27.396 25/01/1995]',-0.013,0.003,0.003,34.221,0.126,-0.427
'[12:49:27.398 25/01/1995]',-0.013,0.003,0.003,34.221,0.126,-0.427
'[12:49:27.400 25/01/1995]',-0.013,0.003,0.003,32.462,0.191,-0.434
'[12:49:27.402 25/01/1995]',-0.013,0.003,0.003,32.462,0.191,-0.434
'[12:49:27.404 25/01/1995]',-0.028,-0.033,-0.030,32.462,0.191,-0.434
'[12:49:27.406 25/01/1995]',-0.028,-0.033,-0.030,32.462,0.191,-0.434
'[12:49:27.408 25/01/1995]',-0.028,-0.033,0.003,30.327,0.245,-0.442
'[12:49:27.410 25/01/1995]',-0.013,-0.033,0.003,30.327,0.245,-0.442
'[12:49:27.412 25/01/1995]',-0.013,0.003,0.003,30.327,0.245,-0.442
'[12:49:27.414 25/01/1995]',-0.028,-0.033,0.003,30.327,0.245,-0.442
'[12:49:27.416 25/01/1995]',-0.013,0.003,0.003,28.141,0.282,-0.451
'[12:49:27.418 25/01/1995]',-0.028,-0.033,0.003,28.141,0.282,-0.451
'[12:49:27.420 25/01/1995]',-0.013,0.003,0.003,28.141,0.282,-0.451
'[12:49:27.422 25/01/1995]',-0.013,0.003,0.003,28.141,0.282,-0.451
'[12:49:27.424 25/01/1995]',0.001,0.003,0.003,26.080,0.305,-0.459
'[12:49:27.426 25/01/1995]',0.001,0.003,0.003,26.080,0.305,-0.459
'[12:49:27.428 25/01/1995]',0.001,0.003,0.003,26.080,0.305,-0.459
'[12:49:27.430 25/01/1995]',0.001,0.003,0.003,26.080,0.305,-0.459
'[12:49:27.432 25/01/1995]',0.001,0.003,0.003,24.573,0.311,-0.466
'[12:49:27.434 25/01/1995]',0.001,0.003,0.003,24.573,0.311,-0.466
'[12:49:27.436 25/01/1995]',-0.013,0.003,0.003,24.573,0.311,-0.466
'[12:49:27.438 25/01/1995]',0.001,0.003,0.003,24.573,0.311,-0.466
'[12:49:27.440 25/01/1995]',0.001,0.003,0.003,23.568,0.305,-0.471
'[12:49:27.442 25/01/1995]',0.001,0.003,0.035,23.568,0.305,-0.471
'[12:49:27.444 25/01/1995]',0.015,0.003,0.035,23.568,0.305,-0.471
'[12:49:27.446 25/01/1995]',0.015,0.003,0.035,23.568,0.305,-0.471
'[12:49:27.448 25/01/1995]',0.015,0.003,0.068,22.965,0.289,-0.477
'[12:49:27.450 25/01/1995]',0.030,0.003,0.068,22.965,0.289,-0.477
'[12:49:27.452 25/01/1995]',0.030,0.037,0.068,22.965,0.289,-0.477
'[12:49:27.454 25/01/1995]',0.030,0.037,0.068,22.965,0.289,-0.477
'[12:49:27.456 25/01/1995]',0.045,0.037,0.068,22.487,0.263,-0.482
'[12:49:27.458 25/01/1995]',0.045,0.037,0.068,22.487,0.263,-0.482
'[12:49:27.460 25/01/1995]',0.030,0.037,0.068,22.487,0.263,-0.482
'[12:49:27.462 25/01/1995]',0.030,0.037,0.068,22.487,0.263,-0.482
'[12:49:27.464 25/01/1995]',0.030,0.037,0.068,22.085,0.227,-0.486
'[12:49:27.466 25/01/1995]',0.030,0.037,0.035,22.085,0.227,-0.486
'[12:49:27.468 25/01/1995]',0.059,0.037,0.035,22.085,0.227,-0.486
'[12:49:27.470 25/01/1995]',0.059,0.073,0.035,22.085,0.227,-0.486
'[12:49:27.472 25/01/1995]',0.074,0.073,0.035,21.960,0.185,-0.490
'[12:49:27.474 25/01/1995]',0.059,0.073,0.003,21.960,0.185,-0.490
'[12:49:27.476 25/01/1995]',0.059,0.037,0.003,21.960,0.185,-0.490
'[12:49:27.478 25/01/1995]',0.030,0.037,0.003,21.960,0.185,-0.490
'[12:49:27.480 25/01/1995]',0.001,0.003,0.003,22.261,0.135,-0.494
'[12:49:27.482 25/01/1995]',-0.013,0.003,0.035,22.261,0.135,-0.494
'[12:49:27.484 25/01/1995]',-0.013,0.003,0.035,22.261,0.135,-0.494
'[12:49:27.486 25/01/1995]',-0.028,-0.033,0.003,22.261,0.135,-0.494
'[12:49:27.488 25/01/1995]',-0.028,-0.033,0.003,23.090,0.077,-0.498
'[12:49:27.490 25/01/1995]',-0.028,-0.033,0.003,23.090,0.077,-0.498
'[12:49:27.492 25/01/1995]',-0.028,-0.033,0.003,23.090,0.077,-0.498
'[12:49:27.494 25/01/1995]',-0.013,0.003,0.003,23.090,0.077,-0.498
'[12:49:27.496 25/01/1995]',-0.013,0.003,0.003,24.095,0.020,-0.500
'[12:49:27.498 25/01/1995]',-0.013,0.003,0.003,24.095,0.020,-0.500
'[12:49:27.500 25/01/1995]',-0.013,0.003,0.003,24.095,0.020,-0.500
'[12:49:27.502 25/01/1995]',0.001,0.003,0.003,24.095,0.020,-0.500
'[12:49:27.504 25/01/1995]',0.001,0.003,0.003,24.849,-0.043,-0.502
'[12:49:27.506 25/01/1995]',-0.013,0.003,0.003,24.849,-0.043,-0.502
'[12:49:27.508 25/01/1995]',-0.013,0.003,0.003,24.849,-0.043,-0.502
'[12:49:27.510 25/01/1995]',-0.028,-0.033,0.003,24.849,-0.043,-0.502
'[12:49:27.512 25/01/1995]',-0.043,-0.033,0.003,25.101,-0.106,-0.504
'[12:49:27.514 25/01/1995]',-0.057,-0.068,0.003,25.101,-0.106,-0.504
'[12:49:27.516 25/01/1995]',-0.057,-0.068,0.003,25.101,-0.106,-0.504
'[12:49:27.518 25/01/1995]',-0.072,-0.068,0.003,25.101,-0.106,-0.504
'[12:49:27.520 25/01/1995]',-0.072,-0.068,0.003,24.849,-0.168,-0.505
'[12:49:27.522 25/01/1995]',-0.057,-0.068,0.003,24.849,-0.168,-0.505
'[12:49:27.524 25/01/1995]',-0.057,-0.068,-0.030,24.849,-0.168,-0.505
'[12:49:27.526 25/01/1995]',-0.057,-0.033,-0.030,24.849,-0.168,-0.505
'[12:49:27.528 25/01/1995]',-0.043,-0.033,0.003,24.497,-0.225,-0.507
'[12:49:27.530 25/01/1995]',-0.043,-0.033,0.003,24.497,-0.225,-0.507
'[12:49:27.532 25/01/1995]',-0.028,-0.033,0.003,24.497,-0.225,-0.507
'[12:49:27.534 25/01/1995]',-0.013,0.003,0.003,24.497,-0.225,-0.507
'[12:49:27.536 25/01/1995]',-0.013,0.003,0.003,24.146,-0.282,-0.510
'[12:49:27.538 25/01/1995]',-0.013,0.003,0.003,24.146,-0.282,-0.510
'[12:49:27.540 25/01/1995]',-0.013,0.003,0.003,24.146,-0.282,-0.510
'[12:49:27.542 25/01/1995]',-0.013,0.003,0.003,24.146,-0.282,-0.510
'[12:49:27.544 25/01/1995]',-0.013,-0.033,0.003,23.794,-0.336,-0.513
'[12:49:27.546 25/01/1995]',-0.028,-0.033,0.003,23.794,-0.336,-0.513
'[12:49:27.548 25/01/1995]',-0.043,-0.033,0.003,23.794,-0.336,-0.513
'[12:49:27.550 25/01/1995]',-0.057,-0.033,0.003,23.794,-0.336,-0.513
'[12:49:27.552 25/01/1995]',-0.057,-0.068,0.003,23.266,-0.380,-0.516
'[12:49:27.554 25/01/1995]',-0.057,-0.068,0.003,23.266,-0.380,-0.516
'[12:49:27.556 25/01/1995]',-0.057,-0.068,0.003,23.266,-0.380,-0.516
'[12:49:27.558 25/01/1995]',-0.043,-0.033,0.003,23.266,-0.380,-0.516
'[12:49:27.560 25/01/1995]',-0.028,-0.033,0.003,22.613,-0.421,-0.518
'[12:49:27.562 25/01/1995]',-0.028,-0.033,0.003,22.613,-0.421,-0.518
'[12:49:27.564 25/01/1995]',-0.013,0.003,0.003,22.613,-0.421,-0.518
'[12:49:27.566 25/01/1995]',-0.013,0.003,0.003,22.613,-0.421,-0.518
'[12:49:27.568 25/01/1995]',-0.013,0.003,0.003,21.784,-0.457,-0.520
'[12:49:27.570 25/01/1995]',-0.013,-0.033,0.003,21.784,-0.457,-0.520
'[12:49:27.572 25/01/1995]',-0.028,-0.033,0.003,21.784,-0.457,-0.520
'[12:49:27.574 25/01/1995]',-0.028,-0.033,0.003,21.784,-0.457,-0.520
'[12:49:27.576 25/01/1995]',-0.013,-0.033,0.003,20.980,-0.487,-0.522
'[12:49:27.578 25/01/1995]',-0.013,0.003,0.003,20.980,-0.487,-0.522
'[12:49:27.580 25/01/1995]',0.001,0.003,0.003,20.980,-0.487,-0.522
'[12:49:27.582 25/01/1995]',0.001,0.003,0.003,20.980,-0.487,-0.522
'[12:49:27.584 25/01/1995]',-0.013,0.003,0.003,20.377,-0.514,-0.524
'[12:49:27.586 25/01/1995]',0.001,0.003,0.003,20.377,-0.514,-0.524
'[12:49:27.588 25/01/1995]',-0.013,0.003,0.003,20.377,-0.514,-0.524
'[12:49:27.590 25/01/1995]',-0.028,-0.033,0.003,20.377,-0.514,-0.524
'[12:49:27.592 25/01/1995]',-0.043,-0.033,0.003,19.975,-0.533,-0.526
'[12:49:27.594 25/01/1995]',-0.057,-0.033,0.003,19.975,-0.533,-0.526
'[12:49:27.596 25/01/1995]',-0.057,-0.033,0.003,19.975,-0.533,-0.526
'[12:49:27.598 25/01/1995]',-0.057,-0.033,0.003,19.975,-0.533,-0.526
'[12:49:27.600 25/01/1995]',-0.013,-0.033,0.003,19.673,-0.549,-0.528
'[12:49:27.602 25/01/1995]',0.001,0.003,0.003,19.673,-0.549,-0.528
'[12:49:27.604 25/01/1995]',0.015,0.003,0.003,19.673,-0.549,-0.528
'[12:49:27.606 25/01/1995]',0.030,0.037,0.003,19.673,-0.549,-0.528
'[12:49:27.608 25/01/1995]',0.059,0.037,0.035,19.372,-0.560,-0.531
'[12:49:27.610 25/01/1995]',0.074,0.073,0.035,19.372,-0.560,-0.531
'[12:49:27.612 25/01/1995]',0.074,0.073,0.068,19.372,-0.560,-0.531
'[12:49:27.614 25/01/1995]',0.074,0.073,0.068,19.372,-0.560,-0.531
'[12:49:27.616 25/01/1995]',0.059,0.037,0.068,18.920,-0.572,-0.533
'[12:49:27.618 25/01/1995]',0.030,0.037,0.068,18.920,-0.572,-0.533
'[12:49:27.620 25/01/1995]',0.030,0.037,0.068,18.920,-0.572,-0.533
'[12:49:27.622 25/01/1995]',0.015,0.037,0.068,18.920,-0.572,-0.533
'[12:49:27.624 25/01/1995]',0.030,0.037,0.068,18.367,-0.578,-0.536
'[12:49:27.626 25/01/1995]',0.030,0.037,0.068,18.367,-0.578,-0.536
'[12:49:27.628 25/01/1995]',0.045,0.037,0.068,18.367,-0.578,-0.536
'[12:49:27.630 25/01/1995]',0.045,0.037,0.068,18.367,-0.578,-0.536
'[12:49:27.632 25/01/1995]',0.030,0.037,0.035,17.663,-0.584,-0.538
'[12:49:27.634 25/01/1995]',0.030,0.037,0.035,17.663,-0.584,-0.538
'[12:49:27.636 25/01/1995]',0.030,0.037,0.035,17.663,-0.584,-0.538
'[12:49:27.638 25/01/1995]',0.030,0.003,0.035,17.663,-0.584,-0.538
'[12:49:27.640 25/01/1995]',0.015,0.003,0.035,17.035,-0.588,-0.541
'[12:49:27.642 25/01/1995]',0.001,0.003,0.003,17.035,-0.588,-0.541
'[12:49:27.644 25/01/1995]',0.001,0.003,0.003,17.035,-0.588,-0.541
'[12:49:27.646 25/01/1995]',0.001,0.003,0.003,17.035,-0.588,-0.541
'[12:49:27.648 25/01/1995]',0.001,0.003,0.003,16.482,-0.589,-0.543
'[12:49:27.650 25/01/1995]',0.001,0.003,0.003,16.482,-0.589,-0.543
'[12:49:27.652 25/01/1995]',0.001,0.003,0.003,16.482,-0.589,-0.543
'[12:49:27.654 25/01/1995]',-0.013,0.003,-0.030,16.482,-0.589,-0.543
'[12:49:27.656 25/01/1995]',-0.013,-0.033,-0.030,16.030,-0.589,-0.546
'[12:49:27.658 25/01/1995]',-0.028,-0.033,-0.030,16.030,-0.589,-0.546
'[12:49:27.660 25/01/1995]',-0.028,-0.033,-0.030,16.030,-0.589,-0.546
'[12:49:27.662 25/01/1995]',-0.028,-0.033,-0.030,16.030,-0.589,-0.546
'[12:49:27.664 25/01/1995]',-0.043,-0.033,-0.030,15.678,-0.589,-0.549
'[12:49:27.666 25/01/1995]',-0.028,-0.033,-0.030,15.678,-0.589,-0.549
'[12:49:27.668 25/01/1995]',-0.028,-0.033,-0.030,15.678,-0.589,-0.549
'[12:49:27.670 25/01/1995]',-0.028,-0.033,-0.030,15.678,-0.589,-0.549
'[12:49:27.672 25/01/1995]',-0.013,0.003,-0.030,15.503,-0.588,-0.552
'[12:49:27.674 25/01/1995]',-0.013,0.003,-0.030,15.503,-0.588,-0.552
'[12:49:27.676 25/01/1995]',-0.013,0.003,-0.030,15.503,-0.588,-0.552
'[12:49:27.678 25/01/1995]',-0.013,0.003,-0.030,15.503,-0.588,-0.552
'[12:49:27.680 25/01/1995]',-0.028,-0.033,-0.030,15.503,-0.584,-0.555
'[12:49:27.682 25/01/1995]',-0.028,-0.033,-0.030,15.503,-0.584,-0.555
'[12:49:27.684 25/01/1995]',-0.028,-0.033,-0.030,15.503,-0.584,-0.555
'[12:49:27.686 25/01/1995]',-0.057,-0.033,-0.030,15.503,-0.584,-0.555
'[12:49:27.688 25/01/1995]',-0.057,-0.033,-0.030,15.603,-0.579,-0.557
'[12:49:27.690 25/01/1995]',-0.057,-0.068,-0.030,15.603,-0.579,-0.557
'[12:49:27.692 25/01/1995]',-0.057,-0.033,-0.030,15.603,-0.579,-0.557
'[12:49:27.694 25/01/1995]',-0.057,-0.068,-0.030,15.603,-0.579,-0.557
'[12:49:27.696 25/01/1995]',-0.057,-0.068,-0.030,15.905,-0.572,-0.559
'[12:49:27.698 25/01/1995]',-0.057,-0.068,-0.030,15.905,-0.572,-0.559
'[12:49:27.700 25/01/1995]',-0.057,-0.068,-0.030,15.905,-0.572,-0.559
'[12:49:27.702 25/01/1995]',-0.057,-0.068,-0.030,15.905,-0.572,-0.559
'[12:49:27.704 25/01/1995]',-0.057,-0.033,-0.030,16.256,-0.566,-0.561
'[12:49:27.706 25/01/1995]',-0.057,-0.033,-0.030,16.256,-0.566,-0.561
'[12:49:27.708 25/01/1995]',-0.057,-0.033,-0.030,16.256,-0.566,-0.561
'[12:49:27.710 25/01/1995]',-0.043,-0.033,-0.030,16.256,-0.566,-0.561
'[12:49:27.712 25/01/1995]',-0.043,-0.033,-0.030,16.608,-0.560,-0.564
'[12:49:27.714 25/01/1995]',-0.043,-0.033,-0.030,16.608,-0.560,-0.564
'[12:49:27.716 25/01/1995]',-0.043,-0.033,0.003,16.608,-0.560,-0.564
'[12:49:27.718 25/01/1995]',-0.043,-0.033,0.003,16.608,-0.560,-0.564
'[12:49:27.720 25/01/1995]',-0.057,-0.033,0.003,16.960,-0.556,-0.565
'[12:49:27.722 25/01/1995]',-0.057,-0.033,0.003,16.960,-0.556,-0.565
'[12:49:27.724 25/01/1995]',-0.057,-0.033,0.003,16.960,-0.556,-0.565
'[12:49:27.726 25/01/1995]',-0.057,-0.033,0.003,16.960,-0.556,-0.565
'[12:49:27.728 25/01/1995]',-0.057,-0.033,0.003,17.261,-0.549,-0.566
'[12:49:27.730 25/01/1995]',-0.028,-0.033,0.003,17.261,-0.549,-0.566
'[12:49:27.732 25/01/1995]',-0.028,-0.033,0.003,17.261,-0.549,-0.566
'[12:49:27.734 25/01/1995]',-0.013,-0.033,0.003,17.261,-0.549,-0.566
'[12:49:27.736 25/01/1995]',-0.013,0.003,0.003,17.563,-0.546,-0.567
'[12:49:27.738 25/01/1995]',-0.013,0.003,0.003,17.563,-0.546,-0.567
'[12:49:27.740 25/01/1995]',-0.028,-0.033,0.003,17.563,-0.546,-0.567
'[12:49:27.742 25/01/1995]',-0.028,-0.033,0.003,17.563,-0.546,-0.567
'[12:49:27.744 25/01/1995]',-0.028,-0.033,0.003,17.663,-0.543,-0.568
'[12:49:27.746 25/01/1995]',-0.028,-0.033,0.003,17.663,-0.543,-0.568
'[12:49:27.748 25/01/1995]',-0.028,-0.033,0.003,17.663,-0.543,-0.568
'[12:49:27.750 25/01/1995]',-0.013,0.003,0.003,17.663,-0.543,-0.568
'[12:49:27.752 25/01/1995]',-0.013,0.003,0.003,17.663,-0.540,-0.568
'[12:49:27.754 25/01/1995]',-0.013,0.003,0.003,17.663,-0.540,-0.568
'[12:49:27.756 25/01/1995]',-0.013,0.003,0.003,17.663,-0.540,-0.568
'[12:49:27.758 25/01/1995]',0.001,0.003,0.003,17.663,-0.540,-0.568
'[12:49:27.760 25/01/1995]',0.001,0.003,0.003,17.487,-0.539,-0.569
'[12:49:27.762 25/01/1995]',0.001,0.003,0.003,17.487,-0.539,-0.569
'[12:49:27.764 25/01/1995]',0.015,0.003,0.035,17.487,-0.539,-0.569
'[12:49:27.766 25/01/1995]',0.030,0.037,0.035,17.487,-0.539,-0.569
'[12:49:27.768 25/01/1995]',0.045,0.037,0.068,17.211,-0.537,-0.569
'[12:49:27.770 25/01/1995]',0.059,0.037,0.068,17.211,-0.537,-0.569
'[12:49:27.772 25/01/1995]',0.059,0.037,0.068,17.211,-0.537,-0.569
'[12:49:27.774 25/01/1995]',0.045,0.037,0.068,17.211,-0.537,-0.569
'[12:49:27.776 25/01/1995]',0.030,0.037,0.068,16.784,-0.539,-0.569
'[12:49:27.778 25/01/1995]',0.030,0.037,0.102,16.784,-0.539,-0.569
'[12:49:27.780 25/01/1995]',0.045,0.037,0.102,16.784,-0.539,-0.569
'[12:49:27.782 25/01/1995]',0.045,0.037,0.102,16.784,-0.539,-0.569
'[12:49:27.784 25/01/1995]',0.059,0.037,0.102,16.432,-0.542,-0.568
'[12:49:27.786 25/01/1995]',0.074,0.073,0.135,16.432,-0.542,-0.568
'[12:49:27.788 25/01/1995]',0.089,0.073,0.135,16.432,-0.542,-0.568
'[12:49:27.790 25/01/1995]',0.104,0.109,0.135,16.432,-0.542,-0.568
'[12:49:27.792 25/01/1995]',0.104,0.109,0.102,16.206,-0.544,-0.568
'[12:49:27.794 25/01/1995]',0.118,0.109,0.102,16.206,-0.544,-0.568
'[12:49:27.796 25/01/1995]',0.133,0.145,0.068,16.206,-0.544,-0.568
'[12:49:27.798 25/01/1995]',0.162,0.145,0.035,16.206,-0.544,-0.568
'[12:49:27.800 25/01/1995]',0.192,0.181,0.035,15.955,-0.547,-0.567
'[12:49:27.802 25/01/1995]',0.250,0.252,0.003,15.955,-0.547,-0.567
'[12:49:27.804 25/01/1995]',0.324,0.324,0.003,15.955,-0.547,-0.567
'[12:49:27.806 25/01/1995]',0.412,0.432,0.003,15.955,-0.547,-0.567
'[12:49:27.808 25/01/1995]',0.514,0.537,0.003,15.729,-0.550,-0.566
'[12:49:27.810 25/01/1995]',0.617,0.645,-0.030,15.729,-0.550,-0.566
'[12:49:27.812 25/01/1995]',0.675,0.717,-0.064,15.729,-0.550,-0.566
'[12:49:27.814 25/01/1995]',0.660,0.717,-0.097,15.729,-0.550,-0.566
'[12:49:27.816 25/01/1995]',0.631,0.681,-0.131,15.553,-0.557,-0.565
'[12:49:27.818 25/01/1995]',0.529,0.537,-0.164,15.553,-0.557,-0.565
'[12:49:27.820 25/01/1995]',0.353,0.360,-0.198,15.553,-0.557,-0.565
'[12:49:27.822 25/01/1995]',0.207,0.217,-0.231,15.553,-0.557,-0.565
'[12:49:27.824 25/01/1995]',0.074,0.073,-0.231,15.377,-0.560,-0.564
'[12:49:27.826 25/01/1995]',-0.013,0.003,-0.231,15.377,-0.560,-0.564
'[12:49:27.828 25/01/1995]',-0.087,-0.104,-0.231,15.377,-0.560,-0.564
'[12:49:27.830 25/01/1995]',-0.146,-0.140,-0.198,15.377,-0.560,-0.564
'[12:49:27.832 25/01/1995]',-0.205,-0.212,-0.164,15.251,-0.566,-0.562
'[12:49:27.834 25/01/1995]',-0.277,-0.283,-0.164,15.251,-0.566,-0.562
'[12:49:27.836 25/01/1995]',-0.322,-0.355,-0.198,15.251,-0.566,-0.562
'[12:49:27.838 25/01/1995]',-0.380,-0.391,-0.198,15.251,-0.566,-0.562
'[12:49:27.840 25/01/1995]',-0.424,-0.463,-0.198,15.327,-0.572,-0.561
'[12:49:27.842 25/01/1995]',-0.439,-0.463,-0.198,15.327,-0.572,-0.561
'[12:49:27.844 25/01/1995]',-0.439,-0.463,-0.198,15.327,-0.572,-0.561
'[12:49:27.846 25/01/1995]',-0.410,-0.427,-0.198,15.327,-0.572,-0.561
'[12:49:27.848 25/01/1995]',-0.366,-0.391,-0.164,15.427,-0.578,-0.560
'[12:49:27.850 25/01/1995]',-0.307,-0.319,-0.164,15.427,-0.578,-0.560
'[12:49:27.852 25/01/1995]',-0.248,-0.248,-0.131,15.427,-0.578,-0.560
'[12:49:27.854 25/01/1995]',-0.219,-0.212,-0.097,15.427,-0.578,-0.560
'[12:49:27.856 25/01/1995]',-0.190,-0.176,-0.064,15.603,-0.581,-0.558
'[12:49:27.858 25/01/1995]',-0.160,-0.176,-0.064,15.603,-0.581,-0.558
'[12:49:27.860 25/01/1995]',-0.160,-0.176,-0.064,15.603,-0.581,-0.558
'[12:49:27.862 25/01/1995]',-0.146,-0.140,-0.030,15.603,-0.581,-0.558
'[12:49:27.864 25/01/1995]',-0.131,-0.104,-0.030,15.779,-0.588,-0.557
'[12:49:27.866 25/01/1995]',-0.116,-0.104,-0.030,15.779,-0.588,-0.557
'[12:49:27.868 25/01/1995]',-0.116,-0.104,-0.030,15.779,-0.588,-0.557
'[12:49:27.870 25/01/1995]',-0.131,-0.104,0.003,15.779,-0.588,-0.557
'[12:49:27.872 25/01/1995]',-0.116,-0.104,0.003,16.030,-0.591,-0.555
'[12:49:27.874 25/01/1995]',-0.116,-0.104,0.003,16.030,-0.591,-0.555
'[12:49:27.876 25/01/1995]',-0.102,-0.104,0.003,16.030,-0.591,-0.555
'[12:49:27.878 25/01/1995]',-0.102,-0.068,0.003,16.030,-0.591,-0.555
'[12:49:27.880 25/01/1995]',-0.087,-0.068,0.003,16.256,-0.597,-0.555
'[12:49:27.882 25/01/1995]',-0.072,-0.068,0.003,16.256,-0.597,-0.555
'[12:49:27.884 25/01/1995]',-0.072,-0.068,0.003,16.256,-0.597,-0.555
'[12:49:27.886 25/01/1995]',-0.087,-0.068,0.003,16.256,-0.597,-0.555
'[12:49:27.888 25/01/1995]',-0.087,-0.068,0.003,16.482,-0.599,-0.555
'[12:49:27.890 25/01/1995]',-0.072,-0.068,0.003,16.482,-0.599,-0.555
'[12:49:27.892 25/01/1995]',-0.072,-0.068,0.003,16.482,-0.599,-0.555
'[12:49:27.894 25/01/1995]',-0.087,-0.068,0.003,16.482,-0.599,-0.555
'[12:49:27.896 25/01/1995]',-0.072,-0.068,0.003,16.784,-0.604,-0.556
'[12:49:27.898 25/01/1995]',-0.072,-0.068,0.003,16.784,-0.604,-0.556
'[12:49:27.900 25/01/1995]',-0.057,-0.068,0.003,16.784,-0.604,-0.556
'[12:49:27.902 25/01/1995]',-0.057,-0.068,0.003,16.784,-0.604,-0.556
'[12:49:27.904 25/01/1995]',-0.057,-0.068,0.003,17.387,-0.605,-0.558
'[12:49:27.906 25/01/1995]',-0.057,-0.068,0.003,17.387,-0.605,-0.558
'[12:49:27.908 25/01/1995]',-0.072,-0.068,0.003,17.387,-0.605,-0.558
'[12:49:27.910 25/01/1995]',-0.072,-0.068,0.003,17.387,-0.605,-0.558
'[12:49:27.912 25/01/1995]',-0.072,-0.068,0.003,18.367,-0.608,-0.560
'[12:49:27.914 25/01/1995]',-0.087,-0.068,0.003,18.367,-0.608,-0.560
