'Time and date','II','V','ABP','PLETH','RESP'
'[07:00:56.316 31/05/1995]',0.002,0.065,75.188,-0.493,-0.117
'[07:00:56.318 31/05/1995]',0.002,0.044,75.188,-0.493,-0.117
'[07:00:56.320 31/05/1995]',0.002,0.044,74.737,-0.500,-0.113
'[07:00:56.322 31/05/1995]',0.002,0.044,74.737,-0.500,-0.113
'[07:00:56.324 31/05/1995]',0.002,0.044,74.737,-0.500,-0.113
'[07:00:56.326 31/05/1995]',0.002,0.044,74.737,-0.500,-0.113
'[07:00:56.328 31/05/1995]',0.002,0.044,74.361,-0.506,-0.110
'[07:00:56.330 31/05/1995]',0.002,0.044,74.361,-0.506,-0.110
'[07:00:56.332 31/05/1995]',0.002,0.044,74.361,-0.506,-0.110
'[07:00:56.334 31/05/1995]',0.026,0.044,74.361,-0.506,-0.110
'[07:00:56.336 31/05/1995]',0.026,0.044,74.211,-0.511,-0.107
'[07:00:56.338 31/05/1995]',0.026,0.022,74.211,-0.511,-0.107
'[07:00:56.340 31/05/1995]',0.026,0.022,74.211,-0.511,-0.107
'[07:00:56.342 31/05/1995]',0.026,0.044,74.211,-0.511,-0.107
'[07:00:56.344 31/05/1995]',0.026,0.044,74.586,-0.515,-0.106
'[07:00:56.346 31/05/1995]',0.051,0.044,74.586,-0.515,-0.106
'[07:00:56.348 31/05/1995]',0.051,0.044,74.586,-0.515,-0.106
'[07:00:56.350 31/05/1995]',0.051,0.022,74.586,-0.515,-0.106
'[07:00:56.352 31/05/1995]',0.051,0.022,76.241,-0.518,-0.105
'[07:00:56.354 31/05/1995]',0.051,0.022,76.241,-0.518,-0.105
'[07:00:56.356 31/05/1995]',0.076,0.022,76.241,-0.518,-0.105
'[07:00:56.358 31/05/1995]',0.051,0.022,76.241,-0.518,-0.105
'[07:00:56.360 31/05/1995]',0.076,0.044,80.226,-0.519,-0.105
'[07:00:56.362 31/05/1995]',0.076,0.022,80.226,-0.519,-0.105
'[07:00:56.364 31/05/1995]',0.101,0.022,80.226,-0.519,-0.105
'[07:00:56.366 31/05/1995]',0.101,0.022,80.226,-0.519,-0.105
'[07:00:56.368 31/05/1995]',0.101,0.002,86.842,-0.521,-0.106
'[07:00:56.370 31/05/1995]',0.101,0.002,86.842,-0.521,-0.106
'[07:00:56.372 31/05/1995]',0.101,0.002,86.842,-0.521,-0.106
'[07:00:56.374 31/05/1995]',0.126,0.002,86.842,-0.521,-0.106
'[07:00:56.376 31/05/1995]',0.126,0.022,95.038,-0.520,-0.107
'[07:00:56.378 31/05/1995]',0.151,0.022,95.038,-0.520,-0.107
'[07:00:56.380 31/05/1995]',0.151,0.022,95.038,-0.520,-0.107
'[07:00:56.382 31/05/1995]',0.151,0.002,95.038,-0.520,-0.107
'[07:00:56.384 31/05/1995]',0.151,0.002,103.383,-0.516,-0.109
'[07:00:56.386 31/05/1995]',0.151,0.002,103.383,-0.516,-0.109
'[07:00:56.388 31/05/1995]',0.151,0.002,103.383,-0.516,-0.109
'[07:00:56.390 31/05/1995]',0.176,0.002,103.383,-0.516,-0.109
'[07:00:56.392 31/05/1995]',0.176,0.002,110.902,-0.507,-0.110
'[07:00:56.394 31/05/1995]',0.176,0.002,110.902,-0.507,-0.110
'[07:00:56.396 31/05/1995]',0.176,0.002,110.902,-0.507,-0.110
'[07:00:56.398 31/05/1995]',0.201,0.002,110.902,-0.507,-0.110
'[07:00:56.400 31/05/1995]',0.226,0.002,117.594,-0.489,-0.110
'[07:00:56.402 31/05/1995]',0.226,0.002,117.594,-0.489,-0.110
'[07:00:56.404 31/05/1995]',0.226,0.002,117.594,-0.489,-0.110
'[07:00:56.406 31/05/1995]',0.226,0.002,117.594,-0.489,-0.110
'[07:00:56.408 31/05/1995]',0.226,0.002,123.534,-0.460,-0.110
'[07:00:56.410 31/05/1995]',0.251,0.002,123.534,-0.460,-0.110
'[07:00:56.412 31/05/1995]',0.251,0.002,123.534,-0.460,-0.110
'[07:00:56.414 31/05/1995]',0.251,0.002,123.534,-0.460,-0.110
'[07:00:56.416 31/05/1995]',0.251,0.002,128.346,-0.415,-0.108
'[07:00:56.418 31/05/1995]',0.251,-0.020,128.346,-0.415,-0.108
'[07:00:56.420 31/05/1995]',0.251,-0.020,128.346,-0.415,-0.108
'[07:00:56.422 31/05/1995]',0.251,-0.020,128.346,-0.415,-0.108
'[07:00:56.424 31/05/1995]',0.251,-0.020,131.353,-0.355,-0.107
'[07:00:56.426 31/05/1995]',0.276,-0.020,131.353,-0.355,-0.107
'[07:00:56.428 31/05/1995]',0.276,0.002,131.353,-0.355,-0.107
'[07:00:56.430 31/05/1995]',0.276,-0.020,131.353,-0.355,-0.107
'[07:00:56.432 31/05/1995]',0.276,-0.020,132.632,-0.279,-0.105
'[07:00:56.434 31/05/1995]',0.276,-0.020,132.632,-0.279,-0.105
'[07:00:56.436 31/05/1995]',0.276,-0.020,132.632,-0.279,-0.105
'[07:00:56.438 31/05/1995]',0.276,-0.041,132.632,-0.279,-0.105
'[07:00:56.440 31/05/1995]',0.276,-0.020,132.105,-0.189,-0.103
'[07:00:56.442 31/05/1995]',0.251,-0.020,132.105,-0.189,-0.103
'[07:00:56.444 31/05/1995]',0.251,-0.020,132.105,-0.189,-0.103
'[07:00:56.446 31/05/1995]',0.251,-0.020,132.105,-0.189,-0.103
'[07:00:56.448 31/05/1995]',0.251,-0.020,130.451,-0.086,-0.102
'[07:00:56.450 31/05/1995]',0.251,-0.020,130.451,-0.086,-0.102
'[07:00:56.452 31/05/1995]',0.251,-0.020,130.451,-0.086,-0.102
'[07:00:56.454 31/05/1995]',0.251,-0.041,130.451,-0.086,-0.102
'[07:00:56.456 31/05/1995]',0.226,-0.020,128.120,0.021,-0.101
'[07:00:56.458 31/05/1995]',0.226,-0.020,128.120,0.021,-0.101
'[07:00:56.460 31/05/1995]',0.201,-0.020,128.120,0.021,-0.101
'[07:00:56.462 31/05/1995]',0.201,-0.020,128.120,0.021,-0.101
'[07:00:56.464 31/05/1995]',0.201,-0.020,125.338,0.130,-0.100
'[07:00:56.466 31/05/1995]',0.201,-0.020,125.338,0.130,-0.100
'[07:00:56.468 31/05/1995]',0.201,-0.041,125.338,0.130,-0.100
'[07:00:56.470 31/05/1995]',0.176,-0.041,125.338,0.130,-0.100
'[07:00:56.472 31/05/1995]',0.176,-0.020,122.406,0.231,-0.099
'[07:00:56.474 31/05/1995]',0.151,-0.020,122.406,0.231,-0.099
'[07:00:56.476 31/05/1995]',0.151,-0.020,122.406,0.231,-0.099
'[07:00:56.478 31/05/1995]',0.151,-0.020,122.406,0.231,-0.099
'[07:00:56.480 31/05/1995]',0.126,-0.020,119.474,0.322,-0.099
'[07:00:56.482 31/05/1995]',0.126,-0.020,119.474,0.322,-0.099
'[07:00:56.484 31/05/1995]',0.126,-0.020,119.474,0.322,-0.099
'[07:00:56.486 31/05/1995]',0.101,-0.020,119.474,0.322,-0.099
'[07:00:56.488 31/05/1995]',0.101,-0.020,116.767,0.396,-0.100
'[07:00:56.490 31/05/1995]',0.076,-0.020,116.767,0.396,-0.100
'[07:00:56.492 31/05/1995]',0.076,0.002,116.767,0.396,-0.100
'[07:00:56.494 31/05/1995]',0.051,0.002,116.767,0.396,-0.100
'[07:00:56.496 31/05/1995]',0.051,0.002,114.286,0.450,-0.102
'[07:00:56.498 31/05/1995]',0.051,0.002,114.286,0.450,-0.102
'[07:00:56.500 31/05/1995]',0.051,0.002,114.286,0.450,-0.102
'[07:00:56.502 31/05/1995]',0.026,0.002,114.286,0.450,-0.102
'[07:00:56.504 31/05/1995]',0.002,0.002,111.955,0.485,-0.106
'[07:00:56.506 31/05/1995]',0.002,0.002,111.955,0.485,-0.106
'[07:00:56.508 31/05/1995]',0.002,0.002,111.955,0.485,-0.106
'[07:00:56.510 31/05/1995]',0.002,0.002,111.955,0.485,-0.106
'[07:00:56.512 31/05/1995]',0.002,0.002,110.000,0.503,-0.111
'[07:00:56.514 31/05/1995]',0.002,0.002,110.000,0.503,-0.111
'[07:00:56.516 31/05/1995]',0.002,0.002,110.000,0.503,-0.111
'[07:00:56.518 31/05/1995]',-0.023,0.002,110.000,0.503,-0.111
'[07:00:56.520 31/05/1995]',-0.023,0.002,108.195,0.504,-0.116
'[07:00:56.522 31/05/1995]',-0.048,0.002,108.195,0.504,-0.116
'[07:00:56.524 31/05/1995]',-0.048,0.002,108.195,0.504,-0.116
'[07:00:56.526 31/05/1995]',-0.048,0.002,108.195,0.504,-0.116
'[07:00:56.528 31/05/1995]',-0.048,0.022,106.541,0.490,-0.122
'[07:00:56.530 31/05/1995]',-0.048,0.002,106.541,0.490,-0.122
'[07:00:56.532 31/05/1995]',-0.073,0.002,106.541,0.490,-0.122
'[07:00:56.534 31/05/1995]',-0.048,0.002,106.541,0.490,-0.122
'[07:00:56.536 31/05/1995]',-0.073,0.002,105.038,0.467,-0.129
'[07:00:56.538 31/05/1995]',-0.073,0.002,105.038,0.467,-0.129
'[07:00:56.540 31/05/1995]',-0.098,0.002,105.038,0.467,-0.129
'[07:00:56.542 31/05/1995]',-0.098,0.002,105.038,0.467,-0.129
'[07:00:56.544 31/05/1995]',-0.098,0.002,103.609,0.433,-0.136
'[07:00:56.546 31/05/1995]',-0.098,0.022,103.609,0.433,-0.136
'[07:00:56.548 31/05/1995]',-0.098,0.022,103.609,0.433,-0.136
'[07:00:56.550 31/05/1995]',-0.098,0.002,103.609,0.433,-0.136
'[07:00:56.552 31/05/1995]',-0.098,0.002,102.256,0.394,-0.145
'[07:00:56.554 31/05/1995]',-0.098,0.002,102.256,0.394,-0.145
'[07:00:56.556 31/05/1995]',-0.098,0.002,102.256,0.394,-0.145
'[07:00:56.558 31/05/1995]',-0.098,0.002,102.256,0.394,-0.145
'[07:00:56.560 31/05/1995]',-0.098,0.022,100.752,0.351,-0.155
'[07:00:56.562 31/05/1995]',-0.098,0.022,100.752,0.351,-0.155
'[07:00:56.564 31/05/1995]',-0.098,0.022,100.752,0.351,-0.155
'[07:00:56.566 31/05/1995]',-0.098,0.002,100.752,0.351,-0.155
'[07:00:56.568 31/05/1995]',-0.098,0.002,99.173,0.306,-0.167
'[07:00:56.570 31/05/1995]',-0.098,0.002,99.173,0.306,-0.167
'[07:00:56.572 31/05/1995]',-0.098,0.002,99.173,0.306,-0.167
'[07:00:56.574 31/05/1995]',-0.098,0.002,99.173,0.306,-0.167
'[07:00:56.576 31/05/1995]',-0.098,0.002,97.444,0.260,-0.179
'[07:00:56.578 31/05/1995]',-0.098,0.022,97.444,0.260,-0.179
'[07:00:56.580 31/05/1995]',-0.098,0.022,97.444,0.260,-0.179
'[07:00:56.582 31/05/1995]',-0.098,0.022,97.444,0.260,-0.179
'[07:00:56.584 31/05/1995]',-0.098,0.002,95.714,0.212,-0.193
'[07:00:56.586 31/05/1995]',-0.098,0.002,95.714,0.212,-0.193
'[07:00:56.588 31/05/1995]',-0.098,0.002,95.714,0.212,-0.193
'[07:00:56.590 31/05/1995]',-0.098,0.002,95.714,0.212,-0.193
'[07:00:56.592 31/05/1995]',-0.098,0.002,93.910,0.166,-0.207
'[07:00:56.594 31/05/1995]',-0.098,0.022,93.910,0.166,-0.207
'[07:00:56.596 31/05/1995]',-0.098,0.002,93.910,0.166,-0.207
'[07:00:56.598 31/05/1995]',-0.098,0.002,93.910,0.166,-0.207
'[07:00:56.600 31/05/1995]',-0.098,0.002,92.105,0.119,-0.223
'[07:00:56.602 31/05/1995]',-0.098,0.002,92.105,0.119,-0.223
'[07:00:56.604 31/05/1995]',-0.098,0.002,92.105,0.119,-0.223
'[07:00:56.606 31/05/1995]',-0.098,0.002,92.105,0.119,-0.223
'[07:00:56.608 31/05/1995]',-0.098,0.002,90.451,0.075,-0.238
'[07:00:56.610 31/05/1995]',-0.098,0.022,90.451,0.075,-0.238
'[07:00:56.612 31/05/1995]',-0.098,0.022,90.451,0.075,-0.238
'[07:00:56.614 31/05/1995]',-0.098,0.022,90.451,0.075,-0.238
'[07:00:56.616 31/05/1995]',-0.073,0.002,89.173,0.032,-0.253
'[07:00:56.618 31/05/1995]',-0.073,0.002,89.173,0.032,-0.253
'[07:00:56.620 31/05/1995]',-0.098,0.002,89.173,0.032,-0.253
'[07:00:56.622 31/05/1995]',-0.098,0.002,89.173,0.032,-0.253
'[07:00:56.624 31/05/1995]',-0.098,0.002,88.195,-0.010,-0.267
'[07:00:56.626 31/05/1995]',-0.098,0.002,88.195,-0.010,-0.267
'[07:00:56.628 31/05/1995]',-0.098,0.022,88.195,-0.010,-0.267
'[07:00:56.630 31/05/1995]',-0.098,0.002,88.195,-0.010,-0.267
'[07:00:56.632 31/05/1995]',-0.073,0.002,87.519,-0.053,-0.280
'[07:00:56.634 31/05/1995]',-0.073,0.002,87.519,-0.053,-0.280
'[07:00:56.636 31/05/1995]',-0.098,0.002,87.519,-0.053,-0.280
'[07:00:56.638 31/05/1995]',-0.098,0.002,87.519,-0.053,-0.280
'[07:00:56.640 31/05/1995]',-0.098,0.002,87.143,-0.093,-0.293
'[07:00:56.642 31/05/1995]',-0.098,0.002,87.143,-0.093,-0.293
'[07:00:56.644 31/05/1995]',-0.098,0.022,87.143,-0.093,-0.293
'[07:00:56.646 31/05/1995]',-0.098,0.022,87.143,-0.093,-0.293
'[07:00:56.648 31/05/1995]',-0.098,0.022,87.068,-0.133,-0.305
'[07:00:56.650 31/05/1995]',-0.098,0.002,87.068,-0.133,-0.305
'[07:00:56.652 31/05/1995]',-0.073,0.002,87.068,-0.133,-0.305
'[07:00:56.654 31/05/1995]',-0.098,0.002,87.068,-0.133,-0.305
'[07:00:56.656 31/05/1995]',-0.098,0.002,87.293,-0.172,-0.318
'[07:00:56.658 31/05/1995]',-0.098,0.002,87.293,-0.172,-0.318
'[07:00:56.660 31/05/1995]',-0.098,0.022,87.293,-0.172,-0.318
'[07:00:56.662 31/05/1995]',-0.098,0.022,87.293,-0.172,-0.318
'[07:00:56.664 31/05/1995]',-0.098,0.022,87.820,-0.208,-0.329
'[07:00:56.666 31/05/1995]',-0.098,0.002,87.820,-0.208,-0.329
'[07:00:56.668 31/05/1995]',-0.098,0.002,87.820,-0.208,-0.329
'[07:00:56.670 31/05/1995]',-0.098,0.002,87.820,-0.208,-0.329
'[07:00:56.672 31/05/1995]',-0.098,0.002,88.496,-0.244,-0.340
'[07:00:56.674 31/05/1995]',-0.098,0.002,88.496,-0.244,-0.340
'[07:00:56.676 31/05/1995]',-0.098,0.022,88.496,-0.244,-0.340
'[07:00:56.678 31/05/1995]',-0.098,0.022,88.496,-0.244,-0.340
'[07:00:56.680 31/05/1995]',-0.098,0.022,89.398,-0.276,-0.350
'[07:00:56.682 31/05/1995]',-0.098,0.022,89.398,-0.276,-0.350
'[07:00:56.684 31/05/1995]',-0.098,0.002,89.398,-0.276,-0.350
'[07:00:56.686 31/05/1995]',-0.098,0.002,89.398,-0.276,-0.350
'[07:00:56.688 31/05/1995]',-0.098,0.002,90.301,-0.306,-0.360
'[07:00:56.690 31/05/1995]',-0.098,0.022,90.301,-0.306,-0.360
'[07:00:56.692 31/05/1995]',-0.098,0.022,90.301,-0.306,-0.360
'[07:00:56.694 31/05/1995]',-0.098,0.022,90.301,-0.306,-0.360
'[07:00:56.696 31/05/1995]',-0.073,0.044,91.278,-0.330,-0.370
'[07:00:56.698 31/05/1995]',-0.048,0.022,91.278,-0.330,-0.370
'[07:00:56.700 31/05/1995]',-0.048,0.022,91.278,-0.330,-0.370
'[07:00:56.702 31/05/1995]',-0.048,0.022,91.278,-0.330,-0.370
'[07:00:56.704 31/05/1995]',-0.048,0.044,92.256,-0.350,-0.380
'[07:00:56.706 31/05/1995]',-0.048,0.044,92.256,-0.350,-0.380
'[07:00:56.708 31/05/1995]',-0.048,0.065,92.256,-0.350,-0.380
'[07:00:56.710 31/05/1995]',-0.023,0.065,92.256,-0.350,-0.380
'[07:00:56.712 31/05/1995]',-0.023,0.065,93.008,-0.365,-0.389
'[07:00:56.714 31/05/1995]',0.002,0.065,93.008,-0.365,-0.389
'[07:00:56.716 31/05/1995]',0.002,0.044,93.008,-0.365,-0.389
'[07:00:56.718 31/05/1995]',0.002,0.044,93.008,-0.365,-0.389
'[07:00:56.720 31/05/1995]',0.002,0.022,93.684,-0.374,-0.398
'[07:00:56.722 31/05/1995]',0.002,0.022,93.684,-0.374,-0.398
'[07:00:56.724 31/05/1995]',0.002,0.022,93.684,-0.374,-0.398
'[07:00:56.726 31/05/1995]',0.002,0.022,93.684,-0.374,-0.398
'[07:00:56.728 31/05/1995]',0.002,0.002,93.985,-0.378,-0.406
'[07:00:56.730 31/05/1995]',0.002,0.002,93.985,-0.378,-0.406
'[07:00:56.732 31/05/1995]',0.002,0.002,93.985,-0.378,-0.406
'[07:00:56.734 31/05/1995]',0.002,0.002,93.985,-0.378,-0.406
'[07:00:56.736 31/05/1995]',0.002,0.002,94.211,-0.375,-0.415
'[07:00:56.738 31/05/1995]',0.002,0.002,94.211,-0.375,-0.415
'[07:00:56.740 31/05/1995]',0.002,0.002,94.211,-0.375,-0.415
'[07:00:56.742 31/05/1995]',0.002,0.002,94.211,-0.375,-0.415
'[07:00:56.744 31/05/1995]',0.002,0.002,94.060,-0.367,-0.424
'[07:00:56.746 31/05/1995]',0.002,0.002,94.060,-0.367,-0.424
'[07:00:56.748 31/05/1995]',0.002,0.002,94.060,-0.367,-0.424
'[07:00:56.750 31/05/1995]',0.002,0.002,94.060,-0.367,-0.424
'[07:00:56.752 31/05/1995]',-0.023,0.002,93.759,-0.356,-0.432
'[07:00:56.754 31/05/1995]',-0.023,0.002,93.759,-0.356,-0.432
'[07:00:56.756 31/05/1995]',-0.048,0.002,93.759,-0.356,-0.432
'[07:00:56.758 31/05/1995]',-0.048,0.002,93.759,-0.356,-0.432
'[07:00:56.760 31/05/1995]',-0.048,0.002,93.308,-0.343,-0.441
'[07:00:56.762 31/05/1995]',-0.073,0.002,93.308,-0.343,-0.441
'[07:00:56.764 31/05/1995]',-0.073,0.002,93.308,-0.343,-0.441
'[07:00:56.766 31/05/1995]',-0.073,0.002,93.308,-0.343,-0.441
'[07:00:56.768 31/05/1995]',-0.098,0.002,92.707,-0.316,-0.450
'[07:00:56.770 31/05/1995]',-0.098,0.002,92.707,-0.316,-0.450
'[07:00:56.772 31/05/1995]',-0.098,0.002,92.707,-0.316,-0.450
'[07:00:56.774 31/05/1995]',-0.122,0.002,92.707,-0.316,-0.450
'[07:00:56.776 31/05/1995]',-0.122,0.002,91.955,-0.299,-0.458
'[07:00:56.778 31/05/1995]',-0.122,0.002,91.955,-0.299,-0.458
'[07:00:56.780 31/05/1995]',-0.122,0.002,91.955,-0.299,-0.458
'[07:00:56.782 31/05/1995]',-0.122,0.002,91.955,-0.299,-0.458
'[07:00:56.784 31/05/1995]',-0.122,0.002,91.053,-0.283,-0.465
'[07:00:56.786 31/05/1995]',-0.122,0.002,91.053,-0.283,-0.465
'[07:00:56.788 31/05/1995]',-0.122,0.002,91.053,-0.283,-0.465
'[07:00:56.790 31/05/1995]',-0.122,0.002,91.053,-0.283,-0.465
'[07:00:56.792 31/05/1995]',-0.147,0.002,90.226,-0.267,-0.472
'[07:00:56.794 31/05/1995]',-0.147,0.002,90.226,-0.267,-0.472
'[07:00:56.796 31/05/1995]',-0.122,0.002,90.226,-0.267,-0.472
'[07:00:56.798 31/05/1995]',-0.122,0.002,90.226,-0.267,-0.472
'[07:00:56.800 31/05/1995]',-0.122,0.002,89.248,-0.255,-0.478
'[07:00:56.802 31/05/1995]',-0.098,0.002,89.248,-0.255,-0.478
'[07:00:56.804 31/05/1995]',-0.122,0.002,89.248,-0.255,-0.478
'[07:00:56.806 31/05/1995]',-0.122,0.002,89.248,-0.255,-0.478
'[07:00:56.808 31/05/1995]',-0.122,0.002,88.346,-0.244,-0.484
'[07:00:56.810 31/05/1995]',-0.122,0.002,88.346,-0.244,-0.484
'[07:00:56.812 31/05/1995]',-0.122,0.002,88.346,-0.244,-0.484
'[07:00:56.814 31/05/1995]',-0.098,0.002,88.346,-0.244,-0.484
'[07:00:56.816 31/05/1995]',-0.098,0.022,87.368,-0.238,-0.490
'[07:00:56.818 31/05/1995]',-0.098,0.022,87.368,-0.238,-0.490
'[07:00:56.820 31/05/1995]',-0.098,0.065,87.368,-0.238,-0.490
'[07:00:56.822 31/05/1995]',-0.098,0.087,87.368,-0.238,-0.490
'[07:00:56.824 31/05/1995]',-0.122,0.130,86.466,-0.234,-0.496
'[07:00:56.826 31/05/1995]',-0.122,0.151,86.466,-0.234,-0.496
'[07:00:56.828 31/05/1995]',-0.098,0.151,86.466,-0.234,-0.496
'[07:00:56.830 31/05/1995]',-0.098,0.151,86.466,-0.234,-0.496
'[07:00:56.832 31/05/1995]',-0.048,0.108,85.489,-0.234,-0.501
'[07:00:56.834 31/05/1995]',0.002,0.087,85.489,-0.234,-0.501
'[07:00:56.836 31/05/1995]',0.051,0.065,85.489,-0.234,-0.501
'[07:00:56.838 31/05/1995]',0.126,0.065,85.489,-0.234,-0.501
'[07:00:56.840 31/05/1995]',0.226,0.022,84.662,-0.236,-0.507
'[07:00:56.842 31/05/1995]',0.374,-0.020,84.662,-0.236,-0.507
'[07:00:56.844 31/05/1995]',0.524,-0.148,84.662,-0.236,-0.507
'[07:00:56.846 31/05/1995]',0.722,-0.299,84.662,-0.236,-0.507
'[07:00:56.848 31/05/1995]',0.947,-0.448,83.910,-0.242,-0.512
'[07:00:56.850 31/05/1995]',1.120,-0.599,83.910,-0.242,-0.512
'[07:00:56.852 31/05/1995]',1.220,-0.705,83.910,-0.242,-0.512
'[07:00:56.854 31/05/1995]',1.120,-0.727,83.910,-0.242,-0.512
'[07:00:56.856 31/05/1995]',0.847,-0.684,83.158,-0.249,-0.518
'[07:00:56.858 31/05/1995]',0.474,-0.599,83.158,-0.249,-0.518
'[07:00:56.860 31/05/1995]',0.101,-0.491,83.158,-0.249,-0.518
'[07:00:56.862 31/05/1995]',-0.122,-0.405,83.158,-0.249,-0.518
'[07:00:56.864 31/05/1995]',-0.297,-0.319,82.406,-0.260,-0.523
'[07:00:56.866 31/05/1995]',-0.421,-0.299,82.406,-0.260,-0.523
'[07:00:56.868 31/05/1995]',-0.520,-0.277,82.406,-0.260,-0.523
'[07:00:56.870 31/05/1995]',-0.570,-0.277,82.406,-0.260,-0.523
'[07:00:56.872 31/05/1995]',-0.570,-0.256,81.880,-0.271,-0.527
'[07:00:56.874 31/05/1995]',-0.545,-0.234,81.880,-0.271,-0.527
'[07:00:56.876 31/05/1995]',-0.495,-0.191,81.880,-0.271,-0.527
'[07:00:56.878 31/05/1995]',-0.421,-0.148,81.880,-0.271,-0.527
'[07:00:56.880 31/05/1995]',-0.371,-0.105,81.278,-0.284,-0.531
'[07:00:56.882 31/05/1995]',-0.272,-0.062,81.278,-0.284,-0.531
'[07:00:56.884 31/05/1995]',-0.222,-0.062,81.278,-0.284,-0.531
'[07:00:56.886 31/05/1995]',-0.197,-0.041,81.278,-0.284,-0.531
'[07:00:56.888 31/05/1995]',-0.147,0.002,80.752,-0.297,-0.535
'[07:00:56.890 31/05/1995]',-0.147,0.002,80.752,-0.297,-0.535
'[07:00:56.892 31/05/1995]',-0.147,0.002,80.752,-0.297,-0.535
'[07:00:56.894 31/05/1995]',-0.122,0.022,80.752,-0.297,-0.535
'[07:00:56.896 31/05/1995]',-0.098,0.022,80.226,-0.311,-0.539
'[07:00:56.898 31/05/1995]',-0.098,0.022,80.226,-0.311,-0.539
'[07:00:56.900 31/05/1995]',-0.098,0.022,80.226,-0.311,-0.539
'[07:00:56.902 31/05/1995]',-0.098,0.022,80.226,-0.311,-0.539
'[07:00:56.904 31/05/1995]',-0.098,0.022,79.774,-0.326,-0.542
'[07:00:56.906 31/05/1995]',-0.098,0.022,79.774,-0.326,-0.542
'[07:00:56.908 31/05/1995]',-0.098,0.044,79.774,-0.326,-0.542
'[07:00:56.910 31/05/1995]',-0.098,0.044,79.774,-0.326,-0.542
'[07:00:56.912 31/05/1995]',-0.098,0.044,79.474,-0.340,-0.546
'[07:00:56.914 31/05/1995]',-0.073,0.044,79.474,-0.340,-0.546
'[07:00:56.916 31/05/1995]',-0.073,0.022,79.474,-0.340,-0.546
'[07:00:56.918 31/05/1995]',-0.073,0.022,79.474,-0.340,-0.546
'[07:00:56.920 31/05/1995]',-0.073,0.022,79.098,-0.353,-0.549
'[07:00:56.922 31/05/1995]',-0.073,0.022,79.098,-0.353,-0.549
'[07:00:56.924 31/05/1995]',-0.073,0.022,79.098,-0.353,-0.549
'[07:00:56.926 31/05/1995]',-0.073,0.044,79.098,-0.353,-0.549
'[07:00:56.928 31/05/1995]',-0.073,0.044,78.722,-0.368,-0.552
'[07:00:56.930 31/05/1995]',-0.073,0.044,78.722,-0.368,-0.552
'[07:00:56.932 31/05/1995]',-0.048,0.044,78.722,-0.368,-0.552
'[07:00:56.934 31/05/1995]',-0.048,0.044,78.722,-0.368,-0.552
'[07:00:56.936 31/05/1995]',-0.048,0.022,78.421,-0.381,-0.555
'[07:00:56.938 31/05/1995]',-0.073,0.022,78.421,-0.381,-0.555
'[07:00:56.940 31/05/1995]',-0.073,0.022,78.421,-0.381,-0.555
'[07:00:56.942 31/05/1995]',-0.073,0.044,78.421,-0.381,-0.555
'[07:00:56.944 31/05/1995]',-0.048,0.044,78.120,-0.392,-0.556
'[07:00:56.946 31/05/1995]',-0.048,0.044,78.120,-0.392,-0.556
'[07:00:56.948 31/05/1995]',-0.048,0.022,78.120,-0.392,-0.556
'[07:00:56.950 31/05/1995]',-0.048,0.022,78.120,-0.392,-0.556
'[07:00:56.952 31/05/1995]',-0.048,0.022,77.820,-0.403,-0.557
'[07:00:56.954 31/05/1995]',-0.048,0.022,77.820,-0.403,-0.557
'[07:00:56.956 31/05/1995]',-0.048,0.022,77.820,-0.403,-0.557
'[07:00:56.958 31/05/1995]',-0.048,0.044,77.820,-0.403,-0.557
'[07:00:56.960 31/05/1995]',-0.048,0.044,77.444,-0.412,-0.558
'[07:00:56.962 31/05/1995]',-0.048,0.044,77.444,-0.412,-0.558
'[07:00:56.964 31/05/1995]',-0.048,0.044,77.444,-0.412,-0.558
'[07:00:56.966 31/05/1995]',-0.048,0.022,77.444,-0.412,-0.558
'[07:00:56.968 31/05/1995]',-0.023,0.022,77.068,-0.421,-0.558
'[07:00:56.970 31/05/1995]',-0.023,0.022,77.068,-0.421,-0.558
'[07:00:56.972 31/05/1995]',-0.048,0.022,77.068,-0.421,-0.558
'[07:00:56.974 31/05/1995]',-0.023,0.022,77.068,-0.421,-0.558
'[07:00:56.976 31/05/1995]',-0.023,0.022,76.767,-0.429,-0.559
'[07:00:56.978 31/05/1995]',-0.023,0.022,76.767,-0.429,-0.559
'[07:00:56.980 31/05/1995]',-0.023,0.022,76.767,-0.429,-0.559
'[07:00:56.982 31/05/1995]',-0.023,0.022,76.767,-0.429,-0.559
'[07:00:56.984 31/05/1995]',0.002,0.022,76.466,-0.434,-0.559
'[07:00:56.986 31/05/1995]',0.002,0.002,76.466,-0.434,-0.559
'[07:00:56.988 31/05/1995]',0.002,0.002,76.466,-0.434,-0.559
'[07:00:56.990 31/05/1995]',-0.023,0.022,76.466,-0.434,-0.559
'[07:00:56.992 31/05/1995]',0.002,0.022,76.090,-0.441,-0.559
'[07:00:56.994 31/05/1995]',0.002,0.022,76.090,-0.441,-0.559
'[07:00:56.996 31/05/1995]',0.002,0.022,76.090,-0.441,-0.559
'[07:00:56.998 31/05/1995]',0.002,0.022,76.090,-0.441,-0.559
'[07:00:57.000 31/05/1995]',0.002,0.002,75.789,-0.445,-0.559
'[07:00:57.002 31/05/1995]',0.002,0.002,75.789,-0.445,-0.559
'[07:00:57.004 31/05/1995]',0.002,0.002,75.789,-0.445,-0.559
