'Time and date','II','aVF','V','ABP','PAP','CVP','PLETH'
'[14:49:27.402 29/04/1996]',-0.038,-0.032,-0.031,146.350,28.300,16.163,0.689
'[14:49:27.404 29/04/1996]',-0.038,-0.015,-0.031,146.350,28.300,16.163,0.689
'[14:49:27.406 29/04/1996]',-0.038,-0.015,-0.015,146.350,28.300,16.163,0.689
'[14:49:27.408 29/04/1996]',-0.038,-0.015,-0.015,142.300,27.250,16.275,0.637
'[14:49:27.410 29/04/1996]',-0.053,-0.015,-0.015,142.300,27.250,16.275,0.637
'[14:49:27.412 29/04/1996]',-0.038,-0.015,-0.015,142.300,27.250,16.275,0.637
'[14:49:27.414 29/04/1996]',-0.038,-0.015,-0.015,142.300,27.250,16.275,0.637
'[14:49:27.416 29/04/1996]',-0.038,-0.015,-0.015,138.000,26.425,16.387,0.616
'[14:49:27.418 29/04/1996]',-0.038,-0.015,-0.015,138.000,26.425,16.387,0.616
'[14:49:27.420 29/04/1996]',-0.030,-0.015,-0.015,138.000,26.425,16.387,0.616
'[14:49:27.422 29/04/1996]',-0.038,-0.015,-0.015,138.000,26.425,16.387,0.616
'[14:49:27.424 29/04/1996]',-0.038,-0.015,-0.015,133.500,25.825,16.450,0.595
'[14:49:27.426 29/04/1996]',-0.030,-0.015,-0.015,133.500,25.825,16.450,0.595
'[14:49:27.428 29/04/1996]',-0.038,-0.015,-0.015,133.500,25.825,16.450,0.595
'[14:49:27.430 29/04/1996]',-0.030,-0.015,-0.015,133.500,25.825,16.450,0.595
'[14:49:27.432 29/04/1996]',-0.022,-0.015,-0.015,128.650,25.475,16.512,0.553
'[14:49:27.434 29/04/1996]',-0.022,0.002,0.001,128.650,25.475,16.512,0.553
'[14:49:27.436 29/04/1996]',-0.015,0.002,0.001,128.650,25.475,16.512,0.553
'[14:49:27.438 29/04/1996]',-0.007,0.002,0.001,128.650,25.475,16.512,0.553
'[14:49:27.440 29/04/1996]',0.001,0.002,0.001,123.500,25.425,16.512,0.522
'[14:49:27.442 29/04/1996]',0.001,0.018,0.001,123.500,25.425,16.512,0.522
'[14:49:27.444 29/04/1996]',0.008,0.018,0.001,123.500,25.425,16.512,0.522
'[14:49:27.446 29/04/1996]',0.008,0.018,0.001,123.500,25.425,16.512,0.522
'[14:49:27.448 29/04/1996]',0.008,0.018,0.001,118.200,25.550,16.512,0.480
'[14:49:27.450 29/04/1996]',0.008,0.018,0.001,118.200,25.550,16.512,0.480
'[14:49:27.452 29/04/1996]',0.016,0.018,0.001,118.200,25.550,16.512,0.480
'[14:49:27.454 29/04/1996]',0.016,0.018,0.001,118.200,25.550,16.512,0.480
'[14:49:27.456 29/04/1996]',0.024,0.035,0.017,113.550,25.950,16.387,0.428
'[14:49:27.458 29/04/1996]',0.039,0.052,0.033,113.550,25.950,16.387,0.428
'[14:49:27.460 29/04/1996]',0.039,0.035,0.033,113.550,25.950,16.387,0.428
'[14:49:27.462 29/04/1996]',0.054,0.052,0.033,113.550,25.950,16.387,0.428
'[14:49:27.464 29/04/1996]',0.062,0.052,0.033,109.950,26.650,16.275,0.365
'[14:49:27.466 29/04/1996]',0.062,0.052,0.033,109.950,26.650,16.275,0.365
'[14:49:27.468 29/04/1996]',0.062,0.069,0.033,109.950,26.650,16.275,0.365
'[14:49:27.470 29/04/1996]',0.062,0.052,0.033,109.950,26.650,16.275,0.365
'[14:49:27.472 29/04/1996]',0.070,0.069,0.033,107.800,27.525,16.163,0.314
'[14:49:27.474 29/04/1996]',0.062,0.052,0.033,107.800,27.525,16.163,0.314
'[14:49:27.476 29/04/1996]',0.062,0.069,0.049,107.800,27.525,16.163,0.314
'[14:49:27.478 29/04/1996]',0.070,0.052,0.049,107.800,27.525,16.163,0.314
'[14:49:27.480 29/04/1996]',0.070,0.052,0.049,106.750,28.525,16.100,0.272
'[14:49:27.482 29/04/1996]',0.062,0.052,0.049,106.750,28.525,16.100,0.272
'[14:49:27.484 29/04/1996]',0.062,0.052,0.049,106.750,28.525,16.100,0.272
'[14:49:27.486 29/04/1996]',0.078,0.069,0.049,106.750,28.525,16.100,0.272
'[14:49:27.488 29/04/1996]',0.085,0.069,0.065,106.250,29.525,16.100,0.230
'[14:49:27.490 29/04/1996]',0.108,0.085,0.065,106.250,29.525,16.100,0.230
'[14:49:27.492 29/04/1996]',0.101,0.085,0.065,106.250,29.525,16.100,0.230
'[14:49:27.494 29/04/1996]',0.108,0.085,0.081,106.250,29.525,16.100,0.230
'[14:49:27.496 29/04/1996]',0.101,0.085,0.065,105.950,30.400,16.212,0.188
'[14:49:27.498 29/04/1996]',0.078,0.085,0.065,105.950,30.400,16.212,0.188
'[14:49:27.500 29/04/1996]',0.062,0.069,0.049,105.950,30.400,16.212,0.188
'[14:49:27.502 29/04/1996]',0.039,0.035,0.033,105.950,30.400,16.212,0.188
'[14:49:27.504 29/04/1996]',0.024,0.035,0.017,105.500,30.925,16.387,0.146
'[14:49:27.506 29/04/1996]',0.008,0.018,0.017,105.500,30.925,16.387,0.146
'[14:49:27.508 29/04/1996]',-0.007,0.002,0.001,105.500,30.925,16.387,0.146
'[14:49:27.510 29/04/1996]',-0.022,0.002,0.001,105.500,30.925,16.387,0.146
'[14:49:27.512 29/04/1996]',-0.030,-0.015,-0.015,104.900,31.000,16.625,0.115
'[14:49:27.514 29/04/1996]',-0.038,-0.015,-0.015,104.900,31.000,16.625,0.115
'[14:49:27.516 29/04/1996]',-0.061,-0.032,-0.031,104.900,31.000,16.625,0.115
'[14:49:27.518 29/04/1996]',-0.069,-0.049,-0.031,104.900,31.000,16.625,0.115
'[14:49:27.520 29/04/1996]',-0.076,-0.049,-0.047,104.250,30.575,16.863,0.104
'[14:49:27.522 29/04/1996]',-0.084,-0.049,-0.047,104.250,30.575,16.863,0.104
'[14:49:27.524 29/04/1996]',-0.084,-0.066,-0.047,104.250,30.575,16.863,0.104
'[14:49:27.526 29/04/1996]',-0.084,-0.066,-0.047,104.250,30.575,16.863,0.104
'[14:49:27.528 29/04/1996]',-0.084,-0.066,-0.047,103.550,29.825,17.150,0.084
'[14:49:27.530 29/04/1996]',-0.100,-0.066,-0.063,103.550,29.825,17.150,0.084
'[14:49:27.532 29/04/1996]',-0.100,-0.066,-0.047,103.550,29.825,17.150,0.084
'[14:49:27.534 29/04/1996]',-0.100,-0.066,-0.047,103.550,29.825,17.150,0.084
'[14:49:27.536 29/04/1996]',-0.100,-0.066,-0.047,102.850,28.775,17.450,0.063
'[14:49:27.538 29/04/1996]',-0.100,-0.066,-0.047,102.850,28.775,17.450,0.063
'[14:49:27.540 29/04/1996]',-0.100,-0.066,-0.047,102.850,28.775,17.450,0.063
'[14:49:27.542 29/04/1996]',-0.100,-0.066,-0.047,102.850,28.775,17.450,0.063
'[14:49:27.544 29/04/1996]',-0.100,-0.066,-0.047,102.150,27.600,17.738,0.032
'[14:49:27.546 29/04/1996]',-0.084,-0.066,-0.047,102.150,27.600,17.738,0.032
'[14:49:27.548 29/04/1996]',-0.084,-0.066,-0.047,102.150,27.600,17.738,0.032
'[14:49:27.550 29/04/1996]',-0.084,-0.066,-0.047,102.150,27.600,17.738,0.032
'[14:49:27.552 29/04/1996]',-0.084,-0.066,-0.047,101.400,26.550,18.038,0.000
'[14:49:27.554 29/04/1996]',-0.084,-0.066,-0.047,101.400,26.550,18.038,0.000
'[14:49:27.556 29/04/1996]',-0.084,-0.066,-0.047,101.400,26.550,18.038,0.000
'[14:49:27.558 29/04/1996]',-0.084,-0.066,-0.047,101.400,26.550,18.038,0.000
'[14:49:27.560 29/04/1996]',-0.084,-0.066,-0.047,100.500,25.600,18.325,-0.031
'[14:49:27.562 29/04/1996]',-0.100,-0.066,-0.047,100.500,25.600,18.325,-0.031
'[14:49:27.564 29/04/1996]',-0.100,-0.066,-0.047,100.500,25.600,18.325,-0.031
'[14:49:27.566 29/04/1996]',-0.107,-0.066,-0.047,100.500,25.600,18.325,-0.031
'[14:49:27.568 29/04/1996]',-0.107,-0.083,-0.047,99.650,24.850,18.562,-0.073
'[14:49:27.570 29/04/1996]',-0.100,-0.066,-0.047,99.650,24.850,18.562,-0.073
'[14:49:27.572 29/04/1996]',-0.100,-0.066,-0.047,99.650,24.850,18.562,-0.073
'[14:49:27.574 29/04/1996]',-0.084,-0.066,-0.047,99.650,24.850,18.562,-0.073
'[14:49:27.576 29/04/1996]',-0.084,-0.066,-0.047,98.700,24.250,18.738,-0.104
'[14:49:27.578 29/04/1996]',-0.084,-0.049,-0.031,98.700,24.250,18.738,-0.104
'[14:49:27.580 29/04/1996]',-0.084,-0.066,-0.031,98.700,24.250,18.738,-0.104
'[14:49:27.582 29/04/1996]',-0.084,-0.066,-0.031,98.700,24.250,18.738,-0.104
'[14:49:27.584 29/04/1996]',-0.084,-0.066,-0.047,97.900,23.850,18.850,-0.157
'[14:49:27.586 29/04/1996]',-0.084,-0.066,-0.047,97.900,23.850,18.850,-0.157
'[14:49:27.588 29/04/1996]',-0.084,-0.066,-0.047,97.900,23.850,18.850,-0.157
'[14:49:27.590 29/04/1996]',-0.084,-0.066,-0.047,97.900,23.850,18.850,-0.157
'[14:49:27.592 29/04/1996]',-0.084,-0.066,-0.031,97.050,23.725,18.975,-0.198
'[14:49:27.594 29/04/1996]',-0.084,-0.066,-0.047,97.050,23.725,18.975,-0.198
'[14:49:27.596 29/04/1996]',-0.076,-0.066,-0.031,97.050,23.725,18.975,-0.198
'[14:49:27.598 29/04/1996]',-0.076,-0.066,-0.031,97.050,23.725,18.975,-0.198
'[14:49:27.600 29/04/1996]',-0.084,-0.066,-0.031,96.300,23.850,19.025,-0.251
'[14:49:27.602 29/04/1996]',-0.084,-0.083,-0.031,96.300,23.850,19.025,-0.251
'[14:49:27.604 29/04/1996]',-0.107,-0.083,-0.047,96.300,23.850,19.025,-0.251
'[14:49:27.606 29/04/1996]',-0.107,-0.083,-0.047,96.300,23.850,19.025,-0.251
'[14:49:27.608 29/04/1996]',-0.107,-0.083,-0.047,95.500,24.075,19.087,-0.281
'[14:49:27.610 29/04/1996]',-0.122,-0.100,-0.063,95.500,24.075,19.087,-0.281
'[14:49:27.612 29/04/1996]',-0.130,-0.117,-0.063,95.500,24.075,19.087,-0.281
'[14:49:27.614 29/04/1996]',-0.146,-0.151,-0.079,95.500,24.075,19.087,-0.281
'[14:49:27.616 29/04/1996]',-0.130,-0.151,-0.063,94.650,24.425,19.087,-0.302
'[14:49:27.618 29/04/1996]',-0.115,-0.134,-0.047,94.650,24.425,19.087,-0.302
'[14:49:27.620 29/04/1996]',-0.084,-0.117,-0.031,94.650,24.425,19.087,-0.302
'[14:49:27.622 29/04/1996]',-0.038,-0.083,0.001,94.650,24.425,19.087,-0.302
'[14:49:27.624 29/04/1996]',0.001,-0.049,0.033,93.750,24.850,19.087,-0.344
'[14:49:27.626 29/04/1996]',0.039,-0.015,0.065,93.750,24.850,19.087,-0.344
'[14:49:27.628 29/04/1996]',0.101,0.018,0.129,93.750,24.850,19.087,-0.344
'[14:49:27.630 29/04/1996]',0.162,0.052,0.161,93.750,24.850,19.087,-0.344
'[14:49:27.632 29/04/1996]',0.201,0.085,0.193,92.800,25.250,19.025,-0.376
'[14:49:27.634 29/04/1996]',0.224,0.085,0.209,92.800,25.250,19.025,-0.376
'[14:49:27.636 29/04/1996]',0.254,0.102,0.225,92.800,25.250,19.025,-0.376
'[14:49:27.638 29/04/1996]',0.278,0.119,0.240,92.800,25.250,19.025,-0.376
'[14:49:27.640 29/04/1996]',0.301,0.153,0.256,91.800,25.600,19.025,-0.397
'[14:49:27.642 29/04/1996]',0.316,0.170,0.256,91.800,25.600,19.025,-0.397
'[14:49:27.644 29/04/1996]',0.324,0.187,0.256,91.800,25.600,19.025,-0.397
'[14:49:27.646 29/04/1996]',0.331,0.221,0.272,91.800,25.600,19.025,-0.397
'[14:49:27.648 29/04/1996]',0.316,0.238,0.240,90.800,25.900,19.025,-0.417
'[14:49:27.650 29/04/1996]',0.301,0.238,0.225,90.800,25.900,19.025,-0.417
'[14:49:27.652 29/04/1996]',0.293,0.254,0.209,90.800,25.900,19.025,-0.417
'[14:49:27.654 29/04/1996]',0.293,0.254,0.209,90.800,25.900,19.025,-0.417
'[14:49:27.656 29/04/1996]',0.293,0.271,0.193,89.850,26.075,18.975,-0.438
'[14:49:27.658 29/04/1996]',0.278,0.254,0.193,89.850,26.075,18.975,-0.438
'[14:49:27.660 29/04/1996]',0.308,0.288,0.209,89.850,26.075,18.975,-0.438
'[14:49:27.662 29/04/1996]',0.324,0.305,0.209,89.850,26.075,18.975,-0.438
'[14:49:27.664 29/04/1996]',0.324,0.305,0.225,88.900,26.125,18.913,-0.449
'[14:49:27.666 29/04/1996]',0.308,0.288,0.225,88.900,26.125,18.913,-0.449
'[14:49:27.668 29/04/1996]',0.278,0.254,0.193,88.900,26.125,18.913,-0.449
'[14:49:27.670 29/04/1996]',0.231,0.221,0.177,88.900,26.125,18.913,-0.449
'[14:49:27.672 29/04/1996]',0.201,0.170,0.145,88.050,26.125,18.850,-0.469
'[14:49:27.674 29/04/1996]',0.147,0.102,0.113,88.050,26.125,18.850,-0.469
'[14:49:27.676 29/04/1996]',0.101,0.069,0.081,88.050,26.125,18.850,-0.469
'[14:49:27.678 29/04/1996]',0.062,0.035,0.065,88.050,26.125,18.850,-0.469
'[14:49:27.680 29/04/1996]',0.031,0.002,0.033,87.300,26.250,18.800,-0.480
'[14:49:27.682 29/04/1996]',0.008,0.002,0.017,87.300,26.250,18.800,-0.480
'[14:49:27.684 29/04/1996]',0.001,-0.032,0.001,87.300,26.250,18.800,-0.480
'[14:49:27.686 29/04/1996]',-0.015,-0.049,0.001,87.300,26.250,18.800,-0.480
'[14:49:27.688 29/04/1996]',-0.030,-0.049,0.001,86.600,26.650,18.675,-0.480
'[14:49:27.690 29/04/1996]',-0.053,-0.066,0.001,86.600,26.650,18.675,-0.480
'[14:49:27.692 29/04/1996]',-0.053,-0.066,-0.015,86.600,26.650,18.675,-0.480
'[14:49:27.694 29/04/1996]',-0.053,-0.066,-0.015,86.600,26.650,18.675,-0.480
'[14:49:27.696 29/04/1996]',-0.061,-0.066,-0.015,85.850,27.425,18.500,-0.490
'[14:49:27.698 29/04/1996]',-0.061,-0.066,-0.015,85.850,27.425,18.500,-0.490
'[14:49:27.700 29/04/1996]',-0.069,-0.066,-0.031,85.850,27.425,18.500,-0.490
'[14:49:27.702 29/04/1996]',-0.069,-0.083,-0.031,85.850,27.425,18.500,-0.490
'[14:49:27.704 29/04/1996]',-0.076,-0.083,-0.031,85.150,28.425,18.387,-0.511
'[14:49:27.706 29/04/1996]',-0.076,-0.083,-0.031,85.150,28.425,18.387,-0.511
'[14:49:27.708 29/04/1996]',-0.076,-0.083,-0.031,85.150,28.425,18.387,-0.511
'[14:49:27.710 29/04/1996]',-0.076,-0.083,-0.031,85.150,28.425,18.387,-0.511
'[14:49:27.712 29/04/1996]',-0.084,-0.083,-0.047,84.400,29.400,18.212,-0.532
'[14:49:27.714 29/04/1996]',-0.100,-0.100,-0.047,84.400,29.400,18.212,-0.532
'[14:49:27.716 29/04/1996]',-0.100,-0.100,-0.047,84.400,29.400,18.212,-0.532
'[14:49:27.718 29/04/1996]',-0.100,-0.100,-0.047,84.400,29.400,18.212,-0.532
'[14:49:27.720 29/04/1996]',-0.100,-0.100,-0.063,83.700,30.225,18.087,-0.553
'[14:49:27.722 29/04/1996]',-0.107,-0.117,-0.063,83.700,30.225,18.087,-0.553
'[14:49:27.724 29/04/1996]',-0.107,-0.100,-0.063,83.700,30.225,18.087,-0.553
'[14:49:27.726 29/04/1996]',-0.107,-0.100,-0.063,83.700,30.225,18.087,-0.553
'[14:49:27.728 29/04/1996]',-0.107,-0.100,-0.063,83.000,30.700,17.975,-0.564
'[14:49:27.730 29/04/1996]',-0.107,-0.100,-0.063,83.000,30.700,17.975,-0.564
'[14:49:27.732 29/04/1996]',-0.107,-0.100,-0.063,83.000,30.700,17.975,-0.564
'[14:49:27.734 29/04/1996]',-0.100,-0.117,-0.063,83.000,30.700,17.975,-0.564
'[14:49:27.736 29/04/1996]',-0.107,-0.117,-0.063,82.500,30.750,17.863,-0.585
'[14:49:27.738 29/04/1996]',-0.107,-0.117,-0.063,82.500,30.750,17.863,-0.585
'[14:49:27.740 29/04/1996]',-0.107,-0.117,-0.063,82.500,30.750,17.863,-0.585
'[14:49:27.742 29/04/1996]',-0.107,-0.117,-0.047,82.500,30.750,17.863,-0.585
'[14:49:27.744 29/04/1996]',-0.107,-0.117,-0.047,82.250,30.225,17.800,-0.595
'[14:49:27.746 29/04/1996]',-0.100,-0.100,-0.047,82.250,30.225,17.800,-0.595
'[14:49:27.748 29/04/1996]',-0.107,-0.117,-0.063,82.250,30.225,17.800,-0.595
'[14:49:27.750 29/04/1996]',-0.100,-0.117,-0.047,82.250,30.225,17.800,-0.595
'[14:49:27.752 29/04/1996]',-0.100,-0.100,-0.047,82.300,29.400,17.675,-0.605
'[14:49:27.754 29/04/1996]',-0.100,-0.100,-0.047,82.300,29.400,17.675,-0.605
'[14:49:27.756 29/04/1996]',-0.084,-0.100,-0.047,82.300,29.400,17.675,-0.605
'[14:49:27.758 29/04/1996]',-0.084,-0.100,-0.047,82.300,29.400,17.675,-0.605
'[14:49:27.760 29/04/1996]',-0.084,-0.100,-0.047,82.900,29.125,17.500,-0.616
'[14:49:27.762 29/04/1996]',-0.084,-0.100,-0.047,82.900,29.125,17.500,-0.616
'[14:49:27.764 29/04/1996]',-0.084,-0.100,-0.047,82.900,29.125,17.500,-0.616
'[14:49:27.766 29/04/1996]',-0.084,-0.100,-0.047,82.900,29.125,17.500,-0.616
'[14:49:27.768 29/04/1996]',-0.100,-0.100,-0.047,84.600,29.875,17.325,-0.616
'[14:49:27.770 29/04/1996]',-0.100,-0.100,-0.047,84.600,29.875,17.325,-0.616
'[14:49:27.772 29/04/1996]',-0.084,-0.100,-0.047,84.600,29.875,17.325,-0.616
'[14:49:27.774 29/04/1996]',-0.084,-0.100,-0.047,84.600,29.875,17.325,-0.616
'[14:49:27.776 29/04/1996]',-0.084,-0.100,-0.063,88.750,31.825,17.038,-0.626
'[14:49:27.778 29/04/1996]',-0.084,-0.100,-0.047,88.750,31.825,17.038,-0.626
'[14:49:27.780 29/04/1996]',-0.084,-0.100,-0.063,88.750,31.825,17.038,-0.626
'[14:49:27.782 29/04/1996]',-0.084,-0.100,-0.063,88.750,31.825,17.038,-0.626
'[14:49:27.784 29/04/1996]',-0.076,-0.083,-0.063,96.350,34.500,16.738,-0.605
'[14:49:27.786 29/04/1996]',-0.076,-0.100,-0.063,96.350,34.500,16.738,-0.605
'[14:49:27.788 29/04/1996]',-0.076,-0.100,-0.047,96.350,34.500,16.738,-0.605
'[14:49:27.790 29/04/1996]',-0.076,-0.100,-0.047,96.350,34.500,16.738,-0.605
'[14:49:27.792 29/04/1996]',-0.076,-0.100,-0.047,107.500,37.500,16.387,-0.595
'[14:49:27.794 29/04/1996]',-0.076,-0.100,-0.047,107.500,37.500,16.387,-0.595
'[14:49:27.796 29/04/1996]',-0.076,-0.100,-0.047,107.500,37.500,16.387,-0.595
'[14:49:27.798 29/04/1996]',-0.076,-0.083,-0.047,107.500,37.500,16.387,-0.595
'[14:49:27.800 29/04/1996]',-0.084,-0.083,-0.047,120.400,40.375,16.038,-0.553
'[14:49:27.802 29/04/1996]',-0.076,-0.083,-0.047,120.400,40.375,16.038,-0.553
'[14:49:27.804 29/04/1996]',-0.069,-0.083,-0.047,120.400,40.375,16.038,-0.553
'[14:49:27.806 29/04/1996]',-0.069,-0.066,-0.031,120.400,40.375,16.038,-0.553
'[14:49:27.808 29/04/1996]',-0.061,-0.066,-0.031,132.500,42.700,15.625,-0.511
'[14:49:27.810 29/04/1996]',-0.061,-0.066,-0.031,132.500,42.700,15.625,-0.511
'[14:49:27.812 29/04/1996]',-0.061,-0.066,-0.047,132.500,42.700,15.625,-0.511
'[14:49:27.814 29/04/1996]',-0.061,-0.066,-0.047,132.500,42.700,15.625,-0.511
'[14:49:27.816 29/04/1996]',-0.061,-0.066,-0.031,141.950,44.300,15.275,-0.438
'[14:49:27.818 29/04/1996]',-0.061,-0.066,-0.047,141.950,44.300,15.275,-0.438
'[14:49:27.820 29/04/1996]',-0.061,-0.066,-0.031,141.950,44.300,15.275,-0.438
'[14:49:27.822 29/04/1996]',-0.061,-0.066,-0.031,141.950,44.300,15.275,-0.438
'[14:49:27.824 29/04/1996]',-0.061,-0.049,-0.031,148.700,45.000,14.863,-0.354
'[14:49:27.826 29/04/1996]',-0.061,-0.066,-0.031,148.700,45.000,14.863,-0.354
'[14:49:27.828 29/04/1996]',-0.069,-0.066,-0.031,148.700,45.000,14.863,-0.354
'[14:49:27.830 29/04/1996]',-0.061,-0.049,-0.047,148.700,45.000,14.863,-0.354
'[14:49:27.832 29/04/1996]',-0.061,-0.066,-0.047,153.550,44.700,14.512,-0.251
'[14:49:27.834 29/04/1996]',-0.061,-0.066,-0.047,153.550,44.700,14.512,-0.251
'[14:49:27.836 29/04/1996]',-0.053,-0.066,-0.047,153.550,44.700,14.512,-0.251
'[14:49:27.838 29/04/1996]',-0.053,-0.049,-0.047,153.550,44.700,14.512,-0.251
'[14:49:27.840 29/04/1996]',-0.038,-0.032,-0.047,157.550,43.650,14.162,-0.146
'[14:49:27.842 29/04/1996]',-0.038,-0.032,-0.047,157.550,43.650,14.162,-0.146
'[14:49:27.844 29/04/1996]',-0.038,-0.032,-0.047,157.550,43.650,14.162,-0.146
'[14:49:27.846 29/04/1996]',-0.038,-0.032,-0.047,157.550,43.650,14.162,-0.146
'[14:49:27.848 29/04/1996]',-0.038,-0.032,-0.047,160.750,42.075,13.925,-0.031
'[14:49:27.850 29/04/1996]',-0.053,-0.049,-0.047,160.750,42.075,13.925,-0.031
'[14:49:27.852 29/04/1996]',-0.053,-0.032,-0.047,160.750,42.075,13.925,-0.031
'[14:49:27.854 29/04/1996]',-0.053,-0.049,-0.031,160.750,42.075,13.925,-0.031
'[14:49:27.856 29/04/1996]',-0.053,-0.032,-0.031,162.900,40.200,13.700,0.094
'[14:49:27.858 29/04/1996]',-0.030,-0.032,-0.031,162.900,40.200,13.700,0.094
'[14:49:27.860 29/04/1996]',-0.030,-0.015,-0.031,162.900,40.200,13.700,0.094
'[14:49:27.862 29/04/1996]',-0.022,-0.015,-0.031,162.900,40.200,13.700,0.094
'[14:49:27.864 29/04/1996]',-0.022,-0.015,-0.031,163.450,38.150,13.525,0.220
'[14:49:27.866 29/04/1996]',-0.022,-0.015,-0.031,163.450,38.150,13.525,0.220
'[14:49:27.868 29/04/1996]',-0.022,-0.015,-0.031,163.450,38.150,13.525,0.220
'[14:49:27.870 29/04/1996]',-0.022,-0.015,-0.031,163.450,38.150,13.525,0.220
'[14:49:27.872 29/04/1996]',-0.022,-0.015,-0.031,162.400,36.150,13.400,0.324
'[14:49:27.874 29/04/1996]',-0.022,-0.015,-0.015,162.400,36.150,13.400,0.324
'[14:49:27.876 29/04/1996]',-0.030,-0.015,-0.031,162.400,36.150,13.400,0.324
'[14:49:27.878 29/04/1996]',-0.030,-0.015,-0.015,162.400,36.150,13.400,0.324
'[14:49:27.880 29/04/1996]',-0.022,-0.015,-0.015,160.000,34.225,13.350,0.428
'[14:49:27.882 29/04/1996]',-0.022,-0.015,-0.015,160.000,34.225,13.350,0.428
'[14:49:27.884 29/04/1996]',-0.022,-0.015,-0.015,160.000,34.225,13.350,0.428
'[14:49:27.886 29/04/1996]',-0.015,0.002,-0.015,160.000,34.225,13.350,0.428
'[14:49:27.888 29/04/1996]',-0.015,0.002,-0.015,156.850,32.525,13.400,0.511
'[14:49:27.890 29/04/1996]',-0.015,0.002,0.001,156.850,32.525,13.400,0.511
'[14:49:27.892 29/04/1996]',-0.007,0.002,-0.015,156.850,32.525,13.400,0.511
'[14:49:27.894 29/04/1996]',-0.007,0.002,0.001,156.850,32.525,13.400,0.511
'[14:49:27.896 29/04/1996]',0.001,0.002,0.001,153.350,30.925,13.400,0.564
'[14:49:27.898 29/04/1996]',-0.007,0.002,-0.015,153.350,30.925,13.400,0.564
'[14:49:27.900 29/04/1996]',-0.007,0.002,-0.015,153.350,30.925,13.400,0.564
'[14:49:27.902 29/04/1996]',-0.007,0.002,-0.015,153.350,30.925,13.400,0.564
'[14:49:27.904 29/04/1996]',-0.015,0.002,-0.015,149.750,29.525,13.525,0.616
'[14:49:27.906 29/04/1996]',-0.007,0.002,0.001,149.750,29.525,13.525,0.616
'[14:49:27.908 29/04/1996]',-0.007,0.002,0.001,149.750,29.525,13.525,0.616
'[14:49:27.910 29/04/1996]',-0.007,0.002,0.001,149.750,29.525,13.525,0.616
'[14:49:27.912 29/04/1996]',0.001,0.018,0.001,146.000,28.250,13.637,0.647
'[14:49:27.914 29/04/1996]',-0.007,0.002,0.001,146.000,28.250,13.637,0.647
'[14:49:27.916 29/04/1996]',-0.007,0.002,0.001,146.000,28.250,13.637,0.647
'[14:49:27.918 29/04/1996]',-0.015,0.002,0.001,146.000,28.250,13.637,0.647
'[14:49:27.920 29/04/1996]',-0.007,0.002,-0.015,141.950,27.000,13.750,0.647
'[14:49:27.922 29/04/1996]',0.001,0.002,-0.015,141.950,27.000,13.750,0.647
'[14:49:27.924 29/04/1996]',-0.007,0.002,0.001,141.950,27.000,13.750,0.647
'[14:49:27.926 29/04/1996]',-0.015,0.002,-0.015,141.950,27.000,13.750,0.647
'[14:49:27.928 29/04/1996]',-0.015,0.002,0.001,137.750,25.950,13.812,0.647
'[14:49:27.930 29/04/1996]',-0.015,0.002,-0.015,137.750,25.950,13.812,0.647
'[14:49:27.932 29/04/1996]',-0.015,0.002,-0.015,137.750,25.950,13.812,0.647
'[14:49:27.934 29/04/1996]',-0.015,0.002,-0.015,137.750,25.950,13.812,0.647
'[14:49:27.936 29/04/1996]',-0.015,0.002,-0.015,133.300,25.125,13.925,0.616
'[14:49:27.938 29/04/1996]',-0.015,0.002,-0.015,133.300,25.125,13.925,0.616
'[14:49:27.940 29/04/1996]',-0.015,0.002,-0.031,133.300,25.125,13.925,0.616
'[14:49:27.942 29/04/1996]',-0.007,0.002,-0.031,133.300,25.125,13.925,0.616
'[14:49:27.944 29/04/1996]',-0.007,0.002,-0.015,128.650,24.550,13.988,0.606
'[14:49:27.946 29/04/1996]',-0.007,0.002,-0.015,128.650,24.550,13.988,0.606
'[14:49:27.948 29/04/1996]',-0.007,0.002,-0.015,128.650,24.550,13.988,0.606
'[14:49:27.950 29/04/1996]',-0.007,0.002,-0.015,128.650,24.550,13.988,0.606
'[14:49:27.952 29/04/1996]',-0.007,0.002,-0.015,123.800,24.125,14.113,0.574
'[14:49:27.954 29/04/1996]',0.001,0.018,-0.015,123.800,24.125,14.113,0.574
'[14:49:27.956 29/04/1996]',0.001,0.018,0.001,123.800,24.125,14.113,0.574
'[14:49:27.958 29/04/1996]',0.008,0.018,0.001,123.800,24.125,14.113,0.574
'[14:49:27.960 29/04/1996]',0.016,0.035,0.001,118.750,23.950,14.162,0.532
'[14:49:27.962 29/04/1996]',0.024,0.035,0.001,118.750,23.950,14.162,0.532
'[14:49:27.964 29/04/1996]',0.039,0.052,0.001,118.750,23.950,14.162,0.532
'[14:49:27.966 29/04/1996]',0.039,0.052,0.001,118.750,23.950,14.162,0.532
'[14:49:27.968 29/04/1996]',0.039,0.052,0.001,113.750,24.025,14.287,0.480
'[14:49:27.970 29/04/1996]',0.039,0.052,0.001,113.750,24.025,14.287,0.480
'[14:49:27.972 29/04/1996]',0.031,0.035,0.001,113.750,24.025,14.287,0.480
'[14:49:27.974 29/04/1996]',0.039,0.052,0.001,113.750,24.025,14.287,0.480
