'Time and date','III','II','V','ABP','PLETH','RESP'
'[14:49:55.060 01/03/1996]',-0.019,-0.072,-0.033,154.511,0.300,-0.184
'[14:49:55.062 01/03/1996]',-0.018,-0.090,-0.033,154.511,0.300,-0.184
'[14:49:55.064 01/03/1996]',-0.018,-0.090,-0.033,152.481,0.330,-0.181
'[14:49:55.066 01/03/1996]',-0.018,-0.072,-0.033,152.481,0.330,-0.181
'[14:49:55.068 01/03/1996]',-0.018,-0.072,-0.033,152.481,0.330,-0.181
'[14:49:55.070 01/03/1996]',-0.018,-0.072,-0.070,152.481,0.330,-0.181
'[14:49:55.072 01/03/1996]',-0.018,-0.072,-0.033,149.850,0.350,-0.179
'[14:49:55.074 01/03/1996]',-0.018,-0.072,-0.033,149.850,0.350,-0.179
'[14:49:55.076 01/03/1996]',-0.018,-0.090,-0.033,149.850,0.350,-0.179
'[14:49:55.078 01/03/1996]',-0.018,-0.090,-0.033,149.850,0.350,-0.179
'[14:49:55.080 01/03/1996]',-0.018,-0.090,-0.033,146.541,0.360,-0.178
'[14:49:55.082 01/03/1996]',-0.018,-0.072,-0.033,146.541,0.360,-0.178
'[14:49:55.084 01/03/1996]',-0.018,-0.072,-0.033,146.541,0.360,-0.178
'[14:49:55.086 01/03/1996]',-0.018,-0.072,-0.033,146.541,0.360,-0.178
'[14:49:55.088 01/03/1996]',-0.018,-0.053,-0.033,142.782,0.364,-0.178
'[14:49:55.090 01/03/1996]',-0.017,-0.072,-0.033,142.782,0.364,-0.178
'[14:49:55.092 01/03/1996]',-0.015,-0.072,-0.033,142.782,0.364,-0.178
'[14:49:55.094 01/03/1996]',-0.013,-0.090,-0.033,142.782,0.364,-0.178
'[14:49:55.096 01/03/1996]',-0.012,-0.090,-0.033,138.571,0.361,-0.178
'[14:49:55.098 01/03/1996]',-0.010,-0.072,-0.033,138.571,0.361,-0.178
'[14:49:55.100 01/03/1996]',-0.007,-0.053,-0.033,138.571,0.361,-0.178
'[14:49:55.102 01/03/1996]',-0.005,-0.053,-0.033,138.571,0.361,-0.178
'[14:49:55.104 01/03/1996]',-0.003,-0.053,-0.033,134.135,0.350,-0.178
'[14:49:55.106 01/03/1996]',-0.002,-0.053,-0.033,134.135,0.350,-0.178
'[14:49:55.108 01/03/1996]',-0.001,-0.053,-0.033,134.135,0.350,-0.178
'[14:49:55.110 01/03/1996]',0.000,-0.053,-0.033,134.135,0.350,-0.178
'[14:49:55.112 01/03/1996]',0.000,-0.072,0.003,129.398,0.332,-0.179
'[14:49:55.114 01/03/1996]',0.000,-0.072,0.003,129.398,0.332,-0.179
'[14:49:55.116 01/03/1996]',0.001,-0.053,-0.033,129.398,0.332,-0.179
'[14:49:55.118 01/03/1996]',0.002,-0.053,-0.033,129.398,0.332,-0.179
'[14:49:55.120 01/03/1996]',0.004,-0.035,-0.033,124.737,0.310,-0.179
'[14:49:55.122 01/03/1996]',0.007,-0.035,-0.033,124.737,0.310,-0.179
'[14:49:55.124 01/03/1996]',0.009,-0.053,-0.033,124.737,0.310,-0.179
'[14:49:55.126 01/03/1996]',0.012,-0.035,-0.033,124.737,0.310,-0.179
'[14:49:55.128 01/03/1996]',0.015,-0.035,-0.033,120.226,0.281,-0.180
'[14:49:55.130 01/03/1996]',0.018,-0.035,-0.033,120.226,0.281,-0.180
'[14:49:55.132 01/03/1996]',0.019,-0.035,-0.033,120.226,0.281,-0.180
'[14:49:55.134 01/03/1996]',0.020,-0.017,-0.033,120.226,0.281,-0.180
'[14:49:55.136 01/03/1996]',0.022,0.002,-0.033,116.015,0.250,-0.180
'[14:49:55.138 01/03/1996]',0.025,0.002,0.003,116.015,0.250,-0.180
'[14:49:55.140 01/03/1996]',0.028,0.002,0.003,116.015,0.250,-0.180
'[14:49:55.142 01/03/1996]',0.032,0.002,0.003,116.015,0.250,-0.180
'[14:49:55.144 01/03/1996]',0.035,0.002,0.003,112.256,0.214,-0.181
'[14:49:55.146 01/03/1996]',0.038,0.002,0.003,112.256,0.214,-0.181
'[14:49:55.148 01/03/1996]',0.042,0.019,0.003,112.256,0.214,-0.181
'[14:49:55.150 01/03/1996]',0.045,0.019,0.003,112.256,0.214,-0.181
'[14:49:55.152 01/03/1996]',0.051,0.037,0.003,109.023,0.174,-0.183
'[14:49:55.154 01/03/1996]',0.057,0.056,0.003,109.023,0.174,-0.183
'[14:49:55.156 01/03/1996]',0.063,0.056,0.003,109.023,0.174,-0.183
'[14:49:55.158 01/03/1996]',0.070,0.056,0.003,109.023,0.174,-0.183
'[14:49:55.160 01/03/1996]',0.075,0.037,-0.033,106.241,0.132,-0.184
'[14:49:55.162 01/03/1996]',0.080,0.056,-0.033,106.241,0.132,-0.184
'[14:49:55.164 01/03/1996]',0.083,0.056,-0.070,106.241,0.132,-0.184
'[14:49:55.166 01/03/1996]',0.087,0.074,-0.070,106.241,0.132,-0.184
'[14:49:55.168 01/03/1996]',0.089,0.092,-0.070,104.060,0.088,-0.187
'[14:49:55.170 01/03/1996]',0.092,0.092,-0.070,104.060,0.088,-0.187
'[14:49:55.172 01/03/1996]',0.092,0.111,-0.070,104.060,0.088,-0.187
'[14:49:55.174 01/03/1996]',0.092,0.092,-0.070,104.060,0.088,-0.187
'[14:49:55.176 01/03/1996]',0.092,0.074,-0.107,102.180,0.043,-0.190
'[14:49:55.178 01/03/1996]',0.092,0.074,-0.107,102.180,0.043,-0.190
'[14:49:55.180 01/03/1996]',0.091,0.056,-0.107,102.180,0.043,-0.190
'[14:49:55.182 01/03/1996]',0.090,0.074,-0.107,102.180,0.043,-0.190
'[14:49:55.184 01/03/1996]',0.088,0.074,-0.107,100.602,-0.003,-0.194
'[14:49:55.186 01/03/1996]',0.087,0.092,-0.107,100.602,-0.003,-0.194
'[14:49:55.188 01/03/1996]',0.083,0.092,-0.107,100.602,-0.003,-0.194
'[14:49:55.190 01/03/1996]',0.080,0.092,-0.107,100.602,-0.003,-0.194
'[14:49:55.192 01/03/1996]',0.077,0.074,-0.107,99.398,-0.012,-0.197
'[14:49:55.194 01/03/1996]',0.073,0.056,-0.070,99.398,-0.012,-0.197
'[14:49:55.196 01/03/1996]',0.068,0.037,-0.070,99.398,-0.012,-0.197
'[14:49:55.198 01/03/1996]',0.063,0.019,-0.070,99.398,-0.012,-0.197
'[14:49:55.200 01/03/1996]',0.059,0.019,-0.070,98.271,-0.056,-0.201
'[14:49:55.202 01/03/1996]',0.055,0.019,-0.070,98.271,-0.056,-0.201
'[14:49:55.204 01/03/1996]',0.053,0.019,-0.070,98.271,-0.056,-0.201
'[14:49:55.206 01/03/1996]',0.052,0.019,-0.070,98.271,-0.056,-0.201
'[14:49:55.208 01/03/1996]',0.050,0.002,-0.070,97.368,-0.096,-0.203
'[14:49:55.210 01/03/1996]',0.048,0.002,-0.070,97.368,-0.096,-0.203
'[14:49:55.212 01/03/1996]',0.048,-0.017,-0.070,97.368,-0.096,-0.203
'[14:49:55.214 01/03/1996]',0.048,-0.017,-0.070,97.368,-0.096,-0.203
'[14:49:55.216 01/03/1996]',0.048,-0.017,-0.070,96.466,-0.135,-0.206
'[14:49:55.218 01/03/1996]',0.048,0.002,-0.070,96.466,-0.135,-0.206
'[14:49:55.220 01/03/1996]',0.048,0.002,-0.070,96.466,-0.135,-0.206
'[14:49:55.222 01/03/1996]',0.048,0.002,-0.070,96.466,-0.135,-0.206
'[14:49:55.224 01/03/1996]',0.048,0.002,-0.070,95.639,-0.170,-0.210
'[14:49:55.226 01/03/1996]',0.048,0.002,-0.070,95.639,-0.170,-0.210
'[14:49:55.228 01/03/1996]',0.048,0.002,-0.070,95.639,-0.170,-0.210
'[14:49:55.230 01/03/1996]',0.048,-0.017,-0.070,95.639,-0.170,-0.210
'[14:49:55.232 01/03/1996]',0.048,0.002,-0.070,94.962,-0.200,-0.213
'[14:49:55.234 01/03/1996]',0.048,0.002,-0.070,94.962,-0.200,-0.213
'[14:49:55.236 01/03/1996]',0.048,0.002,-0.070,94.962,-0.200,-0.213
'[14:49:55.238 01/03/1996]',0.048,0.002,-0.070,94.962,-0.200,-0.213
'[14:49:55.240 01/03/1996]',0.048,0.002,-0.070,94.211,-0.228,-0.217
'[14:49:55.242 01/03/1996]',0.048,-0.017,-0.070,94.211,-0.228,-0.217
'[14:49:55.244 01/03/1996]',0.049,-0.017,-0.070,94.211,-0.228,-0.217
'[14:49:55.246 01/03/1996]',0.050,-0.017,-0.070,94.211,-0.228,-0.217
'[14:49:55.248 01/03/1996]',0.054,0.002,-0.070,93.534,-0.252,-0.221
'[14:49:55.250 01/03/1996]',0.058,0.002,-0.070,93.534,-0.252,-0.221
'[14:49:55.252 01/03/1996]',0.069,0.002,-0.070,93.534,-0.252,-0.221
'[14:49:55.254 01/03/1996]',0.080,0.019,-0.070,93.534,-0.252,-0.221
'[14:49:55.256 01/03/1996]',0.101,0.019,-0.033,92.782,-0.271,-0.224
'[14:49:55.258 01/03/1996]',0.122,0.019,0.003,92.782,-0.271,-0.224
'[14:49:55.260 01/03/1996]',0.155,0.037,-0.070,92.782,-0.271,-0.224
'[14:49:55.262 01/03/1996]',0.188,0.074,-0.217,92.782,-0.271,-0.224
'[14:49:55.264 01/03/1996]',0.232,0.111,-0.400,92.030,-0.287,-0.227
'[14:49:55.266 01/03/1996]',0.275,0.166,-0.618,92.030,-0.287,-0.227
'[14:49:55.268 01/03/1996]',0.326,0.203,-0.838,92.030,-0.287,-0.227
'[14:49:55.270 01/03/1996]',0.377,0.258,-1.093,92.030,-0.287,-0.227
'[14:49:55.272 01/03/1996]',0.431,0.312,-1.350,91.353,-0.302,-0.230
'[14:49:55.274 01/03/1996]',0.485,0.367,-1.533,91.353,-0.302,-0.230
'[14:49:55.276 01/03/1996]',0.536,0.403,-1.752,91.353,-0.302,-0.230
'[14:49:55.278 01/03/1996]',0.587,0.440,-1.972,91.353,-0.302,-0.230
'[14:49:55.280 01/03/1996]',0.632,0.495,-2.190,90.677,-0.315,-0.232
'[14:49:55.282 01/03/1996]',0.678,0.549,-2.373,90.677,-0.315,-0.232
'[14:49:55.284 01/03/1996]',0.718,0.586,-2.593,90.677,-0.315,-0.232
'[14:49:55.286 01/03/1996]',0.757,0.659,-2.738,90.677,-0.315,-0.232
'[14:49:55.288 01/03/1996]',0.787,0.696,-2.812,89.850,-0.325,-0.234
'[14:49:55.290 01/03/1996]',0.817,0.733,-2.885,89.850,-0.325,-0.234
'[14:49:55.292 01/03/1996]',0.836,0.769,-2.885,89.850,-0.325,-0.234
'[14:49:55.294 01/03/1996]',0.855,0.787,-2.885,89.850,-0.325,-0.234
'[14:49:55.296 01/03/1996]',0.868,0.823,-2.885,89.098,-0.334,-0.235
'[14:49:55.298 01/03/1996]',0.880,0.860,-2.848,89.098,-0.334,-0.235
'[14:49:55.300 01/03/1996]',0.884,0.878,-2.775,89.098,-0.334,-0.235
'[14:49:55.302 01/03/1996]',0.888,0.897,-2.702,89.098,-0.334,-0.235
'[14:49:55.304 01/03/1996]',0.887,0.915,-2.628,88.271,-0.343,-0.238
'[14:49:55.306 01/03/1996]',0.885,0.933,-2.557,88.271,-0.343,-0.238
'[14:49:55.308 01/03/1996]',0.878,0.897,-2.447,88.271,-0.343,-0.238
'[14:49:55.310 01/03/1996]',0.872,0.897,-2.337,88.271,-0.343,-0.238
'[14:49:55.312 01/03/1996]',0.863,0.897,-2.227,87.519,-0.349,-0.240
'[14:49:55.314 01/03/1996]',0.853,0.878,-2.117,87.519,-0.349,-0.240
'[14:49:55.316 01/03/1996]',0.840,0.897,-2.045,87.519,-0.349,-0.240
'[14:49:55.318 01/03/1996]',0.827,0.878,-1.935,87.519,-0.349,-0.240
'[14:49:55.320 01/03/1996]',0.807,0.878,-1.862,86.767,-0.356,-0.243
'[14:49:55.322 01/03/1996]',0.788,0.878,-1.752,86.767,-0.356,-0.243
'[14:49:55.324 01/03/1996]',0.763,0.860,-1.642,86.767,-0.356,-0.243
'[14:49:55.326 01/03/1996]',0.738,0.823,-1.533,86.767,-0.356,-0.243
'[14:49:55.328 01/03/1996]',0.708,0.805,-1.423,85.940,-0.363,-0.245
'[14:49:55.330 01/03/1996]',0.677,0.769,-1.313,85.940,-0.363,-0.245
'[14:49:55.332 01/03/1996]',0.640,0.751,-1.203,85.940,-0.363,-0.245
'[14:49:55.334 01/03/1996]',0.603,0.733,-1.093,85.940,-0.363,-0.245
'[14:49:55.336 01/03/1996]',0.558,0.714,-0.985,85.188,-0.369,-0.246
'[14:49:55.338 01/03/1996]',0.513,0.696,-0.912,85.188,-0.369,-0.246
'[14:49:55.340 01/03/1996]',0.460,0.659,-0.765,85.188,-0.369,-0.246
'[14:49:55.342 01/03/1996]',0.407,0.586,-0.655,85.188,-0.369,-0.246
'[14:49:55.344 01/03/1996]',0.350,0.531,-0.545,84.361,-0.377,-0.247
'[14:49:55.346 01/03/1996]',0.293,0.458,-0.437,84.361,-0.377,-0.247
'[14:49:55.348 01/03/1996]',0.238,0.403,-0.327,84.361,-0.377,-0.247
'[14:49:55.350 01/03/1996]',0.183,0.330,-0.217,84.361,-0.377,-0.247
'[14:49:55.352 01/03/1996]',0.133,0.258,-0.143,83.609,-0.382,-0.248
'[14:49:55.354 01/03/1996]',0.083,0.184,-0.033,83.609,-0.382,-0.248
'[14:49:55.356 01/03/1996]',0.043,0.092,0.038,83.609,-0.382,-0.248
'[14:49:55.358 01/03/1996]',0.003,0.037,0.112,83.609,-0.382,-0.248
'[14:49:55.360 01/03/1996]',-0.025,-0.017,0.222,82.857,-0.388,-0.249
'[14:49:55.362 01/03/1996]',-0.053,-0.072,0.258,82.857,-0.388,-0.249
'[14:49:55.364 01/03/1996]',-0.071,-0.108,0.332,82.857,-0.388,-0.249
'[14:49:55.366 01/03/1996]',-0.088,-0.127,0.368,82.857,-0.388,-0.249
'[14:49:55.368 01/03/1996]',-0.098,-0.127,0.405,82.105,-0.393,-0.249
'[14:49:55.370 01/03/1996]',-0.107,-0.145,0.442,82.105,-0.393,-0.249
'[14:49:55.372 01/03/1996]',-0.113,-0.163,0.478,82.105,-0.393,-0.249
'[14:49:55.374 01/03/1996]',-0.118,-0.182,0.478,82.105,-0.393,-0.249
'[14:49:55.376 01/03/1996]',-0.121,-0.182,0.515,81.353,-0.398,-0.249
'[14:49:55.378 01/03/1996]',-0.123,-0.200,0.515,81.353,-0.398,-0.249
'[14:49:55.380 01/03/1996]',-0.126,-0.200,0.515,81.353,-0.398,-0.249
'[14:49:55.382 01/03/1996]',-0.128,-0.200,0.515,81.353,-0.398,-0.249
'[14:49:55.384 01/03/1996]',-0.129,-0.200,0.515,80.602,-0.404,-0.249
'[14:49:55.386 01/03/1996]',-0.130,-0.200,0.515,80.602,-0.404,-0.249
'[14:49:55.388 01/03/1996]',-0.129,-0.200,0.550,80.602,-0.404,-0.249
'[14:49:55.390 01/03/1996]',-0.128,-0.200,0.550,80.602,-0.404,-0.249
'[14:49:55.392 01/03/1996]',-0.128,-0.200,0.550,79.925,-0.408,-0.249
'[14:49:55.394 01/03/1996]',-0.128,-0.218,0.550,79.925,-0.408,-0.249
'[14:49:55.396 01/03/1996]',-0.128,-0.218,0.550,79.925,-0.408,-0.249
'[14:49:55.398 01/03/1996]',-0.128,-0.218,0.550,79.925,-0.408,-0.249
'[14:49:55.400 01/03/1996]',-0.129,-0.200,0.550,79.173,-0.413,-0.249
'[14:49:55.402 01/03/1996]',-0.130,-0.200,0.550,79.173,-0.413,-0.249
'[14:49:55.404 01/03/1996]',-0.131,-0.200,0.550,79.173,-0.413,-0.249
'[14:49:55.406 01/03/1996]',-0.132,-0.200,0.550,79.173,-0.413,-0.249
'[14:49:55.408 01/03/1996]',-0.131,-0.200,0.550,78.421,-0.417,-0.248
'[14:49:55.410 01/03/1996]',-0.130,-0.218,0.550,78.421,-0.417,-0.248
'[14:49:55.412 01/03/1996]',-0.129,-0.218,0.587,78.421,-0.417,-0.248
'[14:49:55.414 01/03/1996]',-0.128,-0.218,0.587,78.421,-0.417,-0.248
'[14:49:55.416 01/03/1996]',-0.129,-0.200,0.587,77.820,-0.421,-0.248
'[14:49:55.418 01/03/1996]',-0.130,-0.200,0.587,77.820,-0.421,-0.248
'[14:49:55.420 01/03/1996]',-0.132,-0.182,0.587,77.820,-0.421,-0.248
'[14:49:55.422 01/03/1996]',-0.133,-0.182,0.587,77.820,-0.421,-0.248
'[14:49:55.424 01/03/1996]',-0.135,-0.200,0.587,77.143,-0.425,-0.247
'[14:49:55.426 01/03/1996]',-0.137,-0.200,0.587,77.143,-0.425,-0.247
'[14:49:55.428 01/03/1996]',-0.140,-0.218,0.587,77.143,-0.425,-0.247
'[14:49:55.430 01/03/1996]',-0.143,-0.218,0.623,77.143,-0.425,-0.247
'[14:49:55.432 01/03/1996]',-0.147,-0.218,0.623,76.466,-0.428,-0.247
'[14:49:55.434 01/03/1996]',-0.152,-0.200,0.623,76.466,-0.428,-0.247
'[14:49:55.436 01/03/1996]',-0.155,-0.200,0.623,76.466,-0.428,-0.247
'[14:49:55.438 01/03/1996]',-0.158,-0.200,0.660,76.466,-0.428,-0.247
'[14:49:55.440 01/03/1996]',-0.162,-0.200,0.660,75.865,-0.430,-0.246
'[14:49:55.442 01/03/1996]',-0.165,-0.218,0.697,75.865,-0.430,-0.246
'[14:49:55.444 01/03/1996]',-0.169,-0.218,0.697,75.865,-0.430,-0.246
'[14:49:55.446 01/03/1996]',-0.173,-0.237,0.733,75.865,-0.430,-0.246
'[14:49:55.448 01/03/1996]',-0.177,-0.218,0.733,75.489,-0.432,-0.244
'[14:49:55.450 01/03/1996]',-0.182,-0.218,0.770,75.489,-0.432,-0.244
'[14:49:55.452 01/03/1996]',-0.187,-0.218,0.770,75.489,-0.432,-0.244
'[14:49:55.454 01/03/1996]',-0.192,-0.218,0.807,75.489,-0.432,-0.244
'[14:49:55.456 01/03/1996]',-0.198,-0.218,0.843,75.714,-0.435,-0.242
'[14:49:55.458 01/03/1996]',-0.205,-0.237,0.843,75.714,-0.435,-0.242
'[14:49:55.460 01/03/1996]',-0.213,-0.255,0.880,75.714,-0.435,-0.242
'[14:49:55.462 01/03/1996]',-0.222,-0.273,0.917,75.714,-0.435,-0.242
'[14:49:55.464 01/03/1996]',-0.229,-0.273,0.917,76.917,-0.436,-0.240
'[14:49:55.466 01/03/1996]',-0.237,-0.273,0.953,76.917,-0.436,-0.240
'[14:49:55.468 01/03/1996]',-0.242,-0.273,0.990,76.917,-0.436,-0.240
'[14:49:55.470 01/03/1996]',-0.247,-0.273,0.990,76.917,-0.436,-0.240
'[14:49:55.472 01/03/1996]',-0.255,-0.273,1.027,79.624,-0.438,-0.236
'[14:49:55.474 01/03/1996]',-0.263,-0.309,1.062,79.624,-0.438,-0.236
'[14:49:55.476 01/03/1996]',-0.273,-0.309,1.098,79.624,-0.438,-0.236
'[14:49:55.478 01/03/1996]',-0.282,-0.328,1.098,79.624,-0.438,-0.236
'[14:49:55.480 01/03/1996]',-0.290,-0.328,1.135,83.759,-0.439,-0.234
'[14:49:55.482 01/03/1996]',-0.298,-0.346,1.172,83.759,-0.439,-0.234
'[14:49:55.484 01/03/1996]',-0.306,-0.346,1.172,83.759,-0.439,-0.234
'[14:49:55.486 01/03/1996]',-0.313,-0.346,1.208,83.759,-0.439,-0.234
'[14:49:55.488 01/03/1996]',-0.318,-0.346,1.208,89.323,-0.438,-0.231
'[14:49:55.490 01/03/1996]',-0.323,-0.364,1.208,89.323,-0.438,-0.231
'[14:49:55.492 01/03/1996]',-0.324,-0.364,1.245,89.323,-0.438,-0.231
'[14:49:55.494 01/03/1996]',-0.325,-0.383,1.245,89.323,-0.438,-0.231
'[14:49:55.496 01/03/1996]',-0.323,-0.383,1.245,95.789,-0.434,-0.229
'[14:49:55.498 01/03/1996]',-0.320,-0.383,1.245,95.789,-0.434,-0.229
'[14:49:55.500 01/03/1996]',-0.315,-0.383,1.245,95.789,-0.434,-0.229
'[14:49:55.502 01/03/1996]',-0.310,-0.364,1.208,95.789,-0.434,-0.229
'[14:49:55.504 01/03/1996]',-0.302,-0.346,1.208,102.632,-0.425,-0.228
'[14:49:55.506 01/03/1996]',-0.295,-0.346,1.172,102.632,-0.425,-0.228
'[14:49:55.508 01/03/1996]',-0.285,-0.346,1.135,102.632,-0.425,-0.228
'[14:49:55.510 01/03/1996]',-0.275,-0.346,1.135,102.632,-0.425,-0.228
'[14:49:55.512 01/03/1996]',-0.263,-0.346,1.098,109.699,-0.408,-0.227
'[14:49:55.514 01/03/1996]',-0.252,-0.328,1.062,109.699,-0.408,-0.227
'[14:49:55.516 01/03/1996]',-0.238,-0.309,1.027,109.699,-0.408,-0.227
'[14:49:55.518 01/03/1996]',-0.225,-0.273,0.953,109.699,-0.408,-0.227
'[14:49:55.520 01/03/1996]',-0.209,-0.255,0.917,116.692,-0.383,-0.226
'[14:49:55.522 01/03/1996]',-0.193,-0.237,0.880,116.692,-0.383,-0.226
'[14:49:55.524 01/03/1996]',-0.176,-0.218,0.843,116.692,-0.383,-0.226
'[14:49:55.526 01/03/1996]',-0.158,-0.200,0.770,116.692,-0.383,-0.226
'[14:49:55.528 01/03/1996]',-0.140,-0.200,0.733,123.459,-0.346,-0.225
'[14:49:55.530 01/03/1996]',-0.122,-0.182,0.697,123.459,-0.346,-0.225
'[14:49:55.532 01/03/1996]',-0.106,-0.163,0.623,123.459,-0.346,-0.225
'[14:49:55.534 01/03/1996]',-0.090,-0.127,0.550,123.459,-0.346,-0.225
'[14:49:55.536 01/03/1996]',-0.075,-0.108,0.515,129.699,-0.297,-0.224
'[14:49:55.538 01/03/1996]',-0.060,-0.108,0.478,129.699,-0.297,-0.224
'[14:49:55.540 01/03/1996]',-0.046,-0.072,0.442,129.699,-0.297,-0.224
'[14:49:55.542 01/03/1996]',-0.032,-0.072,0.368,129.699,-0.297,-0.224
'[14:49:55.544 01/03/1996]',-0.020,-0.053,0.332,135.489,-0.234,-0.223
'[14:49:55.546 01/03/1996]',-0.008,-0.053,0.295,135.489,-0.234,-0.223
'[14:49:55.548 01/03/1996]',0.000,-0.035,0.258,135.489,-0.234,-0.223
'[14:49:55.550 01/03/1996]',0.008,-0.017,0.222,135.489,-0.234,-0.223
'[14:49:55.552 01/03/1996]',0.014,-0.017,0.185,140.602,-0.163,-0.222
'[14:49:55.554 01/03/1996]',0.020,-0.017,0.148,140.602,-0.163,-0.222
'[14:49:55.556 01/03/1996]',0.022,0.002,0.148,140.602,-0.163,-0.222
'[14:49:55.558 01/03/1996]',0.023,0.002,0.112,140.602,-0.163,-0.222
'[14:49:55.560 01/03/1996]',0.024,-0.017,0.112,145.188,-0.082,-0.221
'[14:49:55.562 01/03/1996]',0.025,-0.017,0.075,145.188,-0.082,-0.221
'[14:49:55.564 01/03/1996]',0.024,-0.017,0.075,145.188,-0.082,-0.221
'[14:49:55.566 01/03/1996]',0.023,-0.017,0.038,145.188,-0.082,-0.221
'[14:49:55.568 01/03/1996]',0.023,0.002,0.038,149.248,0.004,-0.221
'[14:49:55.570 01/03/1996]',0.023,0.002,0.003,149.248,0.004,-0.221
'[14:49:55.572 01/03/1996]',0.024,0.002,0.003,149.248,0.004,-0.221
'[14:49:55.574 01/03/1996]',0.025,0.002,0.003,149.248,0.004,-0.221
'[14:49:55.576 01/03/1996]',0.027,-0.017,0.003,152.481,0.088,-0.220
'[14:49:55.578 01/03/1996]',0.028,-0.017,0.003,152.481,0.088,-0.220
'[14:49:55.580 01/03/1996]',0.030,0.002,0.003,152.481,0.088,-0.220
'[14:49:55.582 01/03/1996]',0.032,0.002,0.003,152.481,0.088,-0.220
'[14:49:55.584 01/03/1996]',0.031,0.002,0.003,155.038,0.171,-0.220
'[14:49:55.586 01/03/1996]',0.030,0.002,0.003,155.038,0.171,-0.220
'[14:49:55.588 01/03/1996]',0.030,0.002,0.003,155.038,0.171,-0.220
'[14:49:55.590 01/03/1996]',0.030,0.002,-0.033,155.038,0.171,-0.220
'[14:49:55.592 01/03/1996]',0.030,-0.017,-0.033,156.767,0.246,-0.221
'[14:49:55.594 01/03/1996]',0.030,-0.017,-0.033,156.767,0.246,-0.221
'[14:49:55.596 01/03/1996]',0.030,-0.035,-0.033,156.767,0.246,-0.221
'[14:49:55.598 01/03/1996]',0.030,-0.035,-0.033,156.767,0.246,-0.221
'[14:49:55.600 01/03/1996]',0.030,-0.017,-0.033,157.820,0.312,-0.221
'[14:49:55.602 01/03/1996]',0.030,-0.017,-0.033,157.820,0.312,-0.221
'[14:49:55.604 01/03/1996]',0.030,0.002,-0.033,157.820,0.312,-0.221
'[14:49:55.606 01/03/1996]',0.030,0.002,-0.033,157.820,0.312,-0.221
'[14:49:55.608 01/03/1996]',0.029,0.002,-0.033,157.895,0.367,-0.222
'[14:49:55.610 01/03/1996]',0.028,-0.017,-0.033,157.895,0.367,-0.222
'[14:49:55.612 01/03/1996]',0.027,-0.035,-0.033,157.895,0.367,-0.222
'[14:49:55.614 01/03/1996]',0.025,-0.035,0.003,157.895,0.367,-0.222
'[14:49:55.616 01/03/1996]',0.024,-0.035,-0.033,157.218,0.412,-0.223
'[14:49:55.618 01/03/1996]',0.023,-0.017,-0.033,157.218,0.412,-0.223
'[14:49:55.620 01/03/1996]',0.023,0.002,-0.033,157.218,0.412,-0.223
'[14:49:55.622 01/03/1996]',0.023,-0.017,-0.033,157.218,0.412,-0.223
'[14:49:55.624 01/03/1996]',0.023,-0.035,-0.033,155.714,0.446,-0.225
'[14:49:55.626 01/03/1996]',0.023,-0.035,-0.033,155.714,0.446,-0.225
'[14:49:55.628 01/03/1996]',0.023,-0.035,-0.033,155.714,0.446,-0.225
'[14:49:55.630 01/03/1996]',0.023,-0.035,0.003,155.714,0.446,-0.225
'[14:49:55.632 01/03/1996]',0.023,-0.035,0.003,153.459,0.470,-0.226
'[14:49:55.634 01/03/1996]',0.023,-0.035,0.003,153.459,0.470,-0.226
'[14:49:55.636 01/03/1996]',0.023,-0.017,0.003,153.459,0.470,-0.226
'[14:49:55.638 01/03/1996]',0.023,-0.017,0.003,153.459,0.470,-0.226
'[14:49:55.640 01/03/1996]',0.023,-0.035,0.003,150.451,0.483,-0.228
'[14:49:55.642 01/03/1996]',0.023,-0.035,0.003,150.451,0.483,-0.228
'[14:49:55.644 01/03/1996]',0.023,-0.035,0.003,150.451,0.483,-0.228
'[14:49:55.646 01/03/1996]',0.023,-0.035,0.003,150.451,0.483,-0.228
'[14:49:55.648 01/03/1996]',0.023,-0.035,0.003,146.917,0.490,-0.228
'[14:49:55.650 01/03/1996]',0.023,-0.035,0.003,146.917,0.490,-0.228
'[14:49:55.652 01/03/1996]',0.023,-0.017,0.003,146.917,0.490,-0.228
'[14:49:55.654 01/03/1996]',0.023,-0.017,0.003,146.917,0.490,-0.228
'[14:49:55.656 01/03/1996]',0.023,-0.017,0.003,142.857,0.488,-0.228
'[14:49:55.658 01/03/1996]',0.023,-0.035,0.003,142.857,0.488,-0.228
'[14:49:55.660 01/03/1996]',0.023,-0.035,0.003,142.857,0.488,-0.228
'[14:49:55.662 01/03/1996]',0.023,-0.035,0.003,142.857,0.488,-0.228
'[14:49:55.664 01/03/1996]',0.022,-0.035,0.003,138.346,0.480,-0.228
'[14:49:55.666 01/03/1996]',0.022,-0.035,0.003,138.346,0.480,-0.228
'[14:49:55.668 01/03/1996]',0.020,-0.017,0.003,138.346,0.480,-0.228
'[14:49:55.670 01/03/1996]',0.018,-0.017,0.003,138.346,0.480,-0.228
'[14:49:55.672 01/03/1996]',0.018,-0.017,0.003,133.609,0.465,-0.228
'[14:49:55.674 01/03/1996]',0.017,-0.017,0.003,133.609,0.465,-0.228
'[14:49:55.676 01/03/1996]',0.018,-0.035,0.003,133.609,0.465,-0.228
