'Time and date','V','ABP','PLETH','RESP'
'[08:26:33.398 17/05/1995]',-1.115,66.289,0.000,-0.463
'[08:26:33.400 17/05/1995]',-1.023,65.876,0.000,-0.459
'[08:26:33.402 17/05/1995]',-0.931,65.876,0.000,-0.459
'[08:26:33.404 17/05/1995]',-0.809,65.876,0.000,-0.459
'[08:26:33.406 17/05/1995]',-0.687,65.876,0.000,-0.459
'[08:26:33.408 17/05/1995]',-0.568,65.361,0.000,-0.455
'[08:26:33.410 17/05/1995]',-0.450,65.361,0.000,-0.455
'[08:26:33.412 17/05/1995]',-0.352,65.361,0.000,-0.455
'[08:26:33.414 17/05/1995]',-0.253,65.361,0.000,-0.455
'[08:26:33.416 17/05/1995]',-0.182,64.845,0.000,-0.451
'[08:26:33.418 17/05/1995]',-0.110,64.845,0.000,-0.451
'[08:26:33.420 17/05/1995]',-0.059,64.845,0.000,-0.451
'[08:26:33.422 17/05/1995]',-0.007,64.845,0.000,-0.451
'[08:26:33.424 17/05/1995]',0.031,64.433,0.000,-0.447
'[08:26:33.426 17/05/1995]',0.070,64.433,0.000,-0.447
'[08:26:33.428 17/05/1995]',0.096,64.433,0.000,-0.447
'[08:26:33.430 17/05/1995]',0.123,64.433,0.000,-0.447
'[08:26:33.432 17/05/1995]',0.139,63.918,0.000,-0.443
'[08:26:33.434 17/05/1995]',0.154,63.918,0.000,-0.443
'[08:26:33.436 17/05/1995]',0.162,63.918,0.000,-0.443
'[08:26:33.438 17/05/1995]',0.169,63.918,0.000,-0.443
'[08:26:33.440 17/05/1995]',0.173,63.402,0.000,-0.441
'[08:26:33.442 17/05/1995]',0.176,63.402,0.000,-0.441
'[08:26:33.444 17/05/1995]',0.179,63.402,0.000,-0.441
'[08:26:33.446 17/05/1995]',0.182,63.402,0.000,-0.441
'[08:26:33.448 17/05/1995]',0.185,62.990,0.000,-0.442
'[08:26:33.450 17/05/1995]',0.187,62.990,0.000,-0.442
'[08:26:33.452 17/05/1995]',0.188,62.990,0.000,-0.442
'[08:26:33.454 17/05/1995]',0.189,62.990,0.000,-0.442
'[08:26:33.456 17/05/1995]',0.188,62.474,0.000,-0.446
'[08:26:33.458 17/05/1995]',0.187,62.474,0.000,-0.446
'[08:26:33.460 17/05/1995]',0.187,62.474,0.000,-0.446
'[08:26:33.462 17/05/1995]',0.187,62.474,0.000,-0.446
'[08:26:33.464 17/05/1995]',0.187,61.959,0.000,-0.453
'[08:26:33.466 17/05/1995]',0.187,61.959,0.000,-0.453
'[08:26:33.468 17/05/1995]',0.187,61.959,0.000,-0.453
'[08:26:33.470 17/05/1995]',0.187,61.959,0.000,-0.453
'[08:26:33.472 17/05/1995]',0.187,61.443,0.000,-0.462
'[08:26:33.474 17/05/1995]',0.187,61.443,0.000,-0.462
'[08:26:33.476 17/05/1995]',0.187,61.443,0.000,-0.462
'[08:26:33.478 17/05/1995]',0.187,61.443,0.000,-0.462
'[08:26:33.480 17/05/1995]',0.187,60.928,0.000,-0.472
'[08:26:33.482 17/05/1995]',0.187,60.928,0.000,-0.472
'[08:26:33.484 17/05/1995]',0.186,60.928,0.000,-0.472
'[08:26:33.486 17/05/1995]',0.185,60.928,0.000,-0.472
'[08:26:33.488 17/05/1995]',0.184,60.309,0.000,-0.483
'[08:26:33.490 17/05/1995]',0.182,60.309,0.000,-0.483
'[08:26:33.492 17/05/1995]',0.180,60.309,0.000,-0.483
'[08:26:33.494 17/05/1995]',0.178,60.309,0.000,-0.483
'[08:26:33.496 17/05/1995]',0.176,59.691,0.000,-0.495
'[08:26:33.498 17/05/1995]',0.174,59.691,0.000,-0.495
'[08:26:33.500 17/05/1995]',0.173,59.691,0.000,-0.495
'[08:26:33.502 17/05/1995]',0.171,59.691,0.000,-0.495
'[08:26:33.504 17/05/1995]',0.170,59.175,0.000,-0.508
'[08:26:33.506 17/05/1995]',0.169,59.175,0.000,-0.508
'[08:26:33.508 17/05/1995]',0.168,59.175,0.000,-0.508
'[08:26:33.510 17/05/1995]',0.167,59.175,0.000,-0.508
'[08:26:33.512 17/05/1995]',0.167,58.557,0.000,-0.524
'[08:26:33.514 17/05/1995]',0.167,58.557,0.000,-0.524
'[08:26:33.516 17/05/1995]',0.167,58.557,0.000,-0.524
'[08:26:33.518 17/05/1995]',0.167,58.557,0.000,-0.524
'[08:26:33.520 17/05/1995]',0.167,58.144,0.000,-0.541
'[08:26:33.522 17/05/1995]',0.167,58.144,0.000,-0.541
'[08:26:33.524 17/05/1995]',0.166,58.144,0.000,-0.541
'[08:26:33.526 17/05/1995]',0.165,58.144,0.000,-0.541
'[08:26:33.528 17/05/1995]',0.163,57.938,0.000,-0.559
'[08:26:33.530 17/05/1995]',0.160,57.938,0.000,-0.559
'[08:26:33.532 17/05/1995]',0.157,57.938,0.000,-0.559
'[08:26:33.534 17/05/1995]',0.154,57.938,0.000,-0.559
'[08:26:33.536 17/05/1995]',0.152,58.557,0.000,-0.577
'[08:26:33.538 17/05/1995]',0.151,58.557,0.000,-0.577
'[08:26:33.540 17/05/1995]',0.150,58.557,0.000,-0.577
'[08:26:33.542 17/05/1995]',0.149,58.557,0.000,-0.577
'[08:26:33.544 17/05/1995]',0.147,60.412,0.000,-0.594
'[08:26:33.546 17/05/1995]',0.145,60.412,0.000,-0.594
'[08:26:33.548 17/05/1995]',0.142,60.412,0.000,-0.594
'[08:26:33.550 17/05/1995]',0.140,60.412,0.000,-0.594
'[08:26:33.552 17/05/1995]',0.136,64.124,0.000,-0.609
'[08:26:33.554 17/05/1995]',0.132,64.124,0.000,-0.609
'[08:26:33.556 17/05/1995]',0.129,64.124,0.000,-0.609
'[08:26:33.558 17/05/1995]',0.125,64.124,0.000,-0.609
'[08:26:33.560 17/05/1995]',0.123,69.897,0.000,-0.624
'[08:26:33.562 17/05/1995]',0.121,69.897,0.000,-0.624
'[08:26:33.564 17/05/1995]',0.119,69.897,0.000,-0.624
'[08:26:33.566 17/05/1995]',0.118,69.897,0.000,-0.624
'[08:26:33.568 17/05/1995]',0.116,77.423,0.000,-0.636
'[08:26:33.570 17/05/1995]',0.114,77.423,0.000,-0.636
'[08:26:33.572 17/05/1995]',0.112,77.423,0.000,-0.636
'[08:26:33.574 17/05/1995]',0.110,77.423,0.000,-0.636
'[08:26:33.576 17/05/1995]',0.107,86.186,0.000,-0.649
'[08:26:33.578 17/05/1995]',0.103,86.186,0.000,-0.649
'[08:26:33.580 17/05/1995]',0.100,86.186,0.000,-0.649
'[08:26:33.582 17/05/1995]',0.097,86.186,0.000,-0.649
'[08:26:33.584 17/05/1995]',0.096,95.361,0.000,-0.660
'[08:26:33.586 17/05/1995]',0.094,95.361,0.000,-0.660
'[08:26:33.588 17/05/1995]',0.089,95.361,0.000,-0.660
'[08:26:33.590 17/05/1995]',0.084,95.361,0.000,-0.660
'[08:26:33.592 17/05/1995]',0.083,104.330,0.000,-0.671
'[08:26:33.594 17/05/1995]',0.081,104.330,0.000,-0.671
'[08:26:33.596 17/05/1995]',0.079,104.330,0.000,-0.671
'[08:26:33.598 17/05/1995]',0.077,104.330,0.000,-0.671
'[08:26:33.600 17/05/1995]',0.075,112.680,0.000,-0.681
'[08:26:33.602 17/05/1995]',0.073,112.680,0.000,-0.681
'[08:26:33.604 17/05/1995]',0.070,112.680,0.000,-0.681
'[08:26:33.606 17/05/1995]',0.066,112.680,0.000,-0.681
'[08:26:33.608 17/05/1995]',0.066,120.000,0.000,-0.691
'[08:26:33.610 17/05/1995]',0.066,120.000,0.000,-0.691
'[08:26:33.612 17/05/1995]',0.065,120.000,0.000,-0.691
'[08:26:33.614 17/05/1995]',0.064,120.000,0.000,-0.691
'[08:26:33.616 17/05/1995]',0.062,126.392,0.000,-0.699
'[08:26:33.618 17/05/1995]',0.061,126.392,0.000,-0.699
'[08:26:33.620 17/05/1995]',0.059,126.392,0.000,-0.699
'[08:26:33.622 17/05/1995]',0.057,126.392,0.000,-0.699
'[08:26:33.624 17/05/1995]',0.054,131.856,0.000,-0.706
'[08:26:33.626 17/05/1995]',0.051,131.856,0.000,-0.706
'[08:26:33.628 17/05/1995]',0.050,131.856,0.000,-0.706
'[08:26:33.630 17/05/1995]',0.048,131.856,0.000,-0.706
'[08:26:33.632 17/05/1995]',0.047,136.289,0.000,-0.712
'[08:26:33.634 17/05/1995]',0.046,136.289,0.000,-0.712
'[08:26:33.636 17/05/1995]',0.046,136.289,0.000,-0.712
'[08:26:33.638 17/05/1995]',0.046,136.289,0.000,-0.712
'[08:26:33.640 17/05/1995]',0.046,139.794,0.000,-0.716
'[08:26:33.642 17/05/1995]',0.046,139.794,0.000,-0.716
'[08:26:33.644 17/05/1995]',0.046,139.794,0.000,-0.716
'[08:26:33.646 17/05/1995]',0.046,139.794,0.000,-0.716
'[08:26:33.648 17/05/1995]',0.046,142.474,0.000,-0.720
'[08:26:33.650 17/05/1995]',0.046,142.474,0.000,-0.720
'[08:26:33.652 17/05/1995]',0.046,142.474,0.000,-0.720
'[08:26:33.654 17/05/1995]',0.046,142.474,0.000,-0.720
'[08:26:33.656 17/05/1995]',0.046,144.227,0.000,-0.722
'[08:26:33.658 17/05/1995]',0.046,144.227,0.000,-0.722
'[08:26:33.660 17/05/1995]',0.045,144.227,0.000,-0.722
'[08:26:33.662 17/05/1995]',0.044,144.227,0.000,-0.722
'[08:26:33.664 17/05/1995]',0.043,145.052,0.000,-0.724
'[08:26:33.666 17/05/1995]',0.042,145.052,0.000,-0.724
'[08:26:33.668 17/05/1995]',0.043,145.052,0.000,-0.724
'[08:26:33.670 17/05/1995]',0.044,145.052,0.000,-0.724
'[08:26:33.672 17/05/1995]',0.043,145.258,0.000,-0.726
'[08:26:33.674 17/05/1995]',0.042,145.258,0.000,-0.726
'[08:26:33.676 17/05/1995]',0.040,145.258,0.000,-0.726
'[08:26:33.678 17/05/1995]',0.039,145.258,0.000,-0.726
'[08:26:33.680 17/05/1995]',0.037,144.742,0.000,-0.728
'[08:26:33.682 17/05/1995]',0.035,144.742,0.000,-0.728
'[08:26:33.684 17/05/1995]',0.032,144.742,0.000,-0.728
'[08:26:33.686 17/05/1995]',0.029,144.742,0.000,-0.728
'[08:26:33.688 17/05/1995]',0.028,143.608,0.000,-0.730
'[08:26:33.690 17/05/1995]',0.028,143.608,0.000,-0.730
'[08:26:33.692 17/05/1995]',0.027,143.608,0.000,-0.730
'[08:26:33.694 17/05/1995]',0.026,143.608,0.000,-0.730
'[08:26:33.696 17/05/1995]',0.026,141.856,0.000,-0.731
'[08:26:33.698 17/05/1995]',0.026,141.856,0.000,-0.731
'[08:26:33.700 17/05/1995]',0.026,141.856,0.000,-0.731
'[08:26:33.702 17/05/1995]',0.026,141.856,0.000,-0.731
'[08:26:33.704 17/05/1995]',0.026,139.794,0.000,-0.728
'[08:26:33.706 17/05/1995]',0.026,139.794,0.000,-0.728
'[08:26:33.708 17/05/1995]',0.026,139.794,0.000,-0.728
'[08:26:33.710 17/05/1995]',0.026,139.794,0.000,-0.728
'[08:26:33.712 17/05/1995]',0.027,137.216,0.000,-0.723
'[08:26:33.714 17/05/1995]',0.028,137.216,0.000,-0.723
'[08:26:33.716 17/05/1995]',0.029,137.216,0.000,-0.723
'[08:26:33.718 17/05/1995]',0.031,137.216,0.000,-0.723
'[08:26:33.720 17/05/1995]',0.034,134.227,0.000,-0.716
'[08:26:33.722 17/05/1995]',0.037,134.227,0.000,-0.716
'[08:26:33.724 17/05/1995]',0.039,134.227,0.000,-0.716
'[08:26:33.726 17/05/1995]',0.040,134.227,0.000,-0.716
'[08:26:33.728 17/05/1995]',0.043,130.619,0.000,-0.708
'[08:26:33.730 17/05/1995]',0.046,130.619,0.000,-0.708
'[08:26:33.732 17/05/1995]',0.047,130.619,0.000,-0.708
'[08:26:33.734 17/05/1995]',0.048,130.619,0.000,-0.708
'[08:26:33.736 17/05/1995]',0.047,126.289,0.000,-0.703
'[08:26:33.738 17/05/1995]',0.046,126.289,0.000,-0.703
'[08:26:33.740 17/05/1995]',0.046,126.289,0.000,-0.703
'[08:26:33.742 17/05/1995]',0.046,126.289,0.000,-0.703
'[08:26:33.744 17/05/1995]',0.046,121.443,0.000,-0.699
'[08:26:33.746 17/05/1995]',0.046,121.443,0.000,-0.699
'[08:26:33.748 17/05/1995]',0.046,121.443,0.000,-0.699
'[08:26:33.750 17/05/1995]',0.046,121.443,0.000,-0.699
'[08:26:33.752 17/05/1995]',0.047,116.186,0.000,-0.696
'[08:26:33.754 17/05/1995]',0.048,116.186,0.000,-0.696
'[08:26:33.756 17/05/1995]',0.050,116.186,0.000,-0.696
'[08:26:33.758 17/05/1995]',0.051,116.186,0.000,-0.696
'[08:26:33.760 17/05/1995]',0.052,110.722,0.000,-0.694
'[08:26:33.762 17/05/1995]',0.053,110.722,0.000,-0.694
'[08:26:33.764 17/05/1995]',0.052,110.722,0.000,-0.694
'[08:26:33.766 17/05/1995]',0.051,110.722,0.000,-0.694
'[08:26:33.768 17/05/1995]',0.050,105.361,0.000,-0.690
'[08:26:33.770 17/05/1995]',0.048,105.361,0.000,-0.690
'[08:26:33.772 17/05/1995]',0.047,105.361,0.000,-0.690
'[08:26:33.774 17/05/1995]',0.046,105.361,0.000,-0.690
'[08:26:33.776 17/05/1995]',0.046,100.412,0.000,-0.685
'[08:26:33.778 17/05/1995]',0.046,100.412,0.000,-0.685
'[08:26:33.780 17/05/1995]',0.046,100.412,0.000,-0.685
'[08:26:33.782 17/05/1995]',0.046,100.412,0.000,-0.685
'[08:26:33.784 17/05/1995]',0.046,95.773,0.000,-0.679
'[08:26:33.786 17/05/1995]',0.046,95.773,0.000,-0.679
'[08:26:33.788 17/05/1995]',0.045,95.773,0.000,-0.679
'[08:26:33.790 17/05/1995]',0.044,95.773,0.000,-0.679
'[08:26:33.792 17/05/1995]',0.042,91.546,0.000,-0.673
'[08:26:33.794 17/05/1995]',0.040,91.546,0.000,-0.673
'[08:26:33.796 17/05/1995]',0.039,91.546,0.000,-0.673
'[08:26:33.798 17/05/1995]',0.039,91.546,0.000,-0.673
'[08:26:33.800 17/05/1995]',0.037,87.938,0.000,-0.668
'[08:26:33.802 17/05/1995]',0.035,87.938,0.000,-0.668
'[08:26:33.804 17/05/1995]',0.033,87.938,0.000,-0.668
'[08:26:33.806 17/05/1995]',0.031,87.938,0.000,-0.668
'[08:26:33.808 17/05/1995]',0.032,84.845,0.000,-0.663
'[08:26:33.810 17/05/1995]',0.033,84.845,0.000,-0.663
'[08:26:33.812 17/05/1995]',0.032,84.845,0.000,-0.663
'[08:26:33.814 17/05/1995]',0.031,84.845,0.000,-0.663
'[08:26:33.816 17/05/1995]',0.029,82.165,0.000,-0.658
'[08:26:33.818 17/05/1995]',0.028,82.165,0.000,-0.658
'[08:26:33.820 17/05/1995]',0.027,82.165,0.000,-0.658
'[08:26:33.822 17/05/1995]',0.026,82.165,0.000,-0.658
'[08:26:33.824 17/05/1995]',0.026,80.000,0.000,-0.654
'[08:26:33.826 17/05/1995]',0.026,80.000,0.000,-0.654
'[08:26:33.828 17/05/1995]',0.026,80.000,0.000,-0.654
'[08:26:33.830 17/05/1995]',0.026,80.000,0.000,-0.654
'[08:26:33.832 17/05/1995]',0.026,78.144,0.000,-0.650
'[08:26:33.834 17/05/1995]',0.026,78.144,0.000,-0.650
'[08:26:33.836 17/05/1995]',0.025,78.144,0.000,-0.650
'[08:26:33.838 17/05/1995]',0.024,78.144,0.000,-0.650
'[08:26:33.840 17/05/1995]',0.020,76.701,0.000,-0.647
'[08:26:33.842 17/05/1995]',0.017,76.701,0.000,-0.647
'[08:26:33.844 17/05/1995]',0.010,76.701,0.000,-0.647
'[08:26:33.846 17/05/1995]',0.004,76.701,0.000,-0.647
'[08:26:33.848 17/05/1995]',-0.005,75.464,0.000,-0.643
'[08:26:33.850 17/05/1995]',-0.013,75.464,0.000,-0.643
'[08:26:33.852 17/05/1995]',-0.021,75.464,0.000,-0.643
'[08:26:33.854 17/05/1995]',-0.029,75.464,0.000,-0.643
'[08:26:33.856 17/05/1995]',-0.038,74.536,0.000,-0.640
'[08:26:33.858 17/05/1995]',-0.046,74.536,0.000,-0.640
'[08:26:33.860 17/05/1995]',-0.050,74.536,0.000,-0.640
'[08:26:33.862 17/05/1995]',-0.053,74.536,0.000,-0.640
'[08:26:33.864 17/05/1995]',-0.054,73.711,0.000,-0.637
'[08:26:33.866 17/05/1995]',-0.055,73.711,0.000,-0.637
'[08:26:33.868 17/05/1995]',-0.055,73.711,0.000,-0.637
'[08:26:33.870 17/05/1995]',-0.055,73.711,0.000,-0.637
'[08:26:33.872 17/05/1995]',-0.054,72.990,0.000,-0.634
'[08:26:33.874 17/05/1995]',-0.053,72.990,0.000,-0.634
'[08:26:33.876 17/05/1995]',-0.050,72.990,0.000,-0.634
'[08:26:33.878 17/05/1995]',-0.046,72.990,0.000,-0.634
'[08:26:33.880 17/05/1995]',-0.039,72.577,0.000,-0.632
'[08:26:33.882 17/05/1995]',-0.031,72.577,0.000,-0.632
'[08:26:33.884 17/05/1995]',-0.023,72.577,0.000,-0.632
'[08:26:33.886 17/05/1995]',-0.015,72.577,0.000,-0.632
'[08:26:33.888 17/05/1995]',-0.006,72.062,0.000,-0.629
'[08:26:33.890 17/05/1995]',0.002,72.062,0.000,-0.629
'[08:26:33.892 17/05/1995]',0.009,72.062,0.000,-0.629
'[08:26:33.894 17/05/1995]',0.017,72.062,0.000,-0.629
'[08:26:33.896 17/05/1995]',0.023,71.649,0.000,-0.627
'[08:26:33.898 17/05/1995]',0.029,71.649,0.000,-0.627
'[08:26:33.900 17/05/1995]',0.035,71.649,0.000,-0.627
'[08:26:33.902 17/05/1995]',0.040,71.649,0.000,-0.627
'[08:26:33.904 17/05/1995]',0.046,71.237,0.000,-0.625
'[08:26:33.906 17/05/1995]',0.051,71.237,0.000,-0.625
'[08:26:33.908 17/05/1995]',0.055,71.237,0.000,-0.625
'[08:26:33.910 17/05/1995]',0.059,71.237,0.000,-0.625
'[08:26:33.912 17/05/1995]',0.061,70.825,0.000,-0.622
'[08:26:33.914 17/05/1995]',0.062,70.825,0.000,-0.622
'[08:26:33.916 17/05/1995]',0.065,70.825,0.000,-0.622
'[08:26:33.918 17/05/1995]',0.068,70.825,0.000,-0.622
'[08:26:33.920 17/05/1995]',0.072,70.515,0.000,-0.619
'[08:26:33.922 17/05/1995]',0.075,70.515,0.000,-0.619
'[08:26:33.924 17/05/1995]',0.077,70.515,0.000,-0.619
'[08:26:33.926 17/05/1995]',0.079,70.515,0.000,-0.619
'[08:26:33.928 17/05/1995]',0.081,70.206,0.000,-0.613
'[08:26:33.930 17/05/1995]',0.083,70.206,0.000,-0.613
'[08:26:33.932 17/05/1995]',0.084,70.206,0.000,-0.613
'[08:26:33.934 17/05/1995]',0.086,70.206,0.000,-0.613
'[08:26:33.936 17/05/1995]',0.086,69.794,0.000,-0.606
'[08:26:33.938 17/05/1995]',0.086,69.794,0.000,-0.606
'[08:26:33.940 17/05/1995]',0.086,69.794,0.000,-0.606
'[08:26:33.942 17/05/1995]',0.086,69.794,0.000,-0.606
'[08:26:33.944 17/05/1995]',0.086,69.381,0.000,-0.597
'[08:26:33.946 17/05/1995]',0.086,69.381,0.000,-0.597
'[08:26:33.948 17/05/1995]',0.086,69.381,0.000,-0.597
'[08:26:33.950 17/05/1995]',0.086,69.381,0.000,-0.597
'[08:26:33.952 17/05/1995]',0.087,68.969,0.000,-0.587
'[08:26:33.954 17/05/1995]',0.088,68.969,0.000,-0.587
'[08:26:33.956 17/05/1995]',0.092,68.969,0.000,-0.587
'[08:26:33.958 17/05/1995]',0.096,68.969,0.000,-0.587
'[08:26:33.960 17/05/1995]',0.103,68.454,0.000,-0.578
'[08:26:33.962 17/05/1995]',0.110,68.454,0.000,-0.578
'[08:26:33.964 17/05/1995]',0.117,68.454,0.000,-0.578
'[08:26:33.966 17/05/1995]',0.123,68.454,0.000,-0.578
'[08:26:33.968 17/05/1995]',0.126,68.041,0.000,-0.570
'[08:26:33.970 17/05/1995]',0.129,68.041,0.000,-0.570
'[08:26:33.972 17/05/1995]',0.114,68.041,0.000,-0.570
'[08:26:33.974 17/05/1995]',0.099,68.041,0.000,-0.570
'[08:26:33.976 17/05/1995]',0.054,67.629,0.000,-0.561
'[08:26:33.978 17/05/1995]',0.009,67.629,0.000,-0.561
'[08:26:33.980 17/05/1995]',-0.071,67.629,0.000,-0.561
'[08:26:33.982 17/05/1995]',-0.151,67.629,0.000,-0.561
'[08:26:33.984 17/05/1995]',-0.266,67.113,0.000,-0.554
'[08:26:33.986 17/05/1995]',-0.382,67.113,0.000,-0.554
'[08:26:33.988 17/05/1995]',-0.522,67.113,0.000,-0.554
'[08:26:33.990 17/05/1995]',-0.661,67.113,0.000,-0.554
'[08:26:33.992 17/05/1995]',-0.793,66.701,0.000,-0.548
'[08:26:33.994 17/05/1995]',-0.926,66.701,0.000,-0.548
'[08:26:33.996 17/05/1995]',-1.017,66.701,0.000,-0.548
'[08:26:33.998 17/05/1995]',-1.109,66.701,0.000,-0.548
'[08:26:34.000 17/05/1995]',-1.136,66.186,0.000,-0.542
'[08:26:34.002 17/05/1995]',-1.163,66.186,0.000,-0.542
'[08:26:34.004 17/05/1995]',-1.117,66.186,0.000,-0.542
'[08:26:34.006 17/05/1995]',-1.071,66.186,0.000,-0.542
'[08:26:34.008 17/05/1995]',-0.971,65.773,0.000,-0.537
'[08:26:34.010 17/05/1995]',-0.871,65.773,0.000,-0.537
'[08:26:34.012 17/05/1995]',-0.747,65.773,0.000,-0.537
'[08:26:34.014 17/05/1995]',-0.624,65.773,0.000,-0.537
'[08:26:34.016 17/05/1995]',-0.510,65.258,0.000,-0.533
'[08:26:34.018 17/05/1995]',-0.395,65.258,0.000,-0.533
'[08:26:34.020 17/05/1995]',-0.303,65.258,0.000,-0.533
'[08:26:34.022 17/05/1995]',-0.211,65.258,0.000,-0.533
'[08:26:34.024 17/05/1995]',-0.145,64.845,0.000,-0.530
'[08:26:34.026 17/05/1995]',-0.079,64.845,0.000,-0.530
'[08:26:34.028 17/05/1995]',-0.030,64.845,0.000,-0.530
'[08:26:34.030 17/05/1995]',0.018,64.845,0.000,-0.530
'[08:26:34.032 17/05/1995]',0.053,64.433,0.000,-0.528
'[08:26:34.034 17/05/1995]',0.088,64.433,0.000,-0.528
'[08:26:34.036 17/05/1995]',0.112,64.433,0.000,-0.528
'[08:26:34.038 17/05/1995]',0.136,64.433,0.000,-0.528
'[08:26:34.040 17/05/1995]',0.151,63.814,0.000,-0.527
'[08:26:34.042 17/05/1995]',0.165,63.814,0.000,-0.527
'[08:26:34.044 17/05/1995]',0.173,63.814,0.000,-0.527
'[08:26:34.046 17/05/1995]',0.180,63.814,0.000,-0.527
'[08:26:34.048 17/05/1995]',0.185,63.402,0.000,-0.528
'[08:26:34.050 17/05/1995]',0.189,63.402,0.000,-0.528
'[08:26:34.052 17/05/1995]',0.193,63.402,0.000,-0.528
'[08:26:34.054 17/05/1995]',0.197,63.402,0.000,-0.528
'[08:26:34.056 17/05/1995]',0.199,62.784,0.000,-0.530
'[08:26:34.058 17/05/1995]',0.202,62.784,0.000,-0.530
'[08:26:34.060 17/05/1995]',0.205,62.784,0.000,-0.530
'[08:26:34.062 17/05/1995]',0.208,62.784,0.000,-0.530
'[08:26:34.064 17/05/1995]',0.208,62.371,0.000,-0.533
'[08:26:34.066 17/05/1995]',0.209,62.371,0.000,-0.533
'[08:26:34.068 17/05/1995]',0.208,62.371,0.000,-0.533
'[08:26:34.070 17/05/1995]',0.208,62.371,0.000,-0.533
'[08:26:34.072 17/05/1995]',0.208,61.753,0.000,-0.538
'[08:26:34.074 17/05/1995]',0.208,61.753,0.000,-0.538
'[08:26:34.076 17/05/1995]',0.208,61.753,0.000,-0.538
'[08:26:34.078 17/05/1995]',0.208,61.753,0.000,-0.538
'[08:26:34.080 17/05/1995]',0.208,61.340,0.000,-0.545
'[08:26:34.082 17/05/1995]',0.208,61.340,0.000,-0.545
'[08:26:34.084 17/05/1995]',0.207,61.340,0.000,-0.545
'[08:26:34.086 17/05/1995]',0.206,61.340,0.000,-0.545
'[08:26:34.088 17/05/1995]',0.204,60.722,0.000,-0.555
'[08:26:34.090 17/05/1995]',0.202,60.722,0.000,-0.555
'[08:26:34.092 17/05/1995]',0.200,60.722,0.000,-0.555
'[08:26:34.094 17/05/1995]',0.198,60.722,0.000,-0.555
'[08:26:34.096 17/05/1995]',0.196,60.206,0.000,-0.567
'[08:26:34.098 17/05/1995]',0.193,60.206,0.000,-0.567
'[08:26:34.100 17/05/1995]',0.191,60.206,0.000,-0.567
'[08:26:34.102 17/05/1995]',0.189,60.206,0.000,-0.567
'[08:26:34.104 17/05/1995]',0.186,59.588,0.000,-0.581
'[08:26:34.106 17/05/1995]',0.184,59.588,0.000,-0.581
'[08:26:34.108 17/05/1995]',0.183,59.588,0.000,-0.581
'[08:26:34.110 17/05/1995]',0.182,59.588,0.000,-0.581
'[08:26:34.112 17/05/1995]',0.180,58.969,0.000,-0.596
'[08:26:34.114 17/05/1995]',0.178,58.969,0.000,-0.596
'[08:26:34.116 17/05/1995]',0.176,58.969,0.000,-0.596
'[08:26:34.118 17/05/1995]',0.174,58.969,0.000,-0.596
'[08:26:34.120 17/05/1995]',0.173,58.454,0.000,-0.610
'[08:26:34.122 17/05/1995]',0.171,58.454,0.000,-0.610
'[08:26:34.124 17/05/1995]',0.170,58.454,0.000,-0.610
'[08:26:34.126 17/05/1995]',0.169,58.454,0.000,-0.610
'[08:26:34.128 17/05/1995]',0.168,57.938,0.000,-0.624
'[08:26:34.130 17/05/1995]',0.167,57.938,0.000,-0.624
'[08:26:34.132 17/05/1995]',0.167,57.938,0.000,-0.624
'[08:26:34.134 17/05/1995]',0.167,57.938,0.000,-0.624
'[08:26:34.136 17/05/1995]',0.167,57.835,0.000,-0.637
'[08:26:34.138 17/05/1995]',0.167,57.835,0.000,-0.637
'[08:26:34.140 17/05/1995]',0.166,57.835,0.000,-0.637
'[08:26:34.142 17/05/1995]',0.165,57.835,0.000,-0.637
'[08:26:34.144 17/05/1995]',0.163,58.247,0.000,-0.650
'[08:26:34.146 17/05/1995]',0.160,58.247,0.000,-0.650
'[08:26:34.148 17/05/1995]',0.156,58.247,0.000,-0.650
'[08:26:34.150 17/05/1995]',0.152,58.247,0.000,-0.650
'[08:26:34.152 17/05/1995]',0.150,60.000,0.000,-0.663
'[08:26:34.154 17/05/1995]',0.147,60.000,0.000,-0.663
'[08:26:34.156 17/05/1995]',0.146,60.000,0.000,-0.663
'[08:26:34.158 17/05/1995]',0.145,60.000,0.000,-0.663
'[08:26:34.160 17/05/1995]',0.142,63.505,0.000,-0.675
'[08:26:34.162 17/05/1995]',0.140,63.505,0.000,-0.675
'[08:26:34.164 17/05/1995]',0.136,63.505,0.000,-0.675
'[08:26:34.166 17/05/1995]',0.132,63.505,0.000,-0.675
'[08:26:34.168 17/05/1995]',0.129,68.969,0.000,-0.688
'[08:26:34.170 17/05/1995]',0.127,68.969,0.000,-0.688
'[08:26:34.172 17/05/1995]',0.126,68.969,0.000,-0.688
'[08:26:34.174 17/05/1995]',0.125,68.969,0.000,-0.688
'[08:26:34.176 17/05/1995]',0.122,76.186,0.000,-0.699
'[08:26:34.178 17/05/1995]',0.119,76.186,0.000,-0.699
'[08:26:34.180 17/05/1995]',0.116,76.186,0.000,-0.699
'[08:26:34.182 17/05/1995]',0.112,76.186,0.000,-0.699
'[08:26:34.184 17/05/1995]',0.108,84.536,0.000,-0.709
'[08:26:34.186 17/05/1995]',0.105,84.536,0.000,-0.709
'[08:26:34.188 17/05/1995]',0.102,84.536,0.000,-0.709
'[08:26:34.190 17/05/1995]',0.099,84.536,0.000,-0.709
