'Time and date','II','MCL1','V','ABP','PLETH','RESP'
'[08:15:16.810 02/06/1995]',-0.015,0.002,0.002,130.608,0.380,-0.677
'[08:15:16.812 02/06/1995]',-0.015,0.002,0.002,130.608,0.380,-0.677
'[08:15:16.814 02/06/1995]',-0.015,0.002,0.002,130.608,0.380,-0.677
'[08:15:16.816 02/06/1995]',-0.014,0.002,0.002,125.881,0.365,-0.671
'[08:15:16.818 02/06/1995]',-0.013,0.002,0.002,125.881,0.365,-0.671
'[08:15:16.820 02/06/1995]',-0.012,0.002,0.002,125.881,0.365,-0.671
'[08:15:16.822 02/06/1995]',-0.011,0.002,0.002,125.881,0.365,-0.671
'[08:15:16.824 02/06/1995]',-0.010,0.002,0.002,121.530,0.339,-0.666
'[08:15:16.826 02/06/1995]',-0.009,0.002,0.002,121.530,0.339,-0.666
'[08:15:16.828 02/06/1995]',-0.007,0.002,0.002,121.530,0.339,-0.666
'[08:15:16.830 02/06/1995]',-0.006,0.002,0.002,121.530,0.339,-0.666
'[08:15:16.832 02/06/1995]',-0.004,0.002,0.002,117.779,0.313,-0.661
'[08:15:16.834 02/06/1995]',-0.002,0.002,0.002,117.779,0.313,-0.661
'[08:15:16.836 02/06/1995]',0.000,0.002,0.002,117.779,0.313,-0.661
'[08:15:16.838 02/06/1995]',0.002,0.002,0.002,117.779,0.313,-0.661
'[08:15:16.840 02/06/1995]',0.004,0.002,0.002,114.929,0.275,-0.655
'[08:15:16.842 02/06/1995]',0.006,0.002,0.002,114.929,0.275,-0.655
'[08:15:16.844 02/06/1995]',0.006,0.002,0.002,114.929,0.275,-0.655
'[08:15:16.846 02/06/1995]',0.006,0.002,0.002,114.929,0.275,-0.655
'[08:15:16.848 02/06/1995]',0.006,0.002,0.002,113.053,0.232,-0.649
'[08:15:16.850 02/06/1995]',0.007,0.002,0.002,113.053,0.232,-0.649
'[08:15:16.852 02/06/1995]',0.009,0.002,0.002,113.053,0.232,-0.649
'[08:15:16.854 02/06/1995]',0.011,0.002,0.002,113.053,0.232,-0.649
'[08:15:16.856 02/06/1995]',0.014,0.002,0.002,112.078,0.182,-0.642
'[08:15:16.858 02/06/1995]',0.017,0.002,0.002,112.078,0.182,-0.642
'[08:15:16.860 02/06/1995]',0.018,0.002,0.002,112.078,0.182,-0.642
'[08:15:16.862 02/06/1995]',0.020,0.002,0.002,112.078,0.182,-0.642
'[08:15:16.864 02/06/1995]',0.023,0.002,0.002,111.853,0.131,-0.634
'[08:15:16.866 02/06/1995]',0.026,0.022,0.002,111.853,0.131,-0.634
'[08:15:16.868 02/06/1995]',0.027,0.002,0.002,111.853,0.131,-0.634
'[08:15:16.870 02/06/1995]',0.028,0.002,0.002,111.853,0.131,-0.634
'[08:15:16.872 02/06/1995]',0.027,0.002,0.002,112.228,0.078,-0.624
'[08:15:16.874 02/06/1995]',0.026,0.002,0.002,112.228,0.078,-0.624
'[08:15:16.876 02/06/1995]',0.026,0.002,0.002,112.228,0.078,-0.624
'[08:15:16.878 02/06/1995]',0.026,0.002,0.002,112.228,0.078,-0.624
'[08:15:16.880 02/06/1995]',0.026,0.002,0.002,112.828,0.026,-0.612
'[08:15:16.882 02/06/1995]',0.026,0.002,0.002,112.828,0.026,-0.612
'[08:15:16.884 02/06/1995]',0.026,0.002,0.002,112.828,0.026,-0.612
'[08:15:16.886 02/06/1995]',0.026,0.002,0.002,112.828,0.026,-0.612
'[08:15:16.888 02/06/1995]',0.027,0.002,0.002,113.578,-0.029,-0.599
'[08:15:16.890 02/06/1995]',0.028,0.002,0.002,113.578,-0.029,-0.599
'[08:15:16.892 02/06/1995]',0.030,0.002,0.002,113.578,-0.029,-0.599
'[08:15:16.894 02/06/1995]',0.031,0.002,0.002,113.578,-0.029,-0.599
'[08:15:16.896 02/06/1995]',0.034,0.002,0.002,114.254,-0.082,-0.584
'[08:15:16.898 02/06/1995]',0.037,0.002,0.002,114.254,-0.082,-0.584
'[08:15:16.900 02/06/1995]',0.040,0.002,0.002,114.254,-0.082,-0.584
'[08:15:16.902 02/06/1995]',0.042,0.002,0.002,114.254,-0.082,-0.584
'[08:15:16.904 02/06/1995]',0.049,0.002,0.002,114.779,-0.125,-0.568
'[08:15:16.906 02/06/1995]',0.055,0.002,0.002,114.779,-0.125,-0.568
'[08:15:16.908 02/06/1995]',0.062,0.002,0.002,114.779,-0.125,-0.568
'[08:15:16.910 02/06/1995]',0.068,0.002,0.002,114.779,-0.125,-0.568
'[08:15:16.912 02/06/1995]',0.072,0.002,0.002,115.004,-0.171,-0.550
'[08:15:16.914 02/06/1995]',0.076,0.002,0.002,115.004,-0.171,-0.550
'[08:15:16.916 02/06/1995]',0.078,0.002,0.002,115.004,-0.171,-0.550
'[08:15:16.918 02/06/1995]',0.079,0.002,0.002,115.004,-0.171,-0.550
'[08:15:16.920 02/06/1995]',0.080,0.002,0.002,114.854,-0.206,-0.531
'[08:15:16.922 02/06/1995]',0.081,0.002,0.002,114.854,-0.206,-0.531
'[08:15:16.924 02/06/1995]',0.081,0.002,0.002,114.854,-0.206,-0.531
'[08:15:16.926 02/06/1995]',0.081,0.002,0.002,114.854,-0.206,-0.531
'[08:15:16.928 02/06/1995]',0.082,0.002,0.002,114.404,-0.235,-0.512
'[08:15:16.930 02/06/1995]',0.083,0.002,0.002,114.404,-0.235,-0.512
'[08:15:16.932 02/06/1995]',0.087,0.002,0.002,114.404,-0.235,-0.512
'[08:15:16.934 02/06/1995]',0.090,0.002,0.002,114.404,-0.235,-0.512
'[08:15:16.936 02/06/1995]',0.095,0.002,0.002,113.578,-0.255,-0.494
'[08:15:16.938 02/06/1995]',0.100,0.002,0.002,113.578,-0.255,-0.494
'[08:15:16.940 02/06/1995]',0.101,0.002,0.002,113.578,-0.255,-0.494
'[08:15:16.942 02/06/1995]',0.102,0.002,-0.023,113.578,-0.255,-0.494
'[08:15:16.944 02/06/1995]',0.100,0.002,-0.023,112.603,-0.273,-0.477
'[08:15:16.946 02/06/1995]',0.098,0.002,0.002,112.603,-0.273,-0.477
'[08:15:16.948 02/06/1995]',0.092,0.002,0.002,112.603,-0.273,-0.477
'[08:15:16.950 02/06/1995]',0.087,0.002,0.002,112.603,-0.273,-0.477
'[08:15:16.952 02/06/1995]',0.078,0.002,-0.023,111.478,-0.281,-0.461
'[08:15:16.954 02/06/1995]',0.068,-0.019,-0.023,111.478,-0.281,-0.461
'[08:15:16.956 02/06/1995]',0.061,-0.019,-0.023,111.478,-0.281,-0.461
'[08:15:16.958 02/06/1995]',0.054,-0.039,-0.048,111.478,-0.281,-0.461
'[08:15:16.960 02/06/1995]',0.050,-0.039,-0.048,110.203,-0.290,-0.447
'[08:15:16.962 02/06/1995]',0.046,-0.039,-0.074,110.203,-0.290,-0.447
'[08:15:16.964 02/06/1995]',0.045,-0.039,-0.074,110.203,-0.290,-0.447
'[08:15:16.966 02/06/1995]',0.044,-0.039,-0.074,110.203,-0.290,-0.447
'[08:15:16.968 02/06/1995]',0.042,-0.039,-0.074,108.927,-0.301,-0.434
'[08:15:16.970 02/06/1995]',0.039,-0.039,-0.048,108.927,-0.301,-0.434
'[08:15:16.972 02/06/1995]',0.036,-0.039,-0.048,108.927,-0.301,-0.434
'[08:15:16.974 02/06/1995]',0.033,-0.039,-0.048,108.927,-0.301,-0.434
'[08:15:16.976 02/06/1995]',0.029,-0.039,-0.023,107.577,-0.310,-0.422
'[08:15:16.978 02/06/1995]',0.024,-0.039,-0.023,107.577,-0.310,-0.422
'[08:15:16.980 02/06/1995]',0.021,-0.039,-0.023,107.577,-0.310,-0.422
'[08:15:16.982 02/06/1995]',0.018,-0.019,-0.023,107.577,-0.310,-0.422
'[08:15:16.984 02/06/1995]',0.016,-0.019,-0.023,106.377,-0.313,-0.412
'[08:15:16.986 02/06/1995]',0.013,-0.019,-0.023,106.377,-0.313,-0.412
'[08:15:16.988 02/06/1995]',0.012,-0.019,0.002,106.377,-0.313,-0.412
'[08:15:16.990 02/06/1995]',0.011,-0.019,0.002,106.377,-0.313,-0.412
'[08:15:16.992 02/06/1995]',0.013,0.002,0.002,105.176,-0.322,-0.404
'[08:15:16.994 02/06/1995]',0.015,-0.019,0.002,105.176,-0.322,-0.404
'[08:15:16.996 02/06/1995]',0.017,-0.019,0.002,105.176,-0.322,-0.404
'[08:15:16.998 02/06/1995]',0.018,-0.019,0.002,105.176,-0.322,-0.404
'[08:15:17.000 02/06/1995]',0.018,-0.039,-0.023,104.126,-0.334,-0.398
'[08:15:17.002 02/06/1995]',0.018,-0.039,-0.023,104.126,-0.334,-0.398
'[08:15:17.004 02/06/1995]',0.016,-0.039,-0.023,104.126,-0.334,-0.398
'[08:15:17.006 02/06/1995]',0.013,-0.060,-0.023,104.126,-0.334,-0.398
'[08:15:17.008 02/06/1995]',0.006,-0.060,-0.023,103.151,-0.348,-0.393
'[08:15:17.010 02/06/1995]',0.000,-0.060,-0.023,103.151,-0.348,-0.393
'[08:15:17.012 02/06/1995]',-0.006,-0.060,-0.023,103.151,-0.348,-0.393
'[08:15:17.014 02/06/1995]',-0.013,-0.039,-0.023,103.151,-0.348,-0.393
'[08:15:17.016 02/06/1995]',-0.018,-0.019,0.002,102.176,-0.362,-0.389
'[08:15:17.018 02/06/1995]',-0.024,-0.019,0.002,102.176,-0.362,-0.389
'[08:15:17.020 02/06/1995]',-0.030,0.002,0.002,102.176,-0.362,-0.389
'[08:15:17.022 02/06/1995]',-0.037,0.002,0.002,102.176,-0.362,-0.389
'[08:15:17.024 02/06/1995]',-0.042,0.002,0.002,101.425,-0.377,-0.387
'[08:15:17.026 02/06/1995]',-0.048,0.002,0.002,101.425,-0.377,-0.387
'[08:15:17.028 02/06/1995]',-0.050,0.002,0.002,101.425,-0.377,-0.387
'[08:15:17.030 02/06/1995]',-0.052,0.002,0.002,101.425,-0.377,-0.387
'[08:15:17.032 02/06/1995]',-0.053,0.002,0.002,100.675,-0.392,-0.387
'[08:15:17.034 02/06/1995]',-0.054,0.002,0.002,100.675,-0.392,-0.387
'[08:15:17.036 02/06/1995]',-0.054,0.002,0.002,100.675,-0.392,-0.387
'[08:15:17.038 02/06/1995]',-0.054,0.002,0.002,100.675,-0.392,-0.387
'[08:15:17.040 02/06/1995]',-0.052,0.002,0.002,100.000,-0.403,-0.389
'[08:15:17.042 02/06/1995]',-0.050,0.002,0.002,100.000,-0.403,-0.389
'[08:15:17.044 02/06/1995]',-0.047,0.002,0.002,100.000,-0.403,-0.389
'[08:15:17.046 02/06/1995]',-0.044,0.002,0.002,100.000,-0.403,-0.389
'[08:15:17.048 02/06/1995]',-0.043,0.002,0.002,99.325,-0.414,-0.392
'[08:15:17.050 02/06/1995]',-0.042,0.002,0.002,99.325,-0.414,-0.392
'[08:15:17.052 02/06/1995]',-0.042,0.002,0.002,99.325,-0.414,-0.392
'[08:15:17.054 02/06/1995]',-0.041,0.002,0.002,99.325,-0.414,-0.392
'[08:15:17.056 02/06/1995]',-0.041,0.002,0.002,98.800,-0.426,-0.396
'[08:15:17.058 02/06/1995]',-0.041,0.002,0.002,98.800,-0.426,-0.396
'[08:15:17.060 02/06/1995]',-0.041,0.002,0.002,98.800,-0.426,-0.396
'[08:15:17.062 02/06/1995]',-0.041,0.002,0.002,98.800,-0.426,-0.396
'[08:15:17.064 02/06/1995]',-0.040,0.002,0.002,98.350,-0.432,-0.401
'[08:15:17.066 02/06/1995]',-0.039,0.002,0.002,98.350,-0.432,-0.401
'[08:15:17.068 02/06/1995]',-0.033,0.002,0.002,98.350,-0.432,-0.401
'[08:15:17.070 02/06/1995]',-0.028,0.002,0.002,98.350,-0.432,-0.401
'[08:15:17.072 02/06/1995]',-0.010,0.002,0.027,97.899,-0.438,-0.408
'[08:15:17.074 02/06/1995]',0.007,0.022,0.027,97.899,-0.438,-0.408
'[08:15:17.076 02/06/1995]',0.044,0.042,0.052,97.899,-0.438,-0.408
'[08:15:17.078 02/06/1995]',0.081,0.063,0.077,97.899,-0.438,-0.408
'[08:15:17.080 02/06/1995]',0.140,0.104,0.103,97.524,-0.447,-0.415
'[08:15:17.082 02/06/1995]',0.199,0.125,0.128,97.524,-0.447,-0.415
'[08:15:17.084 02/06/1995]',0.275,0.125,0.153,97.524,-0.447,-0.415
'[08:15:17.086 02/06/1995]',0.351,0.125,0.103,97.524,-0.447,-0.415
'[08:15:17.088 02/06/1995]',0.433,0.125,0.077,97.224,-0.450,-0.424
'[08:15:17.090 02/06/1995]',0.515,0.083,0.027,97.224,-0.450,-0.424
'[08:15:17.092 02/06/1995]',0.593,0.042,-0.023,97.224,-0.450,-0.424
'[08:15:17.094 02/06/1995]',0.670,0.002,-0.099,97.224,-0.450,-0.424
'[08:15:17.096 02/06/1995]',0.734,-0.060,-0.175,96.924,-0.450,-0.435
'[08:15:17.098 02/06/1995]',0.798,-0.142,-0.328,96.924,-0.450,-0.435
'[08:15:17.100 02/06/1995]',0.835,-0.266,-0.479,96.924,-0.450,-0.435
'[08:15:17.102 02/06/1995]',0.872,-0.409,-0.656,96.924,-0.450,-0.435
'[08:15:17.104 02/06/1995]',0.871,-0.574,-0.858,96.624,-0.453,-0.448
'[08:15:17.106 02/06/1995]',0.870,-0.717,-1.036,96.624,-0.453,-0.448
'[08:15:17.108 02/06/1995]',0.820,-0.861,-1.161,96.624,-0.453,-0.448
'[08:15:17.110 02/06/1995]',0.770,-0.984,-1.288,96.624,-0.453,-0.448
'[08:15:17.112 02/06/1995]',0.666,-1.046,-1.364,96.474,-0.453,-0.462
'[08:15:17.114 02/06/1995]',0.561,-1.108,-1.415,96.474,-0.453,-0.462
'[08:15:17.116 02/06/1995]',0.410,-1.149,-1.415,96.474,-0.453,-0.462
'[08:15:17.118 02/06/1995]',0.259,-1.149,-1.390,96.474,-0.453,-0.462
'[08:15:17.120 02/06/1995]',0.084,-1.149,-1.364,96.324,-0.458,-0.477
'[08:15:17.122 02/06/1995]',-0.090,-1.108,-1.288,96.324,-0.458,-0.477
'[08:15:17.124 02/06/1995]',-0.251,-1.046,-1.161,96.324,-0.458,-0.477
'[08:15:17.126 02/06/1995]',-0.412,-0.984,-1.061,96.324,-0.458,-0.477
'[08:15:17.128 02/06/1995]',-0.522,-0.881,-0.884,96.024,-0.458,-0.492
'[08:15:17.130 02/06/1995]',-0.632,-0.738,-0.707,96.024,-0.458,-0.492
'[08:15:17.132 02/06/1995]',-0.673,-0.614,-0.555,96.024,-0.458,-0.492
'[08:15:17.134 02/06/1995]',-0.715,-0.492,-0.403,96.024,-0.458,-0.492
'[08:15:17.136 02/06/1995]',-0.692,-0.409,-0.328,95.799,-0.461,-0.509
'[08:15:17.138 02/06/1995]',-0.669,-0.347,-0.251,95.799,-0.461,-0.509
'[08:15:17.140 02/06/1995]',-0.608,-0.287,-0.226,95.799,-0.461,-0.509
'[08:15:17.142 02/06/1995]',-0.547,-0.266,-0.175,95.799,-0.461,-0.509
'[08:15:17.144 02/06/1995]',-0.477,-0.204,-0.150,95.499,-0.464,-0.526
'[08:15:17.146 02/06/1995]',-0.408,-0.184,-0.125,95.499,-0.464,-0.526
'[08:15:17.148 02/06/1995]',-0.351,-0.142,-0.099,95.499,-0.464,-0.526
'[08:15:17.150 02/06/1995]',-0.294,-0.122,-0.074,95.499,-0.464,-0.526
'[08:15:17.152 02/06/1995]',-0.251,-0.101,-0.074,95.124,-0.467,-0.543
'[08:15:17.154 02/06/1995]',-0.209,-0.060,-0.048,95.124,-0.467,-0.543
'[08:15:17.156 02/06/1995]',-0.181,-0.039,0.002,95.124,-0.467,-0.543
'[08:15:17.158 02/06/1995]',-0.153,0.002,0.002,95.124,-0.467,-0.543
'[08:15:17.160 02/06/1995]',-0.138,0.002,0.027,94.674,-0.467,-0.557
'[08:15:17.162 02/06/1995]',-0.122,0.042,0.077,94.674,-0.467,-0.557
'[08:15:17.164 02/06/1995]',-0.114,0.063,0.103,94.674,-0.467,-0.557
'[08:15:17.166 02/06/1995]',-0.105,0.083,0.103,94.674,-0.467,-0.557
'[08:15:17.168 02/06/1995]',-0.099,0.104,0.128,94.149,-0.467,-0.569
'[08:15:17.170 02/06/1995]',-0.092,0.104,0.153,94.149,-0.467,-0.569
'[08:15:17.172 02/06/1995]',-0.086,0.104,0.153,94.149,-0.467,-0.569
'[08:15:17.174 02/06/1995]',-0.079,0.104,0.153,94.149,-0.467,-0.569
'[08:15:17.176 02/06/1995]',-0.076,0.125,0.153,93.623,-0.469,-0.579
'[08:15:17.178 02/06/1995]',-0.072,0.104,0.153,93.623,-0.469,-0.579
'[08:15:17.180 02/06/1995]',-0.069,0.104,0.153,93.623,-0.469,-0.579
'[08:15:17.182 02/06/1995]',-0.066,0.104,0.153,93.623,-0.469,-0.579
'[08:15:17.184 02/06/1995]',-0.064,0.125,0.153,93.023,-0.467,-0.587
'[08:15:17.186 02/06/1995]',-0.061,0.104,0.153,93.023,-0.467,-0.587
'[08:15:17.188 02/06/1995]',-0.058,0.125,0.153,93.023,-0.467,-0.587
'[08:15:17.190 02/06/1995]',-0.055,0.104,0.153,93.023,-0.467,-0.587
'[08:15:17.192 02/06/1995]',-0.054,0.104,0.153,92.348,-0.467,-0.593
'[08:15:17.194 02/06/1995]',-0.052,0.125,0.153,92.348,-0.467,-0.593
'[08:15:17.196 02/06/1995]',-0.051,0.125,0.153,92.348,-0.467,-0.593
'[08:15:17.198 02/06/1995]',-0.050,0.104,0.153,92.348,-0.467,-0.593
'[08:15:17.200 02/06/1995]',-0.047,0.104,0.153,91.748,-0.467,-0.597
'[08:15:17.202 02/06/1995]',-0.044,0.104,0.153,91.748,-0.467,-0.597
'[08:15:17.204 02/06/1995]',-0.043,0.104,0.153,91.748,-0.467,-0.597
'[08:15:17.206 02/06/1995]',-0.042,0.104,0.153,91.748,-0.467,-0.597
'[08:15:17.208 02/06/1995]',-0.041,0.104,0.153,91.073,-0.469,-0.599
'[08:15:17.210 02/06/1995]',-0.039,0.104,0.153,91.073,-0.469,-0.599
'[08:15:17.212 02/06/1995]',-0.037,0.104,0.153,91.073,-0.469,-0.599
'[08:15:17.214 02/06/1995]',-0.035,0.104,0.153,91.073,-0.469,-0.599
'[08:15:17.216 02/06/1995]',-0.034,0.125,0.153,90.473,-0.472,-0.600
'[08:15:17.218 02/06/1995]',-0.033,0.104,0.153,90.473,-0.472,-0.600
'[08:15:17.220 02/06/1995]',-0.034,0.104,0.153,90.473,-0.472,-0.600
'[08:15:17.222 02/06/1995]',-0.035,0.104,0.153,90.473,-0.472,-0.600
'[08:15:17.224 02/06/1995]',-0.035,0.125,0.153,89.872,-0.481,-0.601
'[08:15:17.226 02/06/1995]',-0.035,0.104,0.153,89.872,-0.481,-0.601
'[08:15:17.228 02/06/1995]',-0.035,0.104,0.153,89.872,-0.481,-0.601
'[08:15:17.230 02/06/1995]',-0.035,0.104,0.153,89.872,-0.481,-0.601
'[08:15:17.232 02/06/1995]',-0.035,0.104,0.153,89.422,-0.493,-0.602
'[08:15:17.234 02/06/1995]',-0.035,0.104,0.153,89.422,-0.493,-0.602
'[08:15:17.236 02/06/1995]',-0.034,0.104,0.153,89.422,-0.493,-0.602
'[08:15:17.238 02/06/1995]',-0.033,0.104,0.153,89.422,-0.493,-0.602
'[08:15:17.240 02/06/1995]',-0.031,0.104,0.153,89.122,-0.501,-0.603
'[08:15:17.242 02/06/1995]',-0.030,0.104,0.153,89.122,-0.501,-0.603
'[08:15:17.244 02/06/1995]',-0.028,0.104,0.153,89.122,-0.501,-0.603
'[08:15:17.246 02/06/1995]',-0.026,0.104,0.153,89.122,-0.501,-0.603
'[08:15:17.248 02/06/1995]',-0.023,0.104,0.153,89.122,-0.513,-0.604
'[08:15:17.250 02/06/1995]',-0.020,0.104,0.153,89.122,-0.513,-0.604
'[08:15:17.252 02/06/1995]',-0.020,0.125,0.153,89.122,-0.513,-0.604
'[08:15:17.254 02/06/1995]',-0.020,0.104,0.153,89.122,-0.513,-0.604
'[08:15:17.256 02/06/1995]',-0.019,0.104,0.153,89.572,-0.533,-0.605
'[08:15:17.258 02/06/1995]',-0.018,0.104,0.153,89.572,-0.533,-0.605
'[08:15:17.260 02/06/1995]',-0.017,0.125,0.153,89.572,-0.533,-0.605
'[08:15:17.262 02/06/1995]',-0.015,0.104,0.153,89.572,-0.533,-0.605
'[08:15:17.264 02/06/1995]',-0.013,0.104,0.153,90.698,-0.548,-0.605
'[08:15:17.266 02/06/1995]',-0.011,0.104,0.153,90.698,-0.548,-0.605
'[08:15:17.268 02/06/1995]',-0.008,0.104,0.153,90.698,-0.548,-0.605
'[08:15:17.270 02/06/1995]',-0.006,0.104,0.128,90.698,-0.548,-0.605
'[08:15:17.272 02/06/1995]',-0.003,0.104,0.153,93.023,-0.569,-0.604
'[08:15:17.274 02/06/1995]',0.000,0.104,0.153,93.023,-0.569,-0.604
'[08:15:17.276 02/06/1995]',0.003,0.104,0.153,93.023,-0.569,-0.604
'[08:15:17.278 02/06/1995]',0.006,0.125,0.153,93.023,-0.569,-0.604
'[08:15:17.280 02/06/1995]',0.006,0.125,0.153,96.699,-0.487,-0.603
'[08:15:17.282 02/06/1995]',0.007,0.125,0.153,96.699,-0.487,-0.603
'[08:15:17.284 02/06/1995]',0.007,0.125,0.153,96.699,-0.487,-0.603
'[08:15:17.286 02/06/1995]',0.007,0.125,0.153,96.699,-0.487,-0.603
'[08:15:17.288 02/06/1995]',0.010,0.125,0.153,101.950,-0.507,-0.600
'[08:15:17.290 02/06/1995]',0.013,0.125,0.153,101.950,-0.507,-0.600
'[08:15:17.292 02/06/1995]',0.017,0.104,0.153,101.950,-0.507,-0.600
'[08:15:17.294 02/06/1995]',0.020,0.125,0.153,101.950,-0.507,-0.600
'[08:15:17.296 02/06/1995]',0.020,0.104,0.153,108.627,-0.520,-0.595
'[08:15:17.298 02/06/1995]',0.020,0.125,0.153,108.627,-0.520,-0.595
'[08:15:17.300 02/06/1995]',0.020,0.125,0.153,108.627,-0.520,-0.595
'[08:15:17.302 02/06/1995]',0.020,0.125,0.153,108.627,-0.520,-0.595
'[08:15:17.304 02/06/1995]',0.020,0.125,0.153,116.429,-0.533,-0.590
'[08:15:17.306 02/06/1995]',0.020,0.125,0.153,116.429,-0.533,-0.590
'[08:15:17.308 02/06/1995]',0.021,0.125,0.153,116.429,-0.533,-0.590
'[08:15:17.310 02/06/1995]',0.022,0.125,0.153,116.429,-0.533,-0.590
'[08:15:17.312 02/06/1995]',0.024,0.125,0.128,124.906,-0.541,-0.582
'[08:15:17.314 02/06/1995]',0.026,0.125,0.128,124.906,-0.541,-0.582
'[08:15:17.316 02/06/1995]',0.028,0.125,0.153,124.906,-0.541,-0.582
'[08:15:17.318 02/06/1995]',0.030,0.125,0.153,124.906,-0.541,-0.582
'[08:15:17.320 02/06/1995]',0.030,0.125,0.153,133.608,-0.538,-0.573
'[08:15:17.322 02/06/1995]',0.031,0.145,0.153,133.608,-0.538,-0.573
'[08:15:17.324 02/06/1995]',0.034,0.125,0.153,133.608,-0.538,-0.573
'[08:15:17.326 02/06/1995]',0.037,0.145,0.153,133.608,-0.538,-0.573
'[08:15:17.328 02/06/1995]',0.039,0.145,0.153,142.011,-0.528,-0.561
'[08:15:17.330 02/06/1995]',0.041,0.145,0.153,142.011,-0.528,-0.561
'[08:15:17.332 02/06/1995]',0.044,0.145,0.153,142.011,-0.528,-0.561
'[08:15:17.334 02/06/1995]',0.048,0.145,0.153,142.011,-0.528,-0.561
'[08:15:17.336 02/06/1995]',0.052,0.145,0.153,149.587,-0.507,-0.548
'[08:15:17.338 02/06/1995]',0.055,0.145,0.153,149.587,-0.507,-0.548
'[08:15:17.340 02/06/1995]',0.058,0.145,0.153,149.587,-0.507,-0.548
'[08:15:17.342 02/06/1995]',0.061,0.145,0.153,149.587,-0.507,-0.548
'[08:15:17.344 02/06/1995]',0.064,0.145,0.153,156.039,-0.471,-0.533
'[08:15:17.346 02/06/1995]',0.066,0.145,0.153,156.039,-0.471,-0.533
'[08:15:17.348 02/06/1995]',0.066,0.145,0.153,156.039,-0.471,-0.533
'[08:15:17.350 02/06/1995]',0.066,0.166,0.153,156.039,-0.471,-0.533
'[08:15:17.352 02/06/1995]',0.066,0.166,0.153,160.990,-0.423,-0.519
'[08:15:17.354 02/06/1995]',0.066,0.166,0.153,160.990,-0.423,-0.519
'[08:15:17.356 02/06/1995]',0.067,0.166,0.153,160.990,-0.423,-0.519
'[08:15:17.358 02/06/1995]',0.068,0.145,0.153,160.990,-0.423,-0.519
'[08:15:17.360 02/06/1995]',0.070,0.145,0.153,164.441,-0.366,-0.505
'[08:15:17.362 02/06/1995]',0.072,0.145,0.153,164.441,-0.366,-0.505
'[08:15:17.364 02/06/1995]',0.070,0.145,0.153,164.441,-0.366,-0.505
'[08:15:17.366 02/06/1995]',0.068,0.145,0.153,164.441,-0.366,-0.505
'[08:15:17.368 02/06/1995]',0.066,0.145,0.153,166.392,-0.297,-0.490
'[08:15:17.370 02/06/1995]',0.065,0.145,0.128,166.392,-0.297,-0.490
'[08:15:17.372 02/06/1995]',0.063,0.145,0.128,166.392,-0.297,-0.490
'[08:15:17.374 02/06/1995]',0.061,0.125,0.128,166.392,-0.297,-0.490
'[08:15:17.376 02/06/1995]',0.059,0.125,0.128,167.067,-0.221,-0.476
'[08:15:17.378 02/06/1995]',0.057,0.125,0.128,167.067,-0.221,-0.476
'[08:15:17.380 02/06/1995]',0.054,0.125,0.128,167.067,-0.221,-0.476
'[08:15:17.382 02/06/1995]',0.052,0.125,0.103,167.067,-0.221,-0.476
'[08:15:17.384 02/06/1995]',0.049,0.125,0.103,166.692,-0.141,-0.461
'[08:15:17.386 02/06/1995]',0.046,0.125,0.103,166.692,-0.141,-0.461
'[08:15:17.388 02/06/1995]',0.042,0.104,0.103,166.692,-0.141,-0.461
'[08:15:17.390 02/06/1995]',0.039,0.104,0.103,166.692,-0.141,-0.461
'[08:15:17.392 02/06/1995]',0.036,0.104,0.103,165.341,-0.061,-0.445
'[08:15:17.394 02/06/1995]',0.033,0.104,0.103,165.341,-0.061,-0.445
'[08:15:17.396 02/06/1995]',0.031,0.104,0.077,165.341,-0.061,-0.445
'[08:15:17.398 02/06/1995]',0.030,0.104,0.077,165.341,-0.061,-0.445
'[08:15:17.400 02/06/1995]',0.029,0.083,0.077,163.316,0.021,-0.429
'[08:15:17.402 02/06/1995]',0.028,0.083,0.077,163.316,0.021,-0.429
'[08:15:17.404 02/06/1995]',0.026,0.083,0.077,163.316,0.021,-0.429
'[08:15:17.406 02/06/1995]',0.024,0.083,0.077,163.316,0.021,-0.429
'[08:15:17.408 02/06/1995]',0.021,0.083,0.077,160.840,0.097,-0.412
'[08:15:17.410 02/06/1995]',0.018,0.063,0.077,160.840,0.097,-0.412
'[08:15:17.412 02/06/1995]',0.015,0.063,0.052,160.840,0.097,-0.412
'[08:15:17.414 02/06/1995]',0.011,0.063,0.052,160.840,0.097,-0.412
'[08:15:17.416 02/06/1995]',0.008,0.063,0.052,157.989,0.164,-0.394
'[08:15:17.418 02/06/1995]',0.006,0.063,0.052,157.989,0.164,-0.394
'[08:15:17.420 02/06/1995]',0.006,0.063,0.052,157.989,0.164,-0.394
'[08:15:17.422 02/06/1995]',0.006,0.042,0.052,157.989,0.164,-0.394
'[08:15:17.424 02/06/1995]',0.006,0.042,0.052,154.914,0.226,-0.376
'[08:15:17.426 02/06/1995]',0.006,0.042,0.052,154.914,0.226,-0.376
'[08:15:17.428 02/06/1995]',0.006,0.042,0.027,154.914,0.226,-0.376
'[08:15:17.430 02/06/1995]',0.006,0.042,0.027,154.914,0.226,-0.376
'[08:15:17.432 02/06/1995]',0.005,0.042,0.027,151.538,0.274,-0.357
'[08:15:17.434 02/06/1995]',0.004,0.022,0.027,151.538,0.274,-0.357
