'Time and date','II','MCL1','V','ABP','PLETH','RESP'
'[18:14:17.130 19/11/1995]',-0.031,0.006,0.033,92.950,0.000,-0.245
'[18:14:17.132 19/11/1995]',-0.024,0.012,0.033,92.950,0.000,-0.245
'[18:14:17.134 19/11/1995]',-0.031,0.012,0.003,92.950,0.000,-0.245
'[18:14:17.136 19/11/1995]',-0.024,0.006,0.003,93.150,0.000,-0.249
'[18:14:17.138 19/11/1995]',-0.031,0.006,0.003,93.150,0.000,-0.249
'[18:14:17.140 19/11/1995]',-0.024,0.006,0.033,93.150,0.000,-0.249
'[18:14:17.142 19/11/1995]',-0.024,0.012,0.003,93.150,0.000,-0.249
'[18:14:17.144 19/11/1995]',-0.024,0.012,0.033,93.000,0.000,-0.254
'[18:14:17.146 19/11/1995]',-0.024,0.012,0.003,93.000,0.000,-0.254
'[18:14:17.148 19/11/1995]',-0.024,0.012,0.003,93.000,0.000,-0.254
'[18:14:17.150 19/11/1995]',-0.024,0.024,0.033,93.000,0.000,-0.254
'[18:14:17.152 19/11/1995]',-0.031,0.012,0.033,92.750,0.000,-0.258
'[18:14:17.154 19/11/1995]',-0.031,0.012,0.033,92.750,0.000,-0.258
'[18:14:17.156 19/11/1995]',-0.031,0.001,0.003,92.750,0.000,-0.258
'[18:14:17.158 19/11/1995]',-0.031,0.001,0.003,92.750,0.000,-0.258
'[18:14:17.160 19/11/1995]',-0.012,0.006,0.003,92.100,0.000,-0.263
'[18:14:17.162 19/11/1995]',-0.012,0.001,0.003,92.100,0.000,-0.263
'[18:14:17.164 19/11/1995]',-0.012,0.006,0.003,92.100,0.000,-0.263
'[18:14:17.166 19/11/1995]',-0.012,0.006,0.003,92.100,0.000,-0.263
'[18:14:17.168 19/11/1995]',-0.012,0.001,0.003,91.150,0.000,-0.267
'[18:14:17.170 19/11/1995]',-0.012,0.006,0.003,91.150,0.000,-0.267
'[18:14:17.172 19/11/1995]',-0.012,0.001,0.003,91.150,0.000,-0.267
'[18:14:17.174 19/11/1995]',-0.012,0.001,0.003,91.150,0.000,-0.267
'[18:14:17.176 19/11/1995]',-0.006,0.001,0.003,89.900,0.000,-0.271
'[18:14:17.178 19/11/1995]',-0.006,0.001,0.003,89.900,0.000,-0.271
'[18:14:17.180 19/11/1995]',0.001,0.006,0.003,89.900,0.000,-0.271
'[18:14:17.182 19/11/1995]',-0.006,0.001,0.003,89.900,0.000,-0.271
'[18:14:17.184 19/11/1995]',0.007,-0.005,0.003,88.350,0.000,-0.275
'[18:14:17.186 19/11/1995]',0.025,-0.011,0.003,88.350,0.000,-0.275
'[18:14:17.188 19/11/1995]',0.038,-0.024,0.003,88.350,0.000,-0.275
'[18:14:17.190 19/11/1995]',0.056,-0.030,0.003,88.350,0.000,-0.275
'[18:14:17.192 19/11/1995]',0.075,-0.036,0.003,86.600,0.000,-0.279
'[18:14:17.194 19/11/1995]',0.081,-0.036,0.003,86.600,0.000,-0.279
'[18:14:17.196 19/11/1995]',0.093,-0.048,0.003,86.600,0.000,-0.279
'[18:14:17.198 19/11/1995]',0.100,-0.054,0.003,86.600,0.000,-0.279
'[18:14:17.200 19/11/1995]',0.100,-0.066,-0.029,84.700,0.000,-0.283
'[18:14:17.202 19/11/1995]',0.106,-0.078,0.003,84.700,0.000,-0.283
'[18:14:17.204 19/11/1995]',0.125,-0.078,-0.029,84.700,0.000,-0.283
'[18:14:17.206 19/11/1995]',0.143,-0.089,-0.029,84.700,0.000,-0.283
'[18:14:17.208 19/11/1995]',0.168,-0.089,-0.029,82.850,0.000,-0.287
'[18:14:17.210 19/11/1995]',0.187,-0.089,-0.029,82.850,0.000,-0.287
'[18:14:17.212 19/11/1995]',0.212,-0.089,-0.029,82.850,0.000,-0.287
'[18:14:17.214 19/11/1995]',0.212,-0.078,-0.029,82.850,0.000,-0.287
'[18:14:17.216 19/11/1995]',0.187,-0.089,-0.029,81.050,0.000,-0.292
'[18:14:17.218 19/11/1995]',0.168,-0.089,-0.029,81.050,0.000,-0.292
'[18:14:17.220 19/11/1995]',0.137,-0.101,-0.029,81.050,0.000,-0.292
'[18:14:17.222 19/11/1995]',0.093,-0.114,-0.029,81.050,0.000,-0.292
'[18:14:17.224 19/11/1995]',0.013,-0.114,0.003,79.500,0.000,-0.297
'[18:14:17.226 19/11/1995]',-0.068,-0.114,0.033,79.500,0.000,-0.297
'[18:14:17.228 19/11/1995]',-0.149,-0.114,0.033,79.500,0.000,-0.297
'[18:14:17.230 19/11/1995]',-0.217,-0.114,0.096,79.500,0.000,-0.297
'[18:14:17.232 19/11/1995]',-0.285,-0.120,0.096,77.950,0.000,-0.302
'[18:14:17.234 19/11/1995]',-0.341,-0.132,0.127,77.950,0.000,-0.302
'[18:14:17.236 19/11/1995]',-0.378,-0.138,0.127,77.950,0.000,-0.302
'[18:14:17.238 19/11/1995]',-0.416,-0.156,0.127,77.950,0.000,-0.302
'[18:14:17.240 19/11/1995]',-0.447,-0.162,0.127,76.650,0.000,-0.306
'[18:14:17.242 19/11/1995]',-0.484,-0.162,0.158,76.650,0.000,-0.306
'[18:14:17.244 19/11/1995]',-0.509,-0.162,0.158,76.650,0.000,-0.306
'[18:14:17.246 19/11/1995]',-0.552,-0.168,0.190,76.650,0.000,-0.306
'[18:14:17.248 19/11/1995]',-0.571,-0.168,0.190,75.450,0.000,-0.310
'[18:14:17.250 19/11/1995]',-0.577,-0.179,0.190,75.450,0.000,-0.310
'[18:14:17.252 19/11/1995]',-0.577,-0.179,0.190,75.450,0.000,-0.310
'[18:14:17.254 19/11/1995]',-,-0.179,0.190,75.450,0.000,-0.310
'[18:14:17.256 19/11/1995]',-0.577,-0.179,0.158,74.400,0.000,-0.313
'[18:14:17.258 19/11/1995]',-0.571,-0.179,0.190,74.400,0.000,-0.313
'[18:14:17.260 19/11/1995]',-0.559,-0.168,0.190,74.400,0.000,-0.313
'[18:14:17.262 19/11/1995]',-0.559,-0.168,0.190,74.400,0.000,-0.313
'[18:14:17.264 19/11/1995]',-0.552,-0.168,0.190,73.450,0.000,-0.317
'[18:14:17.266 19/11/1995]',-0.552,-0.168,0.190,73.450,0.000,-0.317
'[18:14:17.268 19/11/1995]',-0.528,-0.156,0.190,73.450,0.000,-0.317
'[18:14:17.270 19/11/1995]',-0.503,-0.156,0.158,73.450,0.000,-0.317
'[18:14:17.272 19/11/1995]',-0.478,-0.144,0.158,72.550,0.000,-0.322
'[18:14:17.274 19/11/1995]',-0.459,-0.138,0.158,72.550,0.000,-0.322
'[18:14:17.276 19/11/1995]',-0.435,-0.138,0.158,72.550,0.000,-0.322
'[18:14:17.278 19/11/1995]',-0.410,-0.120,0.127,72.550,0.000,-0.322
'[18:14:17.280 19/11/1995]',-0.378,-0.114,0.127,71.800,0.000,-0.328
'[18:14:17.282 19/11/1995]',-0.348,-0.101,0.127,71.800,0.000,-0.328
'[18:14:17.284 19/11/1995]',-0.323,-0.101,0.096,71.800,0.000,-0.328
'[18:14:17.286 19/11/1995]',-0.285,-0.095,0.096,71.800,0.000,-0.328
'[18:14:17.288 19/11/1995]',-0.254,-0.078,0.064,71.100,0.000,-0.335
'[18:14:17.290 19/11/1995]',-0.217,-0.072,0.096,71.100,0.000,-0.335
'[18:14:17.292 19/11/1995]',-0.205,-0.054,0.064,71.100,0.000,-0.335
'[18:14:17.294 19/11/1995]',-0.186,-0.030,0.064,71.100,0.000,-0.335
'[18:14:17.296 19/11/1995]',-0.167,-0.011,0.064,70.600,0.000,-0.342
'[18:14:17.298 19/11/1995]',-0.149,0.001,0.064,70.600,0.000,-0.342
'[18:14:17.300 19/11/1995]',-0.136,0.012,0.064,70.600,0.000,-0.342
'[18:14:17.302 19/11/1995]',-0.124,0.012,0.064,70.600,0.000,-0.342
'[18:14:17.304 19/11/1995]',-0.099,0.030,0.064,70.100,0.000,-0.348
'[18:14:17.306 19/11/1995]',-0.093,0.030,0.033,70.100,0.000,-0.348
'[18:14:17.308 19/11/1995]',-0.074,0.030,0.033,70.100,0.000,-0.348
'[18:14:17.310 19/11/1995]',-0.068,0.048,0.064,70.100,0.000,-0.348
'[18:14:17.312 19/11/1995]',-0.068,0.054,0.064,69.650,0.000,-0.354
'[18:14:17.314 19/11/1995]',-0.056,0.066,0.064,69.650,0.000,-0.354
'[18:14:17.316 19/11/1995]',-0.056,0.072,0.064,69.650,0.000,-0.354
'[18:14:17.318 19/11/1995]',-0.056,0.079,0.064,69.650,0.000,-0.354
'[18:14:17.320 19/11/1995]',-0.049,0.090,0.064,69.250,0.000,-0.360
'[18:14:17.322 19/11/1995]',-0.049,0.096,0.064,69.250,0.000,-0.360
'[18:14:17.324 19/11/1995]',-0.031,0.114,0.064,69.250,0.000,-0.360
'[18:14:17.326 19/11/1995]',-0.024,0.120,0.064,69.250,0.000,-0.360
'[18:14:17.328 19/11/1995]',-0.012,0.132,0.064,68.750,0.000,-0.365
'[18:14:17.330 19/11/1995]',-0.012,0.138,0.064,68.750,0.000,-0.365
'[18:14:17.332 19/11/1995]',-0.006,0.144,0.064,68.750,0.000,-0.365
'[18:14:17.334 19/11/1995]',0.001,0.144,0.064,68.750,0.000,-0.365
'[18:14:17.336 19/11/1995]',0.007,0.138,0.033,68.400,0.000,-0.370
'[18:14:17.338 19/11/1995]',0.025,0.138,0.033,68.400,0.000,-0.370
'[18:14:17.340 19/11/1995]',0.038,0.138,0.033,68.400,0.000,-0.370
'[18:14:17.342 19/11/1995]',0.056,0.138,0.033,68.400,0.000,-0.370
'[18:14:17.344 19/11/1995]',0.069,0.132,0.003,68.050,0.000,-0.376
'[18:14:17.346 19/11/1995]',0.075,0.132,0.003,68.050,0.000,-0.376
'[18:14:17.348 19/11/1995]',0.081,0.114,0.003,68.050,0.000,-0.376
'[18:14:17.350 19/11/1995]',0.093,0.102,0.003,68.050,0.000,-0.376
'[18:14:17.352 19/11/1995]',0.106,0.096,0.003,67.750,0.000,-0.381
'[18:14:17.354 19/11/1995]',0.106,0.090,0.003,67.750,0.000,-0.381
'[18:14:17.356 19/11/1995]',0.118,0.090,0.003,67.750,0.000,-0.381
'[18:14:17.358 19/11/1995]',0.125,0.090,0.003,67.750,0.000,-0.381
'[18:14:17.360 19/11/1995]',0.137,0.096,0.003,67.500,0.000,-0.386
'[18:14:17.362 19/11/1995]',0.137,0.096,0.003,67.500,0.000,-0.386
'[18:14:17.364 19/11/1995]',0.137,0.096,0.003,67.500,0.000,-0.386
'[18:14:17.366 19/11/1995]',0.137,0.102,0.003,67.500,0.000,-0.386
'[18:14:17.368 19/11/1995]',0.137,0.096,0.003,67.200,0.000,-0.391
'[18:14:17.370 19/11/1995]',0.137,0.102,0.003,67.200,0.000,-0.391
'[18:14:17.372 19/11/1995]',0.143,0.096,0.003,67.200,0.000,-0.391
'[18:14:17.374 19/11/1995]',0.143,0.096,0.003,67.200,0.000,-0.391
'[18:14:17.376 19/11/1995]',0.150,0.096,0.003,66.900,0.000,-0.395
'[18:14:17.378 19/11/1995]',0.162,0.102,-0.029,66.900,0.000,-0.395
'[18:14:17.380 19/11/1995]',0.162,0.102,0.003,66.900,0.000,-0.395
'[18:14:17.382 19/11/1995]',0.162,0.114,0.003,66.900,0.000,-0.395
'[18:14:17.384 19/11/1995]',0.162,0.102,-0.029,66.650,0.000,-0.399
'[18:14:17.386 19/11/1995]',0.162,0.102,-0.029,66.650,0.000,-0.399
'[18:14:17.388 19/11/1995]',0.168,0.102,0.003,66.650,0.000,-0.399
'[18:14:17.390 19/11/1995]',0.175,0.102,0.003,66.650,0.000,-0.399
'[18:14:17.392 19/11/1995]',0.187,0.102,-0.029,66.400,0.000,-0.403
'[18:14:17.394 19/11/1995]',0.187,0.102,-0.029,66.400,0.000,-0.403
'[18:14:17.396 19/11/1995]',0.187,0.114,-0.029,66.400,0.000,-0.403
'[18:14:17.398 19/11/1995]',0.193,0.120,-0.029,66.400,0.000,-0.403
'[18:14:17.400 19/11/1995]',0.193,0.114,-0.029,66.200,0.000,-0.406
'[18:14:17.402 19/11/1995]',0.205,0.114,-0.029,66.200,0.000,-0.406
'[18:14:17.404 19/11/1995]',0.193,0.114,-0.029,66.200,0.000,-0.406
'[18:14:17.406 19/11/1995]',0.212,0.114,-0.029,66.200,0.000,-0.406
'[18:14:17.408 19/11/1995]',0.212,0.120,-0.029,65.900,0.000,-0.408
'[18:14:17.410 19/11/1995]',0.218,0.132,-0.029,65.900,0.000,-0.408
'[18:14:17.412 19/11/1995]',0.230,0.120,-0.029,65.900,0.000,-0.408
'[18:14:17.414 19/11/1995]',0.237,0.132,-0.029,65.900,0.000,-0.408
'[18:14:17.416 19/11/1995]',0.237,0.138,-0.029,65.650,0.000,-0.410
'[18:14:17.418 19/11/1995]',0.237,0.132,-0.060,65.650,0.000,-0.410
'[18:14:17.420 19/11/1995]',0.243,0.132,-0.029,65.650,0.000,-0.410
'[18:14:17.422 19/11/1995]',0.255,0.120,-0.029,65.650,0.000,-0.410
'[18:14:17.424 19/11/1995]',0.261,0.132,-0.060,65.400,0.000,-0.412
'[18:14:17.426 19/11/1995]',0.274,0.132,-0.060,65.400,0.000,-0.412
'[18:14:17.428 19/11/1995]',0.280,0.132,-0.060,65.400,0.000,-0.412
'[18:14:17.430 19/11/1995]',0.280,0.138,-0.060,65.400,0.000,-0.412
'[18:14:17.432 19/11/1995]',0.286,0.132,-0.029,65.200,0.000,-0.413
'[18:14:17.434 19/11/1995]',0.286,0.138,-0.029,65.200,0.000,-0.413
'[18:14:17.436 19/11/1995]',0.299,0.138,-0.060,65.200,0.000,-0.413
'[18:14:17.438 19/11/1995]',0.299,0.132,-0.060,65.200,0.000,-0.413
'[18:14:17.440 19/11/1995]',0.305,0.138,-0.060,65.000,0.000,-0.414
'[18:14:17.442 19/11/1995]',0.311,0.138,-0.060,65.000,0.000,-0.414
'[18:14:17.444 19/11/1995]',0.324,0.144,-0.060,65.000,0.000,-0.414
'[18:14:17.446 19/11/1995]',0.324,0.144,-0.060,65.000,0.000,-0.414
'[18:14:17.448 19/11/1995]',0.311,0.144,-0.060,64.950,0.000,-0.415
'[18:14:17.450 19/11/1995]',0.305,0.138,-0.060,64.950,0.000,-0.415
'[18:14:17.452 19/11/1995]',0.305,0.138,-0.060,64.950,0.000,-0.415
'[18:14:17.454 19/11/1995]',0.311,0.138,-0.060,64.950,0.000,-0.415
'[18:14:17.456 19/11/1995]',0.324,0.132,-0.060,65.050,0.000,-0.416
'[18:14:17.458 19/11/1995]',0.324,0.132,-0.060,65.050,0.000,-0.416
'[18:14:17.460 19/11/1995]',0.330,0.132,-0.060,65.050,0.000,-0.416
'[18:14:17.462 19/11/1995]',0.330,0.138,-0.060,65.050,0.000,-0.416
'[18:14:17.464 19/11/1995]',0.330,0.138,-0.060,65.500,0.000,-0.418
'[18:14:17.466 19/11/1995]',0.330,0.138,-0.060,65.500,0.000,-0.418
'[18:14:17.468 19/11/1995]',0.311,0.132,-0.060,65.500,0.000,-0.418
'[18:14:17.470 19/11/1995]',0.324,0.132,-0.091,65.500,0.000,-0.418
'[18:14:17.472 19/11/1995]',0.324,0.132,-0.060,66.200,0.000,-0.420
'[18:14:17.474 19/11/1995]',0.311,0.120,-0.060,66.200,0.000,-0.420
'[18:14:17.476 19/11/1995]',0.311,0.120,-0.060,66.200,0.000,-0.420
'[18:14:17.478 19/11/1995]',0.311,0.120,-0.060,66.200,0.000,-0.420
'[18:14:17.480 19/11/1995]',0.311,0.120,-0.060,67.250,0.000,-0.424
'[18:14:17.482 19/11/1995]',0.305,0.114,-0.060,67.250,0.000,-0.424
'[18:14:17.484 19/11/1995]',0.299,0.114,-0.060,67.250,0.000,-0.424
'[18:14:17.486 19/11/1995]',0.286,0.102,-0.060,67.250,0.000,-0.424
'[18:14:17.488 19/11/1995]',0.286,0.102,-0.060,68.650,0.000,-0.427
'[18:14:17.490 19/11/1995]',0.286,0.096,-0.060,68.650,0.000,-0.427
'[18:14:17.492 19/11/1995]',0.280,0.102,-0.060,68.650,0.000,-0.427
'[18:14:17.494 19/11/1995]',0.274,0.096,-0.060,68.650,0.000,-0.427
'[18:14:17.496 19/11/1995]',0.274,0.102,-0.029,70.300,0.000,-0.431
'[18:14:17.498 19/11/1995]',0.255,0.096,-0.060,70.300,0.000,-0.431
'[18:14:17.500 19/11/1995]',0.243,0.096,-0.060,70.300,0.000,-0.431
'[18:14:17.502 19/11/1995]',0.237,0.090,-0.029,70.300,0.000,-0.431
'[18:14:17.504 19/11/1995]',0.230,0.090,-0.029,72.050,0.000,-0.434
'[18:14:17.506 19/11/1995]',0.230,0.090,-0.029,72.050,0.000,-0.434
'[18:14:17.508 19/11/1995]',0.212,0.079,-0.029,72.050,0.000,-0.434
'[18:14:17.510 19/11/1995]',0.212,0.079,-0.029,72.050,0.000,-0.434
'[18:14:17.512 19/11/1995]',0.205,0.079,-0.029,73.900,0.000,-0.436
'[18:14:17.514 19/11/1995]',0.187,0.079,-0.029,73.900,0.000,-0.436
'[18:14:17.516 19/11/1995]',0.175,0.079,-0.029,73.900,0.000,-0.436
'[18:14:17.518 19/11/1995]',0.168,0.072,-0.029,73.900,0.000,-0.436
'[18:14:17.520 19/11/1995]',0.162,0.072,0.003,75.800,0.000,-0.440
'[18:14:17.522 19/11/1995]',0.162,0.066,-0.029,75.800,0.000,-0.440
'[18:14:17.524 19/11/1995]',0.150,0.066,0.003,75.800,0.000,-0.440
'[18:14:17.526 19/11/1995]',0.143,0.072,0.003,75.800,0.000,-0.440
'[18:14:17.528 19/11/1995]',0.137,0.066,0.003,77.550,0.000,-0.444
'[18:14:17.530 19/11/1995]',0.125,0.066,0.003,77.550,0.000,-0.444
'[18:14:17.532 19/11/1995]',0.106,0.054,0.003,77.550,0.000,-0.444
'[18:14:17.534 19/11/1995]',0.106,0.054,0.003,77.550,0.000,-0.444
'[18:14:17.536 19/11/1995]',0.100,0.048,0.003,79.150,0.000,-0.449
'[18:14:17.538 19/11/1995]',0.100,0.036,0.003,79.150,0.000,-0.449
'[18:14:17.540 19/11/1995]',0.093,0.030,0.003,79.150,0.000,-0.449
'[18:14:17.542 19/11/1995]',0.081,0.030,0.003,79.150,0.000,-0.449
'[18:14:17.544 19/11/1995]',0.081,0.036,0.003,80.600,0.000,-0.454
'[18:14:17.546 19/11/1995]',0.075,0.036,0.003,80.600,0.000,-0.454
'[18:14:17.548 19/11/1995]',0.069,0.030,0.003,80.600,0.000,-0.454
'[18:14:17.550 19/11/1995]',0.056,0.030,0.003,80.600,0.000,-0.454
'[18:14:17.552 19/11/1995]',0.056,0.024,0.003,81.750,0.000,-0.460
'[18:14:17.554 19/11/1995]',0.038,0.024,0.003,81.750,0.000,-0.460
'[18:14:17.556 19/11/1995]',0.050,0.024,0.003,81.750,0.000,-0.460
'[18:14:17.558 19/11/1995]',0.038,0.012,0.003,81.750,0.000,-0.460
'[18:14:17.560 19/11/1995]',0.031,0.012,0.003,82.700,0.000,-0.465
'[18:14:17.562 19/11/1995]',0.031,0.012,0.003,82.700,0.000,-0.465
'[18:14:17.564 19/11/1995]',0.025,0.024,0.003,82.700,0.000,-0.465
'[18:14:17.566 19/11/1995]',0.013,0.012,0.003,82.700,0.000,-0.465
'[18:14:17.568 19/11/1995]',0.007,0.006,0.003,83.250,0.000,-0.468
'[18:14:17.570 19/11/1995]',0.007,0.012,0.003,83.250,0.000,-0.468
'[18:14:17.572 19/11/1995]',0.001,0.006,0.003,83.250,0.000,-0.468
'[18:14:17.574 19/11/1995]',0.001,0.006,0.003,83.250,0.000,-0.468
'[18:14:17.576 19/11/1995]',-0.006,0.012,0.003,83.550,0.000,-0.471
'[18:14:17.578 19/11/1995]',-0.006,0.012,0.003,83.550,0.000,-0.471
'[18:14:17.580 19/11/1995]',-0.006,0.012,0.003,83.550,0.000,-0.471
'[18:14:17.582 19/11/1995]',-0.006,0.012,0.003,83.550,0.000,-0.471
'[18:14:17.584 19/11/1995]',-0.012,0.012,0.003,83.400,0.000,-0.474
'[18:14:17.586 19/11/1995]',-0.024,0.001,0.003,83.400,0.000,-0.474
'[18:14:17.588 19/11/1995]',-0.024,0.001,0.003,83.400,0.000,-0.474
'[18:14:17.590 19/11/1995]',-0.024,0.001,0.003,83.400,0.000,-0.474
'[18:14:17.592 19/11/1995]',-0.012,0.001,0.003,83.000,0.000,-0.475
'[18:14:17.594 19/11/1995]',-0.012,0.006,0.003,83.000,0.000,-0.475
'[18:14:17.596 19/11/1995]',-0.024,0.006,0.033,83.000,0.000,-0.475
'[18:14:17.598 19/11/1995]',-0.031,0.012,0.003,83.000,0.000,-0.475
'[18:14:17.600 19/11/1995]',-0.031,0.006,0.003,82.250,0.000,-0.477
'[18:14:17.602 19/11/1995]',-0.031,0.006,0.033,82.250,0.000,-0.477
'[18:14:17.604 19/11/1995]',-0.037,0.001,0.003,82.250,0.000,-0.477
'[18:14:17.606 19/11/1995]',-0.031,0.001,0.003,82.250,0.000,-0.477
'[18:14:17.608 19/11/1995]',-0.031,0.006,0.033,81.250,0.000,-0.477
'[18:14:17.610 19/11/1995]',-0.031,0.006,0.003,81.250,0.000,-0.477
'[18:14:17.612 19/11/1995]',-0.031,0.006,0.003,81.250,0.000,-0.477
'[18:14:17.614 19/11/1995]',-0.037,0.006,0.033,81.250,0.000,-0.477
'[18:14:17.616 19/11/1995]',-0.037,0.006,0.033,80.000,0.000,-0.478
'[18:14:17.618 19/11/1995]',-0.037,0.006,0.003,80.000,0.000,-0.478
'[18:14:17.620 19/11/1995]',-0.049,0.001,0.003,80.000,0.000,-0.478
'[18:14:17.622 19/11/1995]',-0.037,0.001,0.003,80.000,0.000,-0.478
'[18:14:17.624 19/11/1995]',-0.037,0.001,0.003,78.650,0.000,-0.478
'[18:14:17.626 19/11/1995]',-0.037,0.006,0.033,78.650,0.000,-0.478
'[18:14:17.628 19/11/1995]',-0.049,0.006,0.033,78.650,0.000,-0.478
'[18:14:17.630 19/11/1995]',-0.049,0.006,0.033,78.650,0.000,-0.478
'[18:14:17.632 19/11/1995]',-0.049,0.006,0.033,77.300,0.000,-0.477
'[18:14:17.634 19/11/1995]',-0.049,0.006,0.033,77.300,0.000,-0.477
'[18:14:17.636 19/11/1995]',-0.049,0.001,0.003,77.300,0.000,-0.477
'[18:14:17.638 19/11/1995]',-0.049,0.001,0.033,77.300,0.000,-0.477
'[18:14:17.640 19/11/1995]',-0.049,0.001,0.033,75.950,0.000,-0.477
'[18:14:17.642 19/11/1995]',-0.049,0.006,0.003,75.950,0.000,-0.477
'[18:14:17.644 19/11/1995]',-0.037,0.006,0.033,75.950,0.000,-0.477
'[18:14:17.646 19/11/1995]',-0.037,0.006,0.033,75.950,0.000,-0.477
'[18:14:17.648 19/11/1995]',-0.049,0.006,0.033,74.700,0.000,-0.477
'[18:14:17.650 19/11/1995]',-0.056,0.006,0.003,74.700,0.000,-0.477
'[18:14:17.652 19/11/1995]',-0.049,0.006,0.003,74.700,0.000,-0.477
'[18:14:17.654 19/11/1995]',-0.049,0.001,0.003,74.700,0.000,-0.477
'[18:14:17.656 19/11/1995]',-0.037,0.001,0.003,73.500,0.000,-0.477
'[18:14:17.658 19/11/1995]',-0.037,0.001,0.033,73.500,0.000,-0.477
'[18:14:17.660 19/11/1995]',-0.049,0.006,0.033,73.500,0.000,-0.477
'[18:14:17.662 19/11/1995]',-0.049,0.001,0.003,73.500,0.000,-0.477
'[18:14:17.664 19/11/1995]',-0.037,0.006,0.033,72.450,0.000,-0.478
'[18:14:17.666 19/11/1995]',-0.049,0.006,0.033,72.450,0.000,-0.478
'[18:14:17.668 19/11/1995]',-0.056,0.001,0.033,72.450,0.000,-0.478
'[18:14:17.670 19/11/1995]',-0.049,0.001,0.033,72.450,0.000,-0.478
'[18:14:17.672 19/11/1995]',-0.049,0.001,0.003,71.450,0.000,-0.479
'[18:14:17.674 19/11/1995]',-0.049,0.001,0.033,71.450,0.000,-0.479
'[18:14:17.676 19/11/1995]',-0.049,0.001,0.033,71.450,0.000,-0.479
'[18:14:17.678 19/11/1995]',-0.049,0.001,0.033,71.450,0.000,-0.479
'[18:14:17.680 19/11/1995]',-0.037,0.006,0.033,70.650,0.000,-0.480
'[18:14:17.682 19/11/1995]',-0.049,0.001,0.003,70.650,0.000,-0.480
'[18:14:17.684 19/11/1995]',-0.049,0.001,0.033,70.650,0.000,-0.480
'[18:14:17.686 19/11/1995]',-0.049,-0.005,0.003,70.650,0.000,-0.480
'[18:14:17.688 19/11/1995]',-0.037,-0.005,0.033,69.950,0.000,-0.480
'[18:14:17.690 19/11/1995]',-0.037,-0.005,0.003,69.950,0.000,-0.480
'[18:14:17.692 19/11/1995]',-0.037,-0.005,0.033,69.950,0.000,-0.480
'[18:14:17.694 19/11/1995]',-0.037,0.001,0.033,69.950,0.000,-0.480
'[18:14:17.696 19/11/1995]',-0.049,0.001,0.003,69.250,0.000,-0.480
'[18:14:17.698 19/11/1995]',-0.049,0.001,0.003,69.250,0.000,-0.480
'[18:14:17.700 19/11/1995]',-0.049,0.001,0.033,69.250,0.000,-0.480
'[18:14:17.702 19/11/1995]',-0.049,0.001,0.033,69.250,0.000,-0.480
'[18:14:17.704 19/11/1995]',-0.049,-0.005,0.003,68.550,0.000,-0.479
'[18:14:17.706 19/11/1995]',-0.049,-0.005,0.033,68.550,0.000,-0.479
'[18:14:17.708 19/11/1995]',-0.037,0.001,0.003,68.550,0.000,-0.479
'[18:14:17.710 19/11/1995]',-0.037,0.001,0.003,68.550,0.000,-0.479
'[18:14:17.712 19/11/1995]',-0.037,0.001,0.033,67.950,0.000,-0.477
'[18:14:17.714 19/11/1995]',-0.049,0.006,0.033,67.950,0.000,-0.477
'[18:14:17.716 19/11/1995]',-0.049,0.006,0.033,67.950,0.000,-0.477
'[18:14:17.718 19/11/1995]',-0.056,0.006,0.003,67.950,0.000,-0.477
'[18:14:17.720 19/11/1995]',-0.056,0.001,0.033,67.350,0.000,-0.476
'[18:14:17.722 19/11/1995]',-0.056,0.001,0.033,67.350,0.000,-0.476
'[18:14:17.724 19/11/1995]',-0.056,0.006,0.033,67.350,0.000,-0.476
'[18:14:17.726 19/11/1995]',-0.056,0.001,0.033,67.350,0.000,-0.476
'[18:14:17.728 19/11/1995]',-0.056,0.006,0.003,66.750,0.000,-0.474
'[18:14:17.730 19/11/1995]',-0.056,0.006,0.033,66.750,0.000,-0.474
'[18:14:17.732 19/11/1995]',-0.056,0.001,0.033,66.750,0.000,-0.474
'[18:14:17.734 19/11/1995]',-0.056,0.001,0.033,66.750,0.000,-0.474
'[18:14:17.736 19/11/1995]',-0.068,0.001,0.003,66.200,0.000,-0.472
'[18:14:17.738 19/11/1995]',-0.056,-0.005,0.003,66.200,0.000,-0.472
'[18:14:17.740 19/11/1995]',-0.056,-0.005,0.003,66.200,0.000,-0.472
'[18:14:17.742 19/11/1995]',-0.056,-0.005,0.003,66.200,0.000,-0.472
'[18:14:17.744 19/11/1995]',-0.049,0.001,0.033,65.600,0.000,-0.470
'[18:14:17.746 19/11/1995]',-0.049,0.001,0.033,65.600,0.000,-0.470
'[18:14:17.748 19/11/1995]',-0.049,0.001,0.033,65.600,0.000,-0.470
'[18:14:17.750 19/11/1995]',-0.049,0.001,0.033,65.600,0.000,-0.470
'[18:14:17.752 19/11/1995]',-0.049,-0.005,0.003,65.000,0.000,-0.465
'[18:14:17.754 19/11/1995]',-0.049,0.001,0.003,65.000,0.000,-0.465
'[18:14:17.756 19/11/1995]',-0.049,0.001,0.033,65.000,0.000,-0.465
'[18:14:17.758 19/11/1995]',-0.037,0.001,0.003,65.000,0.000,-0.465
'[18:14:17.760 19/11/1995]',-0.049,0.006,0.003,64.500,0.000,-0.459
'[18:14:17.762 19/11/1995]',-0.049,0.006,0.033,64.500,0.000,-0.459
