'Time and date','V','II','ABP','PAP','ART','PLETH','RESP'
'[09:14:03.590 01/06/1995]',-0.095,0.338,103.937,17.688,100.703,0.000,-0.565
'[09:14:03.592 01/06/1995]',-0.119,0.385,103.887,18.450,101.231,0.000,-0.565
'[09:14:03.594 01/06/1995]',-0.131,0.433,103.887,18.450,101.231,0.000,-0.565
'[09:14:03.596 01/06/1995]',-0.156,0.457,103.887,18.450,101.231,0.000,-0.565
'[09:14:03.598 01/06/1995]',-0.162,0.481,103.887,18.450,101.231,0.000,-0.565
'[09:14:03.600 01/06/1995]',-0.168,0.481,103.236,18.863,102.286,0.000,-0.565
'[09:14:03.602 01/06/1995]',-0.156,0.481,103.236,18.863,102.286,0.000,-0.565
'[09:14:03.604 01/06/1995]',-0.137,0.457,103.236,18.863,102.286,0.000,-0.565
'[09:14:03.606 01/06/1995]',-0.101,0.433,103.236,18.863,102.286,0.000,-0.565
'[09:14:03.608 01/06/1995]',-0.054,0.361,102.235,19.100,101.759,0.000,-0.564
'[09:14:03.610 01/06/1995]',0.006,0.217,102.235,19.100,101.759,0.000,-0.564
'[09:14:03.612 01/06/1995]',0.072,0.025,102.235,19.100,101.759,0.000,-0.564
'[09:14:03.614 01/06/1995]',0.132,-0.166,102.235,19.100,101.759,0.000,-0.564
'[09:14:03.616 01/06/1995]',0.198,-0.381,100.884,19.038,98.216,0.000,-0.564
'[09:14:03.618 01/06/1995]',0.246,-0.550,100.884,19.038,98.216,0.000,-0.564
'[09:14:03.620 01/06/1995]',0.288,-0.670,100.884,19.038,98.216,0.000,-0.564
'[09:14:03.622 01/06/1995]',0.330,-0.789,100.884,19.038,98.216,0.000,-0.564
'[09:14:03.624 01/06/1995]',0.354,-0.861,99.333,18.750,93.467,0.000,-0.563
'[09:14:03.626 01/06/1995]',0.360,-0.885,99.333,18.750,93.467,0.000,-0.563
'[09:14:03.628 01/06/1995]',0.354,-0.885,99.333,18.750,93.467,0.000,-0.563
'[09:14:03.630 01/06/1995]',0.330,-0.813,99.333,18.750,93.467,0.000,-0.563
'[09:14:03.632 01/06/1995]',0.288,-0.765,97.632,18.387,90.527,0.000,-0.562
'[09:14:03.634 01/06/1995]',0.246,-0.670,97.632,18.387,90.527,0.000,-0.562
'[09:14:03.636 01/06/1995]',0.222,-0.598,97.632,18.387,90.527,0.000,-0.562
'[09:14:03.638 01/06/1995]',0.180,-0.526,97.632,18.387,90.527,0.000,-0.562
'[09:14:03.640 01/06/1995]',0.144,-0.430,95.930,18.100,89.246,0.000,-0.562
'[09:14:03.642 01/06/1995]',0.096,-0.334,95.930,18.100,89.246,0.000,-0.562
'[09:14:03.644 01/06/1995]',0.066,-0.238,95.930,18.100,89.246,0.000,-0.562
'[09:14:03.646 01/06/1995]',0.024,-0.142,95.930,18.100,89.246,0.000,-0.562
'[09:14:03.648 01/06/1995]',0.001,-0.070,94.129,17.750,87.512,0.000,-0.561
'[09:14:03.650 01/06/1995]',-0.024,-0.022,94.129,17.750,87.512,0.000,-0.561
'[09:14:03.652 01/06/1995]',-0.054,0.002,94.129,17.750,87.512,0.000,-0.561
'[09:14:03.654 01/06/1995]',-0.054,0.049,94.129,17.750,87.512,0.000,-0.561
'[09:14:03.656 01/06/1995]',-0.066,0.073,92.277,17.688,84.120,0.000,-0.561
'[09:14:03.658 01/06/1995]',-0.066,0.073,92.277,17.688,84.120,0.000,-0.561
'[09:14:03.660 01/06/1995]',-0.066,0.097,92.277,17.688,84.120,0.000,-0.561
'[09:14:03.662 01/06/1995]',-0.066,0.097,92.277,17.688,84.120,0.000,-0.561
'[09:14:03.664 01/06/1995]',-0.066,0.097,90.426,17.988,80.502,0.000,-0.560
'[09:14:03.666 01/06/1995]',-0.072,0.097,90.426,17.988,80.502,0.000,-0.560
'[09:14:03.668 01/06/1995]',-0.072,0.121,90.426,17.988,80.502,0.000,-0.560
'[09:14:03.670 01/06/1995]',-0.078,0.121,90.426,17.988,80.502,0.000,-0.560
'[09:14:03.672 01/06/1995]',-0.072,0.145,88.524,18.512,77.940,0.000,-0.560
'[09:14:03.674 01/06/1995]',-0.072,0.145,88.524,18.512,77.940,0.000,-0.560
'[09:14:03.676 01/06/1995]',-0.072,0.121,88.524,18.512,77.940,0.000,-0.560
'[09:14:03.678 01/06/1995]',-0.066,0.121,88.524,18.512,77.940,0.000,-0.560
'[09:14:03.680 01/06/1995]',-0.066,0.121,86.622,18.688,76.583,0.000,-0.559
'[09:14:03.682 01/06/1995]',-0.072,0.145,86.622,18.688,76.583,0.000,-0.559
'[09:14:03.684 01/06/1995]',-0.078,0.145,86.622,18.688,76.583,0.000,-0.559
'[09:14:03.686 01/06/1995]',-0.089,0.145,86.622,18.688,76.583,0.000,-0.559
'[09:14:03.688 01/06/1995]',-0.089,0.169,84.471,18.562,75.527,0.000,-0.559
'[09:14:03.690 01/06/1995]',-0.078,0.169,84.471,18.562,75.527,0.000,-0.559
'[09:14:03.692 01/06/1995]',-0.078,0.145,84.471,18.562,75.527,0.000,-0.559
'[09:14:03.694 01/06/1995]',-0.072,0.145,84.471,18.562,75.527,0.000,-0.559
'[09:14:03.696 01/06/1995]',-0.078,0.145,82.319,18.750,74.774,0.000,-0.558
'[09:14:03.698 01/06/1995]',-0.078,0.145,82.319,18.750,74.774,0.000,-0.558
'[09:14:03.700 01/06/1995]',-0.078,0.145,82.319,18.750,74.774,0.000,-0.558
'[09:14:03.702 01/06/1995]',-0.089,0.169,82.319,18.750,74.774,0.000,-0.558
'[09:14:03.704 01/06/1995]',-0.089,0.169,80.017,19.325,74.849,0.000,-0.558
'[09:14:03.706 01/06/1995]',-0.089,0.169,80.017,19.325,74.849,0.000,-0.558
'[09:14:03.708 01/06/1995]',-0.078,0.145,80.017,19.325,74.849,0.000,-0.558
'[09:14:03.710 01/06/1995]',-0.072,0.145,80.017,19.325,74.849,0.000,-0.558
'[09:14:03.712 01/06/1995]',-0.072,0.145,77.665,19.738,75.527,0.000,-0.557
'[09:14:03.714 01/06/1995]',-0.072,0.145,77.665,19.738,75.527,0.000,-0.557
'[09:14:03.716 01/06/1995]',-0.072,0.145,77.665,19.738,75.527,0.000,-0.557
'[09:14:03.718 01/06/1995]',-0.078,0.145,77.665,19.738,75.527,0.000,-0.557
'[09:14:03.720 01/06/1995]',-0.089,0.145,75.263,19.100,76.432,0.000,-0.557
'[09:14:03.722 01/06/1995]',-0.078,0.145,75.263,19.100,76.432,0.000,-0.557
'[09:14:03.724 01/06/1995]',-0.078,0.145,75.263,19.100,76.432,0.000,-0.557
'[09:14:03.726 01/06/1995]',-0.072,0.145,75.263,19.100,76.432,0.000,-0.557
'[09:14:03.728 01/06/1995]',-0.072,0.145,72.861,17.750,77.940,0.000,-0.557
'[09:14:03.730 01/06/1995]',-0.078,0.145,72.861,17.750,77.940,0.000,-0.557
'[09:14:03.732 01/06/1995]',-0.078,0.145,72.861,17.750,77.940,0.000,-0.557
'[09:14:03.734 01/06/1995]',-0.078,0.145,72.861,17.750,77.940,0.000,-0.557
'[09:14:03.736 01/06/1995]',-0.089,0.145,70.459,16.637,80.502,0.000,-0.558
'[09:14:03.738 01/06/1995]',-0.078,0.145,70.459,16.637,80.502,0.000,-0.558
'[09:14:03.740 01/06/1995]',-0.072,0.145,70.459,16.637,80.502,0.000,-0.558
'[09:14:03.742 01/06/1995]',-0.066,0.145,70.459,16.637,80.502,0.000,-0.558
'[09:14:03.744 01/06/1995]',-0.066,0.121,68.207,16.688,83.668,0.000,-0.558
'[09:14:03.746 01/06/1995]',-0.066,0.121,68.207,16.688,83.668,0.000,-0.558
'[09:14:03.748 01/06/1995]',-0.066,0.121,68.207,16.688,83.668,0.000,-0.558
'[09:14:03.750 01/06/1995]',-0.066,0.121,68.207,16.688,83.668,0.000,-0.558
'[09:14:03.752 01/06/1995]',-0.072,0.145,66.005,18.038,86.608,0.000,-0.559
'[09:14:03.754 01/06/1995]',-0.078,0.145,66.005,18.038,86.608,0.000,-0.559
'[09:14:03.756 01/06/1995]',-0.078,0.145,66.005,18.038,86.608,0.000,-0.559
'[09:14:03.758 01/06/1995]',-0.072,0.145,66.005,18.038,86.608,0.000,-0.559
'[09:14:03.760 01/06/1995]',-0.066,0.145,64.003,20.262,89.698,0.000,-0.560
'[09:14:03.762 01/06/1995]',-0.066,0.121,64.003,20.262,89.698,0.000,-0.560
'[09:14:03.764 01/06/1995]',-0.072,0.121,64.003,20.262,89.698,0.000,-0.560
'[09:14:03.766 01/06/1995]',-0.066,0.121,64.003,20.262,89.698,0.000,-0.560
'[09:14:03.768 01/06/1995]',-0.066,0.121,62.202,22.850,93.693,0.000,-0.562
'[09:14:03.770 01/06/1995]',-0.072,0.121,62.202,22.850,93.693,0.000,-0.562
'[09:14:03.772 01/06/1995]',-0.066,0.145,62.202,22.850,93.693,0.000,-0.562
'[09:14:03.774 01/06/1995]',-0.066,0.121,62.202,22.850,93.693,0.000,-0.562
'[09:14:03.776 01/06/1995]',-0.048,0.121,60.701,25.250,96.934,0.000,-0.563
'[09:14:03.778 01/06/1995]',-0.054,0.097,60.701,25.250,96.934,0.000,-0.563
'[09:14:03.780 01/06/1995]',-0.048,0.097,60.701,25.250,96.934,0.000,-0.563
'[09:14:03.782 01/06/1995]',-0.054,0.097,60.701,25.250,96.934,0.000,-0.563
'[09:14:03.784 01/06/1995]',-0.066,0.097,59.600,26.887,96.633,0.000,-0.564
'[09:14:03.786 01/06/1995]',-0.066,0.097,59.600,26.887,96.633,0.000,-0.564
'[09:14:03.788 01/06/1995]',-0.072,0.097,59.600,26.887,96.633,0.000,-0.564
'[09:14:03.790 01/06/1995]',-0.066,0.097,59.600,26.887,96.633,0.000,-0.564
'[09:14:03.792 01/06/1995]',-0.048,0.097,59.249,27.188,92.563,0.000,-0.565
'[09:14:03.794 01/06/1995]',-0.036,0.097,59.249,27.188,92.563,0.000,-0.565
'[09:14:03.796 01/06/1995]',-0.048,0.073,59.249,27.188,92.563,0.000,-0.565
'[09:14:03.798 01/06/1995]',-0.048,0.073,59.249,27.188,92.563,0.000,-0.565
'[09:14:03.800 01/06/1995]',-0.048,0.073,59.800,26.062,88.869,0.000,-0.566
'[09:14:03.802 01/06/1995]',-0.048,0.073,59.800,26.062,88.869,0.000,-0.566
'[09:14:03.804 01/06/1995]',-0.048,0.073,59.800,26.062,88.869,0.000,-0.566
'[09:14:03.806 01/06/1995]',-0.036,0.073,59.800,26.062,88.869,0.000,-0.566
'[09:14:03.808 01/06/1995]',-0.024,0.073,61.251,24.600,91.733,0.000,-0.566
'[09:14:03.810 01/06/1995]',-0.030,0.049,61.251,24.600,91.733,0.000,-0.566
'[09:14:03.812 01/06/1995]',-0.024,0.049,61.251,24.600,91.733,0.000,-0.566
'[09:14:03.814 01/06/1995]',-0.024,0.025,61.251,24.600,91.733,0.000,-0.566
'[09:14:03.816 01/06/1995]',-0.030,0.025,63.603,23.837,100.628,0.000,-0.566
'[09:14:03.818 01/06/1995]',-0.030,0.025,63.603,23.837,100.628,0.000,-0.566
'[09:14:03.820 01/06/1995]',-0.030,0.025,63.603,23.837,100.628,0.000,-0.566
'[09:14:03.822 01/06/1995]',-0.024,0.025,63.603,23.837,100.628,0.000,-0.566
'[09:14:03.824 01/06/1995]',-0.011,0.002,66.756,23.837,107.939,0.000,-0.565
'[09:14:03.826 01/06/1995]',-0.005,0.002,66.756,23.837,107.939,0.000,-0.565
'[09:14:03.828 01/06/1995]',0.001,0.002,66.756,23.837,107.939,0.000,-0.565
'[09:14:03.830 01/06/1995]',0.001,0.002,66.756,23.837,107.939,0.000,-0.565
'[09:14:03.832 01/06/1995]',0.001,-0.022,70.709,24.425,108.241,0.000,-0.564
'[09:14:03.834 01/06/1995]',0.001,-0.022,70.709,24.425,108.241,0.000,-0.564
'[09:14:03.836 01/06/1995]',0.006,-0.022,70.709,24.425,108.241,0.000,-0.564
'[09:14:03.838 01/06/1995]',0.012,-0.022,70.709,24.425,108.241,0.000,-0.564
'[09:14:03.840 01/06/1995]',0.024,-0.046,75.263,25.250,103.718,0.000,-0.562
'[09:14:03.842 01/06/1995]',0.030,-0.070,75.263,25.250,103.718,0.000,-0.562
'[09:14:03.844 01/06/1995]',0.048,-0.094,75.263,25.250,103.718,0.000,-0.562
'[09:14:03.846 01/06/1995]',0.054,-0.094,75.263,25.250,103.718,0.000,-0.562
'[09:14:03.848 01/06/1995]',0.048,-0.118,80.367,25.712,100.402,0.000,-0.561
'[09:14:03.850 01/06/1995]',0.054,-0.118,80.367,25.712,100.402,0.000,-0.561
'[09:14:03.852 01/06/1995]',0.048,-0.142,80.367,25.712,100.402,0.000,-0.561
'[09:14:03.854 01/06/1995]',0.054,-0.142,80.367,25.712,100.402,0.000,-0.561
'[09:14:03.856 01/06/1995]',0.066,-0.142,85.822,25.425,100.553,0.000,-0.560
'[09:14:03.858 01/06/1995]',0.078,-0.166,85.822,25.425,100.553,0.000,-0.560
'[09:14:03.860 01/06/1995]',0.096,-0.190,85.822,25.425,100.553,0.000,-0.560
'[09:14:03.862 01/06/1995]',0.096,-0.214,85.822,25.425,100.553,0.000,-0.560
'[09:14:03.864 01/06/1995]',0.102,-0.214,91.426,25.075,101.985,0.000,-0.559
'[09:14:03.866 01/06/1995]',0.102,-0.214,91.426,25.075,101.985,0.000,-0.559
'[09:14:03.868 01/06/1995]',0.102,-0.238,91.426,25.075,101.985,0.000,-0.559
'[09:14:03.870 01/06/1995]',0.114,-0.238,91.426,25.075,101.985,0.000,-0.559
'[09:14:03.872 01/06/1995]',0.102,-0.238,96.981,25.125,102.362,0.000,-0.559
'[09:14:03.874 01/06/1995]',0.120,-0.238,96.981,25.125,102.362,0.000,-0.559
'[09:14:03.876 01/06/1995]',0.132,-0.262,96.981,25.125,102.362,0.000,-0.559
'[09:14:03.878 01/06/1995]',0.138,-0.286,96.981,25.125,102.362,0.000,-0.559
'[09:14:03.880 01/06/1995]',0.144,-0.310,102.085,25.538,101.759,0.000,-0.558
'[09:14:03.882 01/06/1995]',0.144,-0.310,102.085,25.538,101.759,0.000,-0.558
'[09:14:03.884 01/06/1995]',0.138,-0.310,102.085,25.538,101.759,0.000,-0.558
'[09:14:03.886 01/06/1995]',0.144,-0.310,102.085,25.538,101.759,0.000,-0.558
'[09:14:03.888 01/06/1995]',0.144,-0.310,106.489,25.887,101.382,0.000,-0.558
'[09:14:03.890 01/06/1995]',0.156,-0.310,106.489,25.887,101.382,0.000,-0.558
'[09:14:03.892 01/06/1995]',0.168,-0.310,106.489,25.887,101.382,0.000,-0.558
'[09:14:03.894 01/06/1995]',0.168,-0.334,106.489,25.887,101.382,0.000,-0.558
'[09:14:03.896 01/06/1995]',0.180,-0.334,109.942,26.062,102.060,0.000,-0.558
'[09:14:03.898 01/06/1995]',0.168,-0.334,109.942,26.062,102.060,0.000,-0.558
'[09:14:03.900 01/06/1995]',0.162,-0.334,109.942,26.062,102.060,0.000,-0.558
'[09:14:03.902 01/06/1995]',0.162,-0.334,109.942,26.062,102.060,0.000,-0.558
'[09:14:03.904 01/06/1995]',0.162,-0.310,112.394,26.188,102.889,0.000,-0.557
'[09:14:03.906 01/06/1995]',0.162,-0.334,112.394,26.188,102.889,0.000,-0.557
'[09:14:03.908 01/06/1995]',0.162,-0.334,112.394,26.188,102.889,0.000,-0.557
'[09:14:03.910 01/06/1995]',0.162,-0.334,112.394,26.188,102.889,0.000,-0.557
'[09:14:03.912 01/06/1995]',0.162,-0.310,113.845,25.950,103.266,0.000,-0.556
'[09:14:03.914 01/06/1995]',0.156,-0.310,113.845,25.950,103.266,0.000,-0.556
'[09:14:03.916 01/06/1995]',0.156,-0.310,113.845,25.950,103.266,0.000,-0.556
'[09:14:03.918 01/06/1995]',0.156,-0.310,113.845,25.950,103.266,0.000,-0.556
'[09:14:03.920 01/06/1995]',0.144,-0.286,114.345,25.363,103.040,0.000,-0.555
'[09:14:03.922 01/06/1995]',0.144,-0.286,114.345,25.363,103.040,0.000,-0.555
'[09:14:03.924 01/06/1995]',0.144,-0.262,114.345,25.363,103.040,0.000,-0.555
'[09:14:03.926 01/06/1995]',0.144,-0.262,114.345,25.363,103.040,0.000,-0.555
'[09:14:03.928 01/06/1995]',0.144,-0.262,113.945,24.550,102.588,0.000,-0.554
'[09:14:03.930 01/06/1995]',0.144,-0.262,113.945,24.550,102.588,0.000,-0.554
'[09:14:03.932 01/06/1995]',0.132,-0.238,113.945,24.550,102.588,0.000,-0.554
'[09:14:03.934 01/06/1995]',0.120,-0.238,113.945,24.550,102.588,0.000,-0.554
'[09:14:03.936 01/06/1995]',0.114,-0.238,112.744,23.837,101.985,0.000,-0.554
'[09:14:03.938 01/06/1995]',0.102,-0.214,112.744,23.837,101.985,0.000,-0.554
'[09:14:03.940 01/06/1995]',0.102,-0.190,112.744,23.837,101.985,0.000,-0.554
'[09:14:03.942 01/06/1995]',0.096,-0.190,112.744,23.837,101.985,0.000,-0.554
'[09:14:03.944 01/06/1995]',0.102,-0.190,110.943,23.250,101.231,0.000,-0.554
'[09:14:03.946 01/06/1995]',0.096,-0.166,110.943,23.250,101.231,0.000,-0.554
'[09:14:03.948 01/06/1995]',0.090,-0.166,110.943,23.250,101.231,0.000,-0.554
'[09:14:03.950 01/06/1995]',0.078,-0.142,110.943,23.250,101.231,0.000,-0.554
'[09:14:03.952 01/06/1995]',0.072,-0.118,108.641,22.962,100.025,0.000,-0.554
'[09:14:03.954 01/06/1995]',0.066,-0.118,108.641,22.962,100.025,0.000,-0.554
'[09:14:03.956 01/06/1995]',0.072,-0.118,108.641,22.962,100.025,0.000,-0.554
'[09:14:03.958 01/06/1995]',0.072,-0.094,108.641,22.962,100.025,0.000,-0.554
'[09:14:03.960 01/06/1995]',0.072,-0.094,105.989,22.962,98.442,0.000,-0.555
'[09:14:03.962 01/06/1995]',0.054,-0.118,105.989,22.962,98.442,0.000,-0.555
'[09:14:03.964 01/06/1995]',0.048,-0.094,105.989,22.962,98.442,0.000,-0.555
'[09:14:03.966 01/06/1995]',0.036,-0.070,105.989,22.962,98.442,0.000,-0.555
'[09:14:03.968 01/06/1995]',0.030,-0.070,103.186,23.025,96.633,0.000,-0.557
'[09:14:03.970 01/06/1995]',0.024,-0.046,103.186,23.025,96.633,0.000,-0.557
'[09:14:03.972 01/06/1995]',0.024,-0.022,103.186,23.025,96.633,0.000,-0.557
'[09:14:03.974 01/06/1995]',0.024,-0.022,103.186,23.025,96.633,0.000,-0.557
'[09:14:03.976 01/06/1995]',0.024,-0.022,100.284,22.900,94.824,0.000,-0.559
'[09:14:03.978 01/06/1995]',0.024,-0.022,100.284,22.900,94.824,0.000,-0.559
'[09:14:03.980 01/06/1995]',0.012,-0.022,100.284,22.900,94.824,0.000,-0.559
'[09:14:03.982 01/06/1995]',0.012,-0.022,100.284,22.900,94.824,0.000,-0.559
'[09:14:03.984 01/06/1995]',0.006,-0.022,97.331,22.262,93.392,0.000,-0.561
'[09:14:03.986 01/06/1995]',0.006,0.002,97.331,22.262,93.392,0.000,-0.561
'[09:14:03.988 01/06/1995]',0.001,0.002,97.331,22.262,93.392,0.000,-0.561
'[09:14:03.990 01/06/1995]',0.001,0.002,97.331,22.262,93.392,0.000,-0.561
'[09:14:03.992 01/06/1995]',0.006,0.002,94.479,20.913,92.412,0.000,-0.564
'[09:14:03.994 01/06/1995]',0.001,0.002,94.479,20.913,92.412,0.000,-0.564
'[09:14:03.996 01/06/1995]',0.001,0.002,94.479,20.913,92.412,0.000,-0.564
'[09:14:03.998 01/06/1995]',-0.011,0.002,94.479,20.913,92.412,0.000,-0.564
'[09:14:04.000 01/06/1995]',-0.005,0.002,91.576,19.212,91.960,0.000,-0.568
'[09:14:04.002 01/06/1995]',-0.024,0.025,91.576,19.212,91.960,0.000,-0.568
'[09:14:04.004 01/06/1995]',-0.024,0.025,91.576,19.212,91.960,0.000,-0.568
'[09:14:04.006 01/06/1995]',-0.011,0.025,91.576,19.212,91.960,0.000,-0.568
'[09:14:04.008 01/06/1995]',-0.005,0.025,88.824,17.575,91.733,0.000,-0.573
'[09:14:04.010 01/06/1995]',-0.005,0.025,88.824,17.575,91.733,0.000,-0.573
'[09:14:04.012 01/06/1995]',-0.005,0.002,88.824,17.575,91.733,0.000,-0.573
'[09:14:04.014 01/06/1995]',-0.011,0.025,88.824,17.575,91.733,0.000,-0.573
'[09:14:04.016 01/06/1995]',-0.011,0.025,86.122,16.637,91.658,0.000,-0.579
'[09:14:04.018 01/06/1995]',-0.030,0.025,86.122,16.637,91.658,0.000,-0.579
'[09:14:04.020 01/06/1995]',-0.030,0.025,86.122,16.637,91.658,0.000,-0.579
'[09:14:04.022 01/06/1995]',-0.030,0.049,86.122,16.637,91.658,0.000,-0.579
'[09:14:04.024 01/06/1995]',-0.024,0.049,83.470,16.925,91.507,0.000,-0.586
'[09:14:04.026 01/06/1995]',-0.024,0.049,83.470,16.925,91.507,0.000,-0.586
'[09:14:04.028 01/06/1995]',-0.011,0.049,83.470,16.925,91.507,0.000,-0.586
'[09:14:04.030 01/06/1995]',-0.011,0.025,83.470,16.925,91.507,0.000,-0.586
'[09:14:04.032 01/06/1995]',-0.024,0.025,81.018,18.212,90.980,0.000,-0.594
'[09:14:04.034 01/06/1995]',-0.030,0.049,81.018,18.212,90.980,0.000,-0.594
'[09:14:04.036 01/06/1995]',-0.036,0.073,81.018,18.212,90.980,0.000,-0.594
'[09:14:04.038 01/06/1995]',-0.036,0.073,81.018,18.212,90.980,0.000,-0.594
'[09:14:04.040 01/06/1995]',-0.036,0.073,78.816,19.863,89.924,0.000,-0.603
'[09:14:04.042 01/06/1995]',-0.036,0.073,78.816,19.863,89.924,0.000,-0.603
'[09:14:04.044 01/06/1995]',-0.036,0.073,78.816,19.863,89.924,0.000,-0.603
'[09:14:04.046 01/06/1995]',-0.036,0.049,78.816,19.863,89.924,0.000,-0.603
'[09:14:04.048 01/06/1995]',-0.036,0.073,76.864,21.200,89.321,0.000,-0.613
'[09:14:04.050 01/06/1995]',-0.036,0.073,76.864,21.200,89.321,0.000,-0.613
'[09:14:04.052 01/06/1995]',-0.036,0.073,76.864,21.200,89.321,0.000,-0.613
'[09:14:04.054 01/06/1995]',-0.036,0.073,76.864,21.200,89.321,0.000,-0.613
'[09:14:04.056 01/06/1995]',-0.030,0.073,75.363,21.613,90.452,0.000,-0.624
'[09:14:04.058 01/06/1995]',-0.030,0.073,75.363,21.613,90.452,0.000,-0.624
'[09:14:04.060 01/06/1995]',-0.030,0.073,75.363,21.613,90.452,0.000,-0.624
'[09:14:04.062 01/06/1995]',-0.030,0.073,75.363,21.613,90.452,0.000,-0.624
'[09:14:04.064 01/06/1995]',-0.030,0.049,74.062,21.025,93.241,0.000,-0.635
'[09:14:04.066 01/06/1995]',-0.030,0.049,74.062,21.025,93.241,0.000,-0.635
'[09:14:04.068 01/06/1995]',-0.036,0.073,74.062,21.025,93.241,0.000,-0.635
'[09:14:04.070 01/06/1995]',-0.036,0.073,74.062,21.025,93.241,0.000,-0.635
'[09:14:04.072 01/06/1995]',-0.036,0.073,73.161,19.913,95.352,0.000,-0.647
'[09:14:04.074 01/06/1995]',-0.036,0.073,73.161,19.913,95.352,0.000,-0.647
'[09:14:04.076 01/06/1995]',-0.030,0.073,73.161,19.913,95.352,0.000,-0.647
'[09:14:04.078 01/06/1995]',-0.036,0.073,73.161,19.913,95.352,0.000,-0.647
'[09:14:04.080 01/06/1995]',-0.024,0.073,72.511,18.688,95.879,0.000,-0.661
'[09:14:04.082 01/06/1995]',-0.036,0.073,72.511,18.688,95.879,0.000,-0.661
'[09:14:04.084 01/06/1995]',-0.036,0.073,72.511,18.688,95.879,0.000,-0.661
'[09:14:04.086 01/06/1995]',-0.048,0.073,72.511,18.688,95.879,0.000,-0.661
'[09:14:04.088 01/06/1995]',-0.048,0.073,72.210,17.812,95.804,0.000,-0.675
'[09:14:04.090 01/06/1995]',-0.036,0.097,72.210,17.812,95.804,0.000,-0.675
'[09:14:04.092 01/06/1995]',-0.036,0.073,72.210,17.812,95.804,0.000,-0.675
'[09:14:04.094 01/06/1995]',-0.030,0.049,72.210,17.812,95.804,0.000,-0.675
'[09:14:04.096 01/06/1995]',-0.030,0.049,72.210,17.337,96.181,0.000,-0.690
'[09:14:04.098 01/06/1995]',-0.030,0.073,72.210,17.337,96.181,0.000,-0.690
'[09:14:04.100 01/06/1995]',-0.030,0.073,72.210,17.337,96.181,0.000,-0.690
'[09:14:04.102 01/06/1995]',-0.036,0.073,72.210,17.337,96.181,0.000,-0.690
'[09:14:04.104 01/06/1995]',-0.048,0.073,72.561,17.400,97.085,0.000,-0.706
'[09:14:04.106 01/06/1995]',-0.036,0.073,72.561,17.400,97.085,0.000,-0.706
'[09:14:04.108 01/06/1995]',-0.030,0.073,72.561,17.400,97.085,0.000,-0.706
'[09:14:04.110 01/06/1995]',-0.036,0.049,72.561,17.400,97.085,0.000,-0.706
'[09:14:04.112 01/06/1995]',-0.030,0.073,73.311,17.925,98.291,0.000,-0.723
'[09:14:04.114 01/06/1995]',-0.036,0.049,73.311,17.925,98.291,0.000,-0.723
'[09:14:04.116 01/06/1995]',-0.036,0.049,73.311,17.925,98.291,0.000,-0.723
'[09:14:04.118 01/06/1995]',-0.030,0.073,73.311,17.925,98.291,0.000,-0.723
'[09:14:04.120 01/06/1995]',-0.054,0.073,74.412,18.688,99.497,0.000,-0.741
'[09:14:04.122 01/06/1995]',-0.048,0.073,74.412,18.688,99.497,0.000,-0.741
'[09:14:04.124 01/06/1995]',-0.048,0.073,74.412,18.688,99.497,0.000,-0.741
'[09:14:04.126 01/06/1995]',-0.048,0.073,74.412,18.688,99.497,0.000,-0.741
'[09:14:04.128 01/06/1995]',-0.048,0.073,75.963,19.275,100.477,0.000,-0.759
'[09:14:04.130 01/06/1995]',-0.048,0.073,75.963,19.275,100.477,0.000,-0.759
'[09:14:04.132 01/06/1995]',-0.048,0.073,75.963,19.275,100.477,0.000,-0.759
'[09:14:04.134 01/06/1995]',-0.048,0.073,75.963,19.275,100.477,0.000,-0.759
'[09:14:04.136 01/06/1995]',-0.048,0.073,78.015,19.500,101.608,0.000,-0.778
'[09:14:04.138 01/06/1995]',-0.048,0.097,78.015,19.500,101.608,0.000,-0.778
'[09:14:04.140 01/06/1995]',-0.048,0.073,78.015,19.500,101.608,0.000,-0.778
'[09:14:04.142 01/06/1995]',-0.036,0.073,78.015,19.500,101.608,0.000,-0.778
'[09:14:04.144 01/06/1995]',-0.036,0.049,80.567,19.325,102.889,0.000,-0.798
'[09:14:04.146 01/06/1995]',-0.036,0.073,80.567,19.325,102.889,0.000,-0.798
'[09:14:04.148 01/06/1995]',-0.036,0.049,80.567,19.325,102.889,0.000,-0.798
'[09:14:04.150 01/06/1995]',-0.036,0.073,80.567,19.325,102.889,0.000,-0.798
'[09:14:04.152 01/06/1995]',-0.048,0.049,83.570,18.863,103.643,0.000,-0.818
'[09:14:04.154 01/06/1995]',-0.048,0.073,83.570,18.863,103.643,0.000,-0.818
'[09:14:04.156 01/06/1995]',-0.054,0.073,83.570,18.863,103.643,0.000,-0.818
'[09:14:04.158 01/06/1995]',-0.054,0.097,83.570,18.863,103.643,0.000,-0.818
'[09:14:04.160 01/06/1995]',-0.048,0.073,86.973,18.337,103.115,0.000,-0.839
'[09:14:04.162 01/06/1995]',-0.048,0.073,86.973,18.337,103.115,0.000,-0.839
'[09:14:04.164 01/06/1995]',-0.048,0.073,86.973,18.337,103.115,0.000,-0.839
'[09:14:04.166 01/06/1995]',-0.054,0.073,86.973,18.337,103.115,0.000,-0.839
'[09:14:04.168 01/06/1995]',-0.066,0.073,90.726,17.863,102.060,0.000,-0.860
'[09:14:04.170 01/06/1995]',-0.066,0.073,90.726,17.863,102.060,0.000,-0.860
