'Time and date','MCL1','III','V','ABP','PAP','CVP','PLETH'
'[13:30:19.618 11/01/1996]',-0.185,0.100,-0.197,60.750,25.150,18.525,-1.012
'[13:30:19.620 11/01/1996]',-0.197,0.088,-0.207,60.750,25.150,18.525,-1.012
'[13:30:19.622 11/01/1996]',-0.207,0.088,-0.207,60.750,25.150,18.525,-1.012
'[13:30:19.624 11/01/1996]',-0.197,0.077,-0.207,60.450,26.625,18.762,-1.006
'[13:30:19.626 11/01/1996]',-0.197,0.077,-0.197,60.450,26.625,18.762,-1.006
'[13:30:19.628 11/01/1996]',-0.197,0.067,-0.197,60.450,26.625,18.762,-1.006
'[13:30:19.630 11/01/1996]',-0.185,0.056,-0.197,60.450,26.625,18.762,-1.006
'[13:30:19.632 11/01/1996]',-0.174,0.056,-0.164,60.075,27.625,19.062,-1.002
'[13:30:19.634 11/01/1996]',-0.174,0.044,-0.174,60.075,27.625,19.062,-1.002
'[13:30:19.636 11/01/1996]',-0.164,0.056,-0.164,60.075,27.625,19.062,-1.002
'[13:30:19.638 11/01/1996]',-0.164,0.056,-0.164,60.075,27.625,19.062,-1.002
'[13:30:19.640 11/01/1996]',-0.164,0.044,-0.164,59.850,27.675,19.288,-0.996
'[13:30:19.642 11/01/1996]',-0.153,0.044,-0.153,59.850,27.675,19.288,-0.996
'[13:30:19.644 11/01/1996]',-0.164,0.034,-0.153,59.850,27.675,19.288,-0.996
'[13:30:19.646 11/01/1996]',-0.153,0.011,-0.142,59.850,27.675,19.288,-0.996
'[13:30:19.648 11/01/1996]',-0.142,0.001,-0.131,59.625,26.575,19.587,-0.996
'[13:30:19.650 11/01/1996]',-0.142,-0.010,-0.131,59.625,26.575,19.587,-0.996
'[13:30:19.652 11/01/1996]',-0.142,-0.010,-0.131,59.625,26.575,19.587,-0.996
'[13:30:19.654 11/01/1996]',-0.142,-0.021,-0.131,59.625,26.575,19.587,-0.996
'[13:30:19.656 11/01/1996]',-0.131,-0.032,-0.120,59.325,24.350,19.762,-0.996
'[13:30:19.658 11/01/1996]',-0.131,-0.032,-0.120,59.325,24.350,19.762,-0.996
'[13:30:19.660 11/01/1996]',-0.131,-0.043,-0.131,59.325,24.350,19.762,-0.996
'[13:30:19.662 11/01/1996]',-0.131,-0.054,-0.120,59.325,24.350,19.762,-0.996
'[13:30:19.664 11/01/1996]',-0.109,-0.043,-0.109,58.950,21.825,19.825,-0.992
'[13:30:19.666 11/01/1996]',-0.109,-0.054,-0.109,58.950,21.825,19.825,-0.992
'[13:30:19.668 11/01/1996]',-0.109,-0.043,-0.098,58.950,21.825,19.825,-0.992
'[13:30:19.670 11/01/1996]',-0.109,-0.043,-0.109,58.950,21.825,19.825,-0.992
'[13:30:19.672 11/01/1996]',-0.109,-0.043,-0.109,58.575,20.125,19.762,-0.996
'[13:30:19.674 11/01/1996]',-0.109,-0.043,-0.109,58.575,20.125,19.762,-0.996
'[13:30:19.676 11/01/1996]',-0.109,-0.054,-0.098,58.575,20.125,19.762,-0.996
'[13:30:19.678 11/01/1996]',-0.098,-0.054,-0.098,58.575,20.125,19.762,-0.996
'[13:30:19.680 11/01/1996]',-0.098,-0.054,-0.098,58.050,19.825,19.587,-1.002
'[13:30:19.682 11/01/1996]',-0.098,-0.054,-0.098,58.050,19.825,19.587,-1.002
'[13:30:19.684 11/01/1996]',-0.098,-0.054,-0.076,58.050,19.825,19.587,-1.002
'[13:30:19.686 11/01/1996]',-0.098,-0.054,-0.098,58.050,19.825,19.587,-1.002
'[13:30:19.688 11/01/1996]',-0.098,-0.043,-0.098,57.450,20.825,19.350,-1.010
'[13:30:19.690 11/01/1996]',-0.098,-0.043,-0.098,57.450,20.825,19.350,-1.010
'[13:30:19.692 11/01/1996]',-0.098,-0.043,-0.098,57.450,20.825,19.350,-1.010
'[13:30:19.694 11/01/1996]',-0.098,-0.054,-0.098,57.450,20.825,19.350,-1.010
'[13:30:19.696 11/01/1996]',-0.098,-0.043,-0.076,56.850,22.750,19.175,-1.012
'[13:30:19.698 11/01/1996]',-0.098,-0.054,-0.076,56.850,22.750,19.175,-1.012
'[13:30:19.700 11/01/1996]',-0.087,-0.043,-0.065,56.850,22.750,19.175,-1.012
'[13:30:19.702 11/01/1996]',-0.087,-0.043,-0.065,56.850,22.750,19.175,-1.012
'[13:30:19.704 11/01/1996]',-0.087,-0.043,-0.076,56.325,25.225,19.062,-
'[13:30:19.706 11/01/1996]',-0.087,-0.043,-0.076,56.325,25.225,19.062,-
'[13:30:19.708 11/01/1996]',-0.087,-0.032,-0.076,56.325,25.225,19.062,-
'[13:30:19.710 11/01/1996]',-0.087,-0.032,-0.065,56.325,25.225,19.062,-
'[13:30:19.712 11/01/1996]',-0.087,-0.043,-0.065,55.875,27.975,19.062,-
'[13:30:19.714 11/01/1996]',-0.098,-0.043,-0.065,55.875,27.975,19.062,-
'[13:30:19.716 11/01/1996]',-0.076,-0.043,-0.054,55.875,27.975,19.062,-
'[13:30:19.718 11/01/1996]',-0.076,-0.043,-0.065,55.875,27.975,19.062,-
'[13:30:19.720 11/01/1996]',-0.076,-0.032,-0.065,55.575,30.375,19.238,-
'[13:30:19.722 11/01/1996]',-0.076,-0.032,-0.065,55.575,30.375,19.238,-
'[13:30:19.724 11/01/1996]',-0.076,-0.032,-0.065,55.575,30.375,19.238,-
'[13:30:19.726 11/01/1996]',-0.076,-0.032,-0.076,55.575,30.375,19.238,-
'[13:30:19.728 11/01/1996]',-0.076,-0.032,-0.054,55.350,32.025,19.462,-
'[13:30:19.730 11/01/1996]',-0.065,-0.032,-0.054,55.350,32.025,19.462,-
'[13:30:19.732 11/01/1996]',-0.065,-0.032,-0.043,55.350,32.025,19.462,-
'[13:30:19.734 11/01/1996]',-0.065,-0.032,-0.054,55.350,32.025,19.462,-
'[13:30:19.736 11/01/1996]',-0.065,-0.032,-0.054,55.425,33.425,19.700,-
'[13:30:19.738 11/01/1996]',-0.054,-0.032,-0.054,55.425,33.425,19.700,-
'[13:30:19.740 11/01/1996]',-0.054,-0.032,-0.054,55.425,33.425,19.700,-
'[13:30:19.742 11/01/1996]',-0.054,-0.032,-0.054,55.425,33.425,19.700,-
'[13:30:19.744 11/01/1996]',-0.054,-0.032,-0.043,56.325,35.050,19.762,-
'[13:30:19.746 11/01/1996]',-0.043,-0.032,-0.043,56.325,35.050,19.762,-
'[13:30:19.748 11/01/1996]',-0.043,-0.032,-0.032,56.325,35.050,19.762,-
'[13:30:19.750 11/01/1996]',-0.032,-0.021,-0.032,56.325,35.050,19.762,-
'[13:30:19.752 11/01/1996]',-0.032,-0.021,-0.032,58.725,37.050,19.762,-
'[13:30:19.754 11/01/1996]',-0.032,-0.010,-0.032,58.725,37.050,19.762,-
'[13:30:19.756 11/01/1996]',-0.032,-0.021,-0.043,58.725,37.050,19.762,-
'[13:30:19.758 11/01/1996]',-0.043,-0.021,-0.043,58.725,37.050,19.762,-
'[13:30:19.760 11/01/1996]',-0.032,-0.010,-0.032,62.925,38.975,19.650,-
'[13:30:19.762 11/01/1996]',-0.021,-0.021,-0.032,62.925,38.975,19.650,-
'[13:30:19.764 11/01/1996]',-0.010,-0.010,-0.010,62.925,38.975,19.650,-
'[13:30:19.766 11/01/1996]',0.001,-0.010,-0.010,62.925,38.975,19.650,-
'[13:30:19.768 11/01/1996]',0.001,-0.010,-0.010,68.625,40.450,19.587,-
'[13:30:19.770 11/01/1996]',0.001,0.001,-0.010,68.625,40.450,19.587,-
'[13:30:19.772 11/01/1996]',0.001,0.001,0.001,68.625,40.450,19.587,-
'[13:30:19.774 11/01/1996]',0.001,0.001,-0.010,68.625,40.450,19.587,-
'[13:30:19.776 11/01/1996]',0.001,0.001,0.001,74.550,41.625,19.462,-0.968
'[13:30:19.778 11/01/1996]',0.001,0.001,0.011,74.550,41.625,19.462,-0.968
'[13:30:19.780 11/01/1996]',0.022,0.001,0.022,74.550,41.625,19.462,-0.968
'[13:30:19.782 11/01/1996]',0.022,0.011,0.022,74.550,41.625,19.462,-0.968
'[13:30:19.784 11/01/1996]',0.034,0.022,0.022,80.100,42.625,19.462,-0.886
'[13:30:19.786 11/01/1996]',0.034,0.011,0.034,80.100,42.625,19.462,-0.886
'[13:30:19.788 11/01/1996]',0.034,0.011,0.011,80.100,42.625,19.462,-0.886
'[13:30:19.790 11/01/1996]',0.034,0.022,0.022,80.100,42.625,19.462,-0.886
'[13:30:19.792 11/01/1996]',0.044,0.034,0.034,85.575,43.325,19.650,-0.769
'[13:30:19.794 11/01/1996]',0.044,0.022,0.034,85.575,43.325,19.650,-0.769
'[13:30:19.796 11/01/1996]',0.056,0.034,0.034,85.575,43.325,19.650,-0.769
'[13:30:19.798 11/01/1996]',0.067,0.034,0.044,85.575,43.325,19.650,-0.769
'[13:30:19.800 11/01/1996]',0.067,0.044,0.056,91.275,43.375,19.938,-0.626
'[13:30:19.802 11/01/1996]',0.067,0.044,0.044,91.275,43.375,19.938,-0.626
'[13:30:19.804 11/01/1996]',0.077,0.056,0.044,91.275,43.375,19.938,-0.626
'[13:30:19.806 11/01/1996]',0.077,0.056,0.044,91.275,43.375,19.938,-0.626
'[13:30:19.808 11/01/1996]',0.077,0.056,0.044,97.350,42.625,20.350,-0.448
'[13:30:19.810 11/01/1996]',0.077,0.067,0.044,97.350,42.625,20.350,-0.448
'[13:30:19.812 11/01/1996]',0.077,0.067,0.056,97.350,42.625,20.350,-0.448
'[13:30:19.814 11/01/1996]',0.088,0.067,0.056,97.350,42.625,20.350,-0.448
'[13:30:19.816 11/01/1996]',0.100,0.067,0.067,103.050,41.225,20.762,-0.249
'[13:30:19.818 11/01/1996]',0.088,0.077,0.067,103.050,41.225,20.762,-0.249
'[13:30:19.820 11/01/1996]',0.088,0.077,0.056,103.050,41.225,20.762,-0.249
'[13:30:19.822 11/01/1996]',0.088,0.077,0.056,103.050,41.225,20.762,-0.249
'[13:30:19.824 11/01/1996]',0.100,0.088,0.056,107.925,39.800,21.113,-0.034
'[13:30:19.826 11/01/1996]',0.100,0.088,0.056,107.925,39.800,21.113,-0.034
'[13:30:19.828 11/01/1996]',0.100,0.088,0.067,107.925,39.800,21.113,-0.034
'[13:30:19.830 11/01/1996]',0.100,0.100,0.067,107.925,39.800,21.113,-0.034
'[13:30:19.832 11/01/1996]',0.100,0.111,0.067,111.825,38.750,21.400,0.192
'[13:30:19.834 11/01/1996]',0.100,0.111,0.067,111.825,38.750,21.400,0.192
'[13:30:19.836 11/01/1996]',0.100,0.111,0.056,111.825,38.750,21.400,0.192
'[13:30:19.838 11/01/1996]',0.100,0.121,0.056,111.825,38.750,21.400,0.192
'[13:30:19.840 11/01/1996]',0.100,0.111,0.056,114.675,38.100,21.575,0.411
'[13:30:19.842 11/01/1996]',0.100,0.121,0.056,114.675,38.100,21.575,0.411
'[13:30:19.844 11/01/1996]',0.100,0.121,0.056,114.675,38.100,21.575,0.411
'[13:30:19.846 11/01/1996]',0.100,0.121,0.056,114.675,38.100,21.575,0.411
'[13:30:19.848 11/01/1996]',0.100,0.121,0.056,116.475,37.575,21.637,0.620
'[13:30:19.850 11/01/1996]',0.100,0.121,0.056,116.475,37.575,21.637,0.620
'[13:30:19.852 11/01/1996]',0.088,0.111,0.044,116.475,37.575,21.637,0.620
'[13:30:19.854 11/01/1996]',0.077,0.111,0.034,116.475,37.575,21.637,0.620
'[13:30:19.856 11/01/1996]',0.077,0.121,0.044,117.450,37.000,21.575,0.804
'[13:30:19.858 11/01/1996]',0.077,0.111,0.034,117.450,37.000,21.575,0.804
'[13:30:19.860 11/01/1996]',0.067,0.111,0.034,117.450,37.000,21.575,0.804
'[13:30:19.862 11/01/1996]',0.077,0.111,0.034,117.450,37.000,21.575,0.804
'[13:30:19.864 11/01/1996]',0.077,0.100,0.044,117.675,36.175,21.462,0.962
'[13:30:19.866 11/01/1996]',0.077,0.100,0.044,117.675,36.175,21.462,0.962
'[13:30:19.868 11/01/1996]',0.067,0.088,0.034,117.675,36.175,21.462,0.962
'[13:30:19.870 11/01/1996]',0.056,0.088,0.022,117.675,36.175,21.462,0.962
'[13:30:19.872 11/01/1996]',0.056,0.077,0.022,117.225,35.000,21.337,1.024
'[13:30:19.874 11/01/1996]',0.044,0.077,0.022,117.225,35.000,21.337,1.024
'[13:30:19.876 11/01/1996]',0.044,0.067,0.011,117.225,35.000,21.337,1.024
'[13:30:19.878 11/01/1996]',0.034,0.056,0.011,117.225,35.000,21.337,1.024
'[13:30:19.880 11/01/1996]',0.044,0.056,0.011,116.025,33.425,21.113,1.024
'[13:30:19.882 11/01/1996]',0.044,0.056,0.011,116.025,33.425,21.113,1.024
'[13:30:19.884 11/01/1996]',0.022,0.044,0.001,116.025,33.425,21.113,1.024
'[13:30:19.886 11/01/1996]',0.011,0.034,-0.010,116.025,33.425,21.113,1.024
'[13:30:19.888 11/01/1996]',0.022,0.044,0.001,114.075,31.650,20.938,1.024
'[13:30:19.890 11/01/1996]',0.001,0.034,-0.010,114.075,31.650,20.938,1.024
'[13:30:19.892 11/01/1996]',0.011,0.034,-0.010,114.075,31.650,20.938,1.024
'[13:30:19.894 11/01/1996]',0.001,0.022,-0.010,114.075,31.650,20.938,1.024
'[13:30:19.896 11/01/1996]',0.001,0.022,-0.010,111.600,30.075,20.812,1.024
'[13:30:19.898 11/01/1996]',0.001,0.022,-0.010,111.600,30.075,20.812,1.024
'[13:30:19.900 11/01/1996]',0.001,0.011,-0.010,111.600,30.075,20.812,1.024
'[13:30:19.902 11/01/1996]',0.001,0.011,-0.021,111.600,30.075,20.812,1.024
'[13:30:19.904 11/01/1996]',0.001,0.011,-0.021,108.675,29.200,20.762,1.024
'[13:30:19.906 11/01/1996]',0.001,0.001,-0.043,108.675,29.200,20.762,1.024
'[13:30:19.908 11/01/1996]',-0.010,0.001,-0.032,108.675,29.200,20.762,1.024
'[13:30:19.910 11/01/1996]',-0.010,0.001,-0.032,108.675,29.200,20.762,1.024
'[13:30:19.912 11/01/1996]',-0.010,0.001,-0.032,105.225,29.325,20.700,1.024
'[13:30:19.914 11/01/1996]',-0.010,-0.010,-0.032,105.225,29.325,20.700,1.024
'[13:30:19.916 11/01/1996]',-0.021,-0.021,-0.043,105.225,29.325,20.700,1.024
'[13:30:19.918 11/01/1996]',-0.021,-0.021,-0.043,105.225,29.325,20.700,1.024
'[13:30:19.920 11/01/1996]',-0.021,-0.010,-0.043,101.550,29.975,20.587,1.024
'[13:30:19.922 11/01/1996]',-0.032,-0.021,-0.043,101.550,29.975,20.587,1.024
'[13:30:19.924 11/01/1996]',-0.032,-0.010,-0.043,101.550,29.975,20.587,1.024
'[13:30:19.926 11/01/1996]',-0.032,-0.021,-0.043,101.550,29.975,20.587,1.024
'[13:30:19.928 11/01/1996]',-0.032,-0.021,-0.043,97.575,30.500,20.400,1.024
'[13:30:19.930 11/01/1996]',-0.043,-0.021,-0.043,97.575,30.500,20.400,1.024
'[13:30:19.932 11/01/1996]',-0.032,-0.021,-0.043,97.575,30.500,20.400,1.024
'[13:30:19.934 11/01/1996]',-0.043,-0.032,-0.043,97.575,30.500,20.400,1.024
'[13:30:19.936 11/01/1996]',-0.043,-0.032,-0.054,93.600,30.550,20.225,1.024
'[13:30:19.938 11/01/1996]',-0.054,-0.032,-0.054,93.600,30.550,20.225,1.024
'[13:30:19.940 11/01/1996]',-0.054,-0.032,-0.065,93.600,30.550,20.225,1.024
'[13:30:19.942 11/01/1996]',-0.054,-0.032,-0.065,93.600,30.550,20.225,1.024
'[13:30:19.944 11/01/1996]',-0.065,-0.043,-0.065,89.775,30.375,19.938,1.024
'[13:30:19.946 11/01/1996]',-0.054,-0.032,-0.054,89.775,30.375,19.938,1.024
'[13:30:19.948 11/01/1996]',-0.054,-0.054,-0.065,89.775,30.375,19.938,1.024
'[13:30:19.950 11/01/1996]',-0.065,-0.054,-0.065,89.775,30.375,19.938,1.024
'[13:30:19.952 11/01/1996]',-0.054,-0.043,-0.065,86.175,30.200,19.700,1.013
'[13:30:19.954 11/01/1996]',-0.065,-0.054,-0.065,86.175,30.200,19.700,1.013
'[13:30:19.956 11/01/1996]',-0.065,-0.043,-0.065,86.175,30.200,19.700,1.013
'[13:30:19.958 11/01/1996]',-0.076,-0.043,-0.065,86.175,30.200,19.700,1.013
'[13:30:19.960 11/01/1996]',-0.076,-0.054,-0.076,82.800,30.250,19.462,0.903
'[13:30:19.962 11/01/1996]',-0.076,-0.054,-0.076,82.800,30.250,19.462,0.903
'[13:30:19.964 11/01/1996]',-0.076,-0.054,-0.076,82.800,30.250,19.462,0.903
'[13:30:19.966 11/01/1996]',-0.076,-0.054,-0.065,82.800,30.250,19.462,0.903
'[13:30:19.968 11/01/1996]',-0.087,-0.054,-0.065,79.725,30.425,19.175,0.784
'[13:30:19.970 11/01/1996]',-0.087,-0.054,-0.076,79.725,30.425,19.175,0.784
'[13:30:19.972 11/01/1996]',-0.087,-0.054,-0.076,79.725,30.425,19.175,0.784
'[13:30:19.974 11/01/1996]',-0.098,-0.054,-0.076,79.725,30.425,19.175,0.784
'[13:30:19.976 11/01/1996]',-0.098,-0.054,-0.098,76.875,30.600,18.887,0.657
'[13:30:19.978 11/01/1996]',-0.098,-0.054,-0.076,76.875,30.600,18.887,0.657
'[13:30:19.980 11/01/1996]',-0.098,-0.065,-0.076,76.875,30.600,18.887,0.657
'[13:30:19.982 11/01/1996]',-0.098,-0.065,-0.098,76.875,30.600,18.887,0.657
'[13:30:19.984 11/01/1996]',-0.087,-0.065,-0.076,74.250,30.425,18.587,0.523
'[13:30:19.986 11/01/1996]',-0.098,-0.065,-0.098,74.250,30.425,18.587,0.523
'[13:30:19.988 11/01/1996]',-0.098,-0.065,-0.076,74.250,30.425,18.587,0.523
'[13:30:19.990 11/01/1996]',-0.098,-0.065,-0.098,74.250,30.425,18.587,0.523
'[13:30:19.992 11/01/1996]',-0.098,-0.065,-0.098,72.000,29.850,18.238,0.384
'[13:30:19.994 11/01/1996]',-0.098,-0.065,-0.098,72.000,29.850,18.238,0.384
'[13:30:19.996 11/01/1996]',-0.098,-0.065,-0.098,72.000,29.850,18.238,0.384
'[13:30:19.998 11/01/1996]',-0.098,-0.054,-0.076,72.000,29.850,18.238,0.384
'[13:30:20.000 11/01/1996]',-0.098,-0.065,-0.076,69.975,28.975,17.950,0.254
'[13:30:20.002 11/01/1996]',-0.098,-0.065,-0.098,69.975,28.975,17.950,0.254
'[13:30:20.004 11/01/1996]',-0.098,-0.065,-0.098,69.975,28.975,17.950,0.254
'[13:30:20.006 11/01/1996]',-0.098,-0.065,-0.098,69.975,28.975,17.950,0.254
'[13:30:20.008 11/01/1996]',-0.098,-0.065,-0.098,68.175,28.025,17.587,0.123
'[13:30:20.010 11/01/1996]',-0.098,-0.076,-0.098,68.175,28.025,17.587,0.123
'[13:30:20.012 11/01/1996]',-0.098,-0.076,-0.098,68.175,28.025,17.587,0.123
'[13:30:20.014 11/01/1996]',-0.098,-0.087,-0.098,68.175,28.025,17.587,0.123
'[13:30:20.016 11/01/1996]',-0.087,-0.076,-0.065,66.600,27.275,17.363,-0.010
'[13:30:20.018 11/01/1996]',-0.087,-0.087,-0.076,66.600,27.275,17.363,-0.010
'[13:30:20.020 11/01/1996]',-0.087,-0.076,-0.065,66.600,27.275,17.363,-0.010
'[13:30:20.022 11/01/1996]',-0.098,-0.076,-0.098,66.600,27.275,17.363,-0.010
'[13:30:20.024 11/01/1996]',-0.098,-0.076,-0.098,65.325,26.850,17.125,-0.130
'[13:30:20.026 11/01/1996]',-0.098,-0.076,-0.098,65.325,26.850,17.125,-0.130
'[13:30:20.028 11/01/1996]',-0.098,-0.076,-0.076,65.325,26.850,17.125,-0.130
'[13:30:20.030 11/01/1996]',-0.087,-0.076,-0.076,65.325,26.850,17.125,-0.130
'[13:30:20.032 11/01/1996]',-0.087,-0.076,-0.076,64.200,26.675,17.012,-0.243
'[13:30:20.034 11/01/1996]',-0.098,-0.076,-0.076,64.200,26.675,17.012,-0.243
'[13:30:20.036 11/01/1996]',-0.087,-0.087,-0.076,64.200,26.675,17.012,-0.243
'[13:30:20.038 11/01/1996]',-0.087,-0.087,-0.065,64.200,26.675,17.012,-0.243
'[13:30:20.040 11/01/1996]',-0.076,-0.076,-0.065,63.225,26.675,16.950,-0.345
'[13:30:20.042 11/01/1996]',-0.054,-0.098,-0.043,63.225,26.675,16.950,-0.345
'[13:30:20.044 11/01/1996]',-0.054,-0.109,-0.043,63.225,26.675,16.950,-0.345
'[13:30:20.046 11/01/1996]',-0.032,-0.109,-0.021,63.225,26.675,16.950,-0.345
'[13:30:20.048 11/01/1996]',-0.010,-0.109,-0.010,62.475,26.800,16.950,-0.441
'[13:30:20.050 11/01/1996]',-0.010,-0.120,-0.010,62.475,26.800,16.950,-0.441
'[13:30:20.052 11/01/1996]',-0.010,-0.109,-0.010,62.475,26.800,16.950,-0.441
'[13:30:20.054 11/01/1996]',0.001,-0.109,-0.021,62.475,26.800,16.950,-0.441
'[13:30:20.056 11/01/1996]',-0.010,-0.098,-0.021,61.875,27.025,16.950,-0.530
'[13:30:20.058 11/01/1996]',-0.010,-0.098,-0.032,61.875,27.025,16.950,-0.530
'[13:30:20.060 11/01/1996]',-0.021,-0.087,-0.032,61.875,27.025,16.950,-0.530
'[13:30:20.062 11/01/1996]',-0.021,-0.087,-0.032,61.875,27.025,16.950,-0.530
'[13:30:20.064 11/01/1996]',0.001,-0.087,-0.021,61.425,27.200,17.012,-0.609
'[13:30:20.066 11/01/1996]',-0.010,-0.087,-0.021,61.425,27.200,17.012,-0.609
'[13:30:20.068 11/01/1996]',0.001,-0.087,-0.021,61.425,27.200,17.012,-0.609
'[13:30:20.070 11/01/1996]',0.001,-0.076,-0.032,61.425,27.200,17.012,-0.609
'[13:30:20.072 11/01/1996]',-0.010,-0.076,-0.032,61.125,27.275,17.125,-0.684
'[13:30:20.074 11/01/1996]',0.001,-0.076,-0.032,61.125,27.275,17.125,-0.684
'[13:30:20.076 11/01/1996]',0.001,-0.065,-0.043,61.125,27.275,17.125,-0.684
'[13:30:20.078 11/01/1996]',-0.032,-0.065,-0.076,61.125,27.275,17.125,-0.684
'[13:30:20.080 11/01/1996]',-0.043,-0.054,-0.076,60.975,27.150,17.300,-0.749
'[13:30:20.082 11/01/1996]',-0.076,-0.032,-0.131,60.975,27.150,17.300,-0.749
'[13:30:20.084 11/01/1996]',-0.098,-0.032,-0.142,60.975,27.150,17.300,-0.749
'[13:30:20.086 11/01/1996]',-0.098,-0.021,-0.142,60.975,27.150,17.300,-0.749
'[13:30:20.088 11/01/1996]',-0.098,-0.021,-0.131,60.900,26.975,17.475,-0.804
'[13:30:20.090 11/01/1996]',-0.087,-0.010,-0.120,60.900,26.975,17.475,-0.804
'[13:30:20.092 11/01/1996]',-0.065,-0.021,-0.076,60.900,26.975,17.475,-0.804
'[13:30:20.094 11/01/1996]',-0.054,-0.021,-0.076,60.900,26.975,17.475,-0.804
'[13:30:20.096 11/01/1996]',-0.054,0.001,-0.076,60.900,26.800,17.712,-0.852
'[13:30:20.098 11/01/1996]',-0.054,0.001,-0.076,60.900,26.800,17.712,-0.852
'[13:30:20.100 11/01/1996]',-0.065,0.011,-0.098,60.900,26.800,17.712,-0.852
'[13:30:20.102 11/01/1996]',-0.087,0.011,-0.109,60.900,26.800,17.712,-0.852
'[13:30:20.104 11/01/1996]',-0.098,0.001,-0.120,60.900,26.750,18.000,-0.889
'[13:30:20.106 11/01/1996]',-0.109,-0.010,-0.131,60.900,26.750,18.000,-0.889
'[13:30:20.108 11/01/1996]',-0.120,-0.021,-0.131,60.900,26.750,18.000,-0.889
'[13:30:20.110 11/01/1996]',-0.131,-0.043,-0.142,60.900,26.750,18.000,-0.889
'[13:30:20.112 11/01/1996]',-0.120,-0.032,-0.131,60.975,26.850,18.350,-0.920
'[13:30:20.114 11/01/1996]',-0.120,-0.043,-0.120,60.975,26.850,18.350,-0.920
'[13:30:20.116 11/01/1996]',-0.098,-0.032,-0.109,60.975,26.850,18.350,-0.920
'[13:30:20.118 11/01/1996]',-0.098,-0.021,-0.109,60.975,26.850,18.350,-0.920
'[13:30:20.120 11/01/1996]',-0.098,-0.021,-0.109,61.125,27.025,18.712,-0.948
'[13:30:20.122 11/01/1996]',-0.098,-0.021,-0.109,61.125,27.025,18.712,-0.948
'[13:30:20.124 11/01/1996]',-0.098,-0.021,-0.098,61.125,27.025,18.712,-0.948
'[13:30:20.126 11/01/1996]',-0.098,-0.021,-0.098,61.125,27.025,18.712,-0.948
'[13:30:20.128 11/01/1996]',-0.087,-0.021,-0.076,61.200,27.275,19.175,-0.972
'[13:30:20.130 11/01/1996]',-0.076,-0.010,-0.076,61.200,27.275,19.175,-0.972
'[13:30:20.132 11/01/1996]',-0.076,-0.010,-0.065,61.200,27.275,19.175,-0.972
'[13:30:20.134 11/01/1996]',-0.087,-0.021,-0.076,61.200,27.275,19.175,-0.972
'[13:30:20.136 11/01/1996]',-0.087,-0.021,-0.076,61.275,27.450,19.650,-0.989
'[13:30:20.138 11/01/1996]',-0.087,-0.021,-0.076,61.275,27.450,19.650,-0.989
'[13:30:20.140 11/01/1996]',-0.098,-0.032,-0.109,61.275,27.450,19.650,-0.989
'[13:30:20.142 11/01/1996]',-0.098,-0.032,-0.109,61.275,27.450,19.650,-0.989
'[13:30:20.144 11/01/1996]',-0.109,-0.032,-0.109,61.500,27.550,20.113,-0.999
'[13:30:20.146 11/01/1996]',-0.120,-0.054,-0.120,61.500,27.550,20.113,-0.999
'[13:30:20.148 11/01/1996]',-0.120,-0.054,-0.109,61.500,27.550,20.113,-0.999
'[13:30:20.150 11/01/1996]',-0.131,-0.065,-0.120,61.500,27.550,20.113,-0.999
'[13:30:20.152 11/01/1996]',-0.142,-0.076,-0.120,61.650,27.500,20.525,-1.010
'[13:30:20.154 11/01/1996]',-0.153,-0.076,-0.131,61.650,27.500,20.525,-1.010
'[13:30:20.156 11/01/1996]',-0.153,-0.087,-0.131,61.650,27.500,20.525,-1.010
'[13:30:20.158 11/01/1996]',-0.142,-0.076,-0.142,61.650,27.500,20.525,-1.010
'[13:30:20.160 11/01/1996]',-0.153,-0.087,-0.142,61.875,27.200,20.875,-1.016
'[13:30:20.162 11/01/1996]',-0.164,-0.087,-0.142,61.875,27.200,20.875,-1.016
'[13:30:20.164 11/01/1996]',-0.153,-0.098,-0.131,61.875,27.200,20.875,-1.016
'[13:30:20.166 11/01/1996]',-0.153,-0.098,-0.131,61.875,27.200,20.875,-1.016
'[13:30:20.168 11/01/1996]',-0.153,-0.098,-0.131,62.025,26.750,21.225,-1.016
'[13:30:20.170 11/01/1996]',-0.153,-0.087,-0.131,62.025,26.750,21.225,-1.016
'[13:30:20.172 11/01/1996]',-0.164,-0.098,-0.142,62.025,26.750,21.225,-1.016
'[13:30:20.174 11/01/1996]',-0.164,-0.098,-0.153,62.025,26.750,21.225,-1.016
'[13:30:20.176 11/01/1996]',-0.164,-0.087,-0.142,62.175,26.150,21.462,-1.020
'[13:30:20.178 11/01/1996]',-0.164,-0.098,-0.153,62.175,26.150,21.462,-1.020
'[13:30:20.180 11/01/1996]',-0.153,-0.098,-0.131,62.175,26.150,21.462,-1.020
'[13:30:20.182 11/01/1996]',-0.153,-0.098,-0.131,62.175,26.150,21.462,-1.020
'[13:30:20.184 11/01/1996]',-0.153,-0.098,-0.131,62.250,25.675,21.700,-
'[13:30:20.186 11/01/1996]',-0.153,-0.098,-0.131,62.250,25.675,21.700,-
'[13:30:20.188 11/01/1996]',-0.153,-0.098,-0.131,62.250,25.675,21.700,-
'[13:30:20.190 11/01/1996]',-0.153,-0.087,-0.142,62.250,25.675,21.700,-
'[13:30:20.192 11/01/1996]',-0.153,-0.098,-0.142,62.325,25.450,21.875,-
