'Time and date','II','I','V','ABP','PLETH','RESP'
'[11:35:17.204 10/11/1995]',-0.088,0.138,-0.280,60.301,-0.080,-0.447
'[11:35:17.206 10/11/1995]',-0.094,0.133,-0.274,60.301,-0.080,-0.447
'[11:35:17.208 10/11/1995]',-0.077,0.133,-0.262,60.150,-0.111,-0.443
'[11:35:17.210 10/11/1995]',-0.065,0.115,-0.240,60.150,-0.111,-0.443
'[11:35:17.212 10/11/1995]',-0.053,0.092,-0.200,60.150,-0.111,-0.443
'[11:35:17.214 10/11/1995]',-0.053,0.069,-0.160,60.150,-0.111,-0.443
'[11:35:17.216 10/11/1995]',-0.053,0.046,-0.125,59.925,-0.142,-0.439
'[11:35:17.218 10/11/1995]',-0.065,0.012,-0.091,59.925,-0.142,-0.439
'[11:35:17.220 10/11/1995]',-0.088,0.001,-0.063,59.925,-0.142,-0.439
'[11:35:17.222 10/11/1995]',-0.118,-0.023,-0.022,59.925,-0.142,-0.439
'[11:35:17.224 10/11/1995]',-0.154,-0.028,0.006,59.774,-0.170,-0.435
'[11:35:17.226 10/11/1995]',-0.183,-0.046,0.012,59.774,-0.170,-0.435
'[11:35:17.228 10/11/1995]',-0.207,-0.063,0.029,59.774,-0.170,-0.435
'[11:35:17.230 10/11/1995]',-0.195,-0.051,0.029,59.774,-0.170,-0.435
'[11:35:17.232 10/11/1995]',-0.183,-0.063,0.029,59.549,-0.198,-0.431
'[11:35:17.234 10/11/1995]',-0.154,-0.051,0.029,59.549,-0.198,-0.431
'[11:35:17.236 10/11/1995]',-0.130,-0.051,0.023,59.549,-0.198,-0.431
'[11:35:17.238 10/11/1995]',-0.100,-0.034,0.023,59.549,-0.198,-0.431
'[11:35:17.240 10/11/1995]',-0.077,-0.034,0.029,59.323,-0.219,-0.425
'[11:35:17.242 10/11/1995]',-0.053,-0.034,0.035,59.323,-0.219,-0.425
'[11:35:17.244 10/11/1995]',-0.047,-0.034,0.035,59.323,-0.219,-0.425
'[11:35:17.246 10/11/1995]',-0.035,-0.034,0.029,59.323,-0.219,-0.425
'[11:35:17.248 10/11/1995]',-0.029,-0.034,0.035,59.098,-0.243,-0.418
'[11:35:17.250 10/11/1995]',-0.029,-0.034,0.035,59.098,-0.243,-0.418
'[11:35:17.252 10/11/1995]',-0.023,-0.034,0.046,59.098,-0.243,-0.418
'[11:35:17.254 10/11/1995]',-0.011,-0.034,0.035,59.098,-0.243,-0.418
'[11:35:17.256 10/11/1995]',-0.011,-0.034,0.046,58.722,-0.268,-0.409
'[11:35:17.258 10/11/1995]',-0.011,-0.028,0.046,58.722,-0.268,-0.409
'[11:35:17.260 10/11/1995]',-0.011,-0.034,0.046,58.722,-0.268,-0.409
'[11:35:17.262 10/11/1995]',-0.011,-0.034,0.046,58.722,-0.268,-0.409
'[11:35:17.264 10/11/1995]',-0.011,-0.034,0.046,58.346,-0.292,-0.401
'[11:35:17.266 10/11/1995]',-0.011,-0.034,0.046,58.346,-0.292,-0.401
'[11:35:17.268 10/11/1995]',-0.011,-0.034,0.046,58.346,-0.292,-0.401
'[11:35:17.270 10/11/1995]',-0.023,-0.028,0.046,58.346,-0.292,-0.401
'[11:35:17.272 10/11/1995]',-0.011,-0.034,0.046,57.895,-0.312,-0.393
'[11:35:17.274 10/11/1995]',-0.011,-0.028,0.046,57.895,-0.312,-0.393
'[11:35:17.276 10/11/1995]',-0.011,-0.028,0.046,57.895,-0.312,-0.393
'[11:35:17.278 10/11/1995]',-0.011,-0.028,0.046,57.895,-0.312,-0.393
'[11:35:17.280 10/11/1995]',-0.011,-0.028,0.046,57.444,-0.330,-0.385
'[11:35:17.282 10/11/1995]',-0.011,-0.034,0.046,57.444,-0.330,-0.385
'[11:35:17.284 10/11/1995]',-0.023,-0.034,0.046,57.444,-0.330,-0.385
'[11:35:17.286 10/11/1995]',-0.011,-0.034,0.046,57.444,-0.330,-0.385
'[11:35:17.288 10/11/1995]',-0.023,-0.034,0.046,56.917,-0.344,-0.378
'[11:35:17.290 10/11/1995]',-0.011,-0.034,0.046,56.917,-0.344,-0.378
'[11:35:17.292 10/11/1995]',-0.011,-0.046,0.046,56.917,-0.344,-0.378
'[11:35:17.294 10/11/1995]',-0.011,-0.034,0.052,56.917,-0.344,-0.378
'[11:35:17.296 10/11/1995]',-0.011,-0.034,0.046,56.391,-0.361,-0.371
'[11:35:17.298 10/11/1995]',-0.023,-0.028,0.046,56.391,-0.361,-0.371
'[11:35:17.300 10/11/1995]',-0.011,-0.034,0.046,56.391,-0.361,-0.371
'[11:35:17.302 10/11/1995]',-0.023,-0.034,0.046,56.391,-0.361,-0.371
'[11:35:17.304 10/11/1995]',-0.023,-0.034,0.046,55.940,-0.382,-0.364
'[11:35:17.306 10/11/1995]',-0.029,-0.034,0.035,55.940,-0.382,-0.364
'[11:35:17.308 10/11/1995]',-0.023,-0.028,0.046,55.940,-0.382,-0.364
'[11:35:17.310 10/11/1995]',-0.023,-0.028,0.046,55.940,-0.382,-0.364
'[11:35:17.312 10/11/1995]',-0.029,-0.028,0.035,55.489,-0.396,-0.356
'[11:35:17.314 10/11/1995]',-0.023,-0.034,0.035,55.489,-0.396,-0.356
'[11:35:17.316 10/11/1995]',-0.023,-0.034,0.035,55.489,-0.396,-0.356
'[11:35:17.318 10/11/1995]',-0.023,-0.034,0.035,55.489,-0.396,-0.356
'[11:35:17.320 10/11/1995]',-0.029,-0.034,0.035,55.038,-0.406,-0.348
'[11:35:17.322 10/11/1995]',-0.023,-0.034,0.035,55.038,-0.406,-0.348
'[11:35:17.324 10/11/1995]',-0.023,-0.028,0.035,55.038,-0.406,-0.348
'[11:35:17.326 10/11/1995]',-0.023,-0.028,0.035,55.038,-0.406,-0.348
'[11:35:17.328 10/11/1995]',-0.011,-0.028,0.035,54.436,-0.420,-0.340
'[11:35:17.330 10/11/1995]',-0.023,-0.028,0.035,54.436,-0.420,-0.340
'[11:35:17.332 10/11/1995]',-0.023,-0.028,0.035,54.436,-0.420,-0.340
'[11:35:17.334 10/11/1995]',-0.029,-0.028,0.035,54.436,-0.420,-0.340
'[11:35:17.336 10/11/1995]',-0.023,-0.034,0.035,53.985,-0.431,-0.333
'[11:35:17.338 10/11/1995]',-0.023,-0.034,0.029,53.985,-0.431,-0.333
'[11:35:17.340 10/11/1995]',-0.023,-0.028,0.035,53.985,-0.431,-0.333
'[11:35:17.342 10/11/1995]',-0.023,-0.028,0.029,53.985,-0.431,-0.333
'[11:35:17.344 10/11/1995]',-0.029,-0.023,0.035,53.534,-0.445,-0.325
'[11:35:17.346 10/11/1995]',-0.023,-0.028,0.029,53.534,-0.445,-0.325
'[11:35:17.348 10/11/1995]',-0.029,-0.028,0.029,53.534,-0.445,-0.325
'[11:35:17.350 10/11/1995]',-0.023,-0.023,0.029,53.534,-0.445,-0.325
'[11:35:17.352 10/11/1995]',-0.023,-0.023,0.029,53.083,-0.455,-0.318
'[11:35:17.354 10/11/1995]',-0.023,-0.011,0.029,53.083,-0.455,-0.318
'[11:35:17.356 10/11/1995]',-0.011,-0.011,0.029,53.083,-0.455,-0.318
'[11:35:17.358 10/11/1995]',-0.011,-0.011,0.029,53.083,-0.455,-0.318
'[11:35:17.360 10/11/1995]',-0.011,-0.011,0.029,52.632,-0.469,-0.310
'[11:35:17.362 10/11/1995]',-0.011,-0.011,0.023,52.632,-0.469,-0.310
'[11:35:17.364 10/11/1995]',-0.011,-0.011,0.023,52.632,-0.469,-0.310
'[11:35:17.366 10/11/1995]',-0.011,-0.011,0.023,52.632,-0.469,-0.310
'[11:35:17.368 10/11/1995]',-0.005,-0.005,0.023,52.481,-0.479,-0.302
'[11:35:17.370 10/11/1995]',-0.011,-0.005,0.023,52.481,-0.479,-0.302
'[11:35:17.372 10/11/1995]',-0.011,-0.005,0.023,52.481,-0.479,-0.302
'[11:35:17.374 10/11/1995]',-0.005,-0.005,0.023,52.481,-0.479,-0.302
'[11:35:17.376 10/11/1995]',-0.005,-0.005,0.012,52.782,-0.486,-0.294
'[11:35:17.378 10/11/1995]',-0.005,-0.005,0.023,52.782,-0.486,-0.294
'[11:35:17.380 10/11/1995]',-0.005,-0.005,0.012,52.782,-0.486,-0.294
'[11:35:17.382 10/11/1995]',-0.005,-0.005,0.012,52.782,-0.486,-0.294
'[11:35:17.384 10/11/1995]',-0.005,-0.011,0.012,54.211,-0.497,-0.286
'[11:35:17.386 10/11/1995]',-0.005,-0.011,0.012,54.211,-0.497,-0.286
'[11:35:17.388 10/11/1995]',0.001,-0.005,0.012,54.211,-0.497,-0.286
'[11:35:17.390 10/11/1995]',0.001,-0.005,0.012,54.211,-0.497,-0.286
'[11:35:17.392 10/11/1995]',0.006,-0.011,0.012,57.143,-0.504,-0.277
'[11:35:17.394 10/11/1995]',0.001,-0.005,0.012,57.143,-0.504,-0.277
'[11:35:17.396 10/11/1995]',0.001,-0.005,0.012,57.143,-0.504,-0.277
'[11:35:17.398 10/11/1995]',0.001,-0.005,0.006,57.143,-0.504,-0.277
'[11:35:17.400 10/11/1995]',0.001,-0.005,0.006,61.654,-0.514,-0.268
'[11:35:17.402 10/11/1995]',0.006,-0.005,0.006,61.654,-0.514,-0.268
'[11:35:17.404 10/11/1995]',0.001,-0.005,0.006,61.654,-0.514,-0.268
'[11:35:17.406 10/11/1995]',0.006,-0.005,0.006,61.654,-0.514,-0.268
'[11:35:17.408 10/11/1995]',0.006,-0.005,0.006,67.669,-0.518,-0.258
'[11:35:17.410 10/11/1995]',0.006,-0.005,0.006,67.669,-0.518,-0.258
'[11:35:17.412 10/11/1995]',0.006,-0.005,0.006,67.669,-0.518,-0.258
'[11:35:17.414 10/11/1995]',0.006,-0.005,0.001,67.669,-0.518,-0.258
'[11:35:17.416 10/11/1995]',0.006,-0.005,0.001,74.436,-0.521,-0.248
'[11:35:17.418 10/11/1995]',0.001,-0.005,0.001,74.436,-0.521,-0.248
'[11:35:17.420 10/11/1995]',0.006,-0.005,0.001,74.436,-0.521,-0.248
'[11:35:17.422 10/11/1995]',0.006,-0.005,0.001,74.436,-0.521,-0.248
'[11:35:17.424 10/11/1995]',0.006,-0.005,0.001,81.278,-0.521,-0.238
'[11:35:17.426 10/11/1995]',0.012,0.001,0.001,81.278,-0.521,-0.238
'[11:35:17.428 10/11/1995]',0.006,0.001,0.001,81.278,-0.521,-0.238
'[11:35:17.430 10/11/1995]',0.012,-0.005,0.001,81.278,-0.521,-0.238
'[11:35:17.432 10/11/1995]',0.006,-0.005,0.001,87.519,-0.511,-0.228
'[11:35:17.434 10/11/1995]',0.006,-0.005,0.001,87.519,-0.511,-0.228
'[11:35:17.436 10/11/1995]',0.012,-0.005,0.001,87.519,-0.511,-0.228
'[11:35:17.438 10/11/1995]',0.012,-0.005,0.001,87.519,-0.511,-0.228
'[11:35:17.440 10/11/1995]',0.012,0.001,-0.005,92.932,-0.497,-0.219
'[11:35:17.442 10/11/1995]',0.012,0.001,0.001,92.932,-0.497,-0.219
'[11:35:17.444 10/11/1995]',0.012,0.001,0.001,92.932,-0.497,-0.219
'[11:35:17.446 10/11/1995]',0.012,0.001,0.001,92.932,-0.497,-0.219
'[11:35:17.448 10/11/1995]',0.012,0.001,0.001,97.519,-0.469,-0.210
'[11:35:17.450 10/11/1995]',0.012,0.001,0.001,97.519,-0.469,-0.210
'[11:35:17.452 10/11/1995]',0.012,0.001,0.006,97.519,-0.469,-0.210
'[11:35:17.454 10/11/1995]',0.006,-0.005,0.001,97.519,-0.469,-0.210
'[11:35:17.456 10/11/1995]',0.012,0.001,0.001,101.353,-0.438,-0.201
'[11:35:17.458 10/11/1995]',0.012,0.001,0.001,101.353,-0.438,-0.201
'[11:35:17.460 10/11/1995]',0.006,-0.005,0.001,101.353,-0.438,-0.201
'[11:35:17.462 10/11/1995]',0.012,0.001,0.001,101.353,-0.438,-0.201
'[11:35:17.464 10/11/1995]',0.012,0.001,0.001,104.436,-0.396,-0.192
'[11:35:17.466 10/11/1995]',0.006,-0.005,0.001,104.436,-0.396,-0.192
'[11:35:17.468 10/11/1995]',0.006,-0.005,-0.005,104.436,-0.396,-0.192
'[11:35:17.470 10/11/1995]',0.012,-0.005,0.001,104.436,-0.396,-0.192
'[11:35:17.472 10/11/1995]',0.006,-0.005,0.001,107.068,-0.347,-0.182
'[11:35:17.474 10/11/1995]',0.006,0.001,0.001,107.068,-0.347,-0.182
'[11:35:17.476 10/11/1995]',0.012,-0.005,0.001,107.068,-0.347,-0.182
'[11:35:17.478 10/11/1995]',0.012,-0.011,0.001,107.068,-0.347,-0.182
'[11:35:17.480 10/11/1995]',0.006,-0.005,0.001,109.098,-0.292,-0.171
'[11:35:17.482 10/11/1995]',0.006,-0.011,0.001,109.098,-0.292,-0.171
'[11:35:17.484 10/11/1995]',0.006,-0.011,0.001,109.098,-0.292,-0.171
'[11:35:17.486 10/11/1995]',0.006,-0.023,0.001,109.098,-0.292,-0.171
'[11:35:17.488 10/11/1995]',0.006,-0.023,0.001,110.677,-0.226,-0.161
'[11:35:17.490 10/11/1995]',0.006,-0.011,0.001,110.677,-0.226,-0.161
'[11:35:17.492 10/11/1995]',0.006,-0.023,0.001,110.677,-0.226,-0.161
'[11:35:17.494 10/11/1995]',0.006,-0.023,0.001,110.677,-0.226,-0.161
'[11:35:17.496 10/11/1995]',0.006,-0.028,0.001,111.805,-0.157,-0.151
'[11:35:17.498 10/11/1995]',0.001,-0.028,0.001,111.805,-0.157,-0.151
'[11:35:17.500 10/11/1995]',0.001,-0.028,0.001,111.805,-0.157,-0.151
'[11:35:17.502 10/11/1995]',0.001,-0.023,0.001,111.805,-0.157,-0.151
'[11:35:17.504 10/11/1995]',0.001,-0.023,0.001,112.556,-0.083,-0.142
'[11:35:17.506 10/11/1995]',0.001,-0.028,0.001,112.556,-0.083,-0.142
'[11:35:17.508 10/11/1995]',0.006,-0.023,0.001,112.556,-0.083,-0.142
'[11:35:17.510 10/11/1995]',0.006,-0.023,0.006,112.556,-0.083,-0.142
'[11:35:17.512 10/11/1995]',0.001,-0.023,0.001,112.782,-0.007,-0.133
'[11:35:17.514 10/11/1995]',0.006,-0.028,0.001,112.782,-0.007,-0.133
'[11:35:17.516 10/11/1995]',-0.005,-0.028,0.006,112.782,-0.007,-0.133
'[11:35:17.518 10/11/1995]',0.001,-0.023,0.006,112.782,-0.007,-0.133
'[11:35:17.520 10/11/1995]',0.001,-0.023,0.001,112.481,0.063,-0.124
'[11:35:17.522 10/11/1995]',0.001,-0.023,0.006,112.481,0.063,-0.124
'[11:35:17.524 10/11/1995]',0.001,-0.023,0.006,112.481,0.063,-0.124
'[11:35:17.526 10/11/1995]',0.001,-0.028,0.006,112.481,0.063,-0.124
'[11:35:17.528 10/11/1995]',0.001,-0.028,0.001,111.729,0.133,-0.116
'[11:35:17.530 10/11/1995]',0.001,-0.023,0.006,111.729,0.133,-0.116
'[11:35:17.532 10/11/1995]',0.001,-0.028,0.006,111.729,0.133,-0.116
'[11:35:17.534 10/11/1995]',-0.005,-0.028,0.001,111.729,0.133,-0.116
'[11:35:17.536 10/11/1995]',-0.005,-0.028,0.006,110.226,0.202,-0.108
'[11:35:17.538 10/11/1995]',0.001,-0.028,0.006,110.226,0.202,-0.108
'[11:35:17.540 10/11/1995]',-0.005,-0.028,0.006,110.226,0.202,-0.108
'[11:35:17.542 10/11/1995]',0.001,-0.028,0.006,110.226,0.202,-0.108
'[11:35:17.544 10/11/1995]',-0.005,-0.028,0.006,108.346,0.265,-0.100
'[11:35:17.546 10/11/1995]',-0.005,-0.028,0.006,108.346,0.265,-0.100
'[11:35:17.548 10/11/1995]',-0.005,-0.028,0.006,108.346,0.265,-0.100
'[11:35:17.550 10/11/1995]',-0.005,-0.028,0.006,108.346,0.265,-0.100
'[11:35:17.552 10/11/1995]',-0.005,-0.028,0.006,106.015,0.324,-0.092
'[11:35:17.554 10/11/1995]',-0.005,-0.028,0.006,106.015,0.324,-0.092
'[11:35:17.556 10/11/1995]',-0.005,-0.023,0.006,106.015,0.324,-0.092
'[11:35:17.558 10/11/1995]',-0.005,-0.023,0.012,106.015,0.324,-0.092
'[11:35:17.560 10/11/1995]',-0.005,-0.028,0.006,103.083,0.372,-0.082
'[11:35:17.562 10/11/1995]',-0.005,-0.028,0.006,103.083,0.372,-0.082
'[11:35:17.564 10/11/1995]',-0.005,-0.028,0.006,103.083,0.372,-0.082
'[11:35:17.566 10/11/1995]',-0.005,-0.028,0.006,103.083,0.372,-0.082
'[11:35:17.568 10/11/1995]',-0.005,-0.028,0.006,99.850,0.421,-0.071
'[11:35:17.570 10/11/1995]',-0.005,-0.028,0.006,99.850,0.421,-0.071
'[11:35:17.572 10/11/1995]',-0.005,-0.028,0.006,99.850,0.421,-0.071
'[11:35:17.574 10/11/1995]',-0.005,-0.028,0.006,99.850,0.421,-0.071
'[11:35:17.576 10/11/1995]',-0.005,-0.028,0.006,96.241,0.463,-0.059
'[11:35:17.578 10/11/1995]',-0.005,-0.028,0.006,96.241,0.463,-0.059
'[11:35:17.580 10/11/1995]',-0.005,-0.028,0.001,96.241,0.463,-0.059
'[11:35:17.582 10/11/1995]',-0.005,-0.028,0.001,96.241,0.463,-0.059
'[11:35:17.584 10/11/1995]',-0.005,-0.028,0.001,92.331,0.497,-0.047
'[11:35:17.586 10/11/1995]',-0.005,-0.023,0.001,92.331,0.497,-0.047
'[11:35:17.588 10/11/1995]',0.001,-0.023,0.001,92.331,0.497,-0.047
'[11:35:17.590 10/11/1995]',-0.005,-0.023,0.001,92.331,0.497,-0.047
'[11:35:17.592 10/11/1995]',0.001,-0.011,0.001,88.346,0.521,-0.035
'[11:35:17.594 10/11/1995]',-0.005,-0.023,0.001,88.346,0.521,-0.035
'[11:35:17.596 10/11/1995]',0.001,-0.011,0.001,88.346,0.521,-0.035
'[11:35:17.598 10/11/1995]',0.001,-0.011,0.001,88.346,0.521,-0.035
'[11:35:17.600 10/11/1995]',0.001,-0.011,0.001,84.436,0.549,-0.023
'[11:35:17.602 10/11/1995]',0.006,-0.011,0.001,84.436,0.549,-0.023
'[11:35:17.604 10/11/1995]',0.001,-0.005,0.001,84.436,0.549,-0.023
'[11:35:17.606 10/11/1995]',0.006,-0.005,0.001,84.436,0.549,-0.023
'[11:35:17.608 10/11/1995]',0.012,0.001,0.001,80.602,0.556,-0.012
'[11:35:17.610 10/11/1995]',0.012,-0.005,0.001,80.602,0.556,-0.012
'[11:35:17.612 10/11/1995]',0.012,-0.005,0.001,80.602,0.556,-0.012
'[11:35:17.614 10/11/1995]',0.024,-0.005,0.001,80.602,0.556,-0.012
'[11:35:17.616 10/11/1995]',0.024,-0.011,0.001,76.992,0.567,-0.001
'[11:35:17.618 10/11/1995]',0.024,-0.005,0.001,76.992,0.567,-0.001
'[11:35:17.620 10/11/1995]',0.036,0.001,0.001,76.992,0.567,-0.001
'[11:35:17.622 10/11/1995]',0.030,-0.005,0.001,76.992,0.567,-0.001
'[11:35:17.624 10/11/1995]',0.036,0.001,0.006,73.759,0.567,0.009
'[11:35:17.626 10/11/1995]',0.036,0.001,0.001,73.759,0.567,0.009
'[11:35:17.628 10/11/1995]',0.048,0.001,0.001,73.759,0.567,0.009
'[11:35:17.630 10/11/1995]',0.048,0.006,0.001,73.759,0.567,0.009
'[11:35:17.632 10/11/1995]',0.054,0.006,-0.005,70.902,0.556,0.019
'[11:35:17.634 10/11/1995]',0.054,0.006,-0.005,70.902,0.556,0.019
'[11:35:17.636 10/11/1995]',0.066,0.006,-0.011,70.902,0.556,0.019
'[11:35:17.638 10/11/1995]',0.066,0.012,-0.011,70.902,0.556,0.019
'[11:35:17.640 10/11/1995]',0.066,0.012,-0.011,68.496,0.542,0.028
'[11:35:17.642 10/11/1995]',0.066,0.012,-0.022,68.496,0.542,0.028
'[11:35:17.644 10/11/1995]',0.066,0.012,-0.022,68.496,0.542,0.028
'[11:35:17.646 10/11/1995]',0.054,0.012,-0.022,68.496,0.542,0.028
'[11:35:17.648 10/11/1995]',0.066,0.012,-0.022,66.466,0.518,0.037
'[11:35:17.650 10/11/1995]',0.054,0.006,-0.022,66.466,0.518,0.037
'[11:35:17.652 10/11/1995]',0.054,0.023,-0.022,66.466,0.518,0.037
'[11:35:17.654 10/11/1995]',0.054,0.012,-0.022,66.466,0.518,0.037
'[11:35:17.656 10/11/1995]',0.054,0.012,-0.028,64.962,0.494,0.045
'[11:35:17.658 10/11/1995]',0.054,0.023,-0.028,64.962,0.494,0.045
'[11:35:17.660 10/11/1995]',0.048,0.023,-0.028,64.962,0.494,0.045
'[11:35:17.662 10/11/1995]',0.048,0.012,-0.028,64.962,0.494,0.045
'[11:35:17.664 10/11/1995]',0.048,0.012,-0.028,63.759,0.466,0.053
'[11:35:17.666 10/11/1995]',0.048,0.023,-0.028,63.759,0.466,0.053
'[11:35:17.668 10/11/1995]',0.036,0.023,-0.028,63.759,0.466,0.053
'[11:35:17.670 10/11/1995]',0.030,0.012,-0.028,63.759,0.466,0.053
'[11:35:17.672 10/11/1995]',0.036,0.012,-0.022,63.008,0.431,0.061
'[11:35:17.674 10/11/1995]',0.030,0.006,-0.022,63.008,0.431,0.061
'[11:35:17.676 10/11/1995]',0.024,0.001,-0.011,63.008,0.431,0.061
'[11:35:17.678 10/11/1995]',0.012,0.001,-0.011,63.008,0.431,0.061
'[11:35:17.680 10/11/1995]',0.006,0.001,-0.011,62.481,0.390,0.069
'[11:35:17.682 10/11/1995]',0.001,-0.005,-0.005,62.481,0.390,0.069
'[11:35:17.684 10/11/1995]',0.001,-0.005,-0.005,62.481,0.390,0.069
'[11:35:17.686 10/11/1995]',0.001,-0.005,-0.005,62.481,0.390,0.069
'[11:35:17.688 10/11/1995]',0.001,-0.005,-0.005,62.105,0.351,0.078
'[11:35:17.690 10/11/1995]',0.001,-0.011,0.001,62.105,0.351,0.078
'[11:35:17.692 10/11/1995]',0.001,-0.011,-0.005,62.105,0.351,0.078
'[11:35:17.694 10/11/1995]',0.001,-0.005,0.001,62.105,0.351,0.078
'[11:35:17.696 10/11/1995]',-0.005,-0.005,0.001,61.880,0.306,0.087
'[11:35:17.698 10/11/1995]',-0.005,-0.011,-0.005,61.880,0.306,0.087
'[11:35:17.700 10/11/1995]',-0.005,-0.011,-0.005,61.880,0.306,0.087
'[11:35:17.702 10/11/1995]',-0.011,-0.023,0.001,61.880,0.306,0.087
'[11:35:17.704 10/11/1995]',-0.011,-0.011,0.001,61.654,0.265,0.097
'[11:35:17.706 10/11/1995]',-0.011,-0.011,-0.005,61.654,0.265,0.097
'[11:35:17.708 10/11/1995]',-0.005,-0.005,-0.005,61.654,0.265,0.097
'[11:35:17.710 10/11/1995]',-0.011,-0.005,-0.005,61.654,0.265,0.097
'[11:35:17.712 10/11/1995]',-0.005,-0.005,0.001,61.654,0.223,0.107
'[11:35:17.714 10/11/1995]',-0.005,-0.005,-0.005,61.654,0.223,0.107
'[11:35:17.716 10/11/1995]',-0.011,-0.005,0.001,61.654,0.223,0.107
'[11:35:17.718 10/11/1995]',0.001,-0.011,-0.005,61.654,0.223,0.107
'[11:35:17.720 10/11/1995]',-0.005,-0.023,-0.005,61.654,0.181,0.117
'[11:35:17.722 10/11/1995]',-0.005,-0.011,-0.005,61.654,0.181,0.117
'[11:35:17.724 10/11/1995]',-0.005,-0.005,-0.005,61.654,0.181,0.117
'[11:35:17.726 10/11/1995]',-0.005,-0.005,-0.005,61.654,0.181,0.117
'[11:35:17.728 10/11/1995]',-0.005,-0.011,-0.005,61.654,0.142,0.129
'[11:35:17.730 10/11/1995]',0.001,-0.011,0.001,61.654,0.142,0.129
'[11:35:17.732 10/11/1995]',0.001,-0.011,0.001,61.654,0.142,0.129
'[11:35:17.734 10/11/1995]',-0.005,-0.011,-0.005,61.654,0.142,0.129
'[11:35:17.736 10/11/1995]',0.001,-0.005,-0.005,61.579,0.104,0.141
'[11:35:17.738 10/11/1995]',-0.005,-0.011,-0.005,61.579,0.104,0.141
'[11:35:17.740 10/11/1995]',-0.011,-0.005,-0.005,61.579,0.104,0.141
'[11:35:17.742 10/11/1995]',-0.023,-0.005,-0.011,61.579,0.104,0.141
'[11:35:17.744 10/11/1995]',-0.047,0.001,-0.022,61.579,0.066,0.153
'[11:35:17.746 10/11/1995]',-0.047,-0.005,-0.022,61.579,0.066,0.153
'[11:35:17.748 10/11/1995]',-0.071,-0.005,-0.028,61.579,0.066,0.153
'[11:35:17.750 10/11/1995]',-0.071,0.001,-0.034,61.579,0.066,0.153
'[11:35:17.752 10/11/1995]',-0.077,0.006,-0.034,61.579,0.028,0.165
'[11:35:17.754 10/11/1995]',-0.071,0.012,-0.051,61.579,0.028,0.165
'[11:35:17.756 10/11/1995]',-0.065,0.029,-0.068,61.579,0.028,0.165
'[11:35:17.758 10/11/1995]',-0.053,0.046,-0.085,61.579,0.028,0.165
'[11:35:17.760 10/11/1995]',-0.047,0.064,-0.108,61.504,-0.007,0.178
'[11:35:17.762 10/11/1995]',-0.035,0.075,-0.131,61.504,-0.007,0.178
'[11:35:17.764 10/11/1995]',-0.035,0.092,-0.154,61.504,-0.007,0.178
'[11:35:17.766 10/11/1995]',-0.047,0.092,-0.188,61.504,-0.007,0.178
'[11:35:17.768 10/11/1995]',-0.047,0.115,-0.211,61.504,-0.042,0.190
'[11:35:17.770 10/11/1995]',-0.047,0.133,-0.234,61.504,-0.042,0.190
'[11:35:17.772 10/11/1995]',-0.065,0.138,-0.257,61.504,-0.042,0.190
'[11:35:17.774 10/11/1995]',-0.077,0.133,-0.274,61.504,-0.042,0.190
'[11:35:17.776 10/11/1995]',-0.118,0.127,-0.285,61.353,-0.070,0.202
'[11:35:17.778 10/11/1995]',-0.130,0.127,-0.285,61.353,-0.070,0.202
'[11:35:17.780 10/11/1995]',-0.112,0.115,-0.274,61.353,-0.070,0.202
'[11:35:17.782 10/11/1995]',-0.094,0.098,-0.251,61.353,-0.070,0.202
'[11:35:17.784 10/11/1995]',-0.088,0.087,-0.217,61.353,-0.097,0.215
'[11:35:17.786 10/11/1995]',-0.077,0.064,-0.177,61.353,-0.097,0.215
'[11:35:17.788 10/11/1995]',-0.077,0.035,-0.137,61.353,-0.097,0.215
'[11:35:17.790 10/11/1995]',-0.077,0.023,-0.108,61.353,-0.097,0.215
'[11:35:17.792 10/11/1995]',-0.094,0.001,-0.068,61.278,-0.125,0.227
'[11:35:17.794 10/11/1995]',-0.136,-0.023,-0.034,61.278,-0.125,0.227
'[11:35:17.796 10/11/1995]',-0.165,-0.034,-0.011,61.278,-0.125,0.227
'[11:35:17.798 10/11/1995]',-0.201,-0.051,-0.005,61.278,-0.125,0.227
'[11:35:17.800 10/11/1995]',-0.219,-0.063,0.006,61.203,-0.153,0.239
'[11:35:17.802 10/11/1995]',-0.207,-0.069,0.006,61.203,-0.153,0.239
'[11:35:17.804 10/11/1995]',-0.183,-0.069,0.012,61.203,-0.153,0.239
'[11:35:17.806 10/11/1995]',-0.159,-0.063,0.012,61.203,-0.153,0.239
'[11:35:17.808 10/11/1995]',-0.130,-0.051,0.012,60.977,-0.177,0.252
'[11:35:17.810 10/11/1995]',-0.112,-0.046,0.012,60.977,-0.177,0.252
'[11:35:17.812 10/11/1995]',-0.088,-0.046,0.012,60.977,-0.177,0.252
'[11:35:17.814 10/11/1995]',-0.071,-0.046,0.023,60.977,-0.177,0.252
'[11:35:17.816 10/11/1995]',-0.053,-0.046,0.023,60.827,-0.198,0.264
'[11:35:17.818 10/11/1995]',-0.053,-0.046,0.023,60.827,-0.198,0.264
'[11:35:17.820 10/11/1995]',-0.035,-0.046,0.029,60.827,-0.198,0.264
'[11:35:17.822 10/11/1995]',-0.029,-0.046,0.029,60.827,-0.198,0.264
'[11:35:17.824 10/11/1995]',-0.029,-0.034,0.035,60.526,-0.219,0.276
