'Time and date','II','aVR','V','ABP','PAP','CVP','PLETH'
'[15:26:54.024 06/04/1996]',0.001,0.002,0.002,66.900,20.350,10.887,0.000
'[15:26:54.026 06/04/1996]',0.001,0.002,0.002,66.900,20.350,10.887,0.000
'[15:26:54.028 06/04/1996]',0.001,0.002,0.002,66.900,20.350,10.887,0.000
'[15:26:54.030 06/04/1996]',0.001,0.002,0.002,66.900,20.350,10.887,0.000
'[15:26:54.032 06/04/1996]',0.001,0.002,0.002,66.450,20.950,10.838,0.000
'[15:26:54.034 06/04/1996]',0.001,0.002,0.002,66.450,20.950,10.838,0.000
'[15:26:54.036 06/04/1996]',0.001,0.002,0.002,66.450,20.950,10.838,0.000
'[15:26:54.038 06/04/1996]',0.001,0.002,0.002,66.450,20.950,10.838,0.000
'[15:26:54.040 06/04/1996]',0.001,0.002,0.002,66.075,21.650,10.775,0.000
'[15:26:54.042 06/04/1996]',0.001,0.002,0.002,66.075,21.650,10.775,0.000
'[15:26:54.044 06/04/1996]',0.001,0.002,0.002,66.075,21.650,10.775,0.000
'[15:26:54.046 06/04/1996]',0.001,0.002,0.002,66.075,21.650,10.775,0.000
'[15:26:54.048 06/04/1996]',0.001,0.002,0.002,65.625,22.350,10.775,0.000
'[15:26:54.050 06/04/1996]',0.001,0.002,0.002,65.625,22.350,10.775,0.000
'[15:26:54.052 06/04/1996]',0.001,0.002,0.002,65.625,22.350,10.775,0.000
'[15:26:54.054 06/04/1996]',0.001,0.002,0.002,65.625,22.350,10.775,0.000
'[15:26:54.056 06/04/1996]',0.001,0.002,0.002,65.250,23.175,10.775,0.000
'[15:26:54.058 06/04/1996]',0.001,0.002,0.002,65.250,23.175,10.775,0.000
'[15:26:54.060 06/04/1996]',0.001,0.002,0.002,65.250,23.175,10.775,0.000
'[15:26:54.062 06/04/1996]',0.001,0.002,0.002,65.250,23.175,10.775,0.000
'[15:26:54.064 06/04/1996]',0.001,0.002,0.002,64.875,24.100,10.838,0.000
'[15:26:54.066 06/04/1996]',0.001,0.002,0.002,64.875,24.100,10.838,0.000
'[15:26:54.068 06/04/1996]',0.001,0.002,0.002,64.875,24.100,10.838,0.000
'[15:26:54.070 06/04/1996]',0.001,0.002,0.002,64.875,24.100,10.838,0.000
'[15:26:54.072 06/04/1996]',0.001,0.002,0.002,64.650,25.050,10.950,0.000
'[15:26:54.074 06/04/1996]',0.001,0.002,0.002,64.650,25.050,10.950,0.000
'[15:26:54.076 06/04/1996]',0.001,0.002,0.002,64.650,25.050,10.950,0.000
'[15:26:54.078 06/04/1996]',0.001,0.002,0.002,64.650,25.050,10.950,0.000
'[15:26:54.080 06/04/1996]',0.001,0.002,0.002,64.650,25.975,11.012,0.000
'[15:26:54.082 06/04/1996]',0.001,0.002,0.002,64.650,25.975,11.012,0.000
'[15:26:54.084 06/04/1996]',0.001,0.002,0.002,64.650,25.975,11.012,0.000
'[15:26:54.086 06/04/1996]',0.001,0.002,0.002,64.650,25.975,11.012,0.000
'[15:26:54.088 06/04/1996]',0.001,0.002,0.002,64.800,27.100,11.062,0.000
'[15:26:54.090 06/04/1996]',0.001,0.002,0.002,64.800,27.100,11.062,0.000
'[15:26:54.092 06/04/1996]',0.001,0.002,0.002,64.800,27.100,11.062,0.000
'[15:26:54.094 06/04/1996]',0.001,0.002,0.002,64.800,27.100,11.062,0.000
'[15:26:54.096 06/04/1996]',0.001,0.002,0.002,65.550,28.450,11.012,0.000
'[15:26:54.098 06/04/1996]',0.001,0.002,0.002,65.550,28.450,11.012,0.000
'[15:26:54.100 06/04/1996]',0.001,0.002,0.002,65.550,28.450,11.012,0.000
'[15:26:54.102 06/04/1996]',0.001,0.002,0.002,65.550,28.450,11.012,0.000
'[15:26:54.104 06/04/1996]',0.001,0.002,0.002,67.125,30.025,10.950,0.000
'[15:26:54.106 06/04/1996]',0.001,0.002,0.002,67.125,30.025,10.950,0.000
'[15:26:54.108 06/04/1996]',0.001,0.002,0.002,67.125,30.025,10.950,0.000
'[15:26:54.110 06/04/1996]',0.001,0.002,0.002,67.125,30.025,10.950,0.000
'[15:26:54.112 06/04/1996]',0.001,0.002,0.002,70.350,31.675,10.838,0.000
'[15:26:54.114 06/04/1996]',0.001,0.002,0.002,70.350,31.675,10.838,0.000
'[15:26:54.116 06/04/1996]',0.001,0.002,0.002,70.350,31.675,10.838,0.000
'[15:26:54.118 06/04/1996]',0.001,0.002,0.002,70.350,31.675,10.838,0.000
'[15:26:54.120 06/04/1996]',0.001,0.002,0.002,75.450,33.300,10.713,0.000
'[15:26:54.122 06/04/1996]',0.001,0.002,0.002,75.450,33.300,10.713,0.000
'[15:26:54.124 06/04/1996]',0.001,0.002,0.002,75.450,33.300,10.713,0.000
'[15:26:54.126 06/04/1996]',0.001,0.002,0.002,75.450,33.300,10.713,0.000
'[15:26:54.128 06/04/1996]',0.001,0.002,0.002,81.375,35.075,10.537,0.000
'[15:26:54.130 06/04/1996]',0.001,0.002,0.002,81.375,35.075,10.537,0.000
'[15:26:54.132 06/04/1996]',0.001,0.002,0.002,81.375,35.075,10.537,0.000
'[15:26:54.134 06/04/1996]',0.001,0.002,0.002,81.375,35.075,10.537,0.000
'[15:26:54.136 06/04/1996]',0.001,0.002,0.002,86.775,37.050,10.300,0.000
'[15:26:54.138 06/04/1996]',0.001,0.002,0.002,86.775,37.050,10.300,0.000
'[15:26:54.140 06/04/1996]',0.001,0.002,0.002,86.775,37.050,10.300,0.000
'[15:26:54.142 06/04/1996]',0.001,0.002,0.002,86.775,37.050,10.300,0.000
'[15:26:54.144 06/04/1996]',0.001,0.002,0.002,90.900,39.275,10.075,0.000
'[15:26:54.146 06/04/1996]',0.001,0.002,0.002,90.900,39.275,10.075,0.000
'[15:26:54.148 06/04/1996]',0.001,0.002,0.002,90.900,39.275,10.075,0.000
'[15:26:54.150 06/04/1996]',0.001,0.002,0.002,90.900,39.275,10.075,0.000
'[15:26:54.152 06/04/1996]',0.001,0.002,0.002,93.900,41.800,9.838,0.000
'[15:26:54.154 06/04/1996]',0.001,0.002,0.002,93.900,41.800,9.838,0.000
'[15:26:54.156 06/04/1996]',0.001,0.002,0.002,93.900,41.800,9.838,0.000
'[15:26:54.158 06/04/1996]',0.001,0.002,0.002,93.900,41.800,9.838,0.000
'[15:26:54.160 06/04/1996]',0.001,0.002,0.002,96.600,44.725,9.662,0.000
'[15:26:54.162 06/04/1996]',0.001,0.002,0.002,96.600,44.725,9.662,0.000
'[15:26:54.164 06/04/1996]',0.001,0.002,0.002,96.600,44.725,9.662,0.000
'[15:26:54.166 06/04/1996]',0.001,0.002,0.002,96.600,44.725,9.662,0.000
'[15:26:54.168 06/04/1996]',0.001,0.002,0.002,99.525,47.950,9.488,0.000
'[15:26:54.170 06/04/1996]',0.001,0.002,0.002,99.525,47.950,9.488,0.000
'[15:26:54.172 06/04/1996]',0.001,0.002,0.002,99.525,47.950,9.488,0.000
'[15:26:54.174 06/04/1996]',0.001,0.002,0.002,99.525,47.950,9.488,0.000
'[15:26:54.176 06/04/1996]',0.001,0.002,0.002,102.450,51.125,9.363,0.000
'[15:26:54.178 06/04/1996]',0.001,0.002,0.002,102.450,51.125,9.363,0.000
'[15:26:54.180 06/04/1996]',0.001,0.002,0.002,102.450,51.125,9.363,0.000
'[15:26:54.182 06/04/1996]',0.001,0.002,0.002,102.450,51.125,9.363,0.000
'[15:26:54.184 06/04/1996]',0.001,0.002,0.002,104.850,53.925,9.137,0.000
'[15:26:54.186 06/04/1996]',0.001,0.002,0.002,104.850,53.925,9.137,0.000
'[15:26:54.188 06/04/1996]',0.001,0.002,0.002,104.850,53.925,9.137,0.000
'[15:26:54.190 06/04/1996]',0.001,0.002,0.002,104.850,53.925,9.137,0.000
'[15:26:54.192 06/04/1996]',0.001,0.002,0.002,106.500,56.150,8.900,0.000
'[15:26:54.194 06/04/1996]',0.001,0.002,0.002,106.500,56.150,8.900,0.000
'[15:26:54.196 06/04/1996]',0.001,0.002,0.002,106.500,56.150,8.900,0.000
'[15:26:54.198 06/04/1996]',0.001,0.002,0.002,106.500,56.150,8.900,0.000
'[15:26:54.200 06/04/1996]',0.001,0.002,0.002,107.850,57.850,8.725,0.000
'[15:26:54.202 06/04/1996]',0.001,0.002,0.002,107.850,57.850,8.725,0.000
'[15:26:54.204 06/04/1996]',0.001,0.002,0.002,107.850,57.850,8.725,0.000
'[15:26:54.206 06/04/1996]',0.001,0.002,0.002,107.850,57.850,8.725,0.000
'[15:26:54.208 06/04/1996]',0.001,0.002,0.002,109.125,59.025,8.488,0.000
'[15:26:54.210 06/04/1996]',0.001,0.002,0.002,109.125,59.025,8.488,0.000
'[15:26:54.212 06/04/1996]',0.001,0.002,0.002,109.125,59.025,8.488,0.000
'[15:26:54.214 06/04/1996]',0.001,0.002,0.002,109.125,59.025,8.488,0.000
'[15:26:54.216 06/04/1996]',0.001,0.002,0.002,110.325,59.625,8.312,0.000
'[15:26:54.218 06/04/1996]',0.001,0.002,0.002,110.325,59.625,8.312,0.000
'[15:26:54.220 06/04/1996]',0.001,0.002,0.002,110.325,59.625,8.312,0.000
'[15:26:54.222 06/04/1996]',0.001,0.002,0.002,110.325,59.625,8.312,0.000
'[15:26:54.224 06/04/1996]',0.129,-0.072,-0.042,111.300,59.675,8.200,0.000
'[15:26:54.226 06/04/1996]',0.138,-0.090,-0.020,111.300,59.675,8.200,0.000
'[15:26:54.228 06/04/1996]',0.138,-0.108,-0.042,111.300,59.675,8.200,0.000
'[15:26:54.230 06/04/1996]',0.138,-0.108,-0.042,111.300,59.675,8.200,0.000
'[15:26:54.232 06/04/1996]',0.138,-0.108,-0.020,111.750,59.275,8.075,0.000
'[15:26:54.234 06/04/1996]',0.138,-0.108,-0.042,111.750,59.275,8.075,0.000
'[15:26:54.236 06/04/1996]',0.138,-0.108,-0.042,111.750,59.275,8.075,0.000
'[15:26:54.238 06/04/1996]',0.138,-0.108,-0.042,111.750,59.275,8.075,0.000
'[15:26:54.240 06/04/1996]',0.147,-0.108,-0.042,111.750,58.450,8.075,0.000
'[15:26:54.242 06/04/1996]',0.147,-0.108,-0.042,111.750,58.450,8.075,0.000
'[15:26:54.244 06/04/1996]',0.138,-0.108,-0.042,111.750,58.450,8.075,0.000
'[15:26:54.246 06/04/1996]',0.138,-0.108,-0.042,111.750,58.450,8.075,0.000
'[15:26:54.248 06/04/1996]',0.138,-0.108,-0.042,111.375,57.275,8.075,0.000
'[15:26:54.250 06/04/1996]',0.147,-0.108,-0.042,111.375,57.275,8.075,0.000
'[15:26:54.252 06/04/1996]',0.147,-0.108,-0.042,111.375,57.275,8.075,0.000
'[15:26:54.254 06/04/1996]',0.147,-0.108,-0.042,111.375,57.275,8.075,0.000
'[15:26:54.256 06/04/1996]',0.147,-0.108,-0.042,110.775,55.875,8.075,0.000
'[15:26:54.258 06/04/1996]',0.147,-0.108,-0.042,110.775,55.875,8.075,0.000
'[15:26:54.260 06/04/1996]',0.147,-0.108,-0.042,110.775,55.875,8.075,0.000
'[15:26:54.262 06/04/1996]',0.138,-0.108,-0.042,110.775,55.875,8.075,0.000
'[15:26:54.264 06/04/1996]',0.147,-0.108,-0.042,109.950,54.275,8.200,0.000
'[15:26:54.266 06/04/1996]',0.147,-0.108,-0.042,109.950,54.275,8.200,0.000
'[15:26:54.268 06/04/1996]',0.156,-0.108,-0.042,109.950,54.275,8.200,0.000
'[15:26:54.270 06/04/1996]',0.156,-0.108,-0.042,109.950,54.275,8.200,0.000
'[15:26:54.272 06/04/1996]',0.156,-0.108,-0.042,108.675,52.700,8.250,0.000
'[15:26:54.274 06/04/1996]',0.165,-0.108,-0.042,108.675,52.700,8.250,0.000
'[15:26:54.276 06/04/1996]',0.165,-0.108,-0.042,108.675,52.700,8.250,0.000
'[15:26:54.278 06/04/1996]',0.165,-0.108,-0.042,108.675,52.700,8.250,0.000
'[15:26:54.280 06/04/1996]',0.165,-0.108,-0.042,106.950,51.125,8.375,0.000
'[15:26:54.282 06/04/1996]',0.165,-0.108,-0.042,106.950,51.125,8.375,0.000
'[15:26:54.284 06/04/1996]',0.165,-0.108,-0.042,106.950,51.125,8.375,0.000
'[15:26:54.286 06/04/1996]',0.165,-0.108,-0.042,106.950,51.125,8.375,0.000
'[15:26:54.288 06/04/1996]',0.174,-0.127,-0.042,104.775,49.425,8.488,0.000
'[15:26:54.290 06/04/1996]',0.174,-0.108,-0.042,104.775,49.425,8.488,0.000
'[15:26:54.292 06/04/1996]',0.174,-0.127,-0.042,104.775,49.425,8.488,0.000
'[15:26:54.294 06/04/1996]',0.165,-0.127,-0.042,104.775,49.425,8.488,0.000
'[15:26:54.296 06/04/1996]',0.174,-0.127,-0.042,102.225,47.775,8.600,0.000
'[15:26:54.298 06/04/1996]',0.174,-0.127,-0.042,102.225,47.775,8.600,0.000
'[15:26:54.300 06/04/1996]',0.165,-0.127,-0.042,102.225,47.775,8.600,0.000
'[15:26:54.302 06/04/1996]',0.174,-0.127,-0.042,102.225,47.775,8.600,0.000
'[15:26:54.304 06/04/1996]',0.174,-0.127,-0.042,99.375,46.200,8.787,0.000
'[15:26:54.306 06/04/1996]',0.174,-0.127,-0.042,99.375,46.200,8.787,0.000
'[15:26:54.308 06/04/1996]',0.193,-0.127,-0.042,99.375,46.200,8.787,0.000
'[15:26:54.310 06/04/1996]',0.193,-0.145,-0.042,99.375,46.200,8.787,0.000
'[15:26:54.312 06/04/1996]',0.193,-0.145,-0.042,96.225,44.625,9.012,0.000
'[15:26:54.314 06/04/1996]',0.193,-0.145,-0.042,96.225,44.625,9.012,0.000
'[15:26:54.316 06/04/1996]',0.193,-0.145,-0.042,96.225,44.625,9.012,0.000
'[15:26:54.318 06/04/1996]',0.193,-0.145,-0.042,96.225,44.625,9.012,0.000
'[15:26:54.320 06/04/1996]',0.193,-0.145,-0.042,93.225,43.100,9.250,0.000
'[15:26:54.322 06/04/1996]',0.193,-0.145,-0.042,93.225,43.100,9.250,0.000
'[15:26:54.324 06/04/1996]',0.202,-0.145,-0.042,93.225,43.100,9.250,0.000
'[15:26:54.326 06/04/1996]',0.202,-0.145,-0.042,93.225,43.100,9.250,0.000
'[15:26:54.328 06/04/1996]',0.211,-0.145,-0.042,90.975,41.525,9.425,0.000
'[15:26:54.330 06/04/1996]',0.211,-0.145,-0.042,90.975,41.525,9.425,0.000
'[15:26:54.332 06/04/1996]',0.220,-0.145,-0.042,90.975,41.525,9.425,0.000
'[15:26:54.334 06/04/1996]',0.229,-0.163,-0.042,90.975,41.525,9.425,0.000
'[15:26:54.336 06/04/1996]',0.238,-0.163,-0.042,89.475,39.925,9.537,0.000
'[15:26:54.338 06/04/1996]',0.238,-0.163,-0.042,89.475,39.925,9.537,0.000
'[15:26:54.340 06/04/1996]',0.238,-0.163,-0.020,89.475,39.925,9.537,0.000
'[15:26:54.342 06/04/1996]',0.238,-0.163,-0.020,89.475,39.925,9.537,0.000
'[15:26:54.344 06/04/1996]',0.247,-0.163,-0.020,88.650,38.475,9.662,0.000
'[15:26:54.346 06/04/1996]',0.247,-0.182,-0.020,88.650,38.475,9.662,0.000
'[15:26:54.348 06/04/1996]',0.247,-0.182,-0.020,88.650,38.475,9.662,0.000
'[15:26:54.350 06/04/1996]',0.247,-0.182,-0.020,88.650,38.475,9.662,0.000
'[15:26:54.352 06/04/1996]',0.238,-0.182,-0.020,88.050,37.175,9.775,0.000
'[15:26:54.354 06/04/1996]',0.238,-0.182,-0.020,88.050,37.175,9.775,0.000
'[15:26:54.356 06/04/1996]',0.229,-0.182,-0.020,88.050,37.175,9.775,0.000
'[15:26:54.358 06/04/1996]',0.247,-0.182,-0.020,88.050,37.175,9.775,0.000
'[15:26:54.360 06/04/1996]',0.247,-0.182,-0.020,87.225,36.175,9.838,0.000
'[15:26:54.362 06/04/1996]',0.247,-0.182,-0.020,87.225,36.175,9.838,0.000
'[15:26:54.364 06/04/1996]',0.257,-0.182,0.002,87.225,36.175,9.838,0.000
'[15:26:54.366 06/04/1996]',0.257,-0.182,0.002,87.225,36.175,9.838,0.000
'[15:26:54.368 06/04/1996]',0.247,-0.182,-0.020,86.325,35.250,9.838,0.000
'[15:26:54.370 06/04/1996]',0.247,-0.182,-0.020,86.325,35.250,9.838,0.000
'[15:26:54.372 06/04/1996]',0.247,-0.182,-0.020,86.325,35.250,9.838,0.000
'[15:26:54.374 06/04/1996]',0.247,-0.182,-0.020,86.325,35.250,9.838,0.000
'[15:26:54.376 06/04/1996]',0.247,-0.182,-0.020,85.200,34.425,9.775,0.000
'[15:26:54.378 06/04/1996]',0.247,-0.163,-0.020,85.200,34.425,9.775,0.000
'[15:26:54.380 06/04/1996]',0.238,-0.163,-0.020,85.200,34.425,9.775,0.000
'[15:26:54.382 06/04/1996]',0.238,-0.182,-0.020,85.200,34.425,9.775,0.000
'[15:26:54.384 06/04/1996]',0.229,-0.163,-0.020,84.150,33.725,9.662,0.000
'[15:26:54.386 06/04/1996]',0.229,-0.163,-0.020,84.150,33.725,9.662,0.000
'[15:26:54.388 06/04/1996]',0.220,-0.163,-0.020,84.150,33.725,9.662,0.000
'[15:26:54.390 06/04/1996]',0.220,-0.163,-0.020,84.150,33.725,9.662,0.000
'[15:26:54.392 06/04/1996]',0.229,-0.163,0.002,83.250,33.075,9.488,0.000
'[15:26:54.394 06/04/1996]',0.211,-0.163,-0.020,83.250,33.075,9.488,0.000
'[15:26:54.396 06/04/1996]',0.220,-0.163,0.002,83.250,33.075,9.488,0.000
'[15:26:54.398 06/04/1996]',0.220,-0.163,0.002,83.250,33.075,9.488,0.000
'[15:26:54.400 06/04/1996]',0.220,-0.163,0.002,82.575,32.550,9.312,0.000
'[15:26:54.402 06/04/1996]',0.220,-0.163,0.002,82.575,32.550,9.312,0.000
'[15:26:54.404 06/04/1996]',0.220,-0.163,0.002,82.575,32.550,9.312,0.000
'[15:26:54.406 06/04/1996]',0.220,-0.163,0.002,82.575,32.550,9.312,0.000
'[15:26:54.408 06/04/1996]',0.211,-0.163,0.002,81.825,32.025,9.075,0.000
'[15:26:54.410 06/04/1996]',0.220,-0.163,0.002,81.825,32.025,9.075,0.000
'[15:26:54.412 06/04/1996]',0.220,-0.163,0.002,81.825,32.025,9.075,0.000
'[15:26:54.414 06/04/1996]',0.220,-0.163,0.002,81.825,32.025,9.075,0.000
'[15:26:54.416 06/04/1996]',0.220,-0.163,0.002,81.075,31.600,8.787,0.000
'[15:26:54.418 06/04/1996]',0.220,-0.163,0.002,81.075,31.600,8.787,0.000
'[15:26:54.420 06/04/1996]',0.220,-0.182,0.002,81.075,31.600,8.787,0.000
'[15:26:54.422 06/04/1996]',0.220,-0.182,0.002,81.075,31.600,8.787,0.000
'[15:26:54.424 06/04/1996]',0.229,-0.182,0.002,80.250,31.250,8.550,0.000
'[15:26:54.426 06/04/1996]',0.220,-0.163,0.002,80.250,31.250,8.550,0.000
'[15:26:54.428 06/04/1996]',0.211,-0.163,0.002,80.250,31.250,8.550,0.000
'[15:26:54.430 06/04/1996]',0.202,-0.145,0.002,80.250,31.250,8.550,0.000
'[15:26:54.432 06/04/1996]',0.202,-0.145,0.002,79.425,30.975,8.375,0.000
'[15:26:54.434 06/04/1996]',0.202,-0.163,0.002,79.425,30.975,8.375,0.000
'[15:26:54.436 06/04/1996]',0.211,-0.145,0.002,79.425,30.975,8.375,0.000
'[15:26:54.438 06/04/1996]',0.211,-0.163,0.002,79.425,30.975,8.375,0.000
'[15:26:54.440 06/04/1996]',0.211,-0.163,0.002,78.825,30.800,8.375,0.000
'[15:26:54.442 06/04/1996]',0.220,-0.163,0.002,78.825,30.800,8.375,0.000
'[15:26:54.444 06/04/1996]',0.211,-0.163,0.002,78.825,30.800,8.375,0.000
'[15:26:54.446 06/04/1996]',0.211,-0.163,0.002,78.825,30.800,8.375,0.000
'[15:26:54.448 06/04/1996]',0.220,-0.163,0.002,78.075,30.675,8.425,0.000
'[15:26:54.450 06/04/1996]',0.211,-0.163,0.002,78.075,30.675,8.425,0.000
'[15:26:54.452 06/04/1996]',0.220,-0.163,0.002,78.075,30.675,8.425,0.000
'[15:26:54.454 06/04/1996]',0.211,-0.163,0.002,78.075,30.675,8.425,0.000
'[15:26:54.456 06/04/1996]',0.220,-0.163,0.002,77.325,30.625,8.600,0.000
'[15:26:54.458 06/04/1996]',0.211,-0.163,0.002,77.325,30.625,8.600,0.000
'[15:26:54.460 06/04/1996]',0.220,-0.163,0.002,77.325,30.625,8.600,0.000
'[15:26:54.462 06/04/1996]',0.211,-0.163,0.002,77.325,30.625,8.600,0.000
'[15:26:54.464 06/04/1996]',0.211,-0.163,0.002,76.650,30.625,8.787,0.000
'[15:26:54.466 06/04/1996]',0.211,-0.145,0.002,76.650,30.625,8.787,0.000
'[15:26:54.468 06/04/1996]',0.211,-0.145,0.002,76.650,30.625,8.787,0.000
'[15:26:54.470 06/04/1996]',0.211,-0.145,0.002,76.650,30.625,8.787,0.000
'[15:26:54.472 06/04/1996]',0.211,-0.145,0.002,76.050,30.625,9.012,0.000
'[15:26:54.474 06/04/1996]',0.211,-0.145,0.002,76.050,30.625,9.012,0.000
'[15:26:54.476 06/04/1996]',0.211,-0.145,0.002,76.050,30.625,9.012,0.000
'[15:26:54.478 06/04/1996]',0.220,-0.163,0.002,76.050,30.625,9.012,0.000
'[15:26:54.480 06/04/1996]',0.220,-0.163,0.002,75.525,30.550,9.250,0.000
'[15:26:54.482 06/04/1996]',0.220,-0.163,0.002,75.525,30.550,9.250,0.000
'[15:26:54.484 06/04/1996]',0.211,-0.163,0.002,75.525,30.550,9.250,0.000
'[15:26:54.486 06/04/1996]',0.211,-0.163,0.002,75.525,30.550,9.250,0.000
'[15:26:54.488 06/04/1996]',0.220,-0.163,0.002,75.075,30.375,9.600,0.000
'[15:26:54.490 06/04/1996]',0.202,-0.163,0.002,75.075,30.375,9.600,0.000
'[15:26:54.492 06/04/1996]',0.220,-0.145,0.002,75.075,30.375,9.600,0.000
'[15:26:54.494 06/04/1996]',0.220,-0.163,0.002,75.075,30.375,9.600,0.000
'[15:26:54.496 06/04/1996]',0.220,-0.163,0.002,74.475,30.200,10.012,0.000
'[15:26:54.498 06/04/1996]',0.220,-0.163,0.002,74.475,30.200,10.012,0.000
'[15:26:54.500 06/04/1996]',0.220,-0.163,0.002,74.475,30.200,10.012,0.000
'[15:26:54.502 06/04/1996]',0.220,-0.163,0.002,74.475,30.200,10.012,0.000
'[15:26:54.504 06/04/1996]',0.229,-0.163,0.002,73.800,29.975,10.425,0.000
'[15:26:54.506 06/04/1996]',0.229,-0.163,0.002,73.800,29.975,10.425,0.000
'[15:26:54.508 06/04/1996]',0.238,-0.163,0.002,73.800,29.975,10.425,0.000
'[15:26:54.510 06/04/1996]',0.238,-0.163,0.002,73.800,29.975,10.425,0.000
'[15:26:54.512 06/04/1996]',0.238,-0.163,0.002,73.200,29.675,10.887,0.000
'[15:26:54.514 06/04/1996]',0.238,-0.163,0.002,73.200,29.675,10.887,0.000
'[15:26:54.516 06/04/1996]',0.238,-0.182,0.002,73.200,29.675,10.887,0.000
'[15:26:54.518 06/04/1996]',0.247,-0.182,0.002,73.200,29.675,10.887,0.000
'[15:26:54.520 06/04/1996]',0.265,-0.182,0.002,72.675,29.375,11.300,0.000
'[15:26:54.522 06/04/1996]',0.257,-0.182,-0.020,72.675,29.375,11.300,0.000
'[15:26:54.524 06/04/1996]',0.275,-0.163,-0.042,72.675,29.375,11.300,0.000
'[15:26:54.526 06/04/1996]',0.275,-0.163,-0.042,72.675,29.375,11.300,0.000
'[15:26:54.528 06/04/1996]',0.284,-0.182,-0.042,72.225,29.025,11.713,0.000
'[15:26:54.530 06/04/1996]',0.302,-0.182,-0.042,72.225,29.025,11.713,0.000
'[15:26:54.532 06/04/1996]',0.311,-0.200,-0.042,72.225,29.025,11.713,0.000
'[15:26:54.534 06/04/1996]',0.330,-0.218,-0.042,72.225,29.025,11.713,0.000
'[15:26:54.536 06/04/1996]',0.348,-0.237,-0.020,71.850,28.675,12.175,0.000
'[15:26:54.538 06/04/1996]',0.366,-0.255,0.002,71.850,28.675,12.175,0.000
'[15:26:54.540 06/04/1996]',0.375,-0.291,0.023,71.850,28.675,12.175,0.000
'[15:26:54.542 06/04/1996]',0.393,-0.309,0.045,71.850,28.675,12.175,0.000
'[15:26:54.544 06/04/1996]',0.412,-0.346,0.067,71.400,28.325,12.537,0.000
'[15:26:54.546 06/04/1996]',0.439,-0.383,0.089,71.400,28.325,12.537,0.000
'[15:26:54.548 06/04/1996]',0.448,-0.438,0.111,71.400,28.325,12.537,0.000
'[15:26:54.550 06/04/1996]',0.458,-0.474,0.155,71.400,28.325,12.537,0.000
'[15:26:54.552 06/04/1996]',0.467,-0.511,0.199,71.100,28.025,12.762,0.000
'[15:26:54.554 06/04/1996]',0.439,-0.528,0.243,71.100,28.025,12.762,0.000
'[15:26:54.556 06/04/1996]',0.412,-0.528,0.287,71.100,28.025,12.762,0.000
'[15:26:54.558 06/04/1996]',0.375,-0.528,0.330,71.100,28.025,12.762,0.000
'[15:26:54.560 06/04/1996]',0.311,-0.528,0.374,70.800,27.850,12.887,0.000
'[15:26:54.562 06/04/1996]',0.265,-0.511,0.374,70.800,27.850,12.887,0.000
'[15:26:54.564 06/04/1996]',0.211,-0.474,0.396,70.800,27.850,12.887,0.000
'[15:26:54.566 06/04/1996]',0.174,-0.456,0.374,70.800,27.850,12.887,0.000
'[15:26:54.568 06/04/1996]',0.147,-0.438,0.374,70.500,27.850,12.825,0.000
'[15:26:54.570 06/04/1996]',0.129,-0.401,0.330,70.500,27.850,12.825,0.000
'[15:26:54.572 06/04/1996]',0.110,-0.364,0.330,70.500,27.850,12.825,0.000
'[15:26:54.574 06/04/1996]',0.092,-0.346,0.287,70.500,27.850,12.825,0.000
'[15:26:54.576 06/04/1996]',0.083,-0.309,0.265,70.125,27.800,12.650,0.000
'[15:26:54.578 06/04/1996]',0.083,-0.273,0.221,70.125,27.800,12.650,0.000
'[15:26:54.580 06/04/1996]',0.074,-0.273,0.177,70.125,27.800,12.650,0.000
'[15:26:54.582 06/04/1996]',0.083,-0.255,0.133,70.125,27.800,12.650,0.000
'[15:26:54.584 06/04/1996]',0.110,-0.237,0.133,69.825,27.625,12.350,0.000
'[15:26:54.586 06/04/1996]',0.120,-0.218,0.089,69.825,27.625,12.350,0.000
'[15:26:54.588 06/04/1996]',0.138,-0.200,0.067,69.825,27.625,12.350,0.000
'[15:26:54.590 06/04/1996]',0.147,-0.182,0.023,69.825,27.625,12.350,0.000
'[15:26:54.592 06/04/1996]',0.174,-0.182,0.002,69.375,27.400,12.000,0.000
'[15:26:54.594 06/04/1996]',0.193,-0.182,0.002,69.375,27.400,12.000,0.000
'[15:26:54.596 06/04/1996]',0.202,-0.182,-0.020,69.375,27.400,12.000,0.000
'[15:26:54.598 06/04/1996]',0.220,-0.182,-0.042,69.375,27.400,12.000,0.000
'[15:26:54.600 06/04/1996]',0.220,-0.163,-0.042,68.925,27.150,11.713,0.000
'[15:26:54.602 06/04/1996]',0.229,-0.163,-0.042,68.925,27.150,11.713,0.000
'[15:26:54.604 06/04/1996]',0.229,-0.163,-0.042,68.925,27.150,11.713,0.000
'[15:26:54.606 06/04/1996]',0.229,-0.163,-0.042,68.925,27.150,11.713,0.000
'[15:26:54.608 06/04/1996]',0.238,-0.163,-0.042,68.400,26.925,11.412,0.000
'[15:26:54.610 06/04/1996]',0.238,-0.163,-0.064,68.400,26.925,11.412,0.000
'[15:26:54.612 06/04/1996]',0.238,-0.163,-0.064,68.400,26.925,11.412,0.000
'[15:26:54.614 06/04/1996]',0.238,-0.163,-0.086,68.400,26.925,11.412,0.000
'[15:26:54.616 06/04/1996]',0.247,-0.163,-0.064,67.950,26.750,11.125,0.000
