'Time and date','II','aVF','ABP','PAP','CVP','LAP','PLETH','CO2'
'[22:44:09.928 23/02/1996]',0.015,0.063,76.350,20.133,11.650,9.025,-0.128,58.350
'[22:44:09.930 23/02/1996]',0.018,0.066,76.350,20.133,11.650,9.025,-0.128,58.350
'[22:44:09.932 23/02/1996]',0.021,0.069,76.350,20.133,11.650,9.025,-0.128,58.350
'[22:44:09.934 23/02/1996]',0.024,0.072,76.350,20.133,11.650,9.025,-0.128,58.350
'[22:44:09.936 23/02/1996]',0.026,0.074,75.650,22.350,11.475,8.850,-0.141,58.367
'[22:44:09.938 23/02/1996]',0.029,0.077,75.650,22.350,11.475,8.850,-0.141,58.367
'[22:44:09.940 23/02/1996]',0.032,0.080,75.650,22.350,11.475,8.850,-0.141,58.367
'[22:44:09.942 23/02/1996]',0.035,0.082,75.650,22.350,11.475,8.850,-0.141,58.367
'[22:44:09.944 23/02/1996]',0.037,0.084,75.150,23.758,11.350,8.675,-0.141,58.383
'[22:44:09.946 23/02/1996]',0.040,0.086,75.150,23.758,11.350,8.675,-0.141,58.383
'[22:44:09.948 23/02/1996]',0.043,0.088,75.150,23.758,11.350,8.675,-0.141,58.383
'[22:44:09.950 23/02/1996]',0.046,0.090,75.150,23.758,11.350,8.675,-0.141,58.383
'[22:44:09.952 23/02/1996]',0.049,0.092,74.950,23.870,11.287,8.562,-0.149,58.400
'[22:44:09.954 23/02/1996]',0.052,0.094,74.950,23.870,11.287,8.562,-0.149,58.400
'[22:44:09.956 23/02/1996]',0.054,0.096,74.950,23.870,11.287,8.562,-0.149,58.400
'[22:44:09.958 23/02/1996]',0.056,0.098,74.950,23.870,11.287,8.562,-0.149,58.400
'[22:44:09.960 23/02/1996]',0.058,0.101,75.000,23.048,11.287,8.438,-0.158,58.267
'[22:44:09.962 23/02/1996]',0.059,0.103,75.000,23.048,11.287,8.438,-0.158,58.267
'[22:44:09.964 23/02/1996]',0.061,0.105,75.000,23.048,11.287,8.438,-0.158,58.267
'[22:44:09.966 23/02/1996]',0.063,0.107,75.000,23.048,11.287,8.438,-0.158,58.267
'[22:44:09.968 23/02/1996]',0.064,0.108,75.550,22.064,11.287,8.325,-0.153,58.183
'[22:44:09.970 23/02/1996]',0.065,0.109,75.550,22.064,11.287,8.325,-0.153,58.183
'[22:44:09.972 23/02/1996]',0.066,0.111,75.550,22.064,11.287,8.325,-0.153,58.183
'[22:44:09.974 23/02/1996]',0.067,0.112,75.550,22.064,11.287,8.325,-0.153,58.183
'[22:44:09.976 23/02/1996]',0.068,0.114,77.250,21.478,11.287,8.200,-0.158,58.100
'[22:44:09.978 23/02/1996]',0.069,0.115,77.250,21.478,11.287,8.200,-0.158,58.100
'[22:44:09.980 23/02/1996]',0.072,0.117,77.250,21.478,11.287,8.200,-0.158,58.100
'[22:44:09.982 23/02/1996]',0.075,0.120,77.250,21.478,11.287,8.200,-0.158,58.100
'[22:44:09.984 23/02/1996]',0.077,0.121,80.950,21.478,11.287,8.150,-0.153,58.017
'[22:44:09.986 23/02/1996]',0.080,0.123,80.950,21.478,11.287,8.150,-0.153,58.017
'[22:44:09.988 23/02/1996]',0.083,0.125,80.950,21.478,11.287,8.150,-0.153,58.017
'[22:44:09.990 23/02/1996]',0.085,0.127,80.950,21.478,11.287,8.150,-0.153,58.017
'[22:44:09.992 23/02/1996]',0.087,0.129,87.400,21.939,11.175,8.025,-0.149,58.017
'[22:44:09.994 23/02/1996]',0.089,0.130,87.400,21.939,11.175,8.025,-0.149,58.017
'[22:44:09.996 23/02/1996]',0.090,0.131,87.400,21.939,11.175,8.025,-0.149,58.017
'[22:44:09.998 23/02/1996]',0.091,0.132,87.400,21.939,11.175,8.025,-0.149,58.017
'[22:44:10.000 23/02/1996]',0.091,0.132,96.150,22.413,11.000,7.975,-0.132,58.067
'[22:44:10.002 23/02/1996]',0.091,0.131,96.150,22.413,11.000,7.975,-0.132,58.067
'[22:44:10.004 23/02/1996]',0.090,0.131,96.150,22.413,11.000,7.975,-0.132,58.067
'[22:44:10.006 23/02/1996]',0.090,0.130,96.150,22.413,11.000,7.975,-0.132,58.067
'[22:44:10.008 23/02/1996]',0.089,0.128,106.200,22.649,10.762,7.975,-0.105,58.117
'[22:44:10.010 23/02/1996]',0.088,0.126,106.200,22.649,10.762,7.975,-0.105,58.117
'[22:44:10.012 23/02/1996]',0.087,0.122,106.200,22.649,10.762,7.975,-0.105,58.117
'[22:44:10.014 23/02/1996]',0.086,0.119,106.200,22.649,10.762,7.975,-0.105,58.117
'[22:44:10.016 23/02/1996]',0.085,0.115,116.450,22.699,10.650,8.088,-0.062,58.167
'[22:44:10.018 23/02/1996]',0.084,0.111,116.450,22.699,10.650,8.088,-0.062,58.167
'[22:44:10.020 23/02/1996]',0.082,0.107,116.450,22.699,10.650,8.088,-0.062,58.167
'[22:44:10.022 23/02/1996]',0.079,0.104,116.450,22.699,10.650,8.088,-0.062,58.167
'[22:44:10.024 23/02/1996]',0.077,0.101,126.100,22.649,10.537,8.262,-0.005,58.233
'[22:44:10.026 23/02/1996]',0.075,0.097,126.100,22.649,10.537,8.262,-0.005,58.233
'[22:44:10.028 23/02/1996]',0.071,0.093,126.100,22.649,10.537,8.262,-0.005,58.233
'[22:44:10.030 23/02/1996]',0.068,0.089,126.100,22.649,10.537,8.262,-0.005,58.233
'[22:44:10.032 23/02/1996]',0.064,0.084,134.300,22.475,10.588,8.500,0.065,58.317
'[22:44:10.034 23/02/1996]',0.060,0.078,134.300,22.475,10.588,8.500,0.065,58.317
'[22:44:10.036 23/02/1996]',0.057,0.072,134.300,22.475,10.588,8.500,0.065,58.317
'[22:44:10.038 23/02/1996]',0.053,0.066,134.300,22.475,10.588,8.500,0.065,58.317
'[22:44:10.040 23/02/1996]',0.050,0.061,140.450,22.064,10.713,8.787,0.140,58.400
'[22:44:10.042 23/02/1996]',0.047,0.056,140.450,22.064,10.713,8.787,0.140,58.400
'[22:44:10.044 23/02/1996]',0.044,0.051,140.450,22.064,10.713,8.787,0.140,58.400
'[22:44:10.046 23/02/1996]',0.041,0.046,140.450,22.064,10.713,8.787,0.140,58.400
'[22:44:10.048 23/02/1996]',0.038,0.042,144.100,21.653,10.938,9.088,0.232,58.483
'[22:44:10.050 23/02/1996]',0.035,0.038,144.100,21.653,10.938,9.088,0.232,58.483
'[22:44:10.052 23/02/1996]',0.032,0.035,144.100,21.653,10.938,9.088,0.232,58.483
'[22:44:10.054 23/02/1996]',0.028,0.031,144.100,21.653,10.938,9.088,0.232,58.483
'[22:44:10.056 23/02/1996]',0.025,0.028,145.300,21.653,11.287,9.325,0.332,58.567
'[22:44:10.058 23/02/1996]',0.023,0.025,145.300,21.653,11.287,9.325,0.332,58.567
'[22:44:10.060 23/02/1996]',0.021,0.023,145.300,21.653,11.287,9.325,0.332,58.567
'[22:44:10.062 23/02/1996]',0.018,0.021,145.300,21.653,11.287,9.325,0.332,58.567
'[22:44:10.064 23/02/1996]',0.015,0.019,144.500,22.064,11.650,9.613,0.432,58.667
'[22:44:10.066 23/02/1996]',0.013,0.017,144.500,22.064,11.650,9.613,0.432,58.667
'[22:44:10.068 23/02/1996]',0.011,0.015,144.500,22.064,11.650,9.613,0.432,58.667
'[22:44:10.070 23/02/1996]',0.009,0.013,144.500,22.064,11.650,9.613,0.432,58.667
'[22:44:10.072 23/02/1996]',0.006,0.011,142.200,22.475,11.938,9.787,0.524,58.767
'[22:44:10.074 23/02/1996]',0.003,0.010,142.200,22.475,11.938,9.787,0.524,58.767
'[22:44:10.076 23/02/1996]',0.001,0.009,142.200,22.475,11.938,9.787,0.524,58.767
'[22:44:10.078 23/02/1996]',-0.002,0.007,142.200,22.475,11.938,9.787,0.524,58.767
'[22:44:10.080 23/02/1996]',-0.004,0.006,138.900,22.475,12.287,9.900,0.608,58.867
'[22:44:10.082 23/02/1996]',-0.005,0.006,138.900,22.475,12.287,9.900,0.608,58.867
'[22:44:10.084 23/02/1996]',-0.006,0.006,138.900,22.475,12.287,9.900,0.608,58.867
'[22:44:10.086 23/02/1996]',-0.008,0.007,138.900,22.475,12.287,9.900,0.608,58.867
'[22:44:10.088 23/02/1996]',-0.009,0.007,135.100,21.765,12.637,9.963,0.682,58.783
'[22:44:10.090 23/02/1996]',-0.011,0.007,135.100,21.765,12.637,9.963,0.682,58.783
'[22:44:10.092 23/02/1996]',-0.011,0.006,135.100,21.765,12.637,9.963,0.682,58.783
'[22:44:10.094 23/02/1996]',-0.012,0.006,135.100,21.765,12.637,9.963,0.682,58.783
'[22:44:10.096 23/02/1996]',-0.014,0.005,131.200,20.606,12.875,9.963,0.743,58.750
'[22:44:10.098 23/02/1996]',-0.016,0.004,131.200,20.606,12.875,9.963,0.743,58.750
'[22:44:10.100 23/02/1996]',-0.017,0.003,131.200,20.606,12.875,9.963,0.743,58.750
'[22:44:10.102 23/02/1996]',-0.018,0.002,131.200,20.606,12.875,9.963,0.743,58.750
'[22:44:10.104 23/02/1996]',-0.018,0.001,127.500,19.024,13.050,9.963,0.787,58.717
'[22:44:10.106 23/02/1996]',-0.019,0.000,127.500,19.024,13.050,9.963,0.787,58.717
'[22:44:10.108 23/02/1996]',-0.019,0.000,127.500,19.024,13.050,9.963,0.787,58.717
'[22:44:10.110 23/02/1996]',-0.019,0.000,127.500,19.024,13.050,9.963,0.787,58.717
'[22:44:10.112 23/02/1996]',-0.019,0.002,124.100,17.504,13.113,9.963,0.822,58.683
'[22:44:10.114 23/02/1996]',-0.020,0.003,124.100,17.504,13.113,9.963,0.822,58.683
'[22:44:10.116 23/02/1996]',-0.021,0.004,124.100,17.504,13.113,9.963,0.822,58.683
'[22:44:10.118 23/02/1996]',-0.022,0.004,124.100,17.504,13.113,9.963,0.822,58.683
'[22:44:10.120 23/02/1996]',-0.022,0.004,120.850,16.109,13.113,9.900,0.840,58.667
'[22:44:10.122 23/02/1996]',-0.023,0.003,120.850,16.109,13.113,9.900,0.840,58.667
'[22:44:10.124 23/02/1996]',-0.024,0.003,120.850,16.109,13.113,9.900,0.840,58.667
'[22:44:10.126 23/02/1996]',-0.025,0.002,120.850,16.109,13.113,9.900,0.840,58.667
'[22:44:10.128 23/02/1996]',-0.026,0.001,117.700,14.875,12.988,9.787,0.844,58.667
'[22:44:10.130 23/02/1996]',-0.028,0.000,117.700,14.875,12.988,9.787,0.844,58.667
'[22:44:10.132 23/02/1996]',-0.029,-0.001,117.700,14.875,12.988,9.787,0.844,58.667
'[22:44:10.134 23/02/1996]',-0.030,-0.002,117.700,14.875,12.988,9.787,0.844,58.667
'[22:44:10.136 23/02/1996]',-0.032,-0.003,114.400,13.592,12.812,9.675,0.840,58.667
'[22:44:10.138 23/02/1996]',-0.034,-0.003,114.400,13.592,12.812,9.675,0.840,58.667
'[22:44:10.140 23/02/1996]',-0.035,-0.004,114.400,13.592,12.812,9.675,0.840,58.667
'[22:44:10.142 23/02/1996]',-0.037,-0.004,114.400,13.592,12.812,9.675,0.840,58.667
'[22:44:10.144 23/02/1996]',-0.037,-0.004,110.800,12.309,12.637,9.550,0.827,58.667
'[22:44:10.146 23/02/1996]',-0.038,-0.005,110.800,12.309,12.637,9.550,0.827,58.667
'[22:44:10.148 23/02/1996]',-0.039,-0.006,110.800,12.309,12.637,9.550,0.827,58.667
'[22:44:10.150 23/02/1996]',-0.040,-0.007,110.800,12.309,12.637,9.550,0.827,58.667
'[22:44:10.152 23/02/1996]',-0.041,-0.008,106.800,11.611,12.412,9.375,0.809,58.650
'[22:44:10.154 23/02/1996]',-0.041,-0.009,106.800,11.611,12.412,9.375,0.809,58.650
'[22:44:10.156 23/02/1996]',-0.041,-0.011,106.800,11.611,12.412,9.375,0.809,58.650
'[22:44:10.158 23/02/1996]',-0.041,-0.012,106.800,11.611,12.412,9.375,0.809,58.650
'[22:44:10.160 23/02/1996]',-0.043,-0.014,102.650,12.421,12.113,9.200,0.782,58.683
'[22:44:10.162 23/02/1996]',-0.044,-0.016,102.650,12.421,12.113,9.200,0.782,58.683
'[22:44:10.164 23/02/1996]',-0.046,-0.018,102.650,12.421,12.113,9.200,0.782,58.683
'[22:44:10.166 23/02/1996]',-0.049,-0.019,102.650,12.421,12.113,9.200,0.782,58.683
'[22:44:10.168 23/02/1996]',-0.050,-0.021,98.850,15.399,11.825,8.912,0.752,58.717
'[22:44:10.170 23/02/1996]',-0.050,-0.023,98.850,15.399,11.825,8.912,0.752,58.717
'[22:44:10.172 23/02/1996]',-0.049,-0.024,98.850,15.399,11.825,8.912,0.752,58.717
'[22:44:10.174 23/02/1996]',-0.048,-0.025,98.850,15.399,11.825,8.912,0.752,58.717
'[22:44:10.176 23/02/1996]',-0.045,-0.024,95.650,19.958,11.525,8.562,0.713,58.750
'[22:44:10.178 23/02/1996]',-0.042,-0.022,95.650,19.958,11.525,8.562,0.713,58.750
'[22:44:10.180 23/02/1996]',-0.037,-0.018,95.650,19.958,11.525,8.562,0.713,58.750
'[22:44:10.182 23/02/1996]',-0.032,-0.013,95.650,19.958,11.525,8.562,0.713,58.750
'[22:44:10.184 23/02/1996]',-0.028,-0.007,93.300,23.983,11.238,8.150,0.671,58.917
'[22:44:10.186 23/02/1996]',-0.023,-0.002,93.300,23.983,11.238,8.150,0.671,58.917
'[22:44:10.188 23/02/1996]',-0.018,0.003,93.300,23.983,11.238,8.150,0.671,58.917
'[22:44:10.190 23/02/1996]',-0.012,0.008,93.300,23.983,11.238,8.150,0.671,58.917
'[22:44:10.192 23/02/1996]',-0.007,0.010,91.600,25.502,10.887,7.675,0.628,59.083
'[22:44:10.194 23/02/1996]',-0.003,0.012,91.600,25.502,10.887,7.675,0.628,59.083
'[22:44:10.196 23/02/1996]',0.002,0.014,91.600,25.502,10.887,7.675,0.628,59.083
'[22:44:10.198 23/02/1996]',0.006,0.016,91.600,25.502,10.887,7.675,0.628,59.083
'[22:44:10.200 23/02/1996]',0.009,0.019,90.650,23.696,10.588,7.263,0.576,59.250
'[22:44:10.202 23/02/1996]',0.012,0.022,90.650,23.696,10.588,7.263,0.576,59.250
'[22:44:10.204 23/02/1996]',0.017,0.025,90.650,23.696,10.588,7.263,0.576,59.250
'[22:44:10.206 23/02/1996]',0.021,0.028,90.650,23.696,10.588,7.263,0.576,59.250
'[22:44:10.208 23/02/1996]',0.028,0.031,90.200,19.485,10.300,6.912,0.518,59.417
'[22:44:10.210 23/02/1996]',0.034,0.034,90.200,19.485,10.300,6.912,0.518,59.417
'[22:44:10.212 23/02/1996]',0.040,0.038,90.200,19.485,10.300,6.912,0.518,59.417
'[22:44:10.214 23/02/1996]',0.046,0.042,90.200,19.485,10.300,6.912,0.518,59.417
'[22:44:10.216 23/02/1996]',0.051,0.044,90.300,14.875,10.000,6.625,0.470,59.400
'[22:44:10.218 23/02/1996]',0.055,0.047,90.300,14.875,10.000,6.625,0.470,59.400
'[22:44:10.220 23/02/1996]',0.057,0.047,90.300,14.875,10.000,6.625,0.470,59.400
'[22:44:10.222 23/02/1996]',0.058,0.047,90.300,14.875,10.000,6.625,0.470,59.400
'[22:44:10.224 23/02/1996]',0.056,0.044,90.550,11.786,9.713,6.450,0.417,59.433
'[22:44:10.226 23/02/1996]',0.053,0.041,90.550,11.786,9.713,6.450,0.417,59.433
'[22:44:10.228 23/02/1996]',0.046,0.035,90.550,11.786,9.713,6.450,0.417,59.433
'[22:44:10.230 23/02/1996]',0.040,0.030,90.550,11.786,9.713,6.450,0.417,59.433
'[22:44:10.232 23/02/1996]',0.030,0.022,91.100,10.851,9.363,6.450,0.364,59.467
'[22:44:10.234 23/02/1996]',0.021,0.015,91.100,10.851,9.363,6.450,0.364,59.467
'[22:44:10.236 23/02/1996]',0.009,0.007,91.100,10.851,9.363,6.450,0.364,59.467
'[22:44:10.238 23/02/1996]',-0.002,-0.001,91.100,10.851,9.363,6.450,0.364,59.467
'[22:44:10.240 23/02/1996]',-0.014,-0.009,91.600,11.836,9.012,6.625,0.327,59.500
'[22:44:10.242 23/02/1996]',-0.026,-0.017,91.600,11.836,9.012,6.625,0.327,59.500
'[22:44:10.244 23/02/1996]',-0.035,-0.023,91.600,11.836,9.012,6.625,0.327,59.500
'[22:44:10.246 23/02/1996]',-0.045,-0.029,91.600,11.836,9.012,6.625,0.327,59.500
'[22:44:10.248 23/02/1996]',-0.051,-0.034,92.150,13.767,8.662,7.088,0.283,59.433
'[22:44:10.250 23/02/1996]',-0.058,-0.038,92.150,13.767,8.662,7.088,0.283,59.433
'[22:44:10.252 23/02/1996]',-0.064,-0.043,92.150,13.767,8.662,7.088,0.283,59.433
'[22:44:10.254 23/02/1996]',-0.069,-0.047,92.150,13.767,8.662,7.088,0.283,59.433
'[22:44:10.256 23/02/1996]',-0.074,-0.051,92.500,15.573,8.425,7.800,0.240,59.417
'[22:44:10.258 23/02/1996]',-0.080,-0.056,92.500,15.573,8.425,7.800,0.240,59.417
'[22:44:10.260 23/02/1996]',-0.086,-0.060,92.500,15.573,8.425,7.800,0.240,59.417
'[22:44:10.262 23/02/1996]',-0.091,-0.065,92.500,15.573,8.425,7.800,0.240,59.417
'[22:44:10.264 23/02/1996]',-0.096,-0.068,92.750,16.744,8.188,8.613,0.211,59.400
'[22:44:10.266 23/02/1996]',-0.101,-0.070,92.750,16.744,8.188,8.613,0.211,59.400
'[22:44:10.268 23/02/1996]',-0.106,-0.072,92.750,16.744,8.188,8.613,0.211,59.400
'[22:44:10.270 23/02/1996]',-0.111,-0.074,92.750,16.744,8.188,8.613,0.211,59.400
'[22:44:10.272 23/02/1996]',-0.113,-0.075,92.800,17.267,8.075,9.325,0.182,59.383
'[22:44:10.274 23/02/1996]',-0.115,-0.077,92.800,17.267,8.075,9.325,0.182,59.383
'[22:44:10.276 23/02/1996]',-0.116,-0.077,92.800,17.267,8.075,9.325,0.182,59.383
'[22:44:10.278 23/02/1996]',-0.116,-0.078,92.800,17.267,8.075,9.325,0.182,59.383
'[22:44:10.280 23/02/1996]',-0.116,-0.078,92.700,17.392,8.075,9.963,0.153,59.317
'[22:44:10.282 23/02/1996]',-0.115,-0.078,92.700,17.392,8.075,9.963,0.153,59.317
'[22:44:10.284 23/02/1996]',-0.114,-0.079,92.700,17.392,8.075,9.963,0.153,59.317
'[22:44:10.286 23/02/1996]',-0.113,-0.080,92.700,17.392,8.075,9.963,0.153,59.317
'[22:44:10.288 23/02/1996]',-0.114,-0.081,92.400,17.155,8.125,10.488,0.130,59.283
'[22:44:10.290 23/02/1996]',-0.115,-0.081,92.400,17.155,8.125,10.488,0.130,59.283
'[22:44:10.292 23/02/1996]',-0.117,-0.082,92.400,17.155,8.125,10.488,0.130,59.283
'[22:44:10.294 23/02/1996]',-0.118,-0.082,92.400,17.155,8.125,10.488,0.130,59.283
'[22:44:10.296 23/02/1996]',-0.120,-0.083,91.850,16.570,8.363,10.838,0.105,59.250
'[22:44:10.298 23/02/1996]',-0.123,-0.084,91.850,16.570,8.363,10.838,0.105,59.250
'[22:44:10.300 23/02/1996]',-0.126,-0.085,91.850,16.570,8.363,10.838,0.105,59.250
'[22:44:10.302 23/02/1996]',-0.128,-0.085,91.850,16.570,8.363,10.838,0.105,59.250
'[22:44:10.304 23/02/1996]',-0.128,-0.085,91.250,15.224,8.713,11.012,0.082,59.217
'[22:44:10.306 23/02/1996]',-0.128,-0.084,91.250,15.224,8.713,11.012,0.082,59.217
'[22:44:10.308 23/02/1996]',-0.126,-0.084,91.250,15.224,8.713,11.012,0.082,59.217
'[22:44:10.310 23/02/1996]',-0.124,-0.084,91.250,15.224,8.713,11.012,0.082,59.217
'[22:44:10.312 23/02/1996]',-0.122,-0.084,90.500,13.243,9.188,11.075,0.053,59.100
'[22:44:10.314 23/02/1996]',-0.121,-0.084,90.500,13.243,9.188,11.075,0.053,59.100
'[22:44:10.316 23/02/1996]',-0.120,-0.085,90.500,13.243,9.188,11.075,0.053,59.100
'[22:44:10.318 23/02/1996]',-0.120,-0.085,90.500,13.243,9.188,11.075,0.053,59.100
'[22:44:10.320 23/02/1996]',-0.121,-0.086,89.650,11.026,9.775,10.963,0.034,58.983
'[22:44:10.322 23/02/1996]',-0.123,-0.088,89.650,11.026,9.775,10.963,0.034,58.983
'[22:44:10.324 23/02/1996]',-0.128,-0.092,89.650,11.026,9.775,10.963,0.034,58.983
'[22:44:10.326 23/02/1996]',-0.132,-0.097,89.650,11.026,9.775,10.963,0.034,58.983
'[22:44:10.328 23/02/1996]',-0.142,-0.106,88.750,9.568,10.350,10.787,0.000,58.867
'[22:44:10.330 23/02/1996]',-0.153,-0.115,88.750,9.568,10.350,10.787,0.000,58.867
'[22:44:10.332 23/02/1996]',-0.169,-0.132,88.750,9.568,10.350,10.787,0.000,58.867
'[22:44:10.334 23/02/1996]',-0.185,-0.149,88.750,9.568,10.350,10.787,0.000,58.867
'[22:44:10.336 23/02/1996]',-0.207,-0.174,87.800,9.568,10.887,10.613,-0.029,58.750
'[22:44:10.338 23/02/1996]',-0.230,-0.199,87.800,9.568,10.887,10.613,-0.029,58.750
'[22:44:10.340 23/02/1996]',-0.256,-0.230,87.800,9.568,10.887,10.613,-0.029,58.750
'[22:44:10.342 23/02/1996]',-0.282,-0.260,87.800,9.568,10.887,10.613,-0.029,58.750
'[22:44:10.344 23/02/1996]',-0.305,-0.295,86.950,11.076,11.350,10.438,-0.058,58.667
'[22:44:10.346 23/02/1996]',-0.329,-0.331,86.950,11.076,11.350,10.438,-0.058,58.667
'[22:44:10.348 23/02/1996]',-0.344,-0.366,86.950,11.076,11.350,10.438,-0.058,58.667
'[22:44:10.350 23/02/1996]',-0.358,-0.402,86.950,11.076,11.350,10.438,-0.058,58.667
'[22:44:10.352 23/02/1996]',-0.359,-0.434,86.050,13.306,11.762,10.262,-0.096,58.583
'[22:44:10.354 23/02/1996]',-0.360,-0.466,86.050,13.306,11.762,10.262,-0.096,58.583
'[22:44:10.356 23/02/1996]',-0.347,-0.487,86.050,13.306,11.762,10.262,-0.096,58.583
'[22:44:10.358 23/02/1996]',-0.334,-0.509,86.050,13.306,11.762,10.262,-0.096,58.583
'[22:44:10.360 23/02/1996]',-0.305,-0.510,85.200,15.224,12.050,10.137,-0.134,58.500
'[22:44:10.362 23/02/1996]',-0.276,-0.512,85.200,15.224,12.050,10.137,-0.134,58.500
'[22:44:10.364 23/02/1996]',-0.233,-0.486,85.200,15.224,12.050,10.137,-0.134,58.500
'[22:44:10.366 23/02/1996]',-0.190,-0.461,85.200,15.224,12.050,10.137,-0.134,58.500
'[22:44:10.368 23/02/1996]',-0.139,-0.406,84.250,16.047,12.287,9.963,-0.163,58.417
'[22:44:10.370 23/02/1996]',-0.088,-0.352,84.250,16.047,12.287,9.963,-0.163,58.417
'[22:44:10.372 23/02/1996]',-0.038,-0.278,84.250,16.047,12.287,9.963,-0.163,58.417
'[22:44:10.374 23/02/1996]',0.011,-0.204,84.250,16.047,12.287,9.963,-0.163,58.417
'[22:44:10.376 23/02/1996]',0.049,-0.130,83.300,15.698,12.350,9.787,-0.206,58.333
'[22:44:10.378 23/02/1996]',0.086,-0.055,83.300,15.698,12.350,9.787,-0.206,58.333
'[22:44:10.380 23/02/1996]',0.103,0.000,83.300,15.698,12.350,9.787,-0.206,58.333
'[22:44:10.382 23/02/1996]',0.120,0.055,83.300,15.698,12.350,9.787,-0.206,58.333
'[22:44:10.384 23/02/1996]',0.116,0.080,82.450,14.589,12.287,9.613,-0.239,58.250
'[22:44:10.386 23/02/1996]',0.111,0.104,82.450,14.589,12.287,9.613,-0.239,58.250
'[22:44:10.388 23/02/1996]',0.089,0.102,82.450,14.589,12.287,9.613,-0.239,58.250
'[22:44:10.390 23/02/1996]',0.067,0.099,82.450,14.589,12.287,9.613,-0.239,58.250
'[22:44:10.392 23/02/1996]',0.037,0.080,81.500,13.355,12.175,9.438,-0.269,58.167
'[22:44:10.394 23/02/1996]',0.007,0.060,81.500,13.355,12.175,9.438,-0.269,58.167
'[22:44:10.396 23/02/1996]',-0.022,0.037,81.500,13.355,12.175,9.438,-0.269,58.167
'[22:44:10.398 23/02/1996]',-0.051,0.014,81.500,13.355,12.175,9.438,-0.269,58.167
'[22:44:10.400 23/02/1996]',-0.073,-0.004,80.600,12.596,11.938,9.325,-0.311,58.083
'[22:44:10.402 23/02/1996]',-0.095,-0.021,80.600,12.596,11.938,9.325,-0.311,58.083
'[22:44:10.404 23/02/1996]',-0.108,-0.030,80.600,12.596,11.938,9.325,-0.311,58.083
'[22:44:10.406 23/02/1996]',-0.121,-0.039,80.600,12.596,11.938,9.325,-0.311,58.083
'[22:44:10.408 23/02/1996]',-0.124,-0.039,79.750,12.770,11.650,9.200,-0.341,58.133
'[22:44:10.410 23/02/1996]',-0.127,-0.039,79.750,12.770,11.650,9.200,-0.341,58.133
'[22:44:10.412 23/02/1996]',-0.120,-0.034,79.750,12.770,11.650,9.200,-0.341,58.133
'[22:44:10.414 23/02/1996]',-0.114,-0.028,79.750,12.770,11.650,9.200,-0.341,58.133
'[22:44:10.416 23/02/1996]',-0.102,-0.019,78.800,13.829,11.287,9.025,-0.374,58.200
'[22:44:10.418 23/02/1996]',-0.090,-0.011,78.800,13.829,11.287,9.025,-0.374,58.200
'[22:44:10.420 23/02/1996]',-0.076,-0.003,78.800,13.829,11.287,9.025,-0.374,58.200
'[22:44:10.422 23/02/1996]',-0.062,0.006,78.800,13.829,11.287,9.025,-0.374,58.200
'[22:44:10.424 23/02/1996]',-0.051,0.011,77.850,15.349,10.938,8.787,-0.398,58.267
'[22:44:10.426 23/02/1996]',-0.040,0.017,77.850,15.349,10.938,8.787,-0.398,58.267
'[22:44:10.428 23/02/1996]',-0.033,0.021,77.850,15.349,10.938,8.787,-0.398,58.267
'[22:44:10.430 23/02/1996]',-0.025,0.024,77.850,15.349,10.938,8.787,-0.398,58.267
'[22:44:10.432 23/02/1996]',-0.019,0.028,77.050,16.458,10.650,8.562,-0.427,58.333
'[22:44:10.434 23/02/1996]',-0.013,0.031,77.050,16.458,10.650,8.562,-0.427,58.333
'[22:44:10.436 23/02/1996]',-0.009,0.036,77.050,16.458,10.650,8.562,-0.427,58.333
'[22:44:10.438 23/02/1996]',-0.004,0.041,77.050,16.458,10.650,8.562,-0.427,58.333
'[22:44:10.440 23/02/1996]',0.000,0.045,76.200,17.043,10.412,8.387,-0.456,58.400
'[22:44:10.442 23/02/1996]',0.004,0.050,76.200,17.043,10.412,8.387,-0.456,58.400
'[22:44:10.444 23/02/1996]',0.008,0.052,76.200,17.043,10.412,8.387,-0.456,58.400
'[22:44:10.446 23/02/1996]',0.012,0.055,76.200,17.043,10.412,8.387,-0.456,58.400
'[22:44:10.448 23/02/1996]',0.014,0.058,75.500,17.616,10.238,8.262,-0.475,58.467
'[22:44:10.450 23/02/1996]',0.016,0.060,75.500,17.616,10.238,8.262,-0.475,58.467
'[22:44:10.452 23/02/1996]',0.018,0.064,75.500,17.616,10.238,8.262,-0.475,58.467
'[22:44:10.454 23/02/1996]',0.019,0.067,75.500,17.616,10.238,8.262,-0.475,58.467
'[22:44:10.456 23/02/1996]',0.021,0.071,74.850,18.738,10.238,8.200,-0.503,58.533
'[22:44:10.458 23/02/1996]',0.024,0.075,74.850,18.738,10.238,8.200,-0.503,58.533
'[22:44:10.460 23/02/1996]',0.026,0.078,74.850,18.738,10.238,8.200,-0.503,58.533
'[22:44:10.462 23/02/1996]',0.029,0.081,74.850,18.738,10.238,8.200,-0.503,58.533
'[22:44:10.464 23/02/1996]',0.032,0.083,74.500,20.133,10.238,8.088,-0.518,58.600
'[22:44:10.466 23/02/1996]',0.035,0.085,74.500,20.133,10.238,8.088,-0.518,58.600
'[22:44:10.468 23/02/1996]',0.037,0.086,74.500,20.133,10.238,8.088,-0.518,58.600
