'Time and date','II ','MCL1 ','V ','ABP ','PLETH ','RESP '
'[13:14:49.376 19/05/1995]',0.114,0.224,0.141,80.785,-0.357,-0.361
'[13:14:49.378 19/05/1995]',0.100,0.215,0.131,80.785,-0.357,-0.361
'[13:14:49.380 19/05/1995]',0.114,0.206,0.131,80.785,-0.357,-0.361
'[13:14:49.382 19/05/1995]',0.114,0.206,0.131,80.785,-0.357,-0.361
'[13:14:49.384 19/05/1995]',0.114,0.206,0.121,85.242,-0.337,-0.363
'[13:14:49.386 19/05/1995]',0.114,0.189,0.111,85.242,-0.337,-0.363
'[13:14:49.388 19/05/1995]',0.114,0.189,0.111,85.242,-0.337,-0.363
'[13:14:49.390 19/05/1995]',0.114,0.189,0.111,85.242,-0.337,-0.363
'[13:14:49.392 19/05/1995]',0.114,0.181,0.111,89.649,-0.314,-0.364
'[13:14:49.394 19/05/1995]',0.114,0.172,0.111,89.649,-0.314,-0.364
'[13:14:49.396 19/05/1995]',0.100,0.163,0.111,89.649,-0.314,-0.364
'[13:14:49.398 19/05/1995]',0.100,0.155,0.101,89.649,-0.314,-0.364
'[13:14:49.400 19/05/1995]',0.100,0.146,0.091,93.856,-0.285,-0.364
'[13:14:49.402 19/05/1995]',0.086,0.129,0.081,93.856,-0.285,-0.364
'[13:14:49.404 19/05/1995]',0.086,0.129,0.091,93.856,-0.285,-0.364
'[13:14:49.406 19/05/1995]',0.086,0.129,0.091,93.856,-0.285,-0.364
'[13:14:49.408 19/05/1995]',0.072,0.129,0.081,97.663,-0.253,-0.364
'[13:14:49.410 19/05/1995]',0.072,0.129,0.081,97.663,-0.253,-0.364
'[13:14:49.412 19/05/1995]',0.072,0.121,0.081,97.663,-0.253,-0.364
'[13:14:49.414 19/05/1995]',0.057,0.121,0.081,97.663,-0.253,-0.364
'[13:14:49.416 19/05/1995]',0.043,0.112,0.081,100.968,-0.211,-0.364
'[13:14:49.418 19/05/1995]',0.043,0.095,0.061,100.968,-0.211,-0.364
'[13:14:49.420 19/05/1995]',0.043,0.086,0.061,100.968,-0.211,-0.364
'[13:14:49.422 19/05/1995]',0.043,0.078,0.051,100.968,-0.211,-0.364
'[13:14:49.424 19/05/1995]',0.043,0.078,0.051,103.472,-0.169,-0.362
'[13:14:49.426 19/05/1995]',0.043,0.078,0.051,103.472,-0.169,-0.362
'[13:14:49.428 19/05/1995]',0.043,0.069,0.051,103.472,-0.169,-0.362
'[13:14:49.430 19/05/1995]',0.043,0.069,0.051,103.472,-0.169,-0.362
'[13:14:49.432 19/05/1995]',0.029,0.061,0.040,105.125,-0.120,-0.360
'[13:14:49.434 19/05/1995]',0.015,0.043,0.040,105.125,-0.120,-0.360
'[13:14:49.436 19/05/1995]',0.015,0.052,0.040,105.125,-0.120,-0.360
'[13:14:49.438 19/05/1995]',0.015,0.035,0.040,105.125,-0.120,-0.360
'[13:14:49.440 19/05/1995]',0.001,0.035,0.040,105.826,-0.070,-0.358
'[13:14:49.442 19/05/1995]',0.001,0.035,0.040,105.826,-0.070,-0.358
'[13:14:49.444 19/05/1995]',0.001,0.035,0.040,105.826,-0.070,-0.358
'[13:14:49.446 19/05/1995]',0.001,0.035,0.040,105.826,-0.070,-0.358
'[13:14:49.448 19/05/1995]',0.001,0.026,0.040,105.726,-0.015,-0.356
'[13:14:49.450 19/05/1995]',0.001,0.026,0.040,105.726,-0.015,-0.356
'[13:14:49.452 19/05/1995]',0.001,0.026,0.040,105.726,-0.015,-0.356
'[13:14:49.454 19/05/1995]',0.001,0.018,0.040,105.726,-0.015,-0.356
'[13:14:49.456 19/05/1995]',0.015,0.009,0.030,104.875,0.037,-0.355
'[13:14:49.458 19/05/1995]',0.001,0.009,0.030,104.875,0.037,-0.355
'[13:14:49.460 19/05/1995]',0.001,0.009,0.030,104.875,0.037,-0.355
'[13:14:49.462 19/05/1995]',0.001,0.009,0.030,104.875,0.037,-0.355
'[13:14:49.464 19/05/1995]',0.015,0.001,0.030,103.422,0.089,-0.354
'[13:14:49.466 19/05/1995]',0.015,0.001,0.030,103.422,0.089,-0.354
'[13:14:49.468 19/05/1995]',0.015,0.001,0.030,103.422,0.089,-0.354
'[13:14:49.470 19/05/1995]',0.001,0.001,0.030,103.422,0.089,-0.354
'[13:14:49.472 19/05/1995]',0.015,0.001,0.030,101.419,0.138,-0.353
'[13:14:49.474 19/05/1995]',0.015,0.009,0.040,101.419,0.138,-0.353
'[13:14:49.476 19/05/1995]',0.015,0.009,0.030,101.419,0.138,-0.353
'[13:14:49.478 19/05/1995]',0.015,0.001,0.020,101.419,0.138,-0.353
'[13:14:49.480 19/05/1995]',0.001,0.001,0.010,98.915,0.179,-0.352
'[13:14:49.482 19/05/1995]',0.015,0.001,0.010,98.915,0.179,-0.352
'[13:14:49.484 19/05/1995]',0.015,0.001,0.010,98.915,0.179,-0.352
'[13:14:49.486 19/05/1995]',0.015,0.001,0.001,98.915,0.179,-0.352
'[13:14:49.488 19/05/1995]',0.015,-0.008,0.001,95.910,0.217,-0.350
'[13:14:49.490 19/05/1995]',0.015,-0.008,0.001,95.910,0.217,-0.350
'[13:14:49.492 19/05/1995]',0.015,0.001,0.001,95.910,0.217,-0.350
'[13:14:49.494 19/05/1995]',0.015,0.001,0.001,95.910,0.217,-0.350
'[13:14:49.496 19/05/1995]',0.015,0.001,0.001,92.805,0.245,-0.349
'[13:14:49.498 19/05/1995]',0.015,-0.008,0.001,92.805,0.245,-0.349
'[13:14:49.500 19/05/1995]',0.015,0.001,0.001,92.805,0.245,-0.349
'[13:14:49.502 19/05/1995]',0.015,0.001,0.001,92.805,0.245,-0.349
'[13:14:49.504 19/05/1995]',0.015,0.001,0.001,89.649,0.262,-0.348
'[13:14:49.506 19/05/1995]',0.001,0.001,0.001,89.649,0.262,-0.348
'[13:14:49.508 19/05/1995]',0.001,-0.008,0.001,89.649,0.262,-0.348
'[13:14:49.510 19/05/1995]',0.001,-0.008,0.001,89.649,0.262,-0.348
'[13:14:49.512 19/05/1995]',0.001,-0.008,0.001,86.644,0.275,-0.347
'[13:14:49.514 19/05/1995]',-0.013,-0.016,0.001,86.644,0.275,-0.347
'[13:14:49.516 19/05/1995]',-0.027,-0.016,0.001,86.644,0.275,-0.347
'[13:14:49.518 19/05/1995]',-0.041,-0.016,0.001,86.644,0.275,-0.347
'[13:14:49.520 19/05/1995]',-0.027,-0.025,0.001,84.040,0.276,-0.347
'[13:14:49.522 19/05/1995]',-0.027,-0.016,0.001,84.040,0.276,-0.347
'[13:14:49.524 19/05/1995]',-0.041,-0.016,0.001,84.040,0.276,-0.347
'[13:14:49.526 19/05/1995]',-0.041,-0.008,0.001,84.040,0.276,-0.347
'[13:14:49.528 19/05/1995]',-0.055,-0.008,0.001,81.836,0.269,-0.347
'[13:14:49.530 19/05/1995]',-0.055,0.001,0.001,81.836,0.269,-0.347
'[13:14:49.532 19/05/1995]',-0.070,-0.008,0.001,81.836,0.269,-0.347
'[13:14:49.534 19/05/1995]',-0.070,-0.008,0.010,81.836,0.269,-0.347
'[13:14:49.536 19/05/1995]',-0.084,0.001,0.001,79.883,0.257,-0.347
'[13:14:49.538 19/05/1995]',-0.084,0.001,0.020,79.883,0.257,-0.347
'[13:14:49.540 19/05/1995]',-0.070,0.001,0.010,79.883,0.257,-0.347
'[13:14:49.542 19/05/1995]',-0.070,0.001,0.010,79.883,0.257,-0.347
'[13:14:49.544 19/05/1995]',-0.070,0.001,0.001,78.230,0.238,-0.348
'[13:14:49.546 19/05/1995]',-0.070,0.001,0.001,78.230,0.238,-0.348
'[13:14:49.548 19/05/1995]',-0.070,0.001,0.001,78.230,0.238,-0.348
'[13:14:49.550 19/05/1995]',-0.070,0.001,0.001,78.230,0.238,-0.348
'[13:14:49.552 19/05/1995]',-0.084,0.001,0.010,76.828,0.215,-0.349
'[13:14:49.554 19/05/1995]',-0.084,0.001,0.010,76.828,0.215,-0.349
'[13:14:49.556 19/05/1995]',-0.084,0.001,0.001,76.828,0.215,-0.349
'[13:14:49.558 19/05/1995]',-0.084,0.001,0.010,76.828,0.215,-0.349
'[13:14:49.560 19/05/1995]',-0.084,0.001,0.010,75.626,0.186,-0.350
'[13:14:49.562 19/05/1995]',-0.098,0.001,0.010,75.626,0.186,-0.350
'[13:14:49.564 19/05/1995]',-0.098,0.001,0.010,75.626,0.186,-0.350
'[13:14:49.566 19/05/1995]',-0.098,0.001,0.010,75.626,0.186,-0.350
'[13:14:49.568 19/05/1995]',-0.084,0.001,0.010,74.624,0.154,-0.351
'[13:14:49.570 19/05/1995]',-0.084,0.001,0.010,74.624,0.154,-0.351
'[13:14:49.572 19/05/1995]',-0.084,0.001,0.010,74.624,0.154,-0.351
'[13:14:49.574 19/05/1995]',-0.098,-0.008,0.001,74.624,0.154,-0.351
'[13:14:49.576 19/05/1995]',-0.084,-0.008,0.001,73.773,0.120,-0.353
'[13:14:49.578 19/05/1995]',-0.084,-0.008,0.001,73.773,0.120,-0.353
'[13:14:49.580 19/05/1995]',-0.084,-0.008,0.001,73.773,0.120,-0.353
'[13:14:49.582 19/05/1995]',-0.098,-0.016,0.001,73.773,0.120,-0.353
'[13:14:49.584 19/05/1995]',-0.098,-0.025,0.001,73.122,0.086,-0.355
'[13:14:49.586 19/05/1995]',-0.070,-0.025,0.001,73.122,0.086,-0.355
'[13:14:49.588 19/05/1995]',-0.084,-0.034,0.001,73.122,0.086,-0.355
'[13:14:49.590 19/05/1995]',-0.084,-0.025,0.001,73.122,0.086,-0.355
'[13:14:49.592 19/05/1995]',-0.084,-0.025,0.001,72.721,0.046,-0.357
'[13:14:49.594 19/05/1995]',-0.084,-0.034,0.001,72.721,0.046,-0.357
'[13:14:49.596 19/05/1995]',-0.070,-0.025,0.001,72.721,0.046,-0.357
'[13:14:49.598 19/05/1995]',-0.070,-0.025,0.001,72.721,0.046,-0.357
'[13:14:49.600 19/05/1995]',-0.070,-0.025,0.001,72.571,0.007,-0.360
'[13:14:49.602 19/05/1995]',-0.070,-0.034,0.001,72.571,0.007,-0.360
'[13:14:49.604 19/05/1995]',-0.070,-0.025,0.001,72.571,0.007,-0.360
'[13:14:49.606 19/05/1995]',-0.070,-0.034,0.001,72.571,0.007,-0.360
'[13:14:49.608 19/05/1995]',-0.055,-0.025,0.001,72.421,-0.030,-0.365
'[13:14:49.610 19/05/1995]',-0.041,-0.025,0.001,72.421,-0.030,-0.365
'[13:14:49.612 19/05/1995]',-0.070,-0.016,0.001,72.421,-0.030,-0.365
'[13:14:49.614 19/05/1995]',-0.070,-0.016,0.001,72.421,-0.030,-0.365
'[13:14:49.616 19/05/1995]',-0.070,-0.008,0.001,72.421,-0.070,-0.370
'[13:14:49.618 19/05/1995]',-0.055,-0.008,0.001,72.421,-0.070,-0.370
'[13:14:49.620 19/05/1995]',-0.070,-0.008,0.001,72.421,-0.070,-0.370
'[13:14:49.622 19/05/1995]',-0.070,-0.016,0.001,72.421,-0.070,-0.370
'[13:14:49.624 19/05/1995]',-0.055,0.001,0.001,72.421,-0.107,-0.377
'[13:14:49.626 19/05/1995]',-0.041,0.001,0.010,72.421,-0.107,-0.377
'[13:14:49.628 19/05/1995]',-0.070,0.001,0.001,72.421,-0.107,-0.377
'[13:14:49.630 19/05/1995]',-0.084,-0.008,0.001,72.421,-0.107,-0.377
'[13:14:49.632 19/05/1995]',-0.084,-0.008,0.001,72.521,-0.143,-0.383
'[13:14:49.634 19/05/1995]',-0.084,-0.008,0.001,72.521,-0.143,-0.383
'[13:14:49.636 19/05/1995]',-0.084,-0.008,0.001,72.521,-0.143,-0.383
'[13:14:49.638 19/05/1995]',-0.070,-0.008,0.001,72.521,-0.143,-0.383
'[13:14:49.640 19/05/1995]',-0.070,-0.008,0.001,72.671,-0.174,-0.390
'[13:14:49.642 19/05/1995]',-0.070,-0.008,0.001,72.671,-0.174,-0.390
'[13:14:49.644 19/05/1995]',-0.070,0.001,0.001,72.671,-0.174,-0.390
'[13:14:49.646 19/05/1995]',-0.070,-0.008,0.001,72.671,-0.174,-0.390
'[13:14:49.648 19/05/1995]',-0.070,-0.016,0.001,72.871,-0.204,-0.396
'[13:14:49.650 19/05/1995]',-0.070,-0.016,0.001,72.871,-0.204,-0.396
'[13:14:49.652 19/05/1995]',-0.055,-0.016,0.001,72.871,-0.204,-0.396
'[13:14:49.654 19/05/1995]',-0.055,-0.016,0.001,72.871,-0.204,-0.396
'[13:14:49.656 19/05/1995]',-0.041,-0.008,0.001,73.022,-0.228,-0.403
'[13:14:49.658 19/05/1995]',-0.041,-0.008,0.001,73.022,-0.228,-0.403
'[13:14:49.660 19/05/1995]',-0.041,-0.016,0.001,73.022,-0.228,-0.403
'[13:14:49.662 19/05/1995]',-0.055,-0.016,0.001,73.022,-0.228,-0.403
'[13:14:49.664 19/05/1995]',-0.070,-0.016,0.001,73.122,-0.253,-0.409
'[13:14:49.666 19/05/1995]',-0.070,-0.025,0.001,73.122,-0.253,-0.409
'[13:14:49.668 19/05/1995]',-0.070,-0.034,0.001,73.122,-0.253,-0.409
'[13:14:49.670 19/05/1995]',-0.055,-0.034,0.001,73.122,-0.253,-0.409
'[13:14:49.672 19/05/1995]',-0.070,-0.042,0.001,73.272,-0.271,-0.415
'[13:14:49.674 19/05/1995]',-0.070,-0.051,0.001,73.272,-0.271,-0.415
'[13:14:49.676 19/05/1995]',-0.070,-0.051,-0.009,73.272,-0.271,-0.415
'[13:14:49.678 19/05/1995]',-0.070,-0.059,-0.009,73.272,-0.271,-0.415
'[13:14:49.680 19/05/1995]',-0.070,-0.051,0.001,73.372,-0.285,-0.421
'[13:14:49.682 19/05/1995]',-0.070,-0.051,0.001,73.372,-0.285,-0.421
'[13:14:49.684 19/05/1995]',-0.070,-0.051,0.001,73.372,-0.285,-0.421
'[13:14:49.686 19/05/1995]',-0.084,-0.068,0.001,73.372,-0.285,-0.421
'[13:14:49.688 19/05/1995]',-0.098,-0.085,-0.009,73.372,-0.299,-0.426
'[13:14:49.690 19/05/1995]',-0.112,-0.120,-0.029,73.372,-0.299,-0.426
'[13:14:49.692 19/05/1995]',-0.155,-0.145,-0.049,73.372,-0.299,-0.426
'[13:14:49.694 19/05/1995]',-0.183,-0.197,-0.079,73.372,-0.299,-0.426
'[13:14:49.696 19/05/1995]',-0.225,-0.248,-0.119,73.372,-0.329,-0.432
'[13:14:49.698 19/05/1995]',-0.253,-0.282,-0.149,73.372,-0.329,-0.432
'[13:14:49.700 19/05/1995]',-0.282,-0.334,-0.179,73.372,-0.329,-0.432
'[13:14:49.702 19/05/1995]',-0.296,-0.351,-0.189,73.372,-0.329,-0.432
'[13:14:49.704 19/05/1995]',-0.310,-0.360,-0.199,73.372,-0.341,-0.440
'[13:14:49.706 19/05/1995]',-0.353,-0.376,-0.209,73.372,-0.341,-0.440
'[13:14:49.708 19/05/1995]',-0.395,-0.385,-0.219,73.372,-0.341,-0.440
'[13:14:49.710 19/05/1995]',-0.423,-0.402,-0.239,73.372,-0.341,-0.440
'[13:14:49.712 19/05/1995]',-0.466,-0.419,-0.249,73.372,-0.349,-0.449
'[13:14:49.714 19/05/1995]',-0.508,-0.462,-0.259,73.372,-0.349,-0.449
'[13:14:49.716 19/05/1995]',-0.536,-0.496,-0.279,73.372,-0.349,-0.449
'[13:14:49.718 19/05/1995]',-0.565,-0.539,-0.318,73.372,-0.349,-0.449
'[13:14:49.720 19/05/1995]',-0.593,-0.599,-0.359,73.322,-0.358,-0.458
'[13:14:49.722 19/05/1995]',-0.593,-0.651,-0.399,73.322,-0.358,-0.458
'[13:14:49.724 19/05/1995]',-0.607,-0.685,-0.419,73.322,-0.358,-0.458
'[13:14:49.726 19/05/1995]',-0.593,-0.702,-0.428,73.322,-0.358,-0.458
'[13:14:49.728 19/05/1995]',-0.579,-0.728,-0.438,73.222,-0.362,-0.468
'[13:14:49.730 19/05/1995]',-0.607,-0.736,-0.438,73.222,-0.362,-0.468
'[13:14:49.732 19/05/1995]',-0.607,-0.745,-0.438,73.222,-0.362,-0.468
'[13:14:49.734 19/05/1995]',-0.607,-0.728,-0.428,73.222,-0.362,-0.468
'[13:14:49.736 19/05/1995]',-0.607,-0.719,-0.409,72.971,-0.364,-0.478
'[13:14:49.738 19/05/1995]',-0.607,-0.711,-0.389,72.971,-0.364,-0.478
'[13:14:49.740 19/05/1995]',-0.593,-0.676,-0.369,72.971,-0.364,-0.478
'[13:14:49.742 19/05/1995]',-0.593,-0.651,-0.338,72.971,-0.364,-0.478
'[13:14:49.744 19/05/1995]',-0.579,-0.616,-0.308,72.721,-0.368,-0.489
'[13:14:49.746 19/05/1995]',-0.536,-0.591,-0.298,72.721,-0.368,-0.489
'[13:14:49.748 19/05/1995]',-0.551,-0.565,-0.279,72.721,-0.368,-0.489
'[13:14:49.750 19/05/1995]',-0.551,-0.548,-0.269,72.721,-0.368,-0.489
'[13:14:49.752 19/05/1995]',-0.551,-0.531,-0.259,72.421,-0.368,-0.500
'[13:14:49.754 19/05/1995]',-0.551,-0.513,-0.249,72.421,-0.368,-0.500
'[13:14:49.756 19/05/1995]',-0.536,-0.488,-0.229,72.421,-0.368,-0.500
'[13:14:49.758 19/05/1995]',-0.536,-0.479,-0.219,72.421,-0.368,-0.500
'[13:14:49.760 19/05/1995]',-0.536,-0.445,-0.209,72.170,-0.366,-0.511
'[13:14:49.762 19/05/1995]',-0.536,-0.419,-0.169,72.170,-0.366,-0.511
'[13:14:49.764 19/05/1995]',-0.536,-0.385,-0.149,72.170,-0.366,-0.511
'[13:14:49.766 19/05/1995]',-0.522,-0.360,-0.129,72.170,-0.366,-0.511
'[13:14:49.768 19/05/1995]',-0.508,-0.325,-0.109,71.870,-0.366,-0.522
'[13:14:49.770 19/05/1995]',-0.508,-0.308,-0.099,71.870,-0.366,-0.522
'[13:14:49.772 19/05/1995]',-0.480,-0.291,-0.089,71.870,-0.366,-0.522
'[13:14:49.774 19/05/1995]',-0.451,-0.256,-0.079,71.870,-0.366,-0.522
'[13:14:49.776 19/05/1995]',-0.437,-0.240,-0.069,71.519,-0.362,-0.532
'[13:14:49.778 19/05/1995]',-0.395,-0.205,-0.049,71.519,-0.362,-0.532
'[13:14:49.780 19/05/1995]',-0.367,-0.179,-0.039,71.519,-0.362,-0.532
'[13:14:49.782 19/05/1995]',-0.338,-0.154,-0.029,71.519,-0.362,-0.532
'[13:14:49.784 19/05/1995]',-0.296,-0.128,-0.019,71.168,-0.355,-0.542
'[13:14:49.786 19/05/1995]',-0.282,-0.111,-0.019,71.168,-0.355,-0.542
'[13:14:49.788 19/05/1995]',-0.239,-0.094,0.001,71.168,-0.355,-0.542
'[13:14:49.790 19/05/1995]',-0.211,-0.068,0.001,71.168,-0.355,-0.542
'[13:14:49.792 19/05/1995]',-0.183,-0.034,0.001,70.718,-0.349,-0.552
'[13:14:49.794 19/05/1995]',-0.155,-0.016,0.010,70.718,-0.349,-0.552
'[13:14:49.796 19/05/1995]',-0.141,0.001,0.020,70.718,-0.349,-0.552
'[13:14:49.798 19/05/1995]',-0.112,0.009,0.040,70.718,-0.349,-0.552
'[13:14:49.800 19/05/1995]',-0.084,0.026,0.040,70.317,-0.341,-0.561
'[13:14:49.802 19/05/1995]',-0.070,0.043,0.040,70.317,-0.341,-0.561
'[13:14:49.804 19/05/1995]',-0.070,0.052,0.051,70.317,-0.341,-0.561
'[13:14:49.806 19/05/1995]',-0.070,0.061,0.061,70.317,-0.341,-0.561
'[13:14:49.808 19/05/1995]',-0.055,0.061,0.061,69.916,-0.337,-0.570
'[13:14:49.810 19/05/1995]',-0.027,0.086,0.081,69.916,-0.337,-0.570
'[13:14:49.812 19/05/1995]',0.001,0.104,0.081,69.916,-0.337,-0.570
'[13:14:49.814 19/05/1995]',0.001,0.112,0.081,69.916,-0.337,-0.570
'[13:14:49.816 19/05/1995]',0.001,0.129,0.071,69.516,-0.331,-0.578
'[13:14:49.818 19/05/1995]',0.015,0.129,0.081,69.516,-0.331,-0.578
'[13:14:49.820 19/05/1995]',0.043,0.146,0.081,69.516,-0.331,-0.578
'[13:14:49.822 19/05/1995]',0.057,0.155,0.081,69.516,-0.331,-0.578
'[13:14:49.824 19/05/1995]',0.072,0.163,0.081,69.165,-0.327,-0.585
'[13:14:49.826 19/05/1995]',0.086,0.181,0.091,69.165,-0.327,-0.585
'[13:14:49.828 19/05/1995]',0.100,0.189,0.101,69.165,-0.327,-0.585
'[13:14:49.830 19/05/1995]',0.142,0.206,0.111,69.165,-0.327,-0.585
'[13:14:49.832 19/05/1995]',0.157,0.206,0.111,68.865,-0.325,-0.592
'[13:14:49.834 19/05/1995]',0.157,0.206,0.111,68.865,-0.325,-0.592
'[13:14:49.836 19/05/1995]',0.157,0.206,0.101,68.865,-0.325,-0.592
'[13:14:49.838 19/05/1995]',0.157,0.206,0.101,68.865,-0.325,-0.592
'[13:14:49.840 19/05/1995]',0.157,0.215,0.111,68.564,-0.325,-0.599
'[13:14:49.842 19/05/1995]',0.157,0.224,0.121,68.564,-0.325,-0.599
'[13:14:49.844 19/05/1995]',0.157,0.215,0.111,68.564,-0.325,-0.599
'[13:14:49.846 19/05/1995]',0.185,0.215,0.121,68.564,-0.325,-0.599
'[13:14:49.848 19/05/1995]',0.185,0.215,0.111,68.414,-0.327,-0.606
'[13:14:49.850 19/05/1995]',0.199,0.215,0.111,68.414,-0.327,-0.606
'[13:14:49.852 19/05/1995]',0.199,0.215,0.111,68.414,-0.327,-0.606
'[13:14:49.854 19/05/1995]',0.185,0.206,0.101,68.414,-0.327,-0.606
'[13:14:49.856 19/05/1995]',0.185,0.206,0.101,68.264,-0.327,-0.613
'[13:14:49.858 19/05/1995]',0.185,0.215,0.111,68.264,-0.327,-0.613
'[13:14:49.860 19/05/1995]',0.199,0.206,0.111,68.264,-0.327,-0.613
'[13:14:49.862 19/05/1995]',0.199,0.224,0.121,68.264,-0.327,-0.613
'[13:14:49.864 19/05/1995]',0.185,0.232,0.121,68.214,-0.331,-0.621
'[13:14:49.866 19/05/1995]',0.185,0.224,0.121,68.214,-0.331,-0.621
'[13:14:49.868 19/05/1995]',0.185,0.224,0.111,68.214,-0.331,-0.621
'[13:14:49.870 19/05/1995]',0.213,0.224,0.111,68.214,-0.331,-0.621
'[13:14:49.872 19/05/1995]',0.213,0.224,0.121,68.264,-0.337,-0.629
'[13:14:49.874 19/05/1995]',0.213,0.215,0.111,68.264,-0.337,-0.629
'[13:14:49.876 19/05/1995]',0.213,0.224,0.121,68.264,-0.337,-0.629
'[13:14:49.878 19/05/1995]',0.227,0.232,0.121,68.264,-0.337,-0.629
'[13:14:49.880 19/05/1995]',0.227,0.232,0.121,68.414,-0.343,-0.638
'[13:14:49.882 19/05/1995]',0.227,0.241,0.121,68.414,-0.343,-0.638
'[13:14:49.884 19/05/1995]',0.227,0.232,0.131,68.414,-0.343,-0.638
'[13:14:49.886 19/05/1995]',0.227,0.232,0.131,68.414,-0.343,-0.638
'[13:14:49.888 19/05/1995]',0.213,0.224,0.121,68.614,-0.349,-0.648
'[13:14:49.890 19/05/1995]',0.227,0.224,0.111,68.614,-0.349,-0.648
'[13:14:49.892 19/05/1995]',0.227,0.232,0.121,68.614,-0.349,-0.648
'[13:14:49.894 19/05/1995]',0.227,0.224,0.111,68.614,-0.349,-0.648
'[13:14:49.896 19/05/1995]',0.227,0.224,0.111,68.915,-0.349,-0.658
'[13:14:49.898 19/05/1995]',0.227,0.224,0.121,68.915,-0.349,-0.658
'[13:14:49.900 19/05/1995]',0.227,0.232,0.121,68.915,-0.349,-0.658
'[13:14:49.902 19/05/1995]',0.227,0.232,0.131,68.915,-0.349,-0.658
'[13:14:49.904 19/05/1995]',0.241,0.224,0.121,69.466,-0.353,-0.669
'[13:14:49.906 19/05/1995]',0.241,0.232,0.111,69.466,-0.353,-0.669
'[13:14:49.908 19/05/1995]',0.227,0.224,0.111,69.466,-0.353,-0.669
'[13:14:49.910 19/05/1995]',0.241,0.224,0.111,69.466,-0.353,-0.669
'[13:14:49.912 19/05/1995]',0.255,0.232,0.121,70.467,-0.351,-0.680
'[13:14:49.914 19/05/1995]',0.255,0.232,0.121,70.467,-0.351,-0.680
'[13:14:49.916 19/05/1995]',0.255,0.224,0.121,70.467,-0.351,-0.680
'[13:14:49.918 19/05/1995]',0.255,0.224,0.121,70.467,-0.351,-0.680
'[13:14:49.920 19/05/1995]',0.241,0.224,0.121,72.020,-0.349,-0.692
'[13:14:49.922 19/05/1995]',0.241,0.224,0.121,72.020,-0.349,-0.692
'[13:14:49.924 19/05/1995]',0.227,0.224,0.121,72.020,-0.349,-0.692
'[13:14:49.926 19/05/1995]',0.227,0.224,0.121,72.020,-0.349,-0.692
'[13:14:49.928 19/05/1995]',0.227,0.232,0.121,74.374,-0.343,-0.702
'[13:14:49.930 19/05/1995]',0.227,0.224,0.111,74.374,-0.343,-0.702
'[13:14:49.932 19/05/1995]',0.227,0.224,0.121,74.374,-0.343,-0.702
'[13:14:49.934 19/05/1995]',0.241,0.232,0.121,74.374,-0.343,-0.702
'[13:14:49.936 19/05/1995]',0.241,0.224,0.121,77.629,-0.337,-0.711
'[13:14:49.938 19/05/1995]',0.227,0.206,0.101,77.629,-0.337,-0.711
'[13:14:49.940 19/05/1995]',0.227,0.206,0.101,77.629,-0.337,-0.711
'[13:14:49.942 19/05/1995]',0.241,0.206,0.101,77.629,-0.337,-0.711
'[13:14:49.944 19/05/1995]',0.227,0.206,0.111,81.436,-0.322,-0.719
'[13:14:49.946 19/05/1995]',0.227,0.206,0.111,81.436,-0.322,-0.719
'[13:14:49.948 19/05/1995]',0.227,0.206,0.101,81.436,-0.322,-0.719
'[13:14:49.950 19/05/1995]',0.213,0.198,0.101,81.436,-0.322,-0.719
'[13:14:49.952 19/05/1995]',0.213,0.189,0.101,85.693,-0.305,-0.727
'[13:14:49.954 19/05/1995]',0.185,0.181,0.101,85.693,-0.305,-0.727
'[13:14:49.956 19/05/1995]',0.213,0.181,0.091,85.693,-0.305,-0.727
'[13:14:49.958 19/05/1995]',0.213,0.181,0.091,85.693,-0.305,-0.727
'[13:14:49.960 19/05/1995]',0.213,0.181,0.091,90.200,-0.284,-0.733
'[13:14:49.962 19/05/1995]',0.227,0.172,0.081,90.200,-0.284,-0.733
'[13:14:49.964 19/05/1995]',0.227,0.155,0.081,90.200,-0.284,-0.733
'[13:14:49.966 19/05/1995]',0.213,0.155,0.081,90.200,-0.284,-0.733
'[13:14:49.968 19/05/1995]',0.213,0.155,0.081,94.708,-0.260,-0.739
'[13:14:49.970 19/05/1995]',0.213,0.146,0.071,94.708,-0.260,-0.739
'[13:14:49.972 19/05/1995]',0.185,0.129,0.071,94.708,-0.260,-0.739
'[13:14:49.974 19/05/1995]',0.185,0.146,0.081,94.708,-0.260,-0.739
'[13:14:49.976 19/05/1995]',0.171,0.146,0.071,99.015,-0.226,-0.744
'[13:14:49.978 19/05/1995]',0.171,0.146,0.081,99.015,-0.226,-0.744
'[13:14:49.980 19/05/1995]',0.157,0.146,0.081,99.015,-0.226,-0.744
'[13:14:49.982 19/05/1995]',0.171,0.138,0.081,99.015,-0.226,-0.744
'[13:14:49.984 19/05/1995]',0.171,0.146,0.081,102.971,-0.182,-0.749
'[13:14:49.986 19/05/1995]',0.171,0.138,0.081,102.971,-0.182,-0.749
'[13:14:49.988 19/05/1995]',0.157,0.129,0.061,102.971,-0.182,-0.749
'[13:14:49.990 19/05/1995]',0.157,0.121,0.061,102.971,-0.182,-0.749
'[13:14:49.992 19/05/1995]',0.157,0.112,0.061,106.327,-0.138,-0.754
'[13:14:49.994 19/05/1995]',0.142,0.104,0.061,106.327,-0.138,-0.754
'[13:14:49.996 19/05/1995]',0.128,0.104,0.051,106.327,-0.138,-0.754
