'Time and date','V','II','ABP','PAP','ART','PLETH','RESP'
'[13:03:25.040 23/06/1995]',-0.043,0.034,87.550,42.475,80.900,0.000,-0.385
'[13:03:25.042 23/06/1995]',-0.032,0.044,87.550,42.475,80.900,0.000,-0.385
'[13:03:25.044 23/06/1995]',-0.032,0.044,87.550,42.475,80.900,0.000,-0.385
'[13:03:25.046 23/06/1995]',-0.021,0.044,87.550,42.475,80.900,0.000,-0.385
'[13:03:25.048 23/06/1995]',-0.021,0.034,86.400,42.400,81.050,0.000,-0.400
'[13:03:25.050 23/06/1995]',-0.021,0.034,86.400,42.400,81.050,0.000,-0.400
'[13:03:25.052 23/06/1995]',-0.032,0.044,86.400,42.400,81.050,0.000,-0.400
'[13:03:25.054 23/06/1995]',-0.043,0.034,86.400,42.400,81.050,0.000,-0.400
'[13:03:25.056 23/06/1995]',-0.043,0.034,85.300,42.350,81.350,0.000,-0.415
'[13:03:25.058 23/06/1995]',-0.043,0.044,85.300,42.350,81.350,0.000,-0.415
'[13:03:25.060 23/06/1995]',-0.043,0.044,85.300,42.350,81.350,0.000,-0.415
'[13:03:25.062 23/06/1995]',-0.032,0.056,85.300,42.350,81.350,0.000,-0.415
'[13:03:25.064 23/06/1995]',-0.043,0.067,84.150,42.225,81.650,0.000,-0.432
'[13:03:25.066 23/06/1995]',-0.043,0.067,84.150,42.225,81.650,0.000,-0.432
'[13:03:25.068 23/06/1995]',-0.054,0.067,84.150,42.225,81.650,0.000,-0.432
'[13:03:25.070 23/06/1995]',-0.054,0.056,84.150,42.225,81.650,0.000,-0.432
'[13:03:25.072 23/06/1995]',-0.065,0.044,83.250,42.125,82.050,0.000,-0.449
'[13:03:25.074 23/06/1995]',-0.065,0.044,83.250,42.125,82.050,0.000,-0.449
'[13:03:25.076 23/06/1995]',-0.065,0.044,83.250,42.125,82.050,0.000,-0.449
'[13:03:25.078 23/06/1995]',-0.054,0.056,83.250,42.125,82.050,0.000,-0.449
'[13:03:25.080 23/06/1995]',-0.054,0.067,82.350,41.950,82.550,0.000,-0.466
'[13:03:25.082 23/06/1995]',-0.065,0.067,82.350,41.950,82.550,0.000,-0.466
'[13:03:25.084 23/06/1995]',-0.054,0.056,82.350,41.950,82.550,0.000,-0.466
'[13:03:25.086 23/06/1995]',-0.054,0.056,82.350,41.950,82.550,0.000,-0.466
'[13:03:25.088 23/06/1995]',-0.065,0.056,81.650,41.775,83.000,0.000,-0.482
'[13:03:25.090 23/06/1995]',-0.065,0.067,81.650,41.775,83.000,0.000,-0.482
'[13:03:25.092 23/06/1995]',-0.076,0.077,81.650,41.775,83.000,0.000,-0.482
'[13:03:25.094 23/06/1995]',-0.076,0.088,81.650,41.775,83.000,0.000,-0.482
'[13:03:25.096 23/06/1995]',-0.076,0.100,81.150,41.525,83.400,0.000,-0.499
'[13:03:25.098 23/06/1995]',-0.076,0.100,81.150,41.525,83.400,0.000,-0.499
'[13:03:25.100 23/06/1995]',-0.076,0.100,81.150,41.525,83.400,0.000,-0.499
'[13:03:25.102 23/06/1995]',-0.076,0.088,81.150,41.525,83.400,0.000,-0.499
'[13:03:25.104 23/06/1995]',-0.076,0.077,80.800,41.425,83.750,0.000,-0.514
'[13:03:25.106 23/06/1995]',-0.087,0.077,80.800,41.425,83.750,0.000,-0.514
'[13:03:25.108 23/06/1995]',-0.098,0.067,80.800,41.425,83.750,0.000,-0.514
'[13:03:25.110 23/06/1995]',-0.098,0.067,80.800,41.425,83.750,0.000,-0.514
'[13:03:25.112 23/06/1995]',-0.087,0.067,80.550,41.300,84.050,0.000,-0.528
'[13:03:25.114 23/06/1995]',-0.087,0.067,80.550,41.300,84.050,0.000,-0.528
'[13:03:25.116 23/06/1995]',-0.076,0.067,80.550,41.300,84.050,0.000,-0.528
'[13:03:25.118 23/06/1995]',-0.076,0.067,80.550,41.300,84.050,0.000,-0.528
'[13:03:25.120 23/06/1995]',-0.076,0.056,80.400,41.300,84.250,0.000,-0.541
'[13:03:25.122 23/06/1995]',-0.076,0.056,80.400,41.300,84.250,0.000,-0.541
'[13:03:25.124 23/06/1995]',-0.065,0.067,80.400,41.300,84.250,0.000,-0.541
'[13:03:25.126 23/06/1995]',-0.054,0.067,80.400,41.300,84.250,0.000,-0.541
'[13:03:25.128 23/06/1995]',-0.054,0.077,80.350,41.350,84.300,0.000,-0.552
'[13:03:25.130 23/06/1995]',-0.054,0.077,80.350,41.350,84.300,0.000,-0.552
'[13:03:25.132 23/06/1995]',-0.054,0.067,80.350,41.350,84.300,0.000,-0.552
'[13:03:25.134 23/06/1995]',-0.054,0.056,80.350,41.350,84.300,0.000,-0.552
'[13:03:25.136 23/06/1995]',-0.054,0.034,80.350,41.525,84.300,0.000,-0.559
'[13:03:25.138 23/06/1995]',-0.043,0.034,80.350,41.525,84.300,0.000,-0.559
'[13:03:25.140 23/06/1995]',-0.043,0.034,80.350,41.525,84.300,0.000,-0.559
'[13:03:25.142 23/06/1995]',-0.032,0.034,80.350,41.525,84.300,0.000,-0.559
'[13:03:25.144 23/06/1995]',-0.021,0.022,80.350,41.825,84.250,0.000,-0.565
'[13:03:25.146 23/06/1995]',-0.021,0.022,80.350,41.825,84.250,0.000,-0.565
'[13:03:25.148 23/06/1995]',-0.021,0.022,80.350,41.825,84.250,0.000,-0.565
'[13:03:25.150 23/06/1995]',-0.021,0.011,80.350,41.825,84.250,0.000,-0.565
'[13:03:25.152 23/06/1995]',-0.021,0.011,80.350,42.125,84.100,0.000,-0.567
'[13:03:25.154 23/06/1995]',-0.021,0.001,80.350,42.125,84.100,0.000,-0.567
'[13:03:25.156 23/06/1995]',-0.032,0.001,80.350,42.125,84.100,0.000,-0.567
'[13:03:25.158 23/06/1995]',-0.021,0.001,80.350,42.125,84.100,0.000,-0.567
'[13:03:25.160 23/06/1995]',-0.021,0.011,80.350,42.125,83.950,0.000,-0.567
'[13:03:25.162 23/06/1995]',-0.021,0.022,80.350,42.125,83.950,0.000,-0.567
'[13:03:25.164 23/06/1995]',-0.021,0.022,80.350,42.125,83.950,0.000,-0.567
'[13:03:25.166 23/06/1995]',-0.021,0.022,80.350,42.125,83.950,0.000,-0.567
'[13:03:25.168 23/06/1995]',-0.021,0.011,80.350,41.825,83.650,0.000,-0.566
'[13:03:25.170 23/06/1995]',-0.021,0.011,80.350,41.825,83.650,0.000,-0.566
'[13:03:25.172 23/06/1995]',-0.021,0.011,80.350,41.825,83.650,0.000,-0.566
'[13:03:25.174 23/06/1995]',-0.021,0.011,80.350,41.825,83.650,0.000,-0.566
'[13:03:25.176 23/06/1995]',-0.021,0.011,80.350,41.350,83.300,0.000,-0.564
'[13:03:25.178 23/06/1995]',-0.021,0.011,80.350,41.350,83.300,0.000,-0.564
'[13:03:25.180 23/06/1995]',-0.021,0.011,80.350,41.350,83.300,0.000,-0.564
'[13:03:25.182 23/06/1995]',-0.021,0.022,80.350,41.350,83.300,0.000,-0.564
'[13:03:25.184 23/06/1995]',-0.021,0.022,80.250,40.875,82.950,0.000,-0.560
'[13:03:25.186 23/06/1995]',-0.021,0.011,80.250,40.875,82.950,0.000,-0.560
'[13:03:25.188 23/06/1995]',-0.021,0.001,80.250,40.875,82.950,0.000,-0.560
'[13:03:25.190 23/06/1995]',-0.021,0.001,80.250,40.875,82.950,0.000,-0.560
'[13:03:25.192 23/06/1995]',-0.021,0.001,80.150,40.425,82.600,0.000,-0.556
'[13:03:25.194 23/06/1995]',-0.021,0.011,80.150,40.425,82.600,0.000,-0.556
'[13:03:25.196 23/06/1995]',-0.021,0.011,80.150,40.425,82.600,0.000,-0.556
'[13:03:25.198 23/06/1995]',-0.021,0.011,80.150,40.425,82.600,0.000,-0.556
'[13:03:25.200 23/06/1995]',-0.021,0.011,79.950,40.075,82.250,0.000,-0.550
'[13:03:25.202 23/06/1995]',-0.021,0.011,79.950,40.075,82.250,0.000,-0.550
'[13:03:25.204 23/06/1995]',-0.021,0.001,79.950,40.075,82.250,0.000,-0.550
'[13:03:25.206 23/06/1995]',-0.021,0.001,79.950,40.075,82.250,0.000,-0.550
'[13:03:25.208 23/06/1995]',-0.021,0.001,79.700,39.775,81.900,0.000,-0.544
'[13:03:25.210 23/06/1995]',-0.021,0.011,79.700,39.775,81.900,0.000,-0.544
'[13:03:25.212 23/06/1995]',-0.021,0.022,79.700,39.775,81.900,0.000,-0.544
'[13:03:25.214 23/06/1995]',-0.021,0.022,79.700,39.775,81.900,0.000,-0.544
'[13:03:25.216 23/06/1995]',-0.021,0.022,79.500,39.650,81.550,0.000,-0.536
'[13:03:25.218 23/06/1995]',-0.021,0.011,79.500,39.650,81.550,0.000,-0.536
'[13:03:25.220 23/06/1995]',-0.021,0.011,79.500,39.650,81.550,0.000,-0.536
'[13:03:25.222 23/06/1995]',-0.021,0.011,79.500,39.650,81.550,0.000,-0.536
'[13:03:25.224 23/06/1995]',-0.021,0.011,79.150,39.650,81.200,0.000,-0.528
'[13:03:25.226 23/06/1995]',-0.021,0.001,79.150,39.650,81.200,0.000,-0.528
'[13:03:25.228 23/06/1995]',-0.021,0.001,79.150,39.650,81.200,0.000,-0.528
'[13:03:25.230 23/06/1995]',-0.021,0.011,79.150,39.650,81.200,0.000,-0.528
'[13:03:25.232 23/06/1995]',-0.010,0.011,78.850,39.825,80.800,0.000,-0.520
'[13:03:25.234 23/06/1995]',-0.010,0.001,78.850,39.825,80.800,0.000,-0.520
'[13:03:25.236 23/06/1995]',0.001,0.001,78.850,39.825,80.800,0.000,-0.520
'[13:03:25.238 23/06/1995]',0.001,0.001,78.850,39.825,80.800,0.000,-0.520
'[13:03:25.240 23/06/1995]',0.001,0.001,78.500,40.075,80.350,0.000,-0.512
'[13:03:25.242 23/06/1995]',-0.010,0.001,78.500,40.075,80.350,0.000,-0.512
'[13:03:25.244 23/06/1995]',-0.032,0.011,78.500,40.075,80.350,0.000,-0.512
'[13:03:25.246 23/06/1995]',-0.054,0.034,78.500,40.075,80.350,0.000,-0.512
'[13:03:25.248 23/06/1995]',-0.076,0.056,78.100,40.250,79.950,0.000,-0.503
'[13:03:25.250 23/06/1995]',-0.098,0.067,78.100,40.250,79.950,0.000,-0.503
'[13:03:25.252 23/06/1995]',-0.120,0.111,78.100,40.250,79.950,0.000,-0.503
'[13:03:25.254 23/06/1995]',-0.174,0.154,78.100,40.250,79.950,0.000,-0.503
'[13:03:25.256 23/06/1995]',-0.230,0.198,77.750,40.175,79.500,0.000,-0.495
'[13:03:25.258 23/06/1995]',-0.284,0.275,77.750,40.175,79.500,0.000,-0.495
'[13:03:25.260 23/06/1995]',-0.328,0.341,77.750,40.175,79.500,0.000,-0.495
'[13:03:25.262 23/06/1995]',-0.383,0.396,77.750,40.175,79.500,0.000,-0.495
'[13:03:25.264 23/06/1995]',-0.438,0.472,77.400,39.900,79.000,0.000,-0.489
'[13:03:25.266 23/06/1995]',-0.481,0.527,77.400,39.900,79.000,0.000,-0.489
'[13:03:25.268 23/06/1995]',-0.525,0.582,77.400,39.900,79.000,0.000,-0.489
'[13:03:25.270 23/06/1995]',-0.558,0.615,77.400,39.900,79.000,0.000,-0.489
'[13:03:25.272 23/06/1995]',-0.581,0.647,77.100,39.475,78.600,0.000,-0.485
'[13:03:25.274 23/06/1995]',-0.581,0.658,77.100,39.475,78.600,0.000,-0.485
'[13:03:25.276 23/06/1995]',-0.558,0.625,77.100,39.475,78.600,0.000,-0.485
'[13:03:25.278 23/06/1995]',-0.525,0.549,77.100,39.475,78.600,0.000,-0.485
'[13:03:25.280 23/06/1995]',-0.470,0.451,76.750,39.075,78.150,0.000,-0.482
'[13:03:25.282 23/06/1995]',-0.394,0.341,76.750,39.075,78.150,0.000,-0.482
'[13:03:25.284 23/06/1995]',-0.328,0.220,76.750,39.075,78.150,0.000,-0.482
'[13:03:25.286 23/06/1995]',-0.263,0.133,76.750,39.075,78.150,0.000,-0.482
'[13:03:25.288 23/06/1995]',-0.197,0.044,76.400,38.600,77.750,0.000,-0.480
'[13:03:25.290 23/06/1995]',-0.142,0.001,76.400,38.600,77.750,0.000,-0.480
'[13:03:25.292 23/06/1995]',-0.098,-0.032,76.400,38.600,77.750,0.000,-0.480
'[13:03:25.294 23/06/1995]',-0.054,-0.043,76.400,38.600,77.750,0.000,-0.480
'[13:03:25.296 23/06/1995]',-0.021,-0.043,76.100,38.125,77.200,0.000,-0.481
'[13:03:25.298 23/06/1995]',0.001,-0.054,76.100,38.125,77.200,0.000,-0.481
'[13:03:25.300 23/06/1995]',0.011,-0.065,76.100,38.125,77.200,0.000,-0.481
'[13:03:25.302 23/06/1995]',0.034,-0.065,76.100,38.125,77.200,0.000,-0.481
'[13:03:25.304 23/06/1995]',0.044,-0.065,75.750,37.675,76.600,0.000,-0.484
'[13:03:25.306 23/06/1995]',0.056,-0.065,75.750,37.675,76.600,0.000,-0.484
'[13:03:25.308 23/06/1995]',0.056,-0.054,75.750,37.675,76.600,0.000,-0.484
'[13:03:25.310 23/06/1995]',0.067,-0.043,75.750,37.675,76.600,0.000,-0.484
'[13:03:25.312 23/06/1995]',0.067,-0.032,75.350,37.125,76.050,0.000,-0.489
'[13:03:25.314 23/06/1995]',0.056,-0.021,75.350,37.125,76.050,0.000,-0.489
'[13:03:25.316 23/06/1995]',0.056,-0.021,75.350,37.125,76.050,0.000,-0.489
'[13:03:25.318 23/06/1995]',0.056,-0.021,75.350,37.125,76.050,0.000,-0.489
'[13:03:25.320 23/06/1995]',0.056,-0.032,74.900,36.725,75.500,0.000,-0.495
'[13:03:25.322 23/06/1995]',0.056,-0.043,74.900,36.725,75.500,0.000,-0.495
'[13:03:25.324 23/06/1995]',0.056,-0.032,74.900,36.725,75.500,0.000,-0.495
'[13:03:25.326 23/06/1995]',0.056,-0.032,74.900,36.725,75.500,0.000,-0.495
'[13:03:25.328 23/06/1995]',0.067,-0.021,74.500,36.425,75.000,0.000,-0.502
'[13:03:25.330 23/06/1995]',0.067,-0.010,74.500,36.425,75.000,0.000,-0.502
'[13:03:25.332 23/06/1995]',0.067,-0.010,74.500,36.425,75.000,0.000,-0.502
'[13:03:25.334 23/06/1995]',0.056,-0.010,74.500,36.425,75.000,0.000,-0.502
'[13:03:25.336 23/06/1995]',0.056,-0.021,74.000,36.425,74.500,0.000,-0.511
'[13:03:25.338 23/06/1995]',0.067,-0.021,74.000,36.425,74.500,0.000,-0.511
'[13:03:25.340 23/06/1995]',0.067,-0.032,74.000,36.425,74.500,0.000,-0.511
'[13:03:25.342 23/06/1995]',0.067,-0.021,74.000,36.425,74.500,0.000,-0.511
'[13:03:25.344 23/06/1995]',0.056,-0.021,73.450,36.675,74.050,0.000,-0.520
'[13:03:25.346 23/06/1995]',0.056,-0.021,73.450,36.675,74.050,0.000,-0.520
'[13:03:25.348 23/06/1995]',0.056,-0.021,73.450,36.675,74.050,0.000,-0.520
'[13:03:25.350 23/06/1995]',0.056,-0.021,73.450,36.675,74.050,0.000,-0.520
'[13:03:25.352 23/06/1995]',0.056,-0.032,72.900,37.125,73.700,0.000,-0.531
'[13:03:25.354 23/06/1995]',0.056,-0.032,72.900,37.125,73.700,0.000,-0.531
'[13:03:25.356 23/06/1995]',0.056,-0.032,72.900,37.125,73.700,0.000,-0.531
'[13:03:25.358 23/06/1995]',0.056,-0.032,72.900,37.125,73.700,0.000,-0.531
'[13:03:25.360 23/06/1995]',0.067,-0.021,72.500,37.775,73.200,0.000,-0.542
'[13:03:25.362 23/06/1995]',0.077,-0.021,72.500,37.775,73.200,0.000,-0.542
'[13:03:25.364 23/06/1995]',0.077,-0.021,72.500,37.775,73.200,0.000,-0.542
'[13:03:25.366 23/06/1995]',0.067,-0.021,72.500,37.775,73.200,0.000,-0.542
'[13:03:25.368 23/06/1995]',0.067,-0.021,72.150,38.650,72.750,0.000,-0.553
'[13:03:25.370 23/06/1995]',0.067,-0.021,72.150,38.650,72.750,0.000,-0.553
'[13:03:25.372 23/06/1995]',0.067,-0.032,72.150,38.650,72.750,0.000,-0.553
'[13:03:25.374 23/06/1995]',0.067,-0.032,72.150,38.650,72.750,0.000,-0.553
'[13:03:25.376 23/06/1995]',0.067,-0.032,71.850,40.000,72.100,0.000,-0.566
'[13:03:25.378 23/06/1995]',0.056,-0.021,71.850,40.000,72.100,0.000,-0.566
'[13:03:25.380 23/06/1995]',0.056,-0.010,71.850,40.000,72.100,0.000,-0.566
'[13:03:25.382 23/06/1995]',0.056,-0.021,71.850,40.000,72.100,0.000,-0.566
'[13:03:25.384 23/06/1995]',0.056,-0.021,71.400,41.775,71.350,0.000,-0.579
'[13:03:25.386 23/06/1995]',0.056,-0.032,71.400,41.775,71.350,0.000,-0.579
'[13:03:25.388 23/06/1995]',0.067,-0.032,71.400,41.775,71.350,0.000,-0.579
'[13:03:25.390 23/06/1995]',0.067,-0.032,71.400,41.775,71.350,0.000,-0.579
'[13:03:25.392 23/06/1995]',0.067,-0.032,70.750,43.825,70.500,0.000,-0.592
'[13:03:25.394 23/06/1995]',0.077,-0.021,70.750,43.825,70.500,0.000,-0.592
'[13:03:25.396 23/06/1995]',0.067,-0.021,70.750,43.825,70.500,0.000,-0.592
'[13:03:25.398 23/06/1995]',0.067,-0.032,70.750,43.825,70.500,0.000,-0.592
'[13:03:25.400 23/06/1995]',0.056,-0.032,69.700,46.050,69.750,0.000,-0.605
'[13:03:25.402 23/06/1995]',0.056,-0.032,69.700,46.050,69.750,0.000,-0.605
'[13:03:25.404 23/06/1995]',0.056,-0.021,69.700,46.050,69.750,0.000,-0.605
'[13:03:25.406 23/06/1995]',0.067,-0.021,69.700,46.050,69.750,0.000,-0.605
'[13:03:25.408 23/06/1995]',0.077,-0.021,68.350,48.275,69.250,0.000,-0.618
'[13:03:25.410 23/06/1995]',0.067,-0.021,68.350,48.275,69.250,0.000,-0.618
'[13:03:25.412 23/06/1995]',0.067,-0.010,68.350,48.275,69.250,0.000,-0.618
'[13:03:25.414 23/06/1995]',0.067,-0.010,68.350,48.275,69.250,0.000,-0.618
'[13:03:25.416 23/06/1995]',0.067,-0.021,66.850,50.325,69.150,0.000,-0.631
'[13:03:25.418 23/06/1995]',0.056,-0.021,66.850,50.325,69.150,0.000,-0.631
'[13:03:25.420 23/06/1995]',0.056,-0.032,66.850,50.325,69.150,0.000,-0.631
'[13:03:25.422 23/06/1995]',0.056,-0.032,66.850,50.325,69.150,0.000,-0.631
'[13:03:25.424 23/06/1995]',0.056,-0.032,65.300,52.075,69.800,0.000,-0.642
'[13:03:25.426 23/06/1995]',0.067,-0.021,65.300,52.075,69.800,0.000,-0.642
'[13:03:25.428 23/06/1995]',0.056,-0.032,65.300,52.075,69.800,0.000,-0.642
'[13:03:25.430 23/06/1995]',0.067,-0.021,65.300,52.075,69.800,0.000,-0.642
'[13:03:25.432 23/06/1995]',0.056,-0.021,63.950,53.425,71.250,0.000,-0.653
'[13:03:25.434 23/06/1995]',0.056,-0.032,63.950,53.425,71.250,0.000,-0.653
'[13:03:25.436 23/06/1995]',0.056,-0.032,63.950,53.425,71.250,0.000,-0.653
'[13:03:25.438 23/06/1995]',0.056,-0.032,63.950,53.425,71.250,0.000,-0.653
'[13:03:25.440 23/06/1995]',0.056,-0.032,63.000,54.425,73.300,0.000,-0.662
'[13:03:25.442 23/06/1995]',0.056,-0.043,63.000,54.425,73.300,0.000,-0.662
'[13:03:25.444 23/06/1995]',0.067,-0.043,63.000,54.425,73.300,0.000,-0.662
'[13:03:25.446 23/06/1995]',0.067,-0.021,63.000,54.425,73.300,0.000,-0.662
'[13:03:25.448 23/06/1995]',0.067,-0.010,62.550,55.125,75.800,0.000,-0.671
'[13:03:25.450 23/06/1995]',0.077,-0.021,62.550,55.125,75.800,0.000,-0.671
'[13:03:25.452 23/06/1995]',0.067,-0.032,62.550,55.125,75.800,0.000,-0.671
'[13:03:25.454 23/06/1995]',0.067,-0.032,62.550,55.125,75.800,0.000,-0.671
'[13:03:25.456 23/06/1995]',0.056,-0.032,62.550,55.425,78.600,0.000,-0.678
'[13:03:25.458 23/06/1995]',0.067,-0.021,62.550,55.425,78.600,0.000,-0.678
'[13:03:25.460 23/06/1995]',0.067,-0.021,62.550,55.425,78.600,0.000,-0.678
'[13:03:25.462 23/06/1995]',0.077,-0.021,62.550,55.425,78.600,0.000,-0.678
'[13:03:25.464 23/06/1995]',0.077,-0.021,63.200,55.175,81.500,0.000,-0.685
'[13:03:25.466 23/06/1995]',0.077,-0.010,63.200,55.175,81.500,0.000,-0.685
'[13:03:25.468 23/06/1995]',0.067,-0.021,63.200,55.175,81.500,0.000,-0.685
'[13:03:25.470 23/06/1995]',0.077,-0.032,63.200,55.175,81.500,0.000,-0.685
'[13:03:25.472 23/06/1995]',0.077,-0.032,64.550,54.650,84.350,0.000,-0.691
'[13:03:25.474 23/06/1995]',0.077,-0.021,64.550,54.650,84.350,0.000,-0.691
'[13:03:25.476 23/06/1995]',0.067,-0.032,64.550,54.650,84.350,0.000,-0.691
'[13:03:25.478 23/06/1995]',0.067,-0.032,64.550,54.650,84.350,0.000,-0.691
'[13:03:25.480 23/06/1995]',0.077,-0.032,66.550,54.250,87.050,0.000,-0.696
'[13:03:25.482 23/06/1995]',0.067,-0.021,66.550,54.250,87.050,0.000,-0.696
'[13:03:25.484 23/06/1995]',0.056,-0.032,66.550,54.250,87.050,0.000,-0.696
'[13:03:25.486 23/06/1995]',0.067,-0.032,66.550,54.250,87.050,0.000,-0.696
'[13:03:25.488 23/06/1995]',0.056,-0.043,68.950,53.900,89.350,0.000,-0.700
'[13:03:25.490 23/06/1995]',0.067,-0.043,68.950,53.900,89.350,0.000,-0.700
'[13:03:25.492 23/06/1995]',0.067,-0.043,68.950,53.900,89.350,0.000,-0.700
'[13:03:25.494 23/06/1995]',0.077,-0.043,68.950,53.900,89.350,0.000,-0.700
'[13:03:25.496 23/06/1995]',0.077,-0.032,71.500,53.725,91.200,0.000,-0.704
'[13:03:25.498 23/06/1995]',0.077,-0.043,71.500,53.725,91.200,0.000,-0.704
'[13:03:25.500 23/06/1995]',0.077,-0.054,71.500,53.725,91.200,0.000,-0.704
'[13:03:25.502 23/06/1995]',0.067,-0.054,71.500,53.725,91.200,0.000,-0.704
'[13:03:25.504 23/06/1995]',0.056,-0.054,74.400,53.550,92.500,0.000,-0.708
'[13:03:25.506 23/06/1995]',0.067,-0.043,74.400,53.550,92.500,0.000,-0.708
'[13:03:25.508 23/06/1995]',0.067,-0.043,74.400,53.550,92.500,0.000,-0.708
'[13:03:25.510 23/06/1995]',0.077,-0.043,74.400,53.550,92.500,0.000,-0.708
'[13:03:25.512 23/06/1995]',0.077,-0.032,77.300,53.425,93.100,0.000,-0.711
'[13:03:25.514 23/06/1995]',0.067,-0.043,77.300,53.425,93.100,0.000,-0.711
'[13:03:25.516 23/06/1995]',0.077,-0.054,77.300,53.425,93.100,0.000,-0.711
'[13:03:25.518 23/06/1995]',0.077,-0.054,77.300,53.425,93.100,0.000,-0.711
'[13:03:25.520 23/06/1995]',0.077,-0.065,79.850,53.250,93.000,0.000,-0.714
'[13:03:25.522 23/06/1995]',0.077,-0.065,79.850,53.250,93.000,0.000,-0.714
'[13:03:25.524 23/06/1995]',0.077,-0.054,79.850,53.250,93.000,0.000,-0.714
'[13:03:25.526 23/06/1995]',0.077,-0.065,79.850,53.250,93.000,0.000,-0.714
'[13:03:25.528 23/06/1995]',0.077,-0.054,81.650,53.025,92.250,0.000,-0.717
'[13:03:25.530 23/06/1995]',0.077,-0.054,81.650,53.025,92.250,0.000,-0.717
'[13:03:25.532 23/06/1995]',0.077,-0.065,81.650,53.025,92.250,0.000,-0.717
'[13:03:25.534 23/06/1995]',0.077,-0.065,81.650,53.025,92.250,0.000,-0.717
'[13:03:25.536 23/06/1995]',0.077,-0.076,82.900,52.725,90.800,0.000,-0.720
'[13:03:25.538 23/06/1995]',0.088,-0.087,82.900,52.725,90.800,0.000,-0.720
'[13:03:25.540 23/06/1995]',0.077,-0.087,82.900,52.725,90.800,0.000,-0.720
'[13:03:25.542 23/06/1995]',0.088,-0.076,82.900,52.725,90.800,0.000,-0.720
'[13:03:25.544 23/06/1995]',0.088,-0.076,83.950,52.300,88.850,0.000,-0.722
'[13:03:25.546 23/06/1995]',0.077,-0.076,83.950,52.300,88.850,0.000,-0.722
'[13:03:25.548 23/06/1995]',0.088,-0.065,83.950,52.300,88.850,0.000,-0.722
'[13:03:25.550 23/06/1995]',0.077,-0.087,83.950,52.300,88.850,0.000,-0.722
'[13:03:25.552 23/06/1995]',0.077,-0.087,84.900,51.900,86.650,0.000,-0.724
'[13:03:25.554 23/06/1995]',0.077,-0.109,84.900,51.900,86.650,0.000,-0.724
'[13:03:25.556 23/06/1995]',0.088,-0.120,84.900,51.900,86.650,0.000,-0.724
'[13:03:25.558 23/06/1995]',0.100,-0.120,84.900,51.900,86.650,0.000,-0.724
'[13:03:25.560 23/06/1995]',0.088,-0.120,85.600,51.375,84.400,0.000,-0.726
'[13:03:25.562 23/06/1995]',0.088,-0.120,85.600,51.375,84.400,0.000,-0.726
'[13:03:25.564 23/06/1995]',0.088,-0.120,85.600,51.375,84.400,0.000,-0.726
'[13:03:25.566 23/06/1995]',0.088,-0.120,85.600,51.375,84.400,0.000,-0.726
'[13:03:25.568 23/06/1995]',0.077,-0.131,85.950,50.850,82.400,0.000,-0.727
'[13:03:25.570 23/06/1995]',0.088,-0.142,85.950,50.850,82.400,0.000,-0.727
'[13:03:25.572 23/06/1995]',0.088,-0.142,85.950,50.850,82.400,0.000,-0.727
'[13:03:25.574 23/06/1995]',0.088,-0.142,85.950,50.850,82.400,0.000,-0.727
'[13:03:25.576 23/06/1995]',0.111,-0.142,86.250,50.200,80.900,0.000,-0.727
'[13:03:25.578 23/06/1995]',0.111,-0.153,86.250,50.200,80.900,0.000,-0.727
'[13:03:25.580 23/06/1995]',0.111,-0.153,86.250,50.200,80.900,0.000,-0.727
'[13:03:25.582 23/06/1995]',0.100,-0.164,86.250,50.200,80.900,0.000,-0.727
'[13:03:25.584 23/06/1995]',0.100,-0.164,86.500,49.450,79.900,0.000,-0.727
'[13:03:25.586 23/06/1995]',0.100,-0.164,86.500,49.450,79.900,0.000,-0.727
'[13:03:25.588 23/06/1995]',0.088,-0.174,86.500,49.450,79.900,0.000,-0.727
'[13:03:25.590 23/06/1995]',0.077,-0.174,86.500,49.450,79.900,0.000,-0.727
'[13:03:25.592 23/06/1995]',0.088,-0.174,86.850,48.550,79.200,0.000,-0.726
'[13:03:25.594 23/06/1995]',0.088,-0.174,86.850,48.550,79.200,0.000,-0.726
'[13:03:25.596 23/06/1995]',0.088,-0.174,86.850,48.550,79.200,0.000,-0.726
'[13:03:25.598 23/06/1995]',0.100,-0.185,86.850,48.550,79.200,0.000,-0.726
'[13:03:25.600 23/06/1995]',0.100,-0.197,87.100,47.575,78.750,0.000,-0.725
'[13:03:25.602 23/06/1995]',0.088,-0.207,87.100,47.575,78.750,0.000,-0.725
'[13:03:25.604 23/06/1995]',0.077,-0.207,87.100,47.575,78.750,0.000,-0.725
'[13:03:25.606 23/06/1995]',0.077,-0.207,87.100,47.575,78.750,0.000,-0.725
'[13:03:25.608 23/06/1995]',0.088,-0.207,87.150,46.400,78.350,0.000,-0.723
'[13:03:25.610 23/06/1995]',0.088,-0.197,87.150,46.400,78.350,0.000,-0.723
'[13:03:25.612 23/06/1995]',0.077,-0.185,87.150,46.400,78.350,0.000,-0.723
'[13:03:25.614 23/06/1995]',0.077,-0.185,87.150,46.400,78.350,0.000,-0.723
'[13:03:25.616 23/06/1995]',0.077,-0.197,87.000,45.275,77.950,0.000,-0.722
'[13:03:25.618 23/06/1995]',0.077,-0.197,87.000,45.275,77.950,0.000,-0.722
'[13:03:25.620 23/06/1995]',0.067,-0.207,87.000,45.275,77.950,0.000,-0.722
