'Time and date','II','MCL1','ABP','PAP','ART','PLETH','RESP'
'[14:11:59.354 07/05/1995]',-0.015,0.001,114.950,32.950,100.975,0.022,-0.524
'[14:11:59.356 07/05/1995]',-0.015,0.001,114.950,32.950,100.975,0.022,-0.524
'[14:11:59.358 07/05/1995]',-0.015,0.001,114.950,32.950,100.975,0.022,-0.524
'[14:11:59.360 07/05/1995]',-0.015,0.007,117.150,31.500,106.452,0.042,-0.522
'[14:11:59.362 07/05/1995]',0.001,0.007,117.150,31.500,106.452,0.042,-0.522
'[14:11:59.364 07/05/1995]',0.001,0.007,117.150,31.500,106.452,0.042,-0.522
'[14:11:59.366 07/05/1995]',0.001,0.007,117.150,31.500,106.452,0.042,-0.522
'[14:11:59.368 07/05/1995]',0.001,0.007,117.200,30.550,111.628,0.068,-0.519
'[14:11:59.370 07/05/1995]',0.001,0.007,117.200,30.550,111.628,0.068,-0.519
'[14:11:59.372 07/05/1995]',0.001,0.007,117.200,30.550,111.628,0.068,-0.519
'[14:11:59.374 07/05/1995]',0.001,0.007,117.200,30.550,111.628,0.068,-0.519
'[14:11:59.376 07/05/1995]',0.017,0.007,114.800,30.325,116.204,0.101,-0.516
'[14:11:59.378 07/05/1995]',0.017,0.007,114.800,30.325,116.204,0.101,-0.516
'[14:11:59.380 07/05/1995]',0.033,0.007,114.800,30.325,116.204,0.101,-0.516
'[14:11:59.382 07/05/1995]',0.033,0.007,114.800,30.325,116.204,0.101,-0.516
'[14:11:59.384 07/05/1995]',0.033,0.007,110.300,30.450,120.030,0.144,-0.512
'[14:11:59.386 07/05/1995]',0.050,0.001,110.300,30.450,120.030,0.144,-0.512
'[14:11:59.388 07/05/1995]',0.050,0.001,110.300,30.450,120.030,0.144,-0.512
'[14:11:59.390 07/05/1995]',0.050,0.001,110.300,30.450,120.030,0.144,-0.512
'[14:11:59.392 07/05/1995]',0.050,0.001,104.950,30.550,122.881,0.195,-0.507
'[14:11:59.394 07/05/1995]',0.050,0.001,104.950,30.550,122.881,0.195,-0.507
'[14:11:59.396 07/05/1995]',0.050,0.001,104.950,30.550,122.881,0.195,-0.507
'[14:11:59.398 07/05/1995]',0.050,-0.006,104.950,30.550,122.881,0.195,-0.507
'[14:11:59.400 07/05/1995]',0.050,-0.006,100.650,30.375,124.831,0.254,-0.503
'[14:11:59.402 07/05/1995]',0.033,-0.006,100.650,30.375,124.831,0.254,-0.503
'[14:11:59.404 07/05/1995]',0.033,-0.013,100.650,30.375,124.831,0.254,-0.503
'[14:11:59.406 07/05/1995]',0.033,-0.013,100.650,30.375,124.831,0.254,-0.503
'[14:11:59.408 07/05/1995]',0.033,-0.013,98.500,29.975,125.806,0.318,-0.500
'[14:11:59.410 07/05/1995]',0.033,-0.027,98.500,29.975,125.806,0.318,-0.500
'[14:11:59.412 07/05/1995]',0.033,-0.034,98.500,29.975,125.806,0.318,-0.500
'[14:11:59.414 07/05/1995]',0.033,-0.034,98.500,29.975,125.806,0.318,-0.500
'[14:11:59.416 07/05/1995]',0.033,-0.041,98.200,29.725,126.032,0.383,-0.497
'[14:11:59.418 07/05/1995]',0.017,-0.041,98.200,29.725,126.032,0.383,-0.497
'[14:11:59.420 07/05/1995]',0.017,-0.041,98.200,29.725,126.032,0.383,-0.497
'[14:11:59.422 07/05/1995]',0.001,-0.041,98.200,29.725,126.032,0.383,-0.497
'[14:11:59.424 07/05/1995]',0.001,-0.041,98.800,29.800,125.281,0.453,-0.495
'[14:11:59.426 07/05/1995]',0.001,-0.041,98.800,29.800,125.281,0.453,-0.495
'[14:11:59.428 07/05/1995]',0.001,-0.034,98.800,29.800,125.281,0.453,-0.495
'[14:11:59.430 07/05/1995]',0.001,-0.041,98.800,29.800,125.281,0.453,-0.495
'[14:11:59.432 07/05/1995]',0.017,-0.041,98.950,29.975,123.331,0.521,-0.493
'[14:11:59.434 07/05/1995]',0.017,-0.041,98.950,29.975,123.331,0.521,-0.493
'[14:11:59.436 07/05/1995]',0.017,-0.041,98.950,29.975,123.331,0.521,-0.493
'[14:11:59.438 07/05/1995]',0.017,-0.054,98.950,29.975,123.331,0.521,-0.493
'[14:11:59.440 07/05/1995]',0.017,-0.041,97.350,29.850,120.405,0.582,-0.491
'[14:11:59.442 07/05/1995]',0.017,-0.041,97.350,29.850,120.405,0.582,-0.491
'[14:11:59.444 07/05/1995]',0.017,-0.041,97.350,29.850,120.405,0.582,-0.491
'[14:11:59.446 07/05/1995]',0.017,-0.041,97.350,29.850,120.405,0.582,-0.491
'[14:11:59.448 07/05/1995]',0.017,-0.034,93.250,29.200,116.729,0.639,-0.489
'[14:11:59.450 07/05/1995]',0.017,-0.027,93.250,29.200,116.729,0.639,-0.489
'[14:11:59.452 07/05/1995]',0.001,-0.027,93.250,29.200,116.729,0.639,-0.489
'[14:11:59.454 07/05/1995]',0.001,-0.013,93.250,29.200,116.729,0.639,-0.489
'[14:11:59.456 07/05/1995]',0.001,-0.006,87.300,28.100,112.603,0.687,-0.486
'[14:11:59.458 07/05/1995]',0.001,-0.006,87.300,28.100,112.603,0.687,-0.486
'[14:11:59.460 07/05/1995]',-0.015,0.001,87.300,28.100,112.603,0.687,-0.486
'[14:11:59.462 07/05/1995]',-0.015,0.001,87.300,28.100,112.603,0.687,-0.486
'[14:11:59.464 07/05/1995]',-0.031,0.007,81.000,27.100,108.327,0.727,-0.484
'[14:11:59.466 07/05/1995]',-0.031,0.007,81.000,27.100,108.327,0.727,-0.484
'[14:11:59.468 07/05/1995]',-0.031,0.007,81.000,27.100,108.327,0.727,-0.484
'[14:11:59.470 07/05/1995]',-0.031,0.007,81.000,27.100,108.327,0.727,-0.484
'[14:11:59.472 07/05/1995]',-0.047,0.007,75.750,26.625,104.126,0.757,-0.482
'[14:11:59.474 07/05/1995]',-0.047,0.007,75.750,26.625,104.126,0.757,-0.482
'[14:11:59.476 07/05/1995]',-0.047,0.007,75.750,26.625,104.126,0.757,-0.482
'[14:11:59.478 07/05/1995]',-0.047,0.007,75.750,26.625,104.126,0.757,-0.482
'[14:11:59.480 07/05/1995]',-0.047,0.007,72.500,26.800,99.925,0.776,-0.480
'[14:11:59.482 07/05/1995]',-0.047,0.007,72.500,26.800,99.925,0.776,-0.480
'[14:11:59.484 07/05/1995]',-0.031,0.001,72.500,26.800,99.925,0.776,-0.480
'[14:11:59.486 07/05/1995]',-0.047,0.001,72.500,26.800,99.925,0.776,-0.480
'[14:11:59.488 07/05/1995]',-0.047,0.007,71.300,27.450,95.949,0.787,-0.479
'[14:11:59.490 07/05/1995]',-0.047,0.001,71.300,27.450,95.949,0.787,-0.479
'[14:11:59.492 07/05/1995]',-0.047,0.007,71.300,27.450,95.949,0.787,-0.479
'[14:11:59.494 07/05/1995]',-0.047,0.007,71.300,27.450,95.949,0.787,-0.479
'[14:11:59.496 07/05/1995]',-0.047,0.007,71.900,28.025,92.123,0.787,-0.479
'[14:11:59.498 07/05/1995]',-0.031,0.007,71.900,28.025,92.123,0.787,-0.479
'[14:11:59.500 07/05/1995]',-0.031,0.007,71.900,28.025,92.123,0.787,-0.479
'[14:11:59.502 07/05/1995]',-0.031,0.007,71.900,28.025,92.123,0.787,-0.479
'[14:11:59.504 07/05/1995]',-0.031,0.007,73.550,28.150,88.447,0.779,-0.478
'[14:11:59.506 07/05/1995]',-0.031,0.007,73.550,28.150,88.447,0.779,-0.478
'[14:11:59.508 07/05/1995]',-0.031,0.007,73.550,28.150,88.447,0.779,-0.478
'[14:11:59.510 07/05/1995]',-0.031,0.007,73.550,28.150,88.447,0.779,-0.478
'[14:11:59.512 07/05/1995]',-0.031,0.007,75.500,27.925,85.221,0.763,-0.477
'[14:11:59.514 07/05/1995]',-0.031,0.007,75.500,27.925,85.221,0.763,-0.477
'[14:11:59.516 07/05/1995]',-0.031,0.001,75.500,27.925,85.221,0.763,-0.477
'[14:11:59.518 07/05/1995]',-0.031,0.001,75.500,27.925,85.221,0.763,-0.477
'[14:11:59.520 07/05/1995]',-0.031,0.007,77.250,27.400,82.146,0.740,-0.476
'[14:11:59.522 07/05/1995]',-0.031,0.007,77.250,27.400,82.146,0.740,-0.476
'[14:11:59.524 07/05/1995]',-0.031,0.007,77.250,27.400,82.146,0.740,-0.476
'[14:11:59.526 07/05/1995]',-0.031,0.007,77.250,27.400,82.146,0.740,-0.476
'[14:11:59.528 07/05/1995]',-0.031,0.007,78.400,26.925,79.520,0.707,-0.475
'[14:11:59.530 07/05/1995]',-0.031,0.007,78.400,26.925,79.520,0.707,-0.475
'[14:11:59.532 07/05/1995]',-0.031,0.007,78.400,26.925,79.520,0.707,-0.475
'[14:11:59.534 07/05/1995]',-0.031,0.007,78.400,26.925,79.520,0.707,-0.475
'[14:11:59.536 07/05/1995]',-0.031,0.007,78.750,26.450,77.194,0.674,-0.474
'[14:11:59.538 07/05/1995]',-0.047,0.014,78.750,26.450,77.194,0.674,-0.474
'[14:11:59.540 07/05/1995]',-0.031,0.035,78.750,26.450,77.194,0.674,-0.474
'[14:11:59.542 07/05/1995]',-0.047,0.062,78.750,26.450,77.194,0.674,-0.474
'[14:11:59.544 07/05/1995]',-0.047,0.110,78.400,26.100,75.094,0.630,-0.473
'[14:11:59.546 07/05/1995]',-0.047,0.158,78.400,26.100,75.094,0.630,-0.473
'[14:11:59.548 07/05/1995]',-0.064,0.213,78.400,26.100,75.094,0.630,-0.473
'[14:11:59.550 07/05/1995]',-0.080,0.282,78.400,26.100,75.094,0.630,-0.473
'[14:11:59.552 07/05/1995]',-0.080,0.357,77.400,25.875,73.443,0.589,-0.472
'[14:11:59.554 07/05/1995]',-0.080,0.412,77.400,25.875,73.443,0.589,-0.472
'[14:11:59.556 07/05/1995]',-0.047,0.460,77.400,25.875,73.443,0.589,-0.472
'[14:11:59.558 07/05/1995]',-0.015,0.480,77.400,25.875,73.443,0.589,-0.472
'[14:11:59.560 07/05/1995]',0.033,0.487,75.950,26.050,71.868,0.540,-0.472
'[14:11:59.562 07/05/1995]',0.115,0.494,75.950,26.050,71.868,0.540,-0.472
'[14:11:59.564 07/05/1995]',0.180,0.487,75.950,26.050,71.868,0.540,-0.472
'[14:11:59.566 07/05/1995]',0.261,0.480,75.950,26.050,71.868,0.540,-0.472
'[14:11:59.568 07/05/1995]',0.326,0.439,74.150,26.400,70.743,0.490,-0.471
'[14:11:59.570 07/05/1995]',0.342,0.391,74.150,26.400,70.743,0.490,-0.471
'[14:11:59.572 07/05/1995]',0.310,0.378,74.150,26.400,70.743,0.490,-0.471
'[14:11:59.574 07/05/1995]',0.196,0.378,74.150,26.400,70.743,0.490,-0.471
'[14:11:59.576 07/05/1995]',0.033,0.378,72.150,26.700,69.767,0.442,-0.471
'[14:11:59.578 07/05/1995]',-0.113,0.378,72.150,26.700,69.767,0.442,-0.471
'[14:11:59.580 07/05/1995]',-0.291,0.357,72.150,26.700,69.767,0.442,-0.471
'[14:11:59.582 07/05/1995]',-0.438,0.316,72.150,26.700,69.767,0.442,-0.471
'[14:11:59.584 07/05/1995]',-0.535,0.302,69.900,26.450,69.092,0.394,-0.470
'[14:11:59.586 07/05/1995]',-0.616,0.268,69.900,26.450,69.092,0.394,-0.470
'[14:11:59.588 07/05/1995]',-0.681,0.261,69.900,26.450,69.092,0.394,-0.470
'[14:11:59.590 07/05/1995]',-0.697,0.240,69.900,26.450,69.092,0.394,-0.470
'[14:11:59.592 07/05/1995]',-0.697,0.206,67.400,25.800,68.567,0.344,-0.470
'[14:11:59.594 07/05/1995]',-0.681,0.158,67.400,25.800,68.567,0.344,-0.470
'[14:11:59.596 07/05/1995]',-0.633,0.117,67.400,25.800,68.567,0.344,-0.470
'[14:11:59.598 07/05/1995]',-0.584,0.083,67.400,25.800,68.567,0.344,-0.470
'[14:11:59.600 07/05/1995]',-0.519,0.035,64.950,25.000,68.267,0.295,-0.469
'[14:11:59.602 07/05/1995]',-0.438,0.007,64.950,25.000,68.267,0.295,-0.469
'[14:11:59.604 07/05/1995]',-0.356,-0.006,64.950,25.000,68.267,0.295,-0.469
'[14:11:59.606 07/05/1995]',-0.275,-0.034,64.950,25.000,68.267,0.295,-0.469
'[14:11:59.608 07/05/1995]',-0.194,-0.054,62.800,24.525,68.042,0.249,-0.468
'[14:11:59.610 07/05/1995]',-0.129,-0.061,62.800,24.525,68.042,0.249,-0.468
'[14:11:59.612 07/05/1995]',-0.080,-0.075,62.800,24.525,68.042,0.249,-0.468
'[14:11:59.614 07/05/1995]',-0.031,-0.075,62.800,24.525,68.042,0.249,-0.468
'[14:11:59.616 07/05/1995]',-0.015,-0.082,61.250,24.650,67.817,0.206,-0.466
'[14:11:59.618 07/05/1995]',0.001,-0.082,61.250,24.650,67.817,0.206,-0.466
'[14:11:59.620 07/05/1995]',0.001,-0.075,61.250,24.650,67.817,0.206,-0.466
'[14:11:59.622 07/05/1995]',0.001,-0.075,61.250,24.650,67.817,0.206,-0.466
'[14:11:59.624 07/05/1995]',0.001,-0.082,59.950,25.350,67.592,0.160,-0.465
'[14:11:59.626 07/05/1995]',0.001,-0.075,59.950,25.350,67.592,0.160,-0.465
'[14:11:59.628 07/05/1995]',0.001,-0.075,59.950,25.350,67.592,0.160,-0.465
'[14:11:59.630 07/05/1995]',0.001,-0.082,59.950,25.350,67.592,0.160,-0.465
'[14:11:59.632 07/05/1995]',0.001,-0.075,58.650,26.525,67.442,0.118,-0.464
'[14:11:59.634 07/05/1995]',0.001,-0.075,58.650,26.525,67.442,0.118,-0.464
'[14:11:59.636 07/05/1995]',0.001,-0.075,58.650,26.525,67.442,0.118,-0.464
'[14:11:59.638 07/05/1995]',0.001,-0.061,58.650,26.525,67.442,0.118,-0.464
'[14:11:59.640 07/05/1995]',0.001,-0.075,57.250,27.750,67.067,0.079,-0.463
'[14:11:59.642 07/05/1995]',0.001,-0.075,57.250,27.750,67.067,0.079,-0.463
'[14:11:59.644 07/05/1995]',0.001,-0.075,57.250,27.750,67.067,0.079,-0.463
'[14:11:59.646 07/05/1995]',0.017,-0.075,57.250,27.750,67.067,0.079,-0.463
'[14:11:59.648 07/05/1995]',0.017,-0.075,55.750,28.325,66.542,0.044,-0.463
'[14:11:59.650 07/05/1995]',0.017,-0.075,55.750,28.325,66.542,0.044,-0.463
'[14:11:59.652 07/05/1995]',0.017,-0.075,55.750,28.325,66.542,0.044,-0.463
'[14:11:59.654 07/05/1995]',0.017,-0.082,55.750,28.325,66.542,0.044,-0.463
'[14:11:59.656 07/05/1995]',0.033,-0.075,53.850,27.675,65.866,0.011,-0.463
'[14:11:59.658 07/05/1995]',0.033,-0.075,53.850,27.675,65.866,0.011,-0.463
'[14:11:59.660 07/05/1995]',0.033,-0.075,53.850,27.675,65.866,0.011,-0.463
'[14:11:59.662 07/05/1995]',0.033,-0.075,53.850,27.675,65.866,0.011,-0.463
'[14:11:59.664 07/05/1995]',0.033,-0.075,51.700,25.800,64.891,-0.018,-0.463
'[14:11:59.666 07/05/1995]',0.033,-0.075,51.700,25.800,64.891,-0.018,-0.463
'[14:11:59.668 07/05/1995]',0.050,-0.075,51.700,25.800,64.891,-0.018,-0.463
'[14:11:59.670 07/05/1995]',0.050,-0.075,51.700,25.800,64.891,-0.018,-0.463
'[14:11:59.672 07/05/1995]',0.050,-0.082,49.950,24.050,63.766,-0.043,-0.463
'[14:11:59.674 07/05/1995]',0.050,-0.082,49.950,24.050,63.766,-0.043,-0.463
'[14:11:59.676 07/05/1995]',0.050,-0.082,49.950,24.050,63.766,-0.043,-0.463
'[14:11:59.678 07/05/1995]',0.050,-0.082,49.950,24.050,63.766,-0.043,-0.463
'[14:11:59.680 07/05/1995]',0.066,-0.082,49.100,23.875,62.491,-0.068,-0.464
'[14:11:59.682 07/05/1995]',0.050,-0.082,49.100,23.875,62.491,-0.068,-0.464
'[14:11:59.684 07/05/1995]',0.066,-0.082,49.100,23.875,62.491,-0.068,-0.464
'[14:11:59.686 07/05/1995]',0.066,-0.082,49.100,23.875,62.491,-0.068,-0.464
'[14:11:59.688 07/05/1995]',0.066,-0.082,49.600,25.700,61.065,-0.091,-0.465
'[14:11:59.690 07/05/1995]',0.066,-0.082,49.600,25.700,61.065,-0.091,-0.465
'[14:11:59.692 07/05/1995]',0.050,-0.089,49.600,25.700,61.065,-0.091,-0.465
'[14:11:59.694 07/05/1995]',0.066,-0.082,49.600,25.700,61.065,-0.091,-0.465
'[14:11:59.696 07/05/1995]',0.082,-0.082,51.350,28.975,59.490,-0.109,-0.466
'[14:11:59.698 07/05/1995]',0.082,-0.089,51.350,28.975,59.490,-0.109,-0.466
'[14:11:59.700 07/05/1995]',0.082,-0.082,51.350,28.975,59.490,-0.109,-0.466
'[14:11:59.702 07/05/1995]',0.082,-0.089,51.350,28.975,59.490,-0.109,-0.466
'[14:11:59.704 07/05/1995]',0.082,-0.089,53.850,33.425,58.065,-0.129,-0.468
'[14:11:59.706 07/05/1995]',0.082,-0.082,53.850,33.425,58.065,-0.129,-0.468
'[14:11:59.708 07/05/1995]',0.082,-0.089,53.850,33.425,58.065,-0.129,-0.468
'[14:11:59.710 07/05/1995]',0.082,-0.089,53.850,33.425,58.065,-0.129,-0.468
'[14:11:59.712 07/05/1995]',0.082,-0.089,56.600,38.750,56.564,-0.148,-0.470
'[14:11:59.714 07/05/1995]',0.099,-0.102,56.600,38.750,56.564,-0.148,-0.470
'[14:11:59.716 07/05/1995]',0.099,-0.089,56.600,38.750,56.564,-0.148,-0.470
'[14:11:59.718 07/05/1995]',0.099,-0.089,56.600,38.750,56.564,-0.148,-0.470
'[14:11:59.720 07/05/1995]',0.099,-0.089,59.150,44.150,55.364,-0.169,-0.472
'[14:11:59.722 07/05/1995]',0.099,-0.089,59.150,44.150,55.364,-0.169,-0.472
'[14:11:59.724 07/05/1995]',0.099,-0.089,59.150,44.150,55.364,-0.169,-0.472
'[14:11:59.726 07/05/1995]',0.099,-0.089,59.150,44.150,55.364,-0.169,-0.472
'[14:11:59.728 07/05/1995]',0.099,-0.089,61.550,48.300,54.539,-0.188,-0.474
'[14:11:59.730 07/05/1995]',0.099,-0.089,61.550,48.300,54.539,-0.188,-0.474
'[14:11:59.732 07/05/1995]',0.099,-0.089,61.550,48.300,54.539,-0.188,-0.474
'[14:11:59.734 07/05/1995]',0.099,-0.089,61.550,48.300,54.539,-0.188,-0.474
'[14:11:59.736 07/05/1995]',0.099,-0.089,65.000,50.700,54.389,-0.210,-0.476
'[14:11:59.738 07/05/1995]',0.099,-0.089,65.000,50.700,54.389,-0.210,-0.476
'[14:11:59.740 07/05/1995]',0.099,-0.089,65.000,50.700,54.389,-0.210,-0.476
'[14:11:59.742 07/05/1995]',0.099,-0.089,65.000,50.700,54.389,-0.210,-0.476
'[14:11:59.744 07/05/1995]',0.099,-0.089,70.550,51.950,54.914,-0.230,-0.478
'[14:11:59.746 07/05/1995]',0.115,-0.089,70.550,51.950,54.914,-0.230,-0.478
'[14:11:59.748 07/05/1995]',0.099,-0.089,70.550,51.950,54.914,-0.230,-0.478
'[14:11:59.750 07/05/1995]',0.115,-0.089,70.550,51.950,54.914,-0.230,-0.478
'[14:11:59.752 07/05/1995]',0.115,-0.089,77.950,52.825,56.264,-0.252,-0.480
'[14:11:59.754 07/05/1995]',0.115,-0.089,77.950,52.825,56.264,-0.252,-0.480
'[14:11:59.756 07/05/1995]',0.115,-0.082,77.950,52.825,56.264,-0.252,-0.480
'[14:11:59.758 07/05/1995]',0.115,-0.089,77.950,52.825,56.264,-0.252,-0.480
'[14:11:59.760 07/05/1995]',0.115,-0.082,85.200,53.825,57.989,-0.274,-0.482
'[14:11:59.762 07/05/1995]',0.115,-0.082,85.200,53.825,57.989,-0.274,-0.482
'[14:11:59.764 07/05/1995]',0.115,-0.089,85.200,53.825,57.989,-0.274,-0.482
'[14:11:59.766 07/05/1995]',0.115,-0.089,85.200,53.825,57.989,-0.274,-0.482
'[14:11:59.768 07/05/1995]',0.099,-0.082,89.400,54.875,60.165,-0.295,-0.484
'[14:11:59.770 07/05/1995]',0.099,-0.082,89.400,54.875,60.165,-0.295,-0.484
'[14:11:59.772 07/05/1995]',0.099,-0.075,89.400,54.875,60.165,-0.295,-0.484
'[14:11:59.774 07/05/1995]',0.099,-0.075,89.400,54.875,60.165,-0.295,-0.484
'[14:11:59.776 07/05/1995]',0.099,-0.075,89.300,55.625,62.341,-0.317,-0.486
'[14:11:59.778 07/05/1995]',0.099,-0.075,89.300,55.625,62.341,-0.317,-0.486
'[14:11:59.780 07/05/1995]',0.099,-0.075,89.300,55.625,62.341,-0.317,-0.486
'[14:11:59.782 07/05/1995]',0.099,-0.061,89.300,55.625,62.341,-0.317,-0.486
'[14:11:59.784 07/05/1995]',0.099,-0.061,85.850,56.050,64.591,-0.385,-0.489
'[14:11:59.786 07/05/1995]',0.082,-0.061,85.850,56.050,64.591,-0.385,-0.489
'[14:11:59.788 07/05/1995]',0.082,-0.054,85.850,56.050,64.591,-0.385,-0.489
'[14:11:59.790 07/05/1995]',0.082,-0.054,85.850,56.050,64.591,-0.385,-0.489
'[14:11:59.792 07/05/1995]',0.082,-0.054,81.150,56.225,66.917,-0.405,-0.492
'[14:11:59.794 07/05/1995]',0.082,-0.054,81.150,56.225,66.917,-0.405,-0.492
'[14:11:59.796 07/05/1995]',0.082,-0.054,81.150,56.225,66.917,-0.405,-0.492
'[14:11:59.798 07/05/1995]',0.082,-0.041,81.150,56.225,66.917,-0.405,-0.492
'[14:11:59.800 07/05/1995]',0.066,-0.041,76.950,56.325,69.392,-0.422,-0.495
'[14:11:59.802 07/05/1995]',0.066,-0.041,76.950,56.325,69.392,-0.422,-0.495
'[14:11:59.804 07/05/1995]',0.050,-0.041,76.950,56.325,69.392,-0.422,-0.495
'[14:11:59.806 07/05/1995]',0.050,-0.041,76.950,56.325,69.392,-0.422,-0.495
'[14:11:59.808 07/05/1995]',0.050,-0.034,73.850,56.400,71.943,-0.435,-0.499
'[14:11:59.810 07/05/1995]',0.050,-0.034,73.850,56.400,71.943,-0.435,-0.499
'[14:11:59.812 07/05/1995]',0.050,-0.034,73.850,56.400,71.943,-0.435,-0.499
'[14:11:59.814 07/05/1995]',0.050,-0.034,73.850,56.400,71.943,-0.435,-0.499
'[14:11:59.816 07/05/1995]',0.033,-0.027,72.000,56.625,74.494,-0.440,-0.503
'[14:11:59.818 07/05/1995]',0.033,-0.027,72.000,56.625,74.494,-0.440,-0.503
'[14:11:59.820 07/05/1995]',0.033,-0.027,72.000,56.625,74.494,-0.440,-0.503
'[14:11:59.822 07/05/1995]',0.033,-0.027,72.000,56.625,74.494,-0.440,-0.503
'[14:11:59.824 07/05/1995]',0.017,-0.013,71.250,57.150,77.119,-0.440,-0.506
'[14:11:59.826 07/05/1995]',0.017,-0.013,71.250,57.150,77.119,-0.440,-0.506
'[14:11:59.828 07/05/1995]',0.017,-0.013,71.250,57.150,77.119,-0.440,-0.506
'[14:11:59.830 07/05/1995]',0.017,-0.013,71.250,57.150,77.119,-0.440,-0.506
'[14:11:59.832 07/05/1995]',0.017,-0.013,71.400,57.750,79.520,-0.435,-0.510
'[14:11:59.834 07/05/1995]',0.017,-0.006,71.400,57.750,79.520,-0.435,-0.510
'[14:11:59.836 07/05/1995]',0.017,-0.006,71.400,57.750,79.520,-0.435,-0.510
'[14:11:59.838 07/05/1995]',0.017,-0.006,71.400,57.750,79.520,-0.435,-0.510
'[14:11:59.840 07/05/1995]',0.017,-0.006,72.000,58.200,81.620,-0.420,-0.513
'[14:11:59.842 07/05/1995]',0.001,-0.006,72.000,58.200,81.620,-0.420,-0.513
'[14:11:59.844 07/05/1995]',0.001,0.001,72.000,58.200,81.620,-0.420,-0.513
'[14:11:59.846 07/05/1995]',0.001,0.001,72.000,58.200,81.620,-0.420,-0.513
'[14:11:59.848 07/05/1995]',0.001,0.001,72.950,58.500,83.346,-0.400,-0.516
'[14:11:59.850 07/05/1995]',0.001,0.001,72.950,58.500,83.346,-0.400,-0.516
'[14:11:59.852 07/05/1995]',0.001,0.001,72.950,58.500,83.346,-0.400,-0.516
'[14:11:59.854 07/05/1995]',0.001,0.007,72.950,58.500,83.346,-0.400,-0.516
'[14:11:59.856 07/05/1995]',0.001,0.007,73.800,58.575,84.621,-0.376,-0.519
'[14:11:59.858 07/05/1995]',0.001,0.007,73.800,58.575,84.621,-0.376,-0.519
'[14:11:59.860 07/05/1995]',0.001,0.007,73.800,58.575,84.621,-0.376,-0.519
'[14:11:59.862 07/05/1995]',-0.015,0.007,73.800,58.575,84.621,-0.376,-0.519
'[14:11:59.864 07/05/1995]',0.001,0.007,74.200,58.325,85.521,-0.347,-0.520
'[14:11:59.866 07/05/1995]',-0.015,0.007,74.200,58.325,85.521,-0.347,-0.520
'[14:11:59.868 07/05/1995]',-0.015,0.007,74.200,58.325,85.521,-0.347,-0.520
'[14:11:59.870 07/05/1995]',-0.015,0.007,74.200,58.325,85.521,-0.347,-0.520
'[14:11:59.872 07/05/1995]',-0.015,0.007,73.950,57.800,86.197,-0.315,-0.521
'[14:11:59.874 07/05/1995]',-0.015,0.007,73.950,57.800,86.197,-0.315,-0.521
'[14:11:59.876 07/05/1995]',-0.015,0.007,73.950,57.800,86.197,-0.315,-0.521
'[14:11:59.878 07/05/1995]',-0.015,0.007,73.950,57.800,86.197,-0.315,-0.521
'[14:11:59.880 07/05/1995]',-0.015,0.007,72.900,56.875,86.497,-0.284,-0.521
'[14:11:59.882 07/05/1995]',-0.015,0.007,72.900,56.875,86.497,-0.284,-0.521
'[14:11:59.884 07/05/1995]',-0.015,0.007,72.900,56.875,86.497,-0.284,-0.521
'[14:11:59.886 07/05/1995]',-0.015,0.007,72.900,56.875,86.497,-0.284,-0.521
'[14:11:59.888 07/05/1995]',-0.015,0.007,71.100,55.525,86.347,-0.252,-0.521
'[14:11:59.890 07/05/1995]',-0.015,0.001,71.100,55.525,86.347,-0.252,-0.521
'[14:11:59.892 07/05/1995]',-0.015,0.007,71.100,55.525,86.347,-0.252,-0.521
'[14:11:59.894 07/05/1995]',-0.015,0.001,71.100,55.525,86.347,-0.252,-0.521
'[14:11:59.896 07/05/1995]',-0.015,0.001,68.750,53.700,85.896,-0.223,-0.520
'[14:11:59.898 07/05/1995]',-0.015,0.007,68.750,53.700,85.896,-0.223,-0.520
'[14:11:59.900 07/05/1995]',-0.015,0.001,68.750,53.700,85.896,-0.223,-0.520
'[14:11:59.902 07/05/1995]',-0.015,0.001,68.750,53.700,85.896,-0.223,-0.520
'[14:11:59.904 07/05/1995]',-0.015,0.001,66.300,51.525,84.996,-0.197,-0.519
'[14:11:59.906 07/05/1995]',-0.015,-0.006,66.300,51.525,84.996,-0.197,-0.519
'[14:11:59.908 07/05/1995]',-0.015,0.001,66.300,51.525,84.996,-0.197,-0.519
'[14:11:59.910 07/05/1995]',-0.015,0.001,66.300,51.525,84.996,-0.197,-0.519
'[14:11:59.912 07/05/1995]',-0.015,0.001,64.250,49.125,83.721,-0.172,-0.517
'[14:11:59.914 07/05/1995]',-0.015,0.001,64.250,49.125,83.721,-0.172,-0.517
'[14:11:59.916 07/05/1995]',-0.015,0.001,64.250,49.125,83.721,-0.172,-0.517
'[14:11:59.918 07/05/1995]',-0.015,0.001,64.250,49.125,83.721,-0.172,-0.517
'[14:11:59.920 07/05/1995]',-0.015,0.001,63.250,46.375,82.071,-0.150,-0.515
'[14:11:59.922 07/05/1995]',-0.015,-0.006,63.250,46.375,82.071,-0.150,-0.515
'[14:11:59.924 07/05/1995]',-0.015,0.001,63.250,46.375,82.071,-0.150,-0.515
'[14:11:59.926 07/05/1995]',-0.015,0.001,63.250,46.375,82.071,-0.150,-0.515
'[14:11:59.928 07/05/1995]',-0.015,-0.006,63.450,43.100,80.120,-0.133,-0.513
