'Time and date','II','aVF','V','ABP','PLETH','RESP'
'[13:39:48.130 02/12/1995]',0.121,-0.054,-0.029,62.554,-0.578,-0.534
'[13:39:48.132 02/12/1995]',0.121,-0.054,-0.029,62.554,-0.578,-0.534
'[13:39:48.134 02/12/1995]',0.121,-0.065,-0.029,62.554,-0.578,-0.534
'[13:39:48.136 02/12/1995]',0.110,-0.087,-0.009,62.304,-0.578,-0.534
'[13:39:48.138 02/12/1995]',0.110,-0.098,-0.009,62.304,-0.578,-0.534
'[13:39:48.140 02/12/1995]',0.110,-0.098,0.001,62.304,-0.578,-0.534
'[13:39:48.142 02/12/1995]',0.121,-0.076,0.001,62.304,-0.578,-0.534
'[13:39:48.144 02/12/1995]',0.121,-0.054,0.001,62.103,-0.578,-0.534
'[13:39:48.146 02/12/1995]',0.143,-0.032,-0.009,62.103,-0.578,-0.534
'[13:39:48.148 02/12/1995]',0.154,-0.021,-0.009,62.103,-0.578,-0.534
'[13:39:48.150 02/12/1995]',0.154,-0.021,-0.009,62.103,-0.578,-0.534
'[13:39:48.152 02/12/1995]',0.143,-0.032,0.001,61.903,-0.607,-0.533
'[13:39:48.154 02/12/1995]',0.132,-0.065,0.001,61.903,-0.607,-0.533
'[13:39:48.156 02/12/1995]',0.121,-0.065,0.001,61.903,-0.607,-0.533
'[13:39:48.158 02/12/1995]',0.132,-0.054,0.001,61.903,-0.607,-0.533
'[13:39:48.160 02/12/1995]',0.143,-0.032,0.001,61.703,-0.607,-0.533
'[13:39:48.162 02/12/1995]',0.164,-0.010,0.001,61.703,-0.607,-0.533
'[13:39:48.164 02/12/1995]',0.164,0.001,0.001,61.703,-0.607,-0.533
'[13:39:48.166 02/12/1995]',0.175,0.001,0.001,61.703,-0.607,-0.533
'[13:39:48.168 02/12/1995]',0.164,-0.010,0.001,61.552,-0.607,-0.533
'[13:39:48.170 02/12/1995]',0.154,-0.032,0.001,61.552,-0.607,-0.533
'[13:39:48.172 02/12/1995]',0.143,-0.054,0.001,61.552,-0.607,-0.533
'[13:39:48.174 02/12/1995]',0.132,-0.054,0.001,61.552,-0.607,-0.533
'[13:39:48.176 02/12/1995]',0.132,-0.043,0.001,61.352,-0.622,-0.532
'[13:39:48.178 02/12/1995]',0.143,-0.032,0.001,61.352,-0.622,-0.532
'[13:39:48.180 02/12/1995]',0.143,-0.021,-0.009,61.352,-0.622,-0.532
'[13:39:48.182 02/12/1995]',0.143,-0.032,-0.019,61.352,-0.622,-0.532
'[13:39:48.184 02/12/1995]',0.143,-0.043,-0.019,61.102,-0.607,-0.532
'[13:39:48.186 02/12/1995]',0.121,-0.054,-0.009,61.102,-0.607,-0.532
'[13:39:48.188 02/12/1995]',0.110,-0.087,-0.009,61.102,-0.607,-0.532
'[13:39:48.190 02/12/1995]',0.099,-0.098,0.001,61.102,-0.607,-0.532
'[13:39:48.192 02/12/1995]',0.110,-0.098,-0.009,60.901,-0.622,-0.531
'[13:39:48.194 02/12/1995]',0.099,-0.087,-0.029,60.901,-0.622,-0.531
'[13:39:48.196 02/12/1995]',0.121,-0.065,-0.038,60.901,-0.622,-0.531
'[13:39:48.198 02/12/1995]',0.121,-0.065,-0.048,60.901,-0.622,-0.531
'[13:39:48.200 02/12/1995]',0.121,-0.087,-0.038,60.701,-0.622,-0.531
'[13:39:48.202 02/12/1995]',0.110,-0.109,-0.038,60.701,-0.622,-0.531
'[13:39:48.204 02/12/1995]',0.088,-0.131,-0.038,60.701,-0.622,-0.531
'[13:39:48.206 02/12/1995]',0.077,-0.131,-0.029,60.701,-0.622,-0.531
'[13:39:48.208 02/12/1995]',0.077,-0.131,-0.038,60.501,-0.636,-0.531
'[13:39:48.210 02/12/1995]',0.088,-0.120,-0.038,60.501,-0.636,-0.531
'[13:39:48.212 02/12/1995]',0.088,-0.098,-0.058,60.501,-0.636,-0.531
'[13:39:48.214 02/12/1995]',0.099,-0.087,-0.068,60.501,-0.636,-0.531
'[13:39:48.216 02/12/1995]',0.110,-0.087,-0.058,60.250,-0.636,-0.530
'[13:39:48.218 02/12/1995]',0.088,-0.098,-0.058,60.250,-0.636,-0.530
'[13:39:48.220 02/12/1995]',0.088,-0.120,-0.038,60.250,-0.636,-0.530
'[13:39:48.222 02/12/1995]',0.066,-0.131,-0.029,60.250,-0.636,-0.530
'[13:39:48.224 02/12/1995]',0.077,-0.131,-0.029,60.000,-0.636,-0.530
'[13:39:48.226 02/12/1995]',0.088,-0.109,-0.038,60.000,-0.636,-0.530
'[13:39:48.228 02/12/1995]',0.088,-0.087,-0.038,60.000,-0.636,-0.530
'[13:39:48.230 02/12/1995]',0.121,-0.065,-0.038,60.000,-0.636,-0.530
'[13:39:48.232 02/12/1995]',0.121,-0.065,-0.038,59.749,-0.622,-0.529
'[13:39:48.234 02/12/1995]',0.110,-0.065,-0.038,59.749,-0.622,-0.529
'[13:39:48.236 02/12/1995]',0.088,-0.098,-0.029,59.749,-0.622,-0.529
'[13:39:48.238 02/12/1995]',0.077,-0.109,-0.029,59.749,-0.622,-0.529
'[13:39:48.240 02/12/1995]',0.066,-0.120,-0.029,59.499,-0.651,-0.529
'[13:39:48.242 02/12/1995]',0.066,-0.109,-0.029,59.499,-0.651,-0.529
'[13:39:48.244 02/12/1995]',0.077,-0.098,-0.048,59.499,-0.651,-0.529
'[13:39:48.246 02/12/1995]',0.088,-0.087,-0.048,59.499,-0.651,-0.529
'[13:39:48.248 02/12/1995]',0.099,-0.076,-0.048,59.249,-0.636,-0.528
'[13:39:48.250 02/12/1995]',0.088,-0.087,-0.048,59.249,-0.636,-0.528
'[13:39:48.252 02/12/1995]',0.088,-0.087,-0.038,59.249,-0.636,-0.528
'[13:39:48.254 02/12/1995]',0.066,-0.120,-0.029,59.249,-0.636,-0.528
'[13:39:48.256 02/12/1995]',0.066,-0.131,-0.019,59.048,-0.636,-0.527
'[13:39:48.258 02/12/1995]',0.066,-0.120,-0.019,59.048,-0.636,-0.527
'[13:39:48.260 02/12/1995]',0.077,-0.109,-0.029,59.048,-0.636,-0.527
'[13:39:48.262 02/12/1995]',0.088,-0.087,-0.038,59.048,-0.636,-0.527
'[13:39:48.264 02/12/1995]',0.110,-0.065,-0.038,58.848,-0.651,-0.526
'[13:39:48.266 02/12/1995]',0.110,-0.065,-0.038,58.848,-0.651,-0.526
'[13:39:48.268 02/12/1995]',0.099,-0.076,-0.029,58.848,-0.651,-0.526
'[13:39:48.270 02/12/1995]',0.088,-0.109,-0.029,58.848,-0.651,-0.526
'[13:39:48.272 02/12/1995]',0.066,-0.120,-0.029,58.648,-0.651,-0.524
'[13:39:48.274 02/12/1995]',0.066,-0.131,-0.029,58.648,-0.651,-0.524
'[13:39:48.276 02/12/1995]',0.055,-0.142,-0.048,58.648,-0.651,-0.524
'[13:39:48.278 02/12/1995]',0.066,-0.131,-0.068,58.648,-0.651,-0.524
'[13:39:48.280 02/12/1995]',0.066,-0.131,-0.078,58.447,-0.666,-0.523
'[13:39:48.282 02/12/1995]',0.077,-0.142,-0.078,58.447,-0.666,-0.523
'[13:39:48.284 02/12/1995]',0.066,-0.164,-0.078,58.447,-0.666,-0.523
'[13:39:48.286 02/12/1995]',0.055,-0.174,-0.058,58.447,-0.666,-0.523
'[13:39:48.288 02/12/1995]',0.066,-0.185,-0.048,58.247,-0.651,-0.521
'[13:39:48.290 02/12/1995]',0.088,-0.164,0.001,58.247,-0.651,-0.521
'[13:39:48.292 02/12/1995]',0.143,-0.120,0.030,58.247,-0.651,-0.521
'[13:39:48.294 02/12/1995]',0.197,-0.054,0.069,58.247,-0.651,-0.521
'[13:39:48.296 02/12/1995]',0.273,0.001,0.108,58.047,-0.636,-0.520
'[13:39:48.298 02/12/1995]',0.338,0.022,0.157,58.047,-0.636,-0.520
'[13:39:48.300 02/12/1995]',0.415,0.077,0.216,58.047,-0.636,-0.520
'[13:39:48.302 02/12/1995]',0.491,0.121,0.284,58.047,-0.636,-0.520
'[13:39:48.304 02/12/1995]',0.535,0.133,0.333,57.896,-0.651,-0.518
'[13:39:48.306 02/12/1995]',0.589,0.143,0.372,57.896,-0.651,-0.518
'[13:39:48.308 02/12/1995]',0.644,0.165,0.402,57.896,-0.651,-0.518
'[13:39:48.310 02/12/1995]',0.709,0.286,0.450,57.896,-0.651,-0.518
'[13:39:48.312 02/12/1995]',0.764,0.385,0.470,57.646,-0.651,-0.517
'[13:39:48.314 02/12/1995]',0.764,0.428,0.460,57.646,-0.651,-0.517
'[13:39:48.316 02/12/1995]',0.764,0.483,0.470,57.646,-0.651,-0.517
'[13:39:48.318 02/12/1995]',0.742,0.494,0.450,57.646,-0.651,-0.517
'[13:39:48.320 02/12/1995]',0.687,0.505,0.431,57.496,-0.666,-0.515
'[13:39:48.322 02/12/1995]',0.644,0.494,0.382,57.496,-0.666,-0.515
'[13:39:48.324 02/12/1995]',0.622,0.505,0.353,57.496,-0.666,-0.515
'[13:39:48.326 02/12/1995]',0.568,0.505,0.284,57.496,-0.666,-0.515
'[13:39:48.328 02/12/1995]',0.524,0.494,0.196,57.295,-0.651,-0.514
'[13:39:48.330 02/12/1995]',0.448,0.440,0.108,57.295,-0.651,-0.514
'[13:39:48.332 02/12/1995]',0.371,0.373,0.030,57.295,-0.651,-0.514
'[13:39:48.334 02/12/1995]',0.295,0.297,-0.009,57.295,-0.651,-0.514
'[13:39:48.336 02/12/1995]',0.219,0.209,-0.058,57.145,-0.651,-0.513
'[13:39:48.338 02/12/1995]',0.164,0.133,-0.087,57.145,-0.651,-0.513
'[13:39:48.340 02/12/1995]',0.121,0.067,-0.107,57.145,-0.651,-0.513
'[13:39:48.342 02/12/1995]',0.088,0.034,-0.127,57.145,-0.651,-0.513
'[13:39:48.344 02/12/1995]',0.066,0.001,-0.146,56.995,-0.666,-0.512
'[13:39:48.346 02/12/1995]',0.066,0.001,-0.146,56.995,-0.666,-0.512
'[13:39:48.348 02/12/1995]',0.077,-0.010,-0.146,56.995,-0.666,-0.512
'[13:39:48.350 02/12/1995]',0.088,-0.021,-0.117,56.995,-0.666,-0.512
'[13:39:48.352 02/12/1995]',0.088,-0.043,-0.097,56.845,-0.666,-0.511
'[13:39:48.354 02/12/1995]',0.077,-0.087,-0.087,56.845,-0.666,-0.511
'[13:39:48.356 02/12/1995]',0.077,-0.087,-0.068,56.845,-0.666,-0.511
'[13:39:48.358 02/12/1995]',0.088,-0.065,-0.058,56.845,-0.666,-0.511
'[13:39:48.360 02/12/1995]',0.099,-0.065,-0.058,56.644,-0.666,-0.510
'[13:39:48.362 02/12/1995]',0.121,-0.032,-0.058,56.644,-0.666,-0.510
'[13:39:48.364 02/12/1995]',0.132,-0.032,-0.068,56.644,-0.666,-0.510
'[13:39:48.366 02/12/1995]',0.132,-0.032,-0.048,56.644,-0.666,-0.510
'[13:39:48.368 02/12/1995]',0.132,-0.054,-0.048,56.494,-0.651,-0.510
'[13:39:48.370 02/12/1995]',0.110,-0.076,-0.029,56.494,-0.651,-0.510
'[13:39:48.372 02/12/1995]',0.099,-0.098,-0.038,56.494,-0.651,-0.510
'[13:39:48.374 02/12/1995]',0.099,-0.098,-0.029,56.494,-0.651,-0.510
'[13:39:48.376 02/12/1995]',0.110,-0.076,-0.019,56.394,-0.666,-0.509
'[13:39:48.378 02/12/1995]',0.121,-0.054,-0.038,56.394,-0.666,-0.509
'[13:39:48.380 02/12/1995]',0.132,-0.043,-0.029,56.394,-0.666,-0.509
'[13:39:48.382 02/12/1995]',0.143,-0.043,-0.038,56.394,-0.666,-0.509
'[13:39:48.384 02/12/1995]',0.132,-0.054,-0.029,56.194,-0.666,-0.509
'[13:39:48.386 02/12/1995]',0.121,-0.076,-0.019,56.194,-0.666,-0.509
'[13:39:48.388 02/12/1995]',0.110,-0.087,-0.009,56.194,-0.666,-0.509
'[13:39:48.390 02/12/1995]',0.110,-0.098,-0.009,56.194,-0.666,-0.509
'[13:39:48.392 02/12/1995]',0.110,-0.076,-0.019,56.093,-0.651,-0.508
'[13:39:48.394 02/12/1995]',0.110,-0.065,-0.029,56.093,-0.651,-0.508
'[13:39:48.396 02/12/1995]',0.132,-0.043,-0.038,56.093,-0.651,-0.508
'[13:39:48.398 02/12/1995]',0.143,-0.032,-0.029,56.093,-0.651,-0.508
'[13:39:48.400 02/12/1995]',0.143,-0.043,-0.029,55.943,-0.666,-0.507
'[13:39:48.402 02/12/1995]',0.132,-0.054,-0.019,55.943,-0.666,-0.507
'[13:39:48.404 02/12/1995]',0.110,-0.065,-0.009,55.943,-0.666,-0.507
'[13:39:48.406 02/12/1995]',0.110,-0.087,-0.009,55.943,-0.666,-0.507
'[13:39:48.408 02/12/1995]',0.110,-0.087,-0.009,55.793,-0.651,-0.506
'[13:39:48.410 02/12/1995]',0.110,-0.065,-0.019,55.793,-0.651,-0.506
'[13:39:48.412 02/12/1995]',0.121,-0.054,-0.029,55.793,-0.651,-0.506
'[13:39:48.414 02/12/1995]',0.143,-0.021,-0.029,55.793,-0.651,-0.506
'[13:39:48.416 02/12/1995]',0.143,-0.032,-0.029,55.593,-0.666,-0.506
'[13:39:48.418 02/12/1995]',0.132,-0.043,-0.019,55.593,-0.666,-0.506
'[13:39:48.420 02/12/1995]',0.121,-0.076,-0.009,55.593,-0.666,-0.506
'[13:39:48.422 02/12/1995]',0.110,-0.087,-0.009,55.593,-0.666,-0.506
'[13:39:48.424 02/12/1995]',0.110,-0.076,-0.009,55.442,-0.666,-0.506
'[13:39:48.426 02/12/1995]',0.110,-0.076,-0.009,55.442,-0.666,-0.506
'[13:39:48.428 02/12/1995]',0.121,-0.054,-0.019,55.442,-0.666,-0.506
'[13:39:48.430 02/12/1995]',0.143,-0.021,-0.019,55.442,-0.666,-0.506
'[13:39:48.432 02/12/1995]',0.143,-0.032,-0.029,55.292,-0.651,-0.506
'[13:39:48.434 02/12/1995]',0.143,-0.032,-0.019,55.292,-0.651,-0.506
'[13:39:48.436 02/12/1995]',0.132,-0.054,-0.009,55.292,-0.651,-0.506
'[13:39:48.438 02/12/1995]',0.121,-0.087,0.001,55.292,-0.651,-0.506
'[13:39:48.440 02/12/1995]',0.110,-0.087,0.001,55.142,-0.666,-0.507
'[13:39:48.442 02/12/1995]',0.121,-0.076,0.001,55.142,-0.666,-0.507
'[13:39:48.444 02/12/1995]',0.132,-0.054,-0.009,55.142,-0.666,-0.507
'[13:39:48.446 02/12/1995]',0.143,-0.032,-0.019,55.142,-0.666,-0.507
'[13:39:48.448 02/12/1995]',0.154,-0.021,-0.019,55.042,-0.666,-0.508
'[13:39:48.450 02/12/1995]',0.143,-0.032,-0.009,55.042,-0.666,-0.508
'[13:39:48.452 02/12/1995]',0.132,-0.043,0.001,55.042,-0.666,-0.508
'[13:39:48.454 02/12/1995]',0.121,-0.076,0.001,55.042,-0.666,-0.508
'[13:39:48.456 02/12/1995]',0.110,-0.076,0.001,54.891,-0.651,-0.510
'[13:39:48.458 02/12/1995]',0.110,-0.076,0.001,54.891,-0.651,-0.510
'[13:39:48.460 02/12/1995]',0.121,-0.054,0.001,54.891,-0.651,-0.510
'[13:39:48.462 02/12/1995]',0.143,-0.032,-0.009,54.891,-0.651,-0.510
'[13:39:48.464 02/12/1995]',0.143,-0.021,-0.019,54.791,-0.636,-0.512
'[13:39:48.466 02/12/1995]',0.154,-0.021,-0.009,54.791,-0.636,-0.512
'[13:39:48.468 02/12/1995]',0.143,-0.032,0.001,54.791,-0.636,-0.512
'[13:39:48.470 02/12/1995]',0.132,-0.054,0.001,54.791,-0.636,-0.512
'[13:39:48.472 02/12/1995]',0.121,-0.076,0.001,54.691,-0.651,-0.515
'[13:39:48.474 02/12/1995]',0.121,-0.087,0.001,54.691,-0.651,-0.515
'[13:39:48.476 02/12/1995]',0.121,-0.065,0.001,54.691,-0.651,-0.515
'[13:39:48.478 02/12/1995]',0.143,-0.032,0.001,54.691,-0.651,-0.515
'[13:39:48.480 02/12/1995]',0.164,-0.021,-0.009,54.591,-0.651,-0.518
'[13:39:48.482 02/12/1995]',0.164,-0.010,0.001,54.591,-0.651,-0.518
'[13:39:48.484 02/12/1995]',0.164,-0.021,0.001,54.591,-0.651,-0.518
'[13:39:48.486 02/12/1995]',0.143,-0.043,0.001,54.591,-0.651,-0.518
'[13:39:48.488 02/12/1995]',0.132,-0.065,0.001,54.741,-0.622,-0.520
'[13:39:48.490 02/12/1995]',0.132,-0.065,0.010,54.741,-0.622,-0.520
'[13:39:48.492 02/12/1995]',0.143,-0.054,0.001,54.741,-0.622,-0.520
'[13:39:48.494 02/12/1995]',0.143,-0.032,0.001,54.741,-0.622,-0.520
'[13:39:48.496 02/12/1995]',0.164,-0.010,0.001,54.891,-0.622,-0.523
'[13:39:48.498 02/12/1995]',0.164,0.001,0.001,54.891,-0.622,-0.523
'[13:39:48.500 02/12/1995]',0.164,-0.010,0.001,54.891,-0.622,-0.523
'[13:39:48.502 02/12/1995]',0.164,-0.032,0.001,54.891,-0.622,-0.523
'[13:39:48.504 02/12/1995]',0.154,-0.054,0.010,55.292,-0.607,-0.525
'[13:39:48.506 02/12/1995]',0.143,-0.054,0.020,55.292,-0.607,-0.525
'[13:39:48.508 02/12/1995]',0.143,-0.054,0.020,55.292,-0.607,-0.525
'[13:39:48.510 02/12/1995]',0.164,-0.021,0.010,55.292,-0.607,-0.525
'[13:39:48.512 02/12/1995]',0.175,-0.010,0.010,55.943,-0.607,-0.527
'[13:39:48.514 02/12/1995]',0.186,0.001,0.001,55.943,-0.607,-0.527
'[13:39:48.516 02/12/1995]',0.186,0.001,0.001,55.943,-0.607,-0.527
'[13:39:48.518 02/12/1995]',0.186,-0.010,0.010,55.943,-0.607,-0.527
'[13:39:48.520 02/12/1995]',0.175,-0.021,0.020,57.145,-0.593,-0.529
'[13:39:48.522 02/12/1995]',0.164,-0.043,0.030,57.145,-0.593,-0.529
'[13:39:48.524 02/12/1995]',0.164,-0.043,0.030,57.145,-0.593,-0.529
'[13:39:48.526 02/12/1995]',0.175,-0.032,0.030,57.145,-0.593,-0.529
'[13:39:48.528 02/12/1995]',0.186,-0.010,0.030,59.148,-0.607,-0.531
'[13:39:48.530 02/12/1995]',0.208,0.001,0.010,59.148,-0.607,-0.531
'[13:39:48.532 02/12/1995]',0.208,0.001,0.010,59.148,-0.607,-0.531
'[13:39:48.534 02/12/1995]',0.219,0.001,0.020,59.148,-0.607,-0.531
'[13:39:48.536 02/12/1995]',0.208,-0.010,0.030,62.053,-0.578,-0.532
'[13:39:48.538 02/12/1995]',0.186,-0.021,0.030,62.053,-0.578,-0.532
'[13:39:48.540 02/12/1995]',0.186,-0.032,0.049,62.053,-0.578,-0.532
'[13:39:48.542 02/12/1995]',0.186,-0.021,0.040,62.053,-0.578,-0.532
'[13:39:48.544 02/12/1995]',0.208,0.001,0.030,66.010,-0.593,-0.533
'[13:39:48.546 02/12/1995]',0.230,0.011,0.030,66.010,-0.593,-0.533
'[13:39:48.548 02/12/1995]',0.241,0.011,0.030,66.010,-0.593,-0.533
'[13:39:48.550 02/12/1995]',0.241,0.011,0.040,66.010,-0.593,-0.533
'[13:39:48.552 02/12/1995]',0.230,0.001,0.049,70.768,-0.562,-0.534
'[13:39:48.554 02/12/1995]',0.208,-0.010,0.059,70.768,-0.562,-0.534
'[13:39:48.556 02/12/1995]',0.208,-0.010,0.059,70.768,-0.562,-0.534
'[13:39:48.558 02/12/1995]',0.219,0.001,0.059,70.768,-0.562,-0.534
'[13:39:48.560 02/12/1995]',0.230,0.001,0.059,75.776,-0.548,-0.535
'[13:39:48.562 02/12/1995]',0.251,0.022,0.049,75.776,-0.548,-0.535
'[13:39:48.564 02/12/1995]',0.262,0.034,0.049,75.776,-0.548,-0.535
'[13:39:48.566 02/12/1995]',0.262,0.034,0.049,75.776,-0.548,-0.535
'[13:39:48.568 02/12/1995]',0.262,0.022,0.059,80.534,-0.518,-0.535
'[13:39:48.570 02/12/1995]',0.251,0.001,0.069,80.534,-0.518,-0.535
'[13:39:48.572 02/12/1995]',0.241,0.001,0.079,80.534,-0.518,-0.535
'[13:39:48.574 02/12/1995]',0.251,0.001,0.079,80.534,-0.518,-0.535
'[13:39:48.576 02/12/1995]',0.262,0.011,0.079,84.591,-0.488,-0.536
'[13:39:48.578 02/12/1995]',0.284,0.044,0.079,84.591,-0.488,-0.536
'[13:39:48.580 02/12/1995]',0.284,0.056,0.079,84.591,-0.488,-0.536
'[13:39:48.582 02/12/1995]',0.295,0.067,0.069,84.591,-0.488,-0.536
'[13:39:48.584 02/12/1995]',0.306,0.056,0.079,87.746,-0.474,-0.536
'[13:39:48.586 02/12/1995]',0.295,0.044,0.089,87.746,-0.474,-0.536
'[13:39:48.588 02/12/1995]',0.284,0.022,0.089,87.746,-0.474,-0.536
'[13:39:48.590 02/12/1995]',0.273,0.022,0.099,87.746,-0.474,-0.536
'[13:39:48.592 02/12/1995]',0.284,0.034,0.099,90.250,-0.400,-0.536
'[13:39:48.594 02/12/1995]',0.306,0.056,0.089,90.250,-0.400,-0.536
'[13:39:48.596 02/12/1995]',0.317,0.077,0.089,90.250,-0.400,-0.536
'[13:39:48.598 02/12/1995]',0.328,0.088,0.089,90.250,-0.400,-0.536
'[13:39:48.600 02/12/1995]',0.328,0.077,0.089,92.153,-0.355,-0.536
'[13:39:48.602 02/12/1995]',0.317,0.056,0.089,92.153,-0.355,-0.536
'[13:39:48.604 02/12/1995]',0.306,0.056,0.108,92.153,-0.355,-0.536
'[13:39:48.606 02/12/1995]',0.306,0.034,0.108,92.153,-0.355,-0.536
'[13:39:48.608 02/12/1995]',0.306,0.044,0.108,93.856,-0.296,-0.536
'[13:39:48.610 02/12/1995]',0.317,0.067,0.099,93.856,-0.296,-0.536
'[13:39:48.612 02/12/1995]',0.328,0.088,0.099,93.856,-0.296,-0.536
'[13:39:48.614 02/12/1995]',0.349,0.111,0.089,93.856,-0.296,-0.536
'[13:39:48.616 02/12/1995]',0.349,0.100,0.099,95.409,-0.222,-0.537
'[13:39:48.618 02/12/1995]',0.338,0.088,0.099,95.409,-0.222,-0.537
'[13:39:48.620 02/12/1995]',0.328,0.067,0.108,95.409,-0.222,-0.537
'[13:39:48.622 02/12/1995]',0.317,0.056,0.118,95.409,-0.222,-0.537
'[13:39:48.624 02/12/1995]',0.317,0.056,0.108,96.811,-0.118,-0.537
'[13:39:48.626 02/12/1995]',0.317,0.067,0.108,96.811,-0.118,-0.537
'[13:39:48.628 02/12/1995]',0.328,0.088,0.099,96.811,-0.118,-0.537
'[13:39:48.630 02/12/1995]',0.338,0.100,0.089,96.811,-0.118,-0.537
'[13:39:48.632 02/12/1995]',0.338,0.111,0.089,97.913,-0.044,-0.538
'[13:39:48.634 02/12/1995]',0.338,0.100,0.089,97.913,-0.044,-0.538
'[13:39:48.636 02/12/1995]',0.328,0.077,0.099,97.913,-0.044,-0.538
'[13:39:48.638 02/12/1995]',0.306,0.056,0.108,97.913,-0.044,-0.538
'[13:39:48.640 02/12/1995]',0.306,0.044,0.108,98.764,0.059,-0.538
'[13:39:48.642 02/12/1995]',0.306,0.067,0.099,98.764,0.059,-0.538
'[13:39:48.644 02/12/1995]',0.317,0.077,0.089,98.764,0.059,-0.538
'[13:39:48.646 02/12/1995]',0.317,0.100,0.089,98.764,0.059,-0.538
'[13:39:48.648 02/12/1995]',0.317,0.100,0.079,99.215,0.148,-0.539
'[13:39:48.650 02/12/1995]',0.317,0.088,0.079,99.215,0.148,-0.539
'[13:39:48.652 02/12/1995]',0.306,0.067,0.079,99.215,0.148,-0.539
'[13:39:48.654 02/12/1995]',0.284,0.044,0.089,99.215,0.148,-0.539
'[13:39:48.656 02/12/1995]',0.262,0.022,0.079,99.365,0.252,-0.540
'[13:39:48.658 02/12/1995]',0.262,0.034,0.079,99.365,0.252,-0.540
'[13:39:48.660 02/12/1995]',0.262,0.034,0.059,99.365,0.252,-0.540
'[13:39:48.662 02/12/1995]',0.262,0.056,0.049,99.365,0.252,-0.540
'[13:39:48.664 02/12/1995]',0.262,0.067,0.040,99.315,0.341,-0.541
'[13:39:48.666 02/12/1995]',0.262,0.056,0.040,99.315,0.341,-0.541
'[13:39:48.668 02/12/1995]',0.241,0.034,0.040,99.315,0.341,-0.541
'[13:39:48.670 02/12/1995]',0.230,0.011,0.049,99.315,0.341,-0.541
'[13:39:48.672 02/12/1995]',0.208,0.001,0.040,99.115,0.415,-0.542
'[13:39:48.674 02/12/1995]',0.197,0.001,0.040,99.115,0.415,-0.542
'[13:39:48.676 02/12/1995]',0.197,0.001,0.030,99.115,0.415,-0.542
'[13:39:48.678 02/12/1995]',0.197,0.011,0.010,99.115,0.415,-0.542
'[13:39:48.680 02/12/1995]',0.208,0.022,0.001,98.764,0.474,-0.542
'[13:39:48.682 02/12/1995]',0.208,0.011,0.001,98.764,0.474,-0.542
'[13:39:48.684 02/12/1995]',0.186,0.001,0.001,98.764,0.474,-0.542
'[13:39:48.686 02/12/1995]',0.164,-0.010,0.001,98.764,0.474,-0.542
'[13:39:48.688 02/12/1995]',0.154,-0.021,0.001,98.264,0.533,-0.543
'[13:39:48.690 02/12/1995]',0.143,-0.032,0.001,98.264,0.533,-0.543
'[13:39:48.692 02/12/1995]',0.143,-0.021,0.001,98.264,0.533,-0.543
'[13:39:48.694 02/12/1995]',0.143,-0.021,0.001,98.264,0.533,-0.543
'[13:39:48.696 02/12/1995]',0.154,0.001,-0.009,97.763,0.593,-0.543
'[13:39:48.698 02/12/1995]',0.164,0.001,-0.009,97.763,0.593,-0.543
'[13:39:48.700 02/12/1995]',0.154,-0.010,-0.019,97.763,0.593,-0.543
'[13:39:48.702 02/12/1995]',0.132,-0.032,-0.009,97.763,0.593,-0.543
'[13:39:48.704 02/12/1995]',0.121,-0.054,-0.009,97.112,0.637,-0.543
'[13:39:48.706 02/12/1995]',0.099,-0.065,-0.009,97.112,0.637,-0.543
'[13:39:48.708 02/12/1995]',0.099,-0.054,-0.009,97.112,0.637,-0.543
'[13:39:48.710 02/12/1995]',0.110,-0.043,-0.019,97.112,0.637,-0.543
'[13:39:48.712 02/12/1995]',0.121,-0.021,-0.029,96.210,0.681,-0.543
'[13:39:48.714 02/12/1995]',0.121,-0.021,-0.038,96.210,0.681,-0.543
'[13:39:48.716 02/12/1995]',0.121,-0.021,-0.038,96.210,0.681,-0.543
'[13:39:48.718 02/12/1995]',0.121,-0.043,-0.038,96.210,0.681,-0.543
'[13:39:48.720 02/12/1995]',0.099,-0.065,-0.029,95.158,0.697,-0.543
'[13:39:48.722 02/12/1995]',0.088,-0.087,-0.009,95.158,0.697,-0.543
'[13:39:48.724 02/12/1995]',0.077,-0.098,-0.029,95.158,0.697,-0.543
'[13:39:48.726 02/12/1995]',0.066,-0.076,-0.029,95.158,0.697,-0.543
'[13:39:48.728 02/12/1995]',0.099,-0.054,-0.038,93.806,0.741,-0.542
'[13:39:48.730 02/12/1995]',0.099,-0.043,-0.048,93.806,0.741,-0.542
'[13:39:48.732 02/12/1995]',0.099,-0.043,-0.048,93.806,0.741,-0.542
'[13:39:48.734 02/12/1995]',0.099,-0.054,-0.048,93.806,0.741,-0.542
'[13:39:48.736 02/12/1995]',0.088,-0.065,-0.038,92.153,0.755,-0.541
'[13:39:48.738 02/12/1995]',0.077,-0.098,-0.029,92.153,0.755,-0.541
'[13:39:48.740 02/12/1995]',0.055,-0.109,-0.029,92.153,0.755,-0.541
'[13:39:48.742 02/12/1995]',0.066,-0.098,-0.029,92.153,0.755,-0.541
'[13:39:48.744 02/12/1995]',0.066,-0.076,-0.048,90.300,0.755,-0.541
'[13:39:48.746 02/12/1995]',0.088,-0.054,-0.048,90.300,0.755,-0.541
'[13:39:48.748 02/12/1995]',0.088,-0.054,-0.058,90.300,0.755,-0.541
